,depot,INST0163_N15_W13_P000,INST0163_N15_W13_D000,INST0163_N15_W13_P001,INST0163_N15_W13_D001,INST0163_N15_W13_P002,INST0163_N15_W13_D002,INST0163_N15_W13_P003,INST0163_N15_W13_D003,INST0163_N15_W13_P004,INST0163_N15_W13_D004,INST0163_N15_W13_P005,INST0163_N15_W13_D005,INST0163_N15_W13_P006,INST0163_N15_W13_D006,INST0163_N15_W13_P007,INST0163_N15_W13_D007,INST0163_N15_W13_P008,INST0163_N15_W13_D008,INST0163_N15_W13_P009,INST0163_N15_W13_D009,INST0163_N15_W13_P010,INST0163_N15_W13_D010,INST0163_N15_W13_P011,INST0163_N15_W13_D011,INST0163_N15_W13_P012,INST0163_N15_W13_D012,INST0163_N15_W13_P013,INST0163_N15_W13_D013,INST0163_N15_W13_P014,INST0163_N15_W13_D014
INST0163_N15_W13_D004,124.166,53.818,75.699,124.166,29.878,29.878,20.02,124.166,17.435,29.878,0.0,29.878,53.818,53.818,77.687,53.818,0.0,124.166,53.818,53.818,77.687,141.804,20.56,77.687,0.0,124.166,20.02,141.804,29.878,77.687,53.818
INST0163_N15_W13_P005,97.602,27.496,56.961,97.602,0.0,0.0,36.098,97.602,43.098,0.0,29.878,0.0,27.496,27.496,49.056,27.496,29.878,97.602,27.496,27.496,49.056,114.719,12.767,49.056,29.878,97.602,36.098,114.719,0.0,49.056,27.496
INST0163_N15_W13_D005,70.637,0.0,68.471,70.637,27.496,27.496,63.48,70.637,61.972,27.496,53.818,27.496,0.0,0.0,24.909,0.0,53.818,70.637,0.0,0.0,24.909,88.095,40.204,24.909,53.818,70.637,63.48,88.095,27.496,24.909,0.0
INST0163_N15_W13_P006,70.637,0.0,68.471,70.637,27.496,27.496,63.48,70.637,61.972,27.496,53.818,27.496,0.0,0.0,24.909,0.0,53.818,70.637,0.0,0.0,24.909,88.095,40.204,24.909,53.818,70.637,63.48,88.095,27.496,24.909,0.0
INST0163_N15_W13_D006,50.015,24.909,70.587,50.015,49.056,49.056,84.648,50.015,86.82,49.056,77.687,49.056,24.909,24.909,0.0,24.909,77.687,50.015,24.909,24.909,0.0,66.284,61.567,0.0,77.687,50.015,84.648,66.284,49.056,0.0,24.909
INST0163_N15_W13_P007,70.637,0.0,68.471,70.637,27.496,27.496,63.48,70.637,61.972,27.496,53.818,27.496,0.0,0.0,24.909,0.0,53.818,70.637,0.0,0.0,24.909,88.095,40.204,24.909,53.818,70.637,63.48,88.095,27.496,24.909,0.0
INST0163_N15_W13_D007,124.166,53.818,75.699,124.166,29.878,29.878,20.02,124.166,17.435,29.878,0.0,29.878,53.818,53.818,77.687,53.818,0.0,124.166,53.818,53.818,77.687,141.804,20.56,77.687,0.0,124.166,20.02,141.804,29.878,77.687,53.818
INST0163_N15_W13_P008,0.0,70.637,115.643,0.0,97.602,97.602,133.671,0.0,129.907,97.602,124.166,97.602,70.637,70.637,50.015,70.637,124.166,0.0,70.637,70.637,50.015,18.026,110.354,50.015,124.166,0.0,133.671,18.026,97.602,50.015,70.637
INST0163_N15_W13_D008,70.637,0.0,68.471,70.637,27.496,27.496,63.48,70.637,61.972,27.496,53.818,27.496,0.0,0.0,24.909,0.0,53.818,70.637,0.0,0.0,24.909,88.095,40.204,24.909,53.818,70.637,63.48,88.095,27.496,24.909,0.0
INST0163_N15_W13_P009,70.637,0.0,68.471,70.637,27.496,27.496,63.48,70.637,61.972,27.496,53.818,27.496,0.0,0.0,24.909,0.0,53.818,70.637,0.0,0.0,24.909,88.095,40.204,24.909,53.818,70.637,63.48,88.095,27.496,24.909,0.0
INST0163_N15_W13_D009,50.015,24.909,70.587,50.015,49.056,49.056,84.648,50.015,86.82,49.056,77.687,49.056,24.909,24.909,0.0,24.909,77.687,50.015,24.909,24.909,0.0,66.284,61.567,0.0,77.687,50.015,84.648,66.284,49.056,0.0,24.909
INST0163_N15_W13_P010,18.026,88.095,128.123,18.026,114.719,114.719,150.679,18.026,147.866,114.719,141.804,114.719,88.095,88.095,66.284,88.095,141.804,18.026,88.095,88.095,66.284,0.0,127.423,66.284,141.804,18.026,150.679,0.0,114.719,66.284,88.095
INST0163_N15_W13_D010,110.354,40.204,57.051,110.354,12.767,12.767,23.331,110.354,36.679,12.767,20.56,12.767,40.204,40.204,61.567,40.204,20.56,110.354,40.204,40.204,61.567,127.423,0.0,61.567,20.56,110.354,23.331,127.423,12.767,61.567,40.204
INST0163_N15_W13_P011,50.015,24.909,70.587,50.015,49.056,49.056,84.648,50.015,86.82,49.056,77.687,49.056,24.909,24.909,0.0,24.909,77.687,50.015,24.909,24.909,0.0,66.284,61.567,0.0,77.687,50.015,84.648,66.284,49.056,0.0,24.909
INST0163_N15_W13_D011,124.166,53.818,75.699,124.166,29.878,29.878,20.02,124.166,17.435,29.878,0.0,29.878,53.818,53.818,77.687,53.818,0.0,124.166,53.818,53.818,77.687,141.804,20.56,77.687,0.0,124.166,20.02,141.804,29.878,77.687,53.818
INST0163_N15_W13_P012,0.0,70.637,115.643,0.0,97.602,97.602,133.671,0.0,129.907,97.602,124.166,97.602,70.637,70.637,50.015,70.637,124.166,0.0,70.637,70.637,50.015,18.026,110.354,50.015,124.166,0.0,133.671,18.026,97.602,50.015,70.637
INST0163_N15_W13_D012,133.671,63.48,64.294,133.671,36.098,36.098,0.0,133.671,35.228,36.098,20.02,36.098,63.48,63.48,84.648,63.48,20.02,133.671,63.48,63.48,84.648,150.679,23.331,84.648,20.02,133.671,0.0,150.679,36.098,84.648,63.48
INST0163_N15_W13_P013,18.026,88.095,128.123,18.026,114.719,114.719,150.679,18.026,147.866,114.719,141.804,114.719,88.095,88.095,66.284,88.095,141.804,18.026,88.095,88.095,66.284,0.0,127.423,66.284,141.804,18.026,150.679,0.0,114.719,66.284,88.095
INST0163_N15_W13_D013,97.602,27.496,56.961,97.602,0.0,0.0,36.098,97.602,43.098,0.0,29.878,0.0,27.496,27.496,49.056,27.496,29.878,97.602,27.496,27.496,49.056,114.719,12.767,49.056,29.878,97.602,36.098,114.719,0.0,49.056,27.496
INST0163_N15_W13_P014,50.015,24.909,70.587,50.015,49.056,49.056,84.648,50.015,86.82,49.056,77.687,49.056,24.909,24.909,0.0,24.909,77.687,50.015,24.909,24.909,0.0,66.284,61.567,0.0,77.687,50.015,84.648,66.284,49.056,0.0,24.909
INST0163_N15_W13_D014,70.637,0.0,68.471,70.637,27.496,27.496,63.48,70.637,61.972,27.496,53.818,27.496,0.0,0.0,24.909,0.0,53.818,70.637,0.0,0.0,24.909,88.095,40.204,24.909,53.818,70.637,63.48,88.095,27.496,24.909,0.0
