,depot,INST0254_N22_S14_P000,INST0254_N22_S14_D000,INST0254_N22_S14_P001,INST0254_N22_S14_D001,INST0254_N22_S14_P002,INST0254_N22_S14_D002,INST0254_N22_S14_P003,INST0254_N22_S14_D003,INST0254_N22_S14_P004,INST0254_N22_S14_D004,INST0254_N22_S14_P005,INST0254_N22_S14_D005,INST0254_N22_S14_P006,INST0254_N22_S14_D006,INST0254_N22_S14_P007,INST0254_N22_S14_D007,INST0254_N22_S14_P008,INST0254_N22_S14_D008,INST0254_N22_S14_P009,INST0254_N22_S14_D009,INST0254_N22_S14_P010,INST0254_N22_S14_D010,INST0254_N22_S14_P011,INST0254_N22_S14_D011,INST0254_N22_S14_P012,INST0254_N22_S14_D012,INST0254_N22_S14_P013,INST0254_N22_S14_D013,INST0254_N22_S14_P014,INST0254_N22_S14_D014,INST0254_N22_S14_P015,INST0254_N22_S14_D015,INST0254_N22_S14_P016,INST0254_N22_S14_D016,INST0254_N22_S14_P017,INST0254_N22_S14_D017,INST0254_N22_S14_P018,INST0254_N22_S14_D018,INST0254_N22_S14_P019,INST0254_N22_S14_D019,INST0254_N22_S14_P020,INST0254_N22_S14_D020,INST0254_N22_S14_P021,INST0254_N22_S14_D021
INST0254_N22_S14_D008,44.339,19.488,102.776,102.776,44.339,102.776,24.954,41.761,54.903,24.954,59.003,24.954,0.0,36.46,19.488,19.488,103.829,41.761,0.0,36.46,102.776,44.339,0.0,44.339,67.889,19.488,67.889,54.903,24.954,59.003,36.46,102.776,41.761,44.339,36.46,44.339,103.829,0.0,67.889,59.003,44.339,67.889,134.327,102.776,67.889
INST0254_N22_S14_P009,10.881,19.629,68.319,68.319,10.881,68.319,21.478,5.477,55.179,21.478,50.526,21.478,36.46,0.0,19.629,19.629,97.061,5.477,36.46,0.0,68.319,10.881,36.46,10.881,61.394,19.629,61.394,55.179,21.478,50.526,0.0,68.319,5.477,10.881,0.0,10.881,97.061,36.46,61.394,50.526,10.881,61.394,130.689,68.319,61.394
INST0254_N22_S14_D009,58.699,83.416,0.0,0.0,58.699,0.0,88.975,62.898,113.511,88.975,71.865,88.975,102.776,68.319,83.416,83.416,93.449,62.898,102.776,68.319,0.0,58.699,102.776,58.699,77.092,83.416,77.092,113.511,88.975,71.865,68.319,0.0,62.898,58.699,68.319,58.699,93.449,102.776,77.092,71.865,58.699,77.092,123.443,0.0,77.092
INST0254_N22_S14_P010,0.0,25.439,58.699,58.699,0.0,58.699,32.298,7.008,65.452,32.298,43.838,32.298,44.339,10.881,25.439,25.439,89.072,7.008,44.339,10.881,58.699,0.0,44.339,0.0,54.565,25.439,54.565,65.452,32.298,43.838,10.881,58.699,7.008,0.0,10.881,0.0,89.072,44.339,54.565,43.838,0.0,54.565,122.952,58.699,54.565
INST0254_N22_S14_D010,44.339,19.488,102.776,102.776,44.339,102.776,24.954,41.761,54.903,24.954,59.003,24.954,0.0,36.46,19.488,19.488,103.829,41.761,0.0,36.46,102.776,44.339,0.0,44.339,67.889,19.488,67.889,54.903,24.954,59.003,36.46,102.776,41.761,44.339,36.46,44.339,103.829,0.0,67.889,59.003,44.339,67.889,134.327,102.776,67.889
INST0254_N22_S14_P011,0.0,25.439,58.699,58.699,0.0,58.699,32.298,7.008,65.452,32.298,43.838,32.298,44.339,10.881,25.439,25.439,89.072,7.008,44.339,10.881,58.699,0.0,44.339,0.0,54.565,25.439,54.565,65.452,32.298,43.838,10.881,58.699,7.008,0.0,10.881,0.0,89.072,44.339,54.565,43.838,0.0,54.565,122.952,58.699,54.565
INST0254_N22_S14_D011,54.565,55.171,77.092,77.092,54.565,77.092,75.908,60.745,113.587,75.908,10.867,75.908,67.889,61.394,55.171,55.171,36.733,60.745,67.889,61.394,77.092,54.565,67.889,54.565,0.0,55.171,0.0,113.587,75.908,10.867,61.394,77.092,60.745,54.565,61.394,54.565,36.733,67.889,0.0,10.867,54.565,0.0,69.589,77.092,0.0
INST0254_N22_S14_P012,25.439,0.0,83.416,83.416,25.439,83.416,21.517,24.239,59.019,21.517,45.002,21.517,19.488,19.629,0.0,0.0,91.902,24.239,19.488,19.629,83.416,25.439,19.488,25.439,55.171,0.0,55.171,59.019,21.517,45.002,19.629,83.416,24.239,25.439,19.629,25.439,91.902,19.488,55.171,45.002,25.439,55.171,124.222,83.416,55.171
INST0254_N22_S14_D012,54.565,55.171,77.092,77.092,54.565,77.092,75.908,60.745,113.587,75.908,10.867,75.908,67.889,61.394,55.171,55.171,36.733,60.745,67.889,61.394,77.092,54.565,67.889,54.565,0.0,55.171,0.0,113.587,75.908,10.867,61.394,77.092,60.745,54.565,61.394,54.565,36.733,67.889,0.0,10.867,54.565,0.0,69.589,77.092,0.0
INST0254_N22_S14_P013,65.452,59.019,113.511,113.511,65.452,113.511,37.715,58.521,0.0,37.715,103.002,37.715,54.903,55.179,59.019,59.019,150.208,58.521,54.903,55.179,113.511,65.452,54.903,65.452,113.587,59.019,113.587,0.0,37.715,103.002,55.179,113.511,58.521,65.452,55.179,65.452,150.208,54.903,113.587,103.002,65.452,113.587,183.035,113.511,113.587
INST0254_N22_S14_D013,32.298,21.517,88.975,88.975,32.298,88.975,0.0,26.505,37.715,0.0,65.388,0.0,24.954,21.478,21.517,21.517,112.576,26.505,24.954,21.478,88.975,32.298,24.954,32.298,75.908,21.517,75.908,37.715,0.0,65.388,21.478,88.975,26.505,32.298,21.478,32.298,112.576,24.954,75.908,65.388,32.298,75.908,145.321,88.975,75.908
INST0254_N22_S14_P014,43.838,45.002,71.865,71.865,43.838,71.865,65.388,49.927,103.002,65.388,0.0,65.388,59.003,50.526,45.002,45.002,47.206,49.927,59.003,50.526,71.865,43.838,59.003,43.838,10.867,45.002,10.867,103.002,65.388,0.0,50.526,71.865,49.927,43.838,50.526,43.838,47.206,59.003,10.867,0.0,43.838,10.867,80.368,71.865,10.867
INST0254_N22_S14_D014,10.881,19.629,68.319,68.319,10.881,68.319,21.478,5.477,55.179,21.478,50.526,21.478,36.46,0.0,19.629,19.629,97.061,5.477,36.46,0.0,68.319,10.881,36.46,10.881,61.394,19.629,61.394,55.179,21.478,50.526,0.0,68.319,5.477,10.881,0.0,10.881,97.061,36.46,61.394,50.526,10.881,61.394,130.689,68.319,61.394
INST0254_N22_S14_P015,58.699,83.416,0.0,0.0,58.699,0.0,88.975,62.898,113.511,88.975,71.865,88.975,102.776,68.319,83.416,83.416,93.449,62.898,102.776,68.319,0.0,58.699,102.776,58.699,77.092,83.416,77.092,113.511,88.975,71.865,68.319,0.0,62.898,58.699,68.319,58.699,93.449,102.776,77.092,71.865,58.699,77.092,123.443,0.0,77.092
INST0254_N22_S14_D015,7.008,24.239,62.898,62.898,7.008,62.898,26.505,0.0,58.521,26.505,49.927,26.505,41.761,5.477,24.239,24.239,95.708,0.0,41.761,5.477,62.898,7.008,41.761,7.008,60.745,24.239,60.745,58.521,26.505,49.927,5.477,62.898,0.0,7.008,5.477,7.008,95.708,41.761,60.745,49.927,7.008,60.745,129.526,62.898,60.745
INST0254_N22_S14_P016,0.0,25.439,58.699,58.699,0.0,58.699,32.298,7.008,65.452,32.298,43.838,32.298,44.339,10.881,25.439,25.439,89.072,7.008,44.339,10.881,58.699,0.0,44.339,0.0,54.565,25.439,54.565,65.452,32.298,43.838,10.881,58.699,7.008,0.0,10.881,0.0,89.072,44.339,54.565,43.838,0.0,54.565,122.952,58.699,54.565
INST0254_N22_S14_D016,10.881,19.629,68.319,68.319,10.881,68.319,21.478,5.477,55.179,21.478,50.526,21.478,36.46,0.0,19.629,19.629,97.061,5.477,36.46,0.0,68.319,10.881,36.46,10.881,61.394,19.629,61.394,55.179,21.478,50.526,0.0,68.319,5.477,10.881,0.0,10.881,97.061,36.46,61.394,50.526,10.881,61.394,130.689,68.319,61.394
INST0254_N22_S14_P017,0.0,25.439,58.699,58.699,0.0,58.699,32.298,7.008,65.452,32.298,43.838,32.298,44.339,10.881,25.439,25.439,89.072,7.008,44.339,10.881,58.699,0.0,44.339,0.0,54.565,25.439,54.565,65.452,32.298,43.838,10.881,58.699,7.008,0.0,10.881,0.0,89.072,44.339,54.565,43.838,0.0,54.565,122.952,58.699,54.565
INST0254_N22_S14_D017,89.072,91.902,93.449,93.449,89.072,93.449,112.576,95.708,150.208,112.576,47.206,112.576,103.829,97.061,91.902,91.902,0.0,95.708,103.829,97.061,93.449,89.072,103.829,89.072,36.733,91.902,36.733,150.208,112.576,47.206,97.061,93.449,95.708,89.072,97.061,89.072,0.0,103.829,36.733,47.206,89.072,36.733,33.969,93.449,36.733
INST0254_N22_S14_P018,44.339,19.488,102.776,102.776,44.339,102.776,24.954,41.761,54.903,24.954,59.003,24.954,0.0,36.46,19.488,19.488,103.829,41.761,0.0,36.46,102.776,44.339,0.0,44.339,67.889,19.488,67.889,54.903,24.954,59.003,36.46,102.776,41.761,44.339,36.46,44.339,103.829,0.0,67.889,59.003,44.339,67.889,134.327,102.776,67.889
INST0254_N22_S14_D018,54.565,55.171,77.092,77.092,54.565,77.092,75.908,60.745,113.587,75.908,10.867,75.908,67.889,61.394,55.171,55.171,36.733,60.745,67.889,61.394,77.092,54.565,67.889,54.565,0.0,55.171,0.0,113.587,75.908,10.867,61.394,77.092,60.745,54.565,61.394,54.565,36.733,67.889,0.0,10.867,54.565,0.0,69.589,77.092,0.0
INST0254_N22_S14_P019,43.838,45.002,71.865,71.865,43.838,71.865,65.388,49.927,103.002,65.388,0.0,65.388,59.003,50.526,45.002,45.002,47.206,49.927,59.003,50.526,71.865,43.838,59.003,43.838,10.867,45.002,10.867,103.002,65.388,0.0,50.526,71.865,49.927,43.838,50.526,43.838,47.206,59.003,10.867,0.0,43.838,10.867,80.368,71.865,10.867
INST0254_N22_S14_D019,0.0,25.439,58.699,58.699,0.0,58.699,32.298,7.008,65.452,32.298,43.838,32.298,44.339,10.881,25.439,25.439,89.072,7.008,44.339,10.881,58.699,0.0,44.339,0.0,54.565,25.439,54.565,65.452,32.298,43.838,10.881,58.699,7.008,0.0,10.881,0.0,89.072,44.339,54.565,43.838,0.0,54.565,122.952,58.699,54.565
INST0254_N22_S14_P020,54.565,55.171,77.092,77.092,54.565,77.092,75.908,60.745,113.587,75.908,10.867,75.908,67.889,61.394,55.171,55.171,36.733,60.745,67.889,61.394,77.092,54.565,67.889,54.565,0.0,55.171,0.0,113.587,75.908,10.867,61.394,77.092,60.745,54.565,61.394,54.565,36.733,67.889,0.0,10.867,54.565,0.0,69.589,77.092,0.0
INST0254_N22_S14_D020,122.952,124.222,123.443,123.443,122.952,123.443,145.321,129.526,183.035,145.321,80.368,145.321,134.327,130.689,124.222,124.222,33.969,129.526,134.327,130.689,123.443,122.952,134.327,122.952,69.589,124.222,69.589,183.035,145.321,80.368,130.689,123.443,129.526,122.952,130.689,122.952,33.969,134.327,69.589,80.368,122.952,69.589,0.0,123.443,69.589
INST0254_N22_S14_P021,58.699,83.416,0.0,0.0,58.699,0.0,88.975,62.898,113.511,88.975,71.865,88.975,102.776,68.319,83.416,83.416,93.449,62.898,102.776,68.319,0.0,58.699,102.776,58.699,77.092,83.416,77.092,113.511,88.975,71.865,68.319,0.0,62.898,58.699,68.319,58.699,93.449,102.776,77.092,71.865,58.699,77.092,123.443,0.0,77.092
INST0254_N22_S14_D021,54.565,55.171,77.092,77.092,54.565,77.092,75.908,60.745,113.587,75.908,10.867,75.908,67.889,61.394,55.171,55.171,36.733,60.745,67.889,61.394,77.092,54.565,67.889,54.565,0.0,55.171,0.0,113.587,75.908,10.867,61.394,77.092,60.745,54.565,61.394,54.565,36.733,67.889,0.0,10.867,54.565,0.0,69.589,77.092,0.0
