,depot,INST0217_N20_W07_P000,INST0217_N20_W07_D000,INST0217_N20_W07_P001,INST0217_N20_W07_D001,INST0217_N20_W07_P002,INST0217_N20_W07_D002,INST0217_N20_W07_P003,INST0217_N20_W07_D003,INST0217_N20_W07_P004,INST0217_N20_W07_D004,INST0217_N20_W07_P005,INST0217_N20_W07_D005,INST0217_N20_W07_P006,INST0217_N20_W07_D006,INST0217_N20_W07_P007,INST0217_N20_W07_D007,INST0217_N20_W07_P008,INST0217_N20_W07_D008,INST0217_N20_W07_P009,INST0217_N20_W07_D009,INST0217_N20_W07_P010,INST0217_N20_W07_D010,INST0217_N20_W07_P011,INST0217_N20_W07_D011,INST0217_N20_W07_P012,INST0217_N20_W07_D012,INST0217_N20_W07_P013,INST0217_N20_W07_D013,INST0217_N20_W07_P014,INST0217_N20_W07_D014,INST0217_N20_W07_P015,INST0217_N20_W07_D015,INST0217_N20_W07_P016,INST0217_N20_W07_D016,INST0217_N20_W07_P017,INST0217_N20_W07_D017,INST0217_N20_W07_P018,INST0217_N20_W07_D018,INST0217_N20_W07_P019,INST0217_N20_W07_D019
INST0217_N20_W07_D004,124.166,124.166,142.787,70.637,133.671,50.015,115.643,110.354,70.637,110.354,0.0,133.671,115.643,129.907,97.602,50.015,70.637,70.637,110.354,110.354,124.166,124.166,142.787,129.907,115.643,142.787,129.907,142.787,0.0,70.637,115.643,133.671,18.026,115.643,142.787,70.637,97.602,124.166,129.907,70.637,142.787
INST0217_N20_W07_P005,20.02,20.02,14.369,63.48,0.0,84.648,64.294,23.331,63.48,23.331,133.671,0.0,64.294,35.228,36.098,84.648,63.48,63.48,23.331,23.331,20.02,20.02,14.369,35.228,64.294,14.369,35.228,14.369,133.671,63.48,64.294,0.0,150.679,64.294,14.369,63.48,36.098,20.02,35.228,63.48,14.369
INST0217_N20_W07_D005,75.699,75.699,78.578,68.471,64.294,70.587,0.0,57.051,68.471,57.051,115.643,64.294,0.0,92.961,56.961,70.587,68.471,68.471,57.051,57.051,75.699,75.699,78.578,92.961,0.0,78.578,92.961,78.578,115.643,68.471,0.0,64.294,128.123,0.0,78.578,68.471,56.961,75.699,92.961,68.471,78.578
INST0217_N20_W07_P006,17.435,17.435,28.407,61.972,35.228,86.82,92.961,36.679,61.972,36.679,129.907,35.228,92.961,0.0,43.098,86.82,61.972,61.972,36.679,36.679,17.435,17.435,28.407,0.0,92.961,28.407,0.0,28.407,129.907,61.972,92.961,35.228,147.866,92.961,28.407,61.972,43.098,17.435,0.0,61.972,28.407
INST0217_N20_W07_D006,29.878,29.878,45.89,27.496,36.098,49.056,56.961,12.767,27.496,12.767,97.602,36.098,56.961,43.098,0.0,49.056,27.496,27.496,12.767,12.767,29.878,29.878,45.89,43.098,56.961,45.89,43.098,45.89,97.602,27.496,56.961,36.098,114.719,56.961,45.89,27.496,0.0,29.878,43.098,27.496,45.89
INST0217_N20_W07_P007,77.687,77.687,94.929,24.909,84.648,0.0,70.587,61.567,24.909,61.567,50.015,84.648,70.587,86.82,49.056,0.0,24.909,24.909,61.567,61.567,77.687,77.687,94.929,86.82,70.587,94.929,86.82,94.929,50.015,24.909,70.587,84.648,66.284,70.587,94.929,24.909,49.056,77.687,86.82,24.909,94.929
INST0217_N20_W07_D007,53.818,53.818,72.151,0.0,63.48,24.909,68.471,40.204,0.0,40.204,70.637,63.48,68.471,61.972,27.496,24.909,0.0,0.0,40.204,40.204,53.818,53.818,72.151,61.972,68.471,72.151,61.972,72.151,70.637,0.0,68.471,63.48,88.095,68.471,72.151,0.0,27.496,53.818,61.972,0.0,72.151
INST0217_N20_W07_P008,53.818,53.818,72.151,0.0,63.48,24.909,68.471,40.204,0.0,40.204,70.637,63.48,68.471,61.972,27.496,24.909,0.0,0.0,40.204,40.204,53.818,53.818,72.151,61.972,68.471,72.151,61.972,72.151,70.637,0.0,68.471,63.48,88.095,68.471,72.151,0.0,27.496,53.818,61.972,0.0,72.151
INST0217_N20_W07_D008,20.56,20.56,33.728,40.204,23.331,61.567,57.051,0.0,40.204,0.0,110.354,23.331,57.051,36.679,12.767,61.567,40.204,40.204,0.0,0.0,20.56,20.56,33.728,36.679,57.051,33.728,36.679,33.728,110.354,40.204,57.051,23.331,127.423,57.051,33.728,40.204,12.767,20.56,36.679,40.204,33.728
INST0217_N20_W07_P009,20.56,20.56,33.728,40.204,23.331,61.567,57.051,0.0,40.204,0.0,110.354,23.331,57.051,36.679,12.767,61.567,40.204,40.204,0.0,0.0,20.56,20.56,33.728,36.679,57.051,33.728,36.679,33.728,110.354,40.204,57.051,23.331,127.423,57.051,33.728,40.204,12.767,20.56,36.679,40.204,33.728
INST0217_N20_W07_D009,0.0,0.0,20.081,53.818,20.02,77.687,75.699,20.56,53.818,20.56,124.166,20.02,75.699,17.435,29.878,77.687,53.818,53.818,20.56,20.56,0.0,0.0,20.081,17.435,75.699,20.081,17.435,20.081,124.166,53.818,75.699,20.02,141.804,75.699,20.081,53.818,29.878,0.0,17.435,53.818,20.081
INST0217_N20_W07_P010,0.0,0.0,20.081,53.818,20.02,77.687,75.699,20.56,53.818,20.56,124.166,20.02,75.699,17.435,29.878,77.687,53.818,53.818,20.56,20.56,0.0,0.0,20.081,17.435,75.699,20.081,17.435,20.081,124.166,53.818,75.699,20.02,141.804,75.699,20.081,53.818,29.878,0.0,17.435,53.818,20.081
INST0217_N20_W07_D010,20.081,20.081,0.0,72.151,14.369,94.929,78.578,33.728,72.151,33.728,142.787,14.369,78.578,28.407,45.89,94.929,72.151,72.151,33.728,33.728,20.081,20.081,0.0,28.407,78.578,0.0,28.407,0.0,142.787,72.151,78.578,14.369,160.194,78.578,0.0,72.151,45.89,20.081,28.407,72.151,0.0
INST0217_N20_W07_P011,17.435,17.435,28.407,61.972,35.228,86.82,92.961,36.679,61.972,36.679,129.907,35.228,92.961,0.0,43.098,86.82,61.972,61.972,36.679,36.679,17.435,17.435,28.407,0.0,92.961,28.407,0.0,28.407,129.907,61.972,92.961,35.228,147.866,92.961,28.407,61.972,43.098,17.435,0.0,61.972,28.407
INST0217_N20_W07_D011,75.699,75.699,78.578,68.471,64.294,70.587,0.0,57.051,68.471,57.051,115.643,64.294,0.0,92.961,56.961,70.587,68.471,68.471,57.051,57.051,75.699,75.699,78.578,92.961,0.0,78.578,92.961,78.578,115.643,68.471,0.0,64.294,128.123,0.0,78.578,68.471,56.961,75.699,92.961,68.471,78.578
INST0217_N20_W07_P012,20.081,20.081,0.0,72.151,14.369,94.929,78.578,33.728,72.151,33.728,142.787,14.369,78.578,28.407,45.89,94.929,72.151,72.151,33.728,33.728,20.081,20.081,0.0,28.407,78.578,0.0,28.407,0.0,142.787,72.151,78.578,14.369,160.194,78.578,0.0,72.151,45.89,20.081,28.407,72.151,0.0
INST0217_N20_W07_D012,17.435,17.435,28.407,61.972,35.228,86.82,92.961,36.679,61.972,36.679,129.907,35.228,92.961,0.0,43.098,86.82,61.972,61.972,36.679,36.679,17.435,17.435,28.407,0.0,92.961,28.407,0.0,28.407,129.907,61.972,92.961,35.228,147.866,92.961,28.407,61.972,43.098,17.435,0.0,61.972,28.407
INST0217_N20_W07_P013,20.081,20.081,0.0,72.151,14.369,94.929,78.578,33.728,72.151,33.728,142.787,14.369,78.578,28.407,45.89,94.929,72.151,72.151,33.728,33.728,20.081,20.081,0.0,28.407,78.578,0.0,28.407,0.0,142.787,72.151,78.578,14.369,160.194,78.578,0.0,72.151,45.89,20.081,28.407,72.151,0.0
INST0217_N20_W07_D013,124.166,124.166,142.787,70.637,133.671,50.015,115.643,110.354,70.637,110.354,0.0,133.671,115.643,129.907,97.602,50.015,70.637,70.637,110.354,110.354,124.166,124.166,142.787,129.907,115.643,142.787,129.907,142.787,0.0,70.637,115.643,133.671,18.026,115.643,142.787,70.637,97.602,124.166,129.907,70.637,142.787
INST0217_N20_W07_P014,53.818,53.818,72.151,0.0,63.48,24.909,68.471,40.204,0.0,40.204,70.637,63.48,68.471,61.972,27.496,24.909,0.0,0.0,40.204,40.204,53.818,53.818,72.151,61.972,68.471,72.151,61.972,72.151,70.637,0.0,68.471,63.48,88.095,68.471,72.151,0.0,27.496,53.818,61.972,0.0,72.151
INST0217_N20_W07_D014,75.699,75.699,78.578,68.471,64.294,70.587,0.0,57.051,68.471,57.051,115.643,64.294,0.0,92.961,56.961,70.587,68.471,68.471,57.051,57.051,75.699,75.699,78.578,92.961,0.0,78.578,92.961,78.578,115.643,68.471,0.0,64.294,128.123,0.0,78.578,68.471,56.961,75.699,92.961,68.471,78.578
INST0217_N20_W07_P015,20.02,20.02,14.369,63.48,0.0,84.648,64.294,23.331,63.48,23.331,133.671,0.0,64.294,35.228,36.098,84.648,63.48,63.48,23.331,23.331,20.02,20.02,14.369,35.228,64.294,14.369,35.228,14.369,133.671,63.48,64.294,0.0,150.679,64.294,14.369,63.48,36.098,20.02,35.228,63.48,14.369
INST0217_N20_W07_D015,141.804,141.804,160.194,88.095,150.679,66.284,128.123,127.423,88.095,127.423,18.026,150.679,128.123,147.866,114.719,66.284,88.095,88.095,127.423,127.423,141.804,141.804,160.194,147.866,128.123,160.194,147.866,160.194,18.026,88.095,128.123,150.679,0.0,128.123,160.194,88.095,114.719,141.804,147.866,88.095,160.194
INST0217_N20_W07_P016,75.699,75.699,78.578,68.471,64.294,70.587,0.0,57.051,68.471,57.051,115.643,64.294,0.0,92.961,56.961,70.587,68.471,68.471,57.051,57.051,75.699,75.699,78.578,92.961,0.0,78.578,92.961,78.578,115.643,68.471,0.0,64.294,128.123,0.0,78.578,68.471,56.961,75.699,92.961,68.471,78.578
INST0217_N20_W07_D016,20.081,20.081,0.0,72.151,14.369,94.929,78.578,33.728,72.151,33.728,142.787,14.369,78.578,28.407,45.89,94.929,72.151,72.151,33.728,33.728,20.081,20.081,0.0,28.407,78.578,0.0,28.407,0.0,142.787,72.151,78.578,14.369,160.194,78.578,0.0,72.151,45.89,20.081,28.407,72.151,0.0
INST0217_N20_W07_P017,53.818,53.818,72.151,0.0,63.48,24.909,68.471,40.204,0.0,40.204,70.637,63.48,68.471,61.972,27.496,24.909,0.0,0.0,40.204,40.204,53.818,53.818,72.151,61.972,68.471,72.151,61.972,72.151,70.637,0.0,68.471,63.48,88.095,68.471,72.151,0.0,27.496,53.818,61.972,0.0,72.151
INST0217_N20_W07_D017,29.878,29.878,45.89,27.496,36.098,49.056,56.961,12.767,27.496,12.767,97.602,36.098,56.961,43.098,0.0,49.056,27.496,27.496,12.767,12.767,29.878,29.878,45.89,43.098,56.961,45.89,43.098,45.89,97.602,27.496,56.961,36.098,114.719,56.961,45.89,27.496,0.0,29.878,43.098,27.496,45.89
INST0217_N20_W07_P018,0.0,0.0,20.081,53.818,20.02,77.687,75.699,20.56,53.818,20.56,124.166,20.02,75.699,17.435,29.878,77.687,53.818,53.818,20.56,20.56,0.0,0.0,20.081,17.435,75.699,20.081,17.435,20.081,124.166,53.818,75.699,20.02,141.804,75.699,20.081,53.818,29.878,0.0,17.435,53.818,20.081
INST0217_N20_W07_D018,17.435,17.435,28.407,61.972,35.228,86.82,92.961,36.679,61.972,36.679,129.907,35.228,92.961,0.0,43.098,86.82,61.972,61.972,36.679,36.679,17.435,17.435,28.407,0.0,92.961,28.407,0.0,28.407,129.907,61.972,92.961,35.228,147.866,92.961,28.407,61.972,43.098,17.435,0.0,61.972,28.407
INST0217_N20_W07_P019,53.818,53.818,72.151,0.0,63.48,24.909,68.471,40.204,0.0,40.204,70.637,63.48,68.471,61.972,27.496,24.909,0.0,0.0,40.204,40.204,53.818,53.818,72.151,61.972,68.471,72.151,61.972,72.151,70.637,0.0,68.471,63.48,88.095,68.471,72.151,0.0,27.496,53.818,61.972,0.0,72.151
INST0217_N20_W07_D019,20.081,20.081,0.0,72.151,14.369,94.929,78.578,33.728,72.151,33.728,142.787,14.369,78.578,28.407,45.89,94.929,72.151,72.151,33.728,33.728,20.081,20.081,0.0,28.407,78.578,0.0,28.407,0.0,142.787,72.151,78.578,14.369,160.194,78.578,0.0,72.151,45.89,20.081,28.407,72.151,0.0
