,depot,INST0159_N15_N09_P000,INST0159_N15_N09_D000,INST0159_N15_N09_P001,INST0159_N15_N09_D001,INST0159_N15_N09_P002,INST0159_N15_N09_D002,INST0159_N15_N09_P003,INST0159_N15_N09_D003,INST0159_N15_N09_P004,INST0159_N15_N09_D004,INST0159_N15_N09_P005,INST0159_N15_N09_D005,INST0159_N15_N09_P006,INST0159_N15_N09_D006,INST0159_N15_N09_P007,INST0159_N15_N09_D007,INST0159_N15_N09_P008,INST0159_N15_N09_D008,INST0159_N15_N09_P009,INST0159_N15_N09_D009,INST0159_N15_N09_P010,INST0159_N15_N09_D010,INST0159_N15_N09_P011,INST0159_N15_N09_D011,INST0159_N15_N09_P012,INST0159_N15_N09_D012,INST0159_N15_N09_P013,INST0159_N15_N09_D013,INST0159_N15_N09_P014,INST0159_N15_N09_D014
INST0159_N15_N09_D008,35.653,0.0,35.534,0.0,30.471,40.266,122.278,0.0,35.534,30.471,47.339,40.266,47.339,18.283,40.266,0.0,93.214,35.653,0.0,35.653,0.0,18.283,27.709,18.283,27.709,18.791,35.653,0.0,122.278,18.283,35.653
INST0159_N15_N09_P009,0.0,35.653,28.616,35.653,46.06,48.052,153.371,35.653,28.616,46.06,81.232,48.052,81.232,27.111,48.052,35.653,122.247,0.0,35.653,0.0,35.653,27.111,44.646,27.111,44.646,34.294,0.0,35.653,153.371,27.111,0.0
INST0159_N15_N09_D009,35.653,0.0,35.534,0.0,30.471,40.266,122.278,0.0,35.534,30.471,47.339,40.266,47.339,18.283,40.266,0.0,93.214,35.653,0.0,35.653,0.0,18.283,27.709,18.283,27.709,18.791,35.653,0.0,122.278,18.283,35.653
INST0159_N15_N09_P010,27.111,18.283,17.254,18.283,20.176,26.126,126.352,18.283,17.254,20.176,64.45,26.126,64.45,0.0,26.126,18.283,95.136,27.111,18.283,27.111,18.283,0.0,18.229,0.0,18.229,7.201,27.111,18.283,126.352,0.0,27.111
INST0159_N15_N09_D010,44.646,27.709,23.461,27.709,2.788,13.942,110.207,27.709,23.461,2.788,64.236,13.942,64.236,18.229,13.942,27.709,78.292,44.646,27.709,44.646,27.709,18.229,0.0,18.229,0.0,11.477,44.646,27.709,110.207,18.229,44.646
INST0159_N15_N09_P011,27.111,18.283,17.254,18.283,20.176,26.126,126.352,18.283,17.254,20.176,64.45,26.126,64.45,0.0,26.126,18.283,95.136,27.111,18.283,27.111,18.283,0.0,18.229,0.0,18.229,7.201,27.111,18.283,126.352,0.0,27.111
INST0159_N15_N09_D011,44.646,27.709,23.461,27.709,2.788,13.942,110.207,27.709,23.461,2.788,64.236,13.942,64.236,18.229,13.942,27.709,78.292,44.646,27.709,44.646,27.709,18.229,0.0,18.229,0.0,11.477,44.646,27.709,110.207,18.229,44.646
INST0159_N15_N09_P012,34.294,18.791,19.671,18.791,13.759,21.8,119.262,18.791,19.671,13.759,61.784,21.8,61.784,7.201,21.8,18.791,87.958,34.294,18.791,34.294,18.791,7.201,11.477,7.201,11.477,0.0,34.294,18.791,119.262,7.201,34.294
INST0159_N15_N09_D012,0.0,35.653,28.616,35.653,46.06,48.052,153.371,35.653,28.616,46.06,81.232,48.052,81.232,27.111,48.052,35.653,122.247,0.0,35.653,0.0,35.653,27.111,44.646,27.111,44.646,34.294,0.0,35.653,153.371,27.111,0.0
INST0159_N15_N09_P013,35.653,0.0,35.534,0.0,30.471,40.266,122.278,0.0,35.534,30.471,47.339,40.266,47.339,18.283,40.266,0.0,93.214,35.653,0.0,35.653,0.0,18.283,27.709,18.283,27.709,18.791,35.653,0.0,122.278,18.283,35.653
INST0159_N15_N09_D013,153.371,122.278,132.815,122.278,109.689,113.909,0.0,122.278,132.815,109.689,104.379,113.909,104.379,126.352,113.909,122.278,32.884,153.371,122.278,153.371,122.278,126.352,110.207,126.352,110.207,119.262,153.371,122.278,0.0,126.352,153.371
INST0159_N15_N09_P014,27.111,18.283,17.254,18.283,20.176,26.126,126.352,18.283,17.254,20.176,64.45,26.126,64.45,0.0,26.126,18.283,95.136,27.111,18.283,27.111,18.283,0.0,18.229,0.0,18.229,7.201,27.111,18.283,126.352,0.0,27.111
INST0159_N15_N09_D014,0.0,35.653,28.616,35.653,46.06,48.052,153.371,35.653,28.616,46.06,81.232,48.052,81.232,27.111,48.052,35.653,122.247,0.0,35.653,0.0,35.653,27.111,44.646,27.111,44.646,34.294,0.0,35.653,153.371,27.111,0.0
