,depot,INST0247_N22_W07_P000,INST0247_N22_W07_D000,INST0247_N22_W07_P001,INST0247_N22_W07_D001,INST0247_N22_W07_P002,INST0247_N22_W07_D002,INST0247_N22_W07_P003,INST0247_N22_W07_D003,INST0247_N22_W07_P004,INST0247_N22_W07_D004,INST0247_N22_W07_P005,INST0247_N22_W07_D005,INST0247_N22_W07_P006,INST0247_N22_W07_D006,INST0247_N22_W07_P007,INST0247_N22_W07_D007,INST0247_N22_W07_P008,INST0247_N22_W07_D008,INST0247_N22_W07_P009,INST0247_N22_W07_D009,INST0247_N22_W07_P010,INST0247_N22_W07_D010,INST0247_N22_W07_P011,INST0247_N22_W07_D011,INST0247_N22_W07_P012,INST0247_N22_W07_D012,INST0247_N22_W07_P013,INST0247_N22_W07_D013,INST0247_N22_W07_P014,INST0247_N22_W07_D014,INST0247_N22_W07_P015,INST0247_N22_W07_D015,INST0247_N22_W07_P016,INST0247_N22_W07_D016,INST0247_N22_W07_P017,INST0247_N22_W07_D017,INST0247_N22_W07_P018,INST0247_N22_W07_D018,INST0247_N22_W07_P019,INST0247_N22_W07_D019,INST0247_N22_W07_P020,INST0247_N22_W07_D020,INST0247_N22_W07_P021,INST0247_N22_W07_D021
INST0247_N22_W07_D004,141.804,133.769,127.423,128.123,141.804,127.423,128.123,114.719,147.866,141.804,0.0,141.804,114.719,127.423,114.719,114.719,18.026,147.866,128.123,128.123,88.095,160.194,133.769,66.284,150.679,147.866,160.194,114.719,150.679,114.719,0.0,128.123,18.026,133.769,88.095,147.866,201.301,88.095,160.194,133.769,114.719,88.095,18.026,66.284,127.423
INST0247_N22_W07_P005,0.0,32.905,20.56,75.699,0.0,20.56,75.699,29.878,17.435,0.0,141.804,0.0,29.878,20.56,29.878,29.878,124.166,17.435,75.699,75.699,53.818,20.081,32.905,77.687,20.02,17.435,20.081,29.878,20.02,29.878,141.804,75.699,124.166,32.905,53.818,17.435,149.638,53.818,20.081,32.905,29.878,53.818,124.166,77.687,20.56
INST0247_N22_W07_D005,29.878,25.201,12.767,56.961,29.878,12.767,56.961,0.0,43.098,29.878,114.719,29.878,0.0,12.767,0.0,0.0,97.602,43.098,56.961,56.961,27.496,45.89,25.201,49.056,36.098,43.098,45.89,0.0,36.098,0.0,114.719,56.961,97.602,25.201,27.496,43.098,162.13,27.496,45.89,25.201,0.0,27.496,97.602,49.056,12.767
INST0247_N22_W07_P006,20.56,17.238,0.0,57.051,20.56,0.0,57.051,12.767,36.679,20.56,127.423,20.56,12.767,0.0,12.767,12.767,110.354,36.679,57.051,57.051,40.204,33.728,17.238,61.567,23.331,36.679,33.728,12.767,23.331,12.767,127.423,57.051,110.354,17.238,40.204,36.679,163.588,40.204,33.728,17.238,12.767,40.204,110.354,61.567,0.0
INST0247_N22_W07_D006,29.878,25.201,12.767,56.961,29.878,12.767,56.961,0.0,43.098,29.878,114.719,29.878,0.0,12.767,0.0,0.0,97.602,43.098,56.961,56.961,27.496,45.89,25.201,49.056,36.098,43.098,45.89,0.0,36.098,0.0,114.719,56.961,97.602,25.201,27.496,43.098,162.13,27.496,45.89,25.201,0.0,27.496,97.602,49.056,12.767
INST0247_N22_W07_P007,29.878,25.201,12.767,56.961,29.878,12.767,56.961,0.0,43.098,29.878,114.719,29.878,0.0,12.767,0.0,0.0,97.602,43.098,56.961,56.961,27.496,45.89,25.201,49.056,36.098,43.098,45.89,0.0,36.098,0.0,114.719,56.961,97.602,25.201,27.496,43.098,162.13,27.496,45.89,25.201,0.0,27.496,97.602,49.056,12.767
INST0247_N22_W07_D007,124.166,117.595,110.354,115.643,124.166,110.354,115.643,97.602,129.907,124.166,18.026,124.166,97.602,110.354,97.602,97.602,0.0,129.907,115.643,115.643,70.637,142.787,117.595,50.015,133.671,129.907,142.787,97.602,133.671,97.602,18.026,115.643,0.0,117.595,70.637,129.907,187.182,70.637,142.787,117.595,97.602,70.637,0.0,50.015,110.354
INST0247_N22_W07_P008,17.435,50.317,36.679,92.961,17.435,36.679,92.961,43.098,0.0,17.435,147.866,17.435,43.098,36.679,43.098,43.098,129.907,0.0,92.961,92.961,61.972,28.407,50.317,86.82,35.228,0.0,28.407,43.098,35.228,43.098,147.866,92.961,129.907,50.317,61.972,0.0,133.358,61.972,28.407,50.317,43.098,61.972,129.907,86.82,36.679
INST0247_N22_W07_D008,75.699,43.046,57.051,0.0,75.699,57.051,0.0,56.961,92.961,75.699,128.123,75.699,56.961,57.051,56.961,56.961,115.643,92.961,0.0,0.0,68.471,78.578,43.046,70.587,64.294,92.961,78.578,56.961,64.294,56.961,128.123,0.0,115.643,43.046,68.471,92.961,219.073,68.471,78.578,43.046,56.961,68.471,115.643,70.587,57.051
INST0247_N22_W07_P009,75.699,43.046,57.051,0.0,75.699,57.051,0.0,56.961,92.961,75.699,128.123,75.699,56.961,57.051,56.961,56.961,115.643,92.961,0.0,0.0,68.471,78.578,43.046,70.587,64.294,92.961,78.578,56.961,64.294,56.961,128.123,0.0,115.643,43.046,68.471,92.961,219.073,68.471,78.578,43.046,56.961,68.471,115.643,70.587,57.051
INST0247_N22_W07_D009,53.818,50.631,40.204,68.471,53.818,40.204,68.471,27.496,61.972,53.818,88.095,53.818,27.496,40.204,27.496,27.496,70.637,61.972,68.471,68.471,0.0,72.151,50.631,24.909,63.48,61.972,72.151,27.496,63.48,27.496,88.095,68.471,70.637,50.631,0.0,61.972,159.2,0.0,72.151,50.631,27.496,0.0,70.637,24.909,40.204
INST0247_N22_W07_P010,20.081,37.156,33.728,78.578,20.081,33.728,78.578,45.89,28.407,20.081,160.194,20.081,45.89,33.728,45.89,45.89,142.787,28.407,78.578,78.578,72.151,0.0,37.156,94.929,14.369,28.407,0.0,45.89,14.369,45.89,160.194,78.578,142.787,37.156,72.151,28.407,160.03,72.151,0.0,37.156,45.89,72.151,142.787,94.929,33.728
INST0247_N22_W07_D010,32.905,0.0,17.238,43.046,32.905,17.238,43.046,25.201,50.317,32.905,133.769,32.905,25.201,17.238,25.201,25.201,117.595,50.317,43.046,43.046,50.631,37.156,0.0,67.612,22.951,50.317,37.156,25.201,22.951,25.201,133.769,43.046,117.595,0.0,50.631,50.317,180.319,50.631,37.156,0.0,25.201,50.631,117.595,67.612,17.238
INST0247_N22_W07_P011,77.687,67.612,61.567,70.587,77.687,61.567,70.587,49.056,86.82,77.687,66.284,77.687,49.056,61.567,49.056,49.056,50.015,86.82,70.587,70.587,24.909,94.929,67.612,0.0,84.648,86.82,94.929,49.056,84.648,49.056,66.284,70.587,50.015,67.612,24.909,86.82,176.253,24.909,94.929,67.612,49.056,24.909,50.015,0.0,61.567
INST0247_N22_W07_D011,20.02,22.951,23.331,64.294,20.02,23.331,64.294,36.098,35.228,20.02,150.679,20.02,36.098,23.331,36.098,36.098,133.671,35.228,64.294,64.294,63.48,14.369,22.951,84.648,0.0,35.228,14.369,36.098,0.0,36.098,150.679,64.294,133.671,22.951,63.48,35.228,168.582,63.48,14.369,22.951,36.098,63.48,133.671,84.648,23.331
INST0247_N22_W07_P012,17.435,50.317,36.679,92.961,17.435,36.679,92.961,43.098,0.0,17.435,147.866,17.435,43.098,36.679,43.098,43.098,129.907,0.0,92.961,92.961,61.972,28.407,50.317,86.82,35.228,0.0,28.407,43.098,35.228,43.098,147.866,92.961,129.907,50.317,61.972,0.0,133.358,61.972,28.407,50.317,43.098,61.972,129.907,86.82,36.679
INST0247_N22_W07_D012,20.081,37.156,33.728,78.578,20.081,33.728,78.578,45.89,28.407,20.081,160.194,20.081,45.89,33.728,45.89,45.89,142.787,28.407,78.578,78.578,72.151,0.0,37.156,94.929,14.369,28.407,0.0,45.89,14.369,45.89,160.194,78.578,142.787,37.156,72.151,28.407,160.03,72.151,0.0,37.156,45.89,72.151,142.787,94.929,33.728
INST0247_N22_W07_P013,29.878,25.201,12.767,56.961,29.878,12.767,56.961,0.0,43.098,29.878,114.719,29.878,0.0,12.767,0.0,0.0,97.602,43.098,56.961,56.961,27.496,45.89,25.201,49.056,36.098,43.098,45.89,0.0,36.098,0.0,114.719,56.961,97.602,25.201,27.496,43.098,162.13,27.496,45.89,25.201,0.0,27.496,97.602,49.056,12.767
INST0247_N22_W07_D013,20.02,22.951,23.331,64.294,20.02,23.331,64.294,36.098,35.228,20.02,150.679,20.02,36.098,23.331,36.098,36.098,133.671,35.228,64.294,64.294,63.48,14.369,22.951,84.648,0.0,35.228,14.369,36.098,0.0,36.098,150.679,64.294,133.671,22.951,63.48,35.228,168.582,63.48,14.369,22.951,36.098,63.48,133.671,84.648,23.331
INST0247_N22_W07_P014,29.878,25.201,12.767,56.961,29.878,12.767,56.961,0.0,43.098,29.878,114.719,29.878,0.0,12.767,0.0,0.0,97.602,43.098,56.961,56.961,27.496,45.89,25.201,49.056,36.098,43.098,45.89,0.0,36.098,0.0,114.719,56.961,97.602,25.201,27.496,43.098,162.13,27.496,45.89,25.201,0.0,27.496,97.602,49.056,12.767
INST0247_N22_W07_D014,141.804,133.769,127.423,128.123,141.804,127.423,128.123,114.719,147.866,141.804,0.0,141.804,114.719,127.423,114.719,114.719,18.026,147.866,128.123,128.123,88.095,160.194,133.769,66.284,150.679,147.866,160.194,114.719,150.679,114.719,0.0,128.123,18.026,133.769,88.095,147.866,201.301,88.095,160.194,133.769,114.719,88.095,18.026,66.284,127.423
INST0247_N22_W07_P015,75.699,43.046,57.051,0.0,75.699,57.051,0.0,56.961,92.961,75.699,128.123,75.699,56.961,57.051,56.961,56.961,115.643,92.961,0.0,0.0,68.471,78.578,43.046,70.587,64.294,92.961,78.578,56.961,64.294,56.961,128.123,0.0,115.643,43.046,68.471,92.961,219.073,68.471,78.578,43.046,56.961,68.471,115.643,70.587,57.051
INST0247_N22_W07_D015,124.166,117.595,110.354,115.643,124.166,110.354,115.643,97.602,129.907,124.166,18.026,124.166,97.602,110.354,97.602,97.602,0.0,129.907,115.643,115.643,70.637,142.787,117.595,50.015,133.671,129.907,142.787,97.602,133.671,97.602,18.026,115.643,0.0,117.595,70.637,129.907,187.182,70.637,142.787,117.595,97.602,70.637,0.0,50.015,110.354
INST0247_N22_W07_P016,32.905,0.0,17.238,43.046,32.905,17.238,43.046,25.201,50.317,32.905,133.769,32.905,25.201,17.238,25.201,25.201,117.595,50.317,43.046,43.046,50.631,37.156,0.0,67.612,22.951,50.317,37.156,25.201,22.951,25.201,133.769,43.046,117.595,0.0,50.631,50.317,180.319,50.631,37.156,0.0,25.201,50.631,117.595,67.612,17.238
INST0247_N22_W07_D016,53.818,50.631,40.204,68.471,53.818,40.204,68.471,27.496,61.972,53.818,88.095,53.818,27.496,40.204,27.496,27.496,70.637,61.972,68.471,68.471,0.0,72.151,50.631,24.909,63.48,61.972,72.151,27.496,63.48,27.496,88.095,68.471,70.637,50.631,0.0,61.972,159.2,0.0,72.151,50.631,27.496,0.0,70.637,24.909,40.204
INST0247_N22_W07_P017,17.435,50.317,36.679,92.961,17.435,36.679,92.961,43.098,0.0,17.435,147.866,17.435,43.098,36.679,43.098,43.098,129.907,0.0,92.961,92.961,61.972,28.407,50.317,86.82,35.228,0.0,28.407,43.098,35.228,43.098,147.866,92.961,129.907,50.317,61.972,0.0,133.358,61.972,28.407,50.317,43.098,61.972,129.907,86.82,36.679
INST0247_N22_W07_D017,149.638,180.319,163.588,219.073,149.638,163.588,219.073,162.13,133.358,149.638,201.301,149.638,162.13,163.588,162.13,162.13,187.182,133.358,219.073,219.073,159.2,160.03,180.319,176.253,168.582,133.358,160.03,162.13,168.582,162.13,201.301,219.073,187.182,180.319,159.2,133.358,0.0,159.2,160.03,180.319,162.13,159.2,187.182,176.253,163.588
INST0247_N22_W07_P018,53.818,50.631,40.204,68.471,53.818,40.204,68.471,27.496,61.972,53.818,88.095,53.818,27.496,40.204,27.496,27.496,70.637,61.972,68.471,68.471,0.0,72.151,50.631,24.909,63.48,61.972,72.151,27.496,63.48,27.496,88.095,68.471,70.637,50.631,0.0,61.972,159.2,0.0,72.151,50.631,27.496,0.0,70.637,24.909,40.204
INST0247_N22_W07_D018,20.081,37.156,33.728,78.578,20.081,33.728,78.578,45.89,28.407,20.081,160.194,20.081,45.89,33.728,45.89,45.89,142.787,28.407,78.578,78.578,72.151,0.0,37.156,94.929,14.369,28.407,0.0,45.89,14.369,45.89,160.194,78.578,142.787,37.156,72.151,28.407,160.03,72.151,0.0,37.156,45.89,72.151,142.787,94.929,33.728
INST0247_N22_W07_P019,32.905,0.0,17.238,43.046,32.905,17.238,43.046,25.201,50.317,32.905,133.769,32.905,25.201,17.238,25.201,25.201,117.595,50.317,43.046,43.046,50.631,37.156,0.0,67.612,22.951,50.317,37.156,25.201,22.951,25.201,133.769,43.046,117.595,0.0,50.631,50.317,180.319,50.631,37.156,0.0,25.201,50.631,117.595,67.612,17.238
INST0247_N22_W07_D019,29.878,25.201,12.767,56.961,29.878,12.767,56.961,0.0,43.098,29.878,114.719,29.878,0.0,12.767,0.0,0.0,97.602,43.098,56.961,56.961,27.496,45.89,25.201,49.056,36.098,43.098,45.89,0.0,36.098,0.0,114.719,56.961,97.602,25.201,27.496,43.098,162.13,27.496,45.89,25.201,0.0,27.496,97.602,49.056,12.767
INST0247_N22_W07_P020,53.818,50.631,40.204,68.471,53.818,40.204,68.471,27.496,61.972,53.818,88.095,53.818,27.496,40.204,27.496,27.496,70.637,61.972,68.471,68.471,0.0,72.151,50.631,24.909,63.48,61.972,72.151,27.496,63.48,27.496,88.095,68.471,70.637,50.631,0.0,61.972,159.2,0.0,72.151,50.631,27.496,0.0,70.637,24.909,40.204
INST0247_N22_W07_D020,124.166,117.595,110.354,115.643,124.166,110.354,115.643,97.602,129.907,124.166,18.026,124.166,97.602,110.354,97.602,97.602,0.0,129.907,115.643,115.643,70.637,142.787,117.595,50.015,133.671,129.907,142.787,97.602,133.671,97.602,18.026,115.643,0.0,117.595,70.637,129.907,187.182,70.637,142.787,117.595,97.602,70.637,0.0,50.015,110.354
INST0247_N22_W07_P021,77.687,67.612,61.567,70.587,77.687,61.567,70.587,49.056,86.82,77.687,66.284,77.687,49.056,61.567,49.056,49.056,50.015,86.82,70.587,70.587,24.909,94.929,67.612,0.0,84.648,86.82,94.929,49.056,84.648,49.056,66.284,70.587,50.015,67.612,24.909,86.82,176.253,24.909,94.929,67.612,49.056,24.909,50.015,0.0,61.567
INST0247_N22_W07_D021,20.56,17.238,0.0,57.051,20.56,0.0,57.051,12.767,36.679,20.56,127.423,20.56,12.767,0.0,12.767,12.767,110.354,36.679,57.051,57.051,40.204,33.728,17.238,61.567,23.331,36.679,33.728,12.767,23.331,12.767,127.423,57.051,110.354,17.238,40.204,36.679,163.588,40.204,33.728,17.238,12.767,40.204,110.354,61.567,0.0
