,depot,INST0214_N20_W04_P000,INST0214_N20_W04_D000,INST0214_N20_W04_P001,INST0214_N20_W04_D001,INST0214_N20_W04_P002,INST0214_N20_W04_D002,INST0214_N20_W04_P003,INST0214_N20_W04_D003,INST0214_N20_W04_P004,INST0214_N20_W04_D004,INST0214_N20_W04_P005,INST0214_N20_W04_D005,INST0214_N20_W04_P006,INST0214_N20_W04_D006,INST0214_N20_W04_P007,INST0214_N20_W04_D007,INST0214_N20_W04_P008,INST0214_N20_W04_D008,INST0214_N20_W04_P009,INST0214_N20_W04_D009,INST0214_N20_W04_P010,INST0214_N20_W04_D010,INST0214_N20_W04_P011,INST0214_N20_W04_D011,INST0214_N20_W04_P012,INST0214_N20_W04_D012,INST0214_N20_W04_P013,INST0214_N20_W04_D013,INST0214_N20_W04_P014,INST0214_N20_W04_D014,INST0214_N20_W04_P015,INST0214_N20_W04_D015,INST0214_N20_W04_P016,INST0214_N20_W04_D016,INST0214_N20_W04_P017,INST0214_N20_W04_D017,INST0214_N20_W04_P018,INST0214_N20_W04_D018,INST0214_N20_W04_P019,INST0214_N20_W04_D019
INST0214_N20_W04_P007,14.722,0.0,101.402,40.846,116.61,14.722,94.442,57.687,0.0,0.0,57.687,0.0,109.164,0.0,109.164,0.0,79.708,57.687,101.402,40.846,116.61,57.687,0.0,14.722,94.442,0.0,40.846,0.0,96.036,0.0,79.708,40.846,94.442,40.846,94.442,57.687,96.036,0.0,94.442,57.687,14.722
INST0214_N20_W04_D007,93.687,79.708,24.4,40.063,37.477,93.687,46.518,22.455,79.708,79.708,22.455,79.708,29.48,79.708,29.48,79.708,0.0,22.455,24.4,40.063,37.477,22.455,79.708,93.687,46.518,79.708,40.063,79.708,20.581,79.708,0.0,40.063,46.518,40.063,46.518,22.455,20.581,79.708,46.518,22.455,93.687
INST0214_N20_W04_P008,71.944,57.687,43.952,20.342,58.923,71.944,55.918,0.0,57.687,57.687,0.0,57.687,51.842,57.687,51.842,57.687,22.455,0.0,43.952,20.342,58.923,0.0,57.687,71.944,55.918,57.687,20.342,57.687,41.349,57.687,22.455,20.342,55.918,20.342,55.918,0.0,41.349,57.687,55.918,0.0,71.944
INST0214_N20_W04_D008,115.807,101.402,0.0,63.444,16.399,115.807,61.821,43.952,101.402,101.402,43.952,101.402,16.35,101.402,16.35,101.402,24.4,43.952,0.0,63.444,16.399,43.952,101.402,115.807,61.821,101.402,63.444,101.402,26.872,101.402,24.4,63.444,61.821,63.444,61.821,43.952,26.872,101.402,61.821,43.952,115.807
INST0214_N20_W04_P009,54.132,40.846,63.444,0.0,77.525,54.132,57.646,20.342,40.846,40.846,20.342,40.846,69.129,40.846,69.129,40.846,40.063,20.342,63.444,0.0,77.525,20.342,40.846,54.132,57.646,40.846,0.0,40.846,55.217,40.846,40.063,0.0,57.646,0.0,57.646,20.342,55.217,40.846,57.646,20.342,54.132
INST0214_N20_W04_D009,130.825,116.61,16.399,77.525,0.0,130.825,64.172,58.923,116.61,116.61,58.923,116.61,11.735,116.61,11.735,116.61,37.477,58.923,16.399,77.525,0.0,58.923,116.61,130.825,64.172,116.61,77.525,116.61,30.344,116.61,37.477,77.525,64.172,77.525,64.172,58.923,30.344,116.61,64.172,58.923,130.825
INST0214_N20_W04_P010,71.944,57.687,43.952,20.342,58.923,71.944,55.918,0.0,57.687,57.687,0.0,57.687,51.842,57.687,51.842,57.687,22.455,0.0,43.952,20.342,58.923,0.0,57.687,71.944,55.918,57.687,20.342,57.687,41.349,57.687,22.455,20.342,55.918,20.342,55.918,0.0,41.349,57.687,55.918,0.0,71.944
INST0214_N20_W04_D010,14.722,0.0,101.402,40.846,116.61,14.722,94.442,57.687,0.0,0.0,57.687,0.0,109.164,0.0,109.164,0.0,79.708,57.687,101.402,40.846,116.61,57.687,0.0,14.722,94.442,0.0,40.846,0.0,96.036,0.0,79.708,40.846,94.442,40.846,94.442,57.687,96.036,0.0,94.442,57.687,14.722
INST0214_N20_W04_P011,0.0,14.722,115.807,54.132,130.825,0.0,104.634,71.944,14.722,14.722,71.944,14.722,123.055,14.722,123.055,14.722,93.687,71.944,115.807,54.132,130.825,71.944,14.722,0.0,104.634,14.722,54.132,14.722,109.245,14.722,93.687,54.132,104.634,54.132,104.634,71.944,109.245,14.722,104.634,71.944,0.0
INST0214_N20_W04_D011,104.634,94.442,61.821,57.646,64.172,104.634,0.0,55.918,94.442,94.442,55.918,94.442,52.507,94.442,52.507,94.442,46.518,55.918,61.821,57.646,64.172,55.918,94.442,104.634,0.0,94.442,57.646,94.442,35.155,94.442,46.518,57.646,0.0,57.646,0.0,55.918,35.155,94.442,0.0,55.918,104.634
INST0214_N20_W04_P012,14.722,0.0,101.402,40.846,116.61,14.722,94.442,57.687,0.0,0.0,57.687,0.0,109.164,0.0,109.164,0.0,79.708,57.687,101.402,40.846,116.61,57.687,0.0,14.722,94.442,0.0,40.846,0.0,96.036,0.0,79.708,40.846,94.442,40.846,94.442,57.687,96.036,0.0,94.442,57.687,14.722
INST0214_N20_W04_D012,54.132,40.846,63.444,0.0,77.525,54.132,57.646,20.342,40.846,40.846,20.342,40.846,69.129,40.846,69.129,40.846,40.063,20.342,63.444,0.0,77.525,20.342,40.846,54.132,57.646,40.846,0.0,40.846,55.217,40.846,40.063,0.0,57.646,0.0,57.646,20.342,55.217,40.846,57.646,20.342,54.132
INST0214_N20_W04_P013,14.722,0.0,101.402,40.846,116.61,14.722,94.442,57.687,0.0,0.0,57.687,0.0,109.164,0.0,109.164,0.0,79.708,57.687,101.402,40.846,116.61,57.687,0.0,14.722,94.442,0.0,40.846,0.0,96.036,0.0,79.708,40.846,94.442,40.846,94.442,57.687,96.036,0.0,94.442,57.687,14.722
INST0214_N20_W04_D013,109.245,96.036,26.872,55.217,30.344,109.245,35.155,41.349,96.036,96.036,41.349,96.036,18.744,96.036,18.744,96.036,20.581,41.349,26.872,55.217,30.344,41.349,96.036,109.245,35.155,96.036,55.217,96.036,0.0,96.036,20.581,55.217,35.155,55.217,35.155,41.349,0.0,96.036,35.155,41.349,109.245
INST0214_N20_W04_P014,14.722,0.0,101.402,40.846,116.61,14.722,94.442,57.687,0.0,0.0,57.687,0.0,109.164,0.0,109.164,0.0,79.708,57.687,101.402,40.846,116.61,57.687,0.0,14.722,94.442,0.0,40.846,0.0,96.036,0.0,79.708,40.846,94.442,40.846,94.442,57.687,96.036,0.0,94.442,57.687,14.722
INST0214_N20_W04_D014,93.687,79.708,24.4,40.063,37.477,93.687,46.518,22.455,79.708,79.708,22.455,79.708,29.48,79.708,29.48,79.708,0.0,22.455,24.4,40.063,37.477,22.455,79.708,93.687,46.518,79.708,40.063,79.708,20.581,79.708,0.0,40.063,46.518,40.063,46.518,22.455,20.581,79.708,46.518,22.455,93.687
INST0214_N20_W04_P015,54.132,40.846,63.444,0.0,77.525,54.132,57.646,20.342,40.846,40.846,20.342,40.846,69.129,40.846,69.129,40.846,40.063,20.342,63.444,0.0,77.525,20.342,40.846,54.132,57.646,40.846,0.0,40.846,55.217,40.846,40.063,0.0,57.646,0.0,57.646,20.342,55.217,40.846,57.646,20.342,54.132
INST0214_N20_W04_D015,104.634,94.442,61.821,57.646,64.172,104.634,0.0,55.918,94.442,94.442,55.918,94.442,52.507,94.442,52.507,94.442,46.518,55.918,61.821,57.646,64.172,55.918,94.442,104.634,0.0,94.442,57.646,94.442,35.155,94.442,46.518,57.646,0.0,57.646,0.0,55.918,35.155,94.442,0.0,55.918,104.634
INST0214_N20_W04_P016,54.132,40.846,63.444,0.0,77.525,54.132,57.646,20.342,40.846,40.846,20.342,40.846,69.129,40.846,69.129,40.846,40.063,20.342,63.444,0.0,77.525,20.342,40.846,54.132,57.646,40.846,0.0,40.846,55.217,40.846,40.063,0.0,57.646,0.0,57.646,20.342,55.217,40.846,57.646,20.342,54.132
INST0214_N20_W04_D016,104.634,94.442,61.821,57.646,64.172,104.634,0.0,55.918,94.442,94.442,55.918,94.442,52.507,94.442,52.507,94.442,46.518,55.918,61.821,57.646,64.172,55.918,94.442,104.634,0.0,94.442,57.646,94.442,35.155,94.442,46.518,57.646,0.0,57.646,0.0,55.918,35.155,94.442,0.0,55.918,104.634
INST0214_N20_W04_P017,71.944,57.687,43.952,20.342,58.923,71.944,55.918,0.0,57.687,57.687,0.0,57.687,51.842,57.687,51.842,57.687,22.455,0.0,43.952,20.342,58.923,0.0,57.687,71.944,55.918,57.687,20.342,57.687,41.349,57.687,22.455,20.342,55.918,20.342,55.918,0.0,41.349,57.687,55.918,0.0,71.944
INST0214_N20_W04_D017,109.245,96.036,26.872,55.217,30.344,109.245,35.155,41.349,96.036,96.036,41.349,96.036,18.744,96.036,18.744,96.036,20.581,41.349,26.872,55.217,30.344,41.349,96.036,109.245,35.155,96.036,55.217,96.036,0.0,96.036,20.581,55.217,35.155,55.217,35.155,41.349,0.0,96.036,35.155,41.349,109.245
INST0214_N20_W04_P018,14.722,0.0,101.402,40.846,116.61,14.722,94.442,57.687,0.0,0.0,57.687,0.0,109.164,0.0,109.164,0.0,79.708,57.687,101.402,40.846,116.61,57.687,0.0,14.722,94.442,0.0,40.846,0.0,96.036,0.0,79.708,40.846,94.442,40.846,94.442,57.687,96.036,0.0,94.442,57.687,14.722
INST0214_N20_W04_D018,104.634,94.442,61.821,57.646,64.172,104.634,0.0,55.918,94.442,94.442,55.918,94.442,52.507,94.442,52.507,94.442,46.518,55.918,61.821,57.646,64.172,55.918,94.442,104.634,0.0,94.442,57.646,94.442,35.155,94.442,46.518,57.646,0.0,57.646,0.0,55.918,35.155,94.442,0.0,55.918,104.634
INST0214_N20_W04_P019,71.944,57.687,43.952,20.342,58.923,71.944,55.918,0.0,57.687,57.687,0.0,57.687,51.842,57.687,51.842,57.687,22.455,0.0,43.952,20.342,58.923,0.0,57.687,71.944,55.918,57.687,20.342,57.687,41.349,57.687,22.455,20.342,55.918,20.342,55.918,0.0,41.349,57.687,55.918,0.0,71.944
INST0214_N20_W04_D019,0.0,14.722,115.807,54.132,130.825,0.0,104.634,71.944,14.722,14.722,71.944,14.722,123.055,14.722,123.055,14.722,93.687,71.944,115.807,54.132,130.825,71.944,14.722,0.0,104.634,14.722,54.132,14.722,109.245,14.722,93.687,54.132,104.634,54.132,104.634,71.944,109.245,14.722,104.634,71.944,0.0
