,depot,INST0207_N18_N27_P000,INST0207_N18_N27_D000,INST0207_N18_N27_P001,INST0207_N18_N27_D001,INST0207_N18_N27_P002,INST0207_N18_N27_D002,INST0207_N18_N27_P003,INST0207_N18_N27_D003,INST0207_N18_N27_P004,INST0207_N18_N27_D004,INST0207_N18_N27_P005,INST0207_N18_N27_D005,INST0207_N18_N27_P006,INST0207_N18_N27_D006,INST0207_N18_N27_P007,INST0207_N18_N27_D007,INST0207_N18_N27_P008,INST0207_N18_N27_D008,INST0207_N18_N27_P009,INST0207_N18_N27_D009,INST0207_N18_N27_P010,INST0207_N18_N27_D010,INST0207_N18_N27_P011,INST0207_N18_N27_D011,INST0207_N18_N27_P012,INST0207_N18_N27_D012,INST0207_N18_N27_P013,INST0207_N18_N27_D013,INST0207_N18_N27_P014,INST0207_N18_N27_D014,INST0207_N18_N27_P015,INST0207_N18_N27_D015,INST0207_N18_N27_P016,INST0207_N18_N27_D016,INST0207_N18_N27_P017,INST0207_N18_N27_D017
INST0207_N18_N27_P005,30.471,13.759,23.353,20.176,52.8,20.176,23.353,0.0,13.759,30.471,77.555,0.0,66.572,23.353,2.788,46.06,13.759,46.06,13.759,30.471,13.759,30.471,11.436,20.176,135.971,20.176,2.788,20.176,0.0,20.176,2.788,66.572,46.06,11.436,46.06,66.572,13.759
INST0207_N18_N27_D005,47.339,61.784,81.17,64.45,107.477,64.45,81.17,66.572,61.784,47.339,85.106,66.572,0.0,81.17,64.236,81.232,61.784,81.232,61.784,47.339,61.784,47.339,77.99,64.45,190.666,64.45,64.236,64.45,66.572,64.45,64.236,0.0,81.232,77.99,81.232,0.0,61.784
INST0207_N18_N27_P006,35.534,19.671,0.0,17.254,64.86,17.254,0.0,23.353,19.671,35.534,100.436,23.353,81.17,0.0,23.461,28.616,19.671,28.616,19.671,35.534,19.671,35.534,20.683,17.254,113.8,17.254,23.461,17.254,23.353,17.254,23.461,81.17,28.616,20.683,28.616,81.17,19.671
INST0207_N18_N27_D006,27.709,11.477,23.461,18.229,55.435,18.229,23.461,2.788,11.477,27.709,78.292,2.788,64.236,23.461,0.0,44.646,11.477,44.646,11.477,27.709,11.477,27.709,13.942,18.229,136.742,18.229,0.0,18.229,2.788,18.229,0.0,64.236,44.646,13.942,44.646,64.236,11.477
INST0207_N18_N27_P007,35.653,34.294,28.616,27.111,93.371,27.111,28.616,46.06,34.294,35.653,122.247,46.06,81.232,28.616,44.646,0.0,34.294,0.0,34.294,35.653,34.294,35.653,48.052,27.111,110.202,27.111,44.646,27.111,46.06,27.111,44.646,81.232,0.0,48.052,0.0,81.232,34.294
INST0207_N18_N27_D007,18.791,0.0,19.671,7.201,66.32,7.201,19.671,13.759,0.0,18.791,87.958,13.759,61.784,19.671,11.477,34.294,0.0,34.294,0.0,18.791,0.0,18.791,21.8,7.201,132.823,7.201,11.477,7.201,13.759,7.201,11.477,61.784,34.294,21.8,34.294,61.784,0.0
INST0207_N18_N27_P008,35.653,34.294,28.616,27.111,93.371,27.111,28.616,46.06,34.294,35.653,122.247,46.06,81.232,28.616,44.646,0.0,34.294,0.0,34.294,35.653,34.294,35.653,48.052,27.111,110.202,27.111,44.646,27.111,46.06,27.111,44.646,81.232,0.0,48.052,0.0,81.232,34.294
INST0207_N18_N27_D008,18.791,0.0,19.671,7.201,66.32,7.201,19.671,13.759,0.0,18.791,87.958,13.759,61.784,19.671,11.477,34.294,0.0,34.294,0.0,18.791,0.0,18.791,21.8,7.201,132.823,7.201,11.477,7.201,13.759,7.201,11.477,61.784,34.294,21.8,34.294,61.784,0.0
INST0207_N18_N27_P009,0.0,18.791,35.534,18.283,82.833,18.283,35.534,30.471,18.791,0.0,93.214,30.471,47.339,35.534,27.709,35.653,18.791,35.653,18.791,0.0,18.791,0.0,40.266,18.283,143.5,18.283,27.709,18.283,30.471,18.283,27.709,47.339,35.653,40.266,35.653,47.339,18.791
INST0207_N18_N27_D009,18.791,0.0,19.671,7.201,66.32,7.201,19.671,13.759,0.0,18.791,87.958,13.759,61.784,19.671,11.477,34.294,0.0,34.294,0.0,18.791,0.0,18.791,21.8,7.201,132.823,7.201,11.477,7.201,13.759,7.201,11.477,61.784,34.294,21.8,34.294,61.784,0.0
INST0207_N18_N27_P010,0.0,18.791,35.534,18.283,82.833,18.283,35.534,30.471,18.791,0.0,93.214,30.471,47.339,35.534,27.709,35.653,18.791,35.653,18.791,0.0,18.791,0.0,40.266,18.283,143.5,18.283,27.709,18.283,30.471,18.283,27.709,47.339,35.653,40.266,35.653,47.339,18.791
INST0207_N18_N27_D010,40.266,21.8,20.683,26.126,46.019,26.126,20.683,11.436,21.8,40.266,81.189,11.436,77.99,20.683,13.942,48.052,21.8,48.052,21.8,40.266,21.8,40.266,0.0,26.126,128.231,26.126,13.942,26.126,11.436,26.126,13.942,77.99,48.052,0.0,48.052,77.99,21.8
INST0207_N18_N27_P011,18.283,7.201,17.254,0.0,71.779,0.0,17.254,20.176,7.201,18.283,95.136,20.176,64.45,17.254,18.229,27.111,7.201,27.111,7.201,18.283,7.201,18.283,26.126,0.0,127.973,0.0,18.229,0.0,20.176,0.0,18.229,64.45,27.111,26.126,27.111,64.45,7.201
INST0207_N18_N27_D011,143.5,132.823,113.8,127.973,149.304,127.973,113.8,135.971,132.823,143.5,206.878,135.971,190.666,113.8,136.742,110.202,132.823,110.202,132.823,143.5,132.823,143.5,128.231,127.973,0.0,127.973,136.742,127.973,135.971,127.973,136.742,190.666,110.202,128.231,110.202,190.666,132.823
INST0207_N18_N27_P012,18.283,7.201,17.254,0.0,71.779,0.0,17.254,20.176,7.201,18.283,95.136,20.176,64.45,17.254,18.229,27.111,7.201,27.111,7.201,18.283,7.201,18.283,26.126,0.0,127.973,0.0,18.229,0.0,20.176,0.0,18.229,64.45,27.111,26.126,27.111,64.45,7.201
INST0207_N18_N27_D012,27.709,11.477,23.461,18.229,55.435,18.229,23.461,2.788,11.477,27.709,78.292,2.788,64.236,23.461,0.0,44.646,11.477,44.646,11.477,27.709,11.477,27.709,13.942,18.229,136.742,18.229,0.0,18.229,2.788,18.229,0.0,64.236,44.646,13.942,44.646,64.236,11.477
INST0207_N18_N27_P013,18.283,7.201,17.254,0.0,71.779,0.0,17.254,20.176,7.201,18.283,95.136,20.176,64.45,17.254,18.229,27.111,7.201,27.111,7.201,18.283,7.201,18.283,26.126,0.0,127.973,0.0,18.229,0.0,20.176,0.0,18.229,64.45,27.111,26.126,27.111,64.45,7.201
INST0207_N18_N27_D013,30.471,13.759,23.353,20.176,52.8,20.176,23.353,0.0,13.759,30.471,77.555,0.0,66.572,23.353,2.788,46.06,13.759,46.06,13.759,30.471,13.759,30.471,11.436,20.176,135.971,20.176,2.788,20.176,0.0,20.176,2.788,66.572,46.06,11.436,46.06,66.572,13.759
INST0207_N18_N27_P014,18.283,7.201,17.254,0.0,71.779,0.0,17.254,20.176,7.201,18.283,95.136,20.176,64.45,17.254,18.229,27.111,7.201,27.111,7.201,18.283,7.201,18.283,26.126,0.0,127.973,0.0,18.229,0.0,20.176,0.0,18.229,64.45,27.111,26.126,27.111,64.45,7.201
INST0207_N18_N27_D014,27.709,11.477,23.461,18.229,55.435,18.229,23.461,2.788,11.477,27.709,78.292,2.788,64.236,23.461,0.0,44.646,11.477,44.646,11.477,27.709,11.477,27.709,13.942,18.229,136.742,18.229,0.0,18.229,2.788,18.229,0.0,64.236,44.646,13.942,44.646,64.236,11.477
INST0207_N18_N27_P015,47.339,61.784,81.17,64.45,107.477,64.45,81.17,66.572,61.784,47.339,85.106,66.572,0.0,81.17,64.236,81.232,61.784,81.232,61.784,47.339,61.784,47.339,77.99,64.45,190.666,64.45,64.236,64.45,66.572,64.45,64.236,0.0,81.232,77.99,81.232,0.0,61.784
INST0207_N18_N27_D015,35.653,34.294,28.616,27.111,93.371,27.111,28.616,46.06,34.294,35.653,122.247,46.06,81.232,28.616,44.646,0.0,34.294,0.0,34.294,35.653,34.294,35.653,48.052,27.111,110.202,27.111,44.646,27.111,46.06,27.111,44.646,81.232,0.0,48.052,0.0,81.232,34.294
INST0207_N18_N27_P016,40.266,21.8,20.683,26.126,46.019,26.126,20.683,11.436,21.8,40.266,81.189,11.436,77.99,20.683,13.942,48.052,21.8,48.052,21.8,40.266,21.8,40.266,0.0,26.126,128.231,26.126,13.942,26.126,11.436,26.126,13.942,77.99,48.052,0.0,48.052,77.99,21.8
INST0207_N18_N27_D016,35.653,34.294,28.616,27.111,93.371,27.111,28.616,46.06,34.294,35.653,122.247,46.06,81.232,28.616,44.646,0.0,34.294,0.0,34.294,35.653,34.294,35.653,48.052,27.111,110.202,27.111,44.646,27.111,46.06,27.111,44.646,81.232,0.0,48.052,0.0,81.232,34.294
INST0207_N18_N27_P017,47.339,61.784,81.17,64.45,107.477,64.45,81.17,66.572,61.784,47.339,85.106,66.572,0.0,81.17,64.236,81.232,61.784,81.232,61.784,47.339,61.784,47.339,77.99,64.45,190.666,64.45,64.236,64.45,66.572,64.45,64.236,0.0,81.232,77.99,81.232,0.0,61.784
INST0207_N18_N27_D017,18.791,0.0,19.671,7.201,66.32,7.201,19.671,13.759,0.0,18.791,87.958,13.759,61.784,19.671,11.477,34.294,0.0,34.294,0.0,18.791,0.0,18.791,21.8,7.201,132.823,7.201,11.477,7.201,13.759,7.201,11.477,61.784,34.294,21.8,34.294,61.784,0.0
