,depot,INST0242_N22_S02_P000,INST0242_N22_S02_D000,INST0242_N22_S02_P001,INST0242_N22_S02_D001,INST0242_N22_S02_P002,INST0242_N22_S02_D002,INST0242_N22_S02_P003,INST0242_N22_S02_D003,INST0242_N22_S02_P004,INST0242_N22_S02_D004,INST0242_N22_S02_P005,INST0242_N22_S02_D005,INST0242_N22_S02_P006,INST0242_N22_S02_D006,INST0242_N22_S02_P007,INST0242_N22_S02_D007,INST0242_N22_S02_P008,INST0242_N22_S02_D008,INST0242_N22_S02_P009,INST0242_N22_S02_D009,INST0242_N22_S02_P010,INST0242_N22_S02_D010,INST0242_N22_S02_P011,INST0242_N22_S02_D011,INST0242_N22_S02_P012,INST0242_N22_S02_D012,INST0242_N22_S02_P013,INST0242_N22_S02_D013,INST0242_N22_S02_P014,INST0242_N22_S02_D014,INST0242_N22_S02_P015,INST0242_N22_S02_D015,INST0242_N22_S02_P016,INST0242_N22_S02_D016,INST0242_N22_S02_P017,INST0242_N22_S02_D017,INST0242_N22_S02_P018,INST0242_N22_S02_D018,INST0242_N22_S02_P019,INST0242_N22_S02_D019,INST0242_N22_S02_P020,INST0242_N22_S02_D020,INST0242_N22_S02_P021,INST0242_N22_S02_D021
INST0242_N22_S02_D013,102.142,108.949,87.998,71.877,125.848,94.398,71.877,77.018,0.0,87.998,83.656,94.398,71.877,125.848,87.998,83.656,125.848,87.998,77.018,77.018,114.428,125.848,71.877,83.656,114.428,71.877,102.142,102.142,0.0,108.949,125.848,87.998,0.0,102.142,125.848,77.018,151.155,102.142,125.848,125.848,77.018,71.877,108.949,125.848,94.398
INST0242_N22_S02_P014,26.348,0.0,80.067,39.549,30.556,92.948,39.549,32.455,108.949,80.067,26.3,92.948,39.549,30.556,80.067,26.3,30.556,80.067,32.455,32.455,137.848,30.556,39.549,26.3,137.848,39.549,26.348,26.348,108.949,0.0,30.556,80.067,108.949,26.348,30.556,32.455,177.944,26.348,30.556,30.556,32.455,39.549,0.0,30.556,92.948
INST0242_N22_S02_D014,23.863,30.556,72.248,54.293,0.0,83.129,54.293,51.136,125.848,72.248,44.645,83.129,54.293,0.0,72.248,44.645,0.0,72.248,51.136,51.136,127.137,0.0,54.293,44.645,127.137,54.293,23.863,23.863,125.848,30.556,0.0,72.248,125.848,23.863,0.0,51.136,164.482,23.863,0.0,0.0,51.136,54.293,30.556,0.0,83.129
INST0242_N22_S02_P015,55.105,80.067,0.0,53.679,72.248,13.307,53.679,61.135,87.998,0.0,61.869,13.307,53.679,72.248,0.0,61.869,72.248,0.0,61.135,61.135,57.803,72.248,53.679,61.869,57.803,53.679,55.105,55.105,87.998,80.067,72.248,0.0,87.998,55.105,72.248,61.135,98.41,55.105,72.248,72.248,61.135,53.679,80.067,72.248,13.307
INST0242_N22_S02_D015,102.142,108.949,87.998,71.877,125.848,94.398,71.877,77.018,0.0,87.998,83.656,94.398,71.877,125.848,87.998,83.656,125.848,87.998,77.018,77.018,114.428,125.848,71.877,83.656,114.428,71.877,102.142,102.142,0.0,108.949,125.848,87.998,0.0,102.142,125.848,77.018,151.155,102.142,125.848,125.848,77.018,71.877,108.949,125.848,94.398
INST0242_N22_S02_P016,0.0,26.348,55.105,31.149,23.863,67.557,31.149,29.68,102.142,55.105,24.036,67.557,31.149,23.863,55.105,24.036,23.863,55.105,29.68,29.68,112.533,23.863,31.149,24.036,112.533,31.149,0.0,0.0,102.142,26.348,23.863,55.105,102.142,0.0,23.863,29.68,152.108,0.0,23.863,23.863,29.68,31.149,26.348,23.863,67.557
INST0242_N22_S02_D016,23.863,30.556,72.248,54.293,0.0,83.129,54.293,51.136,125.848,72.248,44.645,83.129,54.293,0.0,72.248,44.645,0.0,72.248,51.136,51.136,127.137,0.0,54.293,44.645,127.137,54.293,23.863,23.863,125.848,30.556,0.0,72.248,125.848,23.863,0.0,51.136,164.482,23.863,0.0,0.0,51.136,54.293,30.556,0.0,83.129
INST0242_N22_S02_P017,29.68,32.455,61.135,8.581,51.136,74.382,8.581,0.0,77.018,61.135,6.707,74.382,8.581,51.136,61.135,6.707,51.136,61.135,0.0,0.0,117.194,51.136,8.581,6.707,117.194,8.581,29.68,29.68,77.018,32.455,51.136,61.135,77.018,29.68,51.136,0.0,158.604,29.68,51.136,51.136,0.0,8.581,32.455,51.136,74.382
INST0242_N22_S02_D017,152.108,177.944,98.41,150.553,164.482,85.211,150.553,158.604,151.155,98.41,160.028,85.211,150.553,164.482,98.41,160.028,164.482,98.41,158.604,158.604,41.594,164.482,150.553,160.028,41.594,150.553,152.108,152.108,151.155,177.944,164.482,98.41,151.155,152.108,164.482,158.604,0.0,152.108,164.482,164.482,158.604,150.553,177.944,164.482,85.211
INST0242_N22_S02_P018,0.0,26.348,55.105,31.149,23.863,67.557,31.149,29.68,102.142,55.105,24.036,67.557,31.149,23.863,55.105,24.036,23.863,55.105,29.68,29.68,112.533,23.863,31.149,24.036,112.533,31.149,0.0,0.0,102.142,26.348,23.863,55.105,102.142,0.0,23.863,29.68,152.108,0.0,23.863,23.863,29.68,31.149,26.348,23.863,67.557
INST0242_N22_S02_D018,23.863,30.556,72.248,54.293,0.0,83.129,54.293,51.136,125.848,72.248,44.645,83.129,54.293,0.0,72.248,44.645,0.0,72.248,51.136,51.136,127.137,0.0,54.293,44.645,127.137,54.293,23.863,23.863,125.848,30.556,0.0,72.248,125.848,23.863,0.0,51.136,164.482,23.863,0.0,0.0,51.136,54.293,30.556,0.0,83.129
INST0242_N22_S02_P019,23.863,30.556,72.248,54.293,0.0,83.129,54.293,51.136,125.848,72.248,44.645,83.129,54.293,0.0,72.248,44.645,0.0,72.248,51.136,51.136,127.137,0.0,54.293,44.645,127.137,54.293,23.863,23.863,125.848,30.556,0.0,72.248,125.848,23.863,0.0,51.136,164.482,23.863,0.0,0.0,51.136,54.293,30.556,0.0,83.129
INST0242_N22_S02_D019,29.68,32.455,61.135,8.581,51.136,74.382,8.581,0.0,77.018,61.135,6.707,74.382,8.581,51.136,61.135,6.707,51.136,61.135,0.0,0.0,117.194,51.136,8.581,6.707,117.194,8.581,29.68,29.68,77.018,32.455,51.136,61.135,77.018,29.68,51.136,0.0,158.604,29.68,51.136,51.136,0.0,8.581,32.455,51.136,74.382
INST0242_N22_S02_P020,31.149,39.549,53.679,0.0,54.293,66.815,0.0,8.581,71.877,53.679,13.324,66.815,0.0,54.293,53.679,13.324,54.293,53.679,8.581,8.581,109.068,54.293,0.0,13.324,109.068,0.0,31.149,31.149,71.877,39.549,54.293,53.679,71.877,31.149,54.293,8.581,150.553,31.149,54.293,54.293,8.581,0.0,39.549,54.293,66.815
INST0242_N22_S02_D020,26.348,0.0,80.067,39.549,30.556,92.948,39.549,32.455,108.949,80.067,26.3,92.948,39.549,30.556,80.067,26.3,30.556,80.067,32.455,32.455,137.848,30.556,39.549,26.3,137.848,39.549,26.348,26.348,108.949,0.0,30.556,80.067,108.949,26.348,30.556,32.455,177.944,26.348,30.556,30.556,32.455,39.549,0.0,30.556,92.948
INST0242_N22_S02_P021,23.863,30.556,72.248,54.293,0.0,83.129,54.293,51.136,125.848,72.248,44.645,83.129,54.293,0.0,72.248,44.645,0.0,72.248,51.136,51.136,127.137,0.0,54.293,44.645,127.137,54.293,23.863,23.863,125.848,30.556,0.0,72.248,125.848,23.863,0.0,51.136,164.482,23.863,0.0,0.0,51.136,54.293,30.556,0.0,83.129
INST0242_N22_S02_D021,67.557,92.948,13.307,66.815,83.129,0.0,66.815,74.382,94.398,13.307,75.176,0.0,66.815,83.129,13.307,75.176,83.129,13.307,74.382,74.382,44.98,83.129,66.815,75.176,44.98,66.815,67.557,67.557,94.398,92.948,83.129,13.307,94.398,67.557,83.129,74.382,85.211,67.557,83.129,83.129,74.382,66.815,92.948,83.129,0.0
