,depot,INST0235_N20_W25_P000,INST0235_N20_W25_D000,INST0235_N20_W25_P001,INST0235_N20_W25_D001,INST0235_N20_W25_P002,INST0235_N20_W25_D002,INST0235_N20_W25_P003,INST0235_N20_W25_D003,INST0235_N20_W25_P004,INST0235_N20_W25_D004,INST0235_N20_W25_P005,INST0235_N20_W25_D005,INST0235_N20_W25_P006,INST0235_N20_W25_D006,INST0235_N20_W25_P007,INST0235_N20_W25_D007,INST0235_N20_W25_P008,INST0235_N20_W25_D008,INST0235_N20_W25_P009,INST0235_N20_W25_D009,INST0235_N20_W25_P010,INST0235_N20_W25_D010,INST0235_N20_W25_P011,INST0235_N20_W25_D011,INST0235_N20_W25_P012,INST0235_N20_W25_D012,INST0235_N20_W25_P013,INST0235_N20_W25_D013,INST0235_N20_W25_P014,INST0235_N20_W25_D014,INST0235_N20_W25_P015,INST0235_N20_W25_D015,INST0235_N20_W25_P016,INST0235_N20_W25_D016,INST0235_N20_W25_P017,INST0235_N20_W25_D017,INST0235_N20_W25_P018,INST0235_N20_W25_D018,INST0235_N20_W25_P019,INST0235_N20_W25_D019
INST0235_N20_W25_D004,22.951,17.238,133.769,67.612,133.769,25.201,0.0,17.238,117.595,22.951,0.0,22.951,67.612,50.317,67.612,25.201,133.769,50.317,180.319,43.046,133.769,50.317,22.951,37.156,22.951,67.612,117.595,50.317,67.612,32.905,50.631,25.201,17.238,22.951,32.905,0.0,67.612,67.612,17.238,32.905,37.156
INST0235_N20_W25_P005,0.0,23.331,150.679,84.648,150.679,36.098,22.951,23.331,133.671,0.0,22.951,0.0,84.648,35.228,84.648,36.098,150.679,35.228,168.582,64.294,150.679,35.228,0.0,14.369,0.0,84.648,133.671,35.228,84.648,20.02,63.48,36.098,23.331,0.0,20.02,22.951,84.648,84.648,23.331,20.02,14.369
INST0235_N20_W25_D005,84.648,61.567,66.284,0.0,66.284,49.056,67.612,61.567,50.015,84.648,67.612,84.648,0.0,86.82,0.0,49.056,66.284,86.82,176.253,70.587,66.284,86.82,84.648,94.929,84.648,0.0,50.015,86.82,0.0,77.687,24.909,49.056,61.567,84.648,77.687,67.612,0.0,0.0,61.567,77.687,94.929
INST0235_N20_W25_P006,35.228,36.679,147.866,86.82,147.866,43.098,50.317,36.679,129.907,35.228,50.317,35.228,86.82,0.0,86.82,43.098,147.866,0.0,133.358,92.961,147.866,0.0,35.228,28.407,35.228,86.82,129.907,0.0,86.82,17.435,61.972,43.098,36.679,35.228,17.435,50.317,86.82,86.82,36.679,17.435,28.407
INST0235_N20_W25_D006,84.648,61.567,66.284,0.0,66.284,49.056,67.612,61.567,50.015,84.648,67.612,84.648,0.0,86.82,0.0,49.056,66.284,86.82,176.253,70.587,66.284,86.82,84.648,94.929,84.648,0.0,50.015,86.82,0.0,77.687,24.909,49.056,61.567,84.648,77.687,67.612,0.0,0.0,61.567,77.687,94.929
INST0235_N20_W25_P007,36.098,12.767,114.719,49.056,114.719,0.0,25.201,12.767,97.602,36.098,25.201,36.098,49.056,43.098,49.056,0.0,114.719,43.098,162.13,56.961,114.719,43.098,36.098,45.89,36.098,49.056,97.602,43.098,49.056,29.878,27.496,0.0,12.767,36.098,29.878,25.201,49.056,49.056,12.767,29.878,45.89
INST0235_N20_W25_D007,150.679,127.423,0.0,66.284,0.0,114.719,133.769,127.423,18.026,150.679,133.769,150.679,66.284,147.866,66.284,114.719,0.0,147.866,201.301,128.123,0.0,147.866,150.679,160.194,150.679,66.284,18.026,147.866,66.284,141.804,88.095,114.719,127.423,150.679,141.804,133.769,66.284,66.284,127.423,141.804,160.194
INST0235_N20_W25_P008,35.228,36.679,147.866,86.82,147.866,43.098,50.317,36.679,129.907,35.228,50.317,35.228,86.82,0.0,86.82,43.098,147.866,0.0,133.358,92.961,147.866,0.0,35.228,28.407,35.228,86.82,129.907,0.0,86.82,17.435,61.972,43.098,36.679,35.228,17.435,50.317,86.82,86.82,36.679,17.435,28.407
INST0235_N20_W25_D008,168.582,163.588,201.301,176.253,201.301,162.13,180.319,163.588,187.182,168.582,180.319,168.582,176.253,133.358,176.253,162.13,201.301,133.358,0.0,219.073,201.301,133.358,168.582,160.03,168.582,176.253,187.182,133.358,176.253,149.638,159.2,162.13,163.588,168.582,149.638,180.319,176.253,176.253,163.588,149.638,160.03
INST0235_N20_W25_P009,64.294,57.051,128.123,70.587,128.123,56.961,43.046,57.051,115.643,64.294,43.046,64.294,70.587,92.961,70.587,56.961,128.123,92.961,219.073,0.0,128.123,92.961,64.294,78.578,64.294,70.587,115.643,92.961,70.587,75.699,68.471,56.961,57.051,64.294,75.699,43.046,70.587,70.587,57.051,75.699,78.578
INST0235_N20_W25_D009,150.679,127.423,0.0,66.284,0.0,114.719,133.769,127.423,18.026,150.679,133.769,150.679,66.284,147.866,66.284,114.719,0.0,147.866,201.301,128.123,0.0,147.866,150.679,160.194,150.679,66.284,18.026,147.866,66.284,141.804,88.095,114.719,127.423,150.679,141.804,133.769,66.284,66.284,127.423,141.804,160.194
INST0235_N20_W25_P010,35.228,36.679,147.866,86.82,147.866,43.098,50.317,36.679,129.907,35.228,50.317,35.228,86.82,0.0,86.82,43.098,147.866,0.0,133.358,92.961,147.866,0.0,35.228,28.407,35.228,86.82,129.907,0.0,86.82,17.435,61.972,43.098,36.679,35.228,17.435,50.317,86.82,86.82,36.679,17.435,28.407
INST0235_N20_W25_D010,0.0,23.331,150.679,84.648,150.679,36.098,22.951,23.331,133.671,0.0,22.951,0.0,84.648,35.228,84.648,36.098,150.679,35.228,168.582,64.294,150.679,35.228,0.0,14.369,0.0,84.648,133.671,35.228,84.648,20.02,63.48,36.098,23.331,0.0,20.02,22.951,84.648,84.648,23.331,20.02,14.369
INST0235_N20_W25_P011,14.369,33.728,160.194,94.929,160.194,45.89,37.156,33.728,142.787,14.369,37.156,14.369,94.929,28.407,94.929,45.89,160.194,28.407,160.03,78.578,160.194,28.407,14.369,0.0,14.369,94.929,142.787,28.407,94.929,20.081,72.151,45.89,33.728,14.369,20.081,37.156,94.929,94.929,33.728,20.081,0.0
INST0235_N20_W25_D011,0.0,23.331,150.679,84.648,150.679,36.098,22.951,23.331,133.671,0.0,22.951,0.0,84.648,35.228,84.648,36.098,150.679,35.228,168.582,64.294,150.679,35.228,0.0,14.369,0.0,84.648,133.671,35.228,84.648,20.02,63.48,36.098,23.331,0.0,20.02,22.951,84.648,84.648,23.331,20.02,14.369
INST0235_N20_W25_P012,84.648,61.567,66.284,0.0,66.284,49.056,67.612,61.567,50.015,84.648,67.612,84.648,0.0,86.82,0.0,49.056,66.284,86.82,176.253,70.587,66.284,86.82,84.648,94.929,84.648,0.0,50.015,86.82,0.0,77.687,24.909,49.056,61.567,84.648,77.687,67.612,0.0,0.0,61.567,77.687,94.929
INST0235_N20_W25_D012,133.671,110.354,18.026,50.015,18.026,97.602,117.595,110.354,0.0,133.671,117.595,133.671,50.015,129.907,50.015,97.602,18.026,129.907,187.182,115.643,18.026,129.907,133.671,142.787,133.671,50.015,0.0,129.907,50.015,124.166,70.637,97.602,110.354,133.671,124.166,117.595,50.015,50.015,110.354,124.166,142.787
INST0235_N20_W25_P013,35.228,36.679,147.866,86.82,147.866,43.098,50.317,36.679,129.907,35.228,50.317,35.228,86.82,0.0,86.82,43.098,147.866,0.0,133.358,92.961,147.866,0.0,35.228,28.407,35.228,86.82,129.907,0.0,86.82,17.435,61.972,43.098,36.679,35.228,17.435,50.317,86.82,86.82,36.679,17.435,28.407
INST0235_N20_W25_D013,84.648,61.567,66.284,0.0,66.284,49.056,67.612,61.567,50.015,84.648,67.612,84.648,0.0,86.82,0.0,49.056,66.284,86.82,176.253,70.587,66.284,86.82,84.648,94.929,84.648,0.0,50.015,86.82,0.0,77.687,24.909,49.056,61.567,84.648,77.687,67.612,0.0,0.0,61.567,77.687,94.929
INST0235_N20_W25_P014,20.02,20.56,141.804,77.687,141.804,29.878,32.905,20.56,124.166,20.02,32.905,20.02,77.687,17.435,77.687,29.878,141.804,17.435,149.638,75.699,141.804,17.435,20.02,20.081,20.02,77.687,124.166,17.435,77.687,0.0,53.818,29.878,20.56,20.02,0.0,32.905,77.687,77.687,20.56,0.0,20.081
INST0235_N20_W25_D014,63.48,40.204,88.095,24.909,88.095,27.496,50.631,40.204,70.637,63.48,50.631,63.48,24.909,61.972,24.909,27.496,88.095,61.972,159.2,68.471,88.095,61.972,63.48,72.151,63.48,24.909,70.637,61.972,24.909,53.818,0.0,27.496,40.204,63.48,53.818,50.631,24.909,24.909,40.204,53.818,72.151
INST0235_N20_W25_P015,36.098,12.767,114.719,49.056,114.719,0.0,25.201,12.767,97.602,36.098,25.201,36.098,49.056,43.098,49.056,0.0,114.719,43.098,162.13,56.961,114.719,43.098,36.098,45.89,36.098,49.056,97.602,43.098,49.056,29.878,27.496,0.0,12.767,36.098,29.878,25.201,49.056,49.056,12.767,29.878,45.89
INST0235_N20_W25_D015,23.331,0.0,127.423,61.567,127.423,12.767,17.238,0.0,110.354,23.331,17.238,23.331,61.567,36.679,61.567,12.767,127.423,36.679,163.588,57.051,127.423,36.679,23.331,33.728,23.331,61.567,110.354,36.679,61.567,20.56,40.204,12.767,0.0,23.331,20.56,17.238,61.567,61.567,0.0,20.56,33.728
INST0235_N20_W25_P016,0.0,23.331,150.679,84.648,150.679,36.098,22.951,23.331,133.671,0.0,22.951,0.0,84.648,35.228,84.648,36.098,150.679,35.228,168.582,64.294,150.679,35.228,0.0,14.369,0.0,84.648,133.671,35.228,84.648,20.02,63.48,36.098,23.331,0.0,20.02,22.951,84.648,84.648,23.331,20.02,14.369
INST0235_N20_W25_D016,20.02,20.56,141.804,77.687,141.804,29.878,32.905,20.56,124.166,20.02,32.905,20.02,77.687,17.435,77.687,29.878,141.804,17.435,149.638,75.699,141.804,17.435,20.02,20.081,20.02,77.687,124.166,17.435,77.687,0.0,53.818,29.878,20.56,20.02,0.0,32.905,77.687,77.687,20.56,0.0,20.081
INST0235_N20_W25_P017,22.951,17.238,133.769,67.612,133.769,25.201,0.0,17.238,117.595,22.951,0.0,22.951,67.612,50.317,67.612,25.201,133.769,50.317,180.319,43.046,133.769,50.317,22.951,37.156,22.951,67.612,117.595,50.317,67.612,32.905,50.631,25.201,17.238,22.951,32.905,0.0,67.612,67.612,17.238,32.905,37.156
INST0235_N20_W25_D017,84.648,61.567,66.284,0.0,66.284,49.056,67.612,61.567,50.015,84.648,67.612,84.648,0.0,86.82,0.0,49.056,66.284,86.82,176.253,70.587,66.284,86.82,84.648,94.929,84.648,0.0,50.015,86.82,0.0,77.687,24.909,49.056,61.567,84.648,77.687,67.612,0.0,0.0,61.567,77.687,94.929
INST0235_N20_W25_P018,84.648,61.567,66.284,0.0,66.284,49.056,67.612,61.567,50.015,84.648,67.612,84.648,0.0,86.82,0.0,49.056,66.284,86.82,176.253,70.587,66.284,86.82,84.648,94.929,84.648,0.0,50.015,86.82,0.0,77.687,24.909,49.056,61.567,84.648,77.687,67.612,0.0,0.0,61.567,77.687,94.929
INST0235_N20_W25_D018,23.331,0.0,127.423,61.567,127.423,12.767,17.238,0.0,110.354,23.331,17.238,23.331,61.567,36.679,61.567,12.767,127.423,36.679,163.588,57.051,127.423,36.679,23.331,33.728,23.331,61.567,110.354,36.679,61.567,20.56,40.204,12.767,0.0,23.331,20.56,17.238,61.567,61.567,0.0,20.56,33.728
INST0235_N20_W25_P019,20.02,20.56,141.804,77.687,141.804,29.878,32.905,20.56,124.166,20.02,32.905,20.02,77.687,17.435,77.687,29.878,141.804,17.435,149.638,75.699,141.804,17.435,20.02,20.081,20.02,77.687,124.166,17.435,77.687,0.0,53.818,29.878,20.56,20.02,0.0,32.905,77.687,77.687,20.56,0.0,20.081
INST0235_N20_W25_D019,14.369,33.728,160.194,94.929,160.194,45.89,37.156,33.728,142.787,14.369,37.156,14.369,94.929,28.407,94.929,45.89,160.194,28.407,160.03,78.578,160.194,28.407,14.369,0.0,14.369,94.929,142.787,28.407,94.929,20.081,72.151,45.89,33.728,14.369,20.081,37.156,94.929,94.929,33.728,20.081,0.0
