,depot,INST0183_N18_N03_P000,INST0183_N18_N03_D000,INST0183_N18_N03_P001,INST0183_N18_N03_D001,INST0183_N18_N03_P002,INST0183_N18_N03_D002,INST0183_N18_N03_P003,INST0183_N18_N03_D003,INST0183_N18_N03_P004,INST0183_N18_N03_D004,INST0183_N18_N03_P005,INST0183_N18_N03_D005,INST0183_N18_N03_P006,INST0183_N18_N03_D006,INST0183_N18_N03_P007,INST0183_N18_N03_D007,INST0183_N18_N03_P008,INST0183_N18_N03_D008,INST0183_N18_N03_P009,INST0183_N18_N03_D009,INST0183_N18_N03_P010,INST0183_N18_N03_D010,INST0183_N18_N03_P011,INST0183_N18_N03_D011,INST0183_N18_N03_P012,INST0183_N18_N03_D012,INST0183_N18_N03_P013,INST0183_N18_N03_D013,INST0183_N18_N03_P014,INST0183_N18_N03_D014,INST0183_N18_N03_P015,INST0183_N18_N03_D015,INST0183_N18_N03_P016,INST0183_N18_N03_D016,INST0183_N18_N03_P017,INST0183_N18_N03_D017
INST0183_N18_N03_D005,11.436,46.019,21.8,20.683,40.266,81.189,46.019,81.189,48.052,46.019,11.436,21.8,0.0,48.052,128.231,21.8,0.0,21.8,77.99,81.189,40.266,40.266,77.99,20.683,145.998,13.942,0.0,0.0,77.99,46.019,40.266,40.266,77.99,81.189,20.683,26.126,11.436
INST0183_N18_N03_P006,46.06,93.371,34.294,28.616,35.653,122.247,93.371,122.247,0.0,93.371,46.06,34.294,48.052,0.0,110.202,34.294,48.052,34.294,81.232,122.247,35.653,35.653,81.232,28.616,100.108,44.646,48.052,48.052,81.232,93.371,35.653,35.653,81.232,122.247,28.616,27.111,46.06
INST0183_N18_N03_D006,135.971,149.304,132.823,113.8,143.5,206.878,149.304,206.878,110.202,149.304,135.971,132.823,128.231,110.202,0.0,132.823,128.231,132.823,190.666,206.878,143.5,143.5,190.666,113.8,102.687,136.742,128.231,128.231,190.666,149.304,143.5,143.5,190.666,206.878,113.8,127.973,135.971
INST0183_N18_N03_P007,13.759,66.32,0.0,19.671,18.791,87.958,66.32,87.958,34.294,66.32,13.759,0.0,21.8,34.294,132.823,0.0,21.8,0.0,61.784,87.958,18.791,18.791,61.784,19.671,134.365,11.477,21.8,21.8,61.784,66.32,18.791,18.791,61.784,87.958,19.671,7.201,13.759
INST0183_N18_N03_D007,11.436,46.019,21.8,20.683,40.266,81.189,46.019,81.189,48.052,46.019,11.436,21.8,0.0,48.052,128.231,21.8,0.0,21.8,77.99,81.189,40.266,40.266,77.99,20.683,145.998,13.942,0.0,0.0,77.99,46.019,40.266,40.266,77.99,81.189,20.683,26.126,11.436
INST0183_N18_N03_P008,13.759,66.32,0.0,19.671,18.791,87.958,66.32,87.958,34.294,66.32,13.759,0.0,21.8,34.294,132.823,0.0,21.8,0.0,61.784,87.958,18.791,18.791,61.784,19.671,134.365,11.477,21.8,21.8,61.784,66.32,18.791,18.791,61.784,87.958,19.671,7.201,13.759
INST0183_N18_N03_D008,66.572,107.477,61.784,81.17,47.339,85.106,107.477,85.106,81.232,107.477,66.572,61.784,77.99,81.232,190.666,61.784,77.99,61.784,0.0,85.106,47.339,47.339,0.0,81.17,165.945,64.236,77.99,77.99,0.0,107.477,47.339,47.339,0.0,85.106,81.17,64.45,66.572
INST0183_N18_N03_P009,77.555,65.084,87.958,100.436,93.214,0.0,65.084,0.0,122.247,65.084,77.555,87.958,81.189,122.247,206.878,87.958,81.189,87.958,85.106,0.0,93.214,93.214,85.106,100.436,222.229,78.292,81.189,81.189,85.106,65.084,93.214,93.214,85.106,0.0,100.436,95.136,77.555
INST0183_N18_N03_D009,30.471,82.833,18.791,35.534,0.0,93.214,82.833,93.214,35.653,82.833,30.471,18.791,40.266,35.653,143.5,18.791,40.266,18.791,47.339,93.214,0.0,0.0,47.339,35.534,131.141,27.709,40.266,40.266,47.339,82.833,0.0,0.0,47.339,93.214,35.534,18.283,30.471
INST0183_N18_N03_P010,30.471,82.833,18.791,35.534,0.0,93.214,82.833,93.214,35.653,82.833,30.471,18.791,40.266,35.653,143.5,18.791,40.266,18.791,47.339,93.214,0.0,0.0,47.339,35.534,131.141,27.709,40.266,40.266,47.339,82.833,0.0,0.0,47.339,93.214,35.534,18.283,30.471
INST0183_N18_N03_D010,66.572,107.477,61.784,81.17,47.339,85.106,107.477,85.106,81.232,107.477,66.572,61.784,77.99,81.232,190.666,61.784,77.99,61.784,0.0,85.106,47.339,47.339,0.0,81.17,165.945,64.236,77.99,77.99,0.0,107.477,47.339,47.339,0.0,85.106,81.17,64.45,66.572
INST0183_N18_N03_P011,23.353,64.86,19.671,0.0,35.534,100.436,64.86,100.436,28.616,64.86,23.353,19.671,20.683,28.616,113.8,19.671,20.683,19.671,81.17,100.436,35.534,35.534,81.17,0.0,125.319,23.461,20.683,20.683,81.17,64.86,35.534,35.534,81.17,100.436,0.0,17.254,23.353
INST0183_N18_N03_D011,145.919,187.822,134.365,125.319,131.141,222.229,187.822,222.229,100.108,187.822,145.919,134.365,145.998,100.108,102.687,134.365,145.998,134.365,165.945,222.229,131.141,131.141,165.945,125.319,0.0,144.673,145.998,145.998,165.945,187.822,131.141,131.141,165.945,222.229,125.319,127.166,145.919
INST0183_N18_N03_P012,2.788,55.435,11.477,23.461,27.709,78.292,55.435,78.292,44.646,55.435,2.788,11.477,13.942,44.646,136.742,11.477,13.942,11.477,64.236,78.292,27.709,27.709,64.236,23.461,144.673,0.0,13.942,13.942,64.236,55.435,27.709,27.709,64.236,78.292,23.461,18.229,2.788
INST0183_N18_N03_D012,11.436,46.019,21.8,20.683,40.266,81.189,46.019,81.189,48.052,46.019,11.436,21.8,0.0,48.052,128.231,21.8,0.0,21.8,77.99,81.189,40.266,40.266,77.99,20.683,145.998,13.942,0.0,0.0,77.99,46.019,40.266,40.266,77.99,81.189,20.683,26.126,11.436
INST0183_N18_N03_P013,11.436,46.019,21.8,20.683,40.266,81.189,46.019,81.189,48.052,46.019,11.436,21.8,0.0,48.052,128.231,21.8,0.0,21.8,77.99,81.189,40.266,40.266,77.99,20.683,145.998,13.942,0.0,0.0,77.99,46.019,40.266,40.266,77.99,81.189,20.683,26.126,11.436
INST0183_N18_N03_D013,66.572,107.477,61.784,81.17,47.339,85.106,107.477,85.106,81.232,107.477,66.572,61.784,77.99,81.232,190.666,61.784,77.99,61.784,0.0,85.106,47.339,47.339,0.0,81.17,165.945,64.236,77.99,77.99,0.0,107.477,47.339,47.339,0.0,85.106,81.17,64.45,66.572
INST0183_N18_N03_P014,52.8,0.0,66.32,64.86,82.833,65.084,0.0,65.084,93.371,0.0,52.8,66.32,46.019,93.371,149.304,66.32,46.019,66.32,107.477,65.084,82.833,82.833,107.477,64.86,187.822,55.435,46.019,46.019,107.477,0.0,82.833,82.833,107.477,65.084,64.86,71.779,52.8
INST0183_N18_N03_D014,30.471,82.833,18.791,35.534,0.0,93.214,82.833,93.214,35.653,82.833,30.471,18.791,40.266,35.653,143.5,18.791,40.266,18.791,47.339,93.214,0.0,0.0,47.339,35.534,131.141,27.709,40.266,40.266,47.339,82.833,0.0,0.0,47.339,93.214,35.534,18.283,30.471
INST0183_N18_N03_P015,30.471,82.833,18.791,35.534,0.0,93.214,82.833,93.214,35.653,82.833,30.471,18.791,40.266,35.653,143.5,18.791,40.266,18.791,47.339,93.214,0.0,0.0,47.339,35.534,131.141,27.709,40.266,40.266,47.339,82.833,0.0,0.0,47.339,93.214,35.534,18.283,30.471
INST0183_N18_N03_D015,66.572,107.477,61.784,81.17,47.339,85.106,107.477,85.106,81.232,107.477,66.572,61.784,77.99,81.232,190.666,61.784,77.99,61.784,0.0,85.106,47.339,47.339,0.0,81.17,165.945,64.236,77.99,77.99,0.0,107.477,47.339,47.339,0.0,85.106,81.17,64.45,66.572
INST0183_N18_N03_P016,77.555,65.084,87.958,100.436,93.214,0.0,65.084,0.0,122.247,65.084,77.555,87.958,81.189,122.247,206.878,87.958,81.189,87.958,85.106,0.0,93.214,93.214,85.106,100.436,222.229,78.292,81.189,81.189,85.106,65.084,93.214,93.214,85.106,0.0,100.436,95.136,77.555
INST0183_N18_N03_D016,23.353,64.86,19.671,0.0,35.534,100.436,64.86,100.436,28.616,64.86,23.353,19.671,20.683,28.616,113.8,19.671,20.683,19.671,81.17,100.436,35.534,35.534,81.17,0.0,125.319,23.461,20.683,20.683,81.17,64.86,35.534,35.534,81.17,100.436,0.0,17.254,23.353
INST0183_N18_N03_P017,20.176,71.779,7.201,17.254,18.283,95.136,71.779,95.136,27.111,71.779,20.176,7.201,26.126,27.111,127.973,7.201,26.126,7.201,64.45,95.136,18.283,18.283,64.45,17.254,127.166,18.229,26.126,26.126,64.45,71.779,18.283,18.283,64.45,95.136,17.254,0.0,20.176
INST0183_N18_N03_D017,0.0,52.8,13.759,23.353,30.471,77.555,52.8,77.555,46.06,52.8,0.0,13.759,11.436,46.06,135.971,13.759,11.436,13.759,66.572,77.555,30.471,30.471,66.572,23.353,145.919,2.788,11.436,11.436,66.572,52.8,30.471,30.471,66.572,77.555,23.353,20.176,0.0
