,depot,INST0207_N18_N27_P000,INST0207_N18_N27_D000,INST0207_N18_N27_P001,INST0207_N18_N27_D001,INST0207_N18_N27_P002,INST0207_N18_N27_D002,INST0207_N18_N27_P003,INST0207_N18_N27_D003,INST0207_N18_N27_P004,INST0207_N18_N27_D004,INST0207_N18_N27_P005,INST0207_N18_N27_D005,INST0207_N18_N27_P006,INST0207_N18_N27_D006,INST0207_N18_N27_P007,INST0207_N18_N27_D007,INST0207_N18_N27_P008,INST0207_N18_N27_D008,INST0207_N18_N27_P009,INST0207_N18_N27_D009,INST0207_N18_N27_P010,INST0207_N18_N27_D010,INST0207_N18_N27_P011,INST0207_N18_N27_D011,INST0207_N18_N27_P012,INST0207_N18_N27_D012,INST0207_N18_N27_P013,INST0207_N18_N27_D013,INST0207_N18_N27_P014,INST0207_N18_N27_D014,INST0207_N18_N27_P015,INST0207_N18_N27_D015,INST0207_N18_N27_P016,INST0207_N18_N27_D016,INST0207_N18_N27_P017,INST0207_N18_N27_D017
INST0207_N18_N27_P007,43.657,41.993,35.041,33.197,114.332,33.197,35.041,56.4,41.993,43.657,149.69,56.4,99.467,35.041,54.669,0.0,41.993,0.0,41.993,43.657,41.993,43.657,58.839,33.197,134.941,33.197,54.669,33.197,56.4,33.197,54.669,99.467,0.0,58.839,0.0,99.467,41.993
INST0207_N18_N27_D007,23.01,0.0,24.088,8.817,81.208,8.817,24.088,16.848,0.0,23.01,107.703,16.848,75.654,24.088,14.053,41.993,0.0,41.993,0.0,23.01,0.0,23.01,26.694,8.817,162.641,8.817,14.053,8.817,16.848,8.817,14.053,75.654,41.993,26.694,41.993,75.654,0.0
INST0207_N18_N27_P008,43.657,41.993,35.041,33.197,114.332,33.197,35.041,56.4,41.993,43.657,149.69,56.4,99.467,35.041,54.669,0.0,41.993,0.0,41.993,43.657,41.993,43.657,58.839,33.197,134.941,33.197,54.669,33.197,56.4,33.197,54.669,99.467,0.0,58.839,0.0,99.467,41.993
INST0207_N18_N27_D008,23.01,0.0,24.088,8.817,81.208,8.817,24.088,16.848,0.0,23.01,107.703,16.848,75.654,24.088,14.053,41.993,0.0,41.993,0.0,23.01,0.0,23.01,26.694,8.817,162.641,8.817,14.053,8.817,16.848,8.817,14.053,75.654,41.993,26.694,41.993,75.654,0.0
INST0207_N18_N27_P009,0.0,23.01,43.511,22.387,101.428,22.387,43.511,37.312,23.01,0.0,114.14,37.312,57.966,43.511,33.929,43.657,23.01,43.657,23.01,0.0,23.01,0.0,49.306,22.387,175.714,22.387,33.929,22.387,37.312,22.387,33.929,57.966,43.657,49.306,43.657,57.966,23.01
INST0207_N18_N27_D009,23.01,0.0,24.088,8.817,81.208,8.817,24.088,16.848,0.0,23.01,107.703,16.848,75.654,24.088,14.053,41.993,0.0,41.993,0.0,23.01,0.0,23.01,26.694,8.817,162.641,8.817,14.053,8.817,16.848,8.817,14.053,75.654,41.993,26.694,41.993,75.654,0.0
INST0207_N18_N27_P010,0.0,23.01,43.511,22.387,101.428,22.387,43.511,37.312,23.01,0.0,114.14,37.312,57.966,43.511,33.929,43.657,23.01,43.657,23.01,0.0,23.01,0.0,49.306,22.387,175.714,22.387,33.929,22.387,37.312,22.387,33.929,57.966,43.657,49.306,43.657,57.966,23.01
INST0207_N18_N27_D010,49.306,26.694,25.326,31.992,56.35,31.992,25.326,14.003,26.694,49.306,99.415,14.003,95.498,25.326,17.072,58.839,26.694,58.839,26.694,49.306,26.694,49.306,0.0,31.992,157.017,31.992,17.072,31.992,14.003,31.992,17.072,95.498,58.839,0.0,58.839,95.498,26.694
INST0207_N18_N27_P011,22.387,8.817,21.127,0.0,87.893,0.0,21.127,24.705,8.817,22.387,116.493,24.705,78.919,21.127,22.322,33.197,8.817,33.197,8.817,22.387,8.817,22.387,31.992,0.0,156.702,0.0,22.322,0.0,24.705,0.0,22.322,78.919,33.197,31.992,33.197,78.919,8.817
INST0207_N18_N27_D011,175.714,162.641,139.347,156.702,182.822,156.702,139.347,166.496,162.641,175.714,253.32,166.496,233.468,139.347,167.44,134.941,162.641,134.941,162.641,175.714,162.641,175.714,157.017,156.702,0.0,156.702,167.44,156.702,166.496,156.702,167.44,233.468,134.941,157.017,134.941,233.468,162.641
INST0207_N18_N27_P012,22.387,8.817,21.127,0.0,87.893,0.0,21.127,24.705,8.817,22.387,116.493,24.705,78.919,21.127,22.322,33.197,8.817,33.197,8.817,22.387,8.817,22.387,31.992,0.0,156.702,0.0,22.322,0.0,24.705,0.0,22.322,78.919,33.197,31.992,33.197,78.919,8.817
INST0207_N18_N27_D012,33.929,14.053,28.727,22.322,67.88,22.322,28.727,3.413,14.053,33.929,95.867,3.413,78.656,28.727,0.0,54.669,14.053,54.669,14.053,33.929,14.053,33.929,17.072,22.322,167.44,22.322,0.0,22.322,3.413,22.322,0.0,78.656,54.669,17.072,54.669,78.656,14.053
INST0207_N18_N27_P013,22.387,8.817,21.127,0.0,87.893,0.0,21.127,24.705,8.817,22.387,116.493,24.705,78.919,21.127,22.322,33.197,8.817,33.197,8.817,22.387,8.817,22.387,31.992,0.0,156.702,0.0,22.322,0.0,24.705,0.0,22.322,78.919,33.197,31.992,33.197,78.919,8.817
INST0207_N18_N27_D013,37.312,16.848,28.595,24.705,64.653,24.705,28.595,0.0,16.848,37.312,94.965,0.0,81.517,28.595,3.413,56.4,16.848,56.4,16.848,37.312,16.848,37.312,14.003,24.705,166.496,24.705,3.413,24.705,0.0,24.705,3.413,81.517,56.4,14.003,56.4,81.517,16.848
INST0207_N18_N27_P014,22.387,8.817,21.127,0.0,87.893,0.0,21.127,24.705,8.817,22.387,116.493,24.705,78.919,21.127,22.322,33.197,8.817,33.197,8.817,22.387,8.817,22.387,31.992,0.0,156.702,0.0,22.322,0.0,24.705,0.0,22.322,78.919,33.197,31.992,33.197,78.919,8.817
INST0207_N18_N27_D014,33.929,14.053,28.727,22.322,67.88,22.322,28.727,3.413,14.053,33.929,95.867,3.413,78.656,28.727,0.0,54.669,14.053,54.669,14.053,33.929,14.053,33.929,17.072,22.322,167.44,22.322,0.0,22.322,3.413,22.322,0.0,78.656,54.669,17.072,54.669,78.656,14.053
INST0207_N18_N27_P015,57.966,75.654,99.392,78.919,131.605,78.919,99.392,81.517,75.654,57.966,104.211,81.517,0.0,99.392,78.656,99.467,75.654,99.467,75.654,57.966,75.654,57.966,95.498,78.919,233.468,78.919,78.656,78.919,81.517,78.919,78.656,0.0,99.467,95.498,99.467,0.0,75.654
INST0207_N18_N27_D015,43.657,41.993,35.041,33.197,114.332,33.197,35.041,56.4,41.993,43.657,149.69,56.4,99.467,35.041,54.669,0.0,41.993,0.0,41.993,43.657,41.993,43.657,58.839,33.197,134.941,33.197,54.669,33.197,56.4,33.197,54.669,99.467,0.0,58.839,0.0,99.467,41.993
INST0207_N18_N27_P016,49.306,26.694,25.326,31.992,56.35,31.992,25.326,14.003,26.694,49.306,99.415,14.003,95.498,25.326,17.072,58.839,26.694,58.839,26.694,49.306,26.694,49.306,0.0,31.992,157.017,31.992,17.072,31.992,14.003,31.992,17.072,95.498,58.839,0.0,58.839,95.498,26.694
INST0207_N18_N27_D016,43.657,41.993,35.041,33.197,114.332,33.197,35.041,56.4,41.993,43.657,149.69,56.4,99.467,35.041,54.669,0.0,41.993,0.0,41.993,43.657,41.993,43.657,58.839,33.197,134.941,33.197,54.669,33.197,56.4,33.197,54.669,99.467,0.0,58.839,0.0,99.467,41.993
INST0207_N18_N27_P017,57.966,75.654,99.392,78.919,131.605,78.919,99.392,81.517,75.654,57.966,104.211,81.517,0.0,99.392,78.656,99.467,75.654,99.467,75.654,57.966,75.654,57.966,95.498,78.919,233.468,78.919,78.656,78.919,81.517,78.919,78.656,0.0,99.467,95.498,99.467,0.0,75.654
INST0207_N18_N27_D017,23.01,0.0,24.088,8.817,81.208,8.817,24.088,16.848,0.0,23.01,107.703,16.848,75.654,24.088,14.053,41.993,0.0,41.993,0.0,23.01,0.0,23.01,26.694,8.817,162.641,8.817,14.053,8.817,16.848,8.817,14.053,75.654,41.993,26.694,41.993,75.654,0.0
