,depot,INST0235_N20_W25_P000,INST0235_N20_W25_D000,INST0235_N20_W25_P001,INST0235_N20_W25_D001,INST0235_N20_W25_P002,INST0235_N20_W25_D002,INST0235_N20_W25_P003,INST0235_N20_W25_D003,INST0235_N20_W25_P004,INST0235_N20_W25_D004,INST0235_N20_W25_P005,INST0235_N20_W25_D005,INST0235_N20_W25_P006,INST0235_N20_W25_D006,INST0235_N20_W25_P007,INST0235_N20_W25_D007,INST0235_N20_W25_P008,INST0235_N20_W25_D008,INST0235_N20_W25_P009,INST0235_N20_W25_D009,INST0235_N20_W25_P010,INST0235_N20_W25_D010,INST0235_N20_W25_P011,INST0235_N20_W25_D011,INST0235_N20_W25_P012,INST0235_N20_W25_D012,INST0235_N20_W25_P013,INST0235_N20_W25_D013,INST0235_N20_W25_P014,INST0235_N20_W25_D014,INST0235_N20_W25_P015,INST0235_N20_W25_D015,INST0235_N20_W25_P016,INST0235_N20_W25_D016,INST0235_N20_W25_P017,INST0235_N20_W25_D017,INST0235_N20_W25_P018,INST0235_N20_W25_D018,INST0235_N20_W25_P019,INST0235_N20_W25_D019
INST0235_N20_W25_D004,18.744,14.077,109.245,55.217,109.245,20.581,0.0,14.077,96.036,18.744,0.0,18.744,55.217,41.092,55.217,20.581,109.245,41.092,147.26,35.155,109.245,41.092,18.744,30.344,18.744,55.217,96.036,41.092,55.217,26.872,41.349,20.581,14.077,18.744,26.872,0.0,55.217,55.217,14.077,26.872,30.344
INST0235_N20_W25_P005,0.0,19.054,123.055,69.129,123.055,29.48,18.744,19.054,109.164,0.0,18.744,0.0,69.129,28.769,69.129,29.48,123.055,28.769,137.675,52.507,123.055,28.769,0.0,11.735,0.0,69.129,109.164,28.769,69.129,16.35,51.842,29.48,19.054,0.0,16.35,18.744,69.129,69.129,19.054,16.35,11.735
INST0235_N20_W25_D005,69.129,50.28,54.132,0.0,54.132,40.063,55.217,50.28,40.846,69.129,55.217,69.129,0.0,70.903,0.0,40.063,54.132,70.903,143.94,57.646,54.132,70.903,69.129,77.525,69.129,0.0,40.846,70.903,0.0,63.444,20.342,40.063,50.28,69.129,63.444,55.217,0.0,0.0,50.28,63.444,77.525
INST0235_N20_W25_P006,28.769,29.954,120.757,70.903,120.757,35.196,41.092,29.954,106.091,28.769,41.092,28.769,70.903,0.0,70.903,35.196,120.757,0.0,108.909,75.918,120.757,0.0,28.769,23.199,28.769,70.903,106.091,0.0,70.903,14.239,50.611,35.196,29.954,28.769,14.239,41.092,70.903,70.903,29.954,14.239,23.199
INST0235_N20_W25_D006,69.129,50.28,54.132,0.0,54.132,40.063,55.217,50.28,40.846,69.129,55.217,69.129,0.0,70.903,0.0,40.063,54.132,70.903,143.94,57.646,54.132,70.903,69.129,77.525,69.129,0.0,40.846,70.903,0.0,63.444,20.342,40.063,50.28,69.129,63.444,55.217,0.0,0.0,50.28,63.444,77.525
INST0235_N20_W25_P007,29.48,10.426,93.687,40.063,93.687,0.0,20.581,10.426,79.708,29.48,20.581,29.48,40.063,35.196,40.063,0.0,93.687,35.196,132.406,46.518,93.687,35.196,29.48,37.477,29.48,40.063,79.708,35.196,40.063,24.4,22.455,0.0,10.426,29.48,24.4,20.581,40.063,40.063,10.426,24.4,37.477
INST0235_N20_W25_D007,123.055,104.062,0.0,54.132,0.0,93.687,109.245,104.062,14.722,123.055,109.245,123.055,54.132,120.757,54.132,93.687,0.0,120.757,164.396,104.634,0.0,120.757,123.055,130.825,123.055,54.132,14.722,120.757,54.132,115.807,71.944,93.687,104.062,123.055,115.807,109.245,54.132,54.132,104.062,115.807,130.825
INST0235_N20_W25_P008,28.769,29.954,120.757,70.903,120.757,35.196,41.092,29.954,106.091,28.769,41.092,28.769,70.903,0.0,70.903,35.196,120.757,0.0,108.909,75.918,120.757,0.0,28.769,23.199,28.769,70.903,106.091,0.0,70.903,14.239,50.611,35.196,29.954,28.769,14.239,41.092,70.903,70.903,29.954,14.239,23.199
INST0235_N20_W25_D008,137.675,133.597,164.396,143.94,164.396,132.406,147.26,133.597,152.865,137.675,147.26,137.675,143.94,108.909,143.94,132.406,164.396,108.909,0.0,178.909,164.396,108.909,137.675,130.691,137.675,143.94,152.865,108.909,143.94,122.204,130.013,132.406,133.597,137.675,122.204,147.26,143.94,143.94,133.597,122.204,130.691
INST0235_N20_W25_P009,52.507,46.592,104.634,57.646,104.634,46.518,35.155,46.592,94.442,52.507,35.155,52.507,57.646,75.918,57.646,46.518,104.634,75.918,178.909,0.0,104.634,75.918,52.507,64.172,52.507,57.646,94.442,75.918,57.646,61.821,55.918,46.518,46.592,52.507,61.821,35.155,57.646,57.646,46.592,61.821,64.172
INST0235_N20_W25_D009,123.055,104.062,0.0,54.132,0.0,93.687,109.245,104.062,14.722,123.055,109.245,123.055,54.132,120.757,54.132,93.687,0.0,120.757,164.396,104.634,0.0,120.757,123.055,130.825,123.055,54.132,14.722,120.757,54.132,115.807,71.944,93.687,104.062,123.055,115.807,109.245,54.132,54.132,104.062,115.807,130.825
INST0235_N20_W25_P010,28.769,29.954,120.757,70.903,120.757,35.196,41.092,29.954,106.091,28.769,41.092,28.769,70.903,0.0,70.903,35.196,120.757,0.0,108.909,75.918,120.757,0.0,28.769,23.199,28.769,70.903,106.091,0.0,70.903,14.239,50.611,35.196,29.954,28.769,14.239,41.092,70.903,70.903,29.954,14.239,23.199
INST0235_N20_W25_D010,0.0,19.054,123.055,69.129,123.055,29.48,18.744,19.054,109.164,0.0,18.744,0.0,69.129,28.769,69.129,29.48,123.055,28.769,137.675,52.507,123.055,28.769,0.0,11.735,0.0,69.129,109.164,28.769,69.129,16.35,51.842,29.48,19.054,0.0,16.35,18.744,69.129,69.129,19.054,16.35,11.735
INST0235_N20_W25_P011,11.735,27.544,130.825,77.525,130.825,37.477,30.344,27.544,116.61,11.735,30.344,11.735,77.525,23.199,77.525,37.477,130.825,23.199,130.691,64.172,130.825,23.199,11.735,0.0,11.735,77.525,116.61,23.199,77.525,16.399,58.923,37.477,27.544,11.735,16.399,30.344,77.525,77.525,27.544,16.399,0.0
INST0235_N20_W25_D011,0.0,19.054,123.055,69.129,123.055,29.48,18.744,19.054,109.164,0.0,18.744,0.0,69.129,28.769,69.129,29.48,123.055,28.769,137.675,52.507,123.055,28.769,0.0,11.735,0.0,69.129,109.164,28.769,69.129,16.35,51.842,29.48,19.054,0.0,16.35,18.744,69.129,69.129,19.054,16.35,11.735
INST0235_N20_W25_P012,69.129,50.28,54.132,0.0,54.132,40.063,55.217,50.28,40.846,69.129,55.217,69.129,0.0,70.903,0.0,40.063,54.132,70.903,143.94,57.646,54.132,70.903,69.129,77.525,69.129,0.0,40.846,70.903,0.0,63.444,20.342,40.063,50.28,69.129,63.444,55.217,0.0,0.0,50.28,63.444,77.525
INST0235_N20_W25_D012,109.164,90.122,14.722,40.846,14.722,79.708,96.036,90.122,0.0,109.164,96.036,109.164,40.846,106.091,40.846,79.708,14.722,106.091,152.865,94.442,14.722,106.091,109.164,116.61,109.164,40.846,0.0,106.091,40.846,101.402,57.687,79.708,90.122,109.164,101.402,96.036,40.846,40.846,90.122,101.402,116.61
INST0235_N20_W25_P013,28.769,29.954,120.757,70.903,120.757,35.196,41.092,29.954,106.091,28.769,41.092,28.769,70.903,0.0,70.903,35.196,120.757,0.0,108.909,75.918,120.757,0.0,28.769,23.199,28.769,70.903,106.091,0.0,70.903,14.239,50.611,35.196,29.954,28.769,14.239,41.092,70.903,70.903,29.954,14.239,23.199
INST0235_N20_W25_D013,69.129,50.28,54.132,0.0,54.132,40.063,55.217,50.28,40.846,69.129,55.217,69.129,0.0,70.903,0.0,40.063,54.132,70.903,143.94,57.646,54.132,70.903,69.129,77.525,69.129,0.0,40.846,70.903,0.0,63.444,20.342,40.063,50.28,69.129,63.444,55.217,0.0,0.0,50.28,63.444,77.525
INST0235_N20_W25_P014,16.35,16.791,115.807,63.444,115.807,24.4,26.872,16.791,101.402,16.35,26.872,16.35,63.444,14.239,63.444,24.4,115.807,14.239,122.204,61.821,115.807,14.239,16.35,16.399,16.35,63.444,101.402,14.239,63.444,0.0,43.952,24.4,16.791,16.35,0.0,26.872,63.444,63.444,16.791,0.0,16.399
INST0235_N20_W25_D014,51.842,32.833,71.944,20.342,71.944,22.455,41.349,32.833,57.687,51.842,41.349,51.842,20.342,50.611,20.342,22.455,71.944,50.611,130.013,55.918,71.944,50.611,51.842,58.923,51.842,20.342,57.687,50.611,20.342,43.952,0.0,22.455,32.833,51.842,43.952,41.349,20.342,20.342,32.833,43.952,58.923
INST0235_N20_W25_P015,29.48,10.426,93.687,40.063,93.687,0.0,20.581,10.426,79.708,29.48,20.581,29.48,40.063,35.196,40.063,0.0,93.687,35.196,132.406,46.518,93.687,35.196,29.48,37.477,29.48,40.063,79.708,35.196,40.063,24.4,22.455,0.0,10.426,29.48,24.4,20.581,40.063,40.063,10.426,24.4,37.477
INST0235_N20_W25_D015,19.054,0.0,104.062,50.28,104.062,10.426,14.077,0.0,90.122,19.054,14.077,19.054,50.28,29.954,50.28,10.426,104.062,29.954,133.597,46.592,104.062,29.954,19.054,27.544,19.054,50.28,90.122,29.954,50.28,16.791,32.833,10.426,0.0,19.054,16.791,14.077,50.28,50.28,0.0,16.791,27.544
INST0235_N20_W25_P016,0.0,19.054,123.055,69.129,123.055,29.48,18.744,19.054,109.164,0.0,18.744,0.0,69.129,28.769,69.129,29.48,123.055,28.769,137.675,52.507,123.055,28.769,0.0,11.735,0.0,69.129,109.164,28.769,69.129,16.35,51.842,29.48,19.054,0.0,16.35,18.744,69.129,69.129,19.054,16.35,11.735
INST0235_N20_W25_D016,16.35,16.791,115.807,63.444,115.807,24.4,26.872,16.791,101.402,16.35,26.872,16.35,63.444,14.239,63.444,24.4,115.807,14.239,122.204,61.821,115.807,14.239,16.35,16.399,16.35,63.444,101.402,14.239,63.444,0.0,43.952,24.4,16.791,16.35,0.0,26.872,63.444,63.444,16.791,0.0,16.399
INST0235_N20_W25_P017,18.744,14.077,109.245,55.217,109.245,20.581,0.0,14.077,96.036,18.744,0.0,18.744,55.217,41.092,55.217,20.581,109.245,41.092,147.26,35.155,109.245,41.092,18.744,30.344,18.744,55.217,96.036,41.092,55.217,26.872,41.349,20.581,14.077,18.744,26.872,0.0,55.217,55.217,14.077,26.872,30.344
INST0235_N20_W25_D017,69.129,50.28,54.132,0.0,54.132,40.063,55.217,50.28,40.846,69.129,55.217,69.129,0.0,70.903,0.0,40.063,54.132,70.903,143.94,57.646,54.132,70.903,69.129,77.525,69.129,0.0,40.846,70.903,0.0,63.444,20.342,40.063,50.28,69.129,63.444,55.217,0.0,0.0,50.28,63.444,77.525
INST0235_N20_W25_P018,69.129,50.28,54.132,0.0,54.132,40.063,55.217,50.28,40.846,69.129,55.217,69.129,0.0,70.903,0.0,40.063,54.132,70.903,143.94,57.646,54.132,70.903,69.129,77.525,69.129,0.0,40.846,70.903,0.0,63.444,20.342,40.063,50.28,69.129,63.444,55.217,0.0,0.0,50.28,63.444,77.525
INST0235_N20_W25_D018,19.054,0.0,104.062,50.28,104.062,10.426,14.077,0.0,90.122,19.054,14.077,19.054,50.28,29.954,50.28,10.426,104.062,29.954,133.597,46.592,104.062,29.954,19.054,27.544,19.054,50.28,90.122,29.954,50.28,16.791,32.833,10.426,0.0,19.054,16.791,14.077,50.28,50.28,0.0,16.791,27.544
INST0235_N20_W25_P019,16.35,16.791,115.807,63.444,115.807,24.4,26.872,16.791,101.402,16.35,26.872,16.35,63.444,14.239,63.444,24.4,115.807,14.239,122.204,61.821,115.807,14.239,16.35,16.399,16.35,63.444,101.402,14.239,63.444,0.0,43.952,24.4,16.791,16.35,0.0,26.872,63.444,63.444,16.791,0.0,16.399
INST0235_N20_W25_D019,11.735,27.544,130.825,77.525,130.825,37.477,30.344,27.544,116.61,11.735,30.344,11.735,77.525,23.199,77.525,37.477,130.825,23.199,130.691,64.172,130.825,23.199,11.735,0.0,11.735,77.525,116.61,23.199,77.525,16.399,58.923,37.477,27.544,11.735,16.399,30.344,77.525,77.525,27.544,16.399,0.0
