,depot,INST0295_N25_W25_P000,INST0295_N25_W25_D000,INST0295_N25_W25_P001,INST0295_N25_W25_D001,INST0295_N25_W25_P002,INST0295_N25_W25_D002,INST0295_N25_W25_P003,INST0295_N25_W25_D003,INST0295_N25_W25_P004,INST0295_N25_W25_D004,INST0295_N25_W25_P005,INST0295_N25_W25_D005,INST0295_N25_W25_P006,INST0295_N25_W25_D006,INST0295_N25_W25_P007,INST0295_N25_W25_D007,INST0295_N25_W25_P008,INST0295_N25_W25_D008,INST0295_N25_W25_P009,INST0295_N25_W25_D009,INST0295_N25_W25_P010,INST0295_N25_W25_D010,INST0295_N25_W25_P011,INST0295_N25_W25_D011,INST0295_N25_W25_P012,INST0295_N25_W25_D012,INST0295_N25_W25_P013,INST0295_N25_W25_D013,INST0295_N25_W25_P014,INST0295_N25_W25_D014,INST0295_N25_W25_P015,INST0295_N25_W25_D015,INST0295_N25_W25_P016,INST0295_N25_W25_D016,INST0295_N25_W25_P017,INST0295_N25_W25_D017,INST0295_N25_W25_P018,INST0295_N25_W25_D018,INST0295_N25_W25_P019,INST0295_N25_W25_D019,INST0295_N25_W25_P020,INST0295_N25_W25_D020,INST0295_N25_W25_P021,INST0295_N25_W25_D021,INST0295_N25_W25_P022,INST0295_N25_W25_D022,INST0295_N25_W25_P023,INST0295_N25_W25_D023,INST0295_N25_W25_P024,INST0295_N25_W25_D024
INST0295_N25_W25_D004,52.507,61.821,55.918,55.918,75.918,46.518,46.592,64.172,61.821,61.821,0.0,75.918,55.918,61.821,55.918,61.821,0.0,61.821,52.507,46.518,0.0,35.155,64.172,61.821,94.442,55.918,35.155,35.155,61.821,75.918,94.442,46.518,35.155,0.0,55.918,61.821,0.0,61.821,178.909,52.507,75.918,46.518,0.0,57.646,46.592,55.918,104.634,46.518,61.821,52.507,0.0
INST0295_N25_W25_P005,28.769,14.239,50.611,50.611,0.0,35.196,29.954,23.199,14.239,14.239,75.918,0.0,50.611,14.239,50.611,14.239,75.918,14.239,28.769,35.196,75.918,41.092,23.199,14.239,106.091,50.611,41.092,41.092,14.239,0.0,106.091,35.196,41.092,75.918,50.611,14.239,75.918,14.239,108.909,28.769,0.0,35.196,75.918,70.903,29.954,50.611,120.757,35.196,14.239,28.769,75.918
INST0295_N25_W25_D005,51.842,43.952,0.0,0.0,50.611,22.455,32.833,58.923,43.952,43.952,55.918,50.611,0.0,43.952,0.0,43.952,55.918,43.952,51.842,22.455,55.918,41.349,58.923,43.952,57.687,0.0,41.349,41.349,43.952,50.611,57.687,22.455,41.349,55.918,0.0,43.952,55.918,43.952,130.013,51.842,50.611,22.455,55.918,20.342,32.833,0.0,71.944,22.455,43.952,51.842,55.918
INST0295_N25_W25_P006,16.35,0.0,43.952,43.952,14.239,24.4,16.791,16.399,0.0,0.0,61.821,14.239,43.952,0.0,43.952,0.0,61.821,0.0,16.35,24.4,61.821,26.872,16.399,0.0,101.402,43.952,26.872,26.872,0.0,14.239,101.402,24.4,26.872,61.821,43.952,0.0,61.821,0.0,122.204,16.35,14.239,24.4,61.821,63.444,16.791,43.952,115.807,24.4,0.0,16.35,61.821
INST0295_N25_W25_D006,51.842,43.952,0.0,0.0,50.611,22.455,32.833,58.923,43.952,43.952,55.918,50.611,0.0,43.952,0.0,43.952,55.918,43.952,51.842,22.455,55.918,41.349,58.923,43.952,57.687,0.0,41.349,41.349,43.952,50.611,57.687,22.455,41.349,55.918,0.0,43.952,55.918,43.952,130.013,51.842,50.611,22.455,55.918,20.342,32.833,0.0,71.944,22.455,43.952,51.842,55.918
INST0295_N25_W25_P007,16.35,0.0,43.952,43.952,14.239,24.4,16.791,16.399,0.0,0.0,61.821,14.239,43.952,0.0,43.952,0.0,61.821,0.0,16.35,24.4,61.821,26.872,16.399,0.0,101.402,43.952,26.872,26.872,0.0,14.239,101.402,24.4,26.872,61.821,43.952,0.0,61.821,0.0,122.204,16.35,14.239,24.4,61.821,63.444,16.791,43.952,115.807,24.4,0.0,16.35,61.821
INST0295_N25_W25_D007,52.507,61.821,55.918,55.918,75.918,46.518,46.592,64.172,61.821,61.821,0.0,75.918,55.918,61.821,55.918,61.821,0.0,61.821,52.507,46.518,0.0,35.155,64.172,61.821,94.442,55.918,35.155,35.155,61.821,75.918,94.442,46.518,35.155,0.0,55.918,61.821,0.0,61.821,178.909,52.507,75.918,46.518,0.0,57.646,46.592,55.918,104.634,46.518,61.821,52.507,0.0
INST0295_N25_W25_P008,16.35,0.0,43.952,43.952,14.239,24.4,16.791,16.399,0.0,0.0,61.821,14.239,43.952,0.0,43.952,0.0,61.821,0.0,16.35,24.4,61.821,26.872,16.399,0.0,101.402,43.952,26.872,26.872,0.0,14.239,101.402,24.4,26.872,61.821,43.952,0.0,61.821,0.0,122.204,16.35,14.239,24.4,61.821,63.444,16.791,43.952,115.807,24.4,0.0,16.35,61.821
INST0295_N25_W25_D008,0.0,16.35,51.842,51.842,28.769,29.48,19.054,11.735,16.35,16.35,52.507,28.769,51.842,16.35,51.842,16.35,52.507,16.35,0.0,29.48,52.507,18.744,11.735,16.35,109.164,51.842,18.744,18.744,16.35,28.769,109.164,29.48,18.744,52.507,51.842,16.35,52.507,16.35,137.675,0.0,28.769,29.48,52.507,69.129,19.054,51.842,123.055,29.48,16.35,0.0,52.507
INST0295_N25_W25_P009,29.48,24.4,22.455,22.455,35.196,0.0,10.426,37.477,24.4,24.4,46.518,35.196,22.455,24.4,22.455,24.4,46.518,24.4,29.48,0.0,46.518,20.581,37.477,24.4,79.708,22.455,20.581,20.581,24.4,35.196,79.708,0.0,20.581,46.518,22.455,24.4,46.518,24.4,132.406,29.48,35.196,0.0,46.518,40.063,10.426,22.455,93.687,0.0,24.4,29.48,46.518
INST0295_N25_W25_D009,52.507,61.821,55.918,55.918,75.918,46.518,46.592,64.172,61.821,61.821,0.0,75.918,55.918,61.821,55.918,61.821,0.0,61.821,52.507,46.518,0.0,35.155,64.172,61.821,94.442,55.918,35.155,35.155,61.821,75.918,94.442,46.518,35.155,0.0,55.918,61.821,0.0,61.821,178.909,52.507,75.918,46.518,0.0,57.646,46.592,55.918,104.634,46.518,61.821,52.507,0.0
INST0295_N25_W25_P010,18.744,26.872,41.349,41.349,41.092,20.581,14.077,30.344,26.872,26.872,35.155,41.092,41.349,26.872,41.349,26.872,35.155,26.872,18.744,20.581,35.155,0.0,30.344,26.872,96.036,41.349,0.0,0.0,26.872,41.092,96.036,20.581,0.0,35.155,41.349,26.872,35.155,26.872,147.26,18.744,41.092,20.581,35.155,55.217,14.077,41.349,109.245,20.581,26.872,18.744,35.155
INST0295_N25_W25_D010,11.735,16.399,58.923,58.923,23.199,37.477,27.544,0.0,16.399,16.399,64.172,23.199,58.923,16.399,58.923,16.399,64.172,16.399,11.735,37.477,64.172,30.344,0.0,16.399,116.61,58.923,30.344,30.344,16.399,23.199,116.61,37.477,30.344,64.172,58.923,16.399,64.172,16.399,130.691,11.735,23.199,37.477,64.172,77.525,27.544,58.923,130.825,37.477,16.399,11.735,64.172
INST0295_N25_W25_P011,16.35,0.0,43.952,43.952,14.239,24.4,16.791,16.399,0.0,0.0,61.821,14.239,43.952,0.0,43.952,0.0,61.821,0.0,16.35,24.4,61.821,26.872,16.399,0.0,101.402,43.952,26.872,26.872,0.0,14.239,101.402,24.4,26.872,61.821,43.952,0.0,61.821,0.0,122.204,16.35,14.239,24.4,61.821,63.444,16.791,43.952,115.807,24.4,0.0,16.35,61.821
INST0295_N25_W25_D011,109.164,101.402,57.687,57.687,106.091,79.708,90.122,116.61,101.402,101.402,94.442,106.091,57.687,101.402,57.687,101.402,94.442,101.402,109.164,79.708,94.442,96.036,116.61,101.402,0.0,57.687,96.036,96.036,101.402,106.091,0.0,79.708,96.036,94.442,57.687,101.402,94.442,101.402,152.865,109.164,106.091,79.708,94.442,40.846,90.122,57.687,14.722,79.708,101.402,109.164,94.442
INST0295_N25_W25_P012,51.842,43.952,0.0,0.0,50.611,22.455,32.833,58.923,43.952,43.952,55.918,50.611,0.0,43.952,0.0,43.952,55.918,43.952,51.842,22.455,55.918,41.349,58.923,43.952,57.687,0.0,41.349,41.349,43.952,50.611,57.687,22.455,41.349,55.918,0.0,43.952,55.918,43.952,130.013,51.842,50.611,22.455,55.918,20.342,32.833,0.0,71.944,22.455,43.952,51.842,55.918
INST0295_N25_W25_D012,18.744,26.872,41.349,41.349,41.092,20.581,14.077,30.344,26.872,26.872,35.155,41.092,41.349,26.872,41.349,26.872,35.155,26.872,18.744,20.581,35.155,0.0,30.344,26.872,96.036,41.349,0.0,0.0,26.872,41.092,96.036,20.581,0.0,35.155,41.349,26.872,35.155,26.872,147.26,18.744,41.092,20.581,35.155,55.217,14.077,41.349,109.245,20.581,26.872,18.744,35.155
INST0295_N25_W25_P013,18.744,26.872,41.349,41.349,41.092,20.581,14.077,30.344,26.872,26.872,35.155,41.092,41.349,26.872,41.349,26.872,35.155,26.872,18.744,20.581,35.155,0.0,30.344,26.872,96.036,41.349,0.0,0.0,26.872,41.092,96.036,20.581,0.0,35.155,41.349,26.872,35.155,26.872,147.26,18.744,41.092,20.581,35.155,55.217,14.077,41.349,109.245,20.581,26.872,18.744,35.155
INST0295_N25_W25_D013,16.35,0.0,43.952,43.952,14.239,24.4,16.791,16.399,0.0,0.0,61.821,14.239,43.952,0.0,43.952,0.0,61.821,0.0,16.35,24.4,61.821,26.872,16.399,0.0,101.402,43.952,26.872,26.872,0.0,14.239,101.402,24.4,26.872,61.821,43.952,0.0,61.821,0.0,122.204,16.35,14.239,24.4,61.821,63.444,16.791,43.952,115.807,24.4,0.0,16.35,61.821
INST0295_N25_W25_P014,28.769,14.239,50.611,50.611,0.0,35.196,29.954,23.199,14.239,14.239,75.918,0.0,50.611,14.239,50.611,14.239,75.918,14.239,28.769,35.196,75.918,41.092,23.199,14.239,106.091,50.611,41.092,41.092,14.239,0.0,106.091,35.196,41.092,75.918,50.611,14.239,75.918,14.239,108.909,28.769,0.0,35.196,75.918,70.903,29.954,50.611,120.757,35.196,14.239,28.769,75.918
INST0295_N25_W25_D014,109.164,101.402,57.687,57.687,106.091,79.708,90.122,116.61,101.402,101.402,94.442,106.091,57.687,101.402,57.687,101.402,94.442,101.402,109.164,79.708,94.442,96.036,116.61,101.402,0.0,57.687,96.036,96.036,101.402,106.091,0.0,79.708,96.036,94.442,57.687,101.402,94.442,101.402,152.865,109.164,106.091,79.708,94.442,40.846,90.122,57.687,14.722,79.708,101.402,109.164,94.442
INST0295_N25_W25_P015,29.48,24.4,22.455,22.455,35.196,0.0,10.426,37.477,24.4,24.4,46.518,35.196,22.455,24.4,22.455,24.4,46.518,24.4,29.48,0.0,46.518,20.581,37.477,24.4,79.708,22.455,20.581,20.581,24.4,35.196,79.708,0.0,20.581,46.518,22.455,24.4,46.518,24.4,132.406,29.48,35.196,0.0,46.518,40.063,10.426,22.455,93.687,0.0,24.4,29.48,46.518
INST0295_N25_W25_D015,18.744,26.872,41.349,41.349,41.092,20.581,14.077,30.344,26.872,26.872,35.155,41.092,41.349,26.872,41.349,26.872,35.155,26.872,18.744,20.581,35.155,0.0,30.344,26.872,96.036,41.349,0.0,0.0,26.872,41.092,96.036,20.581,0.0,35.155,41.349,26.872,35.155,26.872,147.26,18.744,41.092,20.581,35.155,55.217,14.077,41.349,109.245,20.581,26.872,18.744,35.155
INST0295_N25_W25_P016,52.507,61.821,55.918,55.918,75.918,46.518,46.592,64.172,61.821,61.821,0.0,75.918,55.918,61.821,55.918,61.821,0.0,61.821,52.507,46.518,0.0,35.155,64.172,61.821,94.442,55.918,35.155,35.155,61.821,75.918,94.442,46.518,35.155,0.0,55.918,61.821,0.0,61.821,178.909,52.507,75.918,46.518,0.0,57.646,46.592,55.918,104.634,46.518,61.821,52.507,0.0
INST0295_N25_W25_D016,51.842,43.952,0.0,0.0,50.611,22.455,32.833,58.923,43.952,43.952,55.918,50.611,0.0,43.952,0.0,43.952,55.918,43.952,51.842,22.455,55.918,41.349,58.923,43.952,57.687,0.0,41.349,41.349,43.952,50.611,57.687,22.455,41.349,55.918,0.0,43.952,55.918,43.952,130.013,51.842,50.611,22.455,55.918,20.342,32.833,0.0,71.944,22.455,43.952,51.842,55.918
INST0295_N25_W25_P017,16.35,0.0,43.952,43.952,14.239,24.4,16.791,16.399,0.0,0.0,61.821,14.239,43.952,0.0,43.952,0.0,61.821,0.0,16.35,24.4,61.821,26.872,16.399,0.0,101.402,43.952,26.872,26.872,0.0,14.239,101.402,24.4,26.872,61.821,43.952,0.0,61.821,0.0,122.204,16.35,14.239,24.4,61.821,63.444,16.791,43.952,115.807,24.4,0.0,16.35,61.821
INST0295_N25_W25_D017,52.507,61.821,55.918,55.918,75.918,46.518,46.592,64.172,61.821,61.821,0.0,75.918,55.918,61.821,55.918,61.821,0.0,61.821,52.507,46.518,0.0,35.155,64.172,61.821,94.442,55.918,35.155,35.155,61.821,75.918,94.442,46.518,35.155,0.0,55.918,61.821,0.0,61.821,178.909,52.507,75.918,46.518,0.0,57.646,46.592,55.918,104.634,46.518,61.821,52.507,0.0
INST0295_N25_W25_P018,16.35,0.0,43.952,43.952,14.239,24.4,16.791,16.399,0.0,0.0,61.821,14.239,43.952,0.0,43.952,0.0,61.821,0.0,16.35,24.4,61.821,26.872,16.399,0.0,101.402,43.952,26.872,26.872,0.0,14.239,101.402,24.4,26.872,61.821,43.952,0.0,61.821,0.0,122.204,16.35,14.239,24.4,61.821,63.444,16.791,43.952,115.807,24.4,0.0,16.35,61.821
INST0295_N25_W25_D018,137.675,122.204,130.013,130.013,108.909,132.406,133.597,130.691,122.204,122.204,178.909,108.909,130.013,122.204,130.013,122.204,178.909,122.204,137.675,132.406,178.909,147.26,130.691,122.204,152.865,130.013,147.26,147.26,122.204,108.909,152.865,132.406,147.26,178.909,130.013,122.204,178.909,122.204,0.0,137.675,108.909,132.406,178.909,143.94,133.597,130.013,164.396,132.406,122.204,137.675,178.909
INST0295_N25_W25_P019,0.0,16.35,51.842,51.842,28.769,29.48,19.054,11.735,16.35,16.35,52.507,28.769,51.842,16.35,51.842,16.35,52.507,16.35,0.0,29.48,52.507,18.744,11.735,16.35,109.164,51.842,18.744,18.744,16.35,28.769,109.164,29.48,18.744,52.507,51.842,16.35,52.507,16.35,137.675,0.0,28.769,29.48,52.507,69.129,19.054,51.842,123.055,29.48,16.35,0.0,52.507
INST0295_N25_W25_D019,28.769,14.239,50.611,50.611,0.0,35.196,29.954,23.199,14.239,14.239,75.918,0.0,50.611,14.239,50.611,14.239,75.918,14.239,28.769,35.196,75.918,41.092,23.199,14.239,106.091,50.611,41.092,41.092,14.239,0.0,106.091,35.196,41.092,75.918,50.611,14.239,75.918,14.239,108.909,28.769,0.0,35.196,75.918,70.903,29.954,50.611,120.757,35.196,14.239,28.769,75.918
INST0295_N25_W25_P020,29.48,24.4,22.455,22.455,35.196,0.0,10.426,37.477,24.4,24.4,46.518,35.196,22.455,24.4,22.455,24.4,46.518,24.4,29.48,0.0,46.518,20.581,37.477,24.4,79.708,22.455,20.581,20.581,24.4,35.196,79.708,0.0,20.581,46.518,22.455,24.4,46.518,24.4,132.406,29.48,35.196,0.0,46.518,40.063,10.426,22.455,93.687,0.0,24.4,29.48,46.518
INST0295_N25_W25_D020,52.507,61.821,55.918,55.918,75.918,46.518,46.592,64.172,61.821,61.821,0.0,75.918,55.918,61.821,55.918,61.821,0.0,61.821,52.507,46.518,0.0,35.155,64.172,61.821,94.442,55.918,35.155,35.155,61.821,75.918,94.442,46.518,35.155,0.0,55.918,61.821,0.0,61.821,178.909,52.507,75.918,46.518,0.0,57.646,46.592,55.918,104.634,46.518,61.821,52.507,0.0
INST0295_N25_W25_P021,69.129,63.444,20.342,20.342,70.903,40.063,50.28,77.525,63.444,63.444,57.646,70.903,20.342,63.444,20.342,63.444,57.646,63.444,69.129,40.063,57.646,55.217,77.525,63.444,40.846,20.342,55.217,55.217,63.444,70.903,40.846,40.063,55.217,57.646,20.342,63.444,57.646,63.444,143.94,69.129,70.903,40.063,57.646,0.0,50.28,20.342,54.132,40.063,63.444,69.129,57.646
INST0295_N25_W25_D021,19.054,16.791,32.833,32.833,29.954,10.426,0.0,27.544,16.791,16.791,46.592,29.954,32.833,16.791,32.833,16.791,46.592,16.791,19.054,10.426,46.592,14.077,27.544,16.791,90.122,32.833,14.077,14.077,16.791,29.954,90.122,10.426,14.077,46.592,32.833,16.791,46.592,16.791,133.597,19.054,29.954,10.426,46.592,50.28,0.0,32.833,104.062,10.426,16.791,19.054,46.592
INST0295_N25_W25_P022,51.842,43.952,0.0,0.0,50.611,22.455,32.833,58.923,43.952,43.952,55.918,50.611,0.0,43.952,0.0,43.952,55.918,43.952,51.842,22.455,55.918,41.349,58.923,43.952,57.687,0.0,41.349,41.349,43.952,50.611,57.687,22.455,41.349,55.918,0.0,43.952,55.918,43.952,130.013,51.842,50.611,22.455,55.918,20.342,32.833,0.0,71.944,22.455,43.952,51.842,55.918
INST0295_N25_W25_D022,123.055,115.807,71.944,71.944,120.757,93.687,104.062,130.825,115.807,115.807,104.634,120.757,71.944,115.807,71.944,115.807,104.634,115.807,123.055,93.687,104.634,109.245,130.825,115.807,14.722,71.944,109.245,109.245,115.807,120.757,14.722,93.687,109.245,104.634,71.944,115.807,104.634,115.807,164.396,123.055,120.757,93.687,104.634,54.132,104.062,71.944,0.0,93.687,115.807,123.055,104.634
INST0295_N25_W25_P023,29.48,24.4,22.455,22.455,35.196,0.0,10.426,37.477,24.4,24.4,46.518,35.196,22.455,24.4,22.455,24.4,46.518,24.4,29.48,0.0,46.518,20.581,37.477,24.4,79.708,22.455,20.581,20.581,24.4,35.196,79.708,0.0,20.581,46.518,22.455,24.4,46.518,24.4,132.406,29.48,35.196,0.0,46.518,40.063,10.426,22.455,93.687,0.0,24.4,29.48,46.518
INST0295_N25_W25_D023,16.35,0.0,43.952,43.952,14.239,24.4,16.791,16.399,0.0,0.0,61.821,14.239,43.952,0.0,43.952,0.0,61.821,0.0,16.35,24.4,61.821,26.872,16.399,0.0,101.402,43.952,26.872,26.872,0.0,14.239,101.402,24.4,26.872,61.821,43.952,0.0,61.821,0.0,122.204,16.35,14.239,24.4,61.821,63.444,16.791,43.952,115.807,24.4,0.0,16.35,61.821
INST0295_N25_W25_P024,0.0,16.35,51.842,51.842,28.769,29.48,19.054,11.735,16.35,16.35,52.507,28.769,51.842,16.35,51.842,16.35,52.507,16.35,0.0,29.48,52.507,18.744,11.735,16.35,109.164,51.842,18.744,18.744,16.35,28.769,109.164,29.48,18.744,52.507,51.842,16.35,52.507,16.35,137.675,0.0,28.769,29.48,52.507,69.129,19.054,51.842,123.055,29.48,16.35,0.0,52.507
INST0295_N25_W25_D024,52.507,61.821,55.918,55.918,75.918,46.518,46.592,64.172,61.821,61.821,0.0,75.918,55.918,61.821,55.918,61.821,0.0,61.821,52.507,46.518,0.0,35.155,64.172,61.821,94.442,55.918,35.155,35.155,61.821,75.918,94.442,46.518,35.155,0.0,55.918,61.821,0.0,61.821,178.909,52.507,75.918,46.518,0.0,57.646,46.592,55.918,104.634,46.518,61.821,52.507,0.0
