,depot,INST0184_N18_W04_P000,INST0184_N18_W04_D000,INST0184_N18_W04_P001,INST0184_N18_W04_D001,INST0184_N18_W04_P002,INST0184_N18_W04_D002,INST0184_N18_W04_P003,INST0184_N18_W04_D003,INST0184_N18_W04_P004,INST0184_N18_W04_D004,INST0184_N18_W04_P005,INST0184_N18_W04_D005,INST0184_N18_W04_P006,INST0184_N18_W04_D006,INST0184_N18_W04_P007,INST0184_N18_W04_D007,INST0184_N18_W04_P008,INST0184_N18_W04_D008,INST0184_N18_W04_P009,INST0184_N18_W04_D009,INST0184_N18_W04_P010,INST0184_N18_W04_D010,INST0184_N18_W04_P011,INST0184_N18_W04_D011,INST0184_N18_W04_P012,INST0184_N18_W04_D012,INST0184_N18_W04_P013,INST0184_N18_W04_D013,INST0184_N18_W04_P014,INST0184_N18_W04_D014,INST0184_N18_W04_P015,INST0184_N18_W04_D015,INST0184_N18_W04_P016,INST0184_N18_W04_D016,INST0184_N18_W04_P017,INST0184_N18_W04_D017
INST0184_N18_W04_P006,0.0,0.0,133.769,0.0,133.769,88.095,127.423,88.095,0.0,18.026,150.679,0.0,128.123,0.0,128.123,88.095,127.423,88.095,160.194,0.0,127.423,18.026,0.0,66.284,141.804,0.0,88.095,88.095,150.679,0.0,133.769,88.095,114.719,18.026,150.679,0.0,114.719
INST0184_N18_W04_D006,128.123,128.123,43.046,128.123,43.046,68.471,57.051,68.471,128.123,115.643,64.294,128.123,0.0,128.123,0.0,68.471,57.051,68.471,78.578,128.123,57.051,115.643,128.123,70.587,75.699,128.123,68.471,68.471,64.294,128.123,43.046,68.471,56.961,115.643,64.294,128.123,56.961
INST0184_N18_W04_P007,88.095,88.095,50.631,88.095,50.631,0.0,40.204,0.0,88.095,70.637,63.48,88.095,68.471,88.095,68.471,0.0,40.204,0.0,72.151,88.095,40.204,70.637,88.095,24.909,53.818,88.095,0.0,0.0,63.48,88.095,50.631,0.0,27.496,70.637,63.48,88.095,27.496
INST0184_N18_W04_D007,127.423,127.423,17.238,127.423,17.238,40.204,0.0,40.204,127.423,110.354,23.331,127.423,57.051,127.423,57.051,40.204,0.0,40.204,33.728,127.423,0.0,110.354,127.423,61.567,20.56,127.423,40.204,40.204,23.331,127.423,17.238,40.204,12.767,110.354,23.331,127.423,12.767
INST0184_N18_W04_P008,88.095,88.095,50.631,88.095,50.631,0.0,40.204,0.0,88.095,70.637,63.48,88.095,68.471,88.095,68.471,0.0,40.204,0.0,72.151,88.095,40.204,70.637,88.095,24.909,53.818,88.095,0.0,0.0,63.48,88.095,50.631,0.0,27.496,70.637,63.48,88.095,27.496
INST0184_N18_W04_D008,160.194,160.194,37.156,160.194,37.156,72.151,33.728,72.151,160.194,142.787,14.369,160.194,78.578,160.194,78.578,72.151,33.728,72.151,0.0,160.194,33.728,142.787,160.194,94.929,20.081,160.194,72.151,72.151,14.369,160.194,37.156,72.151,45.89,142.787,14.369,160.194,45.89
INST0184_N18_W04_P009,0.0,0.0,133.769,0.0,133.769,88.095,127.423,88.095,0.0,18.026,150.679,0.0,128.123,0.0,128.123,88.095,127.423,88.095,160.194,0.0,127.423,18.026,0.0,66.284,141.804,0.0,88.095,88.095,150.679,0.0,133.769,88.095,114.719,18.026,150.679,0.0,114.719
INST0184_N18_W04_D009,127.423,127.423,17.238,127.423,17.238,40.204,0.0,40.204,127.423,110.354,23.331,127.423,57.051,127.423,57.051,40.204,0.0,40.204,33.728,127.423,0.0,110.354,127.423,61.567,20.56,127.423,40.204,40.204,23.331,127.423,17.238,40.204,12.767,110.354,23.331,127.423,12.767
INST0184_N18_W04_P010,18.026,18.026,117.595,18.026,117.595,70.637,110.354,70.637,18.026,0.0,133.671,18.026,115.643,18.026,115.643,70.637,110.354,70.637,142.787,18.026,110.354,0.0,18.026,50.015,124.166,18.026,70.637,70.637,133.671,18.026,117.595,70.637,97.602,0.0,133.671,18.026,97.602
INST0184_N18_W04_D010,0.0,0.0,133.769,0.0,133.769,88.095,127.423,88.095,0.0,18.026,150.679,0.0,128.123,0.0,128.123,88.095,127.423,88.095,160.194,0.0,127.423,18.026,0.0,66.284,141.804,0.0,88.095,88.095,150.679,0.0,133.769,88.095,114.719,18.026,150.679,0.0,114.719
INST0184_N18_W04_P011,66.284,66.284,67.612,66.284,67.612,24.909,61.567,24.909,66.284,50.015,84.648,66.284,70.587,66.284,70.587,24.909,61.567,24.909,94.929,66.284,61.567,50.015,66.284,0.0,77.687,66.284,24.909,24.909,84.648,66.284,67.612,24.909,49.056,50.015,84.648,66.284,49.056
INST0184_N18_W04_D011,141.804,141.804,32.905,141.804,32.905,53.818,20.56,53.818,141.804,124.166,20.02,141.804,75.699,141.804,75.699,53.818,20.56,53.818,20.081,141.804,20.56,124.166,141.804,77.687,0.0,141.804,53.818,53.818,20.02,141.804,32.905,53.818,29.878,124.166,20.02,141.804,29.878
INST0184_N18_W04_P012,0.0,0.0,133.769,0.0,133.769,88.095,127.423,88.095,0.0,18.026,150.679,0.0,128.123,0.0,128.123,88.095,127.423,88.095,160.194,0.0,127.423,18.026,0.0,66.284,141.804,0.0,88.095,88.095,150.679,0.0,133.769,88.095,114.719,18.026,150.679,0.0,114.719
INST0184_N18_W04_D012,88.095,88.095,50.631,88.095,50.631,0.0,40.204,0.0,88.095,70.637,63.48,88.095,68.471,88.095,68.471,0.0,40.204,0.0,72.151,88.095,40.204,70.637,88.095,24.909,53.818,88.095,0.0,0.0,63.48,88.095,50.631,0.0,27.496,70.637,63.48,88.095,27.496
INST0184_N18_W04_P013,88.095,88.095,50.631,88.095,50.631,0.0,40.204,0.0,88.095,70.637,63.48,88.095,68.471,88.095,68.471,0.0,40.204,0.0,72.151,88.095,40.204,70.637,88.095,24.909,53.818,88.095,0.0,0.0,63.48,88.095,50.631,0.0,27.496,70.637,63.48,88.095,27.496
INST0184_N18_W04_D013,150.679,150.679,22.951,150.679,22.951,63.48,23.331,63.48,150.679,133.671,0.0,150.679,64.294,150.679,64.294,63.48,23.331,63.48,14.369,150.679,23.331,133.671,150.679,84.648,20.02,150.679,63.48,63.48,0.0,150.679,22.951,63.48,36.098,133.671,0.0,150.679,36.098
INST0184_N18_W04_P014,0.0,0.0,133.769,0.0,133.769,88.095,127.423,88.095,0.0,18.026,150.679,0.0,128.123,0.0,128.123,88.095,127.423,88.095,160.194,0.0,127.423,18.026,0.0,66.284,141.804,0.0,88.095,88.095,150.679,0.0,133.769,88.095,114.719,18.026,150.679,0.0,114.719
INST0184_N18_W04_D014,133.769,133.769,0.0,133.769,0.0,50.631,17.238,50.631,133.769,117.595,22.951,133.769,43.046,133.769,43.046,50.631,17.238,50.631,37.156,133.769,17.238,117.595,133.769,67.612,32.905,133.769,50.631,50.631,22.951,133.769,0.0,50.631,25.201,117.595,22.951,133.769,25.201
INST0184_N18_W04_P015,88.095,88.095,50.631,88.095,50.631,0.0,40.204,0.0,88.095,70.637,63.48,88.095,68.471,88.095,68.471,0.0,40.204,0.0,72.151,88.095,40.204,70.637,88.095,24.909,53.818,88.095,0.0,0.0,63.48,88.095,50.631,0.0,27.496,70.637,63.48,88.095,27.496
INST0184_N18_W04_D015,114.719,114.719,25.201,114.719,25.201,27.496,12.767,27.496,114.719,97.602,36.098,114.719,56.961,114.719,56.961,27.496,12.767,27.496,45.89,114.719,12.767,97.602,114.719,49.056,29.878,114.719,27.496,27.496,36.098,114.719,25.201,27.496,0.0,97.602,36.098,114.719,0.0
INST0184_N18_W04_P016,18.026,18.026,117.595,18.026,117.595,70.637,110.354,70.637,18.026,0.0,133.671,18.026,115.643,18.026,115.643,70.637,110.354,70.637,142.787,18.026,110.354,0.0,18.026,50.015,124.166,18.026,70.637,70.637,133.671,18.026,117.595,70.637,97.602,0.0,133.671,18.026,97.602
INST0184_N18_W04_D016,150.679,150.679,22.951,150.679,22.951,63.48,23.331,63.48,150.679,133.671,0.0,150.679,64.294,150.679,64.294,63.48,23.331,63.48,14.369,150.679,23.331,133.671,150.679,84.648,20.02,150.679,63.48,63.48,0.0,150.679,22.951,63.48,36.098,133.671,0.0,150.679,36.098
INST0184_N18_W04_P017,0.0,0.0,133.769,0.0,133.769,88.095,127.423,88.095,0.0,18.026,150.679,0.0,128.123,0.0,128.123,88.095,127.423,88.095,160.194,0.0,127.423,18.026,0.0,66.284,141.804,0.0,88.095,88.095,150.679,0.0,133.769,88.095,114.719,18.026,150.679,0.0,114.719
INST0184_N18_W04_D017,114.719,114.719,25.201,114.719,25.201,27.496,12.767,27.496,114.719,97.602,36.098,114.719,56.961,114.719,56.961,27.496,12.767,27.496,45.89,114.719,12.767,97.602,114.719,49.056,29.878,114.719,27.496,27.496,36.098,114.719,25.201,27.496,0.0,97.602,36.098,114.719,0.0
