,depot,INST0241_N22_W01_P000,INST0241_N22_W01_D000,INST0241_N22_W01_P001,INST0241_N22_W01_D001,INST0241_N22_W01_P002,INST0241_N22_W01_D002,INST0241_N22_W01_P003,INST0241_N22_W01_D003,INST0241_N22_W01_P004,INST0241_N22_W01_D004,INST0241_N22_W01_P005,INST0241_N22_W01_D005,INST0241_N22_W01_P006,INST0241_N22_W01_D006,INST0241_N22_W01_P007,INST0241_N22_W01_D007,INST0241_N22_W01_P008,INST0241_N22_W01_D008,INST0241_N22_W01_P009,INST0241_N22_W01_D009,INST0241_N22_W01_P010,INST0241_N22_W01_D010,INST0241_N22_W01_P011,INST0241_N22_W01_D011,INST0241_N22_W01_P012,INST0241_N22_W01_D012,INST0241_N22_W01_P013,INST0241_N22_W01_D013,INST0241_N22_W01_P014,INST0241_N22_W01_D014,INST0241_N22_W01_P015,INST0241_N22_W01_D015,INST0241_N22_W01_P016,INST0241_N22_W01_D016,INST0241_N22_W01_P017,INST0241_N22_W01_D017,INST0241_N22_W01_P018,INST0241_N22_W01_D018,INST0241_N22_W01_P019,INST0241_N22_W01_D019,INST0241_N22_W01_P020,INST0241_N22_W01_D020,INST0241_N22_W01_P021,INST0241_N22_W01_D021
INST0241_N22_W01_D004,133.769,150.679,18.026,160.194,114.719,127.423,150.679,133.769,88.095,114.719,0.0,147.866,114.719,141.804,201.301,150.679,128.123,150.679,127.423,150.679,0.0,66.284,88.095,141.804,150.679,141.804,201.301,114.719,141.804,88.095,133.769,127.423,160.194,141.804,133.769,127.423,18.026,133.769,18.026,147.866,201.301,147.866,201.301,127.423,128.123
INST0241_N22_W01_P005,50.317,35.228,129.907,28.407,43.098,36.679,35.228,50.317,61.972,43.098,147.866,0.0,43.098,17.435,133.358,35.228,92.961,35.228,36.679,35.228,147.866,86.82,61.972,17.435,35.228,17.435,133.358,43.098,17.435,61.972,50.317,36.679,28.407,17.435,50.317,36.679,129.907,50.317,129.907,0.0,133.358,0.0,133.358,36.679,92.961
INST0241_N22_W01_D005,25.201,36.098,97.602,45.89,0.0,12.767,36.098,25.201,27.496,0.0,114.719,43.098,0.0,29.878,162.13,36.098,56.961,36.098,12.767,36.098,114.719,49.056,27.496,29.878,36.098,29.878,162.13,0.0,29.878,27.496,25.201,12.767,45.89,29.878,25.201,12.767,97.602,25.201,97.602,43.098,162.13,43.098,162.13,12.767,56.961
INST0241_N22_W01_P006,32.905,20.02,124.166,20.081,29.878,20.56,20.02,32.905,53.818,29.878,141.804,17.435,29.878,0.0,149.638,20.02,75.699,20.02,20.56,20.02,141.804,77.687,53.818,0.0,20.02,0.0,149.638,29.878,0.0,53.818,32.905,20.56,20.081,0.0,32.905,20.56,124.166,32.905,124.166,17.435,149.638,17.435,149.638,20.56,75.699
INST0241_N22_W01_D006,180.319,168.582,187.182,160.03,162.13,163.588,168.582,180.319,159.2,162.13,201.301,133.358,162.13,149.638,0.0,168.582,219.073,168.582,163.588,168.582,201.301,176.253,159.2,149.638,168.582,149.638,0.0,162.13,149.638,159.2,180.319,163.588,160.03,149.638,180.319,163.588,187.182,180.319,187.182,133.358,0.0,133.358,0.0,163.588,219.073
INST0241_N22_W01_P007,22.951,0.0,133.671,14.369,36.098,23.331,0.0,22.951,63.48,36.098,150.679,35.228,36.098,20.02,168.582,0.0,64.294,0.0,23.331,0.0,150.679,84.648,63.48,20.02,0.0,20.02,168.582,36.098,20.02,63.48,22.951,23.331,14.369,20.02,22.951,23.331,133.671,22.951,133.671,35.228,168.582,35.228,168.582,23.331,64.294
INST0241_N22_W01_D007,43.046,64.294,115.643,78.578,56.961,57.051,64.294,43.046,68.471,56.961,128.123,92.961,56.961,75.699,219.073,64.294,0.0,64.294,57.051,64.294,128.123,70.587,68.471,75.699,64.294,75.699,219.073,56.961,75.699,68.471,43.046,57.051,78.578,75.699,43.046,57.051,115.643,43.046,115.643,92.961,219.073,92.961,219.073,57.051,0.0
INST0241_N22_W01_P008,22.951,0.0,133.671,14.369,36.098,23.331,0.0,22.951,63.48,36.098,150.679,35.228,36.098,20.02,168.582,0.0,64.294,0.0,23.331,0.0,150.679,84.648,63.48,20.02,0.0,20.02,168.582,36.098,20.02,63.48,22.951,23.331,14.369,20.02,22.951,23.331,133.671,22.951,133.671,35.228,168.582,35.228,168.582,23.331,64.294
INST0241_N22_W01_D008,17.238,23.331,110.354,33.728,12.767,0.0,23.331,17.238,40.204,12.767,127.423,36.679,12.767,20.56,163.588,23.331,57.051,23.331,0.0,23.331,127.423,61.567,40.204,20.56,23.331,20.56,163.588,12.767,20.56,40.204,17.238,0.0,33.728,20.56,17.238,0.0,110.354,17.238,110.354,36.679,163.588,36.679,163.588,0.0,57.051
INST0241_N22_W01_P009,22.951,0.0,133.671,14.369,36.098,23.331,0.0,22.951,63.48,36.098,150.679,35.228,36.098,20.02,168.582,0.0,64.294,0.0,23.331,0.0,150.679,84.648,63.48,20.02,0.0,20.02,168.582,36.098,20.02,63.48,22.951,23.331,14.369,20.02,22.951,23.331,133.671,22.951,133.671,35.228,168.582,35.228,168.582,23.331,64.294
INST0241_N22_W01_D009,133.769,150.679,18.026,160.194,114.719,127.423,150.679,133.769,88.095,114.719,0.0,147.866,114.719,141.804,201.301,150.679,128.123,150.679,127.423,150.679,0.0,66.284,88.095,141.804,150.679,141.804,201.301,114.719,141.804,88.095,133.769,127.423,160.194,141.804,133.769,127.423,18.026,133.769,18.026,147.866,201.301,147.866,201.301,127.423,128.123
INST0241_N22_W01_P010,67.612,84.648,50.015,94.929,49.056,61.567,84.648,67.612,24.909,49.056,66.284,86.82,49.056,77.687,176.253,84.648,70.587,84.648,61.567,84.648,66.284,0.0,24.909,77.687,84.648,77.687,176.253,49.056,77.687,24.909,67.612,61.567,94.929,77.687,67.612,61.567,50.015,67.612,50.015,86.82,176.253,86.82,176.253,61.567,70.587
INST0241_N22_W01_D010,50.631,63.48,70.637,72.151,27.496,40.204,63.48,50.631,0.0,27.496,88.095,61.972,27.496,53.818,159.2,63.48,68.471,63.48,40.204,63.48,88.095,24.909,0.0,53.818,63.48,53.818,159.2,27.496,53.818,0.0,50.631,40.204,72.151,53.818,50.631,40.204,70.637,50.631,70.637,61.972,159.2,61.972,159.2,40.204,68.471
INST0241_N22_W01_P011,32.905,20.02,124.166,20.081,29.878,20.56,20.02,32.905,53.818,29.878,141.804,17.435,29.878,0.0,149.638,20.02,75.699,20.02,20.56,20.02,141.804,77.687,53.818,0.0,20.02,0.0,149.638,29.878,0.0,53.818,32.905,20.56,20.081,0.0,32.905,20.56,124.166,32.905,124.166,17.435,149.638,17.435,149.638,20.56,75.699
INST0241_N22_W01_D011,22.951,0.0,133.671,14.369,36.098,23.331,0.0,22.951,63.48,36.098,150.679,35.228,36.098,20.02,168.582,0.0,64.294,0.0,23.331,0.0,150.679,84.648,63.48,20.02,0.0,20.02,168.582,36.098,20.02,63.48,22.951,23.331,14.369,20.02,22.951,23.331,133.671,22.951,133.671,35.228,168.582,35.228,168.582,23.331,64.294
INST0241_N22_W01_P012,32.905,20.02,124.166,20.081,29.878,20.56,20.02,32.905,53.818,29.878,141.804,17.435,29.878,0.0,149.638,20.02,75.699,20.02,20.56,20.02,141.804,77.687,53.818,0.0,20.02,0.0,149.638,29.878,0.0,53.818,32.905,20.56,20.081,0.0,32.905,20.56,124.166,32.905,124.166,17.435,149.638,17.435,149.638,20.56,75.699
INST0241_N22_W01_D012,180.319,168.582,187.182,160.03,162.13,163.588,168.582,180.319,159.2,162.13,201.301,133.358,162.13,149.638,0.0,168.582,219.073,168.582,163.588,168.582,201.301,176.253,159.2,149.638,168.582,149.638,0.0,162.13,149.638,159.2,180.319,163.588,160.03,149.638,180.319,163.588,187.182,180.319,187.182,133.358,0.0,133.358,0.0,163.588,219.073
INST0241_N22_W01_P013,25.201,36.098,97.602,45.89,0.0,12.767,36.098,25.201,27.496,0.0,114.719,43.098,0.0,29.878,162.13,36.098,56.961,36.098,12.767,36.098,114.719,49.056,27.496,29.878,36.098,29.878,162.13,0.0,29.878,27.496,25.201,12.767,45.89,29.878,25.201,12.767,97.602,25.201,97.602,43.098,162.13,43.098,162.13,12.767,56.961
INST0241_N22_W01_D013,32.905,20.02,124.166,20.081,29.878,20.56,20.02,32.905,53.818,29.878,141.804,17.435,29.878,0.0,149.638,20.02,75.699,20.02,20.56,20.02,141.804,77.687,53.818,0.0,20.02,0.0,149.638,29.878,0.0,53.818,32.905,20.56,20.081,0.0,32.905,20.56,124.166,32.905,124.166,17.435,149.638,17.435,149.638,20.56,75.699
INST0241_N22_W01_P014,50.631,63.48,70.637,72.151,27.496,40.204,63.48,50.631,0.0,27.496,88.095,61.972,27.496,53.818,159.2,63.48,68.471,63.48,40.204,63.48,88.095,24.909,0.0,53.818,63.48,53.818,159.2,27.496,53.818,0.0,50.631,40.204,72.151,53.818,50.631,40.204,70.637,50.631,70.637,61.972,159.2,61.972,159.2,40.204,68.471
INST0241_N22_W01_D014,0.0,22.951,117.595,37.156,25.201,17.238,22.951,0.0,50.631,25.201,133.769,50.317,25.201,32.905,180.319,22.951,43.046,22.951,17.238,22.951,133.769,67.612,50.631,32.905,22.951,32.905,180.319,25.201,32.905,50.631,0.0,17.238,37.156,32.905,0.0,17.238,117.595,0.0,117.595,50.317,180.319,50.317,180.319,17.238,43.046
INST0241_N22_W01_P015,17.238,23.331,110.354,33.728,12.767,0.0,23.331,17.238,40.204,12.767,127.423,36.679,12.767,20.56,163.588,23.331,57.051,23.331,0.0,23.331,127.423,61.567,40.204,20.56,23.331,20.56,163.588,12.767,20.56,40.204,17.238,0.0,33.728,20.56,17.238,0.0,110.354,17.238,110.354,36.679,163.588,36.679,163.588,0.0,57.051
INST0241_N22_W01_D015,37.156,14.369,142.787,0.0,45.89,33.728,14.369,37.156,72.151,45.89,160.194,28.407,45.89,20.081,160.03,14.369,78.578,14.369,33.728,14.369,160.194,94.929,72.151,20.081,14.369,20.081,160.03,45.89,20.081,72.151,37.156,33.728,0.0,20.081,37.156,33.728,142.787,37.156,142.787,28.407,160.03,28.407,160.03,33.728,78.578
INST0241_N22_W01_P016,32.905,20.02,124.166,20.081,29.878,20.56,20.02,32.905,53.818,29.878,141.804,17.435,29.878,0.0,149.638,20.02,75.699,20.02,20.56,20.02,141.804,77.687,53.818,0.0,20.02,0.0,149.638,29.878,0.0,53.818,32.905,20.56,20.081,0.0,32.905,20.56,124.166,32.905,124.166,17.435,149.638,17.435,149.638,20.56,75.699
INST0241_N22_W01_D016,0.0,22.951,117.595,37.156,25.201,17.238,22.951,0.0,50.631,25.201,133.769,50.317,25.201,32.905,180.319,22.951,43.046,22.951,17.238,22.951,133.769,67.612,50.631,32.905,22.951,32.905,180.319,25.201,32.905,50.631,0.0,17.238,37.156,32.905,0.0,17.238,117.595,0.0,117.595,50.317,180.319,50.317,180.319,17.238,43.046
INST0241_N22_W01_P017,17.238,23.331,110.354,33.728,12.767,0.0,23.331,17.238,40.204,12.767,127.423,36.679,12.767,20.56,163.588,23.331,57.051,23.331,0.0,23.331,127.423,61.567,40.204,20.56,23.331,20.56,163.588,12.767,20.56,40.204,17.238,0.0,33.728,20.56,17.238,0.0,110.354,17.238,110.354,36.679,163.588,36.679,163.588,0.0,57.051
INST0241_N22_W01_D017,117.595,133.671,0.0,142.787,97.602,110.354,133.671,117.595,70.637,97.602,18.026,129.907,97.602,124.166,187.182,133.671,115.643,133.671,110.354,133.671,18.026,50.015,70.637,124.166,133.671,124.166,187.182,97.602,124.166,70.637,117.595,110.354,142.787,124.166,117.595,110.354,0.0,117.595,0.0,129.907,187.182,129.907,187.182,110.354,115.643
INST0241_N22_W01_P018,0.0,22.951,117.595,37.156,25.201,17.238,22.951,0.0,50.631,25.201,133.769,50.317,25.201,32.905,180.319,22.951,43.046,22.951,17.238,22.951,133.769,67.612,50.631,32.905,22.951,32.905,180.319,25.201,32.905,50.631,0.0,17.238,37.156,32.905,0.0,17.238,117.595,0.0,117.595,50.317,180.319,50.317,180.319,17.238,43.046
INST0241_N22_W01_D018,117.595,133.671,0.0,142.787,97.602,110.354,133.671,117.595,70.637,97.602,18.026,129.907,97.602,124.166,187.182,133.671,115.643,133.671,110.354,133.671,18.026,50.015,70.637,124.166,133.671,124.166,187.182,97.602,124.166,70.637,117.595,110.354,142.787,124.166,117.595,110.354,0.0,117.595,0.0,129.907,187.182,129.907,187.182,110.354,115.643
INST0241_N22_W01_P019,50.317,35.228,129.907,28.407,43.098,36.679,35.228,50.317,61.972,43.098,147.866,0.0,43.098,17.435,133.358,35.228,92.961,35.228,36.679,35.228,147.866,86.82,61.972,17.435,35.228,17.435,133.358,43.098,17.435,61.972,50.317,36.679,28.407,17.435,50.317,36.679,129.907,50.317,129.907,0.0,133.358,0.0,133.358,36.679,92.961
INST0241_N22_W01_D019,180.319,168.582,187.182,160.03,162.13,163.588,168.582,180.319,159.2,162.13,201.301,133.358,162.13,149.638,0.0,168.582,219.073,168.582,163.588,168.582,201.301,176.253,159.2,149.638,168.582,149.638,0.0,162.13,149.638,159.2,180.319,163.588,160.03,149.638,180.319,163.588,187.182,180.319,187.182,133.358,0.0,133.358,0.0,163.588,219.073
INST0241_N22_W01_P020,50.317,35.228,129.907,28.407,43.098,36.679,35.228,50.317,61.972,43.098,147.866,0.0,43.098,17.435,133.358,35.228,92.961,35.228,36.679,35.228,147.866,86.82,61.972,17.435,35.228,17.435,133.358,43.098,17.435,61.972,50.317,36.679,28.407,17.435,50.317,36.679,129.907,50.317,129.907,0.0,133.358,0.0,133.358,36.679,92.961
INST0241_N22_W01_D020,180.319,168.582,187.182,160.03,162.13,163.588,168.582,180.319,159.2,162.13,201.301,133.358,162.13,149.638,0.0,168.582,219.073,168.582,163.588,168.582,201.301,176.253,159.2,149.638,168.582,149.638,0.0,162.13,149.638,159.2,180.319,163.588,160.03,149.638,180.319,163.588,187.182,180.319,187.182,133.358,0.0,133.358,0.0,163.588,219.073
INST0241_N22_W01_P021,17.238,23.331,110.354,33.728,12.767,0.0,23.331,17.238,40.204,12.767,127.423,36.679,12.767,20.56,163.588,23.331,57.051,23.331,0.0,23.331,127.423,61.567,40.204,20.56,23.331,20.56,163.588,12.767,20.56,40.204,17.238,0.0,33.728,20.56,17.238,0.0,110.354,17.238,110.354,36.679,163.588,36.679,163.588,0.0,57.051
INST0241_N22_W01_D021,43.046,64.294,115.643,78.578,56.961,57.051,64.294,43.046,68.471,56.961,128.123,92.961,56.961,75.699,219.073,64.294,0.0,64.294,57.051,64.294,128.123,70.587,68.471,75.699,64.294,75.699,219.073,56.961,75.699,68.471,43.046,57.051,78.578,75.699,43.046,57.051,115.643,43.046,115.643,92.961,219.073,92.961,219.073,57.051,0.0
