,depot,INST0285_N25_N15_P000,INST0285_N25_N15_D000,INST0285_N25_N15_P001,INST0285_N25_N15_D001,INST0285_N25_N15_P002,INST0285_N25_N15_D002,INST0285_N25_N15_P003,INST0285_N25_N15_D003,INST0285_N25_N15_P004,INST0285_N25_N15_D004,INST0285_N25_N15_P005,INST0285_N25_N15_D005,INST0285_N25_N15_P006,INST0285_N25_N15_D006,INST0285_N25_N15_P007,INST0285_N25_N15_D007,INST0285_N25_N15_P008,INST0285_N25_N15_D008,INST0285_N25_N15_P009,INST0285_N25_N15_D009,INST0285_N25_N15_P010,INST0285_N25_N15_D010,INST0285_N25_N15_P011,INST0285_N25_N15_D011,INST0285_N25_N15_P012,INST0285_N25_N15_D012,INST0285_N25_N15_P013,INST0285_N25_N15_D013,INST0285_N25_N15_P014,INST0285_N25_N15_D014,INST0285_N25_N15_P015,INST0285_N25_N15_D015,INST0285_N25_N15_P016,INST0285_N25_N15_D016,INST0285_N25_N15_P017,INST0285_N25_N15_D017,INST0285_N25_N15_P018,INST0285_N25_N15_D018,INST0285_N25_N15_P019,INST0285_N25_N15_D019,INST0285_N25_N15_P020,INST0285_N25_N15_D020,INST0285_N25_N15_P021,INST0285_N25_N15_D021,INST0285_N25_N15_P022,INST0285_N25_N15_D022,INST0285_N25_N15_P023,INST0285_N25_N15_D023,INST0285_N25_N15_P024,INST0285_N25_N15_D024
INST0285_N25_N15_D004,162.641,134.941,175.714,166.496,162.641,156.702,166.496,166.496,182.822,134.941,0.0,157.017,182.822,139.347,156.702,233.468,167.44,175.714,156.702,156.702,0.0,167.44,293.481,166.496,139.347,156.702,175.714,175.714,157.017,182.822,175.714,167.44,182.822,134.941,162.641,233.468,253.32,166.496,233.468,157.017,293.481,233.468,156.702,182.822,139.347,182.822,156.702,139.347,167.44,167.44,182.822
INST0285_N25_N15_P005,26.694,58.839,49.306,14.003,26.694,31.992,14.003,14.003,56.35,58.839,157.017,0.0,56.35,25.326,31.992,95.498,17.072,49.306,31.992,31.992,157.017,17.072,139.481,14.003,25.326,31.992,49.306,49.306,0.0,56.35,49.306,17.072,56.35,58.839,26.694,95.498,99.415,14.003,95.498,0.0,139.481,95.498,31.992,56.35,25.326,56.35,31.992,25.326,17.072,17.072,56.35
INST0285_N25_N15_D005,81.208,114.332,101.428,64.653,81.208,87.893,64.653,64.653,0.0,114.332,182.822,56.35,0.0,79.42,87.893,131.605,67.88,101.428,87.893,87.893,182.822,67.88,116.851,64.653,79.42,87.893,101.428,101.428,56.35,0.0,101.428,67.88,0.0,114.332,81.208,131.605,79.694,64.653,131.605,56.35,116.851,131.605,87.893,0.0,79.42,0.0,87.893,79.42,67.88,67.88,0.0
INST0285_N25_N15_P006,24.088,35.041,43.511,28.595,24.088,21.127,28.595,28.595,79.42,35.041,139.347,25.326,79.42,0.0,21.127,99.392,28.727,43.511,21.127,21.127,139.347,28.727,162.63,28.595,0.0,21.127,43.511,43.511,25.326,79.42,43.511,28.727,79.42,35.041,24.088,99.392,122.983,28.595,99.392,25.326,162.63,99.392,21.127,79.42,0.0,79.42,21.127,0.0,28.727,28.727,79.42
INST0285_N25_N15_D006,8.817,33.197,22.387,24.705,8.817,0.0,24.705,24.705,87.893,33.197,156.702,31.992,87.893,21.127,0.0,78.919,22.322,22.387,0.0,0.0,156.702,22.322,154.717,24.705,21.127,0.0,22.387,22.387,31.992,87.893,22.387,22.322,87.893,33.197,8.817,78.919,116.493,24.705,78.919,31.992,154.717,78.919,0.0,87.893,21.127,87.893,0.0,21.127,22.322,22.322,87.893
INST0285_N25_N15_P007,75.654,99.467,57.966,81.517,75.654,78.919,81.517,81.517,131.605,99.467,233.468,95.498,131.605,99.392,78.919,0.0,78.656,57.966,78.919,78.919,233.468,78.656,127.812,81.517,99.392,78.919,57.966,57.966,95.498,131.605,57.966,78.656,131.605,99.467,75.654,0.0,104.211,81.517,0.0,95.498,127.812,0.0,78.919,131.605,99.392,131.605,78.919,99.392,78.656,78.656,131.605
INST0285_N25_N15_D007,14.053,54.669,33.929,3.413,14.053,22.322,3.413,3.413,67.88,54.669,167.44,17.072,67.88,28.727,22.322,78.656,0.0,33.929,22.322,22.322,167.44,0.0,134.948,3.413,28.727,22.322,33.929,33.929,17.072,67.88,33.929,0.0,67.88,54.669,14.053,78.656,95.867,3.413,78.656,17.072,134.948,78.656,22.322,67.88,28.727,67.88,22.322,28.727,0.0,0.0,67.88
INST0285_N25_N15_P008,23.01,43.657,0.0,37.312,23.01,22.387,37.312,37.312,101.428,43.657,175.714,49.306,101.428,43.511,22.387,57.966,33.929,0.0,22.387,22.387,175.714,33.929,149.729,37.312,43.511,22.387,0.0,0.0,49.306,101.428,0.0,33.929,101.428,43.657,23.01,57.966,114.14,37.312,57.966,49.306,149.729,57.966,22.387,101.428,43.511,101.428,22.387,43.511,33.929,33.929,101.428
INST0285_N25_N15_D008,8.817,33.197,22.387,24.705,8.817,0.0,24.705,24.705,87.893,33.197,156.702,31.992,87.893,21.127,0.0,78.919,22.322,22.387,0.0,0.0,156.702,22.322,154.717,24.705,21.127,0.0,22.387,22.387,31.992,87.893,22.387,22.322,87.893,33.197,8.817,78.919,116.493,24.705,78.919,31.992,154.717,78.919,0.0,87.893,21.127,87.893,0.0,21.127,22.322,22.322,87.893
INST0285_N25_N15_P009,8.817,33.197,22.387,24.705,8.817,0.0,24.705,24.705,87.893,33.197,156.702,31.992,87.893,21.127,0.0,78.919,22.322,22.387,0.0,0.0,156.702,22.322,154.717,24.705,21.127,0.0,22.387,22.387,31.992,87.893,22.387,22.322,87.893,33.197,8.817,78.919,116.493,24.705,78.919,31.992,154.717,78.919,0.0,87.893,21.127,87.893,0.0,21.127,22.322,22.322,87.893
INST0285_N25_N15_D009,162.641,134.941,175.714,166.496,162.641,156.702,166.496,166.496,182.822,134.941,0.0,157.017,182.822,139.347,156.702,233.468,167.44,175.714,156.702,156.702,0.0,167.44,293.481,166.496,139.347,156.702,175.714,175.714,157.017,182.822,175.714,167.44,182.822,134.941,162.641,233.468,253.32,166.496,233.468,157.017,293.481,233.468,156.702,182.822,139.347,182.822,156.702,139.347,167.44,167.44,182.822
INST0285_N25_N15_P010,14.053,54.669,33.929,3.413,14.053,22.322,3.413,3.413,67.88,54.669,167.44,17.072,67.88,28.727,22.322,78.656,0.0,33.929,22.322,22.322,167.44,0.0,134.948,3.413,28.727,22.322,33.929,33.929,17.072,67.88,33.929,0.0,67.88,54.669,14.053,78.656,95.867,3.413,78.656,17.072,134.948,78.656,22.322,67.88,28.727,67.88,22.322,28.727,0.0,0.0,67.88
INST0285_N25_N15_D010,146.035,187.802,149.729,134.313,146.035,154.717,134.313,134.313,116.851,187.802,293.481,139.481,116.851,162.63,154.717,127.812,134.948,149.729,154.717,154.717,293.481,134.948,0.0,134.313,162.63,154.717,149.729,149.729,139.481,116.851,149.729,134.948,116.851,187.802,146.035,127.812,40.266,134.313,127.812,139.481,0.0,127.812,154.717,116.851,162.63,116.851,154.717,162.63,134.948,134.948,116.851
INST0285_N25_N15_P011,16.848,56.4,37.312,0.0,16.848,24.705,0.0,0.0,64.653,56.4,166.496,14.003,64.653,28.595,24.705,81.517,3.413,37.312,24.705,24.705,166.496,3.413,134.313,0.0,28.595,24.705,37.312,37.312,14.003,64.653,37.312,3.413,64.653,56.4,16.848,81.517,94.965,0.0,81.517,14.003,134.313,81.517,24.705,64.653,28.595,64.653,24.705,28.595,3.413,3.413,64.653
INST0285_N25_N15_D011,24.088,35.041,43.511,28.595,24.088,21.127,28.595,28.595,79.42,35.041,139.347,25.326,79.42,0.0,21.127,99.392,28.727,43.511,21.127,21.127,139.347,28.727,162.63,28.595,0.0,21.127,43.511,43.511,25.326,79.42,43.511,28.727,79.42,35.041,24.088,99.392,122.983,28.595,99.392,25.326,162.63,99.392,21.127,79.42,0.0,79.42,21.127,0.0,28.727,28.727,79.42
INST0285_N25_N15_P012,8.817,33.197,22.387,24.705,8.817,0.0,24.705,24.705,87.893,33.197,156.702,31.992,87.893,21.127,0.0,78.919,22.322,22.387,0.0,0.0,156.702,22.322,154.717,24.705,21.127,0.0,22.387,22.387,31.992,87.893,22.387,22.322,87.893,33.197,8.817,78.919,116.493,24.705,78.919,31.992,154.717,78.919,0.0,87.893,21.127,87.893,0.0,21.127,22.322,22.322,87.893
INST0285_N25_N15_D012,23.01,43.657,0.0,37.312,23.01,22.387,37.312,37.312,101.428,43.657,175.714,49.306,101.428,43.511,22.387,57.966,33.929,0.0,22.387,22.387,175.714,33.929,149.729,37.312,43.511,22.387,0.0,0.0,49.306,101.428,0.0,33.929,101.428,43.657,23.01,57.966,114.14,37.312,57.966,49.306,149.729,57.966,22.387,101.428,43.511,101.428,22.387,43.511,33.929,33.929,101.428
INST0285_N25_N15_P013,23.01,43.657,0.0,37.312,23.01,22.387,37.312,37.312,101.428,43.657,175.714,49.306,101.428,43.511,22.387,57.966,33.929,0.0,22.387,22.387,175.714,33.929,149.729,37.312,43.511,22.387,0.0,0.0,49.306,101.428,0.0,33.929,101.428,43.657,23.01,57.966,114.14,37.312,57.966,49.306,149.729,57.966,22.387,101.428,43.511,101.428,22.387,43.511,33.929,33.929,101.428
INST0285_N25_N15_D013,26.694,58.839,49.306,14.003,26.694,31.992,14.003,14.003,56.35,58.839,157.017,0.0,56.35,25.326,31.992,95.498,17.072,49.306,31.992,31.992,157.017,17.072,139.481,14.003,25.326,31.992,49.306,49.306,0.0,56.35,49.306,17.072,56.35,58.839,26.694,95.498,99.415,14.003,95.498,0.0,139.481,95.498,31.992,56.35,25.326,56.35,31.992,25.326,17.072,17.072,56.35
INST0285_N25_N15_P014,81.208,114.332,101.428,64.653,81.208,87.893,64.653,64.653,0.0,114.332,182.822,56.35,0.0,79.42,87.893,131.605,67.88,101.428,87.893,87.893,182.822,67.88,116.851,64.653,79.42,87.893,101.428,101.428,56.35,0.0,101.428,67.88,0.0,114.332,81.208,131.605,79.694,64.653,131.605,56.35,116.851,131.605,87.893,0.0,79.42,0.0,87.893,79.42,67.88,67.88,0.0
INST0285_N25_N15_D014,23.01,43.657,0.0,37.312,23.01,22.387,37.312,37.312,101.428,43.657,175.714,49.306,101.428,43.511,22.387,57.966,33.929,0.0,22.387,22.387,175.714,33.929,149.729,37.312,43.511,22.387,0.0,0.0,49.306,101.428,0.0,33.929,101.428,43.657,23.01,57.966,114.14,37.312,57.966,49.306,149.729,57.966,22.387,101.428,43.511,101.428,22.387,43.511,33.929,33.929,101.428
INST0285_N25_N15_P015,14.053,54.669,33.929,3.413,14.053,22.322,3.413,3.413,67.88,54.669,167.44,17.072,67.88,28.727,22.322,78.656,0.0,33.929,22.322,22.322,167.44,0.0,134.948,3.413,28.727,22.322,33.929,33.929,17.072,67.88,33.929,0.0,67.88,54.669,14.053,78.656,95.867,3.413,78.656,17.072,134.948,78.656,22.322,67.88,28.727,67.88,22.322,28.727,0.0,0.0,67.88
INST0285_N25_N15_D015,81.208,114.332,101.428,64.653,81.208,87.893,64.653,64.653,0.0,114.332,182.822,56.35,0.0,79.42,87.893,131.605,67.88,101.428,87.893,87.893,182.822,67.88,116.851,64.653,79.42,87.893,101.428,101.428,56.35,0.0,101.428,67.88,0.0,114.332,81.208,131.605,79.694,64.653,131.605,56.35,116.851,131.605,87.893,0.0,79.42,0.0,87.893,79.42,67.88,67.88,0.0
INST0285_N25_N15_P016,41.993,0.0,43.657,56.4,41.993,33.197,56.4,56.4,114.332,0.0,134.941,58.839,114.332,35.041,33.197,99.467,54.669,43.657,33.197,33.197,134.941,54.669,187.802,56.4,35.041,33.197,43.657,43.657,58.839,114.332,43.657,54.669,114.332,0.0,41.993,99.467,149.69,56.4,99.467,58.839,187.802,99.467,33.197,114.332,35.041,114.332,33.197,35.041,54.669,54.669,114.332
INST0285_N25_N15_D016,0.0,41.993,23.01,16.848,0.0,8.817,16.848,16.848,81.208,41.993,162.641,26.694,81.208,24.088,8.817,75.654,14.053,23.01,8.817,8.817,162.641,14.053,146.035,16.848,24.088,8.817,23.01,23.01,26.694,81.208,23.01,14.053,81.208,41.993,0.0,75.654,107.703,16.848,75.654,26.694,146.035,75.654,8.817,81.208,24.088,81.208,8.817,24.088,14.053,14.053,81.208
INST0285_N25_N15_P017,75.654,99.467,57.966,81.517,75.654,78.919,81.517,81.517,131.605,99.467,233.468,95.498,131.605,99.392,78.919,0.0,78.656,57.966,78.919,78.919,233.468,78.656,127.812,81.517,99.392,78.919,57.966,57.966,95.498,131.605,57.966,78.656,131.605,99.467,75.654,0.0,104.211,81.517,0.0,95.498,127.812,0.0,78.919,131.605,99.392,131.605,78.919,99.392,78.656,78.656,131.605
INST0285_N25_N15_D017,107.703,149.69,114.14,94.965,107.703,116.493,94.965,94.965,79.694,149.69,253.32,99.415,79.694,122.983,116.493,104.211,95.867,114.14,116.493,116.493,253.32,95.867,40.266,94.965,122.983,116.493,114.14,114.14,99.415,79.694,114.14,95.867,79.694,149.69,107.703,104.211,0.0,94.965,104.211,99.415,40.266,104.211,116.493,79.694,122.983,79.694,116.493,122.983,95.867,95.867,79.694
INST0285_N25_N15_P018,16.848,56.4,37.312,0.0,16.848,24.705,0.0,0.0,64.653,56.4,166.496,14.003,64.653,28.595,24.705,81.517,3.413,37.312,24.705,24.705,166.496,3.413,134.313,0.0,28.595,24.705,37.312,37.312,14.003,64.653,37.312,3.413,64.653,56.4,16.848,81.517,94.965,0.0,81.517,14.003,134.313,81.517,24.705,64.653,28.595,64.653,24.705,28.595,3.413,3.413,64.653
INST0285_N25_N15_D018,75.654,99.467,57.966,81.517,75.654,78.919,81.517,81.517,131.605,99.467,233.468,95.498,131.605,99.392,78.919,0.0,78.656,57.966,78.919,78.919,233.468,78.656,127.812,81.517,99.392,78.919,57.966,57.966,95.498,131.605,57.966,78.656,131.605,99.467,75.654,0.0,104.211,81.517,0.0,95.498,127.812,0.0,78.919,131.605,99.392,131.605,78.919,99.392,78.656,78.656,131.605
INST0285_N25_N15_P019,26.694,58.839,49.306,14.003,26.694,31.992,14.003,14.003,56.35,58.839,157.017,0.0,56.35,25.326,31.992,95.498,17.072,49.306,31.992,31.992,157.017,17.072,139.481,14.003,25.326,31.992,49.306,49.306,0.0,56.35,49.306,17.072,56.35,58.839,26.694,95.498,99.415,14.003,95.498,0.0,139.481,95.498,31.992,56.35,25.326,56.35,31.992,25.326,17.072,17.072,56.35
INST0285_N25_N15_D019,146.035,187.802,149.729,134.313,146.035,154.717,134.313,134.313,116.851,187.802,293.481,139.481,116.851,162.63,154.717,127.812,134.948,149.729,154.717,154.717,293.481,134.948,0.0,134.313,162.63,154.717,149.729,149.729,139.481,116.851,149.729,134.948,116.851,187.802,146.035,127.812,40.266,134.313,127.812,139.481,0.0,127.812,154.717,116.851,162.63,116.851,154.717,162.63,134.948,134.948,116.851
INST0285_N25_N15_P020,75.654,99.467,57.966,81.517,75.654,78.919,81.517,81.517,131.605,99.467,233.468,95.498,131.605,99.392,78.919,0.0,78.656,57.966,78.919,78.919,233.468,78.656,127.812,81.517,99.392,78.919,57.966,57.966,95.498,131.605,57.966,78.656,131.605,99.467,75.654,0.0,104.211,81.517,0.0,95.498,127.812,0.0,78.919,131.605,99.392,131.605,78.919,99.392,78.656,78.656,131.605
INST0285_N25_N15_D020,8.817,33.197,22.387,24.705,8.817,0.0,24.705,24.705,87.893,33.197,156.702,31.992,87.893,21.127,0.0,78.919,22.322,22.387,0.0,0.0,156.702,22.322,154.717,24.705,21.127,0.0,22.387,22.387,31.992,87.893,22.387,22.322,87.893,33.197,8.817,78.919,116.493,24.705,78.919,31.992,154.717,78.919,0.0,87.893,21.127,87.893,0.0,21.127,22.322,22.322,87.893
INST0285_N25_N15_P021,81.208,114.332,101.428,64.653,81.208,87.893,64.653,64.653,0.0,114.332,182.822,56.35,0.0,79.42,87.893,131.605,67.88,101.428,87.893,87.893,182.822,67.88,116.851,64.653,79.42,87.893,101.428,101.428,56.35,0.0,101.428,67.88,0.0,114.332,81.208,131.605,79.694,64.653,131.605,56.35,116.851,131.605,87.893,0.0,79.42,0.0,87.893,79.42,67.88,67.88,0.0
INST0285_N25_N15_D021,24.088,35.041,43.511,28.595,24.088,21.127,28.595,28.595,79.42,35.041,139.347,25.326,79.42,0.0,21.127,99.392,28.727,43.511,21.127,21.127,139.347,28.727,162.63,28.595,0.0,21.127,43.511,43.511,25.326,79.42,43.511,28.727,79.42,35.041,24.088,99.392,122.983,28.595,99.392,25.326,162.63,99.392,21.127,79.42,0.0,79.42,21.127,0.0,28.727,28.727,79.42
INST0285_N25_N15_P022,81.208,114.332,101.428,64.653,81.208,87.893,64.653,64.653,0.0,114.332,182.822,56.35,0.0,79.42,87.893,131.605,67.88,101.428,87.893,87.893,182.822,67.88,116.851,64.653,79.42,87.893,101.428,101.428,56.35,0.0,101.428,67.88,0.0,114.332,81.208,131.605,79.694,64.653,131.605,56.35,116.851,131.605,87.893,0.0,79.42,0.0,87.893,79.42,67.88,67.88,0.0
INST0285_N25_N15_D022,8.817,33.197,22.387,24.705,8.817,0.0,24.705,24.705,87.893,33.197,156.702,31.992,87.893,21.127,0.0,78.919,22.322,22.387,0.0,0.0,156.702,22.322,154.717,24.705,21.127,0.0,22.387,22.387,31.992,87.893,22.387,22.322,87.893,33.197,8.817,78.919,116.493,24.705,78.919,31.992,154.717,78.919,0.0,87.893,21.127,87.893,0.0,21.127,22.322,22.322,87.893
INST0285_N25_N15_P023,24.088,35.041,43.511,28.595,24.088,21.127,28.595,28.595,79.42,35.041,139.347,25.326,79.42,0.0,21.127,99.392,28.727,43.511,21.127,21.127,139.347,28.727,162.63,28.595,0.0,21.127,43.511,43.511,25.326,79.42,43.511,28.727,79.42,35.041,24.088,99.392,122.983,28.595,99.392,25.326,162.63,99.392,21.127,79.42,0.0,79.42,21.127,0.0,28.727,28.727,79.42
INST0285_N25_N15_D023,14.053,54.669,33.929,3.413,14.053,22.322,3.413,3.413,67.88,54.669,167.44,17.072,67.88,28.727,22.322,78.656,0.0,33.929,22.322,22.322,167.44,0.0,134.948,3.413,28.727,22.322,33.929,33.929,17.072,67.88,33.929,0.0,67.88,54.669,14.053,78.656,95.867,3.413,78.656,17.072,134.948,78.656,22.322,67.88,28.727,67.88,22.322,28.727,0.0,0.0,67.88
INST0285_N25_N15_P024,14.053,54.669,33.929,3.413,14.053,22.322,3.413,3.413,67.88,54.669,167.44,17.072,67.88,28.727,22.322,78.656,0.0,33.929,22.322,22.322,167.44,0.0,134.948,3.413,28.727,22.322,33.929,33.929,17.072,67.88,33.929,0.0,67.88,54.669,14.053,78.656,95.867,3.413,78.656,17.072,134.948,78.656,22.322,67.88,28.727,67.88,22.322,28.727,0.0,0.0,67.88
INST0285_N25_N15_D024,81.208,114.332,101.428,64.653,81.208,87.893,64.653,64.653,0.0,114.332,182.822,56.35,0.0,79.42,87.893,131.605,67.88,101.428,87.893,87.893,182.822,67.88,116.851,64.653,79.42,87.893,101.428,101.428,56.35,0.0,101.428,67.88,0.0,114.332,81.208,131.605,79.694,64.653,131.605,56.35,116.851,131.605,87.893,0.0,79.42,0.0,87.893,79.42,67.88,67.88,0.0
