,depot,INST0239_N20_S29_P000,INST0239_N20_S29_D000,INST0239_N20_S29_P001,INST0239_N20_S29_D001,INST0239_N20_S29_P002,INST0239_N20_S29_D002,INST0239_N20_S29_P003,INST0239_N20_S29_D003,INST0239_N20_S29_P004,INST0239_N20_S29_D004,INST0239_N20_S29_P005,INST0239_N20_S29_D005,INST0239_N20_S29_P006,INST0239_N20_S29_D006,INST0239_N20_S29_P007,INST0239_N20_S29_D007,INST0239_N20_S29_P008,INST0239_N20_S29_D008,INST0239_N20_S29_P009,INST0239_N20_S29_D009,INST0239_N20_S29_P010,INST0239_N20_S29_D010,INST0239_N20_S29_P011,INST0239_N20_S29_D011,INST0239_N20_S29_P012,INST0239_N20_S29_D012,INST0239_N20_S29_P013,INST0239_N20_S29_D013,INST0239_N20_S29_P014,INST0239_N20_S29_D014,INST0239_N20_S29_P015,INST0239_N20_S29_D015,INST0239_N20_S29_P016,INST0239_N20_S29_D016,INST0239_N20_S29_P017,INST0239_N20_S29_D017,INST0239_N20_S29_P018,INST0239_N20_S29_D018,INST0239_N20_S29_P019,INST0239_N20_S29_D019
INST0239_N20_S29_P012,25.439,21.517,19.629,45.002,19.629,83.416,59.019,59.019,21.517,55.171,45.002,83.416,91.902,45.002,124.222,19.629,21.517,25.439,19.629,45.002,19.629,19.629,19.488,45.002,55.171,0.0,25.439,19.488,19.629,83.416,21.517,55.171,83.416,59.019,0.0,59.019,0.0,45.002,91.902,25.439,21.517
INST0239_N20_S29_D012,0.0,32.298,10.881,43.838,10.881,58.699,65.452,65.452,32.298,54.565,43.838,58.699,89.072,43.838,122.952,10.881,32.298,0.0,10.881,43.838,10.881,10.881,44.339,43.838,54.565,25.439,0.0,44.339,10.881,58.699,32.298,54.565,58.699,65.452,25.439,65.452,25.439,43.838,89.072,0.0,32.298
INST0239_N20_S29_P013,44.339,24.954,36.46,59.003,36.46,102.776,54.903,54.903,24.954,67.889,59.003,102.776,103.829,59.003,134.327,36.46,24.954,44.339,36.46,59.003,36.46,36.46,0.0,59.003,67.889,19.488,44.339,0.0,36.46,102.776,24.954,67.889,102.776,54.903,19.488,54.903,19.488,59.003,103.829,44.339,24.954
INST0239_N20_S29_D013,10.881,21.478,0.0,50.526,0.0,68.319,55.179,55.179,21.478,61.394,50.526,68.319,97.061,50.526,130.689,0.0,21.478,10.881,0.0,50.526,0.0,0.0,36.46,50.526,61.394,19.629,10.881,36.46,0.0,68.319,21.478,61.394,68.319,55.179,19.629,55.179,19.629,50.526,97.061,10.881,21.478
INST0239_N20_S29_P014,58.699,88.975,68.319,71.865,68.319,0.0,113.511,113.511,88.975,77.092,71.865,0.0,93.449,71.865,123.443,68.319,88.975,58.699,68.319,71.865,68.319,68.319,102.776,71.865,77.092,83.416,58.699,102.776,68.319,0.0,88.975,77.092,0.0,113.511,83.416,113.511,83.416,71.865,93.449,58.699,88.975
INST0239_N20_S29_D014,32.298,0.0,21.478,65.388,21.478,88.975,37.715,37.715,0.0,75.908,65.388,88.975,112.576,65.388,145.321,21.478,0.0,32.298,21.478,65.388,21.478,21.478,24.954,65.388,75.908,21.517,32.298,24.954,21.478,88.975,0.0,75.908,88.975,37.715,21.517,37.715,21.517,65.388,112.576,32.298,0.0
INST0239_N20_S29_P015,54.565,75.908,61.394,10.867,61.394,77.092,113.587,113.587,75.908,0.0,10.867,77.092,36.733,10.867,69.589,61.394,75.908,54.565,61.394,10.867,61.394,61.394,67.889,10.867,0.0,55.171,54.565,67.889,61.394,77.092,75.908,0.0,77.092,113.587,55.171,113.587,55.171,10.867,36.733,54.565,75.908
INST0239_N20_S29_D015,58.699,88.975,68.319,71.865,68.319,0.0,113.511,113.511,88.975,77.092,71.865,0.0,93.449,71.865,123.443,68.319,88.975,58.699,68.319,71.865,68.319,68.319,102.776,71.865,77.092,83.416,58.699,102.776,68.319,0.0,88.975,77.092,0.0,113.511,83.416,113.511,83.416,71.865,93.449,58.699,88.975
INST0239_N20_S29_P016,65.452,37.715,55.179,103.002,55.179,113.511,0.0,0.0,37.715,113.587,103.002,113.511,150.208,103.002,183.035,55.179,37.715,65.452,55.179,103.002,55.179,55.179,54.903,103.002,113.587,59.019,65.452,54.903,55.179,113.511,37.715,113.587,113.511,0.0,59.019,0.0,59.019,103.002,150.208,65.452,37.715
INST0239_N20_S29_D016,25.439,21.517,19.629,45.002,19.629,83.416,59.019,59.019,21.517,55.171,45.002,83.416,91.902,45.002,124.222,19.629,21.517,25.439,19.629,45.002,19.629,19.629,19.488,45.002,55.171,0.0,25.439,19.488,19.629,83.416,21.517,55.171,83.416,59.019,0.0,59.019,0.0,45.002,91.902,25.439,21.517
INST0239_N20_S29_P017,65.452,37.715,55.179,103.002,55.179,113.511,0.0,0.0,37.715,113.587,103.002,113.511,150.208,103.002,183.035,55.179,37.715,65.452,55.179,103.002,55.179,55.179,54.903,103.002,113.587,59.019,65.452,54.903,55.179,113.511,37.715,113.587,113.511,0.0,59.019,0.0,59.019,103.002,150.208,65.452,37.715
INST0239_N20_S29_D017,25.439,21.517,19.629,45.002,19.629,83.416,59.019,59.019,21.517,55.171,45.002,83.416,91.902,45.002,124.222,19.629,21.517,25.439,19.629,45.002,19.629,19.629,19.488,45.002,55.171,0.0,25.439,19.488,19.629,83.416,21.517,55.171,83.416,59.019,0.0,59.019,0.0,45.002,91.902,25.439,21.517
INST0239_N20_S29_P018,43.838,65.388,50.526,0.0,50.526,71.865,103.002,103.002,65.388,10.867,0.0,71.865,47.206,0.0,80.368,50.526,65.388,43.838,50.526,0.0,50.526,50.526,59.003,0.0,10.867,45.002,43.838,59.003,50.526,71.865,65.388,10.867,71.865,103.002,45.002,103.002,45.002,0.0,47.206,43.838,65.388
INST0239_N20_S29_D018,89.072,112.576,97.061,47.206,97.061,93.449,150.208,150.208,112.576,36.733,47.206,93.449,0.0,47.206,33.969,97.061,112.576,89.072,97.061,47.206,97.061,97.061,103.829,47.206,36.733,91.902,89.072,103.829,97.061,93.449,112.576,36.733,93.449,150.208,91.902,150.208,91.902,47.206,0.0,89.072,112.576
INST0239_N20_S29_P019,0.0,32.298,10.881,43.838,10.881,58.699,65.452,65.452,32.298,54.565,43.838,58.699,89.072,43.838,122.952,10.881,32.298,0.0,10.881,43.838,10.881,10.881,44.339,43.838,54.565,25.439,0.0,44.339,10.881,58.699,32.298,54.565,58.699,65.452,25.439,65.452,25.439,43.838,89.072,0.0,32.298
INST0239_N20_S29_D019,32.298,0.0,21.478,65.388,21.478,88.975,37.715,37.715,0.0,75.908,65.388,88.975,112.576,65.388,145.321,21.478,0.0,32.298,21.478,65.388,21.478,21.478,24.954,65.388,75.908,21.517,32.298,24.954,21.478,88.975,0.0,75.908,88.975,37.715,21.517,37.715,21.517,65.388,112.576,32.298,0.0
