,depot,INST0246_N22_N06_P000,INST0246_N22_N06_D000,INST0246_N22_N06_P001,INST0246_N22_N06_D001,INST0246_N22_N06_P002,INST0246_N22_N06_D002,INST0246_N22_N06_P003,INST0246_N22_N06_D003,INST0246_N22_N06_P004,INST0246_N22_N06_D004,INST0246_N22_N06_P005,INST0246_N22_N06_D005,INST0246_N22_N06_P006,INST0246_N22_N06_D006,INST0246_N22_N06_P007,INST0246_N22_N06_D007,INST0246_N22_N06_P008,INST0246_N22_N06_D008,INST0246_N22_N06_P009,INST0246_N22_N06_D009,INST0246_N22_N06_P010,INST0246_N22_N06_D010,INST0246_N22_N06_P011,INST0246_N22_N06_D011,INST0246_N22_N06_P012,INST0246_N22_N06_D012,INST0246_N22_N06_P013,INST0246_N22_N06_D013,INST0246_N22_N06_P014,INST0246_N22_N06_D014,INST0246_N22_N06_P015,INST0246_N22_N06_D015,INST0246_N22_N06_P016,INST0246_N22_N06_D016,INST0246_N22_N06_P017,INST0246_N22_N06_D017,INST0246_N22_N06_P018,INST0246_N22_N06_D018,INST0246_N22_N06_P019,INST0246_N22_N06_D019,INST0246_N22_N06_P020,INST0246_N22_N06_D020,INST0246_N22_N06_P021,INST0246_N22_N06_D021
INST0246_N22_N06_D004,122.983,95.867,40.266,116.493,122.983,149.69,122.983,95.867,107.703,99.415,0.0,149.69,95.867,95.867,122.983,116.493,79.694,116.493,149.69,116.493,122.983,79.694,149.69,116.493,40.266,99.415,253.32,107.703,104.211,79.694,40.266,94.965,40.266,99.415,149.69,149.69,0.0,116.493,0.0,149.69,79.694,122.983,79.694,94.965,107.703
INST0246_N22_N06_P005,35.041,54.669,187.802,33.197,35.041,0.0,35.041,54.669,41.993,58.839,149.69,0.0,54.669,54.669,35.041,33.197,114.332,33.197,0.0,33.197,35.041,114.332,0.0,33.197,187.802,58.839,134.941,41.993,99.467,114.332,187.802,56.4,187.802,58.839,0.0,0.0,149.69,33.197,149.69,0.0,114.332,35.041,114.332,56.4,41.993
INST0246_N22_N06_D005,28.727,0.0,134.948,22.322,28.727,54.669,28.727,0.0,14.053,17.072,95.867,54.669,0.0,0.0,28.727,22.322,67.88,22.322,54.669,22.322,28.727,67.88,54.669,22.322,134.948,17.072,167.44,14.053,78.656,67.88,134.948,3.413,134.948,17.072,54.669,54.669,95.867,22.322,95.867,54.669,67.88,28.727,67.88,3.413,14.053
INST0246_N22_N06_P006,28.727,0.0,134.948,22.322,28.727,54.669,28.727,0.0,14.053,17.072,95.867,54.669,0.0,0.0,28.727,22.322,67.88,22.322,54.669,22.322,28.727,67.88,54.669,22.322,134.948,17.072,167.44,14.053,78.656,67.88,134.948,3.413,134.948,17.072,54.669,54.669,95.867,22.322,95.867,54.669,67.88,28.727,67.88,3.413,14.053
INST0246_N22_N06_D006,0.0,28.727,162.63,21.127,0.0,35.041,0.0,28.727,24.088,25.326,122.983,35.041,28.727,28.727,0.0,21.127,79.42,21.127,35.041,21.127,0.0,79.42,35.041,21.127,162.63,25.326,139.347,24.088,99.392,79.42,162.63,28.595,162.63,25.326,35.041,35.041,122.983,21.127,122.983,35.041,79.42,0.0,79.42,28.595,24.088
INST0246_N22_N06_P007,21.127,22.322,154.717,0.0,21.127,33.197,21.127,22.322,8.817,31.992,116.493,33.197,22.322,22.322,21.127,0.0,87.893,0.0,33.197,0.0,21.127,87.893,33.197,0.0,154.717,31.992,156.702,8.817,78.919,87.893,154.717,24.705,154.717,31.992,33.197,33.197,116.493,0.0,116.493,33.197,87.893,21.127,87.893,24.705,8.817
INST0246_N22_N06_D007,79.42,67.88,116.851,87.893,79.42,114.332,79.42,67.88,81.208,56.35,79.694,114.332,67.88,67.88,79.42,87.893,0.0,87.893,114.332,87.893,79.42,0.0,114.332,87.893,116.851,56.35,182.822,81.208,131.605,0.0,116.851,64.653,116.851,56.35,114.332,114.332,79.694,87.893,79.694,114.332,0.0,79.42,0.0,64.653,81.208
INST0246_N22_N06_P008,21.127,22.322,154.717,0.0,21.127,33.197,21.127,22.322,8.817,31.992,116.493,33.197,22.322,22.322,21.127,0.0,87.893,0.0,33.197,0.0,21.127,87.893,33.197,0.0,154.717,31.992,156.702,8.817,78.919,87.893,154.717,24.705,154.717,31.992,33.197,33.197,116.493,0.0,116.493,33.197,87.893,21.127,87.893,24.705,8.817
INST0246_N22_N06_D008,35.041,54.669,187.802,33.197,35.041,0.0,35.041,54.669,41.993,58.839,149.69,0.0,54.669,54.669,35.041,33.197,114.332,33.197,0.0,33.197,35.041,114.332,0.0,33.197,187.802,58.839,134.941,41.993,99.467,114.332,187.802,56.4,187.802,58.839,0.0,0.0,149.69,33.197,149.69,0.0,114.332,35.041,114.332,56.4,41.993
INST0246_N22_N06_P009,21.127,22.322,154.717,0.0,21.127,33.197,21.127,22.322,8.817,31.992,116.493,33.197,22.322,22.322,21.127,0.0,87.893,0.0,33.197,0.0,21.127,87.893,33.197,0.0,154.717,31.992,156.702,8.817,78.919,87.893,154.717,24.705,154.717,31.992,33.197,33.197,116.493,0.0,116.493,33.197,87.893,21.127,87.893,24.705,8.817
INST0246_N22_N06_D009,0.0,28.727,162.63,21.127,0.0,35.041,0.0,28.727,24.088,25.326,122.983,35.041,28.727,28.727,0.0,21.127,79.42,21.127,35.041,21.127,0.0,79.42,35.041,21.127,162.63,25.326,139.347,24.088,99.392,79.42,162.63,28.595,162.63,25.326,35.041,35.041,122.983,21.127,122.983,35.041,79.42,0.0,79.42,28.595,24.088
INST0246_N22_N06_P010,79.42,67.88,116.851,87.893,79.42,114.332,79.42,67.88,81.208,56.35,79.694,114.332,67.88,67.88,79.42,87.893,0.0,87.893,114.332,87.893,79.42,0.0,114.332,87.893,116.851,56.35,182.822,81.208,131.605,0.0,116.851,64.653,116.851,56.35,114.332,114.332,79.694,87.893,79.694,114.332,0.0,79.42,0.0,64.653,81.208
INST0246_N22_N06_D010,35.041,54.669,187.802,33.197,35.041,0.0,35.041,54.669,41.993,58.839,149.69,0.0,54.669,54.669,35.041,33.197,114.332,33.197,0.0,33.197,35.041,114.332,0.0,33.197,187.802,58.839,134.941,41.993,99.467,114.332,187.802,56.4,187.802,58.839,0.0,0.0,149.69,33.197,149.69,0.0,114.332,35.041,114.332,56.4,41.993
INST0246_N22_N06_P011,21.127,22.322,154.717,0.0,21.127,33.197,21.127,22.322,8.817,31.992,116.493,33.197,22.322,22.322,21.127,0.0,87.893,0.0,33.197,0.0,21.127,87.893,33.197,0.0,154.717,31.992,156.702,8.817,78.919,87.893,154.717,24.705,154.717,31.992,33.197,33.197,116.493,0.0,116.493,33.197,87.893,21.127,87.893,24.705,8.817
INST0246_N22_N06_D011,162.63,134.948,0.0,154.717,162.63,187.802,162.63,134.948,146.035,139.481,40.266,187.802,134.948,134.948,162.63,154.717,116.851,154.717,187.802,154.717,162.63,116.851,187.802,154.717,0.0,139.481,293.481,146.035,127.812,116.851,0.0,134.313,0.0,139.481,187.802,187.802,40.266,154.717,40.266,187.802,116.851,162.63,116.851,134.313,146.035
INST0246_N22_N06_P012,25.326,17.072,139.481,31.992,25.326,58.839,25.326,17.072,26.694,0.0,99.415,58.839,17.072,17.072,25.326,31.992,56.35,31.992,58.839,31.992,25.326,56.35,58.839,31.992,139.481,0.0,157.017,26.694,95.498,56.35,139.481,14.003,139.481,0.0,58.839,58.839,99.415,31.992,99.415,58.839,56.35,25.326,56.35,14.003,26.694
INST0246_N22_N06_D012,139.347,167.44,293.481,156.702,139.347,134.941,139.347,167.44,162.641,157.017,253.32,134.941,167.44,167.44,139.347,156.702,182.822,156.702,134.941,156.702,139.347,182.822,134.941,156.702,293.481,157.017,0.0,162.641,233.468,182.822,293.481,166.496,293.481,157.017,134.941,134.941,253.32,156.702,253.32,134.941,182.822,139.347,182.822,166.496,162.641
INST0246_N22_N06_P013,24.088,14.053,146.035,8.817,24.088,41.993,24.088,14.053,0.0,26.694,107.703,41.993,14.053,14.053,24.088,8.817,81.208,8.817,41.993,8.817,24.088,81.208,41.993,8.817,146.035,26.694,162.641,0.0,75.654,81.208,146.035,16.848,146.035,26.694,41.993,41.993,107.703,8.817,107.703,41.993,81.208,24.088,81.208,16.848,0.0
INST0246_N22_N06_D013,99.392,78.656,127.812,78.919,99.392,99.467,99.392,78.656,75.654,95.498,104.211,99.467,78.656,78.656,99.392,78.919,131.605,78.919,99.467,78.919,99.392,131.605,99.467,78.919,127.812,95.498,233.468,75.654,0.0,131.605,127.812,81.517,127.812,95.498,99.467,99.467,104.211,78.919,104.211,99.467,131.605,99.392,131.605,81.517,75.654
INST0246_N22_N06_P014,79.42,67.88,116.851,87.893,79.42,114.332,79.42,67.88,81.208,56.35,79.694,114.332,67.88,67.88,79.42,87.893,0.0,87.893,114.332,87.893,79.42,0.0,114.332,87.893,116.851,56.35,182.822,81.208,131.605,0.0,116.851,64.653,116.851,56.35,114.332,114.332,79.694,87.893,79.694,114.332,0.0,79.42,0.0,64.653,81.208
INST0246_N22_N06_D014,162.63,134.948,0.0,154.717,162.63,187.802,162.63,134.948,146.035,139.481,40.266,187.802,134.948,134.948,162.63,154.717,116.851,154.717,187.802,154.717,162.63,116.851,187.802,154.717,0.0,139.481,293.481,146.035,127.812,116.851,0.0,134.313,0.0,139.481,187.802,187.802,40.266,154.717,40.266,187.802,116.851,162.63,116.851,134.313,146.035
INST0246_N22_N06_P015,28.595,3.413,134.313,24.705,28.595,56.4,28.595,3.413,16.848,14.003,94.965,56.4,3.413,3.413,28.595,24.705,64.653,24.705,56.4,24.705,28.595,64.653,56.4,24.705,134.313,14.003,166.496,16.848,81.517,64.653,134.313,0.0,134.313,14.003,56.4,56.4,94.965,24.705,94.965,56.4,64.653,28.595,64.653,0.0,16.848
INST0246_N22_N06_D015,162.63,134.948,0.0,154.717,162.63,187.802,162.63,134.948,146.035,139.481,40.266,187.802,134.948,134.948,162.63,154.717,116.851,154.717,187.802,154.717,162.63,116.851,187.802,154.717,0.0,139.481,293.481,146.035,127.812,116.851,0.0,134.313,0.0,139.481,187.802,187.802,40.266,154.717,40.266,187.802,116.851,162.63,116.851,134.313,146.035
INST0246_N22_N06_P016,25.326,17.072,139.481,31.992,25.326,58.839,25.326,17.072,26.694,0.0,99.415,58.839,17.072,17.072,25.326,31.992,56.35,31.992,58.839,31.992,25.326,56.35,58.839,31.992,139.481,0.0,157.017,26.694,95.498,56.35,139.481,14.003,139.481,0.0,58.839,58.839,99.415,31.992,99.415,58.839,56.35,25.326,56.35,14.003,26.694
INST0246_N22_N06_D016,35.041,54.669,187.802,33.197,35.041,0.0,35.041,54.669,41.993,58.839,149.69,0.0,54.669,54.669,35.041,33.197,114.332,33.197,0.0,33.197,35.041,114.332,0.0,33.197,187.802,58.839,134.941,41.993,99.467,114.332,187.802,56.4,187.802,58.839,0.0,0.0,149.69,33.197,149.69,0.0,114.332,35.041,114.332,56.4,41.993
INST0246_N22_N06_P017,35.041,54.669,187.802,33.197,35.041,0.0,35.041,54.669,41.993,58.839,149.69,0.0,54.669,54.669,35.041,33.197,114.332,33.197,0.0,33.197,35.041,114.332,0.0,33.197,187.802,58.839,134.941,41.993,99.467,114.332,187.802,56.4,187.802,58.839,0.0,0.0,149.69,33.197,149.69,0.0,114.332,35.041,114.332,56.4,41.993
INST0246_N22_N06_D017,122.983,95.867,40.266,116.493,122.983,149.69,122.983,95.867,107.703,99.415,0.0,149.69,95.867,95.867,122.983,116.493,79.694,116.493,149.69,116.493,122.983,79.694,149.69,116.493,40.266,99.415,253.32,107.703,104.211,79.694,40.266,94.965,40.266,99.415,149.69,149.69,0.0,116.493,0.0,149.69,79.694,122.983,79.694,94.965,107.703
INST0246_N22_N06_P018,21.127,22.322,154.717,0.0,21.127,33.197,21.127,22.322,8.817,31.992,116.493,33.197,22.322,22.322,21.127,0.0,87.893,0.0,33.197,0.0,21.127,87.893,33.197,0.0,154.717,31.992,156.702,8.817,78.919,87.893,154.717,24.705,154.717,31.992,33.197,33.197,116.493,0.0,116.493,33.197,87.893,21.127,87.893,24.705,8.817
INST0246_N22_N06_D018,122.983,95.867,40.266,116.493,122.983,149.69,122.983,95.867,107.703,99.415,0.0,149.69,95.867,95.867,122.983,116.493,79.694,116.493,149.69,116.493,122.983,79.694,149.69,116.493,40.266,99.415,253.32,107.703,104.211,79.694,40.266,94.965,40.266,99.415,149.69,149.69,0.0,116.493,0.0,149.69,79.694,122.983,79.694,94.965,107.703
INST0246_N22_N06_P019,35.041,54.669,187.802,33.197,35.041,0.0,35.041,54.669,41.993,58.839,149.69,0.0,54.669,54.669,35.041,33.197,114.332,33.197,0.0,33.197,35.041,114.332,0.0,33.197,187.802,58.839,134.941,41.993,99.467,114.332,187.802,56.4,187.802,58.839,0.0,0.0,149.69,33.197,149.69,0.0,114.332,35.041,114.332,56.4,41.993
INST0246_N22_N06_D019,79.42,67.88,116.851,87.893,79.42,114.332,79.42,67.88,81.208,56.35,79.694,114.332,67.88,67.88,79.42,87.893,0.0,87.893,114.332,87.893,79.42,0.0,114.332,87.893,116.851,56.35,182.822,81.208,131.605,0.0,116.851,64.653,116.851,56.35,114.332,114.332,79.694,87.893,79.694,114.332,0.0,79.42,0.0,64.653,81.208
INST0246_N22_N06_P020,0.0,28.727,162.63,21.127,0.0,35.041,0.0,28.727,24.088,25.326,122.983,35.041,28.727,28.727,0.0,21.127,79.42,21.127,35.041,21.127,0.0,79.42,35.041,21.127,162.63,25.326,139.347,24.088,99.392,79.42,162.63,28.595,162.63,25.326,35.041,35.041,122.983,21.127,122.983,35.041,79.42,0.0,79.42,28.595,24.088
INST0246_N22_N06_D020,79.42,67.88,116.851,87.893,79.42,114.332,79.42,67.88,81.208,56.35,79.694,114.332,67.88,67.88,79.42,87.893,0.0,87.893,114.332,87.893,79.42,0.0,114.332,87.893,116.851,56.35,182.822,81.208,131.605,0.0,116.851,64.653,116.851,56.35,114.332,114.332,79.694,87.893,79.694,114.332,0.0,79.42,0.0,64.653,81.208
INST0246_N22_N06_P021,28.595,3.413,134.313,24.705,28.595,56.4,28.595,3.413,16.848,14.003,94.965,56.4,3.413,3.413,28.595,24.705,64.653,24.705,56.4,24.705,28.595,64.653,56.4,24.705,134.313,14.003,166.496,16.848,81.517,64.653,134.313,0.0,134.313,14.003,56.4,56.4,94.965,24.705,94.965,56.4,64.653,28.595,64.653,0.0,16.848
INST0246_N22_N06_D021,24.088,14.053,146.035,8.817,24.088,41.993,24.088,14.053,0.0,26.694,107.703,41.993,14.053,14.053,24.088,8.817,81.208,8.817,41.993,8.817,24.088,81.208,41.993,8.817,146.035,26.694,162.641,0.0,75.654,81.208,146.035,16.848,146.035,26.694,41.993,41.993,107.703,8.817,107.703,41.993,81.208,24.088,81.208,16.848,0.0
