,depot,INST0161_N15_S11_P000,INST0161_N15_S11_D000,INST0161_N15_S11_P001,INST0161_N15_S11_D001,INST0161_N15_S11_P002,INST0161_N15_S11_D002,INST0161_N15_S11_P003,INST0161_N15_S11_D003,INST0161_N15_S11_P004,INST0161_N15_S11_D004,INST0161_N15_S11_P005,INST0161_N15_S11_D005,INST0161_N15_S11_P006,INST0161_N15_S11_D006,INST0161_N15_S11_P007,INST0161_N15_S11_D007,INST0161_N15_S11_P008,INST0161_N15_S11_D008,INST0161_N15_S11_P009,INST0161_N15_S11_D009,INST0161_N15_S11_P010,INST0161_N15_S11_D010,INST0161_N15_S11_P011,INST0161_N15_S11_D011,INST0161_N15_S11_P012,INST0161_N15_S11_D012,INST0161_N15_S11_P013,INST0161_N15_S11_D013,INST0161_N15_S11_P014,INST0161_N15_S11_D014
INST0161_N15_S11_P005,26.505,7.008,26.505,26.505,60.745,41.761,58.521,49.927,41.761,0.0,60.745,0.0,95.708,26.505,0.0,5.477,26.505,24.239,95.708,41.761,58.521,7.008,60.745,60.745,7.008,24.239,49.927,7.008,49.927,49.927,5.477
INST0161_N15_S11_D005,112.576,89.072,112.576,112.576,36.733,103.829,150.208,47.206,103.829,95.708,36.733,95.708,0.0,112.576,95.708,97.061,112.576,91.902,0.0,103.829,150.208,89.072,36.733,36.733,89.072,91.902,47.206,89.072,47.206,47.206,97.061
INST0161_N15_S11_P006,0.0,32.298,0.0,0.0,75.908,24.954,37.715,65.388,24.954,26.505,75.908,26.505,112.576,0.0,26.505,21.478,0.0,21.517,112.576,24.954,37.715,32.298,75.908,75.908,32.298,21.517,65.388,32.298,65.388,65.388,21.478
INST0161_N15_S11_D006,26.505,7.008,26.505,26.505,60.745,41.761,58.521,49.927,41.761,0.0,60.745,0.0,95.708,26.505,0.0,5.477,26.505,24.239,95.708,41.761,58.521,7.008,60.745,60.745,7.008,24.239,49.927,7.008,49.927,49.927,5.477
INST0161_N15_S11_P007,21.478,10.881,21.478,21.478,61.394,36.46,55.179,50.526,36.46,5.477,61.394,5.477,97.061,21.478,5.477,0.0,21.478,19.629,97.061,36.46,55.179,10.881,61.394,61.394,10.881,19.629,50.526,10.881,50.526,50.526,0.0
INST0161_N15_S11_D007,0.0,32.298,0.0,0.0,75.908,24.954,37.715,65.388,24.954,26.505,75.908,26.505,112.576,0.0,26.505,21.478,0.0,21.517,112.576,24.954,37.715,32.298,75.908,75.908,32.298,21.517,65.388,32.298,65.388,65.388,21.478
INST0161_N15_S11_P008,21.517,25.439,21.517,21.517,55.171,19.488,59.019,45.002,19.488,24.239,55.171,24.239,91.902,21.517,24.239,19.629,21.517,0.0,91.902,19.488,59.019,25.439,55.171,55.171,25.439,0.0,45.002,25.439,45.002,45.002,19.629
INST0161_N15_S11_D008,112.576,89.072,112.576,112.576,36.733,103.829,150.208,47.206,103.829,95.708,36.733,95.708,0.0,112.576,95.708,97.061,112.576,91.902,0.0,103.829,150.208,89.072,36.733,36.733,89.072,91.902,47.206,89.072,47.206,47.206,97.061
INST0161_N15_S11_P009,24.954,44.339,24.954,24.954,67.889,0.0,54.903,59.003,0.0,41.761,67.889,41.761,103.829,24.954,41.761,36.46,24.954,19.488,103.829,0.0,54.903,44.339,67.889,67.889,44.339,19.488,59.003,44.339,59.003,59.003,36.46
INST0161_N15_S11_D009,37.715,65.452,37.715,37.715,113.587,54.903,0.0,103.002,54.903,58.521,113.587,58.521,150.208,37.715,58.521,55.179,37.715,59.019,150.208,54.903,0.0,65.452,113.587,113.587,65.452,59.019,103.002,65.452,103.002,103.002,55.179
INST0161_N15_S11_P010,32.298,0.0,32.298,32.298,54.565,44.339,65.452,43.838,44.339,7.008,54.565,7.008,89.072,32.298,7.008,10.881,32.298,25.439,89.072,44.339,65.452,0.0,54.565,54.565,0.0,25.439,43.838,0.0,43.838,43.838,10.881
INST0161_N15_S11_D010,75.908,54.565,75.908,75.908,0.0,67.889,113.587,10.867,67.889,60.745,0.0,60.745,36.733,75.908,60.745,61.394,75.908,55.171,36.733,67.889,113.587,54.565,0.0,0.0,54.565,55.171,10.867,54.565,10.867,10.867,61.394
INST0161_N15_S11_P011,75.908,54.565,75.908,75.908,0.0,67.889,113.587,10.867,67.889,60.745,0.0,60.745,36.733,75.908,60.745,61.394,75.908,55.171,36.733,67.889,113.587,54.565,0.0,0.0,54.565,55.171,10.867,54.565,10.867,10.867,61.394
INST0161_N15_S11_D011,32.298,0.0,32.298,32.298,54.565,44.339,65.452,43.838,44.339,7.008,54.565,7.008,89.072,32.298,7.008,10.881,32.298,25.439,89.072,44.339,65.452,0.0,54.565,54.565,0.0,25.439,43.838,0.0,43.838,43.838,10.881
INST0161_N15_S11_P012,21.517,25.439,21.517,21.517,55.171,19.488,59.019,45.002,19.488,24.239,55.171,24.239,91.902,21.517,24.239,19.629,21.517,0.0,91.902,19.488,59.019,25.439,55.171,55.171,25.439,0.0,45.002,25.439,45.002,45.002,19.629
INST0161_N15_S11_D012,65.388,43.838,65.388,65.388,10.867,59.003,103.002,0.0,59.003,49.927,10.867,49.927,47.206,65.388,49.927,50.526,65.388,45.002,47.206,59.003,103.002,43.838,10.867,10.867,43.838,45.002,0.0,43.838,0.0,0.0,50.526
INST0161_N15_S11_P013,32.298,0.0,32.298,32.298,54.565,44.339,65.452,43.838,44.339,7.008,54.565,7.008,89.072,32.298,7.008,10.881,32.298,25.439,89.072,44.339,65.452,0.0,54.565,54.565,0.0,25.439,43.838,0.0,43.838,43.838,10.881
INST0161_N15_S11_D013,65.388,43.838,65.388,65.388,10.867,59.003,103.002,0.0,59.003,49.927,10.867,49.927,47.206,65.388,49.927,50.526,65.388,45.002,47.206,59.003,103.002,43.838,10.867,10.867,43.838,45.002,0.0,43.838,0.0,0.0,50.526
INST0161_N15_S11_P014,65.388,43.838,65.388,65.388,10.867,59.003,103.002,0.0,59.003,49.927,10.867,49.927,47.206,65.388,49.927,50.526,65.388,45.002,47.206,59.003,103.002,43.838,10.867,10.867,43.838,45.002,0.0,43.838,0.0,0.0,50.526
INST0161_N15_S11_D014,21.478,10.881,21.478,21.478,61.394,36.46,55.179,50.526,36.46,5.477,61.394,5.477,97.061,21.478,5.477,0.0,21.478,19.629,97.061,36.46,55.179,10.881,61.394,61.394,10.881,19.629,50.526,10.881,50.526,50.526,0.0
