,depot,INST0191_N18_S11_P000,INST0191_N18_S11_D000,INST0191_N18_S11_P001,INST0191_N18_S11_D001,INST0191_N18_S11_P002,INST0191_N18_S11_D002,INST0191_N18_S11_P003,INST0191_N18_S11_D003,INST0191_N18_S11_P004,INST0191_N18_S11_D004,INST0191_N18_S11_P005,INST0191_N18_S11_D005,INST0191_N18_S11_P006,INST0191_N18_S11_D006,INST0191_N18_S11_P007,INST0191_N18_S11_D007,INST0191_N18_S11_P008,INST0191_N18_S11_D008,INST0191_N18_S11_P009,INST0191_N18_S11_D009,INST0191_N18_S11_P010,INST0191_N18_S11_D010,INST0191_N18_S11_P011,INST0191_N18_S11_D011,INST0191_N18_S11_P012,INST0191_N18_S11_D012,INST0191_N18_S11_P013,INST0191_N18_S11_D013,INST0191_N18_S11_P014,INST0191_N18_S11_D014,INST0191_N18_S11_P015,INST0191_N18_S11_D015,INST0191_N18_S11_P016,INST0191_N18_S11_D016,INST0191_N18_S11_P017,INST0191_N18_S11_D017
INST0191_N18_S11_P011,24.954,0.0,36.46,54.903,0.0,19.488,59.003,44.339,102.776,19.488,102.776,54.903,41.761,19.488,0.0,59.003,41.761,44.339,102.776,67.889,103.829,24.954,41.761,0.0,103.829,36.46,67.889,59.003,24.954,19.488,134.327,36.46,103.829,41.761,19.488,67.889,134.327
INST0191_N18_S11_D011,112.576,103.829,97.061,150.208,103.829,91.902,47.206,89.072,93.449,91.902,93.449,150.208,95.708,91.902,103.829,47.206,95.708,89.072,93.449,36.733,0.0,112.576,95.708,103.829,0.0,97.061,36.733,47.206,112.576,91.902,33.969,97.061,0.0,95.708,91.902,36.733,33.969
INST0191_N18_S11_P012,21.478,36.46,0.0,55.179,36.46,19.629,50.526,10.881,68.319,19.629,68.319,55.179,5.477,19.629,36.46,50.526,5.477,10.881,68.319,61.394,97.061,21.478,5.477,36.46,97.061,0.0,61.394,50.526,21.478,19.629,130.689,0.0,97.061,5.477,19.629,61.394,130.689
INST0191_N18_S11_D012,75.908,67.889,61.394,113.587,67.889,55.171,10.867,54.565,77.092,55.171,77.092,113.587,60.745,55.171,67.889,10.867,60.745,54.565,77.092,0.0,36.733,75.908,60.745,67.889,36.733,61.394,0.0,10.867,75.908,55.171,69.589,61.394,36.733,60.745,55.171,0.0,69.589
INST0191_N18_S11_P013,65.388,59.003,50.526,103.002,59.003,45.002,0.0,43.838,71.865,45.002,71.865,103.002,49.927,45.002,59.003,0.0,49.927,43.838,71.865,10.867,47.206,65.388,49.927,59.003,47.206,50.526,10.867,0.0,65.388,45.002,80.368,50.526,47.206,49.927,45.002,10.867,80.368
INST0191_N18_S11_D013,0.0,24.954,21.478,37.715,24.954,21.517,65.388,32.298,88.975,21.517,88.975,37.715,26.505,21.517,24.954,65.388,26.505,32.298,88.975,75.908,112.576,0.0,26.505,24.954,112.576,21.478,75.908,65.388,0.0,21.517,145.321,21.478,112.576,26.505,21.517,75.908,145.321
INST0191_N18_S11_P014,21.517,19.488,19.629,59.019,19.488,0.0,45.002,25.439,83.416,0.0,83.416,59.019,24.239,0.0,19.488,45.002,24.239,25.439,83.416,55.171,91.902,21.517,24.239,19.488,91.902,19.629,55.171,45.002,21.517,0.0,124.222,19.629,91.902,24.239,0.0,55.171,124.222
INST0191_N18_S11_D014,145.321,134.327,130.689,183.035,134.327,124.222,80.368,122.952,123.443,124.222,123.443,183.035,129.526,124.222,134.327,80.368,129.526,122.952,123.443,69.589,33.969,145.321,129.526,134.327,33.969,130.689,69.589,80.368,145.321,124.222,0.0,130.689,33.969,129.526,124.222,69.589,0.0
INST0191_N18_S11_P015,21.478,36.46,0.0,55.179,36.46,19.629,50.526,10.881,68.319,19.629,68.319,55.179,5.477,19.629,36.46,50.526,5.477,10.881,68.319,61.394,97.061,21.478,5.477,36.46,97.061,0.0,61.394,50.526,21.478,19.629,130.689,0.0,97.061,5.477,19.629,61.394,130.689
INST0191_N18_S11_D015,112.576,103.829,97.061,150.208,103.829,91.902,47.206,89.072,93.449,91.902,93.449,150.208,95.708,91.902,103.829,47.206,95.708,89.072,93.449,36.733,0.0,112.576,95.708,103.829,0.0,97.061,36.733,47.206,112.576,91.902,33.969,97.061,0.0,95.708,91.902,36.733,33.969
INST0191_N18_S11_P016,26.505,41.761,5.477,58.521,41.761,24.239,49.927,7.008,62.898,24.239,62.898,58.521,0.0,24.239,41.761,49.927,0.0,7.008,62.898,60.745,95.708,26.505,0.0,41.761,95.708,5.477,60.745,49.927,26.505,24.239,129.526,5.477,95.708,0.0,24.239,60.745,129.526
INST0191_N18_S11_D016,21.517,19.488,19.629,59.019,19.488,0.0,45.002,25.439,83.416,0.0,83.416,59.019,24.239,0.0,19.488,45.002,24.239,25.439,83.416,55.171,91.902,21.517,24.239,19.488,91.902,19.629,55.171,45.002,21.517,0.0,124.222,19.629,91.902,24.239,0.0,55.171,124.222
INST0191_N18_S11_P017,75.908,67.889,61.394,113.587,67.889,55.171,10.867,54.565,77.092,55.171,77.092,113.587,60.745,55.171,67.889,10.867,60.745,54.565,77.092,0.0,36.733,75.908,60.745,67.889,36.733,61.394,0.0,10.867,75.908,55.171,69.589,61.394,36.733,60.745,55.171,0.0,69.589
INST0191_N18_S11_D017,145.321,134.327,130.689,183.035,134.327,124.222,80.368,122.952,123.443,124.222,123.443,183.035,129.526,124.222,134.327,80.368,129.526,122.952,123.443,69.589,33.969,145.321,129.526,134.327,33.969,130.689,69.589,80.368,145.321,124.222,0.0,130.689,33.969,129.526,124.222,69.589,0.0
