,depot,INST0294_N25_N24_P000,INST0294_N25_N24_D000,INST0294_N25_N24_P001,INST0294_N25_N24_D001,INST0294_N25_N24_P002,INST0294_N25_N24_D002,INST0294_N25_N24_P003,INST0294_N25_N24_D003,INST0294_N25_N24_P004,INST0294_N25_N24_D004,INST0294_N25_N24_P005,INST0294_N25_N24_D005,INST0294_N25_N24_P006,INST0294_N25_N24_D006,INST0294_N25_N24_P007,INST0294_N25_N24_D007,INST0294_N25_N24_P008,INST0294_N25_N24_D008,INST0294_N25_N24_P009,INST0294_N25_N24_D009,INST0294_N25_N24_P010,INST0294_N25_N24_D010,INST0294_N25_N24_P011,INST0294_N25_N24_D011,INST0294_N25_N24_P012,INST0294_N25_N24_D012,INST0294_N25_N24_P013,INST0294_N25_N24_D013,INST0294_N25_N24_P014,INST0294_N25_N24_D014,INST0294_N25_N24_P015,INST0294_N25_N24_D015,INST0294_N25_N24_P016,INST0294_N25_N24_D016,INST0294_N25_N24_P017,INST0294_N25_N24_D017,INST0294_N25_N24_P018,INST0294_N25_N24_D018,INST0294_N25_N24_P019,INST0294_N25_N24_D019,INST0294_N25_N24_P020,INST0294_N25_N24_D020,INST0294_N25_N24_P021,INST0294_N25_N24_D021,INST0294_N25_N24_P022,INST0294_N25_N24_D022,INST0294_N25_N24_P023,INST0294_N25_N24_D023,INST0294_N25_N24_P024,INST0294_N25_N24_D024
INST0294_N25_N24_D004,46.06,13.759,0.0,46.06,77.555,0.0,23.353,23.353,46.06,20.176,0.0,13.759,23.353,13.759,77.555,13.759,46.06,30.471,77.555,30.471,11.436,2.788,20.176,13.759,77.555,2.788,52.8,20.176,66.572,20.176,46.06,20.176,46.06,46.06,0.0,30.471,109.689,20.176,46.06,30.471,109.689,23.353,52.8,11.436,13.759,2.788,66.572,13.759,30.471,20.176,77.555
INST0294_N25_N24_P005,34.294,0.0,13.759,34.294,87.958,13.759,19.671,19.671,34.294,7.201,13.759,0.0,19.671,0.0,87.958,0.0,34.294,18.791,87.958,18.791,21.8,11.477,7.201,0.0,87.958,11.477,66.32,7.201,61.784,7.201,34.294,7.201,34.294,34.294,13.759,18.791,119.262,7.201,34.294,18.791,119.262,19.671,66.32,21.8,0.0,11.477,61.784,0.0,18.791,7.201,87.958
INST0294_N25_N24_D005,28.616,19.671,23.353,28.616,100.436,23.353,0.0,0.0,28.616,17.254,23.353,19.671,0.0,19.671,100.436,19.671,28.616,35.534,100.436,35.534,20.683,23.461,17.254,19.671,100.436,23.461,64.86,17.254,81.17,17.254,28.616,17.254,28.616,28.616,23.353,35.534,132.815,17.254,28.616,35.534,132.815,0.0,64.86,20.683,19.671,23.461,81.17,19.671,35.534,17.254,100.436
INST0294_N25_N24_P006,34.294,0.0,13.759,34.294,87.958,13.759,19.671,19.671,34.294,7.201,13.759,0.0,19.671,0.0,87.958,0.0,34.294,18.791,87.958,18.791,21.8,11.477,7.201,0.0,87.958,11.477,66.32,7.201,61.784,7.201,34.294,7.201,34.294,34.294,13.759,18.791,119.262,7.201,34.294,18.791,119.262,19.671,66.32,21.8,0.0,11.477,61.784,0.0,18.791,7.201,87.958
INST0294_N25_N24_D006,122.247,87.958,77.555,122.247,0.0,77.555,100.436,100.436,122.247,95.136,77.555,87.958,100.436,87.958,0.0,87.958,122.247,93.214,0.0,93.214,81.189,78.292,95.136,87.958,0.0,78.292,65.084,95.136,85.106,95.136,122.247,95.136,122.247,122.247,77.555,93.214,32.884,95.136,122.247,93.214,32.884,100.436,65.084,81.189,87.958,78.292,85.106,87.958,93.214,95.136,0.0
INST0294_N25_N24_P007,34.294,0.0,13.759,34.294,87.958,13.759,19.671,19.671,34.294,7.201,13.759,0.0,19.671,0.0,87.958,0.0,34.294,18.791,87.958,18.791,21.8,11.477,7.201,0.0,87.958,11.477,66.32,7.201,61.784,7.201,34.294,7.201,34.294,34.294,13.759,18.791,119.262,7.201,34.294,18.791,119.262,19.671,66.32,21.8,0.0,11.477,61.784,0.0,18.791,7.201,87.958
INST0294_N25_N24_D007,0.0,34.294,46.06,0.0,122.247,46.06,28.616,28.616,0.0,27.111,46.06,34.294,28.616,34.294,122.247,34.294,0.0,35.653,122.247,35.653,48.052,44.646,27.111,34.294,122.247,44.646,93.371,27.111,81.232,27.111,0.0,27.111,0.0,0.0,46.06,35.653,153.371,27.111,0.0,35.653,153.371,28.616,93.371,48.052,34.294,44.646,81.232,34.294,35.653,27.111,122.247
INST0294_N25_N24_P008,35.653,18.791,30.471,35.653,93.214,30.471,35.534,35.534,35.653,18.283,30.471,18.791,35.534,18.791,93.214,18.791,35.653,0.0,93.214,0.0,40.266,27.709,18.283,18.791,93.214,27.709,82.833,18.283,47.339,18.283,35.653,18.283,35.653,35.653,30.471,0.0,122.278,18.283,35.653,0.0,122.278,35.534,82.833,40.266,18.791,27.709,47.339,18.791,0.0,18.283,93.214
INST0294_N25_N24_D008,122.247,87.958,77.555,122.247,0.0,77.555,100.436,100.436,122.247,95.136,77.555,87.958,100.436,87.958,0.0,87.958,122.247,93.214,0.0,93.214,81.189,78.292,95.136,87.958,0.0,78.292,65.084,95.136,85.106,95.136,122.247,95.136,122.247,122.247,77.555,93.214,32.884,95.136,122.247,93.214,32.884,100.436,65.084,81.189,87.958,78.292,85.106,87.958,93.214,95.136,0.0
INST0294_N25_N24_P009,35.653,18.791,30.471,35.653,93.214,30.471,35.534,35.534,35.653,18.283,30.471,18.791,35.534,18.791,93.214,18.791,35.653,0.0,93.214,0.0,40.266,27.709,18.283,18.791,93.214,27.709,82.833,18.283,47.339,18.283,35.653,18.283,35.653,35.653,30.471,0.0,122.278,18.283,35.653,0.0,122.278,35.534,82.833,40.266,18.791,27.709,47.339,18.791,0.0,18.283,93.214
INST0294_N25_N24_D009,48.052,21.8,11.436,48.052,81.189,11.436,20.683,20.683,48.052,26.126,11.436,21.8,20.683,21.8,81.189,21.8,48.052,40.266,81.189,40.266,0.0,13.942,26.126,21.8,81.189,13.942,46.019,26.126,77.99,26.126,48.052,26.126,48.052,48.052,11.436,40.266,113.909,26.126,48.052,40.266,113.909,20.683,46.019,0.0,21.8,13.942,77.99,21.8,40.266,26.126,81.189
INST0294_N25_N24_P010,44.646,11.477,2.788,44.646,78.292,2.788,23.461,23.461,44.646,18.229,2.788,11.477,23.461,11.477,78.292,11.477,44.646,27.709,78.292,27.709,13.942,0.0,18.229,11.477,78.292,0.0,55.435,18.229,64.236,18.229,44.646,18.229,44.646,44.646,2.788,27.709,110.207,18.229,44.646,27.709,110.207,23.461,55.435,13.942,11.477,0.0,64.236,11.477,27.709,18.229,78.292
INST0294_N25_N24_D010,27.111,7.201,20.176,27.111,95.136,20.176,17.254,17.254,27.111,0.0,20.176,7.201,17.254,7.201,95.136,7.201,27.111,18.283,95.136,18.283,26.126,18.229,0.0,7.201,95.136,18.229,71.779,0.0,64.45,0.0,27.111,0.0,27.111,27.111,20.176,18.283,126.352,0.0,27.111,18.283,126.352,17.254,71.779,26.126,7.201,18.229,64.45,7.201,18.283,0.0,95.136
INST0294_N25_N24_P011,34.294,0.0,13.759,34.294,87.958,13.759,19.671,19.671,34.294,7.201,13.759,0.0,19.671,0.0,87.958,0.0,34.294,18.791,87.958,18.791,21.8,11.477,7.201,0.0,87.958,11.477,66.32,7.201,61.784,7.201,34.294,7.201,34.294,34.294,13.759,18.791,119.262,7.201,34.294,18.791,119.262,19.671,66.32,21.8,0.0,11.477,61.784,0.0,18.791,7.201,87.958
INST0294_N25_N24_D011,122.247,87.958,77.555,122.247,0.0,77.555,100.436,100.436,122.247,95.136,77.555,87.958,100.436,87.958,0.0,87.958,122.247,93.214,0.0,93.214,81.189,78.292,95.136,87.958,0.0,78.292,65.084,95.136,85.106,95.136,122.247,95.136,122.247,122.247,77.555,93.214,32.884,95.136,122.247,93.214,32.884,100.436,65.084,81.189,87.958,78.292,85.106,87.958,93.214,95.136,0.0
INST0294_N25_N24_P012,44.646,11.477,2.788,44.646,78.292,2.788,23.461,23.461,44.646,18.229,2.788,11.477,23.461,11.477,78.292,11.477,44.646,27.709,78.292,27.709,13.942,0.0,18.229,11.477,78.292,0.0,55.435,18.229,64.236,18.229,44.646,18.229,44.646,44.646,2.788,27.709,110.207,18.229,44.646,27.709,110.207,23.461,55.435,13.942,11.477,0.0,64.236,11.477,27.709,18.229,78.292
INST0294_N25_N24_D012,93.371,66.32,52.8,93.371,65.084,52.8,64.86,64.86,93.371,71.779,52.8,66.32,64.86,66.32,65.084,66.32,93.371,82.833,65.084,82.833,46.019,55.435,71.779,66.32,65.084,55.435,0.0,71.779,107.477,71.779,93.371,71.779,93.371,93.371,52.8,82.833,95.428,71.779,93.371,82.833,95.428,64.86,0.0,46.019,66.32,55.435,107.477,66.32,82.833,71.779,65.084
INST0294_N25_N24_P013,27.111,7.201,20.176,27.111,95.136,20.176,17.254,17.254,27.111,0.0,20.176,7.201,17.254,7.201,95.136,7.201,27.111,18.283,95.136,18.283,26.126,18.229,0.0,7.201,95.136,18.229,71.779,0.0,64.45,0.0,27.111,0.0,27.111,27.111,20.176,18.283,126.352,0.0,27.111,18.283,126.352,17.254,71.779,26.126,7.201,18.229,64.45,7.201,18.283,0.0,95.136
INST0294_N25_N24_D013,81.232,61.784,66.572,81.232,85.106,66.572,81.17,81.17,81.232,64.45,66.572,61.784,81.17,61.784,85.106,61.784,81.232,47.339,85.106,47.339,77.99,64.236,64.45,61.784,85.106,64.236,107.477,64.45,0.0,64.45,81.232,64.45,81.232,81.232,66.572,47.339,104.379,64.45,81.232,47.339,104.379,81.17,107.477,77.99,61.784,64.236,0.0,61.784,47.339,64.45,85.106
INST0294_N25_N24_P014,27.111,7.201,20.176,27.111,95.136,20.176,17.254,17.254,27.111,0.0,20.176,7.201,17.254,7.201,95.136,7.201,27.111,18.283,95.136,18.283,26.126,18.229,0.0,7.201,95.136,18.229,71.779,0.0,64.45,0.0,27.111,0.0,27.111,27.111,20.176,18.283,126.352,0.0,27.111,18.283,126.352,17.254,71.779,26.126,7.201,18.229,64.45,7.201,18.283,0.0,95.136
INST0294_N25_N24_D014,0.0,34.294,46.06,0.0,122.247,46.06,28.616,28.616,0.0,27.111,46.06,34.294,28.616,34.294,122.247,34.294,0.0,35.653,122.247,35.653,48.052,44.646,27.111,34.294,122.247,44.646,93.371,27.111,81.232,27.111,0.0,27.111,0.0,0.0,46.06,35.653,153.371,27.111,0.0,35.653,153.371,28.616,93.371,48.052,34.294,44.646,81.232,34.294,35.653,27.111,122.247
INST0294_N25_N24_P015,27.111,7.201,20.176,27.111,95.136,20.176,17.254,17.254,27.111,0.0,20.176,7.201,17.254,7.201,95.136,7.201,27.111,18.283,95.136,18.283,26.126,18.229,0.0,7.201,95.136,18.229,71.779,0.0,64.45,0.0,27.111,0.0,27.111,27.111,20.176,18.283,126.352,0.0,27.111,18.283,126.352,17.254,71.779,26.126,7.201,18.229,64.45,7.201,18.283,0.0,95.136
INST0294_N25_N24_D015,0.0,34.294,46.06,0.0,122.247,46.06,28.616,28.616,0.0,27.111,46.06,34.294,28.616,34.294,122.247,34.294,0.0,35.653,122.247,35.653,48.052,44.646,27.111,34.294,122.247,44.646,93.371,27.111,81.232,27.111,0.0,27.111,0.0,0.0,46.06,35.653,153.371,27.111,0.0,35.653,153.371,28.616,93.371,48.052,34.294,44.646,81.232,34.294,35.653,27.111,122.247
INST0294_N25_N24_P016,0.0,34.294,46.06,0.0,122.247,46.06,28.616,28.616,0.0,27.111,46.06,34.294,28.616,34.294,122.247,34.294,0.0,35.653,122.247,35.653,48.052,44.646,27.111,34.294,122.247,44.646,93.371,27.111,81.232,27.111,0.0,27.111,0.0,0.0,46.06,35.653,153.371,27.111,0.0,35.653,153.371,28.616,93.371,48.052,34.294,44.646,81.232,34.294,35.653,27.111,122.247
INST0294_N25_N24_D016,46.06,13.759,0.0,46.06,77.555,0.0,23.353,23.353,46.06,20.176,0.0,13.759,23.353,13.759,77.555,13.759,46.06,30.471,77.555,30.471,11.436,2.788,20.176,13.759,77.555,2.788,52.8,20.176,66.572,20.176,46.06,20.176,46.06,46.06,0.0,30.471,109.689,20.176,46.06,30.471,109.689,23.353,52.8,11.436,13.759,2.788,66.572,13.759,30.471,20.176,77.555
INST0294_N25_N24_P017,35.653,18.791,30.471,35.653,93.214,30.471,35.534,35.534,35.653,18.283,30.471,18.791,35.534,18.791,93.214,18.791,35.653,0.0,93.214,0.0,40.266,27.709,18.283,18.791,93.214,27.709,82.833,18.283,47.339,18.283,35.653,18.283,35.653,35.653,30.471,0.0,122.278,18.283,35.653,0.0,122.278,35.534,82.833,40.266,18.791,27.709,47.339,18.791,0.0,18.283,93.214
INST0294_N25_N24_D017,153.371,119.262,109.689,153.371,32.884,109.689,132.815,132.815,153.371,126.352,109.689,119.262,132.815,119.262,32.884,119.262,153.371,122.278,32.884,122.278,113.909,110.207,126.352,119.262,32.884,110.207,95.428,126.352,104.379,126.352,153.371,126.352,153.371,153.371,109.689,122.278,0.0,126.352,153.371,122.278,0.0,132.815,95.428,113.909,119.262,110.207,104.379,119.262,122.278,126.352,32.884
INST0294_N25_N24_P018,27.111,7.201,20.176,27.111,95.136,20.176,17.254,17.254,27.111,0.0,20.176,7.201,17.254,7.201,95.136,7.201,27.111,18.283,95.136,18.283,26.126,18.229,0.0,7.201,95.136,18.229,71.779,0.0,64.45,0.0,27.111,0.0,27.111,27.111,20.176,18.283,126.352,0.0,27.111,18.283,126.352,17.254,71.779,26.126,7.201,18.229,64.45,7.201,18.283,0.0,95.136
INST0294_N25_N24_D018,0.0,34.294,46.06,0.0,122.247,46.06,28.616,28.616,0.0,27.111,46.06,34.294,28.616,34.294,122.247,34.294,0.0,35.653,122.247,35.653,48.052,44.646,27.111,34.294,122.247,44.646,93.371,27.111,81.232,27.111,0.0,27.111,0.0,0.0,46.06,35.653,153.371,27.111,0.0,35.653,153.371,28.616,93.371,48.052,34.294,44.646,81.232,34.294,35.653,27.111,122.247
INST0294_N25_N24_P019,35.653,18.791,30.471,35.653,93.214,30.471,35.534,35.534,35.653,18.283,30.471,18.791,35.534,18.791,93.214,18.791,35.653,0.0,93.214,0.0,40.266,27.709,18.283,18.791,93.214,27.709,82.833,18.283,47.339,18.283,35.653,18.283,35.653,35.653,30.471,0.0,122.278,18.283,35.653,0.0,122.278,35.534,82.833,40.266,18.791,27.709,47.339,18.791,0.0,18.283,93.214
INST0294_N25_N24_D019,153.371,119.262,109.689,153.371,32.884,109.689,132.815,132.815,153.371,126.352,109.689,119.262,132.815,119.262,32.884,119.262,153.371,122.278,32.884,122.278,113.909,110.207,126.352,119.262,32.884,110.207,95.428,126.352,104.379,126.352,153.371,126.352,153.371,153.371,109.689,122.278,0.0,126.352,153.371,122.278,0.0,132.815,95.428,113.909,119.262,110.207,104.379,119.262,122.278,126.352,32.884
INST0294_N25_N24_P020,28.616,19.671,23.353,28.616,100.436,23.353,0.0,0.0,28.616,17.254,23.353,19.671,0.0,19.671,100.436,19.671,28.616,35.534,100.436,35.534,20.683,23.461,17.254,19.671,100.436,23.461,64.86,17.254,81.17,17.254,28.616,17.254,28.616,28.616,23.353,35.534,132.815,17.254,28.616,35.534,132.815,0.0,64.86,20.683,19.671,23.461,81.17,19.671,35.534,17.254,100.436
INST0294_N25_N24_D020,93.371,66.32,52.8,93.371,65.084,52.8,64.86,64.86,93.371,71.779,52.8,66.32,64.86,66.32,65.084,66.32,93.371,82.833,65.084,82.833,46.019,55.435,71.779,66.32,65.084,55.435,0.0,71.779,107.477,71.779,93.371,71.779,93.371,93.371,52.8,82.833,95.428,71.779,93.371,82.833,95.428,64.86,0.0,46.019,66.32,55.435,107.477,66.32,82.833,71.779,65.084
INST0294_N25_N24_P021,48.052,21.8,11.436,48.052,81.189,11.436,20.683,20.683,48.052,26.126,11.436,21.8,20.683,21.8,81.189,21.8,48.052,40.266,81.189,40.266,0.0,13.942,26.126,21.8,81.189,13.942,46.019,26.126,77.99,26.126,48.052,26.126,48.052,48.052,11.436,40.266,113.909,26.126,48.052,40.266,113.909,20.683,46.019,0.0,21.8,13.942,77.99,21.8,40.266,26.126,81.189
INST0294_N25_N24_D021,34.294,0.0,13.759,34.294,87.958,13.759,19.671,19.671,34.294,7.201,13.759,0.0,19.671,0.0,87.958,0.0,34.294,18.791,87.958,18.791,21.8,11.477,7.201,0.0,87.958,11.477,66.32,7.201,61.784,7.201,34.294,7.201,34.294,34.294,13.759,18.791,119.262,7.201,34.294,18.791,119.262,19.671,66.32,21.8,0.0,11.477,61.784,0.0,18.791,7.201,87.958
INST0294_N25_N24_P022,44.646,11.477,2.788,44.646,78.292,2.788,23.461,23.461,44.646,18.229,2.788,11.477,23.461,11.477,78.292,11.477,44.646,27.709,78.292,27.709,13.942,0.0,18.229,11.477,78.292,0.0,55.435,18.229,64.236,18.229,44.646,18.229,44.646,44.646,2.788,27.709,110.207,18.229,44.646,27.709,110.207,23.461,55.435,13.942,11.477,0.0,64.236,11.477,27.709,18.229,78.292
INST0294_N25_N24_D022,81.232,61.784,66.572,81.232,85.106,66.572,81.17,81.17,81.232,64.45,66.572,61.784,81.17,61.784,85.106,61.784,81.232,47.339,85.106,47.339,77.99,64.236,64.45,61.784,85.106,64.236,107.477,64.45,0.0,64.45,81.232,64.45,81.232,81.232,66.572,47.339,104.379,64.45,81.232,47.339,104.379,81.17,107.477,77.99,61.784,64.236,0.0,61.784,47.339,64.45,85.106
INST0294_N25_N24_P023,34.294,0.0,13.759,34.294,87.958,13.759,19.671,19.671,34.294,7.201,13.759,0.0,19.671,0.0,87.958,0.0,34.294,18.791,87.958,18.791,21.8,11.477,7.201,0.0,87.958,11.477,66.32,7.201,61.784,7.201,34.294,7.201,34.294,34.294,13.759,18.791,119.262,7.201,34.294,18.791,119.262,19.671,66.32,21.8,0.0,11.477,61.784,0.0,18.791,7.201,87.958
INST0294_N25_N24_D023,35.653,18.791,30.471,35.653,93.214,30.471,35.534,35.534,35.653,18.283,30.471,18.791,35.534,18.791,93.214,18.791,35.653,0.0,93.214,0.0,40.266,27.709,18.283,18.791,93.214,27.709,82.833,18.283,47.339,18.283,35.653,18.283,35.653,35.653,30.471,0.0,122.278,18.283,35.653,0.0,122.278,35.534,82.833,40.266,18.791,27.709,47.339,18.791,0.0,18.283,93.214
INST0294_N25_N24_P024,27.111,7.201,20.176,27.111,95.136,20.176,17.254,17.254,27.111,0.0,20.176,7.201,17.254,7.201,95.136,7.201,27.111,18.283,95.136,18.283,26.126,18.229,0.0,7.201,95.136,18.229,71.779,0.0,64.45,0.0,27.111,0.0,27.111,27.111,20.176,18.283,126.352,0.0,27.111,18.283,126.352,17.254,71.779,26.126,7.201,18.229,64.45,7.201,18.283,0.0,95.136
INST0294_N25_N24_D024,122.247,87.958,77.555,122.247,0.0,77.555,100.436,100.436,122.247,95.136,77.555,87.958,100.436,87.958,0.0,87.958,122.247,93.214,0.0,93.214,81.189,78.292,95.136,87.958,0.0,78.292,65.084,95.136,85.106,95.136,122.247,95.136,122.247,122.247,77.555,93.214,32.884,95.136,122.247,93.214,32.884,100.436,65.084,81.189,87.958,78.292,85.106,87.958,93.214,95.136,0.0
