,depot,INST0193_N18_W13_P000,INST0193_N18_W13_D000,INST0193_N18_W13_P001,INST0193_N18_W13_D001,INST0193_N18_W13_P002,INST0193_N18_W13_D002,INST0193_N18_W13_P003,INST0193_N18_W13_D003,INST0193_N18_W13_P004,INST0193_N18_W13_D004,INST0193_N18_W13_P005,INST0193_N18_W13_D005,INST0193_N18_W13_P006,INST0193_N18_W13_D006,INST0193_N18_W13_P007,INST0193_N18_W13_D007,INST0193_N18_W13_P008,INST0193_N18_W13_D008,INST0193_N18_W13_P009,INST0193_N18_W13_D009,INST0193_N18_W13_P010,INST0193_N18_W13_D010,INST0193_N18_W13_P011,INST0193_N18_W13_D011,INST0193_N18_W13_P012,INST0193_N18_W13_D012,INST0193_N18_W13_P013,INST0193_N18_W13_D013,INST0193_N18_W13_P014,INST0193_N18_W13_D014,INST0193_N18_W13_P015,INST0193_N18_W13_D015,INST0193_N18_W13_P016,INST0193_N18_W13_D016,INST0193_N18_W13_P017,INST0193_N18_W13_D017
INST0193_N18_W13_P006,50.015,49.056,94.929,50.015,67.612,24.909,94.929,66.284,70.587,24.909,70.587,0.0,49.056,0.0,50.015,66.284,77.687,66.284,86.82,50.015,24.909,0.0,49.056,24.909,66.284,49.056,50.015,66.284,77.687,49.056,84.648,66.284,49.056,49.056,84.648,0.0,84.648
INST0193_N18_W13_D006,0.0,97.602,142.787,0.0,117.595,70.637,142.787,18.026,115.643,70.637,115.643,50.015,97.602,50.015,0.0,18.026,124.166,18.026,129.907,0.0,70.637,50.015,97.602,70.637,18.026,97.602,0.0,18.026,124.166,97.602,133.671,18.026,97.602,97.602,133.671,50.015,133.671
INST0193_N18_W13_P007,18.026,114.719,160.194,18.026,133.769,88.095,160.194,0.0,128.123,88.095,128.123,66.284,114.719,66.284,18.026,0.0,141.804,0.0,147.866,18.026,88.095,66.284,114.719,88.095,0.0,114.719,18.026,0.0,141.804,114.719,150.679,0.0,114.719,114.719,150.679,66.284,150.679
INST0193_N18_W13_D007,124.166,29.878,20.081,124.166,32.905,53.818,20.081,141.804,75.699,53.818,75.699,77.687,29.878,77.687,124.166,141.804,0.0,141.804,17.435,124.166,53.818,77.687,29.878,53.818,141.804,29.878,124.166,141.804,0.0,29.878,20.02,141.804,29.878,29.878,20.02,77.687,20.02
INST0193_N18_W13_P008,18.026,114.719,160.194,18.026,133.769,88.095,160.194,0.0,128.123,88.095,128.123,66.284,114.719,66.284,18.026,0.0,141.804,0.0,147.866,18.026,88.095,66.284,114.719,88.095,0.0,114.719,18.026,0.0,141.804,114.719,150.679,0.0,114.719,114.719,150.679,66.284,150.679
INST0193_N18_W13_D008,129.907,43.098,28.407,129.907,50.317,61.972,28.407,147.866,92.961,61.972,92.961,86.82,43.098,86.82,129.907,147.866,17.435,147.866,0.0,129.907,61.972,86.82,43.098,61.972,147.866,43.098,129.907,147.866,17.435,43.098,35.228,147.866,43.098,43.098,35.228,86.82,35.228
INST0193_N18_W13_P009,0.0,97.602,142.787,0.0,117.595,70.637,142.787,18.026,115.643,70.637,115.643,50.015,97.602,50.015,0.0,18.026,124.166,18.026,129.907,0.0,70.637,50.015,97.602,70.637,18.026,97.602,0.0,18.026,124.166,97.602,133.671,18.026,97.602,97.602,133.671,50.015,133.671
INST0193_N18_W13_D009,70.637,27.496,72.151,70.637,50.631,0.0,72.151,88.095,68.471,0.0,68.471,24.909,27.496,24.909,70.637,88.095,53.818,88.095,61.972,70.637,0.0,24.909,27.496,0.0,88.095,27.496,70.637,88.095,53.818,27.496,63.48,88.095,27.496,27.496,63.48,24.909,63.48
INST0193_N18_W13_P010,50.015,49.056,94.929,50.015,67.612,24.909,94.929,66.284,70.587,24.909,70.587,0.0,49.056,0.0,50.015,66.284,77.687,66.284,86.82,50.015,24.909,0.0,49.056,24.909,66.284,49.056,50.015,66.284,77.687,49.056,84.648,66.284,49.056,49.056,84.648,0.0,84.648
INST0193_N18_W13_D010,97.602,0.0,45.89,97.602,25.201,27.496,45.89,114.719,56.961,27.496,56.961,49.056,0.0,49.056,97.602,114.719,29.878,114.719,43.098,97.602,27.496,49.056,0.0,27.496,114.719,0.0,97.602,114.719,29.878,0.0,36.098,114.719,0.0,0.0,36.098,49.056,36.098
INST0193_N18_W13_P011,70.637,27.496,72.151,70.637,50.631,0.0,72.151,88.095,68.471,0.0,68.471,24.909,27.496,24.909,70.637,88.095,53.818,88.095,61.972,70.637,0.0,24.909,27.496,0.0,88.095,27.496,70.637,88.095,53.818,27.496,63.48,88.095,27.496,27.496,63.48,24.909,63.48
INST0193_N18_W13_D011,18.026,114.719,160.194,18.026,133.769,88.095,160.194,0.0,128.123,88.095,128.123,66.284,114.719,66.284,18.026,0.0,141.804,0.0,147.866,18.026,88.095,66.284,114.719,88.095,0.0,114.719,18.026,0.0,141.804,114.719,150.679,0.0,114.719,114.719,150.679,66.284,150.679
INST0193_N18_W13_P012,97.602,0.0,45.89,97.602,25.201,27.496,45.89,114.719,56.961,27.496,56.961,49.056,0.0,49.056,97.602,114.719,29.878,114.719,43.098,97.602,27.496,49.056,0.0,27.496,114.719,0.0,97.602,114.719,29.878,0.0,36.098,114.719,0.0,0.0,36.098,49.056,36.098
INST0193_N18_W13_D012,0.0,97.602,142.787,0.0,117.595,70.637,142.787,18.026,115.643,70.637,115.643,50.015,97.602,50.015,0.0,18.026,124.166,18.026,129.907,0.0,70.637,50.015,97.602,70.637,18.026,97.602,0.0,18.026,124.166,97.602,133.671,18.026,97.602,97.602,133.671,50.015,133.671
INST0193_N18_W13_P013,18.026,114.719,160.194,18.026,133.769,88.095,160.194,0.0,128.123,88.095,128.123,66.284,114.719,66.284,18.026,0.0,141.804,0.0,147.866,18.026,88.095,66.284,114.719,88.095,0.0,114.719,18.026,0.0,141.804,114.719,150.679,0.0,114.719,114.719,150.679,66.284,150.679
INST0193_N18_W13_D013,124.166,29.878,20.081,124.166,32.905,53.818,20.081,141.804,75.699,53.818,75.699,77.687,29.878,77.687,124.166,141.804,0.0,141.804,17.435,124.166,53.818,77.687,29.878,53.818,141.804,29.878,124.166,141.804,0.0,29.878,20.02,141.804,29.878,29.878,20.02,77.687,20.02
INST0193_N18_W13_P014,97.602,0.0,45.89,97.602,25.201,27.496,45.89,114.719,56.961,27.496,56.961,49.056,0.0,49.056,97.602,114.719,29.878,114.719,43.098,97.602,27.496,49.056,0.0,27.496,114.719,0.0,97.602,114.719,29.878,0.0,36.098,114.719,0.0,0.0,36.098,49.056,36.098
INST0193_N18_W13_D014,133.671,36.098,14.369,133.671,22.951,63.48,14.369,150.679,64.294,63.48,64.294,84.648,36.098,84.648,133.671,150.679,20.02,150.679,35.228,133.671,63.48,84.648,36.098,63.48,150.679,36.098,133.671,150.679,20.02,36.098,0.0,150.679,36.098,36.098,0.0,84.648,0.0
INST0193_N18_W13_P015,18.026,114.719,160.194,18.026,133.769,88.095,160.194,0.0,128.123,88.095,128.123,66.284,114.719,66.284,18.026,0.0,141.804,0.0,147.866,18.026,88.095,66.284,114.719,88.095,0.0,114.719,18.026,0.0,141.804,114.719,150.679,0.0,114.719,114.719,150.679,66.284,150.679
INST0193_N18_W13_D015,97.602,0.0,45.89,97.602,25.201,27.496,45.89,114.719,56.961,27.496,56.961,49.056,0.0,49.056,97.602,114.719,29.878,114.719,43.098,97.602,27.496,49.056,0.0,27.496,114.719,0.0,97.602,114.719,29.878,0.0,36.098,114.719,0.0,0.0,36.098,49.056,36.098
INST0193_N18_W13_P016,97.602,0.0,45.89,97.602,25.201,27.496,45.89,114.719,56.961,27.496,56.961,49.056,0.0,49.056,97.602,114.719,29.878,114.719,43.098,97.602,27.496,49.056,0.0,27.496,114.719,0.0,97.602,114.719,29.878,0.0,36.098,114.719,0.0,0.0,36.098,49.056,36.098
INST0193_N18_W13_D016,133.671,36.098,14.369,133.671,22.951,63.48,14.369,150.679,64.294,63.48,64.294,84.648,36.098,84.648,133.671,150.679,20.02,150.679,35.228,133.671,63.48,84.648,36.098,63.48,150.679,36.098,133.671,150.679,20.02,36.098,0.0,150.679,36.098,36.098,0.0,84.648,0.0
INST0193_N18_W13_P017,50.015,49.056,94.929,50.015,67.612,24.909,94.929,66.284,70.587,24.909,70.587,0.0,49.056,0.0,50.015,66.284,77.687,66.284,86.82,50.015,24.909,0.0,49.056,24.909,66.284,49.056,50.015,66.284,77.687,49.056,84.648,66.284,49.056,49.056,84.648,0.0,84.648
INST0193_N18_W13_D017,133.671,36.098,14.369,133.671,22.951,63.48,14.369,150.679,64.294,63.48,64.294,84.648,36.098,84.648,133.671,150.679,20.02,150.679,35.228,133.671,63.48,84.648,36.098,63.48,150.679,36.098,133.671,150.679,20.02,36.098,0.0,150.679,36.098,36.098,0.0,84.648,0.0
