,depot,INST0206_N18_S26_P000,INST0206_N18_S26_D000,INST0206_N18_S26_P001,INST0206_N18_S26_D001,INST0206_N18_S26_P002,INST0206_N18_S26_D002,INST0206_N18_S26_P003,INST0206_N18_S26_D003,INST0206_N18_S26_P004,INST0206_N18_S26_D004,INST0206_N18_S26_P005,INST0206_N18_S26_D005,INST0206_N18_S26_P006,INST0206_N18_S26_D006,INST0206_N18_S26_P007,INST0206_N18_S26_D007,INST0206_N18_S26_P008,INST0206_N18_S26_D008,INST0206_N18_S26_P009,INST0206_N18_S26_D009,INST0206_N18_S26_P010,INST0206_N18_S26_D010,INST0206_N18_S26_P011,INST0206_N18_S26_D011,INST0206_N18_S26_P012,INST0206_N18_S26_D012,INST0206_N18_S26_P013,INST0206_N18_S26_D013,INST0206_N18_S26_P014,INST0206_N18_S26_D014,INST0206_N18_S26_P015,INST0206_N18_S26_D015,INST0206_N18_S26_P016,INST0206_N18_S26_D016,INST0206_N18_S26_P017,INST0206_N18_S26_D017
INST0206_N18_S26_D004,88.975,71.865,58.699,62.898,93.449,83.416,88.975,58.699,93.449,77.092,0.0,77.092,102.776,58.699,0.0,58.699,71.865,83.416,123.443,102.776,68.319,83.416,102.776,102.776,62.898,58.699,123.443,77.092,62.898,102.776,71.865,88.975,113.511,102.776,68.319,71.865,58.699
INST0206_N18_S26_P005,75.908,10.867,54.565,60.745,36.733,55.171,75.908,54.565,36.733,0.0,77.092,0.0,67.889,54.565,77.092,54.565,10.867,55.171,69.589,67.889,61.394,55.171,67.889,67.889,60.745,54.565,69.589,0.0,60.745,67.889,10.867,75.908,113.587,67.889,61.394,10.867,54.565
INST0206_N18_S26_D005,24.954,59.003,44.339,41.761,103.829,19.488,24.954,44.339,103.829,67.889,102.776,67.889,0.0,44.339,102.776,44.339,59.003,19.488,134.327,0.0,36.46,19.488,0.0,0.0,41.761,44.339,134.327,67.889,41.761,0.0,59.003,24.954,54.903,0.0,36.46,59.003,44.339
INST0206_N18_S26_P006,32.298,43.838,0.0,7.008,89.072,25.439,32.298,0.0,89.072,54.565,58.699,54.565,44.339,0.0,58.699,0.0,43.838,25.439,122.952,44.339,10.881,25.439,44.339,44.339,7.008,0.0,122.952,54.565,7.008,44.339,43.838,32.298,65.452,44.339,10.881,43.838,0.0
INST0206_N18_S26_D006,88.975,71.865,58.699,62.898,93.449,83.416,88.975,58.699,93.449,77.092,0.0,77.092,102.776,58.699,0.0,58.699,71.865,83.416,123.443,102.776,68.319,83.416,102.776,102.776,62.898,58.699,123.443,77.092,62.898,102.776,71.865,88.975,113.511,102.776,68.319,71.865,58.699
INST0206_N18_S26_P007,32.298,43.838,0.0,7.008,89.072,25.439,32.298,0.0,89.072,54.565,58.699,54.565,44.339,0.0,58.699,0.0,43.838,25.439,122.952,44.339,10.881,25.439,44.339,44.339,7.008,0.0,122.952,54.565,7.008,44.339,43.838,32.298,65.452,44.339,10.881,43.838,0.0
INST0206_N18_S26_D007,65.388,0.0,43.838,49.927,47.206,45.002,65.388,43.838,47.206,10.867,71.865,10.867,59.003,43.838,71.865,43.838,0.0,45.002,80.368,59.003,50.526,45.002,59.003,59.003,49.927,43.838,80.368,10.867,49.927,59.003,0.0,65.388,103.002,59.003,50.526,0.0,43.838
INST0206_N18_S26_P008,21.517,45.002,25.439,24.239,91.902,0.0,21.517,25.439,91.902,55.171,83.416,55.171,19.488,25.439,83.416,25.439,45.002,0.0,124.222,19.488,19.629,0.0,19.488,19.488,24.239,25.439,124.222,55.171,24.239,19.488,45.002,21.517,59.019,19.488,19.629,45.002,25.439
INST0206_N18_S26_D008,145.321,80.368,122.952,129.526,33.969,124.222,145.321,122.952,33.969,69.589,123.443,69.589,134.327,122.952,123.443,122.952,80.368,124.222,0.0,134.327,130.689,124.222,134.327,134.327,129.526,122.952,0.0,69.589,129.526,134.327,80.368,145.321,183.035,134.327,130.689,80.368,122.952
INST0206_N18_S26_P009,24.954,59.003,44.339,41.761,103.829,19.488,24.954,44.339,103.829,67.889,102.776,67.889,0.0,44.339,102.776,44.339,59.003,19.488,134.327,0.0,36.46,19.488,0.0,0.0,41.761,44.339,134.327,67.889,41.761,0.0,59.003,24.954,54.903,0.0,36.46,59.003,44.339
INST0206_N18_S26_D009,21.478,50.526,10.881,5.477,97.061,19.629,21.478,10.881,97.061,61.394,68.319,61.394,36.46,10.881,68.319,10.881,50.526,19.629,130.689,36.46,0.0,19.629,36.46,36.46,5.477,10.881,130.689,61.394,5.477,36.46,50.526,21.478,55.179,36.46,0.0,50.526,10.881
INST0206_N18_S26_P010,21.517,45.002,25.439,24.239,91.902,0.0,21.517,25.439,91.902,55.171,83.416,55.171,19.488,25.439,83.416,25.439,45.002,0.0,124.222,19.488,19.629,0.0,19.488,19.488,24.239,25.439,124.222,55.171,24.239,19.488,45.002,21.517,59.019,19.488,19.629,45.002,25.439
INST0206_N18_S26_D010,24.954,59.003,44.339,41.761,103.829,19.488,24.954,44.339,103.829,67.889,102.776,67.889,0.0,44.339,102.776,44.339,59.003,19.488,134.327,0.0,36.46,19.488,0.0,0.0,41.761,44.339,134.327,67.889,41.761,0.0,59.003,24.954,54.903,0.0,36.46,59.003,44.339
INST0206_N18_S26_P011,24.954,59.003,44.339,41.761,103.829,19.488,24.954,44.339,103.829,67.889,102.776,67.889,0.0,44.339,102.776,44.339,59.003,19.488,134.327,0.0,36.46,19.488,0.0,0.0,41.761,44.339,134.327,67.889,41.761,0.0,59.003,24.954,54.903,0.0,36.46,59.003,44.339
INST0206_N18_S26_D011,26.505,49.927,7.008,0.0,95.708,24.239,26.505,7.008,95.708,60.745,62.898,60.745,41.761,7.008,62.898,7.008,49.927,24.239,129.526,41.761,5.477,24.239,41.761,41.761,0.0,7.008,129.526,60.745,0.0,41.761,49.927,26.505,58.521,41.761,5.477,49.927,7.008
INST0206_N18_S26_P012,32.298,43.838,0.0,7.008,89.072,25.439,32.298,0.0,89.072,54.565,58.699,54.565,44.339,0.0,58.699,0.0,43.838,25.439,122.952,44.339,10.881,25.439,44.339,44.339,7.008,0.0,122.952,54.565,7.008,44.339,43.838,32.298,65.452,44.339,10.881,43.838,0.0
INST0206_N18_S26_D012,145.321,80.368,122.952,129.526,33.969,124.222,145.321,122.952,33.969,69.589,123.443,69.589,134.327,122.952,123.443,122.952,80.368,124.222,0.0,134.327,130.689,124.222,134.327,134.327,129.526,122.952,0.0,69.589,129.526,134.327,80.368,145.321,183.035,134.327,130.689,80.368,122.952
INST0206_N18_S26_P013,75.908,10.867,54.565,60.745,36.733,55.171,75.908,54.565,36.733,0.0,77.092,0.0,67.889,54.565,77.092,54.565,10.867,55.171,69.589,67.889,61.394,55.171,67.889,67.889,60.745,54.565,69.589,0.0,60.745,67.889,10.867,75.908,113.587,67.889,61.394,10.867,54.565
INST0206_N18_S26_D013,26.505,49.927,7.008,0.0,95.708,24.239,26.505,7.008,95.708,60.745,62.898,60.745,41.761,7.008,62.898,7.008,49.927,24.239,129.526,41.761,5.477,24.239,41.761,41.761,0.0,7.008,129.526,60.745,0.0,41.761,49.927,26.505,58.521,41.761,5.477,49.927,7.008
INST0206_N18_S26_P014,24.954,59.003,44.339,41.761,103.829,19.488,24.954,44.339,103.829,67.889,102.776,67.889,0.0,44.339,102.776,44.339,59.003,19.488,134.327,0.0,36.46,19.488,0.0,0.0,41.761,44.339,134.327,67.889,41.761,0.0,59.003,24.954,54.903,0.0,36.46,59.003,44.339
INST0206_N18_S26_D014,65.388,0.0,43.838,49.927,47.206,45.002,65.388,43.838,47.206,10.867,71.865,10.867,59.003,43.838,71.865,43.838,0.0,45.002,80.368,59.003,50.526,45.002,59.003,59.003,49.927,43.838,80.368,10.867,49.927,59.003,0.0,65.388,103.002,59.003,50.526,0.0,43.838
INST0206_N18_S26_P015,0.0,65.388,32.298,26.505,112.576,21.517,0.0,32.298,112.576,75.908,88.975,75.908,24.954,32.298,88.975,32.298,65.388,21.517,145.321,24.954,21.478,21.517,24.954,24.954,26.505,32.298,145.321,75.908,26.505,24.954,65.388,0.0,37.715,24.954,21.478,65.388,32.298
INST0206_N18_S26_D015,37.715,103.002,65.452,58.521,150.208,59.019,37.715,65.452,150.208,113.587,113.511,113.587,54.903,65.452,113.511,65.452,103.002,59.019,183.035,54.903,55.179,59.019,54.903,54.903,58.521,65.452,183.035,113.587,58.521,54.903,103.002,37.715,0.0,54.903,55.179,103.002,65.452
INST0206_N18_S26_P016,24.954,59.003,44.339,41.761,103.829,19.488,24.954,44.339,103.829,67.889,102.776,67.889,0.0,44.339,102.776,44.339,59.003,19.488,134.327,0.0,36.46,19.488,0.0,0.0,41.761,44.339,134.327,67.889,41.761,0.0,59.003,24.954,54.903,0.0,36.46,59.003,44.339
INST0206_N18_S26_D016,21.478,50.526,10.881,5.477,97.061,19.629,21.478,10.881,97.061,61.394,68.319,61.394,36.46,10.881,68.319,10.881,50.526,19.629,130.689,36.46,0.0,19.629,36.46,36.46,5.477,10.881,130.689,61.394,5.477,36.46,50.526,21.478,55.179,36.46,0.0,50.526,10.881
INST0206_N18_S26_P017,65.388,0.0,43.838,49.927,47.206,45.002,65.388,43.838,47.206,10.867,71.865,10.867,59.003,43.838,71.865,43.838,0.0,45.002,80.368,59.003,50.526,45.002,59.003,59.003,49.927,43.838,80.368,10.867,49.927,59.003,0.0,65.388,103.002,59.003,50.526,0.0,43.838
INST0206_N18_S26_D017,32.298,43.838,0.0,7.008,89.072,25.439,32.298,0.0,89.072,54.565,58.699,54.565,44.339,0.0,58.699,0.0,43.838,25.439,122.952,44.339,10.881,25.439,44.339,44.339,7.008,0.0,122.952,54.565,7.008,44.339,43.838,32.298,65.452,44.339,10.881,43.838,0.0
