,depot,INST0198_N18_N18_P000,INST0198_N18_N18_D000,INST0198_N18_N18_P001,INST0198_N18_N18_D001,INST0198_N18_N18_P002,INST0198_N18_N18_D002,INST0198_N18_N18_P003,INST0198_N18_N18_D003,INST0198_N18_N18_P004,INST0198_N18_N18_D004,INST0198_N18_N18_P005,INST0198_N18_N18_D005,INST0198_N18_N18_P006,INST0198_N18_N18_D006,INST0198_N18_N18_P007,INST0198_N18_N18_D007,INST0198_N18_N18_P008,INST0198_N18_N18_D008,INST0198_N18_N18_P009,INST0198_N18_N18_D009,INST0198_N18_N18_P010,INST0198_N18_N18_D010,INST0198_N18_N18_P011,INST0198_N18_N18_D011,INST0198_N18_N18_P012,INST0198_N18_N18_D012,INST0198_N18_N18_P013,INST0198_N18_N18_D013,INST0198_N18_N18_P014,INST0198_N18_N18_D014,INST0198_N18_N18_P015,INST0198_N18_N18_D015,INST0198_N18_N18_P016,INST0198_N18_N18_D016,INST0198_N18_N18_P017,INST0198_N18_N18_D017
INST0198_N18_N18_D004,109.689,95.428,109.689,126.352,109.689,110.207,32.884,104.379,110.207,104.379,0.0,109.689,0.0,95.428,126.352,153.371,126.352,132.815,109.689,132.815,252.84,32.884,132.815,32.884,126.352,153.371,109.689,113.909,126.352,110.207,0.0,122.278,104.379,126.352,95.428,153.371,109.689
INST0198_N18_N18_P005,0.0,52.8,0.0,20.176,0.0,2.788,77.555,66.572,2.788,66.572,109.689,0.0,109.689,52.8,20.176,46.06,20.176,23.353,0.0,23.353,145.919,77.555,23.353,77.555,20.176,46.06,0.0,11.436,20.176,2.788,109.689,30.471,66.572,20.176,52.8,46.06,0.0
INST0198_N18_N18_D005,109.689,95.428,109.689,126.352,109.689,110.207,32.884,104.379,110.207,104.379,0.0,109.689,0.0,95.428,126.352,153.371,126.352,132.815,109.689,132.815,252.84,32.884,132.815,32.884,126.352,153.371,109.689,113.909,126.352,110.207,0.0,122.278,104.379,126.352,95.428,153.371,109.689
INST0198_N18_N18_P006,52.8,0.0,52.8,71.779,52.8,55.435,65.084,107.477,55.435,107.477,95.428,52.8,95.428,0.0,71.779,93.371,71.779,64.86,52.8,64.86,187.822,65.084,64.86,65.084,71.779,93.371,52.8,46.019,71.779,55.435,95.428,82.833,107.477,71.779,0.0,93.371,52.8
INST0198_N18_N18_D006,20.176,71.779,20.176,0.0,20.176,18.229,95.136,64.45,18.229,64.45,126.352,20.176,126.352,71.779,0.0,27.111,0.0,17.254,20.176,17.254,127.166,95.136,17.254,95.136,0.0,27.111,20.176,26.126,0.0,18.229,126.352,18.283,64.45,0.0,71.779,27.111,20.176
INST0198_N18_N18_P007,46.06,93.371,46.06,27.111,46.06,44.646,122.247,81.232,44.646,81.232,153.371,46.06,153.371,93.371,27.111,0.0,27.111,28.616,46.06,28.616,100.108,122.247,28.616,122.247,27.111,0.0,46.06,48.052,27.111,44.646,153.371,35.653,81.232,27.111,93.371,0.0,46.06
INST0198_N18_N18_D007,20.176,71.779,20.176,0.0,20.176,18.229,95.136,64.45,18.229,64.45,126.352,20.176,126.352,71.779,0.0,27.111,0.0,17.254,20.176,17.254,127.166,95.136,17.254,95.136,0.0,27.111,20.176,26.126,0.0,18.229,126.352,18.283,64.45,0.0,71.779,27.111,20.176
INST0198_N18_N18_P008,23.353,64.86,23.353,17.254,23.353,23.461,100.436,81.17,23.461,81.17,132.815,23.353,132.815,64.86,17.254,28.616,17.254,0.0,23.353,0.0,125.319,100.436,0.0,100.436,17.254,28.616,23.353,20.683,17.254,23.461,132.815,35.534,81.17,17.254,64.86,28.616,23.353
INST0198_N18_N18_D008,0.0,52.8,0.0,20.176,0.0,2.788,77.555,66.572,2.788,66.572,109.689,0.0,109.689,52.8,20.176,46.06,20.176,23.353,0.0,23.353,145.919,77.555,23.353,77.555,20.176,46.06,0.0,11.436,20.176,2.788,109.689,30.471,66.572,20.176,52.8,46.06,0.0
INST0198_N18_N18_P009,23.353,64.86,23.353,17.254,23.353,23.461,100.436,81.17,23.461,81.17,132.815,23.353,132.815,64.86,17.254,28.616,17.254,0.0,23.353,0.0,125.319,100.436,0.0,100.436,17.254,28.616,23.353,20.683,17.254,23.461,132.815,35.534,81.17,17.254,64.86,28.616,23.353
INST0198_N18_N18_D009,145.919,187.822,145.919,127.166,145.919,144.673,222.229,165.945,144.673,165.945,252.84,145.919,252.84,187.822,127.166,100.108,127.166,125.319,145.919,125.319,0.0,222.229,125.319,222.229,127.166,100.108,145.919,145.998,127.166,144.673,252.84,131.141,165.945,127.166,187.822,100.108,145.919
INST0198_N18_N18_P010,77.555,65.084,77.555,95.136,77.555,78.292,0.0,85.106,78.292,85.106,32.884,77.555,32.884,65.084,95.136,122.247,95.136,100.436,77.555,100.436,222.229,0.0,100.436,0.0,95.136,122.247,77.555,81.189,95.136,78.292,32.884,93.214,85.106,95.136,65.084,122.247,77.555
INST0198_N18_N18_D010,23.353,64.86,23.353,17.254,23.353,23.461,100.436,81.17,23.461,81.17,132.815,23.353,132.815,64.86,17.254,28.616,17.254,0.0,23.353,0.0,125.319,100.436,0.0,100.436,17.254,28.616,23.353,20.683,17.254,23.461,132.815,35.534,81.17,17.254,64.86,28.616,23.353
INST0198_N18_N18_P011,77.555,65.084,77.555,95.136,77.555,78.292,0.0,85.106,78.292,85.106,32.884,77.555,32.884,65.084,95.136,122.247,95.136,100.436,77.555,100.436,222.229,0.0,100.436,0.0,95.136,122.247,77.555,81.189,95.136,78.292,32.884,93.214,85.106,95.136,65.084,122.247,77.555
INST0198_N18_N18_D011,20.176,71.779,20.176,0.0,20.176,18.229,95.136,64.45,18.229,64.45,126.352,20.176,126.352,71.779,0.0,27.111,0.0,17.254,20.176,17.254,127.166,95.136,17.254,95.136,0.0,27.111,20.176,26.126,0.0,18.229,126.352,18.283,64.45,0.0,71.779,27.111,20.176
INST0198_N18_N18_P012,46.06,93.371,46.06,27.111,46.06,44.646,122.247,81.232,44.646,81.232,153.371,46.06,153.371,93.371,27.111,0.0,27.111,28.616,46.06,28.616,100.108,122.247,28.616,122.247,27.111,0.0,46.06,48.052,27.111,44.646,153.371,35.653,81.232,27.111,93.371,0.0,46.06
INST0198_N18_N18_D012,0.0,52.8,0.0,20.176,0.0,2.788,77.555,66.572,2.788,66.572,109.689,0.0,109.689,52.8,20.176,46.06,20.176,23.353,0.0,23.353,145.919,77.555,23.353,77.555,20.176,46.06,0.0,11.436,20.176,2.788,109.689,30.471,66.572,20.176,52.8,46.06,0.0
INST0198_N18_N18_P013,11.436,46.019,11.436,26.126,11.436,13.942,81.189,77.99,13.942,77.99,113.909,11.436,113.909,46.019,26.126,48.052,26.126,20.683,11.436,20.683,145.998,81.189,20.683,81.189,26.126,48.052,11.436,0.0,26.126,13.942,113.909,40.266,77.99,26.126,46.019,48.052,11.436
INST0198_N18_N18_D013,20.176,71.779,20.176,0.0,20.176,18.229,95.136,64.45,18.229,64.45,126.352,20.176,126.352,71.779,0.0,27.111,0.0,17.254,20.176,17.254,127.166,95.136,17.254,95.136,0.0,27.111,20.176,26.126,0.0,18.229,126.352,18.283,64.45,0.0,71.779,27.111,20.176
INST0198_N18_N18_P014,2.788,55.435,2.788,18.229,2.788,0.0,78.292,64.236,0.0,64.236,110.207,2.788,110.207,55.435,18.229,44.646,18.229,23.461,2.788,23.461,144.673,78.292,23.461,78.292,18.229,44.646,2.788,13.942,18.229,0.0,110.207,27.709,64.236,18.229,55.435,44.646,2.788
INST0198_N18_N18_D014,109.689,95.428,109.689,126.352,109.689,110.207,32.884,104.379,110.207,104.379,0.0,109.689,0.0,95.428,126.352,153.371,126.352,132.815,109.689,132.815,252.84,32.884,132.815,32.884,126.352,153.371,109.689,113.909,126.352,110.207,0.0,122.278,104.379,126.352,95.428,153.371,109.689
INST0198_N18_N18_P015,30.471,82.833,30.471,18.283,30.471,27.709,93.214,47.339,27.709,47.339,122.278,30.471,122.278,82.833,18.283,35.653,18.283,35.534,30.471,35.534,131.141,93.214,35.534,93.214,18.283,35.653,30.471,40.266,18.283,27.709,122.278,0.0,47.339,18.283,82.833,35.653,30.471
INST0198_N18_N18_D015,66.572,107.477,66.572,64.45,66.572,64.236,85.106,0.0,64.236,0.0,104.379,66.572,104.379,107.477,64.45,81.232,64.45,81.17,66.572,81.17,165.945,85.106,81.17,85.106,64.45,81.232,66.572,77.99,64.45,64.236,104.379,47.339,0.0,64.45,107.477,81.232,66.572
INST0198_N18_N18_P016,20.176,71.779,20.176,0.0,20.176,18.229,95.136,64.45,18.229,64.45,126.352,20.176,126.352,71.779,0.0,27.111,0.0,17.254,20.176,17.254,127.166,95.136,17.254,95.136,0.0,27.111,20.176,26.126,0.0,18.229,126.352,18.283,64.45,0.0,71.779,27.111,20.176
INST0198_N18_N18_D016,52.8,0.0,52.8,71.779,52.8,55.435,65.084,107.477,55.435,107.477,95.428,52.8,95.428,0.0,71.779,93.371,71.779,64.86,52.8,64.86,187.822,65.084,64.86,65.084,71.779,93.371,52.8,46.019,71.779,55.435,95.428,82.833,107.477,71.779,0.0,93.371,52.8
INST0198_N18_N18_P017,46.06,93.371,46.06,27.111,46.06,44.646,122.247,81.232,44.646,81.232,153.371,46.06,153.371,93.371,27.111,0.0,27.111,28.616,46.06,28.616,100.108,122.247,28.616,122.247,27.111,0.0,46.06,48.052,27.111,44.646,153.371,35.653,81.232,27.111,93.371,0.0,46.06
INST0198_N18_N18_D017,0.0,52.8,0.0,20.176,0.0,2.788,77.555,66.572,2.788,66.572,109.689,0.0,109.689,52.8,20.176,46.06,20.176,23.353,0.0,23.353,145.919,77.555,23.353,77.555,20.176,46.06,0.0,11.436,20.176,2.788,109.689,30.471,66.572,20.176,52.8,46.06,0.0
