,depot,INST0157_N15_W07_P000,INST0157_N15_W07_D000,INST0157_N15_W07_P001,INST0157_N15_W07_D001,INST0157_N15_W07_P002,INST0157_N15_W07_D002,INST0157_N15_W07_P003,INST0157_N15_W07_D003,INST0157_N15_W07_P004,INST0157_N15_W07_D004,INST0157_N15_W07_P005,INST0157_N15_W07_D005,INST0157_N15_W07_P006,INST0157_N15_W07_D006,INST0157_N15_W07_P007,INST0157_N15_W07_D007,INST0157_N15_W07_P008,INST0157_N15_W07_D008,INST0157_N15_W07_P009,INST0157_N15_W07_D009,INST0157_N15_W07_P010,INST0157_N15_W07_D010,INST0157_N15_W07_P011,INST0157_N15_W07_D011,INST0157_N15_W07_P012,INST0157_N15_W07_D012,INST0157_N15_W07_P013,INST0157_N15_W07_D013,INST0157_N15_W07_P014,INST0157_N15_W07_D014
INST0157_N15_W07_P010,53.818,68.471,53.818,24.909,70.637,68.471,72.151,24.909,27.496,50.631,68.471,40.204,24.909,0.0,61.972,0.0,70.637,0.0,88.095,50.631,61.972,0.0,27.496,0.0,40.204,27.496,70.637,50.631,27.496,72.151,0.0
INST0157_N15_W07_D010,29.878,56.961,29.878,49.056,97.602,56.961,45.89,49.056,0.0,25.201,56.961,12.767,49.056,27.496,43.098,27.496,97.602,27.496,114.719,25.201,43.098,27.496,0.0,27.496,12.767,0.0,97.602,25.201,0.0,45.89,27.496
INST0157_N15_W07_P011,53.818,68.471,53.818,24.909,70.637,68.471,72.151,24.909,27.496,50.631,68.471,40.204,24.909,0.0,61.972,0.0,70.637,0.0,88.095,50.631,61.972,0.0,27.496,0.0,40.204,27.496,70.637,50.631,27.496,72.151,0.0
INST0157_N15_W07_D011,20.56,57.051,20.56,61.567,110.354,57.051,33.728,61.567,12.767,17.238,57.051,0.0,61.567,40.204,36.679,40.204,110.354,40.204,127.423,17.238,36.679,40.204,12.767,40.204,0.0,12.767,110.354,17.238,12.767,33.728,40.204
INST0157_N15_W07_P012,29.878,56.961,29.878,49.056,97.602,56.961,45.89,49.056,0.0,25.201,56.961,12.767,49.056,27.496,43.098,27.496,97.602,27.496,114.719,25.201,43.098,27.496,0.0,27.496,12.767,0.0,97.602,25.201,0.0,45.89,27.496
INST0157_N15_W07_D012,124.166,115.643,124.166,50.015,0.0,115.643,142.787,50.015,97.602,117.595,115.643,110.354,50.015,70.637,129.907,70.637,0.0,70.637,18.026,117.595,129.907,70.637,97.602,70.637,110.354,97.602,0.0,117.595,97.602,142.787,70.637
INST0157_N15_W07_P013,32.905,43.046,32.905,67.612,117.595,43.046,37.156,67.612,25.201,0.0,43.046,17.238,67.612,50.631,50.317,50.631,117.595,50.631,133.769,0.0,50.317,50.631,25.201,50.631,17.238,25.201,117.595,0.0,25.201,37.156,50.631
INST0157_N15_W07_D013,29.878,56.961,29.878,49.056,97.602,56.961,45.89,49.056,0.0,25.201,56.961,12.767,49.056,27.496,43.098,27.496,97.602,27.496,114.719,25.201,43.098,27.496,0.0,27.496,12.767,0.0,97.602,25.201,0.0,45.89,27.496
INST0157_N15_W07_P014,20.081,78.578,20.081,94.929,142.787,78.578,0.0,94.929,45.89,37.156,78.578,33.728,94.929,72.151,28.407,72.151,142.787,72.151,160.194,37.156,28.407,72.151,45.89,72.151,33.728,45.89,142.787,37.156,45.89,0.0,72.151
INST0157_N15_W07_D014,53.818,68.471,53.818,24.909,70.637,68.471,72.151,24.909,27.496,50.631,68.471,40.204,24.909,0.0,61.972,0.0,70.637,0.0,88.095,50.631,61.972,0.0,27.496,0.0,40.204,27.496,70.637,50.631,27.496,72.151,0.0
