,depot,INST0282_N25_N12_P000,INST0282_N25_N12_D000,INST0282_N25_N12_P001,INST0282_N25_N12_D001,INST0282_N25_N12_P002,INST0282_N25_N12_D002,INST0282_N25_N12_P003,INST0282_N25_N12_D003,INST0282_N25_N12_P004,INST0282_N25_N12_D004,INST0282_N25_N12_P005,INST0282_N25_N12_D005,INST0282_N25_N12_P006,INST0282_N25_N12_D006,INST0282_N25_N12_P007,INST0282_N25_N12_D007,INST0282_N25_N12_P008,INST0282_N25_N12_D008,INST0282_N25_N12_P009,INST0282_N25_N12_D009,INST0282_N25_N12_P010,INST0282_N25_N12_D010,INST0282_N25_N12_P011,INST0282_N25_N12_D011,INST0282_N25_N12_P012,INST0282_N25_N12_D012,INST0282_N25_N12_P013,INST0282_N25_N12_D013,INST0282_N25_N12_P014,INST0282_N25_N12_D014,INST0282_N25_N12_P015,INST0282_N25_N12_D015,INST0282_N25_N12_P016,INST0282_N25_N12_D016,INST0282_N25_N12_P017,INST0282_N25_N12_D017,INST0282_N25_N12_P018,INST0282_N25_N12_D018,INST0282_N25_N12_P019,INST0282_N25_N12_D019,INST0282_N25_N12_P020,INST0282_N25_N12_D020,INST0282_N25_N12_P021,INST0282_N25_N12_D021,INST0282_N25_N12_P022,INST0282_N25_N12_D022,INST0282_N25_N12_P023,INST0282_N25_N12_D023,INST0282_N25_N12_P024,INST0282_N25_N12_D024
INST0282_N25_N12_P008,0.0,23.01,0.0,43.511,22.387,22.387,149.729,0.0,101.428,22.387,37.312,43.657,0.0,33.929,149.729,49.306,114.14,0.0,57.966,57.966,37.312,0.0,57.966,22.387,175.714,23.01,101.428,22.387,43.657,0.0,101.428,23.01,33.929,0.0,49.306,37.312,43.657,43.657,57.966,0.0,43.657,43.657,43.511,33.929,22.387,43.657,0.0,49.306,22.387,22.387,160.581
INST0282_N25_N12_D008,57.966,75.654,57.966,99.392,78.919,78.919,127.812,57.966,131.605,78.919,81.517,99.467,57.966,78.656,127.812,95.498,104.211,57.966,0.0,0.0,81.517,57.966,0.0,78.919,233.468,75.654,131.605,78.919,99.467,57.966,131.605,75.654,78.656,57.966,95.498,81.517,99.467,99.467,0.0,57.966,99.467,99.467,99.392,78.656,78.919,99.467,57.966,95.498,78.919,78.919,203.198
INST0282_N25_N12_P009,57.966,75.654,57.966,99.392,78.919,78.919,127.812,57.966,131.605,78.919,81.517,99.467,57.966,78.656,127.812,95.498,104.211,57.966,0.0,0.0,81.517,57.966,0.0,78.919,233.468,75.654,131.605,78.919,99.467,57.966,131.605,75.654,78.656,57.966,95.498,81.517,99.467,99.467,0.0,57.966,99.467,99.467,99.392,78.656,78.919,99.467,57.966,95.498,78.919,78.919,203.198
INST0282_N25_N12_D009,37.312,16.848,37.312,28.595,24.705,24.705,134.313,37.312,64.653,24.705,0.0,56.4,37.312,3.413,134.313,14.003,94.965,37.312,81.517,81.517,0.0,37.312,81.517,24.705,166.496,16.848,64.653,24.705,56.4,37.312,64.653,16.848,3.413,37.312,14.003,0.0,56.4,56.4,81.517,37.312,56.4,56.4,28.595,3.413,24.705,56.4,37.312,14.003,24.705,24.705,178.677
INST0282_N25_N12_P010,0.0,23.01,0.0,43.511,22.387,22.387,149.729,0.0,101.428,22.387,37.312,43.657,0.0,33.929,149.729,49.306,114.14,0.0,57.966,57.966,37.312,0.0,57.966,22.387,175.714,23.01,101.428,22.387,43.657,0.0,101.428,23.01,33.929,0.0,49.306,37.312,43.657,43.657,57.966,0.0,43.657,43.657,43.511,33.929,22.387,43.657,0.0,49.306,22.387,22.387,160.581
INST0282_N25_N12_D010,57.966,75.654,57.966,99.392,78.919,78.919,127.812,57.966,131.605,78.919,81.517,99.467,57.966,78.656,127.812,95.498,104.211,57.966,0.0,0.0,81.517,57.966,0.0,78.919,233.468,75.654,131.605,78.919,99.467,57.966,131.605,75.654,78.656,57.966,95.498,81.517,99.467,99.467,0.0,57.966,99.467,99.467,99.392,78.656,78.919,99.467,57.966,95.498,78.919,78.919,203.198
INST0282_N25_N12_P011,22.387,8.817,22.387,21.127,0.0,0.0,154.717,22.387,87.893,0.0,24.705,33.197,22.387,22.322,154.717,31.992,116.493,22.387,78.919,78.919,24.705,22.387,78.919,0.0,156.702,8.817,87.893,0.0,33.197,22.387,87.893,8.817,22.322,22.387,31.992,24.705,33.197,33.197,78.919,22.387,33.197,33.197,21.127,22.322,0.0,33.197,22.387,31.992,0.0,0.0,155.714
INST0282_N25_N12_D011,175.714,162.641,175.714,139.347,156.702,156.702,293.481,175.714,182.822,156.702,166.496,134.941,175.714,167.44,293.481,157.017,253.32,175.714,233.468,233.468,166.496,175.714,233.468,156.702,0.0,162.641,182.822,156.702,134.941,175.714,182.822,162.641,167.44,175.714,157.017,166.496,134.941,134.941,233.468,175.714,134.941,134.941,139.347,167.44,156.702,134.941,175.714,157.017,156.702,156.702,125.74
INST0282_N25_N12_P012,23.01,0.0,23.01,24.088,8.817,8.817,146.035,23.01,81.208,8.817,16.848,41.993,23.01,14.053,146.035,26.694,107.703,23.01,75.654,75.654,16.848,23.01,75.654,8.817,162.641,0.0,81.208,8.817,41.993,23.01,81.208,0.0,14.053,23.01,26.694,16.848,41.993,41.993,75.654,23.01,41.993,41.993,24.088,14.053,8.817,41.993,23.01,26.694,8.817,8.817,164.529
INST0282_N25_N12_D012,101.428,81.208,101.428,79.42,87.893,87.893,116.851,101.428,0.0,87.893,64.653,114.332,101.428,67.88,116.851,56.35,79.694,101.428,131.605,131.605,64.653,101.428,131.605,87.893,182.822,81.208,0.0,87.893,114.332,101.428,0.0,81.208,67.88,101.428,56.35,64.653,114.332,114.332,131.605,101.428,114.332,114.332,79.42,67.88,87.893,114.332,101.428,56.35,87.893,87.893,229.986
INST0282_N25_N12_P013,22.387,8.817,22.387,21.127,0.0,0.0,154.717,22.387,87.893,0.0,24.705,33.197,22.387,22.322,154.717,31.992,116.493,22.387,78.919,78.919,24.705,22.387,78.919,0.0,156.702,8.817,87.893,0.0,33.197,22.387,87.893,8.817,22.322,22.387,31.992,24.705,33.197,33.197,78.919,22.387,33.197,33.197,21.127,22.322,0.0,33.197,22.387,31.992,0.0,0.0,155.714
INST0282_N25_N12_D013,43.657,41.993,43.657,35.041,33.197,33.197,187.802,43.657,114.332,33.197,56.4,0.0,43.657,54.669,187.802,58.839,149.69,43.657,99.467,99.467,56.4,43.657,99.467,33.197,134.941,41.993,114.332,33.197,0.0,43.657,114.332,41.993,54.669,43.657,58.839,56.4,0.0,0.0,99.467,43.657,0.0,0.0,35.041,54.669,33.197,0.0,43.657,58.839,33.197,33.197,122.582
INST0282_N25_N12_P014,0.0,23.01,0.0,43.511,22.387,22.387,149.729,0.0,101.428,22.387,37.312,43.657,0.0,33.929,149.729,49.306,114.14,0.0,57.966,57.966,37.312,0.0,57.966,22.387,175.714,23.01,101.428,22.387,43.657,0.0,101.428,23.01,33.929,0.0,49.306,37.312,43.657,43.657,57.966,0.0,43.657,43.657,43.511,33.929,22.387,43.657,0.0,49.306,22.387,22.387,160.581
INST0282_N25_N12_D014,101.428,81.208,101.428,79.42,87.893,87.893,116.851,101.428,0.0,87.893,64.653,114.332,101.428,67.88,116.851,56.35,79.694,101.428,131.605,131.605,64.653,101.428,131.605,87.893,182.822,81.208,0.0,87.893,114.332,101.428,0.0,81.208,67.88,101.428,56.35,64.653,114.332,114.332,131.605,101.428,114.332,114.332,79.42,67.88,87.893,114.332,101.428,56.35,87.893,87.893,229.986
INST0282_N25_N12_P015,23.01,0.0,23.01,24.088,8.817,8.817,146.035,23.01,81.208,8.817,16.848,41.993,23.01,14.053,146.035,26.694,107.703,23.01,75.654,75.654,16.848,23.01,75.654,8.817,162.641,0.0,81.208,8.817,41.993,23.01,81.208,0.0,14.053,23.01,26.694,16.848,41.993,41.993,75.654,23.01,41.993,41.993,24.088,14.053,8.817,41.993,23.01,26.694,8.817,8.817,164.529
INST0282_N25_N12_D015,33.929,14.053,33.929,28.727,22.322,22.322,134.948,33.929,67.88,22.322,3.413,54.669,33.929,0.0,134.948,17.072,95.867,33.929,78.656,78.656,3.413,33.929,78.656,22.322,167.44,14.053,67.88,22.322,54.669,33.929,67.88,14.053,0.0,33.929,17.072,3.413,54.669,54.669,78.656,33.929,54.669,54.669,28.727,0.0,22.322,54.669,33.929,17.072,22.322,22.322,177.15
INST0282_N25_N12_P016,0.0,23.01,0.0,43.511,22.387,22.387,149.729,0.0,101.428,22.387,37.312,43.657,0.0,33.929,149.729,49.306,114.14,0.0,57.966,57.966,37.312,0.0,57.966,22.387,175.714,23.01,101.428,22.387,43.657,0.0,101.428,23.01,33.929,0.0,49.306,37.312,43.657,43.657,57.966,0.0,43.657,43.657,43.511,33.929,22.387,43.657,0.0,49.306,22.387,22.387,160.581
INST0282_N25_N12_D016,49.306,26.694,49.306,25.326,31.992,31.992,139.481,49.306,56.35,31.992,14.003,58.839,49.306,17.072,139.481,0.0,99.415,49.306,95.498,95.498,14.003,49.306,95.498,31.992,157.017,26.694,56.35,31.992,58.839,49.306,56.35,26.694,17.072,49.306,0.0,14.003,58.839,58.839,95.498,49.306,58.839,58.839,25.326,17.072,31.992,58.839,49.306,0.0,31.992,31.992,178.773
INST0282_N25_N12_P017,37.312,16.848,37.312,28.595,24.705,24.705,134.313,37.312,64.653,24.705,0.0,56.4,37.312,3.413,134.313,14.003,94.965,37.312,81.517,81.517,0.0,37.312,81.517,24.705,166.496,16.848,64.653,24.705,56.4,37.312,64.653,16.848,3.413,37.312,14.003,0.0,56.4,56.4,81.517,37.312,56.4,56.4,28.595,3.413,24.705,56.4,37.312,14.003,24.705,24.705,178.677
INST0282_N25_N12_D017,43.657,41.993,43.657,35.041,33.197,33.197,187.802,43.657,114.332,33.197,56.4,0.0,43.657,54.669,187.802,58.839,149.69,43.657,99.467,99.467,56.4,43.657,99.467,33.197,134.941,41.993,114.332,33.197,0.0,43.657,114.332,41.993,54.669,43.657,58.839,56.4,0.0,0.0,99.467,43.657,0.0,0.0,35.041,54.669,33.197,0.0,43.657,58.839,33.197,33.197,122.582
INST0282_N25_N12_P018,43.657,41.993,43.657,35.041,33.197,33.197,187.802,43.657,114.332,33.197,56.4,0.0,43.657,54.669,187.802,58.839,149.69,43.657,99.467,99.467,56.4,43.657,99.467,33.197,134.941,41.993,114.332,33.197,0.0,43.657,114.332,41.993,54.669,43.657,58.839,56.4,0.0,0.0,99.467,43.657,0.0,0.0,35.041,54.669,33.197,0.0,43.657,58.839,33.197,33.197,122.582
INST0282_N25_N12_D018,57.966,75.654,57.966,99.392,78.919,78.919,127.812,57.966,131.605,78.919,81.517,99.467,57.966,78.656,127.812,95.498,104.211,57.966,0.0,0.0,81.517,57.966,0.0,78.919,233.468,75.654,131.605,78.919,99.467,57.966,131.605,75.654,78.656,57.966,95.498,81.517,99.467,99.467,0.0,57.966,99.467,99.467,99.392,78.656,78.919,99.467,57.966,95.498,78.919,78.919,203.198
INST0282_N25_N12_P019,0.0,23.01,0.0,43.511,22.387,22.387,149.729,0.0,101.428,22.387,37.312,43.657,0.0,33.929,149.729,49.306,114.14,0.0,57.966,57.966,37.312,0.0,57.966,22.387,175.714,23.01,101.428,22.387,43.657,0.0,101.428,23.01,33.929,0.0,49.306,37.312,43.657,43.657,57.966,0.0,43.657,43.657,43.511,33.929,22.387,43.657,0.0,49.306,22.387,22.387,160.581
INST0282_N25_N12_D019,43.657,41.993,43.657,35.041,33.197,33.197,187.802,43.657,114.332,33.197,56.4,0.0,43.657,54.669,187.802,58.839,149.69,43.657,99.467,99.467,56.4,43.657,99.467,33.197,134.941,41.993,114.332,33.197,0.0,43.657,114.332,41.993,54.669,43.657,58.839,56.4,0.0,0.0,99.467,43.657,0.0,0.0,35.041,54.669,33.197,0.0,43.657,58.839,33.197,33.197,122.582
INST0282_N25_N12_P020,43.657,41.993,43.657,35.041,33.197,33.197,187.802,43.657,114.332,33.197,56.4,0.0,43.657,54.669,187.802,58.839,149.69,43.657,99.467,99.467,56.4,43.657,99.467,33.197,134.941,41.993,114.332,33.197,0.0,43.657,114.332,41.993,54.669,43.657,58.839,56.4,0.0,0.0,99.467,43.657,0.0,0.0,35.041,54.669,33.197,0.0,43.657,58.839,33.197,33.197,122.582
INST0282_N25_N12_D020,43.511,24.088,43.511,0.0,21.127,21.127,162.63,43.511,79.42,21.127,28.595,35.041,43.511,28.727,162.63,25.326,122.983,43.511,99.392,99.392,28.595,43.511,99.392,21.127,139.347,24.088,79.42,21.127,35.041,43.511,79.42,24.088,28.727,43.511,25.326,28.595,35.041,35.041,99.392,43.511,35.041,35.041,0.0,28.727,21.127,35.041,43.511,25.326,21.127,21.127,153.452
INST0282_N25_N12_P021,33.929,14.053,33.929,28.727,22.322,22.322,134.948,33.929,67.88,22.322,3.413,54.669,33.929,0.0,134.948,17.072,95.867,33.929,78.656,78.656,3.413,33.929,78.656,22.322,167.44,14.053,67.88,22.322,54.669,33.929,67.88,14.053,0.0,33.929,17.072,3.413,54.669,54.669,78.656,33.929,54.669,54.669,28.727,0.0,22.322,54.669,33.929,17.072,22.322,22.322,177.15
INST0282_N25_N12_D021,22.387,8.817,22.387,21.127,0.0,0.0,154.717,22.387,87.893,0.0,24.705,33.197,22.387,22.322,154.717,31.992,116.493,22.387,78.919,78.919,24.705,22.387,78.919,0.0,156.702,8.817,87.893,0.0,33.197,22.387,87.893,8.817,22.322,22.387,31.992,24.705,33.197,33.197,78.919,22.387,33.197,33.197,21.127,22.322,0.0,33.197,22.387,31.992,0.0,0.0,155.714
INST0282_N25_N12_P022,43.657,41.993,43.657,35.041,33.197,33.197,187.802,43.657,114.332,33.197,56.4,0.0,43.657,54.669,187.802,58.839,149.69,43.657,99.467,99.467,56.4,43.657,99.467,33.197,134.941,41.993,114.332,33.197,0.0,43.657,114.332,41.993,54.669,43.657,58.839,56.4,0.0,0.0,99.467,43.657,0.0,0.0,35.041,54.669,33.197,0.0,43.657,58.839,33.197,33.197,122.582
INST0282_N25_N12_D022,0.0,23.01,0.0,43.511,22.387,22.387,149.729,0.0,101.428,22.387,37.312,43.657,0.0,33.929,149.729,49.306,114.14,0.0,57.966,57.966,37.312,0.0,57.966,22.387,175.714,23.01,101.428,22.387,43.657,0.0,101.428,23.01,33.929,0.0,49.306,37.312,43.657,43.657,57.966,0.0,43.657,43.657,43.511,33.929,22.387,43.657,0.0,49.306,22.387,22.387,160.581
INST0282_N25_N12_P023,49.306,26.694,49.306,25.326,31.992,31.992,139.481,49.306,56.35,31.992,14.003,58.839,49.306,17.072,139.481,0.0,99.415,49.306,95.498,95.498,14.003,49.306,95.498,31.992,157.017,26.694,56.35,31.992,58.839,49.306,56.35,26.694,17.072,49.306,0.0,14.003,58.839,58.839,95.498,49.306,58.839,58.839,25.326,17.072,31.992,58.839,49.306,0.0,31.992,31.992,178.773
INST0282_N25_N12_D023,22.387,8.817,22.387,21.127,0.0,0.0,154.717,22.387,87.893,0.0,24.705,33.197,22.387,22.322,154.717,31.992,116.493,22.387,78.919,78.919,24.705,22.387,78.919,0.0,156.702,8.817,87.893,0.0,33.197,22.387,87.893,8.817,22.322,22.387,31.992,24.705,33.197,33.197,78.919,22.387,33.197,33.197,21.127,22.322,0.0,33.197,22.387,31.992,0.0,0.0,155.714
INST0282_N25_N12_P024,22.387,8.817,22.387,21.127,0.0,0.0,154.717,22.387,87.893,0.0,24.705,33.197,22.387,22.322,154.717,31.992,116.493,22.387,78.919,78.919,24.705,22.387,78.919,0.0,156.702,8.817,87.893,0.0,33.197,22.387,87.893,8.817,22.322,22.387,31.992,24.705,33.197,33.197,78.919,22.387,33.197,33.197,21.127,22.322,0.0,33.197,22.387,31.992,0.0,0.0,155.714
INST0282_N25_N12_D024,160.581,164.529,160.581,153.452,155.714,155.714,309.6,160.581,229.986,155.714,178.677,122.582,160.581,177.15,309.6,178.773,272.117,160.581,203.198,203.198,178.677,160.581,203.198,155.714,125.74,164.529,229.986,155.714,122.582,160.581,229.986,164.529,177.15,160.581,178.773,178.677,122.582,122.582,203.198,160.581,122.582,122.582,153.452,177.15,155.714,122.582,160.581,178.773,155.714,155.714,0.0
