,depot,INST0168_N15_N18_P000,INST0168_N15_N18_D000,INST0168_N15_N18_P001,INST0168_N15_N18_D001,INST0168_N15_N18_P002,INST0168_N15_N18_D002,INST0168_N15_N18_P003,INST0168_N15_N18_D003,INST0168_N15_N18_P004,INST0168_N15_N18_D004,INST0168_N15_N18_P005,INST0168_N15_N18_D005,INST0168_N15_N18_P006,INST0168_N15_N18_D006,INST0168_N15_N18_P007,INST0168_N15_N18_D007,INST0168_N15_N18_P008,INST0168_N15_N18_D008,INST0168_N15_N18_P009,INST0168_N15_N18_D009,INST0168_N15_N18_P010,INST0168_N15_N18_D010,INST0168_N15_N18_P011,INST0168_N15_N18_D011,INST0168_N15_N18_P012,INST0168_N15_N18_D012,INST0168_N15_N18_P013,INST0168_N15_N18_D013,INST0168_N15_N18_P014,INST0168_N15_N18_D014
INST0168_N15_N18_P005,14.003,49.306,25.326,0.0,139.481,0.0,25.326,56.35,14.003,25.326,56.35,0.0,139.481,56.35,95.498,49.306,31.992,26.694,58.839,99.415,26.694,58.839,178.773,31.992,178.773,49.306,26.694,26.694,95.498,58.839,157.017
INST0168_N15_N18_D005,134.313,149.729,162.63,139.481,0.0,139.481,162.63,116.851,134.313,162.63,116.851,139.481,0.0,116.851,127.812,149.729,154.717,146.035,187.802,40.266,146.035,187.802,309.6,154.717,309.6,149.729,146.035,146.035,127.812,187.802,293.481
INST0168_N15_N18_P006,64.653,101.428,79.42,56.35,116.851,56.35,79.42,0.0,64.653,79.42,0.0,56.35,116.851,0.0,131.605,101.428,87.893,81.208,114.332,79.694,81.208,114.332,229.986,87.893,229.986,101.428,81.208,81.208,131.605,114.332,182.822
INST0168_N15_N18_D006,81.517,57.966,99.392,95.498,127.812,95.498,99.392,131.605,81.517,99.392,131.605,95.498,127.812,131.605,0.0,57.966,78.919,75.654,99.467,104.211,75.654,99.467,203.198,78.919,203.198,57.966,75.654,75.654,0.0,99.467,233.468
INST0168_N15_N18_P007,37.312,0.0,43.511,49.306,149.729,49.306,43.511,101.428,37.312,43.511,101.428,49.306,149.729,101.428,57.966,0.0,22.387,23.01,43.657,114.14,23.01,43.657,160.581,22.387,160.581,0.0,23.01,23.01,57.966,43.657,175.714
INST0168_N15_N18_D007,24.705,22.387,21.127,31.992,154.717,31.992,21.127,87.893,24.705,21.127,87.893,31.992,154.717,87.893,78.919,22.387,0.0,8.817,33.197,116.493,8.817,33.197,155.714,0.0,155.714,22.387,8.817,8.817,78.919,33.197,156.702
INST0168_N15_N18_P008,16.848,23.01,24.088,26.694,146.035,26.694,24.088,81.208,16.848,24.088,81.208,26.694,146.035,81.208,75.654,23.01,8.817,0.0,41.993,107.703,0.0,41.993,164.529,8.817,164.529,23.01,0.0,0.0,75.654,41.993,162.641
INST0168_N15_N18_D008,56.4,43.657,35.041,58.839,187.802,58.839,35.041,114.332,56.4,35.041,114.332,58.839,187.802,114.332,99.467,43.657,33.197,41.993,0.0,149.69,41.993,0.0,122.582,33.197,122.582,43.657,41.993,41.993,99.467,0.0,134.941
INST0168_N15_N18_P009,94.965,114.14,122.983,99.415,40.266,99.415,122.983,79.694,94.965,122.983,79.694,99.415,40.266,79.694,104.211,114.14,116.493,107.703,149.69,0.0,107.703,149.69,272.117,116.493,272.117,114.14,107.703,107.703,104.211,149.69,253.32
INST0168_N15_N18_D009,16.848,23.01,24.088,26.694,146.035,26.694,24.088,81.208,16.848,24.088,81.208,26.694,146.035,81.208,75.654,23.01,8.817,0.0,41.993,107.703,0.0,41.993,164.529,8.817,164.529,23.01,0.0,0.0,75.654,41.993,162.641
INST0168_N15_N18_P010,56.4,43.657,35.041,58.839,187.802,58.839,35.041,114.332,56.4,35.041,114.332,58.839,187.802,114.332,99.467,43.657,33.197,41.993,0.0,149.69,41.993,0.0,122.582,33.197,122.582,43.657,41.993,41.993,99.467,0.0,134.941
INST0168_N15_N18_D010,178.677,160.581,153.452,178.773,309.6,178.773,153.452,229.986,178.677,153.452,229.986,178.773,309.6,229.986,203.198,160.581,155.714,164.529,122.582,272.117,164.529,122.582,0.0,155.714,0.0,160.581,164.529,164.529,203.198,122.582,125.74
INST0168_N15_N18_P011,24.705,22.387,21.127,31.992,154.717,31.992,21.127,87.893,24.705,21.127,87.893,31.992,154.717,87.893,78.919,22.387,0.0,8.817,33.197,116.493,8.817,33.197,155.714,0.0,155.714,22.387,8.817,8.817,78.919,33.197,156.702
INST0168_N15_N18_D011,178.677,160.581,153.452,178.773,309.6,178.773,153.452,229.986,178.677,153.452,229.986,178.773,309.6,229.986,203.198,160.581,155.714,164.529,122.582,272.117,164.529,122.582,0.0,155.714,0.0,160.581,164.529,164.529,203.198,122.582,125.74
INST0168_N15_N18_P012,37.312,0.0,43.511,49.306,149.729,49.306,43.511,101.428,37.312,43.511,101.428,49.306,149.729,101.428,57.966,0.0,22.387,23.01,43.657,114.14,23.01,43.657,160.581,22.387,160.581,0.0,23.01,23.01,57.966,43.657,175.714
INST0168_N15_N18_D012,16.848,23.01,24.088,26.694,146.035,26.694,24.088,81.208,16.848,24.088,81.208,26.694,146.035,81.208,75.654,23.01,8.817,0.0,41.993,107.703,0.0,41.993,164.529,8.817,164.529,23.01,0.0,0.0,75.654,41.993,162.641
INST0168_N15_N18_P013,16.848,23.01,24.088,26.694,146.035,26.694,24.088,81.208,16.848,24.088,81.208,26.694,146.035,81.208,75.654,23.01,8.817,0.0,41.993,107.703,0.0,41.993,164.529,8.817,164.529,23.01,0.0,0.0,75.654,41.993,162.641
INST0168_N15_N18_D013,81.517,57.966,99.392,95.498,127.812,95.498,99.392,131.605,81.517,99.392,131.605,95.498,127.812,131.605,0.0,57.966,78.919,75.654,99.467,104.211,75.654,99.467,203.198,78.919,203.198,57.966,75.654,75.654,0.0,99.467,233.468
INST0168_N15_N18_P014,56.4,43.657,35.041,58.839,187.802,58.839,35.041,114.332,56.4,35.041,114.332,58.839,187.802,114.332,99.467,43.657,33.197,41.993,0.0,149.69,41.993,0.0,122.582,33.197,122.582,43.657,41.993,41.993,99.467,0.0,134.941
INST0168_N15_N18_D014,166.496,175.714,139.347,157.017,293.481,157.017,139.347,182.822,166.496,139.347,182.822,157.017,293.481,182.822,233.468,175.714,156.702,162.641,134.941,253.32,162.641,134.941,125.74,156.702,125.74,175.714,162.641,162.641,233.468,134.941,0.0
