,depot,INST0189_N18_N09_P000,INST0189_N18_N09_D000,INST0189_N18_N09_P001,INST0189_N18_N09_D001,INST0189_N18_N09_P002,INST0189_N18_N09_D002,INST0189_N18_N09_P003,INST0189_N18_N09_D003,INST0189_N18_N09_P004,INST0189_N18_N09_D004,INST0189_N18_N09_P005,INST0189_N18_N09_D005,INST0189_N18_N09_P006,INST0189_N18_N09_D006,INST0189_N18_N09_P007,INST0189_N18_N09_D007,INST0189_N18_N09_P008,INST0189_N18_N09_D008,INST0189_N18_N09_P009,INST0189_N18_N09_D009,INST0189_N18_N09_P010,INST0189_N18_N09_D010,INST0189_N18_N09_P011,INST0189_N18_N09_D011,INST0189_N18_N09_P012,INST0189_N18_N09_D012,INST0189_N18_N09_P013,INST0189_N18_N09_D013,INST0189_N18_N09_P014,INST0189_N18_N09_D014,INST0189_N18_N09_P015,INST0189_N18_N09_D015,INST0189_N18_N09_P016,INST0189_N18_N09_D016,INST0189_N18_N09_P017,INST0189_N18_N09_D017
INST0189_N18_N09_D004,43.657,22.387,175.714,49.306,149.729,0.0,49.306,43.511,57.966,43.657,0.0,43.511,23.01,43.657,23.01,43.657,37.312,43.511,175.714,0.0,33.929,0.0,22.387,33.929,43.511,43.657,37.312,33.929,22.387,22.387,101.428,0.0,33.929,37.312,0.0,43.657,57.966
INST0189_N18_N09_P005,35.041,21.127,139.347,25.326,162.63,43.511,25.326,0.0,99.392,35.041,43.511,0.0,24.088,35.041,24.088,35.041,28.595,0.0,139.347,43.511,28.727,43.511,21.127,28.727,0.0,35.041,28.595,28.727,21.127,21.127,79.42,43.511,28.727,28.595,43.511,35.041,99.392
INST0189_N18_N09_D005,41.993,8.817,162.641,26.694,146.035,23.01,26.694,24.088,75.654,41.993,23.01,24.088,0.0,41.993,0.0,41.993,16.848,24.088,162.641,23.01,14.053,23.01,8.817,14.053,24.088,41.993,16.848,14.053,8.817,8.817,81.208,23.01,14.053,16.848,23.01,41.993,75.654
INST0189_N18_N09_P006,0.0,33.197,134.941,58.839,187.802,43.657,58.839,35.041,99.467,0.0,43.657,35.041,41.993,0.0,41.993,0.0,56.4,35.041,134.941,43.657,54.669,43.657,33.197,54.669,35.041,0.0,56.4,54.669,33.197,33.197,114.332,43.657,54.669,56.4,43.657,0.0,99.467
INST0189_N18_N09_D006,41.993,8.817,162.641,26.694,146.035,23.01,26.694,24.088,75.654,41.993,23.01,24.088,0.0,41.993,0.0,41.993,16.848,24.088,162.641,23.01,14.053,23.01,8.817,14.053,24.088,41.993,16.848,14.053,8.817,8.817,81.208,23.01,14.053,16.848,23.01,41.993,75.654
INST0189_N18_N09_P007,0.0,33.197,134.941,58.839,187.802,43.657,58.839,35.041,99.467,0.0,43.657,35.041,41.993,0.0,41.993,0.0,56.4,35.041,134.941,43.657,54.669,43.657,33.197,54.669,35.041,0.0,56.4,54.669,33.197,33.197,114.332,43.657,54.669,56.4,43.657,0.0,99.467
INST0189_N18_N09_D007,56.4,24.705,166.496,14.003,134.313,37.312,14.003,28.595,81.517,56.4,37.312,28.595,16.848,56.4,16.848,56.4,0.0,28.595,166.496,37.312,3.413,37.312,24.705,3.413,28.595,56.4,0.0,3.413,24.705,24.705,64.653,37.312,3.413,0.0,37.312,56.4,81.517
INST0189_N18_N09_P008,35.041,21.127,139.347,25.326,162.63,43.511,25.326,0.0,99.392,35.041,43.511,0.0,24.088,35.041,24.088,35.041,28.595,0.0,139.347,43.511,28.727,43.511,21.127,28.727,0.0,35.041,28.595,28.727,21.127,21.127,79.42,43.511,28.727,28.595,43.511,35.041,99.392
INST0189_N18_N09_D008,134.941,156.702,0.0,157.017,293.481,175.714,157.017,139.347,233.468,134.941,175.714,139.347,162.641,134.941,162.641,134.941,166.496,139.347,0.0,175.714,167.44,175.714,156.702,167.44,139.347,134.941,166.496,167.44,156.702,156.702,182.822,175.714,167.44,166.496,175.714,134.941,233.468
INST0189_N18_N09_P009,43.657,22.387,175.714,49.306,149.729,0.0,49.306,43.511,57.966,43.657,0.0,43.511,23.01,43.657,23.01,43.657,37.312,43.511,175.714,0.0,33.929,0.0,22.387,33.929,43.511,43.657,37.312,33.929,22.387,22.387,101.428,0.0,33.929,37.312,0.0,43.657,57.966
INST0189_N18_N09_D009,54.669,22.322,167.44,17.072,134.948,33.929,17.072,28.727,78.656,54.669,33.929,28.727,14.053,54.669,14.053,54.669,3.413,28.727,167.44,33.929,0.0,33.929,22.322,0.0,28.727,54.669,3.413,0.0,22.322,22.322,67.88,33.929,0.0,3.413,33.929,54.669,78.656
INST0189_N18_N09_P010,43.657,22.387,175.714,49.306,149.729,0.0,49.306,43.511,57.966,43.657,0.0,43.511,23.01,43.657,23.01,43.657,37.312,43.511,175.714,0.0,33.929,0.0,22.387,33.929,43.511,43.657,37.312,33.929,22.387,22.387,101.428,0.0,33.929,37.312,0.0,43.657,57.966
INST0189_N18_N09_D010,33.197,0.0,156.702,31.992,154.717,22.387,31.992,21.127,78.919,33.197,22.387,21.127,8.817,33.197,8.817,33.197,24.705,21.127,156.702,22.387,22.322,22.387,0.0,22.322,21.127,33.197,24.705,22.322,0.0,0.0,87.893,22.387,22.322,24.705,22.387,33.197,78.919
INST0189_N18_N09_P011,54.669,22.322,167.44,17.072,134.948,33.929,17.072,28.727,78.656,54.669,33.929,28.727,14.053,54.669,14.053,54.669,3.413,28.727,167.44,33.929,0.0,33.929,22.322,0.0,28.727,54.669,3.413,0.0,22.322,22.322,67.88,33.929,0.0,3.413,33.929,54.669,78.656
INST0189_N18_N09_D011,35.041,21.127,139.347,25.326,162.63,43.511,25.326,0.0,99.392,35.041,43.511,0.0,24.088,35.041,24.088,35.041,28.595,0.0,139.347,43.511,28.727,43.511,21.127,28.727,0.0,35.041,28.595,28.727,21.127,21.127,79.42,43.511,28.727,28.595,43.511,35.041,99.392
INST0189_N18_N09_P012,0.0,33.197,134.941,58.839,187.802,43.657,58.839,35.041,99.467,0.0,43.657,35.041,41.993,0.0,41.993,0.0,56.4,35.041,134.941,43.657,54.669,43.657,33.197,54.669,35.041,0.0,56.4,54.669,33.197,33.197,114.332,43.657,54.669,56.4,43.657,0.0,99.467
INST0189_N18_N09_D012,56.4,24.705,166.496,14.003,134.313,37.312,14.003,28.595,81.517,56.4,37.312,28.595,16.848,56.4,16.848,56.4,0.0,28.595,166.496,37.312,3.413,37.312,24.705,3.413,28.595,56.4,0.0,3.413,24.705,24.705,64.653,37.312,3.413,0.0,37.312,56.4,81.517
INST0189_N18_N09_P013,54.669,22.322,167.44,17.072,134.948,33.929,17.072,28.727,78.656,54.669,33.929,28.727,14.053,54.669,14.053,54.669,3.413,28.727,167.44,33.929,0.0,33.929,22.322,0.0,28.727,54.669,3.413,0.0,22.322,22.322,67.88,33.929,0.0,3.413,33.929,54.669,78.656
INST0189_N18_N09_D013,33.197,0.0,156.702,31.992,154.717,22.387,31.992,21.127,78.919,33.197,22.387,21.127,8.817,33.197,8.817,33.197,24.705,21.127,156.702,22.387,22.322,22.387,0.0,22.322,21.127,33.197,24.705,22.322,0.0,0.0,87.893,22.387,22.322,24.705,22.387,33.197,78.919
INST0189_N18_N09_P014,33.197,0.0,156.702,31.992,154.717,22.387,31.992,21.127,78.919,33.197,22.387,21.127,8.817,33.197,8.817,33.197,24.705,21.127,156.702,22.387,22.322,22.387,0.0,22.322,21.127,33.197,24.705,22.322,0.0,0.0,87.893,22.387,22.322,24.705,22.387,33.197,78.919
INST0189_N18_N09_D014,114.332,87.893,182.822,56.35,116.851,101.428,56.35,79.42,131.605,114.332,101.428,79.42,81.208,114.332,81.208,114.332,64.653,79.42,182.822,101.428,67.88,101.428,87.893,67.88,79.42,114.332,64.653,67.88,87.893,87.893,0.0,101.428,67.88,64.653,101.428,114.332,131.605
INST0189_N18_N09_P015,43.657,22.387,175.714,49.306,149.729,0.0,49.306,43.511,57.966,43.657,0.0,43.511,23.01,43.657,23.01,43.657,37.312,43.511,175.714,0.0,33.929,0.0,22.387,33.929,43.511,43.657,37.312,33.929,22.387,22.387,101.428,0.0,33.929,37.312,0.0,43.657,57.966
INST0189_N18_N09_D015,54.669,22.322,167.44,17.072,134.948,33.929,17.072,28.727,78.656,54.669,33.929,28.727,14.053,54.669,14.053,54.669,3.413,28.727,167.44,33.929,0.0,33.929,22.322,0.0,28.727,54.669,3.413,0.0,22.322,22.322,67.88,33.929,0.0,3.413,33.929,54.669,78.656
INST0189_N18_N09_P016,56.4,24.705,166.496,14.003,134.313,37.312,14.003,28.595,81.517,56.4,37.312,28.595,16.848,56.4,16.848,56.4,0.0,28.595,166.496,37.312,3.413,37.312,24.705,3.413,28.595,56.4,0.0,3.413,24.705,24.705,64.653,37.312,3.413,0.0,37.312,56.4,81.517
INST0189_N18_N09_D016,43.657,22.387,175.714,49.306,149.729,0.0,49.306,43.511,57.966,43.657,0.0,43.511,23.01,43.657,23.01,43.657,37.312,43.511,175.714,0.0,33.929,0.0,22.387,33.929,43.511,43.657,37.312,33.929,22.387,22.387,101.428,0.0,33.929,37.312,0.0,43.657,57.966
INST0189_N18_N09_P017,0.0,33.197,134.941,58.839,187.802,43.657,58.839,35.041,99.467,0.0,43.657,35.041,41.993,0.0,41.993,0.0,56.4,35.041,134.941,43.657,54.669,43.657,33.197,54.669,35.041,0.0,56.4,54.669,33.197,33.197,114.332,43.657,54.669,56.4,43.657,0.0,99.467
INST0189_N18_N09_D017,99.467,78.919,233.468,95.498,127.812,57.966,95.498,99.392,0.0,99.467,57.966,99.392,75.654,99.467,75.654,99.467,81.517,99.392,233.468,57.966,78.656,57.966,78.919,78.656,99.392,99.467,81.517,78.656,78.919,78.919,131.605,57.966,78.656,81.517,57.966,99.467,0.0
