,depot,INST0222_N20_N12_P000,INST0222_N20_N12_D000,INST0222_N20_N12_P001,INST0222_N20_N12_D001,INST0222_N20_N12_P002,INST0222_N20_N12_D002,INST0222_N20_N12_P003,INST0222_N20_N12_D003,INST0222_N20_N12_P004,INST0222_N20_N12_D004,INST0222_N20_N12_P005,INST0222_N20_N12_D005,INST0222_N20_N12_P006,INST0222_N20_N12_D006,INST0222_N20_N12_P007,INST0222_N20_N12_D007,INST0222_N20_N12_P008,INST0222_N20_N12_D008,INST0222_N20_N12_P009,INST0222_N20_N12_D009,INST0222_N20_N12_P010,INST0222_N20_N12_D010,INST0222_N20_N12_P011,INST0222_N20_N12_D011,INST0222_N20_N12_P012,INST0222_N20_N12_D012,INST0222_N20_N12_P013,INST0222_N20_N12_D013,INST0222_N20_N12_P014,INST0222_N20_N12_D014,INST0222_N20_N12_P015,INST0222_N20_N12_D015,INST0222_N20_N12_P016,INST0222_N20_N12_D016,INST0222_N20_N12_P017,INST0222_N20_N12_D017,INST0222_N20_N12_P018,INST0222_N20_N12_D018,INST0222_N20_N12_P019,INST0222_N20_N12_D019
INST0222_N20_N12_D008,82.833,64.86,66.32,55.435,46.019,82.833,95.428,93.371,65.084,52.8,107.477,46.019,82.833,82.833,0.0,82.833,46.019,46.019,0.0,64.86,107.477,71.779,95.428,46.019,0.0,66.32,95.428,71.779,52.8,46.019,82.833,93.371,107.477,64.86,71.779,64.86,55.435,82.833,64.86,52.8,46.019
INST0222_N20_N12_P009,35.534,0.0,19.671,23.461,20.683,35.534,132.815,28.616,100.436,23.353,81.17,20.683,35.534,35.534,64.86,35.534,20.683,20.683,64.86,0.0,81.17,17.254,132.815,20.683,64.86,19.671,132.815,17.254,23.353,20.683,35.534,28.616,81.17,0.0,17.254,0.0,23.461,35.534,0.0,23.353,20.683
INST0222_N20_N12_D009,47.339,81.17,61.784,64.236,77.99,47.339,104.379,81.232,85.106,66.572,0.0,77.99,47.339,47.339,107.477,47.339,77.99,77.99,107.477,81.17,0.0,64.45,104.379,77.99,107.477,61.784,104.379,64.45,66.572,77.99,47.339,81.232,0.0,81.17,64.45,81.17,64.236,47.339,81.17,66.572,77.99
INST0222_N20_N12_P010,18.283,17.254,7.201,18.229,26.126,18.283,126.352,27.111,95.136,20.176,64.45,26.126,18.283,18.283,71.779,18.283,26.126,26.126,71.779,17.254,64.45,0.0,126.352,26.126,71.779,7.201,126.352,0.0,20.176,26.126,18.283,27.111,64.45,17.254,0.0,17.254,18.229,18.283,17.254,20.176,26.126
INST0222_N20_N12_D010,122.278,132.815,119.262,110.207,113.909,122.278,0.0,153.371,32.884,109.689,104.379,113.909,122.278,122.278,95.428,122.278,113.909,113.909,95.428,132.815,104.379,126.352,0.0,113.909,95.428,119.262,0.0,126.352,109.689,113.909,122.278,153.371,104.379,132.815,126.352,132.815,110.207,122.278,132.815,109.689,113.909
INST0222_N20_N12_P011,40.266,20.683,21.8,13.942,0.0,40.266,113.909,48.052,81.189,11.436,77.99,0.0,40.266,40.266,46.019,40.266,0.0,0.0,46.019,20.683,77.99,26.126,113.909,0.0,46.019,21.8,113.909,26.126,11.436,0.0,40.266,48.052,77.99,20.683,26.126,20.683,13.942,40.266,20.683,11.436,0.0
INST0222_N20_N12_D011,82.833,64.86,66.32,55.435,46.019,82.833,95.428,93.371,65.084,52.8,107.477,46.019,82.833,82.833,0.0,82.833,46.019,46.019,0.0,64.86,107.477,71.779,95.428,46.019,0.0,66.32,95.428,71.779,52.8,46.019,82.833,93.371,107.477,64.86,71.779,64.86,55.435,82.833,64.86,52.8,46.019
INST0222_N20_N12_P012,18.791,19.671,0.0,11.477,21.8,18.791,119.262,34.294,87.958,13.759,61.784,21.8,18.791,18.791,66.32,18.791,21.8,21.8,66.32,19.671,61.784,7.201,119.262,21.8,66.32,0.0,119.262,7.201,13.759,21.8,18.791,34.294,61.784,19.671,7.201,19.671,11.477,18.791,19.671,13.759,21.8
INST0222_N20_N12_D012,122.278,132.815,119.262,110.207,113.909,122.278,0.0,153.371,32.884,109.689,104.379,113.909,122.278,122.278,95.428,122.278,113.909,113.909,95.428,132.815,104.379,126.352,0.0,113.909,95.428,119.262,0.0,126.352,109.689,113.909,122.278,153.371,104.379,132.815,126.352,132.815,110.207,122.278,132.815,109.689,113.909
INST0222_N20_N12_P013,18.283,17.254,7.201,18.229,26.126,18.283,126.352,27.111,95.136,20.176,64.45,26.126,18.283,18.283,71.779,18.283,26.126,26.126,71.779,17.254,64.45,0.0,126.352,26.126,71.779,7.201,126.352,0.0,20.176,26.126,18.283,27.111,64.45,17.254,0.0,17.254,18.229,18.283,17.254,20.176,26.126
INST0222_N20_N12_D013,30.471,23.353,13.759,2.788,11.436,30.471,109.689,46.06,77.555,0.0,66.572,11.436,30.471,30.471,52.8,30.471,11.436,11.436,52.8,23.353,66.572,20.176,109.689,11.436,52.8,13.759,109.689,20.176,0.0,11.436,30.471,46.06,66.572,23.353,20.176,23.353,2.788,30.471,23.353,0.0,11.436
INST0222_N20_N12_P014,40.266,20.683,21.8,13.942,0.0,40.266,113.909,48.052,81.189,11.436,77.99,0.0,40.266,40.266,46.019,40.266,0.0,0.0,46.019,20.683,77.99,26.126,113.909,0.0,46.019,21.8,113.909,26.126,11.436,0.0,40.266,48.052,77.99,20.683,26.126,20.683,13.942,40.266,20.683,11.436,0.0
INST0222_N20_N12_D014,0.0,35.534,18.791,27.709,40.266,0.0,122.278,35.653,93.214,30.471,47.339,40.266,0.0,0.0,82.833,0.0,40.266,40.266,82.833,35.534,47.339,18.283,122.278,40.266,82.833,18.791,122.278,18.283,30.471,40.266,0.0,35.653,47.339,35.534,18.283,35.534,27.709,0.0,35.534,30.471,40.266
INST0222_N20_N12_P015,35.653,28.616,34.294,44.646,48.052,35.653,153.371,0.0,122.247,46.06,81.232,48.052,35.653,35.653,93.371,35.653,48.052,48.052,93.371,28.616,81.232,27.111,153.371,48.052,93.371,34.294,153.371,27.111,46.06,48.052,35.653,0.0,81.232,28.616,27.111,28.616,44.646,35.653,28.616,46.06,48.052
INST0222_N20_N12_D015,47.339,81.17,61.784,64.236,77.99,47.339,104.379,81.232,85.106,66.572,0.0,77.99,47.339,47.339,107.477,47.339,77.99,77.99,107.477,81.17,0.0,64.45,104.379,77.99,107.477,61.784,104.379,64.45,66.572,77.99,47.339,81.232,0.0,81.17,64.45,81.17,64.236,47.339,81.17,66.572,77.99
INST0222_N20_N12_P016,35.534,0.0,19.671,23.461,20.683,35.534,132.815,28.616,100.436,23.353,81.17,20.683,35.534,35.534,64.86,35.534,20.683,20.683,64.86,0.0,81.17,17.254,132.815,20.683,64.86,19.671,132.815,17.254,23.353,20.683,35.534,28.616,81.17,0.0,17.254,0.0,23.461,35.534,0.0,23.353,20.683
INST0222_N20_N12_D016,18.283,17.254,7.201,18.229,26.126,18.283,126.352,27.111,95.136,20.176,64.45,26.126,18.283,18.283,71.779,18.283,26.126,26.126,71.779,17.254,64.45,0.0,126.352,26.126,71.779,7.201,126.352,0.0,20.176,26.126,18.283,27.111,64.45,17.254,0.0,17.254,18.229,18.283,17.254,20.176,26.126
INST0222_N20_N12_P017,35.534,0.0,19.671,23.461,20.683,35.534,132.815,28.616,100.436,23.353,81.17,20.683,35.534,35.534,64.86,35.534,20.683,20.683,64.86,0.0,81.17,17.254,132.815,20.683,64.86,19.671,132.815,17.254,23.353,20.683,35.534,28.616,81.17,0.0,17.254,0.0,23.461,35.534,0.0,23.353,20.683
INST0222_N20_N12_D017,27.709,23.461,11.477,0.0,13.942,27.709,110.207,44.646,78.292,2.788,64.236,13.942,27.709,27.709,55.435,27.709,13.942,13.942,55.435,23.461,64.236,18.229,110.207,13.942,55.435,11.477,110.207,18.229,2.788,13.942,27.709,44.646,64.236,23.461,18.229,23.461,0.0,27.709,23.461,2.788,13.942
INST0222_N20_N12_P018,0.0,35.534,18.791,27.709,40.266,0.0,122.278,35.653,93.214,30.471,47.339,40.266,0.0,0.0,82.833,0.0,40.266,40.266,82.833,35.534,47.339,18.283,122.278,40.266,82.833,18.791,122.278,18.283,30.471,40.266,0.0,35.653,47.339,35.534,18.283,35.534,27.709,0.0,35.534,30.471,40.266
INST0222_N20_N12_D018,35.534,0.0,19.671,23.461,20.683,35.534,132.815,28.616,100.436,23.353,81.17,20.683,35.534,35.534,64.86,35.534,20.683,20.683,64.86,0.0,81.17,17.254,132.815,20.683,64.86,19.671,132.815,17.254,23.353,20.683,35.534,28.616,81.17,0.0,17.254,0.0,23.461,35.534,0.0,23.353,20.683
INST0222_N20_N12_P019,30.471,23.353,13.759,2.788,11.436,30.471,109.689,46.06,77.555,0.0,66.572,11.436,30.471,30.471,52.8,30.471,11.436,11.436,52.8,23.353,66.572,20.176,109.689,11.436,52.8,13.759,109.689,20.176,0.0,11.436,30.471,46.06,66.572,23.353,20.176,23.353,2.788,30.471,23.353,0.0,11.436
INST0222_N20_N12_D019,40.266,20.683,21.8,13.942,0.0,40.266,113.909,48.052,81.189,11.436,77.99,0.0,40.266,40.266,46.019,40.266,0.0,0.0,46.019,20.683,77.99,26.126,113.909,0.0,46.019,21.8,113.909,26.126,11.436,0.0,40.266,48.052,77.99,20.683,26.126,20.683,13.942,40.266,20.683,11.436,0.0
