,depot,INST0253_N22_W13_P000,INST0253_N22_W13_D000,INST0253_N22_W13_P001,INST0253_N22_W13_D001,INST0253_N22_W13_P002,INST0253_N22_W13_D002,INST0253_N22_W13_P003,INST0253_N22_W13_D003,INST0253_N22_W13_P004,INST0253_N22_W13_D004,INST0253_N22_W13_P005,INST0253_N22_W13_D005,INST0253_N22_W13_P006,INST0253_N22_W13_D006,INST0253_N22_W13_P007,INST0253_N22_W13_D007,INST0253_N22_W13_P008,INST0253_N22_W13_D008,INST0253_N22_W13_P009,INST0253_N22_W13_D009,INST0253_N22_W13_P010,INST0253_N22_W13_D010,INST0253_N22_W13_P011,INST0253_N22_W13_D011,INST0253_N22_W13_P012,INST0253_N22_W13_D012,INST0253_N22_W13_P013,INST0253_N22_W13_D013,INST0253_N22_W13_P014,INST0253_N22_W13_D014,INST0253_N22_W13_P015,INST0253_N22_W13_D015,INST0253_N22_W13_P016,INST0253_N22_W13_D016,INST0253_N22_W13_P017,INST0253_N22_W13_D017,INST0253_N22_W13_P018,INST0253_N22_W13_D018,INST0253_N22_W13_P019,INST0253_N22_W13_D019,INST0253_N22_W13_P020,INST0253_N22_W13_D020,INST0253_N22_W13_P021,INST0253_N22_W13_D021
INST0253_N22_W13_D008,50.015,0.0,61.567,50.015,94.929,50.015,86.82,50.015,84.648,24.909,67.612,24.909,50.015,66.284,70.587,66.284,49.056,66.284,0.0,0.0,77.687,50.015,84.648,49.056,0.0,50.015,24.909,49.056,77.687,50.015,0.0,49.056,86.82,50.015,86.82,49.056,84.648,50.015,84.648,24.909,77.687,49.056,66.284,49.056,66.284
INST0253_N22_W13_P009,50.015,0.0,61.567,50.015,94.929,50.015,86.82,50.015,84.648,24.909,67.612,24.909,50.015,66.284,70.587,66.284,49.056,66.284,0.0,0.0,77.687,50.015,84.648,49.056,0.0,50.015,24.909,49.056,77.687,50.015,0.0,49.056,86.82,50.015,86.82,49.056,84.648,50.015,84.648,24.909,77.687,49.056,66.284,49.056,66.284
INST0253_N22_W13_D009,124.166,77.687,20.56,124.166,20.081,124.166,17.435,124.166,20.02,53.818,32.905,53.818,124.166,141.804,75.699,141.804,29.878,141.804,77.687,77.687,0.0,124.166,20.02,29.878,77.687,124.166,53.818,29.878,0.0,124.166,77.687,29.878,17.435,124.166,17.435,29.878,20.02,124.166,20.02,53.818,0.0,29.878,141.804,29.878,141.804
INST0253_N22_W13_P010,0.0,50.015,110.354,0.0,142.787,0.0,129.907,0.0,133.671,70.637,117.595,70.637,0.0,18.026,115.643,18.026,97.602,18.026,50.015,50.015,124.166,0.0,133.671,97.602,50.015,0.0,70.637,97.602,124.166,0.0,50.015,97.602,129.907,0.0,129.907,97.602,133.671,0.0,133.671,70.637,124.166,97.602,18.026,97.602,18.026
INST0253_N22_W13_D010,133.671,84.648,23.331,133.671,14.369,133.671,35.228,133.671,0.0,63.48,22.951,63.48,133.671,150.679,64.294,150.679,36.098,150.679,84.648,84.648,20.02,133.671,0.0,36.098,84.648,133.671,63.48,36.098,20.02,133.671,84.648,36.098,35.228,133.671,35.228,36.098,0.0,133.671,0.0,63.48,20.02,36.098,150.679,36.098,150.679
INST0253_N22_W13_P011,97.602,49.056,12.767,97.602,45.89,97.602,43.098,97.602,36.098,27.496,25.201,27.496,97.602,114.719,56.961,114.719,0.0,114.719,49.056,49.056,29.878,97.602,36.098,0.0,49.056,97.602,27.496,0.0,29.878,97.602,49.056,0.0,43.098,97.602,43.098,0.0,36.098,97.602,36.098,27.496,29.878,0.0,114.719,0.0,114.719
INST0253_N22_W13_D011,50.015,0.0,61.567,50.015,94.929,50.015,86.82,50.015,84.648,24.909,67.612,24.909,50.015,66.284,70.587,66.284,49.056,66.284,0.0,0.0,77.687,50.015,84.648,49.056,0.0,50.015,24.909,49.056,77.687,50.015,0.0,49.056,86.82,50.015,86.82,49.056,84.648,50.015,84.648,24.909,77.687,49.056,66.284,49.056,66.284
INST0253_N22_W13_P012,0.0,50.015,110.354,0.0,142.787,0.0,129.907,0.0,133.671,70.637,117.595,70.637,0.0,18.026,115.643,18.026,97.602,18.026,50.015,50.015,124.166,0.0,133.671,97.602,50.015,0.0,70.637,97.602,124.166,0.0,50.015,97.602,129.907,0.0,129.907,97.602,133.671,0.0,133.671,70.637,124.166,97.602,18.026,97.602,18.026
INST0253_N22_W13_D012,70.637,24.909,40.204,70.637,72.151,70.637,61.972,70.637,63.48,0.0,50.631,0.0,70.637,88.095,68.471,88.095,27.496,88.095,24.909,24.909,53.818,70.637,63.48,27.496,24.909,70.637,0.0,27.496,53.818,70.637,24.909,27.496,61.972,70.637,61.972,27.496,63.48,70.637,63.48,0.0,53.818,27.496,88.095,27.496,88.095
INST0253_N22_W13_P013,97.602,49.056,12.767,97.602,45.89,97.602,43.098,97.602,36.098,27.496,25.201,27.496,97.602,114.719,56.961,114.719,0.0,114.719,49.056,49.056,29.878,97.602,36.098,0.0,49.056,97.602,27.496,0.0,29.878,97.602,49.056,0.0,43.098,97.602,43.098,0.0,36.098,97.602,36.098,27.496,29.878,0.0,114.719,0.0,114.719
INST0253_N22_W13_D013,124.166,77.687,20.56,124.166,20.081,124.166,17.435,124.166,20.02,53.818,32.905,53.818,124.166,141.804,75.699,141.804,29.878,141.804,77.687,77.687,0.0,124.166,20.02,29.878,77.687,124.166,53.818,29.878,0.0,124.166,77.687,29.878,17.435,124.166,17.435,29.878,20.02,124.166,20.02,53.818,0.0,29.878,141.804,29.878,141.804
INST0253_N22_W13_P014,0.0,50.015,110.354,0.0,142.787,0.0,129.907,0.0,133.671,70.637,117.595,70.637,0.0,18.026,115.643,18.026,97.602,18.026,50.015,50.015,124.166,0.0,133.671,97.602,50.015,0.0,70.637,97.602,124.166,0.0,50.015,97.602,129.907,0.0,129.907,97.602,133.671,0.0,133.671,70.637,124.166,97.602,18.026,97.602,18.026
INST0253_N22_W13_D014,50.015,0.0,61.567,50.015,94.929,50.015,86.82,50.015,84.648,24.909,67.612,24.909,50.015,66.284,70.587,66.284,49.056,66.284,0.0,0.0,77.687,50.015,84.648,49.056,0.0,50.015,24.909,49.056,77.687,50.015,0.0,49.056,86.82,50.015,86.82,49.056,84.648,50.015,84.648,24.909,77.687,49.056,66.284,49.056,66.284
INST0253_N22_W13_P015,97.602,49.056,12.767,97.602,45.89,97.602,43.098,97.602,36.098,27.496,25.201,27.496,97.602,114.719,56.961,114.719,0.0,114.719,49.056,49.056,29.878,97.602,36.098,0.0,49.056,97.602,27.496,0.0,29.878,97.602,49.056,0.0,43.098,97.602,43.098,0.0,36.098,97.602,36.098,27.496,29.878,0.0,114.719,0.0,114.719
INST0253_N22_W13_D015,129.907,86.82,36.679,129.907,28.407,129.907,0.0,129.907,35.228,61.972,50.317,61.972,129.907,147.866,92.961,147.866,43.098,147.866,86.82,86.82,17.435,129.907,35.228,43.098,86.82,129.907,61.972,43.098,17.435,129.907,86.82,43.098,0.0,129.907,0.0,43.098,35.228,129.907,35.228,61.972,17.435,43.098,147.866,43.098,147.866
INST0253_N22_W13_P016,0.0,50.015,110.354,0.0,142.787,0.0,129.907,0.0,133.671,70.637,117.595,70.637,0.0,18.026,115.643,18.026,97.602,18.026,50.015,50.015,124.166,0.0,133.671,97.602,50.015,0.0,70.637,97.602,124.166,0.0,50.015,97.602,129.907,0.0,129.907,97.602,133.671,0.0,133.671,70.637,124.166,97.602,18.026,97.602,18.026
INST0253_N22_W13_D016,129.907,86.82,36.679,129.907,28.407,129.907,0.0,129.907,35.228,61.972,50.317,61.972,129.907,147.866,92.961,147.866,43.098,147.866,86.82,86.82,17.435,129.907,35.228,43.098,86.82,129.907,61.972,43.098,17.435,129.907,86.82,43.098,0.0,129.907,0.0,43.098,35.228,129.907,35.228,61.972,17.435,43.098,147.866,43.098,147.866
INST0253_N22_W13_P017,97.602,49.056,12.767,97.602,45.89,97.602,43.098,97.602,36.098,27.496,25.201,27.496,97.602,114.719,56.961,114.719,0.0,114.719,49.056,49.056,29.878,97.602,36.098,0.0,49.056,97.602,27.496,0.0,29.878,97.602,49.056,0.0,43.098,97.602,43.098,0.0,36.098,97.602,36.098,27.496,29.878,0.0,114.719,0.0,114.719
INST0253_N22_W13_D017,133.671,84.648,23.331,133.671,14.369,133.671,35.228,133.671,0.0,63.48,22.951,63.48,133.671,150.679,64.294,150.679,36.098,150.679,84.648,84.648,20.02,133.671,0.0,36.098,84.648,133.671,63.48,36.098,20.02,133.671,84.648,36.098,35.228,133.671,35.228,36.098,0.0,133.671,0.0,63.48,20.02,36.098,150.679,36.098,150.679
INST0253_N22_W13_P018,0.0,50.015,110.354,0.0,142.787,0.0,129.907,0.0,133.671,70.637,117.595,70.637,0.0,18.026,115.643,18.026,97.602,18.026,50.015,50.015,124.166,0.0,133.671,97.602,50.015,0.0,70.637,97.602,124.166,0.0,50.015,97.602,129.907,0.0,129.907,97.602,133.671,0.0,133.671,70.637,124.166,97.602,18.026,97.602,18.026
INST0253_N22_W13_D018,133.671,84.648,23.331,133.671,14.369,133.671,35.228,133.671,0.0,63.48,22.951,63.48,133.671,150.679,64.294,150.679,36.098,150.679,84.648,84.648,20.02,133.671,0.0,36.098,84.648,133.671,63.48,36.098,20.02,133.671,84.648,36.098,35.228,133.671,35.228,36.098,0.0,133.671,0.0,63.48,20.02,36.098,150.679,36.098,150.679
INST0253_N22_W13_P019,70.637,24.909,40.204,70.637,72.151,70.637,61.972,70.637,63.48,0.0,50.631,0.0,70.637,88.095,68.471,88.095,27.496,88.095,24.909,24.909,53.818,70.637,63.48,27.496,24.909,70.637,0.0,27.496,53.818,70.637,24.909,27.496,61.972,70.637,61.972,27.496,63.48,70.637,63.48,0.0,53.818,27.496,88.095,27.496,88.095
INST0253_N22_W13_D019,124.166,77.687,20.56,124.166,20.081,124.166,17.435,124.166,20.02,53.818,32.905,53.818,124.166,141.804,75.699,141.804,29.878,141.804,77.687,77.687,0.0,124.166,20.02,29.878,77.687,124.166,53.818,29.878,0.0,124.166,77.687,29.878,17.435,124.166,17.435,29.878,20.02,124.166,20.02,53.818,0.0,29.878,141.804,29.878,141.804
INST0253_N22_W13_P020,97.602,49.056,12.767,97.602,45.89,97.602,43.098,97.602,36.098,27.496,25.201,27.496,97.602,114.719,56.961,114.719,0.0,114.719,49.056,49.056,29.878,97.602,36.098,0.0,49.056,97.602,27.496,0.0,29.878,97.602,49.056,0.0,43.098,97.602,43.098,0.0,36.098,97.602,36.098,27.496,29.878,0.0,114.719,0.0,114.719
INST0253_N22_W13_D020,18.026,66.284,127.423,18.026,160.194,18.026,147.866,18.026,150.679,88.095,133.769,88.095,18.026,0.0,128.123,0.0,114.719,0.0,66.284,66.284,141.804,18.026,150.679,114.719,66.284,18.026,88.095,114.719,141.804,18.026,66.284,114.719,147.866,18.026,147.866,114.719,150.679,18.026,150.679,88.095,141.804,114.719,0.0,114.719,0.0
INST0253_N22_W13_P021,97.602,49.056,12.767,97.602,45.89,97.602,43.098,97.602,36.098,27.496,25.201,27.496,97.602,114.719,56.961,114.719,0.0,114.719,49.056,49.056,29.878,97.602,36.098,0.0,49.056,97.602,27.496,0.0,29.878,97.602,49.056,0.0,43.098,97.602,43.098,0.0,36.098,97.602,36.098,27.496,29.878,0.0,114.719,0.0,114.719
INST0253_N22_W13_D021,18.026,66.284,127.423,18.026,160.194,18.026,147.866,18.026,150.679,88.095,133.769,88.095,18.026,0.0,128.123,0.0,114.719,0.0,66.284,66.284,141.804,18.026,150.679,114.719,66.284,18.026,88.095,114.719,141.804,18.026,66.284,114.719,147.866,18.026,147.866,114.719,150.679,18.026,150.679,88.095,141.804,114.719,0.0,114.719,0.0
