,depot,INST0274_N25_W04_P000,INST0274_N25_W04_D000,INST0274_N25_W04_P001,INST0274_N25_W04_D001,INST0274_N25_W04_P002,INST0274_N25_W04_D002,INST0274_N25_W04_P003,INST0274_N25_W04_D003,INST0274_N25_W04_P004,INST0274_N25_W04_D004,INST0274_N25_W04_P005,INST0274_N25_W04_D005,INST0274_N25_W04_P006,INST0274_N25_W04_D006,INST0274_N25_W04_P007,INST0274_N25_W04_D007,INST0274_N25_W04_P008,INST0274_N25_W04_D008,INST0274_N25_W04_P009,INST0274_N25_W04_D009,INST0274_N25_W04_P010,INST0274_N25_W04_D010,INST0274_N25_W04_P011,INST0274_N25_W04_D011,INST0274_N25_W04_P012,INST0274_N25_W04_D012,INST0274_N25_W04_P013,INST0274_N25_W04_D013,INST0274_N25_W04_P014,INST0274_N25_W04_D014,INST0274_N25_W04_P015,INST0274_N25_W04_D015,INST0274_N25_W04_P016,INST0274_N25_W04_D016,INST0274_N25_W04_P017,INST0274_N25_W04_D017,INST0274_N25_W04_P018,INST0274_N25_W04_D018,INST0274_N25_W04_P019,INST0274_N25_W04_D019,INST0274_N25_W04_P020,INST0274_N25_W04_D020,INST0274_N25_W04_P021,INST0274_N25_W04_D021,INST0274_N25_W04_P022,INST0274_N25_W04_D022,INST0274_N25_W04_P023,INST0274_N25_W04_D023,INST0274_N25_W04_P024,INST0274_N25_W04_D024
INST0274_N25_W04_D004,0.0,88.095,128.123,88.095,66.284,18.026,0.0,0.0,128.123,18.026,0.0,88.095,18.026,66.284,141.804,18.026,160.194,88.095,18.026,66.284,160.194,18.026,127.423,66.284,88.095,18.026,160.194,0.0,133.769,0.0,66.284,88.095,141.804,18.026,0.0,18.026,133.769,66.284,127.423,88.095,66.284,18.026,150.679,88.095,114.719,66.284,133.769,88.095,127.423,66.284,150.679
INST0274_N25_W04_P005,88.095,0.0,68.471,0.0,24.909,70.637,88.095,88.095,68.471,70.637,88.095,0.0,70.637,24.909,53.818,70.637,72.151,0.0,70.637,24.909,72.151,70.637,40.204,24.909,0.0,70.637,72.151,88.095,50.631,88.095,24.909,0.0,53.818,70.637,88.095,70.637,50.631,24.909,40.204,0.0,24.909,70.637,63.48,0.0,27.496,24.909,50.631,0.0,40.204,24.909,63.48
INST0274_N25_W04_D005,18.026,70.637,115.643,70.637,50.015,0.0,18.026,18.026,115.643,0.0,18.026,70.637,0.0,50.015,124.166,0.0,142.787,70.637,0.0,50.015,142.787,0.0,110.354,50.015,70.637,0.0,142.787,18.026,117.595,18.026,50.015,70.637,124.166,0.0,18.026,0.0,117.595,50.015,110.354,70.637,50.015,0.0,133.671,70.637,97.602,50.015,117.595,70.637,110.354,50.015,133.671
INST0274_N25_W04_P006,66.284,24.909,70.587,24.909,0.0,50.015,66.284,66.284,70.587,50.015,66.284,24.909,50.015,0.0,77.687,50.015,94.929,24.909,50.015,0.0,94.929,50.015,61.567,0.0,24.909,50.015,94.929,66.284,67.612,66.284,0.0,24.909,77.687,50.015,66.284,50.015,67.612,0.0,61.567,24.909,0.0,50.015,84.648,24.909,49.056,0.0,67.612,24.909,61.567,0.0,84.648
INST0274_N25_W04_D006,141.804,53.818,75.699,53.818,77.687,124.166,141.804,141.804,75.699,124.166,141.804,53.818,124.166,77.687,0.0,124.166,20.081,53.818,124.166,77.687,20.081,124.166,20.56,77.687,53.818,124.166,20.081,141.804,32.905,141.804,77.687,53.818,0.0,124.166,141.804,124.166,32.905,77.687,20.56,53.818,77.687,124.166,20.02,53.818,29.878,77.687,32.905,53.818,20.56,77.687,20.02
INST0274_N25_W04_P007,18.026,70.637,115.643,70.637,50.015,0.0,18.026,18.026,115.643,0.0,18.026,70.637,0.0,50.015,124.166,0.0,142.787,70.637,0.0,50.015,142.787,0.0,110.354,50.015,70.637,0.0,142.787,18.026,117.595,18.026,50.015,70.637,124.166,0.0,18.026,0.0,117.595,50.015,110.354,70.637,50.015,0.0,133.671,70.637,97.602,50.015,117.595,70.637,110.354,50.015,133.671
INST0274_N25_W04_D007,160.194,72.151,78.578,72.151,94.929,142.787,160.194,160.194,78.578,142.787,160.194,72.151,142.787,94.929,20.081,142.787,0.0,72.151,142.787,94.929,0.0,142.787,33.728,94.929,72.151,142.787,0.0,160.194,37.156,160.194,94.929,72.151,20.081,142.787,160.194,142.787,37.156,94.929,33.728,72.151,94.929,142.787,14.369,72.151,45.89,94.929,37.156,72.151,33.728,94.929,14.369
INST0274_N25_W04_P008,88.095,0.0,68.471,0.0,24.909,70.637,88.095,88.095,68.471,70.637,88.095,0.0,70.637,24.909,53.818,70.637,72.151,0.0,70.637,24.909,72.151,70.637,40.204,24.909,0.0,70.637,72.151,88.095,50.631,88.095,24.909,0.0,53.818,70.637,88.095,70.637,50.631,24.909,40.204,0.0,24.909,70.637,63.48,0.0,27.496,24.909,50.631,0.0,40.204,24.909,63.48
INST0274_N25_W04_D008,18.026,70.637,115.643,70.637,50.015,0.0,18.026,18.026,115.643,0.0,18.026,70.637,0.0,50.015,124.166,0.0,142.787,70.637,0.0,50.015,142.787,0.0,110.354,50.015,70.637,0.0,142.787,18.026,117.595,18.026,50.015,70.637,124.166,0.0,18.026,0.0,117.595,50.015,110.354,70.637,50.015,0.0,133.671,70.637,97.602,50.015,117.595,70.637,110.354,50.015,133.671
INST0274_N25_W04_P009,66.284,24.909,70.587,24.909,0.0,50.015,66.284,66.284,70.587,50.015,66.284,24.909,50.015,0.0,77.687,50.015,94.929,24.909,50.015,0.0,94.929,50.015,61.567,0.0,24.909,50.015,94.929,66.284,67.612,66.284,0.0,24.909,77.687,50.015,66.284,50.015,67.612,0.0,61.567,24.909,0.0,50.015,84.648,24.909,49.056,0.0,67.612,24.909,61.567,0.0,84.648
INST0274_N25_W04_D009,160.194,72.151,78.578,72.151,94.929,142.787,160.194,160.194,78.578,142.787,160.194,72.151,142.787,94.929,20.081,142.787,0.0,72.151,142.787,94.929,0.0,142.787,33.728,94.929,72.151,142.787,0.0,160.194,37.156,160.194,94.929,72.151,20.081,142.787,160.194,142.787,37.156,94.929,33.728,72.151,94.929,142.787,14.369,72.151,45.89,94.929,37.156,72.151,33.728,94.929,14.369
INST0274_N25_W04_P010,18.026,70.637,115.643,70.637,50.015,0.0,18.026,18.026,115.643,0.0,18.026,70.637,0.0,50.015,124.166,0.0,142.787,70.637,0.0,50.015,142.787,0.0,110.354,50.015,70.637,0.0,142.787,18.026,117.595,18.026,50.015,70.637,124.166,0.0,18.026,0.0,117.595,50.015,110.354,70.637,50.015,0.0,133.671,70.637,97.602,50.015,117.595,70.637,110.354,50.015,133.671
INST0274_N25_W04_D010,127.423,40.204,57.051,40.204,61.567,110.354,127.423,127.423,57.051,110.354,127.423,40.204,110.354,61.567,20.56,110.354,33.728,40.204,110.354,61.567,33.728,110.354,0.0,61.567,40.204,110.354,33.728,127.423,17.238,127.423,61.567,40.204,20.56,110.354,127.423,110.354,17.238,61.567,0.0,40.204,61.567,110.354,23.331,40.204,12.767,61.567,17.238,40.204,0.0,61.567,23.331
INST0274_N25_W04_P011,66.284,24.909,70.587,24.909,0.0,50.015,66.284,66.284,70.587,50.015,66.284,24.909,50.015,0.0,77.687,50.015,94.929,24.909,50.015,0.0,94.929,50.015,61.567,0.0,24.909,50.015,94.929,66.284,67.612,66.284,0.0,24.909,77.687,50.015,66.284,50.015,67.612,0.0,61.567,24.909,0.0,50.015,84.648,24.909,49.056,0.0,67.612,24.909,61.567,0.0,84.648
INST0274_N25_W04_D011,88.095,0.0,68.471,0.0,24.909,70.637,88.095,88.095,68.471,70.637,88.095,0.0,70.637,24.909,53.818,70.637,72.151,0.0,70.637,24.909,72.151,70.637,40.204,24.909,0.0,70.637,72.151,88.095,50.631,88.095,24.909,0.0,53.818,70.637,88.095,70.637,50.631,24.909,40.204,0.0,24.909,70.637,63.48,0.0,27.496,24.909,50.631,0.0,40.204,24.909,63.48
INST0274_N25_W04_P012,18.026,70.637,115.643,70.637,50.015,0.0,18.026,18.026,115.643,0.0,18.026,70.637,0.0,50.015,124.166,0.0,142.787,70.637,0.0,50.015,142.787,0.0,110.354,50.015,70.637,0.0,142.787,18.026,117.595,18.026,50.015,70.637,124.166,0.0,18.026,0.0,117.595,50.015,110.354,70.637,50.015,0.0,133.671,70.637,97.602,50.015,117.595,70.637,110.354,50.015,133.671
INST0274_N25_W04_D012,160.194,72.151,78.578,72.151,94.929,142.787,160.194,160.194,78.578,142.787,160.194,72.151,142.787,94.929,20.081,142.787,0.0,72.151,142.787,94.929,0.0,142.787,33.728,94.929,72.151,142.787,0.0,160.194,37.156,160.194,94.929,72.151,20.081,142.787,160.194,142.787,37.156,94.929,33.728,72.151,94.929,142.787,14.369,72.151,45.89,94.929,37.156,72.151,33.728,94.929,14.369
INST0274_N25_W04_P013,0.0,88.095,128.123,88.095,66.284,18.026,0.0,0.0,128.123,18.026,0.0,88.095,18.026,66.284,141.804,18.026,160.194,88.095,18.026,66.284,160.194,18.026,127.423,66.284,88.095,18.026,160.194,0.0,133.769,0.0,66.284,88.095,141.804,18.026,0.0,18.026,133.769,66.284,127.423,88.095,66.284,18.026,150.679,88.095,114.719,66.284,133.769,88.095,127.423,66.284,150.679
INST0274_N25_W04_D013,133.769,50.631,43.046,50.631,67.612,117.595,133.769,133.769,43.046,117.595,133.769,50.631,117.595,67.612,32.905,117.595,37.156,50.631,117.595,67.612,37.156,117.595,17.238,67.612,50.631,117.595,37.156,133.769,0.0,133.769,67.612,50.631,32.905,117.595,133.769,117.595,0.0,67.612,17.238,50.631,67.612,117.595,22.951,50.631,25.201,67.612,0.0,50.631,17.238,67.612,22.951
INST0274_N25_W04_P014,0.0,88.095,128.123,88.095,66.284,18.026,0.0,0.0,128.123,18.026,0.0,88.095,18.026,66.284,141.804,18.026,160.194,88.095,18.026,66.284,160.194,18.026,127.423,66.284,88.095,18.026,160.194,0.0,133.769,0.0,66.284,88.095,141.804,18.026,0.0,18.026,133.769,66.284,127.423,88.095,66.284,18.026,150.679,88.095,114.719,66.284,133.769,88.095,127.423,66.284,150.679
INST0274_N25_W04_D014,66.284,24.909,70.587,24.909,0.0,50.015,66.284,66.284,70.587,50.015,66.284,24.909,50.015,0.0,77.687,50.015,94.929,24.909,50.015,0.0,94.929,50.015,61.567,0.0,24.909,50.015,94.929,66.284,67.612,66.284,0.0,24.909,77.687,50.015,66.284,50.015,67.612,0.0,61.567,24.909,0.0,50.015,84.648,24.909,49.056,0.0,67.612,24.909,61.567,0.0,84.648
INST0274_N25_W04_P015,88.095,0.0,68.471,0.0,24.909,70.637,88.095,88.095,68.471,70.637,88.095,0.0,70.637,24.909,53.818,70.637,72.151,0.0,70.637,24.909,72.151,70.637,40.204,24.909,0.0,70.637,72.151,88.095,50.631,88.095,24.909,0.0,53.818,70.637,88.095,70.637,50.631,24.909,40.204,0.0,24.909,70.637,63.48,0.0,27.496,24.909,50.631,0.0,40.204,24.909,63.48
INST0274_N25_W04_D015,141.804,53.818,75.699,53.818,77.687,124.166,141.804,141.804,75.699,124.166,141.804,53.818,124.166,77.687,0.0,124.166,20.081,53.818,124.166,77.687,20.081,124.166,20.56,77.687,53.818,124.166,20.081,141.804,32.905,141.804,77.687,53.818,0.0,124.166,141.804,124.166,32.905,77.687,20.56,53.818,77.687,124.166,20.02,53.818,29.878,77.687,32.905,53.818,20.56,77.687,20.02
INST0274_N25_W04_P016,18.026,70.637,115.643,70.637,50.015,0.0,18.026,18.026,115.643,0.0,18.026,70.637,0.0,50.015,124.166,0.0,142.787,70.637,0.0,50.015,142.787,0.0,110.354,50.015,70.637,0.0,142.787,18.026,117.595,18.026,50.015,70.637,124.166,0.0,18.026,0.0,117.595,50.015,110.354,70.637,50.015,0.0,133.671,70.637,97.602,50.015,117.595,70.637,110.354,50.015,133.671
INST0274_N25_W04_D016,0.0,88.095,128.123,88.095,66.284,18.026,0.0,0.0,128.123,18.026,0.0,88.095,18.026,66.284,141.804,18.026,160.194,88.095,18.026,66.284,160.194,18.026,127.423,66.284,88.095,18.026,160.194,0.0,133.769,0.0,66.284,88.095,141.804,18.026,0.0,18.026,133.769,66.284,127.423,88.095,66.284,18.026,150.679,88.095,114.719,66.284,133.769,88.095,127.423,66.284,150.679
INST0274_N25_W04_P017,18.026,70.637,115.643,70.637,50.015,0.0,18.026,18.026,115.643,0.0,18.026,70.637,0.0,50.015,124.166,0.0,142.787,70.637,0.0,50.015,142.787,0.0,110.354,50.015,70.637,0.0,142.787,18.026,117.595,18.026,50.015,70.637,124.166,0.0,18.026,0.0,117.595,50.015,110.354,70.637,50.015,0.0,133.671,70.637,97.602,50.015,117.595,70.637,110.354,50.015,133.671
INST0274_N25_W04_D017,133.769,50.631,43.046,50.631,67.612,117.595,133.769,133.769,43.046,117.595,133.769,50.631,117.595,67.612,32.905,117.595,37.156,50.631,117.595,67.612,37.156,117.595,17.238,67.612,50.631,117.595,37.156,133.769,0.0,133.769,67.612,50.631,32.905,117.595,133.769,117.595,0.0,67.612,17.238,50.631,67.612,117.595,22.951,50.631,25.201,67.612,0.0,50.631,17.238,67.612,22.951
INST0274_N25_W04_P018,66.284,24.909,70.587,24.909,0.0,50.015,66.284,66.284,70.587,50.015,66.284,24.909,50.015,0.0,77.687,50.015,94.929,24.909,50.015,0.0,94.929,50.015,61.567,0.0,24.909,50.015,94.929,66.284,67.612,66.284,0.0,24.909,77.687,50.015,66.284,50.015,67.612,0.0,61.567,24.909,0.0,50.015,84.648,24.909,49.056,0.0,67.612,24.909,61.567,0.0,84.648
INST0274_N25_W04_D018,127.423,40.204,57.051,40.204,61.567,110.354,127.423,127.423,57.051,110.354,127.423,40.204,110.354,61.567,20.56,110.354,33.728,40.204,110.354,61.567,33.728,110.354,0.0,61.567,40.204,110.354,33.728,127.423,17.238,127.423,61.567,40.204,20.56,110.354,127.423,110.354,17.238,61.567,0.0,40.204,61.567,110.354,23.331,40.204,12.767,61.567,17.238,40.204,0.0,61.567,23.331
INST0274_N25_W04_P019,88.095,0.0,68.471,0.0,24.909,70.637,88.095,88.095,68.471,70.637,88.095,0.0,70.637,24.909,53.818,70.637,72.151,0.0,70.637,24.909,72.151,70.637,40.204,24.909,0.0,70.637,72.151,88.095,50.631,88.095,24.909,0.0,53.818,70.637,88.095,70.637,50.631,24.909,40.204,0.0,24.909,70.637,63.48,0.0,27.496,24.909,50.631,0.0,40.204,24.909,63.48
INST0274_N25_W04_D019,66.284,24.909,70.587,24.909,0.0,50.015,66.284,66.284,70.587,50.015,66.284,24.909,50.015,0.0,77.687,50.015,94.929,24.909,50.015,0.0,94.929,50.015,61.567,0.0,24.909,50.015,94.929,66.284,67.612,66.284,0.0,24.909,77.687,50.015,66.284,50.015,67.612,0.0,61.567,24.909,0.0,50.015,84.648,24.909,49.056,0.0,67.612,24.909,61.567,0.0,84.648
INST0274_N25_W04_P020,18.026,70.637,115.643,70.637,50.015,0.0,18.026,18.026,115.643,0.0,18.026,70.637,0.0,50.015,124.166,0.0,142.787,70.637,0.0,50.015,142.787,0.0,110.354,50.015,70.637,0.0,142.787,18.026,117.595,18.026,50.015,70.637,124.166,0.0,18.026,0.0,117.595,50.015,110.354,70.637,50.015,0.0,133.671,70.637,97.602,50.015,117.595,70.637,110.354,50.015,133.671
INST0274_N25_W04_D020,150.679,63.48,64.294,63.48,84.648,133.671,150.679,150.679,64.294,133.671,150.679,63.48,133.671,84.648,20.02,133.671,14.369,63.48,133.671,84.648,14.369,133.671,23.331,84.648,63.48,133.671,14.369,150.679,22.951,150.679,84.648,63.48,20.02,133.671,150.679,133.671,22.951,84.648,23.331,63.48,84.648,133.671,0.0,63.48,36.098,84.648,22.951,63.48,23.331,84.648,0.0
INST0274_N25_W04_P021,88.095,0.0,68.471,0.0,24.909,70.637,88.095,88.095,68.471,70.637,88.095,0.0,70.637,24.909,53.818,70.637,72.151,0.0,70.637,24.909,72.151,70.637,40.204,24.909,0.0,70.637,72.151,88.095,50.631,88.095,24.909,0.0,53.818,70.637,88.095,70.637,50.631,24.909,40.204,0.0,24.909,70.637,63.48,0.0,27.496,24.909,50.631,0.0,40.204,24.909,63.48
INST0274_N25_W04_D021,114.719,27.496,56.961,27.496,49.056,97.602,114.719,114.719,56.961,97.602,114.719,27.496,97.602,49.056,29.878,97.602,45.89,27.496,97.602,49.056,45.89,97.602,12.767,49.056,27.496,97.602,45.89,114.719,25.201,114.719,49.056,27.496,29.878,97.602,114.719,97.602,25.201,49.056,12.767,27.496,49.056,97.602,36.098,27.496,0.0,49.056,25.201,27.496,12.767,49.056,36.098
INST0274_N25_W04_P022,66.284,24.909,70.587,24.909,0.0,50.015,66.284,66.284,70.587,50.015,66.284,24.909,50.015,0.0,77.687,50.015,94.929,24.909,50.015,0.0,94.929,50.015,61.567,0.0,24.909,50.015,94.929,66.284,67.612,66.284,0.0,24.909,77.687,50.015,66.284,50.015,67.612,0.0,61.567,24.909,0.0,50.015,84.648,24.909,49.056,0.0,67.612,24.909,61.567,0.0,84.648
INST0274_N25_W04_D022,133.769,50.631,43.046,50.631,67.612,117.595,133.769,133.769,43.046,117.595,133.769,50.631,117.595,67.612,32.905,117.595,37.156,50.631,117.595,67.612,37.156,117.595,17.238,67.612,50.631,117.595,37.156,133.769,0.0,133.769,67.612,50.631,32.905,117.595,133.769,117.595,0.0,67.612,17.238,50.631,67.612,117.595,22.951,50.631,25.201,67.612,0.0,50.631,17.238,67.612,22.951
INST0274_N25_W04_P023,88.095,0.0,68.471,0.0,24.909,70.637,88.095,88.095,68.471,70.637,88.095,0.0,70.637,24.909,53.818,70.637,72.151,0.0,70.637,24.909,72.151,70.637,40.204,24.909,0.0,70.637,72.151,88.095,50.631,88.095,24.909,0.0,53.818,70.637,88.095,70.637,50.631,24.909,40.204,0.0,24.909,70.637,63.48,0.0,27.496,24.909,50.631,0.0,40.204,24.909,63.48
INST0274_N25_W04_D023,127.423,40.204,57.051,40.204,61.567,110.354,127.423,127.423,57.051,110.354,127.423,40.204,110.354,61.567,20.56,110.354,33.728,40.204,110.354,61.567,33.728,110.354,0.0,61.567,40.204,110.354,33.728,127.423,17.238,127.423,61.567,40.204,20.56,110.354,127.423,110.354,17.238,61.567,0.0,40.204,61.567,110.354,23.331,40.204,12.767,61.567,17.238,40.204,0.0,61.567,23.331
INST0274_N25_W04_P024,66.284,24.909,70.587,24.909,0.0,50.015,66.284,66.284,70.587,50.015,66.284,24.909,50.015,0.0,77.687,50.015,94.929,24.909,50.015,0.0,94.929,50.015,61.567,0.0,24.909,50.015,94.929,66.284,67.612,66.284,0.0,24.909,77.687,50.015,66.284,50.015,67.612,0.0,61.567,24.909,0.0,50.015,84.648,24.909,49.056,0.0,67.612,24.909,61.567,0.0,84.648
INST0274_N25_W04_D024,150.679,63.48,64.294,63.48,84.648,133.671,150.679,150.679,64.294,133.671,150.679,63.48,133.671,84.648,20.02,133.671,14.369,63.48,133.671,84.648,14.369,133.671,23.331,84.648,63.48,133.671,14.369,150.679,22.951,150.679,84.648,63.48,20.02,133.671,150.679,133.671,22.951,84.648,23.331,63.48,84.648,133.671,0.0,63.48,36.098,84.648,22.951,63.48,23.331,84.648,0.0
