,depot,INST0261_N22_N21_P000,INST0261_N22_N21_D000,INST0261_N22_N21_P001,INST0261_N22_N21_D001,INST0261_N22_N21_P002,INST0261_N22_N21_D002,INST0261_N22_N21_P003,INST0261_N22_N21_D003,INST0261_N22_N21_P004,INST0261_N22_N21_D004,INST0261_N22_N21_P005,INST0261_N22_N21_D005,INST0261_N22_N21_P006,INST0261_N22_N21_D006,INST0261_N22_N21_P007,INST0261_N22_N21_D007,INST0261_N22_N21_P008,INST0261_N22_N21_D008,INST0261_N22_N21_P009,INST0261_N22_N21_D009,INST0261_N22_N21_P010,INST0261_N22_N21_D010,INST0261_N22_N21_P011,INST0261_N22_N21_D011,INST0261_N22_N21_P012,INST0261_N22_N21_D012,INST0261_N22_N21_P013,INST0261_N22_N21_D013,INST0261_N22_N21_P014,INST0261_N22_N21_D014,INST0261_N22_N21_P015,INST0261_N22_N21_D015,INST0261_N22_N21_P016,INST0261_N22_N21_D016,INST0261_N22_N21_P017,INST0261_N22_N21_D017,INST0261_N22_N21_P018,INST0261_N22_N21_D018,INST0261_N22_N21_P019,INST0261_N22_N21_D019,INST0261_N22_N21_P020,INST0261_N22_N21_D020,INST0261_N22_N21_P021,INST0261_N22_N21_D021
INST0261_N22_N21_D006,79.42,67.88,79.42,0.0,67.88,0.0,87.893,81.208,79.694,81.208,79.694,0.0,79.42,101.428,0.0,87.893,131.605,87.893,131.605,67.88,101.428,101.428,87.893,56.35,64.653,114.332,56.35,64.653,56.35,79.42,182.822,114.332,67.88,114.332,79.42,0.0,131.605,114.332,101.428,114.332,229.986,64.653,79.42,67.88,79.42
INST0261_N22_N21_P007,21.127,22.322,21.127,87.893,22.322,87.893,0.0,8.817,116.493,8.817,116.493,87.893,21.127,22.387,87.893,0.0,78.919,0.0,78.919,22.322,22.387,22.387,0.0,31.992,24.705,33.197,31.992,24.705,31.992,21.127,156.702,33.197,22.322,33.197,21.127,87.893,78.919,33.197,22.387,33.197,155.714,24.705,21.127,22.322,21.127
INST0261_N22_N21_D007,99.392,78.656,99.392,131.605,78.656,131.605,78.919,75.654,104.211,75.654,104.211,131.605,99.392,57.966,131.605,78.919,0.0,78.919,0.0,78.656,57.966,57.966,78.919,95.498,81.517,99.467,95.498,81.517,95.498,99.392,233.468,99.467,78.656,99.467,99.392,131.605,0.0,99.467,57.966,99.467,203.198,81.517,99.392,78.656,99.392
INST0261_N22_N21_P008,21.127,22.322,21.127,87.893,22.322,87.893,0.0,8.817,116.493,8.817,116.493,87.893,21.127,22.387,87.893,0.0,78.919,0.0,78.919,22.322,22.387,22.387,0.0,31.992,24.705,33.197,31.992,24.705,31.992,21.127,156.702,33.197,22.322,33.197,21.127,87.893,78.919,33.197,22.387,33.197,155.714,24.705,21.127,22.322,21.127
INST0261_N22_N21_D008,99.392,78.656,99.392,131.605,78.656,131.605,78.919,75.654,104.211,75.654,104.211,131.605,99.392,57.966,131.605,78.919,0.0,78.919,0.0,78.656,57.966,57.966,78.919,95.498,81.517,99.467,95.498,81.517,95.498,99.392,233.468,99.467,78.656,99.467,99.392,131.605,0.0,99.467,57.966,99.467,203.198,81.517,99.392,78.656,99.392
INST0261_N22_N21_P009,28.727,0.0,28.727,67.88,0.0,67.88,22.322,14.053,95.867,14.053,95.867,67.88,28.727,33.929,67.88,22.322,78.656,22.322,78.656,0.0,33.929,33.929,22.322,17.072,3.413,54.669,17.072,3.413,17.072,28.727,167.44,54.669,0.0,54.669,28.727,67.88,78.656,54.669,33.929,54.669,177.15,3.413,28.727,0.0,28.727
INST0261_N22_N21_D009,43.511,33.929,43.511,101.428,33.929,101.428,22.387,23.01,114.14,23.01,114.14,101.428,43.511,0.0,101.428,22.387,57.966,22.387,57.966,33.929,0.0,0.0,22.387,49.306,37.312,43.657,49.306,37.312,49.306,43.511,175.714,43.657,33.929,43.657,43.511,101.428,57.966,43.657,0.0,43.657,160.581,37.312,43.511,33.929,43.511
INST0261_N22_N21_P010,43.511,33.929,43.511,101.428,33.929,101.428,22.387,23.01,114.14,23.01,114.14,101.428,43.511,0.0,101.428,22.387,57.966,22.387,57.966,33.929,0.0,0.0,22.387,49.306,37.312,43.657,49.306,37.312,49.306,43.511,175.714,43.657,33.929,43.657,43.511,101.428,57.966,43.657,0.0,43.657,160.581,37.312,43.511,33.929,43.511
INST0261_N22_N21_D010,21.127,22.322,21.127,87.893,22.322,87.893,0.0,8.817,116.493,8.817,116.493,87.893,21.127,22.387,87.893,0.0,78.919,0.0,78.919,22.322,22.387,22.387,0.0,31.992,24.705,33.197,31.992,24.705,31.992,21.127,156.702,33.197,22.322,33.197,21.127,87.893,78.919,33.197,22.387,33.197,155.714,24.705,21.127,22.322,21.127
INST0261_N22_N21_P011,25.326,17.072,25.326,56.35,17.072,56.35,31.992,26.694,99.415,26.694,99.415,56.35,25.326,49.306,56.35,31.992,95.498,31.992,95.498,17.072,49.306,49.306,31.992,0.0,14.003,58.839,0.0,14.003,0.0,25.326,157.017,58.839,17.072,58.839,25.326,56.35,95.498,58.839,49.306,58.839,178.773,14.003,25.326,17.072,25.326
INST0261_N22_N21_D011,28.595,3.413,28.595,64.653,3.413,64.653,24.705,16.848,94.965,16.848,94.965,64.653,28.595,37.312,64.653,24.705,81.517,24.705,81.517,3.413,37.312,37.312,24.705,14.003,0.0,56.4,14.003,0.0,14.003,28.595,166.496,56.4,3.413,56.4,28.595,64.653,81.517,56.4,37.312,56.4,178.677,0.0,28.595,3.413,28.595
INST0261_N22_N21_P012,35.041,54.669,35.041,114.332,54.669,114.332,33.197,41.993,149.69,41.993,149.69,114.332,35.041,43.657,114.332,33.197,99.467,33.197,99.467,54.669,43.657,43.657,33.197,58.839,56.4,0.0,58.839,56.4,58.839,35.041,134.941,0.0,54.669,0.0,35.041,114.332,99.467,0.0,43.657,0.0,122.582,56.4,35.041,54.669,35.041
INST0261_N22_N21_D012,25.326,17.072,25.326,56.35,17.072,56.35,31.992,26.694,99.415,26.694,99.415,56.35,25.326,49.306,56.35,31.992,95.498,31.992,95.498,17.072,49.306,49.306,31.992,0.0,14.003,58.839,0.0,14.003,0.0,25.326,157.017,58.839,17.072,58.839,25.326,56.35,95.498,58.839,49.306,58.839,178.773,14.003,25.326,17.072,25.326
INST0261_N22_N21_P013,28.595,3.413,28.595,64.653,3.413,64.653,24.705,16.848,94.965,16.848,94.965,64.653,28.595,37.312,64.653,24.705,81.517,24.705,81.517,3.413,37.312,37.312,24.705,14.003,0.0,56.4,14.003,0.0,14.003,28.595,166.496,56.4,3.413,56.4,28.595,64.653,81.517,56.4,37.312,56.4,178.677,0.0,28.595,3.413,28.595
INST0261_N22_N21_D013,25.326,17.072,25.326,56.35,17.072,56.35,31.992,26.694,99.415,26.694,99.415,56.35,25.326,49.306,56.35,31.992,95.498,31.992,95.498,17.072,49.306,49.306,31.992,0.0,14.003,58.839,0.0,14.003,0.0,25.326,157.017,58.839,17.072,58.839,25.326,56.35,95.498,58.839,49.306,58.839,178.773,14.003,25.326,17.072,25.326
INST0261_N22_N21_P014,0.0,28.727,0.0,79.42,28.727,79.42,21.127,24.088,122.983,24.088,122.983,79.42,0.0,43.511,79.42,21.127,99.392,21.127,99.392,28.727,43.511,43.511,21.127,25.326,28.595,35.041,25.326,28.595,25.326,0.0,139.347,35.041,28.727,35.041,0.0,79.42,99.392,35.041,43.511,35.041,153.452,28.595,0.0,28.727,0.0
INST0261_N22_N21_D014,139.347,167.44,139.347,182.822,167.44,182.822,156.702,162.641,253.32,162.641,253.32,182.822,139.347,175.714,182.822,156.702,233.468,156.702,233.468,167.44,175.714,175.714,156.702,157.017,166.496,134.941,157.017,166.496,157.017,139.347,0.0,134.941,167.44,134.941,139.347,182.822,233.468,134.941,175.714,134.941,125.74,166.496,139.347,167.44,139.347
INST0261_N22_N21_P015,35.041,54.669,35.041,114.332,54.669,114.332,33.197,41.993,149.69,41.993,149.69,114.332,35.041,43.657,114.332,33.197,99.467,33.197,99.467,54.669,43.657,43.657,33.197,58.839,56.4,0.0,58.839,56.4,58.839,35.041,134.941,0.0,54.669,0.0,35.041,114.332,99.467,0.0,43.657,0.0,122.582,56.4,35.041,54.669,35.041
INST0261_N22_N21_D015,28.727,0.0,28.727,67.88,0.0,67.88,22.322,14.053,95.867,14.053,95.867,67.88,28.727,33.929,67.88,22.322,78.656,22.322,78.656,0.0,33.929,33.929,22.322,17.072,3.413,54.669,17.072,3.413,17.072,28.727,167.44,54.669,0.0,54.669,28.727,67.88,78.656,54.669,33.929,54.669,177.15,3.413,28.727,0.0,28.727
INST0261_N22_N21_P016,35.041,54.669,35.041,114.332,54.669,114.332,33.197,41.993,149.69,41.993,149.69,114.332,35.041,43.657,114.332,33.197,99.467,33.197,99.467,54.669,43.657,43.657,33.197,58.839,56.4,0.0,58.839,56.4,58.839,35.041,134.941,0.0,54.669,0.0,35.041,114.332,99.467,0.0,43.657,0.0,122.582,56.4,35.041,54.669,35.041
INST0261_N22_N21_D016,0.0,28.727,0.0,79.42,28.727,79.42,21.127,24.088,122.983,24.088,122.983,79.42,0.0,43.511,79.42,21.127,99.392,21.127,99.392,28.727,43.511,43.511,21.127,25.326,28.595,35.041,25.326,28.595,25.326,0.0,139.347,35.041,28.727,35.041,0.0,79.42,99.392,35.041,43.511,35.041,153.452,28.595,0.0,28.727,0.0
INST0261_N22_N21_P017,79.42,67.88,79.42,0.0,67.88,0.0,87.893,81.208,79.694,81.208,79.694,0.0,79.42,101.428,0.0,87.893,131.605,87.893,131.605,67.88,101.428,101.428,87.893,56.35,64.653,114.332,56.35,64.653,56.35,79.42,182.822,114.332,67.88,114.332,79.42,0.0,131.605,114.332,101.428,114.332,229.986,64.653,79.42,67.88,79.42
INST0261_N22_N21_D017,99.392,78.656,99.392,131.605,78.656,131.605,78.919,75.654,104.211,75.654,104.211,131.605,99.392,57.966,131.605,78.919,0.0,78.919,0.0,78.656,57.966,57.966,78.919,95.498,81.517,99.467,95.498,81.517,95.498,99.392,233.468,99.467,78.656,99.467,99.392,131.605,0.0,99.467,57.966,99.467,203.198,81.517,99.392,78.656,99.392
INST0261_N22_N21_P018,35.041,54.669,35.041,114.332,54.669,114.332,33.197,41.993,149.69,41.993,149.69,114.332,35.041,43.657,114.332,33.197,99.467,33.197,99.467,54.669,43.657,43.657,33.197,58.839,56.4,0.0,58.839,56.4,58.839,35.041,134.941,0.0,54.669,0.0,35.041,114.332,99.467,0.0,43.657,0.0,122.582,56.4,35.041,54.669,35.041
INST0261_N22_N21_D018,43.511,33.929,43.511,101.428,33.929,101.428,22.387,23.01,114.14,23.01,114.14,101.428,43.511,0.0,101.428,22.387,57.966,22.387,57.966,33.929,0.0,0.0,22.387,49.306,37.312,43.657,49.306,37.312,49.306,43.511,175.714,43.657,33.929,43.657,43.511,101.428,57.966,43.657,0.0,43.657,160.581,37.312,43.511,33.929,43.511
INST0261_N22_N21_P019,35.041,54.669,35.041,114.332,54.669,114.332,33.197,41.993,149.69,41.993,149.69,114.332,35.041,43.657,114.332,33.197,99.467,33.197,99.467,54.669,43.657,43.657,33.197,58.839,56.4,0.0,58.839,56.4,58.839,35.041,134.941,0.0,54.669,0.0,35.041,114.332,99.467,0.0,43.657,0.0,122.582,56.4,35.041,54.669,35.041
INST0261_N22_N21_D019,153.452,177.15,153.452,229.986,177.15,229.986,155.714,164.529,272.117,164.529,272.117,229.986,153.452,160.581,229.986,155.714,203.198,155.714,203.198,177.15,160.581,160.581,155.714,178.773,178.677,122.582,178.773,178.677,178.773,153.452,125.74,122.582,177.15,122.582,153.452,229.986,203.198,122.582,160.581,122.582,0.0,178.677,153.452,177.15,153.452
INST0261_N22_N21_P020,28.595,3.413,28.595,64.653,3.413,64.653,24.705,16.848,94.965,16.848,94.965,64.653,28.595,37.312,64.653,24.705,81.517,24.705,81.517,3.413,37.312,37.312,24.705,14.003,0.0,56.4,14.003,0.0,14.003,28.595,166.496,56.4,3.413,56.4,28.595,64.653,81.517,56.4,37.312,56.4,178.677,0.0,28.595,3.413,28.595
INST0261_N22_N21_D020,0.0,28.727,0.0,79.42,28.727,79.42,21.127,24.088,122.983,24.088,122.983,79.42,0.0,43.511,79.42,21.127,99.392,21.127,99.392,28.727,43.511,43.511,21.127,25.326,28.595,35.041,25.326,28.595,25.326,0.0,139.347,35.041,28.727,35.041,0.0,79.42,99.392,35.041,43.511,35.041,153.452,28.595,0.0,28.727,0.0
INST0261_N22_N21_P021,28.727,0.0,28.727,67.88,0.0,67.88,22.322,14.053,95.867,14.053,95.867,67.88,28.727,33.929,67.88,22.322,78.656,22.322,78.656,0.0,33.929,33.929,22.322,17.072,3.413,54.669,17.072,3.413,17.072,28.727,167.44,54.669,0.0,54.669,28.727,67.88,78.656,54.669,33.929,54.669,177.15,3.413,28.727,0.0,28.727
INST0261_N22_N21_D021,0.0,28.727,0.0,79.42,28.727,79.42,21.127,24.088,122.983,24.088,122.983,79.42,0.0,43.511,79.42,21.127,99.392,21.127,99.392,28.727,43.511,43.511,21.127,25.326,28.595,35.041,25.326,28.595,25.326,0.0,139.347,35.041,28.727,35.041,0.0,79.42,99.392,35.041,43.511,35.041,153.452,28.595,0.0,28.727,0.0
