,depot,INST0241_N22_W01_P000,INST0241_N22_W01_D000,INST0241_N22_W01_P001,INST0241_N22_W01_D001,INST0241_N22_W01_P002,INST0241_N22_W01_D002,INST0241_N22_W01_P003,INST0241_N22_W01_D003,INST0241_N22_W01_P004,INST0241_N22_W01_D004,INST0241_N22_W01_P005,INST0241_N22_W01_D005,INST0241_N22_W01_P006,INST0241_N22_W01_D006,INST0241_N22_W01_P007,INST0241_N22_W01_D007,INST0241_N22_W01_P008,INST0241_N22_W01_D008,INST0241_N22_W01_P009,INST0241_N22_W01_D009,INST0241_N22_W01_P010,INST0241_N22_W01_D010,INST0241_N22_W01_P011,INST0241_N22_W01_D011,INST0241_N22_W01_P012,INST0241_N22_W01_D012,INST0241_N22_W01_P013,INST0241_N22_W01_D013,INST0241_N22_W01_P014,INST0241_N22_W01_D014,INST0241_N22_W01_P015,INST0241_N22_W01_D015,INST0241_N22_W01_P016,INST0241_N22_W01_D016,INST0241_N22_W01_P017,INST0241_N22_W01_D017,INST0241_N22_W01_P018,INST0241_N22_W01_D018,INST0241_N22_W01_P019,INST0241_N22_W01_D019,INST0241_N22_W01_P020,INST0241_N22_W01_D020,INST0241_N22_W01_P021,INST0241_N22_W01_D021
INST0241_N22_W01_D004,109.245,123.055,14.722,130.825,93.687,104.062,123.055,109.245,71.944,93.687,0.0,120.757,93.687,115.807,164.396,123.055,104.634,123.055,104.062,123.055,0.0,54.132,71.944,115.807,123.055,115.807,164.396,93.687,115.807,71.944,109.245,104.062,130.825,115.807,109.245,104.062,14.722,109.245,14.722,120.757,164.396,120.757,164.396,104.062,104.634
INST0241_N22_W01_P005,41.092,28.769,106.091,23.199,35.196,29.954,28.769,41.092,50.611,35.196,120.757,0.0,35.196,14.239,108.909,28.769,75.918,28.769,29.954,28.769,120.757,70.903,50.611,14.239,28.769,14.239,108.909,35.196,14.239,50.611,41.092,29.954,23.199,14.239,41.092,29.954,106.091,41.092,106.091,0.0,108.909,0.0,108.909,29.954,75.918
INST0241_N22_W01_D005,20.581,29.48,79.708,37.477,0.0,10.426,29.48,20.581,22.455,0.0,93.687,35.196,0.0,24.4,132.406,29.48,46.518,29.48,10.426,29.48,93.687,40.063,22.455,24.4,29.48,24.4,132.406,0.0,24.4,22.455,20.581,10.426,37.477,24.4,20.581,10.426,79.708,20.581,79.708,35.196,132.406,35.196,132.406,10.426,46.518
INST0241_N22_W01_P006,26.872,16.35,101.402,16.399,24.4,16.791,16.35,26.872,43.952,24.4,115.807,14.239,24.4,0.0,122.204,16.35,61.821,16.35,16.791,16.35,115.807,63.444,43.952,0.0,16.35,0.0,122.204,24.4,0.0,43.952,26.872,16.791,16.399,0.0,26.872,16.791,101.402,26.872,101.402,14.239,122.204,14.239,122.204,16.791,61.821
INST0241_N22_W01_D006,147.26,137.675,152.865,130.691,132.406,133.597,137.675,147.26,130.013,132.406,164.396,108.909,132.406,122.204,0.0,137.675,178.909,137.675,133.597,137.675,164.396,143.94,130.013,122.204,137.675,122.204,0.0,132.406,122.204,130.013,147.26,133.597,130.691,122.204,147.26,133.597,152.865,147.26,152.865,108.909,0.0,108.909,0.0,133.597,178.909
INST0241_N22_W01_P007,18.744,0.0,109.164,11.735,29.48,19.054,0.0,18.744,51.842,29.48,123.055,28.769,29.48,16.35,137.675,0.0,52.507,0.0,19.054,0.0,123.055,69.129,51.842,16.35,0.0,16.35,137.675,29.48,16.35,51.842,18.744,19.054,11.735,16.35,18.744,19.054,109.164,18.744,109.164,28.769,137.675,28.769,137.675,19.054,52.507
INST0241_N22_W01_D007,35.155,52.507,94.442,64.172,46.518,46.592,52.507,35.155,55.918,46.518,104.634,75.918,46.518,61.821,178.909,52.507,0.0,52.507,46.592,52.507,104.634,57.646,55.918,61.821,52.507,61.821,178.909,46.518,61.821,55.918,35.155,46.592,64.172,61.821,35.155,46.592,94.442,35.155,94.442,75.918,178.909,75.918,178.909,46.592,0.0
INST0241_N22_W01_P008,18.744,0.0,109.164,11.735,29.48,19.054,0.0,18.744,51.842,29.48,123.055,28.769,29.48,16.35,137.675,0.0,52.507,0.0,19.054,0.0,123.055,69.129,51.842,16.35,0.0,16.35,137.675,29.48,16.35,51.842,18.744,19.054,11.735,16.35,18.744,19.054,109.164,18.744,109.164,28.769,137.675,28.769,137.675,19.054,52.507
INST0241_N22_W01_D008,14.077,19.054,90.122,27.544,10.426,0.0,19.054,14.077,32.833,10.426,104.062,29.954,10.426,16.791,133.597,19.054,46.592,19.054,0.0,19.054,104.062,50.28,32.833,16.791,19.054,16.791,133.597,10.426,16.791,32.833,14.077,0.0,27.544,16.791,14.077,0.0,90.122,14.077,90.122,29.954,133.597,29.954,133.597,0.0,46.592
INST0241_N22_W01_P009,18.744,0.0,109.164,11.735,29.48,19.054,0.0,18.744,51.842,29.48,123.055,28.769,29.48,16.35,137.675,0.0,52.507,0.0,19.054,0.0,123.055,69.129,51.842,16.35,0.0,16.35,137.675,29.48,16.35,51.842,18.744,19.054,11.735,16.35,18.744,19.054,109.164,18.744,109.164,28.769,137.675,28.769,137.675,19.054,52.507
INST0241_N22_W01_D009,109.245,123.055,14.722,130.825,93.687,104.062,123.055,109.245,71.944,93.687,0.0,120.757,93.687,115.807,164.396,123.055,104.634,123.055,104.062,123.055,0.0,54.132,71.944,115.807,123.055,115.807,164.396,93.687,115.807,71.944,109.245,104.062,130.825,115.807,109.245,104.062,14.722,109.245,14.722,120.757,164.396,120.757,164.396,104.062,104.634
INST0241_N22_W01_P010,55.217,69.129,40.846,77.525,40.063,50.28,69.129,55.217,20.342,40.063,54.132,70.903,40.063,63.444,143.94,69.129,57.646,69.129,50.28,69.129,54.132,0.0,20.342,63.444,69.129,63.444,143.94,40.063,63.444,20.342,55.217,50.28,77.525,63.444,55.217,50.28,40.846,55.217,40.846,70.903,143.94,70.903,143.94,50.28,57.646
INST0241_N22_W01_D010,41.349,51.842,57.687,58.923,22.455,32.833,51.842,41.349,0.0,22.455,71.944,50.611,22.455,43.952,130.013,51.842,55.918,51.842,32.833,51.842,71.944,20.342,0.0,43.952,51.842,43.952,130.013,22.455,43.952,0.0,41.349,32.833,58.923,43.952,41.349,32.833,57.687,41.349,57.687,50.611,130.013,50.611,130.013,32.833,55.918
INST0241_N22_W01_P011,26.872,16.35,101.402,16.399,24.4,16.791,16.35,26.872,43.952,24.4,115.807,14.239,24.4,0.0,122.204,16.35,61.821,16.35,16.791,16.35,115.807,63.444,43.952,0.0,16.35,0.0,122.204,24.4,0.0,43.952,26.872,16.791,16.399,0.0,26.872,16.791,101.402,26.872,101.402,14.239,122.204,14.239,122.204,16.791,61.821
INST0241_N22_W01_D011,18.744,0.0,109.164,11.735,29.48,19.054,0.0,18.744,51.842,29.48,123.055,28.769,29.48,16.35,137.675,0.0,52.507,0.0,19.054,0.0,123.055,69.129,51.842,16.35,0.0,16.35,137.675,29.48,16.35,51.842,18.744,19.054,11.735,16.35,18.744,19.054,109.164,18.744,109.164,28.769,137.675,28.769,137.675,19.054,52.507
INST0241_N22_W01_P012,26.872,16.35,101.402,16.399,24.4,16.791,16.35,26.872,43.952,24.4,115.807,14.239,24.4,0.0,122.204,16.35,61.821,16.35,16.791,16.35,115.807,63.444,43.952,0.0,16.35,0.0,122.204,24.4,0.0,43.952,26.872,16.791,16.399,0.0,26.872,16.791,101.402,26.872,101.402,14.239,122.204,14.239,122.204,16.791,61.821
INST0241_N22_W01_D012,147.26,137.675,152.865,130.691,132.406,133.597,137.675,147.26,130.013,132.406,164.396,108.909,132.406,122.204,0.0,137.675,178.909,137.675,133.597,137.675,164.396,143.94,130.013,122.204,137.675,122.204,0.0,132.406,122.204,130.013,147.26,133.597,130.691,122.204,147.26,133.597,152.865,147.26,152.865,108.909,0.0,108.909,0.0,133.597,178.909
INST0241_N22_W01_P013,20.581,29.48,79.708,37.477,0.0,10.426,29.48,20.581,22.455,0.0,93.687,35.196,0.0,24.4,132.406,29.48,46.518,29.48,10.426,29.48,93.687,40.063,22.455,24.4,29.48,24.4,132.406,0.0,24.4,22.455,20.581,10.426,37.477,24.4,20.581,10.426,79.708,20.581,79.708,35.196,132.406,35.196,132.406,10.426,46.518
INST0241_N22_W01_D013,26.872,16.35,101.402,16.399,24.4,16.791,16.35,26.872,43.952,24.4,115.807,14.239,24.4,0.0,122.204,16.35,61.821,16.35,16.791,16.35,115.807,63.444,43.952,0.0,16.35,0.0,122.204,24.4,0.0,43.952,26.872,16.791,16.399,0.0,26.872,16.791,101.402,26.872,101.402,14.239,122.204,14.239,122.204,16.791,61.821
INST0241_N22_W01_P014,41.349,51.842,57.687,58.923,22.455,32.833,51.842,41.349,0.0,22.455,71.944,50.611,22.455,43.952,130.013,51.842,55.918,51.842,32.833,51.842,71.944,20.342,0.0,43.952,51.842,43.952,130.013,22.455,43.952,0.0,41.349,32.833,58.923,43.952,41.349,32.833,57.687,41.349,57.687,50.611,130.013,50.611,130.013,32.833,55.918
INST0241_N22_W01_D014,0.0,18.744,96.036,30.344,20.581,14.077,18.744,0.0,41.349,20.581,109.245,41.092,20.581,26.872,147.26,18.744,35.155,18.744,14.077,18.744,109.245,55.217,41.349,26.872,18.744,26.872,147.26,20.581,26.872,41.349,0.0,14.077,30.344,26.872,0.0,14.077,96.036,0.0,96.036,41.092,147.26,41.092,147.26,14.077,35.155
INST0241_N22_W01_P015,14.077,19.054,90.122,27.544,10.426,0.0,19.054,14.077,32.833,10.426,104.062,29.954,10.426,16.791,133.597,19.054,46.592,19.054,0.0,19.054,104.062,50.28,32.833,16.791,19.054,16.791,133.597,10.426,16.791,32.833,14.077,0.0,27.544,16.791,14.077,0.0,90.122,14.077,90.122,29.954,133.597,29.954,133.597,0.0,46.592
INST0241_N22_W01_D015,30.344,11.735,116.61,0.0,37.477,27.544,11.735,30.344,58.923,37.477,130.825,23.199,37.477,16.399,130.691,11.735,64.172,11.735,27.544,11.735,130.825,77.525,58.923,16.399,11.735,16.399,130.691,37.477,16.399,58.923,30.344,27.544,0.0,16.399,30.344,27.544,116.61,30.344,116.61,23.199,130.691,23.199,130.691,27.544,64.172
INST0241_N22_W01_P016,26.872,16.35,101.402,16.399,24.4,16.791,16.35,26.872,43.952,24.4,115.807,14.239,24.4,0.0,122.204,16.35,61.821,16.35,16.791,16.35,115.807,63.444,43.952,0.0,16.35,0.0,122.204,24.4,0.0,43.952,26.872,16.791,16.399,0.0,26.872,16.791,101.402,26.872,101.402,14.239,122.204,14.239,122.204,16.791,61.821
INST0241_N22_W01_D016,0.0,18.744,96.036,30.344,20.581,14.077,18.744,0.0,41.349,20.581,109.245,41.092,20.581,26.872,147.26,18.744,35.155,18.744,14.077,18.744,109.245,55.217,41.349,26.872,18.744,26.872,147.26,20.581,26.872,41.349,0.0,14.077,30.344,26.872,0.0,14.077,96.036,0.0,96.036,41.092,147.26,41.092,147.26,14.077,35.155
INST0241_N22_W01_P017,14.077,19.054,90.122,27.544,10.426,0.0,19.054,14.077,32.833,10.426,104.062,29.954,10.426,16.791,133.597,19.054,46.592,19.054,0.0,19.054,104.062,50.28,32.833,16.791,19.054,16.791,133.597,10.426,16.791,32.833,14.077,0.0,27.544,16.791,14.077,0.0,90.122,14.077,90.122,29.954,133.597,29.954,133.597,0.0,46.592
INST0241_N22_W01_D017,96.036,109.164,0.0,116.61,79.708,90.122,109.164,96.036,57.687,79.708,14.722,106.091,79.708,101.402,152.865,109.164,94.442,109.164,90.122,109.164,14.722,40.846,57.687,101.402,109.164,101.402,152.865,79.708,101.402,57.687,96.036,90.122,116.61,101.402,96.036,90.122,0.0,96.036,0.0,106.091,152.865,106.091,152.865,90.122,94.442
INST0241_N22_W01_P018,0.0,18.744,96.036,30.344,20.581,14.077,18.744,0.0,41.349,20.581,109.245,41.092,20.581,26.872,147.26,18.744,35.155,18.744,14.077,18.744,109.245,55.217,41.349,26.872,18.744,26.872,147.26,20.581,26.872,41.349,0.0,14.077,30.344,26.872,0.0,14.077,96.036,0.0,96.036,41.092,147.26,41.092,147.26,14.077,35.155
INST0241_N22_W01_D018,96.036,109.164,0.0,116.61,79.708,90.122,109.164,96.036,57.687,79.708,14.722,106.091,79.708,101.402,152.865,109.164,94.442,109.164,90.122,109.164,14.722,40.846,57.687,101.402,109.164,101.402,152.865,79.708,101.402,57.687,96.036,90.122,116.61,101.402,96.036,90.122,0.0,96.036,0.0,106.091,152.865,106.091,152.865,90.122,94.442
INST0241_N22_W01_P019,41.092,28.769,106.091,23.199,35.196,29.954,28.769,41.092,50.611,35.196,120.757,0.0,35.196,14.239,108.909,28.769,75.918,28.769,29.954,28.769,120.757,70.903,50.611,14.239,28.769,14.239,108.909,35.196,14.239,50.611,41.092,29.954,23.199,14.239,41.092,29.954,106.091,41.092,106.091,0.0,108.909,0.0,108.909,29.954,75.918
INST0241_N22_W01_D019,147.26,137.675,152.865,130.691,132.406,133.597,137.675,147.26,130.013,132.406,164.396,108.909,132.406,122.204,0.0,137.675,178.909,137.675,133.597,137.675,164.396,143.94,130.013,122.204,137.675,122.204,0.0,132.406,122.204,130.013,147.26,133.597,130.691,122.204,147.26,133.597,152.865,147.26,152.865,108.909,0.0,108.909,0.0,133.597,178.909
INST0241_N22_W01_P020,41.092,28.769,106.091,23.199,35.196,29.954,28.769,41.092,50.611,35.196,120.757,0.0,35.196,14.239,108.909,28.769,75.918,28.769,29.954,28.769,120.757,70.903,50.611,14.239,28.769,14.239,108.909,35.196,14.239,50.611,41.092,29.954,23.199,14.239,41.092,29.954,106.091,41.092,106.091,0.0,108.909,0.0,108.909,29.954,75.918
INST0241_N22_W01_D020,147.26,137.675,152.865,130.691,132.406,133.597,137.675,147.26,130.013,132.406,164.396,108.909,132.406,122.204,0.0,137.675,178.909,137.675,133.597,137.675,164.396,143.94,130.013,122.204,137.675,122.204,0.0,132.406,122.204,130.013,147.26,133.597,130.691,122.204,147.26,133.597,152.865,147.26,152.865,108.909,0.0,108.909,0.0,133.597,178.909
INST0241_N22_W01_P021,14.077,19.054,90.122,27.544,10.426,0.0,19.054,14.077,32.833,10.426,104.062,29.954,10.426,16.791,133.597,19.054,46.592,19.054,0.0,19.054,104.062,50.28,32.833,16.791,19.054,16.791,133.597,10.426,16.791,32.833,14.077,0.0,27.544,16.791,14.077,0.0,90.122,14.077,90.122,29.954,133.597,29.954,133.597,0.0,46.592
INST0241_N22_W01_D021,35.155,52.507,94.442,64.172,46.518,46.592,52.507,35.155,55.918,46.518,104.634,75.918,46.518,61.821,178.909,52.507,0.0,52.507,46.592,52.507,104.634,57.646,55.918,61.821,52.507,61.821,178.909,46.518,61.821,55.918,35.155,46.592,64.172,61.821,35.155,46.592,94.442,35.155,94.442,75.918,178.909,75.918,178.909,46.592,0.0
