,depot,INST0265_N22_W25_P000,INST0265_N22_W25_D000,INST0265_N22_W25_P001,INST0265_N22_W25_D001,INST0265_N22_W25_P002,INST0265_N22_W25_D002,INST0265_N22_W25_P003,INST0265_N22_W25_D003,INST0265_N22_W25_P004,INST0265_N22_W25_D004,INST0265_N22_W25_P005,INST0265_N22_W25_D005,INST0265_N22_W25_P006,INST0265_N22_W25_D006,INST0265_N22_W25_P007,INST0265_N22_W25_D007,INST0265_N22_W25_P008,INST0265_N22_W25_D008,INST0265_N22_W25_P009,INST0265_N22_W25_D009,INST0265_N22_W25_P010,INST0265_N22_W25_D010,INST0265_N22_W25_P011,INST0265_N22_W25_D011,INST0265_N22_W25_P012,INST0265_N22_W25_D012,INST0265_N22_W25_P013,INST0265_N22_W25_D013,INST0265_N22_W25_P014,INST0265_N22_W25_D014,INST0265_N22_W25_P015,INST0265_N22_W25_D015,INST0265_N22_W25_P016,INST0265_N22_W25_D016,INST0265_N22_W25_P017,INST0265_N22_W25_D017,INST0265_N22_W25_P018,INST0265_N22_W25_D018,INST0265_N22_W25_P019,INST0265_N22_W25_D019,INST0265_N22_W25_P020,INST0265_N22_W25_D020,INST0265_N22_W25_P021,INST0265_N22_W25_D021
INST0265_N22_W25_D004,84.648,24.909,67.612,86.82,84.648,84.648,67.612,86.82,66.284,77.687,0.0,86.82,70.587,0.0,70.587,61.567,94.929,70.587,66.284,61.567,24.909,77.687,61.567,86.82,24.909,86.82,50.015,67.612,66.284,86.82,84.648,77.687,176.253,49.056,67.612,49.056,66.284,94.929,0.0,94.929,24.909,67.612,94.929,94.929,67.612
INST0265_N22_W25_P005,35.228,61.972,50.317,0.0,35.228,35.228,50.317,0.0,147.866,17.435,86.82,0.0,92.961,86.82,92.961,36.679,28.407,92.961,147.866,36.679,61.972,17.435,36.679,0.0,61.972,0.0,129.907,50.317,147.866,0.0,35.228,17.435,133.358,43.098,50.317,43.098,147.866,28.407,86.82,28.407,61.972,50.317,28.407,28.407,50.317
INST0265_N22_W25_D005,64.294,68.471,43.046,92.961,64.294,64.294,43.046,92.961,128.123,75.699,70.587,92.961,0.0,70.587,0.0,57.051,78.578,0.0,128.123,57.051,68.471,75.699,57.051,92.961,68.471,92.961,115.643,43.046,128.123,92.961,64.294,75.699,219.073,56.961,43.046,56.961,128.123,78.578,70.587,78.578,68.471,43.046,78.578,78.578,43.046
INST0265_N22_W25_P006,84.648,24.909,67.612,86.82,84.648,84.648,67.612,86.82,66.284,77.687,0.0,86.82,70.587,0.0,70.587,61.567,94.929,70.587,66.284,61.567,24.909,77.687,61.567,86.82,24.909,86.82,50.015,67.612,66.284,86.82,84.648,77.687,176.253,49.056,67.612,49.056,66.284,94.929,0.0,94.929,24.909,67.612,94.929,94.929,67.612
INST0265_N22_W25_D006,64.294,68.471,43.046,92.961,64.294,64.294,43.046,92.961,128.123,75.699,70.587,92.961,0.0,70.587,0.0,57.051,78.578,0.0,128.123,57.051,68.471,75.699,57.051,92.961,68.471,92.961,115.643,43.046,128.123,92.961,64.294,75.699,219.073,56.961,43.046,56.961,128.123,78.578,70.587,78.578,68.471,43.046,78.578,78.578,43.046
INST0265_N22_W25_P007,23.331,40.204,17.238,36.679,23.331,23.331,17.238,36.679,127.423,20.56,61.567,36.679,57.051,61.567,57.051,0.0,33.728,57.051,127.423,0.0,40.204,20.56,0.0,36.679,40.204,36.679,110.354,17.238,127.423,36.679,23.331,20.56,163.588,12.767,17.238,12.767,127.423,33.728,61.567,33.728,40.204,17.238,33.728,33.728,17.238
INST0265_N22_W25_D007,14.369,72.151,37.156,28.407,14.369,14.369,37.156,28.407,160.194,20.081,94.929,28.407,78.578,94.929,78.578,33.728,0.0,78.578,160.194,33.728,72.151,20.081,33.728,28.407,72.151,28.407,142.787,37.156,160.194,28.407,14.369,20.081,160.03,45.89,37.156,45.89,160.194,0.0,94.929,0.0,72.151,37.156,0.0,0.0,37.156
INST0265_N22_W25_P008,64.294,68.471,43.046,92.961,64.294,64.294,43.046,92.961,128.123,75.699,70.587,92.961,0.0,70.587,0.0,57.051,78.578,0.0,128.123,57.051,68.471,75.699,57.051,92.961,68.471,92.961,115.643,43.046,128.123,92.961,64.294,75.699,219.073,56.961,43.046,56.961,128.123,78.578,70.587,78.578,68.471,43.046,78.578,78.578,43.046
INST0265_N22_W25_D008,150.679,88.095,133.769,147.866,150.679,150.679,133.769,147.866,0.0,141.804,66.284,147.866,128.123,66.284,128.123,127.423,160.194,128.123,0.0,127.423,88.095,141.804,127.423,147.866,88.095,147.866,18.026,133.769,0.0,147.866,150.679,141.804,201.301,114.719,133.769,114.719,0.0,160.194,66.284,160.194,88.095,133.769,160.194,160.194,133.769
INST0265_N22_W25_P009,23.331,40.204,17.238,36.679,23.331,23.331,17.238,36.679,127.423,20.56,61.567,36.679,57.051,61.567,57.051,0.0,33.728,57.051,127.423,0.0,40.204,20.56,0.0,36.679,40.204,36.679,110.354,17.238,127.423,36.679,23.331,20.56,163.588,12.767,17.238,12.767,127.423,33.728,61.567,33.728,40.204,17.238,33.728,33.728,17.238
INST0265_N22_W25_D009,63.48,0.0,50.631,61.972,63.48,63.48,50.631,61.972,88.095,53.818,24.909,61.972,68.471,24.909,68.471,40.204,72.151,68.471,88.095,40.204,0.0,53.818,40.204,61.972,0.0,61.972,70.637,50.631,88.095,61.972,63.48,53.818,159.2,27.496,50.631,27.496,88.095,72.151,24.909,72.151,0.0,50.631,72.151,72.151,50.631
INST0265_N22_W25_P010,20.02,53.818,32.905,17.435,20.02,20.02,32.905,17.435,141.804,0.0,77.687,17.435,75.699,77.687,75.699,20.56,20.081,75.699,141.804,20.56,53.818,0.0,20.56,17.435,53.818,17.435,124.166,32.905,141.804,17.435,20.02,0.0,149.638,29.878,32.905,29.878,141.804,20.081,77.687,20.081,53.818,32.905,20.081,20.081,32.905
INST0265_N22_W25_D010,23.331,40.204,17.238,36.679,23.331,23.331,17.238,36.679,127.423,20.56,61.567,36.679,57.051,61.567,57.051,0.0,33.728,57.051,127.423,0.0,40.204,20.56,0.0,36.679,40.204,36.679,110.354,17.238,127.423,36.679,23.331,20.56,163.588,12.767,17.238,12.767,127.423,33.728,61.567,33.728,40.204,17.238,33.728,33.728,17.238
INST0265_N22_W25_P011,35.228,61.972,50.317,0.0,35.228,35.228,50.317,0.0,147.866,17.435,86.82,0.0,92.961,86.82,92.961,36.679,28.407,92.961,147.866,36.679,61.972,17.435,36.679,0.0,61.972,0.0,129.907,50.317,147.866,0.0,35.228,17.435,133.358,43.098,50.317,43.098,147.866,28.407,86.82,28.407,61.972,50.317,28.407,28.407,50.317
INST0265_N22_W25_D011,63.48,0.0,50.631,61.972,63.48,63.48,50.631,61.972,88.095,53.818,24.909,61.972,68.471,24.909,68.471,40.204,72.151,68.471,88.095,40.204,0.0,53.818,40.204,61.972,0.0,61.972,70.637,50.631,88.095,61.972,63.48,53.818,159.2,27.496,50.631,27.496,88.095,72.151,24.909,72.151,0.0,50.631,72.151,72.151,50.631
INST0265_N22_W25_P012,35.228,61.972,50.317,0.0,35.228,35.228,50.317,0.0,147.866,17.435,86.82,0.0,92.961,86.82,92.961,36.679,28.407,92.961,147.866,36.679,61.972,17.435,36.679,0.0,61.972,0.0,129.907,50.317,147.866,0.0,35.228,17.435,133.358,43.098,50.317,43.098,147.866,28.407,86.82,28.407,61.972,50.317,28.407,28.407,50.317
INST0265_N22_W25_D012,133.671,70.637,117.595,129.907,133.671,133.671,117.595,129.907,18.026,124.166,50.015,129.907,115.643,50.015,115.643,110.354,142.787,115.643,18.026,110.354,70.637,124.166,110.354,129.907,70.637,129.907,0.0,117.595,18.026,129.907,133.671,124.166,187.182,97.602,117.595,97.602,18.026,142.787,50.015,142.787,70.637,117.595,142.787,142.787,117.595
INST0265_N22_W25_P013,22.951,50.631,0.0,50.317,22.951,22.951,0.0,50.317,133.769,32.905,67.612,50.317,43.046,67.612,43.046,17.238,37.156,43.046,133.769,17.238,50.631,32.905,17.238,50.317,50.631,50.317,117.595,0.0,133.769,50.317,22.951,32.905,180.319,25.201,0.0,25.201,133.769,37.156,67.612,37.156,50.631,0.0,37.156,37.156,0.0
INST0265_N22_W25_D013,150.679,88.095,133.769,147.866,150.679,150.679,133.769,147.866,0.0,141.804,66.284,147.866,128.123,66.284,128.123,127.423,160.194,128.123,0.0,127.423,88.095,141.804,127.423,147.866,88.095,147.866,18.026,133.769,0.0,147.866,150.679,141.804,201.301,114.719,133.769,114.719,0.0,160.194,66.284,160.194,88.095,133.769,160.194,160.194,133.769
INST0265_N22_W25_P014,35.228,61.972,50.317,0.0,35.228,35.228,50.317,0.0,147.866,17.435,86.82,0.0,92.961,86.82,92.961,36.679,28.407,92.961,147.866,36.679,61.972,17.435,36.679,0.0,61.972,0.0,129.907,50.317,147.866,0.0,35.228,17.435,133.358,43.098,50.317,43.098,147.866,28.407,86.82,28.407,61.972,50.317,28.407,28.407,50.317
INST0265_N22_W25_D014,0.0,63.48,22.951,35.228,0.0,0.0,22.951,35.228,150.679,20.02,84.648,35.228,64.294,84.648,64.294,23.331,14.369,64.294,150.679,23.331,63.48,20.02,23.331,35.228,63.48,35.228,133.671,22.951,150.679,35.228,0.0,20.02,168.582,36.098,22.951,36.098,150.679,14.369,84.648,14.369,63.48,22.951,14.369,14.369,22.951
INST0265_N22_W25_P015,20.02,53.818,32.905,17.435,20.02,20.02,32.905,17.435,141.804,0.0,77.687,17.435,75.699,77.687,75.699,20.56,20.081,75.699,141.804,20.56,53.818,0.0,20.56,17.435,53.818,17.435,124.166,32.905,141.804,17.435,20.02,0.0,149.638,29.878,32.905,29.878,141.804,20.081,77.687,20.081,53.818,32.905,20.081,20.081,32.905
INST0265_N22_W25_D015,168.582,159.2,180.319,133.358,168.582,168.582,180.319,133.358,201.301,149.638,176.253,133.358,219.073,176.253,219.073,163.588,160.03,219.073,201.301,163.588,159.2,149.638,163.588,133.358,159.2,133.358,187.182,180.319,201.301,133.358,168.582,149.638,0.0,162.13,180.319,162.13,201.301,160.03,176.253,160.03,159.2,180.319,160.03,160.03,180.319
INST0265_N22_W25_P016,36.098,27.496,25.201,43.098,36.098,36.098,25.201,43.098,114.719,29.878,49.056,43.098,56.961,49.056,56.961,12.767,45.89,56.961,114.719,12.767,27.496,29.878,12.767,43.098,27.496,43.098,97.602,25.201,114.719,43.098,36.098,29.878,162.13,0.0,25.201,0.0,114.719,45.89,49.056,45.89,27.496,25.201,45.89,45.89,25.201
INST0265_N22_W25_D016,22.951,50.631,0.0,50.317,22.951,22.951,0.0,50.317,133.769,32.905,67.612,50.317,43.046,67.612,43.046,17.238,37.156,43.046,133.769,17.238,50.631,32.905,17.238,50.317,50.631,50.317,117.595,0.0,133.769,50.317,22.951,32.905,180.319,25.201,0.0,25.201,133.769,37.156,67.612,37.156,50.631,0.0,37.156,37.156,0.0
INST0265_N22_W25_P017,36.098,27.496,25.201,43.098,36.098,36.098,25.201,43.098,114.719,29.878,49.056,43.098,56.961,49.056,56.961,12.767,45.89,56.961,114.719,12.767,27.496,29.878,12.767,43.098,27.496,43.098,97.602,25.201,114.719,43.098,36.098,29.878,162.13,0.0,25.201,0.0,114.719,45.89,49.056,45.89,27.496,25.201,45.89,45.89,25.201
INST0265_N22_W25_D017,150.679,88.095,133.769,147.866,150.679,150.679,133.769,147.866,0.0,141.804,66.284,147.866,128.123,66.284,128.123,127.423,160.194,128.123,0.0,127.423,88.095,141.804,127.423,147.866,88.095,147.866,18.026,133.769,0.0,147.866,150.679,141.804,201.301,114.719,133.769,114.719,0.0,160.194,66.284,160.194,88.095,133.769,160.194,160.194,133.769
INST0265_N22_W25_P018,14.369,72.151,37.156,28.407,14.369,14.369,37.156,28.407,160.194,20.081,94.929,28.407,78.578,94.929,78.578,33.728,0.0,78.578,160.194,33.728,72.151,20.081,33.728,28.407,72.151,28.407,142.787,37.156,160.194,28.407,14.369,20.081,160.03,45.89,37.156,45.89,160.194,0.0,94.929,0.0,72.151,37.156,0.0,0.0,37.156
INST0265_N22_W25_D018,84.648,24.909,67.612,86.82,84.648,84.648,67.612,86.82,66.284,77.687,0.0,86.82,70.587,0.0,70.587,61.567,94.929,70.587,66.284,61.567,24.909,77.687,61.567,86.82,24.909,86.82,50.015,67.612,66.284,86.82,84.648,77.687,176.253,49.056,67.612,49.056,66.284,94.929,0.0,94.929,24.909,67.612,94.929,94.929,67.612
INST0265_N22_W25_P019,14.369,72.151,37.156,28.407,14.369,14.369,37.156,28.407,160.194,20.081,94.929,28.407,78.578,94.929,78.578,33.728,0.0,78.578,160.194,33.728,72.151,20.081,33.728,28.407,72.151,28.407,142.787,37.156,160.194,28.407,14.369,20.081,160.03,45.89,37.156,45.89,160.194,0.0,94.929,0.0,72.151,37.156,0.0,0.0,37.156
INST0265_N22_W25_D019,63.48,0.0,50.631,61.972,63.48,63.48,50.631,61.972,88.095,53.818,24.909,61.972,68.471,24.909,68.471,40.204,72.151,68.471,88.095,40.204,0.0,53.818,40.204,61.972,0.0,61.972,70.637,50.631,88.095,61.972,63.48,53.818,159.2,27.496,50.631,27.496,88.095,72.151,24.909,72.151,0.0,50.631,72.151,72.151,50.631
INST0265_N22_W25_P020,22.951,50.631,0.0,50.317,22.951,22.951,0.0,50.317,133.769,32.905,67.612,50.317,43.046,67.612,43.046,17.238,37.156,43.046,133.769,17.238,50.631,32.905,17.238,50.317,50.631,50.317,117.595,0.0,133.769,50.317,22.951,32.905,180.319,25.201,0.0,25.201,133.769,37.156,67.612,37.156,50.631,0.0,37.156,37.156,0.0
INST0265_N22_W25_D020,14.369,72.151,37.156,28.407,14.369,14.369,37.156,28.407,160.194,20.081,94.929,28.407,78.578,94.929,78.578,33.728,0.0,78.578,160.194,33.728,72.151,20.081,33.728,28.407,72.151,28.407,142.787,37.156,160.194,28.407,14.369,20.081,160.03,45.89,37.156,45.89,160.194,0.0,94.929,0.0,72.151,37.156,0.0,0.0,37.156
INST0265_N22_W25_P021,14.369,72.151,37.156,28.407,14.369,14.369,37.156,28.407,160.194,20.081,94.929,28.407,78.578,94.929,78.578,33.728,0.0,78.578,160.194,33.728,72.151,20.081,33.728,28.407,72.151,28.407,142.787,37.156,160.194,28.407,14.369,20.081,160.03,45.89,37.156,45.89,160.194,0.0,94.929,0.0,72.151,37.156,0.0,0.0,37.156
INST0265_N22_W25_D021,22.951,50.631,0.0,50.317,22.951,22.951,0.0,50.317,133.769,32.905,67.612,50.317,43.046,67.612,43.046,17.238,37.156,43.046,133.769,17.238,50.631,32.905,17.238,50.317,50.631,50.317,117.595,0.0,133.769,50.317,22.951,32.905,180.319,25.201,0.0,25.201,133.769,37.156,67.612,37.156,50.631,0.0,37.156,37.156,0.0
