,depot,INST0223_N20_W13_P000,INST0223_N20_W13_D000,INST0223_N20_W13_P001,INST0223_N20_W13_D001,INST0223_N20_W13_P002,INST0223_N20_W13_D002,INST0223_N20_W13_P003,INST0223_N20_W13_D003,INST0223_N20_W13_P004,INST0223_N20_W13_D004,INST0223_N20_W13_P005,INST0223_N20_W13_D005,INST0223_N20_W13_P006,INST0223_N20_W13_D006,INST0223_N20_W13_P007,INST0223_N20_W13_D007,INST0223_N20_W13_P008,INST0223_N20_W13_D008,INST0223_N20_W13_P009,INST0223_N20_W13_D009,INST0223_N20_W13_P010,INST0223_N20_W13_D010,INST0223_N20_W13_P011,INST0223_N20_W13_D011,INST0223_N20_W13_P012,INST0223_N20_W13_D012,INST0223_N20_W13_P013,INST0223_N20_W13_D013,INST0223_N20_W13_P014,INST0223_N20_W13_D014,INST0223_N20_W13_P015,INST0223_N20_W13_D015,INST0223_N20_W13_P016,INST0223_N20_W13_D016,INST0223_N20_W13_P017,INST0223_N20_W13_D017,INST0223_N20_W13_P018,INST0223_N20_W13_D018,INST0223_N20_W13_P019,INST0223_N20_W13_D019
INST0223_N20_W13_D004,40.846,0.0,69.129,0.0,54.132,20.342,54.132,20.342,40.846,40.063,0.0,0.0,69.129,40.846,54.132,40.063,77.525,40.063,0.0,40.063,55.217,20.342,57.646,40.063,50.28,54.132,50.28,54.132,50.28,54.132,20.342,20.342,77.525,40.846,0.0,40.846,50.28,40.063,54.132,40.846,77.525
INST0223_N20_W13_P005,40.846,0.0,69.129,0.0,54.132,20.342,54.132,20.342,40.846,40.063,0.0,0.0,69.129,40.846,54.132,40.063,77.525,40.063,0.0,40.063,55.217,20.342,57.646,40.063,50.28,54.132,50.28,54.132,50.28,54.132,20.342,20.342,77.525,40.846,0.0,40.846,50.28,40.063,54.132,40.846,77.525
INST0223_N20_W13_D005,109.164,69.129,0.0,69.129,123.055,51.842,123.055,51.842,109.164,29.48,69.129,69.129,0.0,109.164,123.055,29.48,11.735,29.48,69.129,29.48,18.744,51.842,52.507,29.48,19.054,123.055,19.054,123.055,19.054,123.055,51.842,51.842,11.735,109.164,69.129,109.164,19.054,29.48,123.055,109.164,11.735
INST0223_N20_W13_P006,0.0,40.846,109.164,40.846,14.722,57.687,14.722,57.687,0.0,79.708,40.846,40.846,109.164,0.0,14.722,79.708,116.61,79.708,40.846,79.708,96.036,57.687,94.442,79.708,90.122,14.722,90.122,14.722,90.122,14.722,57.687,57.687,116.61,0.0,40.846,0.0,90.122,79.708,14.722,0.0,116.61
INST0223_N20_W13_D006,14.722,54.132,123.055,54.132,0.0,71.944,0.0,71.944,14.722,93.687,54.132,54.132,123.055,14.722,0.0,93.687,130.825,93.687,54.132,93.687,109.245,71.944,104.634,93.687,104.062,0.0,104.062,0.0,104.062,0.0,71.944,71.944,130.825,14.722,54.132,14.722,104.062,93.687,0.0,14.722,130.825
INST0223_N20_W13_P007,79.708,40.063,29.48,40.063,93.687,22.455,93.687,22.455,79.708,0.0,40.063,40.063,29.48,79.708,93.687,0.0,37.477,0.0,40.063,0.0,20.581,22.455,46.518,0.0,10.426,93.687,10.426,93.687,10.426,93.687,22.455,22.455,37.477,79.708,40.063,79.708,10.426,0.0,93.687,79.708,37.477
INST0223_N20_W13_D007,116.61,77.525,11.735,77.525,130.825,58.923,130.825,58.923,116.61,37.477,77.525,77.525,11.735,116.61,130.825,37.477,0.0,37.477,77.525,37.477,30.344,58.923,64.172,37.477,27.544,130.825,27.544,130.825,27.544,130.825,58.923,58.923,0.0,116.61,77.525,116.61,27.544,37.477,130.825,116.61,0.0
INST0223_N20_W13_P008,79.708,40.063,29.48,40.063,93.687,22.455,93.687,22.455,79.708,0.0,40.063,40.063,29.48,79.708,93.687,0.0,37.477,0.0,40.063,0.0,20.581,22.455,46.518,0.0,10.426,93.687,10.426,93.687,10.426,93.687,22.455,22.455,37.477,79.708,40.063,79.708,10.426,0.0,93.687,79.708,37.477
INST0223_N20_W13_D008,40.846,0.0,69.129,0.0,54.132,20.342,54.132,20.342,40.846,40.063,0.0,0.0,69.129,40.846,54.132,40.063,77.525,40.063,0.0,40.063,55.217,20.342,57.646,40.063,50.28,54.132,50.28,54.132,50.28,54.132,20.342,20.342,77.525,40.846,0.0,40.846,50.28,40.063,54.132,40.846,77.525
INST0223_N20_W13_P009,79.708,40.063,29.48,40.063,93.687,22.455,93.687,22.455,79.708,0.0,40.063,40.063,29.48,79.708,93.687,0.0,37.477,0.0,40.063,0.0,20.581,22.455,46.518,0.0,10.426,93.687,10.426,93.687,10.426,93.687,22.455,22.455,37.477,79.708,40.063,79.708,10.426,0.0,93.687,79.708,37.477
INST0223_N20_W13_D009,96.036,55.217,18.744,55.217,109.245,41.349,109.245,41.349,96.036,20.581,55.217,55.217,18.744,96.036,109.245,20.581,30.344,20.581,55.217,20.581,0.0,41.349,35.155,20.581,14.077,109.245,14.077,109.245,14.077,109.245,41.349,41.349,30.344,96.036,55.217,96.036,14.077,20.581,109.245,96.036,30.344
INST0223_N20_W13_P010,57.687,20.342,51.842,20.342,71.944,0.0,71.944,0.0,57.687,22.455,20.342,20.342,51.842,57.687,71.944,22.455,58.923,22.455,20.342,22.455,41.349,0.0,55.918,22.455,32.833,71.944,32.833,71.944,32.833,71.944,0.0,0.0,58.923,57.687,20.342,57.687,32.833,22.455,71.944,57.687,58.923
INST0223_N20_W13_D010,94.442,57.646,52.507,57.646,104.634,55.918,104.634,55.918,94.442,46.518,57.646,57.646,52.507,94.442,104.634,46.518,64.172,46.518,57.646,46.518,35.155,55.918,0.0,46.518,46.592,104.634,46.592,104.634,46.592,104.634,55.918,55.918,64.172,94.442,57.646,94.442,46.592,46.518,104.634,94.442,64.172
INST0223_N20_W13_P011,79.708,40.063,29.48,40.063,93.687,22.455,93.687,22.455,79.708,0.0,40.063,40.063,29.48,79.708,93.687,0.0,37.477,0.0,40.063,0.0,20.581,22.455,46.518,0.0,10.426,93.687,10.426,93.687,10.426,93.687,22.455,22.455,37.477,79.708,40.063,79.708,10.426,0.0,93.687,79.708,37.477
INST0223_N20_W13_D011,90.122,50.28,19.054,50.28,104.062,32.833,104.062,32.833,90.122,10.426,50.28,50.28,19.054,90.122,104.062,10.426,27.544,10.426,50.28,10.426,14.077,32.833,46.592,10.426,0.0,104.062,0.0,104.062,0.0,104.062,32.833,32.833,27.544,90.122,50.28,90.122,0.0,10.426,104.062,90.122,27.544
INST0223_N20_W13_P012,14.722,54.132,123.055,54.132,0.0,71.944,0.0,71.944,14.722,93.687,54.132,54.132,123.055,14.722,0.0,93.687,130.825,93.687,54.132,93.687,109.245,71.944,104.634,93.687,104.062,0.0,104.062,0.0,104.062,0.0,71.944,71.944,130.825,14.722,54.132,14.722,104.062,93.687,0.0,14.722,130.825
INST0223_N20_W13_D012,90.122,50.28,19.054,50.28,104.062,32.833,104.062,32.833,90.122,10.426,50.28,50.28,19.054,90.122,104.062,10.426,27.544,10.426,50.28,10.426,14.077,32.833,46.592,10.426,0.0,104.062,0.0,104.062,0.0,104.062,32.833,32.833,27.544,90.122,50.28,90.122,0.0,10.426,104.062,90.122,27.544
INST0223_N20_W13_P013,14.722,54.132,123.055,54.132,0.0,71.944,0.0,71.944,14.722,93.687,54.132,54.132,123.055,14.722,0.0,93.687,130.825,93.687,54.132,93.687,109.245,71.944,104.634,93.687,104.062,0.0,104.062,0.0,104.062,0.0,71.944,71.944,130.825,14.722,54.132,14.722,104.062,93.687,0.0,14.722,130.825
INST0223_N20_W13_D013,90.122,50.28,19.054,50.28,104.062,32.833,104.062,32.833,90.122,10.426,50.28,50.28,19.054,90.122,104.062,10.426,27.544,10.426,50.28,10.426,14.077,32.833,46.592,10.426,0.0,104.062,0.0,104.062,0.0,104.062,32.833,32.833,27.544,90.122,50.28,90.122,0.0,10.426,104.062,90.122,27.544
INST0223_N20_W13_P014,14.722,54.132,123.055,54.132,0.0,71.944,0.0,71.944,14.722,93.687,54.132,54.132,123.055,14.722,0.0,93.687,130.825,93.687,54.132,93.687,109.245,71.944,104.634,93.687,104.062,0.0,104.062,0.0,104.062,0.0,71.944,71.944,130.825,14.722,54.132,14.722,104.062,93.687,0.0,14.722,130.825
INST0223_N20_W13_D014,57.687,20.342,51.842,20.342,71.944,0.0,71.944,0.0,57.687,22.455,20.342,20.342,51.842,57.687,71.944,22.455,58.923,22.455,20.342,22.455,41.349,0.0,55.918,22.455,32.833,71.944,32.833,71.944,32.833,71.944,0.0,0.0,58.923,57.687,20.342,57.687,32.833,22.455,71.944,57.687,58.923
INST0223_N20_W13_P015,57.687,20.342,51.842,20.342,71.944,0.0,71.944,0.0,57.687,22.455,20.342,20.342,51.842,57.687,71.944,22.455,58.923,22.455,20.342,22.455,41.349,0.0,55.918,22.455,32.833,71.944,32.833,71.944,32.833,71.944,0.0,0.0,58.923,57.687,20.342,57.687,32.833,22.455,71.944,57.687,58.923
INST0223_N20_W13_D015,116.61,77.525,11.735,77.525,130.825,58.923,130.825,58.923,116.61,37.477,77.525,77.525,11.735,116.61,130.825,37.477,0.0,37.477,77.525,37.477,30.344,58.923,64.172,37.477,27.544,130.825,27.544,130.825,27.544,130.825,58.923,58.923,0.0,116.61,77.525,116.61,27.544,37.477,130.825,116.61,0.0
INST0223_N20_W13_P016,0.0,40.846,109.164,40.846,14.722,57.687,14.722,57.687,0.0,79.708,40.846,40.846,109.164,0.0,14.722,79.708,116.61,79.708,40.846,79.708,96.036,57.687,94.442,79.708,90.122,14.722,90.122,14.722,90.122,14.722,57.687,57.687,116.61,0.0,40.846,0.0,90.122,79.708,14.722,0.0,116.61
INST0223_N20_W13_D016,40.846,0.0,69.129,0.0,54.132,20.342,54.132,20.342,40.846,40.063,0.0,0.0,69.129,40.846,54.132,40.063,77.525,40.063,0.0,40.063,55.217,20.342,57.646,40.063,50.28,54.132,50.28,54.132,50.28,54.132,20.342,20.342,77.525,40.846,0.0,40.846,50.28,40.063,54.132,40.846,77.525
INST0223_N20_W13_P017,0.0,40.846,109.164,40.846,14.722,57.687,14.722,57.687,0.0,79.708,40.846,40.846,109.164,0.0,14.722,79.708,116.61,79.708,40.846,79.708,96.036,57.687,94.442,79.708,90.122,14.722,90.122,14.722,90.122,14.722,57.687,57.687,116.61,0.0,40.846,0.0,90.122,79.708,14.722,0.0,116.61
INST0223_N20_W13_D017,90.122,50.28,19.054,50.28,104.062,32.833,104.062,32.833,90.122,10.426,50.28,50.28,19.054,90.122,104.062,10.426,27.544,10.426,50.28,10.426,14.077,32.833,46.592,10.426,0.0,104.062,0.0,104.062,0.0,104.062,32.833,32.833,27.544,90.122,50.28,90.122,0.0,10.426,104.062,90.122,27.544
INST0223_N20_W13_P018,79.708,40.063,29.48,40.063,93.687,22.455,93.687,22.455,79.708,0.0,40.063,40.063,29.48,79.708,93.687,0.0,37.477,0.0,40.063,0.0,20.581,22.455,46.518,0.0,10.426,93.687,10.426,93.687,10.426,93.687,22.455,22.455,37.477,79.708,40.063,79.708,10.426,0.0,93.687,79.708,37.477
INST0223_N20_W13_D018,14.722,54.132,123.055,54.132,0.0,71.944,0.0,71.944,14.722,93.687,54.132,54.132,123.055,14.722,0.0,93.687,130.825,93.687,54.132,93.687,109.245,71.944,104.634,93.687,104.062,0.0,104.062,0.0,104.062,0.0,71.944,71.944,130.825,14.722,54.132,14.722,104.062,93.687,0.0,14.722,130.825
INST0223_N20_W13_P019,0.0,40.846,109.164,40.846,14.722,57.687,14.722,57.687,0.0,79.708,40.846,40.846,109.164,0.0,14.722,79.708,116.61,79.708,40.846,79.708,96.036,57.687,94.442,79.708,90.122,14.722,90.122,14.722,90.122,14.722,57.687,57.687,116.61,0.0,40.846,0.0,90.122,79.708,14.722,0.0,116.61
INST0223_N20_W13_D019,116.61,77.525,11.735,77.525,130.825,58.923,130.825,58.923,116.61,37.477,77.525,77.525,11.735,116.61,130.825,37.477,0.0,37.477,77.525,37.477,30.344,58.923,64.172,37.477,27.544,130.825,27.544,130.825,27.544,130.825,58.923,58.923,0.0,116.61,77.525,116.61,27.544,37.477,130.825,116.61,0.0
