,depot,INST0189_N18_N09_P000,INST0189_N18_N09_D000,INST0189_N18_N09_P001,INST0189_N18_N09_D001,INST0189_N18_N09_P002,INST0189_N18_N09_D002,INST0189_N18_N09_P003,INST0189_N18_N09_D003,INST0189_N18_N09_P004,INST0189_N18_N09_D004,INST0189_N18_N09_P005,INST0189_N18_N09_D005,INST0189_N18_N09_P006,INST0189_N18_N09_D006,INST0189_N18_N09_P007,INST0189_N18_N09_D007,INST0189_N18_N09_P008,INST0189_N18_N09_D008,INST0189_N18_N09_P009,INST0189_N18_N09_D009,INST0189_N18_N09_P010,INST0189_N18_N09_D010,INST0189_N18_N09_P011,INST0189_N18_N09_D011,INST0189_N18_N09_P012,INST0189_N18_N09_D012,INST0189_N18_N09_P013,INST0189_N18_N09_D013,INST0189_N18_N09_P014,INST0189_N18_N09_D014,INST0189_N18_N09_P015,INST0189_N18_N09_D015,INST0189_N18_N09_P016,INST0189_N18_N09_D016,INST0189_N18_N09_P017,INST0189_N18_N09_D017
INST0189_N18_N09_D007,46.06,20.176,135.971,11.436,109.689,30.471,11.436,23.353,66.572,46.06,30.471,23.353,13.759,46.06,13.759,46.06,0.0,23.353,135.971,30.471,2.788,30.471,20.176,2.788,23.353,46.06,0.0,2.788,20.176,20.176,52.8,30.471,2.788,0.0,30.471,46.06,66.572
INST0189_N18_N09_P008,28.616,17.254,113.8,20.683,132.815,35.534,20.683,0.0,81.17,28.616,35.534,0.0,19.671,28.616,19.671,28.616,23.353,0.0,113.8,35.534,23.461,35.534,17.254,23.461,0.0,28.616,23.353,23.461,17.254,17.254,64.86,35.534,23.461,23.353,35.534,28.616,81.17
INST0189_N18_N09_D008,110.202,127.973,0.0,128.231,239.676,143.5,128.231,113.8,190.666,110.202,143.5,113.8,132.823,110.202,132.823,110.202,135.971,113.8,0.0,143.5,136.742,143.5,127.973,136.742,113.8,110.202,135.971,136.742,127.973,127.973,149.304,143.5,136.742,135.971,143.5,110.202,190.666
INST0189_N18_N09_P009,35.653,18.283,143.5,40.266,122.278,0.0,40.266,35.534,47.339,35.653,0.0,35.534,18.791,35.653,18.791,35.653,30.471,35.534,143.5,0.0,27.709,0.0,18.283,27.709,35.534,35.653,30.471,27.709,18.283,18.283,82.833,0.0,27.709,30.471,0.0,35.653,47.339
INST0189_N18_N09_D009,44.646,18.229,136.742,13.942,110.207,27.709,13.942,23.461,64.236,44.646,27.709,23.461,11.477,44.646,11.477,44.646,2.788,23.461,136.742,27.709,0.0,27.709,18.229,0.0,23.461,44.646,2.788,0.0,18.229,18.229,55.435,27.709,0.0,2.788,27.709,44.646,64.236
INST0189_N18_N09_P010,35.653,18.283,143.5,40.266,122.278,0.0,40.266,35.534,47.339,35.653,0.0,35.534,18.791,35.653,18.791,35.653,30.471,35.534,143.5,0.0,27.709,0.0,18.283,27.709,35.534,35.653,30.471,27.709,18.283,18.283,82.833,0.0,27.709,30.471,0.0,35.653,47.339
INST0189_N18_N09_D010,27.111,0.0,127.973,26.126,126.352,18.283,26.126,17.254,64.45,27.111,18.283,17.254,7.201,27.111,7.201,27.111,20.176,17.254,127.973,18.283,18.229,18.283,0.0,18.229,17.254,27.111,20.176,18.229,0.0,0.0,71.779,18.283,18.229,20.176,18.283,27.111,64.45
INST0189_N18_N09_P011,44.646,18.229,136.742,13.942,110.207,27.709,13.942,23.461,64.236,44.646,27.709,23.461,11.477,44.646,11.477,44.646,2.788,23.461,136.742,27.709,0.0,27.709,18.229,0.0,23.461,44.646,2.788,0.0,18.229,18.229,55.435,27.709,0.0,2.788,27.709,44.646,64.236
INST0189_N18_N09_D011,28.616,17.254,113.8,20.683,132.815,35.534,20.683,0.0,81.17,28.616,35.534,0.0,19.671,28.616,19.671,28.616,23.353,0.0,113.8,35.534,23.461,35.534,17.254,23.461,0.0,28.616,23.353,23.461,17.254,17.254,64.86,35.534,23.461,23.353,35.534,28.616,81.17
INST0189_N18_N09_P012,0.0,27.111,110.202,48.052,153.371,35.653,48.052,28.616,81.232,0.0,35.653,28.616,34.294,0.0,34.294,0.0,46.06,28.616,110.202,35.653,44.646,35.653,27.111,44.646,28.616,0.0,46.06,44.646,27.111,27.111,93.371,35.653,44.646,46.06,35.653,0.0,81.232
INST0189_N18_N09_D012,46.06,20.176,135.971,11.436,109.689,30.471,11.436,23.353,66.572,46.06,30.471,23.353,13.759,46.06,13.759,46.06,0.0,23.353,135.971,30.471,2.788,30.471,20.176,2.788,23.353,46.06,0.0,2.788,20.176,20.176,52.8,30.471,2.788,0.0,30.471,46.06,66.572
INST0189_N18_N09_P013,44.646,18.229,136.742,13.942,110.207,27.709,13.942,23.461,64.236,44.646,27.709,23.461,11.477,44.646,11.477,44.646,2.788,23.461,136.742,27.709,0.0,27.709,18.229,0.0,23.461,44.646,2.788,0.0,18.229,18.229,55.435,27.709,0.0,2.788,27.709,44.646,64.236
INST0189_N18_N09_D013,27.111,0.0,127.973,26.126,126.352,18.283,26.126,17.254,64.45,27.111,18.283,17.254,7.201,27.111,7.201,27.111,20.176,17.254,127.973,18.283,18.229,18.283,0.0,18.229,17.254,27.111,20.176,18.229,0.0,0.0,71.779,18.283,18.229,20.176,18.283,27.111,64.45
INST0189_N18_N09_P014,27.111,0.0,127.973,26.126,126.352,18.283,26.126,17.254,64.45,27.111,18.283,17.254,7.201,27.111,7.201,27.111,20.176,17.254,127.973,18.283,18.229,18.283,0.0,18.229,17.254,27.111,20.176,18.229,0.0,0.0,71.779,18.283,18.229,20.176,18.283,27.111,64.45
INST0189_N18_N09_D014,93.371,71.779,149.304,46.019,95.428,82.833,46.019,64.86,107.477,93.371,82.833,64.86,66.32,93.371,66.32,93.371,52.8,64.86,149.304,82.833,55.435,82.833,71.779,55.435,64.86,93.371,52.8,55.435,71.779,71.779,0.0,82.833,55.435,52.8,82.833,93.371,107.477
INST0189_N18_N09_P015,35.653,18.283,143.5,40.266,122.278,0.0,40.266,35.534,47.339,35.653,0.0,35.534,18.791,35.653,18.791,35.653,30.471,35.534,143.5,0.0,27.709,0.0,18.283,27.709,35.534,35.653,30.471,27.709,18.283,18.283,82.833,0.0,27.709,30.471,0.0,35.653,47.339
INST0189_N18_N09_D015,44.646,18.229,136.742,13.942,110.207,27.709,13.942,23.461,64.236,44.646,27.709,23.461,11.477,44.646,11.477,44.646,2.788,23.461,136.742,27.709,0.0,27.709,18.229,0.0,23.461,44.646,2.788,0.0,18.229,18.229,55.435,27.709,0.0,2.788,27.709,44.646,64.236
INST0189_N18_N09_P016,46.06,20.176,135.971,11.436,109.689,30.471,11.436,23.353,66.572,46.06,30.471,23.353,13.759,46.06,13.759,46.06,0.0,23.353,135.971,30.471,2.788,30.471,20.176,2.788,23.353,46.06,0.0,2.788,20.176,20.176,52.8,30.471,2.788,0.0,30.471,46.06,66.572
INST0189_N18_N09_D016,35.653,18.283,143.5,40.266,122.278,0.0,40.266,35.534,47.339,35.653,0.0,35.534,18.791,35.653,18.791,35.653,30.471,35.534,143.5,0.0,27.709,0.0,18.283,27.709,35.534,35.653,30.471,27.709,18.283,18.283,82.833,0.0,27.709,30.471,0.0,35.653,47.339
INST0189_N18_N09_P017,0.0,27.111,110.202,48.052,153.371,35.653,48.052,28.616,81.232,0.0,35.653,28.616,34.294,0.0,34.294,0.0,46.06,28.616,110.202,35.653,44.646,35.653,27.111,44.646,28.616,0.0,46.06,44.646,27.111,27.111,93.371,35.653,44.646,46.06,35.653,0.0,81.232
INST0189_N18_N09_D017,81.232,64.45,190.666,77.99,104.379,47.339,77.99,81.17,0.0,81.232,47.339,81.17,61.784,81.232,61.784,81.232,66.572,81.17,190.666,47.339,64.236,47.339,64.45,64.236,81.17,81.232,66.572,64.236,64.45,64.45,107.477,47.339,64.236,66.572,47.339,81.232,0.0
