,depot,INST0202_N18_W22_P000,INST0202_N18_W22_D000,INST0202_N18_W22_P001,INST0202_N18_W22_D001,INST0202_N18_W22_P002,INST0202_N18_W22_D002,INST0202_N18_W22_P003,INST0202_N18_W22_D003,INST0202_N18_W22_P004,INST0202_N18_W22_D004,INST0202_N18_W22_P005,INST0202_N18_W22_D005,INST0202_N18_W22_P006,INST0202_N18_W22_D006,INST0202_N18_W22_P007,INST0202_N18_W22_D007,INST0202_N18_W22_P008,INST0202_N18_W22_D008,INST0202_N18_W22_P009,INST0202_N18_W22_D009,INST0202_N18_W22_P010,INST0202_N18_W22_D010,INST0202_N18_W22_P011,INST0202_N18_W22_D011,INST0202_N18_W22_P012,INST0202_N18_W22_D012,INST0202_N18_W22_P013,INST0202_N18_W22_D013,INST0202_N18_W22_P014,INST0202_N18_W22_D014,INST0202_N18_W22_P015,INST0202_N18_W22_D015,INST0202_N18_W22_P016,INST0202_N18_W22_D016,INST0202_N18_W22_P017,INST0202_N18_W22_D017
INST0202_N18_W22_D004,53.818,61.972,72.151,53.818,159.2,53.818,0.0,0.0,63.48,72.151,0.0,24.909,70.637,27.496,88.095,50.631,61.972,0.0,53.818,27.496,63.48,0.0,68.471,63.48,70.637,50.631,88.095,68.471,61.972,40.204,24.909,50.631,88.095,27.496,61.972,53.818,61.972
INST0202_N18_W22_P005,77.687,86.82,94.929,77.687,176.253,77.687,24.909,24.909,84.648,94.929,24.909,0.0,50.015,49.056,66.284,67.612,86.82,24.909,77.687,49.056,84.648,24.909,70.587,84.648,50.015,67.612,66.284,70.587,86.82,61.567,0.0,67.612,66.284,49.056,86.82,77.687,86.82
INST0202_N18_W22_D005,124.166,129.907,142.787,124.166,187.182,124.166,70.637,70.637,133.671,142.787,70.637,50.015,0.0,97.602,18.026,117.595,129.907,70.637,124.166,97.602,133.671,70.637,115.643,133.671,0.0,117.595,18.026,115.643,129.907,110.354,50.015,117.595,18.026,97.602,129.907,124.166,129.907
INST0202_N18_W22_P006,29.878,43.098,45.89,29.878,162.13,29.878,27.496,27.496,36.098,45.89,27.496,49.056,97.602,0.0,114.719,25.201,43.098,27.496,29.878,0.0,36.098,27.496,56.961,36.098,97.602,25.201,114.719,56.961,43.098,12.767,49.056,25.201,114.719,0.0,43.098,29.878,43.098
INST0202_N18_W22_D006,141.804,147.866,160.194,141.804,201.301,141.804,88.095,88.095,150.679,160.194,88.095,66.284,18.026,114.719,0.0,133.769,147.866,88.095,141.804,114.719,150.679,88.095,128.123,150.679,18.026,133.769,0.0,128.123,147.866,127.423,66.284,133.769,0.0,114.719,147.866,141.804,147.866
INST0202_N18_W22_P007,32.905,50.317,37.156,32.905,180.319,32.905,50.631,50.631,22.951,37.156,50.631,67.612,117.595,25.201,133.769,0.0,50.317,50.631,32.905,25.201,22.951,50.631,43.046,22.951,117.595,0.0,133.769,43.046,50.317,17.238,67.612,0.0,133.769,25.201,50.317,32.905,50.317
INST0202_N18_W22_D007,17.435,0.0,28.407,17.435,133.358,17.435,61.972,61.972,35.228,28.407,61.972,86.82,129.907,43.098,147.866,50.317,0.0,61.972,17.435,43.098,35.228,61.972,92.961,35.228,129.907,50.317,147.866,92.961,0.0,36.679,86.82,50.317,147.866,43.098,0.0,17.435,0.0
INST0202_N18_W22_P008,53.818,61.972,72.151,53.818,159.2,53.818,0.0,0.0,63.48,72.151,0.0,24.909,70.637,27.496,88.095,50.631,61.972,0.0,53.818,27.496,63.48,0.0,68.471,63.48,70.637,50.631,88.095,68.471,61.972,40.204,24.909,50.631,88.095,27.496,61.972,53.818,61.972
INST0202_N18_W22_D008,0.0,17.435,20.081,0.0,149.638,0.0,53.818,53.818,20.02,20.081,53.818,77.687,124.166,29.878,141.804,32.905,17.435,53.818,0.0,29.878,20.02,53.818,75.699,20.02,124.166,32.905,141.804,75.699,17.435,20.56,77.687,32.905,141.804,29.878,17.435,0.0,17.435
INST0202_N18_W22_P009,29.878,43.098,45.89,29.878,162.13,29.878,27.496,27.496,36.098,45.89,27.496,49.056,97.602,0.0,114.719,25.201,43.098,27.496,29.878,0.0,36.098,27.496,56.961,36.098,97.602,25.201,114.719,56.961,43.098,12.767,49.056,25.201,114.719,0.0,43.098,29.878,43.098
INST0202_N18_W22_D009,20.02,35.228,14.369,20.02,168.582,20.02,63.48,63.48,0.0,14.369,63.48,84.648,133.671,36.098,150.679,22.951,35.228,63.48,20.02,36.098,0.0,63.48,64.294,0.0,133.671,22.951,150.679,64.294,35.228,23.331,84.648,22.951,150.679,36.098,35.228,20.02,35.228
INST0202_N18_W22_P010,53.818,61.972,72.151,53.818,159.2,53.818,0.0,0.0,63.48,72.151,0.0,24.909,70.637,27.496,88.095,50.631,61.972,0.0,53.818,27.496,63.48,0.0,68.471,63.48,70.637,50.631,88.095,68.471,61.972,40.204,24.909,50.631,88.095,27.496,61.972,53.818,61.972
INST0202_N18_W22_D010,75.699,92.961,78.578,75.699,219.073,75.699,68.471,68.471,64.294,78.578,68.471,70.587,115.643,56.961,128.123,43.046,92.961,68.471,75.699,56.961,64.294,68.471,0.0,64.294,115.643,43.046,128.123,0.0,92.961,57.051,70.587,43.046,128.123,56.961,92.961,75.699,92.961
INST0202_N18_W22_P011,20.02,35.228,14.369,20.02,168.582,20.02,63.48,63.48,0.0,14.369,63.48,84.648,133.671,36.098,150.679,22.951,35.228,63.48,20.02,36.098,0.0,63.48,64.294,0.0,133.671,22.951,150.679,64.294,35.228,23.331,84.648,22.951,150.679,36.098,35.228,20.02,35.228
INST0202_N18_W22_D011,124.166,129.907,142.787,124.166,187.182,124.166,70.637,70.637,133.671,142.787,70.637,50.015,0.0,97.602,18.026,117.595,129.907,70.637,124.166,97.602,133.671,70.637,115.643,133.671,0.0,117.595,18.026,115.643,129.907,110.354,50.015,117.595,18.026,97.602,129.907,124.166,129.907
INST0202_N18_W22_P012,32.905,50.317,37.156,32.905,180.319,32.905,50.631,50.631,22.951,37.156,50.631,67.612,117.595,25.201,133.769,0.0,50.317,50.631,32.905,25.201,22.951,50.631,43.046,22.951,117.595,0.0,133.769,43.046,50.317,17.238,67.612,0.0,133.769,25.201,50.317,32.905,50.317
INST0202_N18_W22_D012,141.804,147.866,160.194,141.804,201.301,141.804,88.095,88.095,150.679,160.194,88.095,66.284,18.026,114.719,0.0,133.769,147.866,88.095,141.804,114.719,150.679,88.095,128.123,150.679,18.026,133.769,0.0,128.123,147.866,127.423,66.284,133.769,0.0,114.719,147.866,141.804,147.866
INST0202_N18_W22_P013,75.699,92.961,78.578,75.699,219.073,75.699,68.471,68.471,64.294,78.578,68.471,70.587,115.643,56.961,128.123,43.046,92.961,68.471,75.699,56.961,64.294,68.471,0.0,64.294,115.643,43.046,128.123,0.0,92.961,57.051,70.587,43.046,128.123,56.961,92.961,75.699,92.961
INST0202_N18_W22_D013,17.435,0.0,28.407,17.435,133.358,17.435,61.972,61.972,35.228,28.407,61.972,86.82,129.907,43.098,147.866,50.317,0.0,61.972,17.435,43.098,35.228,61.972,92.961,35.228,129.907,50.317,147.866,92.961,0.0,36.679,86.82,50.317,147.866,43.098,0.0,17.435,0.0
INST0202_N18_W22_P014,20.56,36.679,33.728,20.56,163.588,20.56,40.204,40.204,23.331,33.728,40.204,61.567,110.354,12.767,127.423,17.238,36.679,40.204,20.56,12.767,23.331,40.204,57.051,23.331,110.354,17.238,127.423,57.051,36.679,0.0,61.567,17.238,127.423,12.767,36.679,20.56,36.679
INST0202_N18_W22_D014,77.687,86.82,94.929,77.687,176.253,77.687,24.909,24.909,84.648,94.929,24.909,0.0,50.015,49.056,66.284,67.612,86.82,24.909,77.687,49.056,84.648,24.909,70.587,84.648,50.015,67.612,66.284,70.587,86.82,61.567,0.0,67.612,66.284,49.056,86.82,77.687,86.82
INST0202_N18_W22_P015,32.905,50.317,37.156,32.905,180.319,32.905,50.631,50.631,22.951,37.156,50.631,67.612,117.595,25.201,133.769,0.0,50.317,50.631,32.905,25.201,22.951,50.631,43.046,22.951,117.595,0.0,133.769,43.046,50.317,17.238,67.612,0.0,133.769,25.201,50.317,32.905,50.317
INST0202_N18_W22_D015,141.804,147.866,160.194,141.804,201.301,141.804,88.095,88.095,150.679,160.194,88.095,66.284,18.026,114.719,0.0,133.769,147.866,88.095,141.804,114.719,150.679,88.095,128.123,150.679,18.026,133.769,0.0,128.123,147.866,127.423,66.284,133.769,0.0,114.719,147.866,141.804,147.866
INST0202_N18_W22_P016,29.878,43.098,45.89,29.878,162.13,29.878,27.496,27.496,36.098,45.89,27.496,49.056,97.602,0.0,114.719,25.201,43.098,27.496,29.878,0.0,36.098,27.496,56.961,36.098,97.602,25.201,114.719,56.961,43.098,12.767,49.056,25.201,114.719,0.0,43.098,29.878,43.098
INST0202_N18_W22_D016,17.435,0.0,28.407,17.435,133.358,17.435,61.972,61.972,35.228,28.407,61.972,86.82,129.907,43.098,147.866,50.317,0.0,61.972,17.435,43.098,35.228,61.972,92.961,35.228,129.907,50.317,147.866,92.961,0.0,36.679,86.82,50.317,147.866,43.098,0.0,17.435,0.0
INST0202_N18_W22_P017,0.0,17.435,20.081,0.0,149.638,0.0,53.818,53.818,20.02,20.081,53.818,77.687,124.166,29.878,141.804,32.905,17.435,53.818,0.0,29.878,20.02,53.818,75.699,20.02,124.166,32.905,141.804,75.699,17.435,20.56,77.687,32.905,141.804,29.878,17.435,0.0,17.435
INST0202_N18_W22_D017,17.435,0.0,28.407,17.435,133.358,17.435,61.972,61.972,35.228,28.407,61.972,86.82,129.907,43.098,147.866,50.317,0.0,61.972,17.435,43.098,35.228,61.972,92.961,35.228,129.907,50.317,147.866,92.961,0.0,36.679,86.82,50.317,147.866,43.098,0.0,17.435,0.0
