,depot,INST0259_N22_W19_P000,INST0259_N22_W19_D000,INST0259_N22_W19_P001,INST0259_N22_W19_D001,INST0259_N22_W19_P002,INST0259_N22_W19_D002,INST0259_N22_W19_P003,INST0259_N22_W19_D003,INST0259_N22_W19_P004,INST0259_N22_W19_D004,INST0259_N22_W19_P005,INST0259_N22_W19_D005,INST0259_N22_W19_P006,INST0259_N22_W19_D006,INST0259_N22_W19_P007,INST0259_N22_W19_D007,INST0259_N22_W19_P008,INST0259_N22_W19_D008,INST0259_N22_W19_P009,INST0259_N22_W19_D009,INST0259_N22_W19_P010,INST0259_N22_W19_D010,INST0259_N22_W19_P011,INST0259_N22_W19_D011,INST0259_N22_W19_P012,INST0259_N22_W19_D012,INST0259_N22_W19_P013,INST0259_N22_W19_D013,INST0259_N22_W19_P014,INST0259_N22_W19_D014,INST0259_N22_W19_P015,INST0259_N22_W19_D015,INST0259_N22_W19_P016,INST0259_N22_W19_D016,INST0259_N22_W19_P017,INST0259_N22_W19_D017,INST0259_N22_W19_P018,INST0259_N22_W19_D018,INST0259_N22_W19_P019,INST0259_N22_W19_D019,INST0259_N22_W19_P020,INST0259_N22_W19_D020,INST0259_N22_W19_P021,INST0259_N22_W19_D021
INST0259_N22_W19_D004,147.866,86.82,35.228,129.907,43.098,61.972,92.961,129.907,0.0,129.907,0.0,61.972,86.82,147.866,61.972,61.972,129.907,61.972,86.82,61.972,43.098,86.82,43.098,129.907,50.317,86.82,35.228,147.866,0.0,86.82,50.317,61.972,147.866,61.972,86.82,147.866,61.972,61.972,35.228,129.907,86.82,86.82,43.098,129.907,43.098
INST0259_N22_W19_P005,88.095,24.909,63.48,70.637,27.496,0.0,68.471,70.637,61.972,70.637,61.972,0.0,24.909,88.095,0.0,0.0,70.637,0.0,24.909,0.0,27.496,24.909,27.496,70.637,50.631,24.909,63.48,88.095,61.972,24.909,50.631,0.0,88.095,0.0,24.909,88.095,0.0,0.0,63.48,70.637,24.909,24.909,27.496,70.637,27.496
INST0259_N22_W19_D005,66.284,0.0,84.648,50.015,49.056,24.909,70.587,50.015,86.82,50.015,86.82,24.909,0.0,66.284,24.909,24.909,50.015,24.909,0.0,24.909,49.056,0.0,49.056,50.015,67.612,0.0,84.648,66.284,86.82,0.0,67.612,24.909,66.284,24.909,0.0,66.284,24.909,24.909,84.648,50.015,0.0,0.0,49.056,50.015,49.056
INST0259_N22_W19_P006,0.0,66.284,150.679,18.026,114.719,88.095,128.123,18.026,147.866,18.026,147.866,88.095,66.284,0.0,88.095,88.095,18.026,88.095,66.284,88.095,114.719,66.284,114.719,18.026,133.769,66.284,150.679,0.0,147.866,66.284,133.769,88.095,0.0,88.095,66.284,0.0,88.095,88.095,150.679,18.026,66.284,66.284,114.719,18.026,114.719
INST0259_N22_W19_D006,88.095,24.909,63.48,70.637,27.496,0.0,68.471,70.637,61.972,70.637,61.972,0.0,24.909,88.095,0.0,0.0,70.637,0.0,24.909,0.0,27.496,24.909,27.496,70.637,50.631,24.909,63.48,88.095,61.972,24.909,50.631,0.0,88.095,0.0,24.909,88.095,0.0,0.0,63.48,70.637,24.909,24.909,27.496,70.637,27.496
INST0259_N22_W19_P007,88.095,24.909,63.48,70.637,27.496,0.0,68.471,70.637,61.972,70.637,61.972,0.0,24.909,88.095,0.0,0.0,70.637,0.0,24.909,0.0,27.496,24.909,27.496,70.637,50.631,24.909,63.48,88.095,61.972,24.909,50.631,0.0,88.095,0.0,24.909,88.095,0.0,0.0,63.48,70.637,24.909,24.909,27.496,70.637,27.496
INST0259_N22_W19_D007,18.026,50.015,133.671,0.0,97.602,70.637,115.643,0.0,129.907,0.0,129.907,70.637,50.015,18.026,70.637,70.637,0.0,70.637,50.015,70.637,97.602,50.015,97.602,0.0,117.595,50.015,133.671,18.026,129.907,50.015,117.595,70.637,18.026,70.637,50.015,18.026,70.637,70.637,133.671,0.0,50.015,50.015,97.602,0.0,97.602
INST0259_N22_W19_P008,88.095,24.909,63.48,70.637,27.496,0.0,68.471,70.637,61.972,70.637,61.972,0.0,24.909,88.095,0.0,0.0,70.637,0.0,24.909,0.0,27.496,24.909,27.496,70.637,50.631,24.909,63.48,88.095,61.972,24.909,50.631,0.0,88.095,0.0,24.909,88.095,0.0,0.0,63.48,70.637,24.909,24.909,27.496,70.637,27.496
INST0259_N22_W19_D008,66.284,0.0,84.648,50.015,49.056,24.909,70.587,50.015,86.82,50.015,86.82,24.909,0.0,66.284,24.909,24.909,50.015,24.909,0.0,24.909,49.056,0.0,49.056,50.015,67.612,0.0,84.648,66.284,86.82,0.0,67.612,24.909,66.284,24.909,0.0,66.284,24.909,24.909,84.648,50.015,0.0,0.0,49.056,50.015,49.056
INST0259_N22_W19_P009,88.095,24.909,63.48,70.637,27.496,0.0,68.471,70.637,61.972,70.637,61.972,0.0,24.909,88.095,0.0,0.0,70.637,0.0,24.909,0.0,27.496,24.909,27.496,70.637,50.631,24.909,63.48,88.095,61.972,24.909,50.631,0.0,88.095,0.0,24.909,88.095,0.0,0.0,63.48,70.637,24.909,24.909,27.496,70.637,27.496
INST0259_N22_W19_D009,114.719,49.056,36.098,97.602,0.0,27.496,56.961,97.602,43.098,97.602,43.098,27.496,49.056,114.719,27.496,27.496,97.602,27.496,49.056,27.496,0.0,49.056,0.0,97.602,25.201,49.056,36.098,114.719,43.098,49.056,25.201,27.496,114.719,27.496,49.056,114.719,27.496,27.496,36.098,97.602,49.056,49.056,0.0,97.602,0.0
INST0259_N22_W19_P010,66.284,0.0,84.648,50.015,49.056,24.909,70.587,50.015,86.82,50.015,86.82,24.909,0.0,66.284,24.909,24.909,50.015,24.909,0.0,24.909,49.056,0.0,49.056,50.015,67.612,0.0,84.648,66.284,86.82,0.0,67.612,24.909,66.284,24.909,0.0,66.284,24.909,24.909,84.648,50.015,0.0,0.0,49.056,50.015,49.056
INST0259_N22_W19_D010,114.719,49.056,36.098,97.602,0.0,27.496,56.961,97.602,43.098,97.602,43.098,27.496,49.056,114.719,27.496,27.496,97.602,27.496,49.056,27.496,0.0,49.056,0.0,97.602,25.201,49.056,36.098,114.719,43.098,49.056,25.201,27.496,114.719,27.496,49.056,114.719,27.496,27.496,36.098,97.602,49.056,49.056,0.0,97.602,0.0
INST0259_N22_W19_P011,18.026,50.015,133.671,0.0,97.602,70.637,115.643,0.0,129.907,0.0,129.907,70.637,50.015,18.026,70.637,70.637,0.0,70.637,50.015,70.637,97.602,50.015,97.602,0.0,117.595,50.015,133.671,18.026,129.907,50.015,117.595,70.637,18.026,70.637,50.015,18.026,70.637,70.637,133.671,0.0,50.015,50.015,97.602,0.0,97.602
INST0259_N22_W19_D011,133.769,67.612,22.951,117.595,25.201,50.631,43.046,117.595,50.317,117.595,50.317,50.631,67.612,133.769,50.631,50.631,117.595,50.631,67.612,50.631,25.201,67.612,25.201,117.595,0.0,67.612,22.951,133.769,50.317,67.612,0.0,50.631,133.769,50.631,67.612,133.769,50.631,50.631,22.951,117.595,67.612,67.612,25.201,117.595,25.201
INST0259_N22_W19_P012,66.284,0.0,84.648,50.015,49.056,24.909,70.587,50.015,86.82,50.015,86.82,24.909,0.0,66.284,24.909,24.909,50.015,24.909,0.0,24.909,49.056,0.0,49.056,50.015,67.612,0.0,84.648,66.284,86.82,0.0,67.612,24.909,66.284,24.909,0.0,66.284,24.909,24.909,84.648,50.015,0.0,0.0,49.056,50.015,49.056
INST0259_N22_W19_D012,150.679,84.648,0.0,133.671,36.098,63.48,64.294,133.671,35.228,133.671,35.228,63.48,84.648,150.679,63.48,63.48,133.671,63.48,84.648,63.48,36.098,84.648,36.098,133.671,22.951,84.648,0.0,150.679,35.228,84.648,22.951,63.48,150.679,63.48,84.648,150.679,63.48,63.48,0.0,133.671,84.648,84.648,36.098,133.671,36.098
INST0259_N22_W19_P013,0.0,66.284,150.679,18.026,114.719,88.095,128.123,18.026,147.866,18.026,147.866,88.095,66.284,0.0,88.095,88.095,18.026,88.095,66.284,88.095,114.719,66.284,114.719,18.026,133.769,66.284,150.679,0.0,147.866,66.284,133.769,88.095,0.0,88.095,66.284,0.0,88.095,88.095,150.679,18.026,66.284,66.284,114.719,18.026,114.719
INST0259_N22_W19_D013,147.866,86.82,35.228,129.907,43.098,61.972,92.961,129.907,0.0,129.907,0.0,61.972,86.82,147.866,61.972,61.972,129.907,61.972,86.82,61.972,43.098,86.82,43.098,129.907,50.317,86.82,35.228,147.866,0.0,86.82,50.317,61.972,147.866,61.972,86.82,147.866,61.972,61.972,35.228,129.907,86.82,86.82,43.098,129.907,43.098
INST0259_N22_W19_P014,66.284,0.0,84.648,50.015,49.056,24.909,70.587,50.015,86.82,50.015,86.82,24.909,0.0,66.284,24.909,24.909,50.015,24.909,0.0,24.909,49.056,0.0,49.056,50.015,67.612,0.0,84.648,66.284,86.82,0.0,67.612,24.909,66.284,24.909,0.0,66.284,24.909,24.909,84.648,50.015,0.0,0.0,49.056,50.015,49.056
INST0259_N22_W19_D014,133.769,67.612,22.951,117.595,25.201,50.631,43.046,117.595,50.317,117.595,50.317,50.631,67.612,133.769,50.631,50.631,117.595,50.631,67.612,50.631,25.201,67.612,25.201,117.595,0.0,67.612,22.951,133.769,50.317,67.612,0.0,50.631,133.769,50.631,67.612,133.769,50.631,50.631,22.951,117.595,67.612,67.612,25.201,117.595,25.201
INST0259_N22_W19_P015,88.095,24.909,63.48,70.637,27.496,0.0,68.471,70.637,61.972,70.637,61.972,0.0,24.909,88.095,0.0,0.0,70.637,0.0,24.909,0.0,27.496,24.909,27.496,70.637,50.631,24.909,63.48,88.095,61.972,24.909,50.631,0.0,88.095,0.0,24.909,88.095,0.0,0.0,63.48,70.637,24.909,24.909,27.496,70.637,27.496
INST0259_N22_W19_D015,0.0,66.284,150.679,18.026,114.719,88.095,128.123,18.026,147.866,18.026,147.866,88.095,66.284,0.0,88.095,88.095,18.026,88.095,66.284,88.095,114.719,66.284,114.719,18.026,133.769,66.284,150.679,0.0,147.866,66.284,133.769,88.095,0.0,88.095,66.284,0.0,88.095,88.095,150.679,18.026,66.284,66.284,114.719,18.026,114.719
INST0259_N22_W19_P016,88.095,24.909,63.48,70.637,27.496,0.0,68.471,70.637,61.972,70.637,61.972,0.0,24.909,88.095,0.0,0.0,70.637,0.0,24.909,0.0,27.496,24.909,27.496,70.637,50.631,24.909,63.48,88.095,61.972,24.909,50.631,0.0,88.095,0.0,24.909,88.095,0.0,0.0,63.48,70.637,24.909,24.909,27.496,70.637,27.496
INST0259_N22_W19_D016,66.284,0.0,84.648,50.015,49.056,24.909,70.587,50.015,86.82,50.015,86.82,24.909,0.0,66.284,24.909,24.909,50.015,24.909,0.0,24.909,49.056,0.0,49.056,50.015,67.612,0.0,84.648,66.284,86.82,0.0,67.612,24.909,66.284,24.909,0.0,66.284,24.909,24.909,84.648,50.015,0.0,0.0,49.056,50.015,49.056
INST0259_N22_W19_P017,0.0,66.284,150.679,18.026,114.719,88.095,128.123,18.026,147.866,18.026,147.866,88.095,66.284,0.0,88.095,88.095,18.026,88.095,66.284,88.095,114.719,66.284,114.719,18.026,133.769,66.284,150.679,0.0,147.866,66.284,133.769,88.095,0.0,88.095,66.284,0.0,88.095,88.095,150.679,18.026,66.284,66.284,114.719,18.026,114.719
INST0259_N22_W19_D017,88.095,24.909,63.48,70.637,27.496,0.0,68.471,70.637,61.972,70.637,61.972,0.0,24.909,88.095,0.0,0.0,70.637,0.0,24.909,0.0,27.496,24.909,27.496,70.637,50.631,24.909,63.48,88.095,61.972,24.909,50.631,0.0,88.095,0.0,24.909,88.095,0.0,0.0,63.48,70.637,24.909,24.909,27.496,70.637,27.496
INST0259_N22_W19_P018,88.095,24.909,63.48,70.637,27.496,0.0,68.471,70.637,61.972,70.637,61.972,0.0,24.909,88.095,0.0,0.0,70.637,0.0,24.909,0.0,27.496,24.909,27.496,70.637,50.631,24.909,63.48,88.095,61.972,24.909,50.631,0.0,88.095,0.0,24.909,88.095,0.0,0.0,63.48,70.637,24.909,24.909,27.496,70.637,27.496
INST0259_N22_W19_D018,150.679,84.648,0.0,133.671,36.098,63.48,64.294,133.671,35.228,133.671,35.228,63.48,84.648,150.679,63.48,63.48,133.671,63.48,84.648,63.48,36.098,84.648,36.098,133.671,22.951,84.648,0.0,150.679,35.228,84.648,22.951,63.48,150.679,63.48,84.648,150.679,63.48,63.48,0.0,133.671,84.648,84.648,36.098,133.671,36.098
INST0259_N22_W19_P019,18.026,50.015,133.671,0.0,97.602,70.637,115.643,0.0,129.907,0.0,129.907,70.637,50.015,18.026,70.637,70.637,0.0,70.637,50.015,70.637,97.602,50.015,97.602,0.0,117.595,50.015,133.671,18.026,129.907,50.015,117.595,70.637,18.026,70.637,50.015,18.026,70.637,70.637,133.671,0.0,50.015,50.015,97.602,0.0,97.602
INST0259_N22_W19_D019,66.284,0.0,84.648,50.015,49.056,24.909,70.587,50.015,86.82,50.015,86.82,24.909,0.0,66.284,24.909,24.909,50.015,24.909,0.0,24.909,49.056,0.0,49.056,50.015,67.612,0.0,84.648,66.284,86.82,0.0,67.612,24.909,66.284,24.909,0.0,66.284,24.909,24.909,84.648,50.015,0.0,0.0,49.056,50.015,49.056
INST0259_N22_W19_P020,66.284,0.0,84.648,50.015,49.056,24.909,70.587,50.015,86.82,50.015,86.82,24.909,0.0,66.284,24.909,24.909,50.015,24.909,0.0,24.909,49.056,0.0,49.056,50.015,67.612,0.0,84.648,66.284,86.82,0.0,67.612,24.909,66.284,24.909,0.0,66.284,24.909,24.909,84.648,50.015,0.0,0.0,49.056,50.015,49.056
INST0259_N22_W19_D020,114.719,49.056,36.098,97.602,0.0,27.496,56.961,97.602,43.098,97.602,43.098,27.496,49.056,114.719,27.496,27.496,97.602,27.496,49.056,27.496,0.0,49.056,0.0,97.602,25.201,49.056,36.098,114.719,43.098,49.056,25.201,27.496,114.719,27.496,49.056,114.719,27.496,27.496,36.098,97.602,49.056,49.056,0.0,97.602,0.0
INST0259_N22_W19_P021,18.026,50.015,133.671,0.0,97.602,70.637,115.643,0.0,129.907,0.0,129.907,70.637,50.015,18.026,70.637,70.637,0.0,70.637,50.015,70.637,97.602,50.015,97.602,0.0,117.595,50.015,133.671,18.026,129.907,50.015,117.595,70.637,18.026,70.637,50.015,18.026,70.637,70.637,133.671,0.0,50.015,50.015,97.602,0.0,97.602
INST0259_N22_W19_D021,114.719,49.056,36.098,97.602,0.0,27.496,56.961,97.602,43.098,97.602,43.098,27.496,49.056,114.719,27.496,27.496,97.602,27.496,49.056,27.496,0.0,49.056,0.0,97.602,25.201,49.056,36.098,114.719,43.098,49.056,25.201,27.496,114.719,27.496,49.056,114.719,27.496,27.496,36.098,97.602,49.056,49.056,0.0,97.602,0.0
