,depot,INST0258_N22_N18_P000,INST0258_N22_N18_D000,INST0258_N22_N18_P001,INST0258_N22_N18_D001,INST0258_N22_N18_P002,INST0258_N22_N18_D002,INST0258_N22_N18_P003,INST0258_N22_N18_D003,INST0258_N22_N18_P004,INST0258_N22_N18_D004,INST0258_N22_N18_P005,INST0258_N22_N18_D005,INST0258_N22_N18_P006,INST0258_N22_N18_D006,INST0258_N22_N18_P007,INST0258_N22_N18_D007,INST0258_N22_N18_P008,INST0258_N22_N18_D008,INST0258_N22_N18_P009,INST0258_N22_N18_D009,INST0258_N22_N18_P010,INST0258_N22_N18_D010,INST0258_N22_N18_P011,INST0258_N22_N18_D011,INST0258_N22_N18_P012,INST0258_N22_N18_D012,INST0258_N22_N18_P013,INST0258_N22_N18_D013,INST0258_N22_N18_P014,INST0258_N22_N18_D014,INST0258_N22_N18_P015,INST0258_N22_N18_D015,INST0258_N22_N18_P016,INST0258_N22_N18_D016,INST0258_N22_N18_P017,INST0258_N22_N18_D017,INST0258_N22_N18_P018,INST0258_N22_N18_D018,INST0258_N22_N18_P019,INST0258_N22_N18_D019,INST0258_N22_N18_P020,INST0258_N22_N18_D020,INST0258_N22_N18_P021,INST0258_N22_N18_D021
INST0258_N22_N18_D004,23.353,20.683,23.353,35.534,17.254,23.461,100.436,28.616,113.8,28.616,0.0,0.0,19.671,17.254,81.17,19.671,64.86,100.436,20.683,19.671,23.461,20.683,19.671,100.436,28.616,28.616,100.436,23.461,17.254,100.436,0.0,0.0,23.461,0.0,81.17,28.616,125.319,100.436,0.0,0.0,64.86,35.534,23.353,20.683,0.0
INST0258_N22_N18_P005,23.353,20.683,23.353,35.534,17.254,23.461,100.436,28.616,113.8,28.616,0.0,0.0,19.671,17.254,81.17,19.671,64.86,100.436,20.683,19.671,23.461,20.683,19.671,100.436,28.616,28.616,100.436,23.461,17.254,100.436,0.0,0.0,23.461,0.0,81.17,28.616,125.319,100.436,0.0,0.0,64.86,35.534,23.353,20.683,0.0
INST0258_N22_N18_D005,13.759,21.8,13.759,18.791,7.201,11.477,87.958,34.294,132.823,34.294,19.671,19.671,0.0,7.201,61.784,0.0,66.32,87.958,21.8,0.0,11.477,21.8,0.0,87.958,34.294,34.294,87.958,11.477,7.201,87.958,19.671,19.671,11.477,19.671,61.784,34.294,134.365,87.958,19.671,19.671,66.32,18.791,13.759,21.8,19.671
INST0258_N22_N18_P006,20.176,26.126,20.176,18.283,0.0,18.229,95.136,27.111,127.973,27.111,17.254,17.254,7.201,0.0,64.45,7.201,71.779,95.136,26.126,7.201,18.229,26.126,7.201,95.136,27.111,27.111,95.136,18.229,0.0,95.136,17.254,17.254,18.229,17.254,64.45,27.111,127.166,95.136,17.254,17.254,71.779,18.283,20.176,26.126,17.254
INST0258_N22_N18_D006,66.572,77.99,66.572,47.339,64.45,64.236,85.106,81.232,190.666,81.232,81.17,81.17,61.784,64.45,0.0,61.784,107.477,85.106,77.99,61.784,64.236,77.99,61.784,85.106,81.232,81.232,85.106,64.236,64.45,85.106,81.17,81.17,64.236,81.17,0.0,81.232,165.945,85.106,81.17,81.17,107.477,47.339,66.572,77.99,81.17
INST0258_N22_N18_P007,13.759,21.8,13.759,18.791,7.201,11.477,87.958,34.294,132.823,34.294,19.671,19.671,0.0,7.201,61.784,0.0,66.32,87.958,21.8,0.0,11.477,21.8,0.0,87.958,34.294,34.294,87.958,11.477,7.201,87.958,19.671,19.671,11.477,19.671,61.784,34.294,134.365,87.958,19.671,19.671,66.32,18.791,13.759,21.8,19.671
INST0258_N22_N18_D007,52.8,46.019,52.8,82.833,71.779,55.435,65.084,93.371,149.304,93.371,64.86,64.86,66.32,71.779,107.477,66.32,0.0,65.084,46.019,66.32,55.435,46.019,66.32,65.084,93.371,93.371,65.084,55.435,71.779,65.084,64.86,64.86,55.435,64.86,107.477,93.371,187.822,65.084,64.86,64.86,0.0,82.833,52.8,46.019,64.86
INST0258_N22_N18_P008,77.555,81.189,77.555,93.214,95.136,78.292,0.0,122.247,206.878,122.247,100.436,100.436,87.958,95.136,85.106,87.958,65.084,0.0,81.189,87.958,78.292,81.189,87.958,0.0,122.247,122.247,0.0,78.292,95.136,0.0,100.436,100.436,78.292,100.436,85.106,122.247,222.229,0.0,100.436,100.436,65.084,93.214,77.555,81.189,100.436
INST0258_N22_N18_D008,11.436,0.0,11.436,40.266,26.126,13.942,81.189,48.052,128.231,48.052,20.683,20.683,21.8,26.126,77.99,21.8,46.019,81.189,0.0,21.8,13.942,0.0,21.8,81.189,48.052,48.052,81.189,13.942,26.126,81.189,20.683,20.683,13.942,20.683,77.99,48.052,145.998,81.189,20.683,20.683,46.019,40.266,11.436,0.0,20.683
INST0258_N22_N18_P009,13.759,21.8,13.759,18.791,7.201,11.477,87.958,34.294,132.823,34.294,19.671,19.671,0.0,7.201,61.784,0.0,66.32,87.958,21.8,0.0,11.477,21.8,0.0,87.958,34.294,34.294,87.958,11.477,7.201,87.958,19.671,19.671,11.477,19.671,61.784,34.294,134.365,87.958,19.671,19.671,66.32,18.791,13.759,21.8,19.671
INST0258_N22_N18_D009,2.788,13.942,2.788,27.709,18.229,0.0,78.292,44.646,136.742,44.646,23.461,23.461,11.477,18.229,64.236,11.477,55.435,78.292,13.942,11.477,0.0,13.942,11.477,78.292,44.646,44.646,78.292,0.0,18.229,78.292,23.461,23.461,0.0,23.461,64.236,44.646,144.673,78.292,23.461,23.461,55.435,27.709,2.788,13.942,23.461
INST0258_N22_N18_P010,11.436,0.0,11.436,40.266,26.126,13.942,81.189,48.052,128.231,48.052,20.683,20.683,21.8,26.126,77.99,21.8,46.019,81.189,0.0,21.8,13.942,0.0,21.8,81.189,48.052,48.052,81.189,13.942,26.126,81.189,20.683,20.683,13.942,20.683,77.99,48.052,145.998,81.189,20.683,20.683,46.019,40.266,11.436,0.0,20.683
INST0258_N22_N18_D010,13.759,21.8,13.759,18.791,7.201,11.477,87.958,34.294,132.823,34.294,19.671,19.671,0.0,7.201,61.784,0.0,66.32,87.958,21.8,0.0,11.477,21.8,0.0,87.958,34.294,34.294,87.958,11.477,7.201,87.958,19.671,19.671,11.477,19.671,61.784,34.294,134.365,87.958,19.671,19.671,66.32,18.791,13.759,21.8,19.671
INST0258_N22_N18_P011,77.555,81.189,77.555,93.214,95.136,78.292,0.0,122.247,206.878,122.247,100.436,100.436,87.958,95.136,85.106,87.958,65.084,0.0,81.189,87.958,78.292,81.189,87.958,0.0,122.247,122.247,0.0,78.292,95.136,0.0,100.436,100.436,78.292,100.436,85.106,122.247,222.229,0.0,100.436,100.436,65.084,93.214,77.555,81.189,100.436
INST0258_N22_N18_D011,46.06,48.052,46.06,35.653,27.111,44.646,122.247,0.0,110.202,0.0,28.616,28.616,34.294,27.111,81.232,34.294,93.371,122.247,48.052,34.294,44.646,48.052,34.294,122.247,0.0,0.0,122.247,44.646,27.111,122.247,28.616,28.616,44.646,28.616,81.232,0.0,100.108,122.247,28.616,28.616,93.371,35.653,46.06,48.052,28.616
INST0258_N22_N18_P012,46.06,48.052,46.06,35.653,27.111,44.646,122.247,0.0,110.202,0.0,28.616,28.616,34.294,27.111,81.232,34.294,93.371,122.247,48.052,34.294,44.646,48.052,34.294,122.247,0.0,0.0,122.247,44.646,27.111,122.247,28.616,28.616,44.646,28.616,81.232,0.0,100.108,122.247,28.616,28.616,93.371,35.653,46.06,48.052,28.616
INST0258_N22_N18_D012,77.555,81.189,77.555,93.214,95.136,78.292,0.0,122.247,206.878,122.247,100.436,100.436,87.958,95.136,85.106,87.958,65.084,0.0,81.189,87.958,78.292,81.189,87.958,0.0,122.247,122.247,0.0,78.292,95.136,0.0,100.436,100.436,78.292,100.436,85.106,122.247,222.229,0.0,100.436,100.436,65.084,93.214,77.555,81.189,100.436
INST0258_N22_N18_P013,2.788,13.942,2.788,27.709,18.229,0.0,78.292,44.646,136.742,44.646,23.461,23.461,11.477,18.229,64.236,11.477,55.435,78.292,13.942,11.477,0.0,13.942,11.477,78.292,44.646,44.646,78.292,0.0,18.229,78.292,23.461,23.461,0.0,23.461,64.236,44.646,144.673,78.292,23.461,23.461,55.435,27.709,2.788,13.942,23.461
INST0258_N22_N18_D013,20.176,26.126,20.176,18.283,0.0,18.229,95.136,27.111,127.973,27.111,17.254,17.254,7.201,0.0,64.45,7.201,71.779,95.136,26.126,7.201,18.229,26.126,7.201,95.136,27.111,27.111,95.136,18.229,0.0,95.136,17.254,17.254,18.229,17.254,64.45,27.111,127.166,95.136,17.254,17.254,71.779,18.283,20.176,26.126,17.254
INST0258_N22_N18_P014,77.555,81.189,77.555,93.214,95.136,78.292,0.0,122.247,206.878,122.247,100.436,100.436,87.958,95.136,85.106,87.958,65.084,0.0,81.189,87.958,78.292,81.189,87.958,0.0,122.247,122.247,0.0,78.292,95.136,0.0,100.436,100.436,78.292,100.436,85.106,122.247,222.229,0.0,100.436,100.436,65.084,93.214,77.555,81.189,100.436
INST0258_N22_N18_D014,23.353,20.683,23.353,35.534,17.254,23.461,100.436,28.616,113.8,28.616,0.0,0.0,19.671,17.254,81.17,19.671,64.86,100.436,20.683,19.671,23.461,20.683,19.671,100.436,28.616,28.616,100.436,23.461,17.254,100.436,0.0,0.0,23.461,0.0,81.17,28.616,125.319,100.436,0.0,0.0,64.86,35.534,23.353,20.683,0.0
INST0258_N22_N18_P015,23.353,20.683,23.353,35.534,17.254,23.461,100.436,28.616,113.8,28.616,0.0,0.0,19.671,17.254,81.17,19.671,64.86,100.436,20.683,19.671,23.461,20.683,19.671,100.436,28.616,28.616,100.436,23.461,17.254,100.436,0.0,0.0,23.461,0.0,81.17,28.616,125.319,100.436,0.0,0.0,64.86,35.534,23.353,20.683,0.0
INST0258_N22_N18_D015,2.788,13.942,2.788,27.709,18.229,0.0,78.292,44.646,136.742,44.646,23.461,23.461,11.477,18.229,64.236,11.477,55.435,78.292,13.942,11.477,0.0,13.942,11.477,78.292,44.646,44.646,78.292,0.0,18.229,78.292,23.461,23.461,0.0,23.461,64.236,44.646,144.673,78.292,23.461,23.461,55.435,27.709,2.788,13.942,23.461
INST0258_N22_N18_P016,23.353,20.683,23.353,35.534,17.254,23.461,100.436,28.616,113.8,28.616,0.0,0.0,19.671,17.254,81.17,19.671,64.86,100.436,20.683,19.671,23.461,20.683,19.671,100.436,28.616,28.616,100.436,23.461,17.254,100.436,0.0,0.0,23.461,0.0,81.17,28.616,125.319,100.436,0.0,0.0,64.86,35.534,23.353,20.683,0.0
INST0258_N22_N18_D016,66.572,77.99,66.572,47.339,64.45,64.236,85.106,81.232,190.666,81.232,81.17,81.17,61.784,64.45,0.0,61.784,107.477,85.106,77.99,61.784,64.236,77.99,61.784,85.106,81.232,81.232,85.106,64.236,64.45,85.106,81.17,81.17,64.236,81.17,0.0,81.232,165.945,85.106,81.17,81.17,107.477,47.339,66.572,77.99,81.17
INST0258_N22_N18_P017,46.06,48.052,46.06,35.653,27.111,44.646,122.247,0.0,110.202,0.0,28.616,28.616,34.294,27.111,81.232,34.294,93.371,122.247,48.052,34.294,44.646,48.052,34.294,122.247,0.0,0.0,122.247,44.646,27.111,122.247,28.616,28.616,44.646,28.616,81.232,0.0,100.108,122.247,28.616,28.616,93.371,35.653,46.06,48.052,28.616
INST0258_N22_N18_D017,145.919,145.998,145.919,131.141,127.166,144.673,222.229,100.108,102.687,100.108,125.319,125.319,134.365,127.166,165.945,134.365,187.822,222.229,145.998,134.365,144.673,145.998,134.365,222.229,100.108,100.108,222.229,144.673,127.166,222.229,125.319,125.319,144.673,125.319,165.945,100.108,0.0,222.229,125.319,125.319,187.822,131.141,145.919,145.998,125.319
INST0258_N22_N18_P018,77.555,81.189,77.555,93.214,95.136,78.292,0.0,122.247,206.878,122.247,100.436,100.436,87.958,95.136,85.106,87.958,65.084,0.0,81.189,87.958,78.292,81.189,87.958,0.0,122.247,122.247,0.0,78.292,95.136,0.0,100.436,100.436,78.292,100.436,85.106,122.247,222.229,0.0,100.436,100.436,65.084,93.214,77.555,81.189,100.436
INST0258_N22_N18_D018,23.353,20.683,23.353,35.534,17.254,23.461,100.436,28.616,113.8,28.616,0.0,0.0,19.671,17.254,81.17,19.671,64.86,100.436,20.683,19.671,23.461,20.683,19.671,100.436,28.616,28.616,100.436,23.461,17.254,100.436,0.0,0.0,23.461,0.0,81.17,28.616,125.319,100.436,0.0,0.0,64.86,35.534,23.353,20.683,0.0
INST0258_N22_N18_P019,23.353,20.683,23.353,35.534,17.254,23.461,100.436,28.616,113.8,28.616,0.0,0.0,19.671,17.254,81.17,19.671,64.86,100.436,20.683,19.671,23.461,20.683,19.671,100.436,28.616,28.616,100.436,23.461,17.254,100.436,0.0,0.0,23.461,0.0,81.17,28.616,125.319,100.436,0.0,0.0,64.86,35.534,23.353,20.683,0.0
INST0258_N22_N18_D019,52.8,46.019,52.8,82.833,71.779,55.435,65.084,93.371,149.304,93.371,64.86,64.86,66.32,71.779,107.477,66.32,0.0,65.084,46.019,66.32,55.435,46.019,66.32,65.084,93.371,93.371,65.084,55.435,71.779,65.084,64.86,64.86,55.435,64.86,107.477,93.371,187.822,65.084,64.86,64.86,0.0,82.833,52.8,46.019,64.86
INST0258_N22_N18_P020,30.471,40.266,30.471,0.0,18.283,27.709,93.214,35.653,143.5,35.653,35.534,35.534,18.791,18.283,47.339,18.791,82.833,93.214,40.266,18.791,27.709,40.266,18.791,93.214,35.653,35.653,93.214,27.709,18.283,93.214,35.534,35.534,27.709,35.534,47.339,35.653,131.141,93.214,35.534,35.534,82.833,0.0,30.471,40.266,35.534
INST0258_N22_N18_D020,0.0,11.436,0.0,30.471,20.176,2.788,77.555,46.06,135.971,46.06,23.353,23.353,13.759,20.176,66.572,13.759,52.8,77.555,11.436,13.759,2.788,11.436,13.759,77.555,46.06,46.06,77.555,2.788,20.176,77.555,23.353,23.353,2.788,23.353,66.572,46.06,145.919,77.555,23.353,23.353,52.8,30.471,0.0,11.436,23.353
INST0258_N22_N18_P021,11.436,0.0,11.436,40.266,26.126,13.942,81.189,48.052,128.231,48.052,20.683,20.683,21.8,26.126,77.99,21.8,46.019,81.189,0.0,21.8,13.942,0.0,21.8,81.189,48.052,48.052,81.189,13.942,26.126,81.189,20.683,20.683,13.942,20.683,77.99,48.052,145.998,81.189,20.683,20.683,46.019,40.266,11.436,0.0,20.683
INST0258_N22_N18_D021,23.353,20.683,23.353,35.534,17.254,23.461,100.436,28.616,113.8,28.616,0.0,0.0,19.671,17.254,81.17,19.671,64.86,100.436,20.683,19.671,23.461,20.683,19.671,100.436,28.616,28.616,100.436,23.461,17.254,100.436,0.0,0.0,23.461,0.0,81.17,28.616,125.319,100.436,0.0,0.0,64.86,35.534,23.353,20.683,0.0
