,depot,INST0217_N20_W07_P000,INST0217_N20_W07_D000,INST0217_N20_W07_P001,INST0217_N20_W07_D001,INST0217_N20_W07_P002,INST0217_N20_W07_D002,INST0217_N20_W07_P003,INST0217_N20_W07_D003,INST0217_N20_W07_P004,INST0217_N20_W07_D004,INST0217_N20_W07_P005,INST0217_N20_W07_D005,INST0217_N20_W07_P006,INST0217_N20_W07_D006,INST0217_N20_W07_P007,INST0217_N20_W07_D007,INST0217_N20_W07_P008,INST0217_N20_W07_D008,INST0217_N20_W07_P009,INST0217_N20_W07_D009,INST0217_N20_W07_P010,INST0217_N20_W07_D010,INST0217_N20_W07_P011,INST0217_N20_W07_D011,INST0217_N20_W07_P012,INST0217_N20_W07_D012,INST0217_N20_W07_P013,INST0217_N20_W07_D013,INST0217_N20_W07_P014,INST0217_N20_W07_D014,INST0217_N20_W07_P015,INST0217_N20_W07_D015,INST0217_N20_W07_P016,INST0217_N20_W07_D016,INST0217_N20_W07_P017,INST0217_N20_W07_D017,INST0217_N20_W07_P018,INST0217_N20_W07_D018,INST0217_N20_W07_P019,INST0217_N20_W07_D019
INST0217_N20_W07_D004,101.402,101.402,116.61,57.687,109.164,40.846,94.442,90.122,57.687,90.122,0.0,109.164,94.442,106.091,79.708,40.846,57.687,57.687,90.122,90.122,101.402,101.402,116.61,106.091,94.442,116.61,106.091,116.61,0.0,57.687,94.442,109.164,14.722,94.442,116.61,57.687,79.708,101.402,106.091,57.687,116.61
INST0217_N20_W07_P005,16.35,16.35,11.735,51.842,0.0,69.129,52.507,19.054,51.842,19.054,109.164,0.0,52.507,28.769,29.48,69.129,51.842,51.842,19.054,19.054,16.35,16.35,11.735,28.769,52.507,11.735,28.769,11.735,109.164,51.842,52.507,0.0,123.055,52.507,11.735,51.842,29.48,16.35,28.769,51.842,11.735
INST0217_N20_W07_D005,61.821,61.821,64.172,55.918,52.507,57.646,0.0,46.592,55.918,46.592,94.442,52.507,0.0,75.918,46.518,57.646,55.918,55.918,46.592,46.592,61.821,61.821,64.172,75.918,0.0,64.172,75.918,64.172,94.442,55.918,0.0,52.507,104.634,0.0,64.172,55.918,46.518,61.821,75.918,55.918,64.172
INST0217_N20_W07_P006,14.239,14.239,23.199,50.611,28.769,70.903,75.918,29.954,50.611,29.954,106.091,28.769,75.918,0.0,35.196,70.903,50.611,50.611,29.954,29.954,14.239,14.239,23.199,0.0,75.918,23.199,0.0,23.199,106.091,50.611,75.918,28.769,120.757,75.918,23.199,50.611,35.196,14.239,0.0,50.611,23.199
INST0217_N20_W07_D006,24.4,24.4,37.477,22.455,29.48,40.063,46.518,10.426,22.455,10.426,79.708,29.48,46.518,35.196,0.0,40.063,22.455,22.455,10.426,10.426,24.4,24.4,37.477,35.196,46.518,37.477,35.196,37.477,79.708,22.455,46.518,29.48,93.687,46.518,37.477,22.455,0.0,24.4,35.196,22.455,37.477
INST0217_N20_W07_P007,63.444,63.444,77.525,20.342,69.129,0.0,57.646,50.28,20.342,50.28,40.846,69.129,57.646,70.903,40.063,0.0,20.342,20.342,50.28,50.28,63.444,63.444,77.525,70.903,57.646,77.525,70.903,77.525,40.846,20.342,57.646,69.129,54.132,57.646,77.525,20.342,40.063,63.444,70.903,20.342,77.525
INST0217_N20_W07_D007,43.952,43.952,58.923,0.0,51.842,20.342,55.918,32.833,0.0,32.833,57.687,51.842,55.918,50.611,22.455,20.342,0.0,0.0,32.833,32.833,43.952,43.952,58.923,50.611,55.918,58.923,50.611,58.923,57.687,0.0,55.918,51.842,71.944,55.918,58.923,0.0,22.455,43.952,50.611,0.0,58.923
INST0217_N20_W07_P008,43.952,43.952,58.923,0.0,51.842,20.342,55.918,32.833,0.0,32.833,57.687,51.842,55.918,50.611,22.455,20.342,0.0,0.0,32.833,32.833,43.952,43.952,58.923,50.611,55.918,58.923,50.611,58.923,57.687,0.0,55.918,51.842,71.944,55.918,58.923,0.0,22.455,43.952,50.611,0.0,58.923
INST0217_N20_W07_D008,16.791,16.791,27.544,32.833,19.054,50.28,46.592,0.0,32.833,0.0,90.122,19.054,46.592,29.954,10.426,50.28,32.833,32.833,0.0,0.0,16.791,16.791,27.544,29.954,46.592,27.544,29.954,27.544,90.122,32.833,46.592,19.054,104.062,46.592,27.544,32.833,10.426,16.791,29.954,32.833,27.544
INST0217_N20_W07_P009,16.791,16.791,27.544,32.833,19.054,50.28,46.592,0.0,32.833,0.0,90.122,19.054,46.592,29.954,10.426,50.28,32.833,32.833,0.0,0.0,16.791,16.791,27.544,29.954,46.592,27.544,29.954,27.544,90.122,32.833,46.592,19.054,104.062,46.592,27.544,32.833,10.426,16.791,29.954,32.833,27.544
INST0217_N20_W07_D009,0.0,0.0,16.399,43.952,16.35,63.444,61.821,16.791,43.952,16.791,101.402,16.35,61.821,14.239,24.4,63.444,43.952,43.952,16.791,16.791,0.0,0.0,16.399,14.239,61.821,16.399,14.239,16.399,101.402,43.952,61.821,16.35,115.807,61.821,16.399,43.952,24.4,0.0,14.239,43.952,16.399
INST0217_N20_W07_P010,0.0,0.0,16.399,43.952,16.35,63.444,61.821,16.791,43.952,16.791,101.402,16.35,61.821,14.239,24.4,63.444,43.952,43.952,16.791,16.791,0.0,0.0,16.399,14.239,61.821,16.399,14.239,16.399,101.402,43.952,61.821,16.35,115.807,61.821,16.399,43.952,24.4,0.0,14.239,43.952,16.399
INST0217_N20_W07_D010,16.399,16.399,0.0,58.923,11.735,77.525,64.172,27.544,58.923,27.544,116.61,11.735,64.172,23.199,37.477,77.525,58.923,58.923,27.544,27.544,16.399,16.399,0.0,23.199,64.172,0.0,23.199,0.0,116.61,58.923,64.172,11.735,130.825,64.172,0.0,58.923,37.477,16.399,23.199,58.923,0.0
INST0217_N20_W07_P011,14.239,14.239,23.199,50.611,28.769,70.903,75.918,29.954,50.611,29.954,106.091,28.769,75.918,0.0,35.196,70.903,50.611,50.611,29.954,29.954,14.239,14.239,23.199,0.0,75.918,23.199,0.0,23.199,106.091,50.611,75.918,28.769,120.757,75.918,23.199,50.611,35.196,14.239,0.0,50.611,23.199
INST0217_N20_W07_D011,61.821,61.821,64.172,55.918,52.507,57.646,0.0,46.592,55.918,46.592,94.442,52.507,0.0,75.918,46.518,57.646,55.918,55.918,46.592,46.592,61.821,61.821,64.172,75.918,0.0,64.172,75.918,64.172,94.442,55.918,0.0,52.507,104.634,0.0,64.172,55.918,46.518,61.821,75.918,55.918,64.172
INST0217_N20_W07_P012,16.399,16.399,0.0,58.923,11.735,77.525,64.172,27.544,58.923,27.544,116.61,11.735,64.172,23.199,37.477,77.525,58.923,58.923,27.544,27.544,16.399,16.399,0.0,23.199,64.172,0.0,23.199,0.0,116.61,58.923,64.172,11.735,130.825,64.172,0.0,58.923,37.477,16.399,23.199,58.923,0.0
INST0217_N20_W07_D012,14.239,14.239,23.199,50.611,28.769,70.903,75.918,29.954,50.611,29.954,106.091,28.769,75.918,0.0,35.196,70.903,50.611,50.611,29.954,29.954,14.239,14.239,23.199,0.0,75.918,23.199,0.0,23.199,106.091,50.611,75.918,28.769,120.757,75.918,23.199,50.611,35.196,14.239,0.0,50.611,23.199
INST0217_N20_W07_P013,16.399,16.399,0.0,58.923,11.735,77.525,64.172,27.544,58.923,27.544,116.61,11.735,64.172,23.199,37.477,77.525,58.923,58.923,27.544,27.544,16.399,16.399,0.0,23.199,64.172,0.0,23.199,0.0,116.61,58.923,64.172,11.735,130.825,64.172,0.0,58.923,37.477,16.399,23.199,58.923,0.0
INST0217_N20_W07_D013,101.402,101.402,116.61,57.687,109.164,40.846,94.442,90.122,57.687,90.122,0.0,109.164,94.442,106.091,79.708,40.846,57.687,57.687,90.122,90.122,101.402,101.402,116.61,106.091,94.442,116.61,106.091,116.61,0.0,57.687,94.442,109.164,14.722,94.442,116.61,57.687,79.708,101.402,106.091,57.687,116.61
INST0217_N20_W07_P014,43.952,43.952,58.923,0.0,51.842,20.342,55.918,32.833,0.0,32.833,57.687,51.842,55.918,50.611,22.455,20.342,0.0,0.0,32.833,32.833,43.952,43.952,58.923,50.611,55.918,58.923,50.611,58.923,57.687,0.0,55.918,51.842,71.944,55.918,58.923,0.0,22.455,43.952,50.611,0.0,58.923
INST0217_N20_W07_D014,61.821,61.821,64.172,55.918,52.507,57.646,0.0,46.592,55.918,46.592,94.442,52.507,0.0,75.918,46.518,57.646,55.918,55.918,46.592,46.592,61.821,61.821,64.172,75.918,0.0,64.172,75.918,64.172,94.442,55.918,0.0,52.507,104.634,0.0,64.172,55.918,46.518,61.821,75.918,55.918,64.172
INST0217_N20_W07_P015,16.35,16.35,11.735,51.842,0.0,69.129,52.507,19.054,51.842,19.054,109.164,0.0,52.507,28.769,29.48,69.129,51.842,51.842,19.054,19.054,16.35,16.35,11.735,28.769,52.507,11.735,28.769,11.735,109.164,51.842,52.507,0.0,123.055,52.507,11.735,51.842,29.48,16.35,28.769,51.842,11.735
INST0217_N20_W07_D015,115.807,115.807,130.825,71.944,123.055,54.132,104.634,104.062,71.944,104.062,14.722,123.055,104.634,120.757,93.687,54.132,71.944,71.944,104.062,104.062,115.807,115.807,130.825,120.757,104.634,130.825,120.757,130.825,14.722,71.944,104.634,123.055,0.0,104.634,130.825,71.944,93.687,115.807,120.757,71.944,130.825
INST0217_N20_W07_P016,61.821,61.821,64.172,55.918,52.507,57.646,0.0,46.592,55.918,46.592,94.442,52.507,0.0,75.918,46.518,57.646,55.918,55.918,46.592,46.592,61.821,61.821,64.172,75.918,0.0,64.172,75.918,64.172,94.442,55.918,0.0,52.507,104.634,0.0,64.172,55.918,46.518,61.821,75.918,55.918,64.172
INST0217_N20_W07_D016,16.399,16.399,0.0,58.923,11.735,77.525,64.172,27.544,58.923,27.544,116.61,11.735,64.172,23.199,37.477,77.525,58.923,58.923,27.544,27.544,16.399,16.399,0.0,23.199,64.172,0.0,23.199,0.0,116.61,58.923,64.172,11.735,130.825,64.172,0.0,58.923,37.477,16.399,23.199,58.923,0.0
INST0217_N20_W07_P017,43.952,43.952,58.923,0.0,51.842,20.342,55.918,32.833,0.0,32.833,57.687,51.842,55.918,50.611,22.455,20.342,0.0,0.0,32.833,32.833,43.952,43.952,58.923,50.611,55.918,58.923,50.611,58.923,57.687,0.0,55.918,51.842,71.944,55.918,58.923,0.0,22.455,43.952,50.611,0.0,58.923
INST0217_N20_W07_D017,24.4,24.4,37.477,22.455,29.48,40.063,46.518,10.426,22.455,10.426,79.708,29.48,46.518,35.196,0.0,40.063,22.455,22.455,10.426,10.426,24.4,24.4,37.477,35.196,46.518,37.477,35.196,37.477,79.708,22.455,46.518,29.48,93.687,46.518,37.477,22.455,0.0,24.4,35.196,22.455,37.477
INST0217_N20_W07_P018,0.0,0.0,16.399,43.952,16.35,63.444,61.821,16.791,43.952,16.791,101.402,16.35,61.821,14.239,24.4,63.444,43.952,43.952,16.791,16.791,0.0,0.0,16.399,14.239,61.821,16.399,14.239,16.399,101.402,43.952,61.821,16.35,115.807,61.821,16.399,43.952,24.4,0.0,14.239,43.952,16.399
INST0217_N20_W07_D018,14.239,14.239,23.199,50.611,28.769,70.903,75.918,29.954,50.611,29.954,106.091,28.769,75.918,0.0,35.196,70.903,50.611,50.611,29.954,29.954,14.239,14.239,23.199,0.0,75.918,23.199,0.0,23.199,106.091,50.611,75.918,28.769,120.757,75.918,23.199,50.611,35.196,14.239,0.0,50.611,23.199
INST0217_N20_W07_P019,43.952,43.952,58.923,0.0,51.842,20.342,55.918,32.833,0.0,32.833,57.687,51.842,55.918,50.611,22.455,20.342,0.0,0.0,32.833,32.833,43.952,43.952,58.923,50.611,55.918,58.923,50.611,58.923,57.687,0.0,55.918,51.842,71.944,55.918,58.923,0.0,22.455,43.952,50.611,0.0,58.923
INST0217_N20_W07_D019,16.399,16.399,0.0,58.923,11.735,77.525,64.172,27.544,58.923,27.544,116.61,11.735,64.172,23.199,37.477,77.525,58.923,58.923,27.544,27.544,16.399,16.399,0.0,23.199,64.172,0.0,23.199,0.0,116.61,58.923,64.172,11.735,130.825,64.172,0.0,58.923,37.477,16.399,23.199,58.923,0.0
