,depot,INST0219_N20_N09_P000,INST0219_N20_N09_D000,INST0219_N20_N09_P001,INST0219_N20_N09_D001,INST0219_N20_N09_P002,INST0219_N20_N09_D002,INST0219_N20_N09_P003,INST0219_N20_N09_D003,INST0219_N20_N09_P004,INST0219_N20_N09_D004,INST0219_N20_N09_P005,INST0219_N20_N09_D005,INST0219_N20_N09_P006,INST0219_N20_N09_D006,INST0219_N20_N09_P007,INST0219_N20_N09_D007,INST0219_N20_N09_P008,INST0219_N20_N09_D008,INST0219_N20_N09_P009,INST0219_N20_N09_D009,INST0219_N20_N09_P010,INST0219_N20_N09_D010,INST0219_N20_N09_P011,INST0219_N20_N09_D011,INST0219_N20_N09_P012,INST0219_N20_N09_D012,INST0219_N20_N09_P013,INST0219_N20_N09_D013,INST0219_N20_N09_P014,INST0219_N20_N09_D014,INST0219_N20_N09_P015,INST0219_N20_N09_D015,INST0219_N20_N09_P016,INST0219_N20_N09_D016,INST0219_N20_N09_P017,INST0219_N20_N09_D017,INST0219_N20_N09_P018,INST0219_N20_N09_D018,INST0219_N20_N09_P019,INST0219_N20_N09_D019
INST0219_N20_N09_D004,149.69,114.14,95.867,149.69,272.117,116.493,122.983,95.867,0.0,122.983,0.0,99.415,104.211,116.493,149.69,94.965,99.415,95.867,149.69,122.983,95.867,116.493,122.983,149.69,107.703,95.867,79.694,94.965,79.694,149.69,114.14,149.69,122.983,95.867,116.493,94.965,99.415,116.493,253.32,95.867,0.0
INST0219_N20_N09_P005,58.839,49.306,17.072,58.839,178.773,31.992,25.326,17.072,99.415,25.326,99.415,0.0,95.498,31.992,58.839,14.003,0.0,17.072,58.839,25.326,17.072,31.992,25.326,58.839,26.694,17.072,56.35,14.003,56.35,58.839,49.306,58.839,25.326,17.072,31.992,14.003,0.0,31.992,157.017,17.072,99.415
INST0219_N20_N09_D005,99.467,57.966,78.656,99.467,203.198,78.919,99.392,78.656,104.211,99.392,104.211,95.498,0.0,78.919,99.467,81.517,95.498,78.656,99.467,99.392,78.656,78.919,99.392,99.467,75.654,78.656,131.605,81.517,131.605,99.467,57.966,99.467,99.392,78.656,78.919,81.517,95.498,78.919,233.468,78.656,104.211
INST0219_N20_N09_P006,33.197,22.387,22.322,33.197,155.714,0.0,21.127,22.322,116.493,21.127,116.493,31.992,78.919,0.0,33.197,24.705,31.992,22.322,33.197,21.127,22.322,0.0,21.127,33.197,8.817,22.322,87.893,24.705,87.893,33.197,22.387,33.197,21.127,22.322,0.0,24.705,31.992,0.0,156.702,22.322,116.493
INST0219_N20_N09_D006,0.0,43.657,54.669,0.0,122.582,33.197,35.041,54.669,149.69,35.041,149.69,58.839,99.467,33.197,0.0,56.4,58.839,54.669,0.0,35.041,54.669,33.197,35.041,0.0,41.993,54.669,114.332,56.4,114.332,0.0,43.657,0.0,35.041,54.669,33.197,56.4,58.839,33.197,134.941,54.669,149.69
INST0219_N20_N09_P007,56.4,37.312,3.413,56.4,178.677,24.705,28.595,3.413,94.965,28.595,94.965,14.003,81.517,24.705,56.4,0.0,14.003,3.413,56.4,28.595,3.413,24.705,28.595,56.4,16.848,3.413,64.653,0.0,64.653,56.4,37.312,56.4,28.595,3.413,24.705,0.0,14.003,24.705,166.496,3.413,94.965
INST0219_N20_N09_D007,58.839,49.306,17.072,58.839,178.773,31.992,25.326,17.072,99.415,25.326,99.415,0.0,95.498,31.992,58.839,14.003,0.0,17.072,58.839,25.326,17.072,31.992,25.326,58.839,26.694,17.072,56.35,14.003,56.35,58.839,49.306,58.839,25.326,17.072,31.992,14.003,0.0,31.992,157.017,17.072,99.415
INST0219_N20_N09_P008,54.669,33.929,0.0,54.669,177.15,22.322,28.727,0.0,95.867,28.727,95.867,17.072,78.656,22.322,54.669,3.413,17.072,0.0,54.669,28.727,0.0,22.322,28.727,54.669,14.053,0.0,67.88,3.413,67.88,54.669,33.929,54.669,28.727,0.0,22.322,3.413,17.072,22.322,167.44,0.0,95.867
INST0219_N20_N09_D008,0.0,43.657,54.669,0.0,122.582,33.197,35.041,54.669,149.69,35.041,149.69,58.839,99.467,33.197,0.0,56.4,58.839,54.669,0.0,35.041,54.669,33.197,35.041,0.0,41.993,54.669,114.332,56.4,114.332,0.0,43.657,0.0,35.041,54.669,33.197,56.4,58.839,33.197,134.941,54.669,149.69
INST0219_N20_N09_P009,35.041,43.511,28.727,35.041,153.452,21.127,0.0,28.727,122.983,0.0,122.983,25.326,99.392,21.127,35.041,28.595,25.326,28.727,35.041,0.0,28.727,21.127,0.0,35.041,24.088,28.727,79.42,28.595,79.42,35.041,43.511,35.041,0.0,28.727,21.127,28.595,25.326,21.127,139.347,28.727,122.983
INST0219_N20_N09_D009,54.669,33.929,0.0,54.669,177.15,22.322,28.727,0.0,95.867,28.727,95.867,17.072,78.656,22.322,54.669,3.413,17.072,0.0,54.669,28.727,0.0,22.322,28.727,54.669,14.053,0.0,67.88,3.413,67.88,54.669,33.929,54.669,28.727,0.0,22.322,3.413,17.072,22.322,167.44,0.0,95.867
INST0219_N20_N09_P010,33.197,22.387,22.322,33.197,155.714,0.0,21.127,22.322,116.493,21.127,116.493,31.992,78.919,0.0,33.197,24.705,31.992,22.322,33.197,21.127,22.322,0.0,21.127,33.197,8.817,22.322,87.893,24.705,87.893,33.197,22.387,33.197,21.127,22.322,0.0,24.705,31.992,0.0,156.702,22.322,116.493
INST0219_N20_N09_D010,35.041,43.511,28.727,35.041,153.452,21.127,0.0,28.727,122.983,0.0,122.983,25.326,99.392,21.127,35.041,28.595,25.326,28.727,35.041,0.0,28.727,21.127,0.0,35.041,24.088,28.727,79.42,28.595,79.42,35.041,43.511,35.041,0.0,28.727,21.127,28.595,25.326,21.127,139.347,28.727,122.983
INST0219_N20_N09_P011,0.0,43.657,54.669,0.0,122.582,33.197,35.041,54.669,149.69,35.041,149.69,58.839,99.467,33.197,0.0,56.4,58.839,54.669,0.0,35.041,54.669,33.197,35.041,0.0,41.993,54.669,114.332,56.4,114.332,0.0,43.657,0.0,35.041,54.669,33.197,56.4,58.839,33.197,134.941,54.669,149.69
INST0219_N20_N09_D011,41.993,23.01,14.053,41.993,164.529,8.817,24.088,14.053,107.703,24.088,107.703,26.694,75.654,8.817,41.993,16.848,26.694,14.053,41.993,24.088,14.053,8.817,24.088,41.993,0.0,14.053,81.208,16.848,81.208,41.993,23.01,41.993,24.088,14.053,8.817,16.848,26.694,8.817,162.641,14.053,107.703
INST0219_N20_N09_P012,54.669,33.929,0.0,54.669,177.15,22.322,28.727,0.0,95.867,28.727,95.867,17.072,78.656,22.322,54.669,3.413,17.072,0.0,54.669,28.727,0.0,22.322,28.727,54.669,14.053,0.0,67.88,3.413,67.88,54.669,33.929,54.669,28.727,0.0,22.322,3.413,17.072,22.322,167.44,0.0,95.867
INST0219_N20_N09_D012,114.332,101.428,67.88,114.332,229.986,87.893,79.42,67.88,79.694,79.42,79.694,56.35,131.605,87.893,114.332,64.653,56.35,67.88,114.332,79.42,67.88,87.893,79.42,114.332,81.208,67.88,0.0,64.653,0.0,114.332,101.428,114.332,79.42,67.88,87.893,64.653,56.35,87.893,182.822,67.88,79.694
INST0219_N20_N09_P013,56.4,37.312,3.413,56.4,178.677,24.705,28.595,3.413,94.965,28.595,94.965,14.003,81.517,24.705,56.4,0.0,14.003,3.413,56.4,28.595,3.413,24.705,28.595,56.4,16.848,3.413,64.653,0.0,64.653,56.4,37.312,56.4,28.595,3.413,24.705,0.0,14.003,24.705,166.496,3.413,94.965
INST0219_N20_N09_D013,114.332,101.428,67.88,114.332,229.986,87.893,79.42,67.88,79.694,79.42,79.694,56.35,131.605,87.893,114.332,64.653,56.35,67.88,114.332,79.42,67.88,87.893,79.42,114.332,81.208,67.88,0.0,64.653,0.0,114.332,101.428,114.332,79.42,67.88,87.893,64.653,56.35,87.893,182.822,67.88,79.694
INST0219_N20_N09_P014,0.0,43.657,54.669,0.0,122.582,33.197,35.041,54.669,149.69,35.041,149.69,58.839,99.467,33.197,0.0,56.4,58.839,54.669,0.0,35.041,54.669,33.197,35.041,0.0,41.993,54.669,114.332,56.4,114.332,0.0,43.657,0.0,35.041,54.669,33.197,56.4,58.839,33.197,134.941,54.669,149.69
INST0219_N20_N09_D014,43.657,0.0,33.929,43.657,160.581,22.387,43.511,33.929,114.14,43.511,114.14,49.306,57.966,22.387,43.657,37.312,49.306,33.929,43.657,43.511,33.929,22.387,43.511,43.657,23.01,33.929,101.428,37.312,101.428,43.657,0.0,43.657,43.511,33.929,22.387,37.312,49.306,22.387,175.714,33.929,114.14
INST0219_N20_N09_P015,0.0,43.657,54.669,0.0,122.582,33.197,35.041,54.669,149.69,35.041,149.69,58.839,99.467,33.197,0.0,56.4,58.839,54.669,0.0,35.041,54.669,33.197,35.041,0.0,41.993,54.669,114.332,56.4,114.332,0.0,43.657,0.0,35.041,54.669,33.197,56.4,58.839,33.197,134.941,54.669,149.69
INST0219_N20_N09_D015,35.041,43.511,28.727,35.041,153.452,21.127,0.0,28.727,122.983,0.0,122.983,25.326,99.392,21.127,35.041,28.595,25.326,28.727,35.041,0.0,28.727,21.127,0.0,35.041,24.088,28.727,79.42,28.595,79.42,35.041,43.511,35.041,0.0,28.727,21.127,28.595,25.326,21.127,139.347,28.727,122.983
INST0219_N20_N09_P016,54.669,33.929,0.0,54.669,177.15,22.322,28.727,0.0,95.867,28.727,95.867,17.072,78.656,22.322,54.669,3.413,17.072,0.0,54.669,28.727,0.0,22.322,28.727,54.669,14.053,0.0,67.88,3.413,67.88,54.669,33.929,54.669,28.727,0.0,22.322,3.413,17.072,22.322,167.44,0.0,95.867
INST0219_N20_N09_D016,33.197,22.387,22.322,33.197,155.714,0.0,21.127,22.322,116.493,21.127,116.493,31.992,78.919,0.0,33.197,24.705,31.992,22.322,33.197,21.127,22.322,0.0,21.127,33.197,8.817,22.322,87.893,24.705,87.893,33.197,22.387,33.197,21.127,22.322,0.0,24.705,31.992,0.0,156.702,22.322,116.493
INST0219_N20_N09_P017,56.4,37.312,3.413,56.4,178.677,24.705,28.595,3.413,94.965,28.595,94.965,14.003,81.517,24.705,56.4,0.0,14.003,3.413,56.4,28.595,3.413,24.705,28.595,56.4,16.848,3.413,64.653,0.0,64.653,56.4,37.312,56.4,28.595,3.413,24.705,0.0,14.003,24.705,166.496,3.413,94.965
INST0219_N20_N09_D017,58.839,49.306,17.072,58.839,178.773,31.992,25.326,17.072,99.415,25.326,99.415,0.0,95.498,31.992,58.839,14.003,0.0,17.072,58.839,25.326,17.072,31.992,25.326,58.839,26.694,17.072,56.35,14.003,56.35,58.839,49.306,58.839,25.326,17.072,31.992,14.003,0.0,31.992,157.017,17.072,99.415
INST0219_N20_N09_P018,33.197,22.387,22.322,33.197,155.714,0.0,21.127,22.322,116.493,21.127,116.493,31.992,78.919,0.0,33.197,24.705,31.992,22.322,33.197,21.127,22.322,0.0,21.127,33.197,8.817,22.322,87.893,24.705,87.893,33.197,22.387,33.197,21.127,22.322,0.0,24.705,31.992,0.0,156.702,22.322,116.493
INST0219_N20_N09_D018,134.941,175.714,167.44,134.941,125.74,156.702,139.347,167.44,253.32,139.347,253.32,157.017,233.468,156.702,134.941,166.496,157.017,167.44,134.941,139.347,167.44,156.702,139.347,134.941,162.641,167.44,182.822,166.496,182.822,134.941,175.714,134.941,139.347,167.44,156.702,166.496,157.017,156.702,0.0,167.44,253.32
INST0219_N20_N09_P019,54.669,33.929,0.0,54.669,177.15,22.322,28.727,0.0,95.867,28.727,95.867,17.072,78.656,22.322,54.669,3.413,17.072,0.0,54.669,28.727,0.0,22.322,28.727,54.669,14.053,0.0,67.88,3.413,67.88,54.669,33.929,54.669,28.727,0.0,22.322,3.413,17.072,22.322,167.44,0.0,95.867
INST0219_N20_N09_D019,149.69,114.14,95.867,149.69,272.117,116.493,122.983,95.867,0.0,122.983,0.0,99.415,104.211,116.493,149.69,94.965,99.415,95.867,149.69,122.983,95.867,116.493,122.983,149.69,107.703,95.867,79.694,94.965,79.694,149.69,114.14,149.69,122.983,95.867,116.493,94.965,99.415,116.493,253.32,95.867,0.0
