,depot,INST0211_N20_W01_P000,INST0211_N20_W01_D000,INST0211_N20_W01_P001,INST0211_N20_W01_D001,INST0211_N20_W01_P002,INST0211_N20_W01_D002,INST0211_N20_W01_P003,INST0211_N20_W01_D003,INST0211_N20_W01_P004,INST0211_N20_W01_D004,INST0211_N20_W01_P005,INST0211_N20_W01_D005,INST0211_N20_W01_P006,INST0211_N20_W01_D006,INST0211_N20_W01_P007,INST0211_N20_W01_D007,INST0211_N20_W01_P008,INST0211_N20_W01_D008,INST0211_N20_W01_P009,INST0211_N20_W01_D009,INST0211_N20_W01_P010,INST0211_N20_W01_D010,INST0211_N20_W01_P011,INST0211_N20_W01_D011,INST0211_N20_W01_P012,INST0211_N20_W01_D012,INST0211_N20_W01_P013,INST0211_N20_W01_D013,INST0211_N20_W01_P014,INST0211_N20_W01_D014,INST0211_N20_W01_P015,INST0211_N20_W01_D015,INST0211_N20_W01_P016,INST0211_N20_W01_D016,INST0211_N20_W01_P017,INST0211_N20_W01_D017,INST0211_N20_W01_P018,INST0211_N20_W01_D018,INST0211_N20_W01_P019,INST0211_N20_W01_D019
INST0211_N20_W01_P010,0.0,55.217,0.0,41.092,14.077,41.092,41.349,41.092,109.245,0.0,14.077,30.344,20.581,55.217,30.344,26.872,41.349,26.872,35.155,41.349,0.0,0.0,41.349,35.155,0.0,0.0,30.344,0.0,35.155,41.092,55.217,55.217,20.581,20.581,18.744,18.744,30.344,41.092,18.744,41.349,20.581
INST0211_N20_W01_D010,41.349,20.342,41.349,50.611,32.833,50.611,0.0,50.611,71.944,41.349,32.833,58.923,22.455,20.342,58.923,43.952,0.0,43.952,55.918,0.0,41.349,41.349,0.0,55.918,41.349,41.349,58.923,41.349,55.918,50.611,20.342,20.342,22.455,22.455,51.842,51.842,58.923,50.611,51.842,0.0,22.455
INST0211_N20_W01_P011,35.155,57.646,35.155,75.918,46.592,75.918,55.918,75.918,104.634,35.155,46.592,64.172,46.518,57.646,64.172,61.821,55.918,61.821,0.0,55.918,35.155,35.155,55.918,0.0,35.155,35.155,64.172,35.155,0.0,75.918,57.646,57.646,46.518,46.518,52.507,52.507,64.172,75.918,52.507,55.918,46.518
INST0211_N20_W01_D011,0.0,55.217,0.0,41.092,14.077,41.092,41.349,41.092,109.245,0.0,14.077,30.344,20.581,55.217,30.344,26.872,41.349,26.872,35.155,41.349,0.0,0.0,41.349,35.155,0.0,0.0,30.344,0.0,35.155,41.092,55.217,55.217,20.581,20.581,18.744,18.744,30.344,41.092,18.744,41.349,20.581
INST0211_N20_W01_P012,0.0,55.217,0.0,41.092,14.077,41.092,41.349,41.092,109.245,0.0,14.077,30.344,20.581,55.217,30.344,26.872,41.349,26.872,35.155,41.349,0.0,0.0,41.349,35.155,0.0,0.0,30.344,0.0,35.155,41.092,55.217,55.217,20.581,20.581,18.744,18.744,30.344,41.092,18.744,41.349,20.581
INST0211_N20_W01_D012,30.344,77.525,30.344,23.199,27.544,23.199,58.923,23.199,130.825,30.344,27.544,0.0,37.477,77.525,0.0,16.399,58.923,16.399,64.172,58.923,30.344,30.344,58.923,64.172,30.344,30.344,0.0,30.344,64.172,23.199,77.525,77.525,37.477,37.477,11.735,11.735,0.0,23.199,11.735,58.923,37.477
INST0211_N20_W01_P013,0.0,55.217,0.0,41.092,14.077,41.092,41.349,41.092,109.245,0.0,14.077,30.344,20.581,55.217,30.344,26.872,41.349,26.872,35.155,41.349,0.0,0.0,41.349,35.155,0.0,0.0,30.344,0.0,35.155,41.092,55.217,55.217,20.581,20.581,18.744,18.744,30.344,41.092,18.744,41.349,20.581
INST0211_N20_W01_D013,35.155,57.646,35.155,75.918,46.592,75.918,55.918,75.918,104.634,35.155,46.592,64.172,46.518,57.646,64.172,61.821,55.918,61.821,0.0,55.918,35.155,35.155,55.918,0.0,35.155,35.155,64.172,35.155,0.0,75.918,57.646,57.646,46.518,46.518,52.507,52.507,64.172,75.918,52.507,55.918,46.518
INST0211_N20_W01_P014,41.092,70.903,41.092,0.0,29.954,0.0,50.611,0.0,120.757,41.092,29.954,23.199,35.196,70.903,23.199,14.239,50.611,14.239,75.918,50.611,41.092,41.092,50.611,75.918,41.092,41.092,23.199,41.092,75.918,0.0,70.903,70.903,35.196,35.196,28.769,28.769,23.199,0.0,28.769,50.611,35.196
INST0211_N20_W01_D014,55.217,0.0,55.217,70.903,50.28,70.903,20.342,70.903,54.132,55.217,50.28,77.525,40.063,0.0,77.525,63.444,20.342,63.444,57.646,20.342,55.217,55.217,20.342,57.646,55.217,55.217,77.525,55.217,57.646,70.903,0.0,0.0,40.063,40.063,69.129,69.129,77.525,70.903,69.129,20.342,40.063
INST0211_N20_W01_P015,55.217,0.0,55.217,70.903,50.28,70.903,20.342,70.903,54.132,55.217,50.28,77.525,40.063,0.0,77.525,63.444,20.342,63.444,57.646,20.342,55.217,55.217,20.342,57.646,55.217,55.217,77.525,55.217,57.646,70.903,0.0,0.0,40.063,40.063,69.129,69.129,77.525,70.903,69.129,20.342,40.063
INST0211_N20_W01_D015,20.581,40.063,20.581,35.196,10.426,35.196,22.455,35.196,93.687,20.581,10.426,37.477,0.0,40.063,37.477,24.4,22.455,24.4,46.518,22.455,20.581,20.581,22.455,46.518,20.581,20.581,37.477,20.581,46.518,35.196,40.063,40.063,0.0,0.0,29.48,29.48,37.477,35.196,29.48,22.455,0.0
INST0211_N20_W01_P016,20.581,40.063,20.581,35.196,10.426,35.196,22.455,35.196,93.687,20.581,10.426,37.477,0.0,40.063,37.477,24.4,22.455,24.4,46.518,22.455,20.581,20.581,22.455,46.518,20.581,20.581,37.477,20.581,46.518,35.196,40.063,40.063,0.0,0.0,29.48,29.48,37.477,35.196,29.48,22.455,0.0
INST0211_N20_W01_D016,18.744,69.129,18.744,28.769,19.054,28.769,51.842,28.769,123.055,18.744,19.054,11.735,29.48,69.129,11.735,16.35,51.842,16.35,52.507,51.842,18.744,18.744,51.842,52.507,18.744,18.744,11.735,18.744,52.507,28.769,69.129,69.129,29.48,29.48,0.0,0.0,11.735,28.769,0.0,51.842,29.48
INST0211_N20_W01_P017,18.744,69.129,18.744,28.769,19.054,28.769,51.842,28.769,123.055,18.744,19.054,11.735,29.48,69.129,11.735,16.35,51.842,16.35,52.507,51.842,18.744,18.744,51.842,52.507,18.744,18.744,11.735,18.744,52.507,28.769,69.129,69.129,29.48,29.48,0.0,0.0,11.735,28.769,0.0,51.842,29.48
INST0211_N20_W01_D017,30.344,77.525,30.344,23.199,27.544,23.199,58.923,23.199,130.825,30.344,27.544,0.0,37.477,77.525,0.0,16.399,58.923,16.399,64.172,58.923,30.344,30.344,58.923,64.172,30.344,30.344,0.0,30.344,64.172,23.199,77.525,77.525,37.477,37.477,11.735,11.735,0.0,23.199,11.735,58.923,37.477
INST0211_N20_W01_P018,41.092,70.903,41.092,0.0,29.954,0.0,50.611,0.0,120.757,41.092,29.954,23.199,35.196,70.903,23.199,14.239,50.611,14.239,75.918,50.611,41.092,41.092,50.611,75.918,41.092,41.092,23.199,41.092,75.918,0.0,70.903,70.903,35.196,35.196,28.769,28.769,23.199,0.0,28.769,50.611,35.196
INST0211_N20_W01_D018,18.744,69.129,18.744,28.769,19.054,28.769,51.842,28.769,123.055,18.744,19.054,11.735,29.48,69.129,11.735,16.35,51.842,16.35,52.507,51.842,18.744,18.744,51.842,52.507,18.744,18.744,11.735,18.744,52.507,28.769,69.129,69.129,29.48,29.48,0.0,0.0,11.735,28.769,0.0,51.842,29.48
INST0211_N20_W01_P019,41.349,20.342,41.349,50.611,32.833,50.611,0.0,50.611,71.944,41.349,32.833,58.923,22.455,20.342,58.923,43.952,0.0,43.952,55.918,0.0,41.349,41.349,0.0,55.918,41.349,41.349,58.923,41.349,55.918,50.611,20.342,20.342,22.455,22.455,51.842,51.842,58.923,50.611,51.842,0.0,22.455
INST0211_N20_W01_D019,20.581,40.063,20.581,35.196,10.426,35.196,22.455,35.196,93.687,20.581,10.426,37.477,0.0,40.063,37.477,24.4,22.455,24.4,46.518,22.455,20.581,20.581,22.455,46.518,20.581,20.581,37.477,20.581,46.518,35.196,40.063,40.063,0.0,0.0,29.48,29.48,37.477,35.196,29.48,22.455,0.0
