,depot,INST0196_N18_W16_P000,INST0196_N18_W16_D000,INST0196_N18_W16_P001,INST0196_N18_W16_D001,INST0196_N18_W16_P002,INST0196_N18_W16_D002,INST0196_N18_W16_P003,INST0196_N18_W16_D003,INST0196_N18_W16_P004,INST0196_N18_W16_D004,INST0196_N18_W16_P005,INST0196_N18_W16_D005,INST0196_N18_W16_P006,INST0196_N18_W16_D006,INST0196_N18_W16_P007,INST0196_N18_W16_D007,INST0196_N18_W16_P008,INST0196_N18_W16_D008,INST0196_N18_W16_P009,INST0196_N18_W16_D009,INST0196_N18_W16_P010,INST0196_N18_W16_D010,INST0196_N18_W16_P011,INST0196_N18_W16_D011,INST0196_N18_W16_P012,INST0196_N18_W16_D012,INST0196_N18_W16_P013,INST0196_N18_W16_D013,INST0196_N18_W16_P014,INST0196_N18_W16_D014,INST0196_N18_W16_P015,INST0196_N18_W16_D015,INST0196_N18_W16_P016,INST0196_N18_W16_D016,INST0196_N18_W16_P017,INST0196_N18_W16_D017
INST0196_N18_W16_D004,18.744,18.744,123.055,19.054,52.507,51.842,18.744,11.735,109.164,28.769,0.0,19.054,28.769,69.129,51.842,51.842,123.055,28.769,11.735,69.129,51.842,0.0,28.769,69.129,0.0,18.744,29.48,16.35,29.48,29.48,52.507,18.744,11.735,16.35,0.0,11.735,52.507
INST0196_N18_W16_P005,14.077,14.077,104.062,0.0,46.592,32.833,14.077,27.544,90.122,29.954,19.054,0.0,29.954,50.28,32.833,32.833,104.062,29.954,27.544,50.28,32.833,19.054,29.954,50.28,19.054,14.077,10.426,16.791,10.426,10.426,46.592,14.077,27.544,16.791,19.054,27.544,46.592
INST0196_N18_W16_D005,41.092,41.092,120.757,29.954,75.918,50.611,41.092,23.199,106.091,0.0,28.769,29.954,0.0,70.903,50.611,50.611,120.757,0.0,23.199,70.903,50.611,28.769,0.0,70.903,28.769,41.092,35.196,14.239,35.196,35.196,75.918,41.092,23.199,14.239,28.769,23.199,75.918
INST0196_N18_W16_P006,55.217,55.217,54.132,50.28,57.646,20.342,55.217,77.525,40.846,70.903,69.129,50.28,70.903,0.0,20.342,20.342,54.132,70.903,77.525,0.0,20.342,69.129,70.903,0.0,69.129,55.217,40.063,63.444,40.063,40.063,57.646,55.217,77.525,63.444,69.129,77.525,57.646
INST0196_N18_W16_D006,41.349,41.349,71.944,32.833,55.918,0.0,41.349,58.923,57.687,50.611,51.842,32.833,50.611,20.342,0.0,0.0,71.944,50.611,58.923,20.342,0.0,51.842,50.611,20.342,51.842,41.349,22.455,43.952,22.455,22.455,55.918,41.349,58.923,43.952,51.842,58.923,55.918
INST0196_N18_W16_P007,41.349,41.349,71.944,32.833,55.918,0.0,41.349,58.923,57.687,50.611,51.842,32.833,50.611,20.342,0.0,0.0,71.944,50.611,58.923,20.342,0.0,51.842,50.611,20.342,51.842,41.349,22.455,43.952,22.455,22.455,55.918,41.349,58.923,43.952,51.842,58.923,55.918
INST0196_N18_W16_D007,109.245,109.245,0.0,104.062,104.634,71.944,109.245,130.825,14.722,120.757,123.055,104.062,120.757,54.132,71.944,71.944,0.0,120.757,130.825,54.132,71.944,123.055,120.757,54.132,123.055,109.245,93.687,115.807,93.687,93.687,104.634,109.245,130.825,115.807,123.055,130.825,104.634
INST0196_N18_W16_P008,41.092,41.092,120.757,29.954,75.918,50.611,41.092,23.199,106.091,0.0,28.769,29.954,0.0,70.903,50.611,50.611,120.757,0.0,23.199,70.903,50.611,28.769,0.0,70.903,28.769,41.092,35.196,14.239,35.196,35.196,75.918,41.092,23.199,14.239,28.769,23.199,75.918
INST0196_N18_W16_D008,30.344,30.344,130.825,27.544,64.172,58.923,30.344,0.0,116.61,23.199,11.735,27.544,23.199,77.525,58.923,58.923,130.825,23.199,0.0,77.525,58.923,11.735,23.199,77.525,11.735,30.344,37.477,16.399,37.477,37.477,64.172,30.344,0.0,16.399,11.735,0.0,64.172
INST0196_N18_W16_P009,55.217,55.217,54.132,50.28,57.646,20.342,55.217,77.525,40.846,70.903,69.129,50.28,70.903,0.0,20.342,20.342,54.132,70.903,77.525,0.0,20.342,69.129,70.903,0.0,69.129,55.217,40.063,63.444,40.063,40.063,57.646,55.217,77.525,63.444,69.129,77.525,57.646
INST0196_N18_W16_D009,41.349,41.349,71.944,32.833,55.918,0.0,41.349,58.923,57.687,50.611,51.842,32.833,50.611,20.342,0.0,0.0,71.944,50.611,58.923,20.342,0.0,51.842,50.611,20.342,51.842,41.349,22.455,43.952,22.455,22.455,55.918,41.349,58.923,43.952,51.842,58.923,55.918
INST0196_N18_W16_P010,18.744,18.744,123.055,19.054,52.507,51.842,18.744,11.735,109.164,28.769,0.0,19.054,28.769,69.129,51.842,51.842,123.055,28.769,11.735,69.129,51.842,0.0,28.769,69.129,0.0,18.744,29.48,16.35,29.48,29.48,52.507,18.744,11.735,16.35,0.0,11.735,52.507
INST0196_N18_W16_D010,41.092,41.092,120.757,29.954,75.918,50.611,41.092,23.199,106.091,0.0,28.769,29.954,0.0,70.903,50.611,50.611,120.757,0.0,23.199,70.903,50.611,28.769,0.0,70.903,28.769,41.092,35.196,14.239,35.196,35.196,75.918,41.092,23.199,14.239,28.769,23.199,75.918
INST0196_N18_W16_P011,55.217,55.217,54.132,50.28,57.646,20.342,55.217,77.525,40.846,70.903,69.129,50.28,70.903,0.0,20.342,20.342,54.132,70.903,77.525,0.0,20.342,69.129,70.903,0.0,69.129,55.217,40.063,63.444,40.063,40.063,57.646,55.217,77.525,63.444,69.129,77.525,57.646
INST0196_N18_W16_D011,18.744,18.744,123.055,19.054,52.507,51.842,18.744,11.735,109.164,28.769,0.0,19.054,28.769,69.129,51.842,51.842,123.055,28.769,11.735,69.129,51.842,0.0,28.769,69.129,0.0,18.744,29.48,16.35,29.48,29.48,52.507,18.744,11.735,16.35,0.0,11.735,52.507
INST0196_N18_W16_P012,0.0,0.0,109.245,14.077,35.155,41.349,0.0,30.344,96.036,41.092,18.744,14.077,41.092,55.217,41.349,41.349,109.245,41.092,30.344,55.217,41.349,18.744,41.092,55.217,18.744,0.0,20.581,26.872,20.581,20.581,35.155,0.0,30.344,26.872,18.744,30.344,35.155
INST0196_N18_W16_D012,20.581,20.581,93.687,10.426,46.518,22.455,20.581,37.477,79.708,35.196,29.48,10.426,35.196,40.063,22.455,22.455,93.687,35.196,37.477,40.063,22.455,29.48,35.196,40.063,29.48,20.581,0.0,24.4,0.0,0.0,46.518,20.581,37.477,24.4,29.48,37.477,46.518
INST0196_N18_W16_P013,26.872,26.872,115.807,16.791,61.821,43.952,26.872,16.399,101.402,14.239,16.35,16.791,14.239,63.444,43.952,43.952,115.807,14.239,16.399,63.444,43.952,16.35,14.239,63.444,16.35,26.872,24.4,0.0,24.4,24.4,61.821,26.872,16.399,0.0,16.35,16.399,61.821
INST0196_N18_W16_D013,20.581,20.581,93.687,10.426,46.518,22.455,20.581,37.477,79.708,35.196,29.48,10.426,35.196,40.063,22.455,22.455,93.687,35.196,37.477,40.063,22.455,29.48,35.196,40.063,29.48,20.581,0.0,24.4,0.0,0.0,46.518,20.581,37.477,24.4,29.48,37.477,46.518
INST0196_N18_W16_P014,20.581,20.581,93.687,10.426,46.518,22.455,20.581,37.477,79.708,35.196,29.48,10.426,35.196,40.063,22.455,22.455,93.687,35.196,37.477,40.063,22.455,29.48,35.196,40.063,29.48,20.581,0.0,24.4,0.0,0.0,46.518,20.581,37.477,24.4,29.48,37.477,46.518
INST0196_N18_W16_D014,35.155,35.155,104.634,46.592,0.0,55.918,35.155,64.172,94.442,75.918,52.507,46.592,75.918,57.646,55.918,55.918,104.634,75.918,64.172,57.646,55.918,52.507,75.918,57.646,52.507,35.155,46.518,61.821,46.518,46.518,0.0,35.155,64.172,61.821,52.507,64.172,0.0
INST0196_N18_W16_P015,0.0,0.0,109.245,14.077,35.155,41.349,0.0,30.344,96.036,41.092,18.744,14.077,41.092,55.217,41.349,41.349,109.245,41.092,30.344,55.217,41.349,18.744,41.092,55.217,18.744,0.0,20.581,26.872,20.581,20.581,35.155,0.0,30.344,26.872,18.744,30.344,35.155
INST0196_N18_W16_D015,30.344,30.344,130.825,27.544,64.172,58.923,30.344,0.0,116.61,23.199,11.735,27.544,23.199,77.525,58.923,58.923,130.825,23.199,0.0,77.525,58.923,11.735,23.199,77.525,11.735,30.344,37.477,16.399,37.477,37.477,64.172,30.344,0.0,16.399,11.735,0.0,64.172
INST0196_N18_W16_P016,26.872,26.872,115.807,16.791,61.821,43.952,26.872,16.399,101.402,14.239,16.35,16.791,14.239,63.444,43.952,43.952,115.807,14.239,16.399,63.444,43.952,16.35,14.239,63.444,16.35,26.872,24.4,0.0,24.4,24.4,61.821,26.872,16.399,0.0,16.35,16.399,61.821
INST0196_N18_W16_D016,18.744,18.744,123.055,19.054,52.507,51.842,18.744,11.735,109.164,28.769,0.0,19.054,28.769,69.129,51.842,51.842,123.055,28.769,11.735,69.129,51.842,0.0,28.769,69.129,0.0,18.744,29.48,16.35,29.48,29.48,52.507,18.744,11.735,16.35,0.0,11.735,52.507
INST0196_N18_W16_P017,30.344,30.344,130.825,27.544,64.172,58.923,30.344,0.0,116.61,23.199,11.735,27.544,23.199,77.525,58.923,58.923,130.825,23.199,0.0,77.525,58.923,11.735,23.199,77.525,11.735,30.344,37.477,16.399,37.477,37.477,64.172,30.344,0.0,16.399,11.735,0.0,64.172
INST0196_N18_W16_D017,35.155,35.155,104.634,46.592,0.0,55.918,35.155,64.172,94.442,75.918,52.507,46.592,75.918,57.646,55.918,55.918,104.634,75.918,64.172,57.646,55.918,52.507,75.918,57.646,52.507,35.155,46.518,61.821,46.518,46.518,0.0,35.155,64.172,61.821,52.507,64.172,0.0
