,depot,INST0247_N22_W07_P000,INST0247_N22_W07_D000,INST0247_N22_W07_P001,INST0247_N22_W07_D001,INST0247_N22_W07_P002,INST0247_N22_W07_D002,INST0247_N22_W07_P003,INST0247_N22_W07_D003,INST0247_N22_W07_P004,INST0247_N22_W07_D004,INST0247_N22_W07_P005,INST0247_N22_W07_D005,INST0247_N22_W07_P006,INST0247_N22_W07_D006,INST0247_N22_W07_P007,INST0247_N22_W07_D007,INST0247_N22_W07_P008,INST0247_N22_W07_D008,INST0247_N22_W07_P009,INST0247_N22_W07_D009,INST0247_N22_W07_P010,INST0247_N22_W07_D010,INST0247_N22_W07_P011,INST0247_N22_W07_D011,INST0247_N22_W07_P012,INST0247_N22_W07_D012,INST0247_N22_W07_P013,INST0247_N22_W07_D013,INST0247_N22_W07_P014,INST0247_N22_W07_D014,INST0247_N22_W07_P015,INST0247_N22_W07_D015,INST0247_N22_W07_P016,INST0247_N22_W07_D016,INST0247_N22_W07_P017,INST0247_N22_W07_D017,INST0247_N22_W07_P018,INST0247_N22_W07_D018,INST0247_N22_W07_P019,INST0247_N22_W07_D019,INST0247_N22_W07_P020,INST0247_N22_W07_D020,INST0247_N22_W07_P021,INST0247_N22_W07_D021
INST0247_N22_W07_P015,61.821,35.155,46.592,0.0,61.821,46.592,0.0,46.518,75.918,61.821,104.634,61.821,46.518,46.592,46.518,46.518,94.442,75.918,0.0,0.0,55.918,64.172,35.155,57.646,52.507,75.918,64.172,46.518,52.507,46.518,104.634,0.0,94.442,35.155,55.918,75.918,178.909,55.918,64.172,35.155,46.518,55.918,94.442,57.646,46.592
INST0247_N22_W07_D015,101.402,96.036,90.122,94.442,101.402,90.122,94.442,79.708,106.091,101.402,14.722,101.402,79.708,90.122,79.708,79.708,0.0,106.091,94.442,94.442,57.687,116.61,96.036,40.846,109.164,106.091,116.61,79.708,109.164,79.708,14.722,94.442,0.0,96.036,57.687,106.091,152.865,57.687,116.61,96.036,79.708,57.687,0.0,40.846,90.122
INST0247_N22_W07_P016,26.872,0.0,14.077,35.155,26.872,14.077,35.155,20.581,41.092,26.872,109.245,26.872,20.581,14.077,20.581,20.581,96.036,41.092,35.155,35.155,41.349,30.344,0.0,55.217,18.744,41.092,30.344,20.581,18.744,20.581,109.245,35.155,96.036,0.0,41.349,41.092,147.26,41.349,30.344,0.0,20.581,41.349,96.036,55.217,14.077
INST0247_N22_W07_D016,43.952,41.349,32.833,55.918,43.952,32.833,55.918,22.455,50.611,43.952,71.944,43.952,22.455,32.833,22.455,22.455,57.687,50.611,55.918,55.918,0.0,58.923,41.349,20.342,51.842,50.611,58.923,22.455,51.842,22.455,71.944,55.918,57.687,41.349,0.0,50.611,130.013,0.0,58.923,41.349,22.455,0.0,57.687,20.342,32.833
INST0247_N22_W07_P017,14.239,41.092,29.954,75.918,14.239,29.954,75.918,35.196,0.0,14.239,120.757,14.239,35.196,29.954,35.196,35.196,106.091,0.0,75.918,75.918,50.611,23.199,41.092,70.903,28.769,0.0,23.199,35.196,28.769,35.196,120.757,75.918,106.091,41.092,50.611,0.0,108.909,50.611,23.199,41.092,35.196,50.611,106.091,70.903,29.954
INST0247_N22_W07_D017,122.204,147.26,133.597,178.909,122.204,133.597,178.909,132.406,108.909,122.204,164.396,122.204,132.406,133.597,132.406,132.406,152.865,108.909,178.909,178.909,130.013,130.691,147.26,143.94,137.675,108.909,130.691,132.406,137.675,132.406,164.396,178.909,152.865,147.26,130.013,108.909,0.0,130.013,130.691,147.26,132.406,130.013,152.865,143.94,133.597
INST0247_N22_W07_P018,43.952,41.349,32.833,55.918,43.952,32.833,55.918,22.455,50.611,43.952,71.944,43.952,22.455,32.833,22.455,22.455,57.687,50.611,55.918,55.918,0.0,58.923,41.349,20.342,51.842,50.611,58.923,22.455,51.842,22.455,71.944,55.918,57.687,41.349,0.0,50.611,130.013,0.0,58.923,41.349,22.455,0.0,57.687,20.342,32.833
INST0247_N22_W07_D018,16.399,30.344,27.544,64.172,16.399,27.544,64.172,37.477,23.199,16.399,130.825,16.399,37.477,27.544,37.477,37.477,116.61,23.199,64.172,64.172,58.923,0.0,30.344,77.525,11.735,23.199,0.0,37.477,11.735,37.477,130.825,64.172,116.61,30.344,58.923,23.199,130.691,58.923,0.0,30.344,37.477,58.923,116.61,77.525,27.544
INST0247_N22_W07_P019,26.872,0.0,14.077,35.155,26.872,14.077,35.155,20.581,41.092,26.872,109.245,26.872,20.581,14.077,20.581,20.581,96.036,41.092,35.155,35.155,41.349,30.344,0.0,55.217,18.744,41.092,30.344,20.581,18.744,20.581,109.245,35.155,96.036,0.0,41.349,41.092,147.26,41.349,30.344,0.0,20.581,41.349,96.036,55.217,14.077
INST0247_N22_W07_D019,24.4,20.581,10.426,46.518,24.4,10.426,46.518,0.0,35.196,24.4,93.687,24.4,0.0,10.426,0.0,0.0,79.708,35.196,46.518,46.518,22.455,37.477,20.581,40.063,29.48,35.196,37.477,0.0,29.48,0.0,93.687,46.518,79.708,20.581,22.455,35.196,132.406,22.455,37.477,20.581,0.0,22.455,79.708,40.063,10.426
INST0247_N22_W07_P020,43.952,41.349,32.833,55.918,43.952,32.833,55.918,22.455,50.611,43.952,71.944,43.952,22.455,32.833,22.455,22.455,57.687,50.611,55.918,55.918,0.0,58.923,41.349,20.342,51.842,50.611,58.923,22.455,51.842,22.455,71.944,55.918,57.687,41.349,0.0,50.611,130.013,0.0,58.923,41.349,22.455,0.0,57.687,20.342,32.833
INST0247_N22_W07_D020,101.402,96.036,90.122,94.442,101.402,90.122,94.442,79.708,106.091,101.402,14.722,101.402,79.708,90.122,79.708,79.708,0.0,106.091,94.442,94.442,57.687,116.61,96.036,40.846,109.164,106.091,116.61,79.708,109.164,79.708,14.722,94.442,0.0,96.036,57.687,106.091,152.865,57.687,116.61,96.036,79.708,57.687,0.0,40.846,90.122
INST0247_N22_W07_P021,63.444,55.217,50.28,57.646,63.444,50.28,57.646,40.063,70.903,63.444,54.132,63.444,40.063,50.28,40.063,40.063,40.846,70.903,57.646,57.646,20.342,77.525,55.217,0.0,69.129,70.903,77.525,40.063,69.129,40.063,54.132,57.646,40.846,55.217,20.342,70.903,143.94,20.342,77.525,55.217,40.063,20.342,40.846,0.0,50.28
INST0247_N22_W07_D021,16.791,14.077,0.0,46.592,16.791,0.0,46.592,10.426,29.954,16.791,104.062,16.791,10.426,0.0,10.426,10.426,90.122,29.954,46.592,46.592,32.833,27.544,14.077,50.28,19.054,29.954,27.544,10.426,19.054,10.426,104.062,46.592,90.122,14.077,32.833,29.954,133.597,32.833,27.544,14.077,10.426,32.833,90.122,50.28,0.0
