,depot,INST0278_N25_S08_P000,INST0278_N25_S08_D000,INST0278_N25_S08_P001,INST0278_N25_S08_D001,INST0278_N25_S08_P002,INST0278_N25_S08_D002,INST0278_N25_S08_P003,INST0278_N25_S08_D003,INST0278_N25_S08_P004,INST0278_N25_S08_D004,INST0278_N25_S08_P005,INST0278_N25_S08_D005,INST0278_N25_S08_P006,INST0278_N25_S08_D006,INST0278_N25_S08_P007,INST0278_N25_S08_D007,INST0278_N25_S08_P008,INST0278_N25_S08_D008,INST0278_N25_S08_P009,INST0278_N25_S08_D009,INST0278_N25_S08_P010,INST0278_N25_S08_D010,INST0278_N25_S08_P011,INST0278_N25_S08_D011,INST0278_N25_S08_P012,INST0278_N25_S08_D012,INST0278_N25_S08_P013,INST0278_N25_S08_D013,INST0278_N25_S08_P014,INST0278_N25_S08_D014,INST0278_N25_S08_P015,INST0278_N25_S08_D015,INST0278_N25_S08_P016,INST0278_N25_S08_D016,INST0278_N25_S08_P017,INST0278_N25_S08_D017,INST0278_N25_S08_P018,INST0278_N25_S08_D018,INST0278_N25_S08_P019,INST0278_N25_S08_D019,INST0278_N25_S08_P020,INST0278_N25_S08_D020,INST0278_N25_S08_P021,INST0278_N25_S08_D021,INST0278_N25_S08_P022,INST0278_N25_S08_D022,INST0278_N25_S08_P023,INST0278_N25_S08_D023,INST0278_N25_S08_P024,INST0278_N25_S08_D024
INST0278_N25_S08_D004,74.382,0.0,74.382,139.086,92.948,13.307,44.98,0.0,13.307,66.815,0.0,0.0,139.086,94.398,75.176,92.948,75.176,67.557,66.815,66.815,13.307,67.557,94.398,74.382,44.98,66.815,0.0,67.557,66.815,75.176,92.948,139.086,67.557,67.557,92.948,74.382,0.0,67.557,139.086,74.382,44.98,75.176,92.948,75.176,139.086,67.557,13.307,0.0,85.211,74.382,94.398
INST0278_N25_S08_P005,74.382,0.0,74.382,139.086,92.948,13.307,44.98,0.0,13.307,66.815,0.0,0.0,139.086,94.398,75.176,92.948,75.176,67.557,66.815,66.815,13.307,67.557,94.398,74.382,44.98,66.815,0.0,67.557,66.815,75.176,92.948,139.086,67.557,67.557,92.948,74.382,0.0,67.557,139.086,74.382,44.98,75.176,92.948,75.176,139.086,67.557,13.307,0.0,85.211,74.382,94.398
INST0278_N25_S08_D005,71.658,139.086,71.658,0.0,46.181,126.125,183.928,139.086,126.125,80.145,139.086,139.086,0.0,138.993,67.566,46.181,67.566,72.268,80.145,80.145,126.125,72.268,138.993,71.658,183.928,80.145,139.086,72.268,80.145,67.566,46.181,0.0,72.268,72.268,46.181,71.658,139.086,72.268,0.0,71.658,183.928,67.566,46.181,67.566,0.0,72.268,126.125,139.086,224.124,71.658,138.993
INST0278_N25_S08_P006,77.018,94.398,77.018,138.993,108.949,87.998,114.428,94.398,87.998,71.877,94.398,94.398,138.993,0.0,83.656,108.949,83.656,102.142,71.877,71.877,87.998,102.142,0.0,77.018,114.428,71.877,94.398,102.142,71.877,83.656,108.949,138.993,102.142,102.142,108.949,77.018,94.398,102.142,138.993,77.018,114.428,83.656,108.949,83.656,138.993,102.142,87.998,94.398,151.155,77.018,0.0
INST0278_N25_S08_D006,6.707,75.176,6.707,67.566,26.3,61.869,118.85,75.176,61.869,13.324,75.176,75.176,67.566,83.656,0.0,26.3,0.0,24.036,13.324,13.324,61.869,24.036,83.656,6.707,118.85,13.324,75.176,24.036,13.324,0.0,26.3,67.566,24.036,24.036,26.3,6.707,75.176,24.036,67.566,6.707,118.85,0.0,26.3,0.0,67.566,24.036,61.869,75.176,160.028,6.707,83.656
INST0278_N25_S08_P007,32.455,92.948,32.455,46.181,0.0,80.067,137.848,92.948,80.067,39.549,92.948,92.948,46.181,108.949,26.3,0.0,26.3,26.348,39.549,39.549,80.067,26.348,108.949,32.455,137.848,39.549,92.948,26.348,39.549,26.3,0.0,46.181,26.348,26.348,0.0,32.455,92.948,26.348,46.181,32.455,137.848,26.3,0.0,26.3,46.181,26.348,80.067,92.948,177.944,32.455,108.949
INST0278_N25_S08_D007,6.707,75.176,6.707,67.566,26.3,61.869,118.85,75.176,61.869,13.324,75.176,75.176,67.566,83.656,0.0,26.3,0.0,24.036,13.324,13.324,61.869,24.036,83.656,6.707,118.85,13.324,75.176,24.036,13.324,0.0,26.3,67.566,24.036,24.036,26.3,6.707,75.176,24.036,67.566,6.707,118.85,0.0,26.3,0.0,67.566,24.036,61.869,75.176,160.028,6.707,83.656
INST0278_N25_S08_P008,29.68,67.557,29.68,72.268,26.348,55.105,112.533,67.557,55.105,31.149,67.557,67.557,72.268,102.142,24.036,26.348,24.036,0.0,31.149,31.149,55.105,0.0,102.142,29.68,112.533,31.149,67.557,0.0,31.149,24.036,26.348,72.268,0.0,0.0,26.348,29.68,67.557,0.0,72.268,29.68,112.533,24.036,26.348,24.036,72.268,0.0,55.105,67.557,152.108,29.68,102.142
INST0278_N25_S08_D008,8.581,66.815,8.581,80.145,39.549,53.679,109.068,66.815,53.679,0.0,66.815,66.815,80.145,71.877,13.324,39.549,13.324,31.149,0.0,0.0,53.679,31.149,71.877,8.581,109.068,0.0,66.815,31.149,0.0,13.324,39.549,80.145,31.149,31.149,39.549,8.581,66.815,31.149,80.145,8.581,109.068,13.324,39.549,13.324,80.145,31.149,53.679,66.815,150.553,8.581,71.877
INST0278_N25_S08_P009,8.581,66.815,8.581,80.145,39.549,53.679,109.068,66.815,53.679,0.0,66.815,66.815,80.145,71.877,13.324,39.549,13.324,31.149,0.0,0.0,53.679,31.149,71.877,8.581,109.068,0.0,66.815,31.149,0.0,13.324,39.549,80.145,31.149,31.149,39.549,8.581,66.815,31.149,80.145,8.581,109.068,13.324,39.549,13.324,80.145,31.149,53.679,66.815,150.553,8.581,71.877
INST0278_N25_S08_D009,61.135,13.307,61.135,126.125,80.067,0.0,57.803,13.307,0.0,53.679,13.307,13.307,126.125,87.998,61.869,80.067,61.869,55.105,53.679,53.679,0.0,55.105,87.998,61.135,57.803,53.679,13.307,55.105,53.679,61.869,80.067,126.125,55.105,55.105,80.067,61.135,13.307,55.105,126.125,61.135,57.803,61.869,80.067,61.869,126.125,55.105,0.0,13.307,98.41,61.135,87.998
INST0278_N25_S08_P010,29.68,67.557,29.68,72.268,26.348,55.105,112.533,67.557,55.105,31.149,67.557,67.557,72.268,102.142,24.036,26.348,24.036,0.0,31.149,31.149,55.105,0.0,102.142,29.68,112.533,31.149,67.557,0.0,31.149,24.036,26.348,72.268,0.0,0.0,26.348,29.68,67.557,0.0,72.268,29.68,112.533,24.036,26.348,24.036,72.268,0.0,55.105,67.557,152.108,29.68,102.142
INST0278_N25_S08_D010,77.018,94.398,77.018,138.993,108.949,87.998,114.428,94.398,87.998,71.877,94.398,94.398,138.993,0.0,83.656,108.949,83.656,102.142,71.877,71.877,87.998,102.142,0.0,77.018,114.428,71.877,94.398,102.142,71.877,83.656,108.949,138.993,102.142,102.142,108.949,77.018,94.398,102.142,138.993,77.018,114.428,83.656,108.949,83.656,138.993,102.142,87.998,94.398,151.155,77.018,0.0
INST0278_N25_S08_P011,0.0,74.382,0.0,71.658,32.455,61.135,117.194,74.382,61.135,8.581,74.382,74.382,71.658,77.018,6.707,32.455,6.707,29.68,8.581,8.581,61.135,29.68,77.018,0.0,117.194,8.581,74.382,29.68,8.581,6.707,32.455,71.658,29.68,29.68,32.455,0.0,74.382,29.68,71.658,0.0,117.194,6.707,32.455,6.707,71.658,29.68,61.135,74.382,158.604,0.0,77.018
INST0278_N25_S08_D011,117.194,44.98,117.194,183.928,137.848,57.803,0.0,44.98,57.803,109.068,44.98,44.98,183.928,114.428,118.85,137.848,118.85,112.533,109.068,109.068,57.803,112.533,114.428,117.194,0.0,109.068,44.98,112.533,109.068,118.85,137.848,183.928,112.533,112.533,137.848,117.194,44.98,112.533,183.928,117.194,0.0,118.85,137.848,118.85,183.928,112.533,57.803,44.98,41.594,117.194,114.428
INST0278_N25_S08_P012,8.581,66.815,8.581,80.145,39.549,53.679,109.068,66.815,53.679,0.0,66.815,66.815,80.145,71.877,13.324,39.549,13.324,31.149,0.0,0.0,53.679,31.149,71.877,8.581,109.068,0.0,66.815,31.149,0.0,13.324,39.549,80.145,31.149,31.149,39.549,8.581,66.815,31.149,80.145,8.581,109.068,13.324,39.549,13.324,80.145,31.149,53.679,66.815,150.553,8.581,71.877
INST0278_N25_S08_D012,74.382,0.0,74.382,139.086,92.948,13.307,44.98,0.0,13.307,66.815,0.0,0.0,139.086,94.398,75.176,92.948,75.176,67.557,66.815,66.815,13.307,67.557,94.398,74.382,44.98,66.815,0.0,67.557,66.815,75.176,92.948,139.086,67.557,67.557,92.948,74.382,0.0,67.557,139.086,74.382,44.98,75.176,92.948,75.176,139.086,67.557,13.307,0.0,85.211,74.382,94.398
INST0278_N25_S08_P013,29.68,67.557,29.68,72.268,26.348,55.105,112.533,67.557,55.105,31.149,67.557,67.557,72.268,102.142,24.036,26.348,24.036,0.0,31.149,31.149,55.105,0.0,102.142,29.68,112.533,31.149,67.557,0.0,31.149,24.036,26.348,72.268,0.0,0.0,26.348,29.68,67.557,0.0,72.268,29.68,112.533,24.036,26.348,24.036,72.268,0.0,55.105,67.557,152.108,29.68,102.142
INST0278_N25_S08_D013,8.581,66.815,8.581,80.145,39.549,53.679,109.068,66.815,53.679,0.0,66.815,66.815,80.145,71.877,13.324,39.549,13.324,31.149,0.0,0.0,53.679,31.149,71.877,8.581,109.068,0.0,66.815,31.149,0.0,13.324,39.549,80.145,31.149,31.149,39.549,8.581,66.815,31.149,80.145,8.581,109.068,13.324,39.549,13.324,80.145,31.149,53.679,66.815,150.553,8.581,71.877
INST0278_N25_S08_P014,6.707,75.176,6.707,67.566,26.3,61.869,118.85,75.176,61.869,13.324,75.176,75.176,67.566,83.656,0.0,26.3,0.0,24.036,13.324,13.324,61.869,24.036,83.656,6.707,118.85,13.324,75.176,24.036,13.324,0.0,26.3,67.566,24.036,24.036,26.3,6.707,75.176,24.036,67.566,6.707,118.85,0.0,26.3,0.0,67.566,24.036,61.869,75.176,160.028,6.707,83.656
INST0278_N25_S08_D014,32.455,92.948,32.455,46.181,0.0,80.067,137.848,92.948,80.067,39.549,92.948,92.948,46.181,108.949,26.3,0.0,26.3,26.348,39.549,39.549,80.067,26.348,108.949,32.455,137.848,39.549,92.948,26.348,39.549,26.3,0.0,46.181,26.348,26.348,0.0,32.455,92.948,26.348,46.181,32.455,137.848,26.3,0.0,26.3,46.181,26.348,80.067,92.948,177.944,32.455,108.949
INST0278_N25_S08_P015,71.658,139.086,71.658,0.0,46.181,126.125,183.928,139.086,126.125,80.145,139.086,139.086,0.0,138.993,67.566,46.181,67.566,72.268,80.145,80.145,126.125,72.268,138.993,71.658,183.928,80.145,139.086,72.268,80.145,67.566,46.181,0.0,72.268,72.268,46.181,71.658,139.086,72.268,0.0,71.658,183.928,67.566,46.181,67.566,0.0,72.268,126.125,139.086,224.124,71.658,138.993
INST0278_N25_S08_D015,29.68,67.557,29.68,72.268,26.348,55.105,112.533,67.557,55.105,31.149,67.557,67.557,72.268,102.142,24.036,26.348,24.036,0.0,31.149,31.149,55.105,0.0,102.142,29.68,112.533,31.149,67.557,0.0,31.149,24.036,26.348,72.268,0.0,0.0,26.348,29.68,67.557,0.0,72.268,29.68,112.533,24.036,26.348,24.036,72.268,0.0,55.105,67.557,152.108,29.68,102.142
INST0278_N25_S08_P016,29.68,67.557,29.68,72.268,26.348,55.105,112.533,67.557,55.105,31.149,67.557,67.557,72.268,102.142,24.036,26.348,24.036,0.0,31.149,31.149,55.105,0.0,102.142,29.68,112.533,31.149,67.557,0.0,31.149,24.036,26.348,72.268,0.0,0.0,26.348,29.68,67.557,0.0,72.268,29.68,112.533,24.036,26.348,24.036,72.268,0.0,55.105,67.557,152.108,29.68,102.142
INST0278_N25_S08_D016,32.455,92.948,32.455,46.181,0.0,80.067,137.848,92.948,80.067,39.549,92.948,92.948,46.181,108.949,26.3,0.0,26.3,26.348,39.549,39.549,80.067,26.348,108.949,32.455,137.848,39.549,92.948,26.348,39.549,26.3,0.0,46.181,26.348,26.348,0.0,32.455,92.948,26.348,46.181,32.455,137.848,26.3,0.0,26.3,46.181,26.348,80.067,92.948,177.944,32.455,108.949
INST0278_N25_S08_P017,0.0,74.382,0.0,71.658,32.455,61.135,117.194,74.382,61.135,8.581,74.382,74.382,71.658,77.018,6.707,32.455,6.707,29.68,8.581,8.581,61.135,29.68,77.018,0.0,117.194,8.581,74.382,29.68,8.581,6.707,32.455,71.658,29.68,29.68,32.455,0.0,74.382,29.68,71.658,0.0,117.194,6.707,32.455,6.707,71.658,29.68,61.135,74.382,158.604,0.0,77.018
INST0278_N25_S08_D017,74.382,0.0,74.382,139.086,92.948,13.307,44.98,0.0,13.307,66.815,0.0,0.0,139.086,94.398,75.176,92.948,75.176,67.557,66.815,66.815,13.307,67.557,94.398,74.382,44.98,66.815,0.0,67.557,66.815,75.176,92.948,139.086,67.557,67.557,92.948,74.382,0.0,67.557,139.086,74.382,44.98,75.176,92.948,75.176,139.086,67.557,13.307,0.0,85.211,74.382,94.398
INST0278_N25_S08_P018,29.68,67.557,29.68,72.268,26.348,55.105,112.533,67.557,55.105,31.149,67.557,67.557,72.268,102.142,24.036,26.348,24.036,0.0,31.149,31.149,55.105,0.0,102.142,29.68,112.533,31.149,67.557,0.0,31.149,24.036,26.348,72.268,0.0,0.0,26.348,29.68,67.557,0.0,72.268,29.68,112.533,24.036,26.348,24.036,72.268,0.0,55.105,67.557,152.108,29.68,102.142
INST0278_N25_S08_D018,71.658,139.086,71.658,0.0,46.181,126.125,183.928,139.086,126.125,80.145,139.086,139.086,0.0,138.993,67.566,46.181,67.566,72.268,80.145,80.145,126.125,72.268,138.993,71.658,183.928,80.145,139.086,72.268,80.145,67.566,46.181,0.0,72.268,72.268,46.181,71.658,139.086,72.268,0.0,71.658,183.928,67.566,46.181,67.566,0.0,72.268,126.125,139.086,224.124,71.658,138.993
INST0278_N25_S08_P019,0.0,74.382,0.0,71.658,32.455,61.135,117.194,74.382,61.135,8.581,74.382,74.382,71.658,77.018,6.707,32.455,6.707,29.68,8.581,8.581,61.135,29.68,77.018,0.0,117.194,8.581,74.382,29.68,8.581,6.707,32.455,71.658,29.68,29.68,32.455,0.0,74.382,29.68,71.658,0.0,117.194,6.707,32.455,6.707,71.658,29.68,61.135,74.382,158.604,0.0,77.018
INST0278_N25_S08_D019,117.194,44.98,117.194,183.928,137.848,57.803,0.0,44.98,57.803,109.068,44.98,44.98,183.928,114.428,118.85,137.848,118.85,112.533,109.068,109.068,57.803,112.533,114.428,117.194,0.0,109.068,44.98,112.533,109.068,118.85,137.848,183.928,112.533,112.533,137.848,117.194,44.98,112.533,183.928,117.194,0.0,118.85,137.848,118.85,183.928,112.533,57.803,44.98,41.594,117.194,114.428
INST0278_N25_S08_P020,6.707,75.176,6.707,67.566,26.3,61.869,118.85,75.176,61.869,13.324,75.176,75.176,67.566,83.656,0.0,26.3,0.0,24.036,13.324,13.324,61.869,24.036,83.656,6.707,118.85,13.324,75.176,24.036,13.324,0.0,26.3,67.566,24.036,24.036,26.3,6.707,75.176,24.036,67.566,6.707,118.85,0.0,26.3,0.0,67.566,24.036,61.869,75.176,160.028,6.707,83.656
INST0278_N25_S08_D020,32.455,92.948,32.455,46.181,0.0,80.067,137.848,92.948,80.067,39.549,92.948,92.948,46.181,108.949,26.3,0.0,26.3,26.348,39.549,39.549,80.067,26.348,108.949,32.455,137.848,39.549,92.948,26.348,39.549,26.3,0.0,46.181,26.348,26.348,0.0,32.455,92.948,26.348,46.181,32.455,137.848,26.3,0.0,26.3,46.181,26.348,80.067,92.948,177.944,32.455,108.949
INST0278_N25_S08_P021,6.707,75.176,6.707,67.566,26.3,61.869,118.85,75.176,61.869,13.324,75.176,75.176,67.566,83.656,0.0,26.3,0.0,24.036,13.324,13.324,61.869,24.036,83.656,6.707,118.85,13.324,75.176,24.036,13.324,0.0,26.3,67.566,24.036,24.036,26.3,6.707,75.176,24.036,67.566,6.707,118.85,0.0,26.3,0.0,67.566,24.036,61.869,75.176,160.028,6.707,83.656
INST0278_N25_S08_D021,71.658,139.086,71.658,0.0,46.181,126.125,183.928,139.086,126.125,80.145,139.086,139.086,0.0,138.993,67.566,46.181,67.566,72.268,80.145,80.145,126.125,72.268,138.993,71.658,183.928,80.145,139.086,72.268,80.145,67.566,46.181,0.0,72.268,72.268,46.181,71.658,139.086,72.268,0.0,71.658,183.928,67.566,46.181,67.566,0.0,72.268,126.125,139.086,224.124,71.658,138.993
INST0278_N25_S08_P022,29.68,67.557,29.68,72.268,26.348,55.105,112.533,67.557,55.105,31.149,67.557,67.557,72.268,102.142,24.036,26.348,24.036,0.0,31.149,31.149,55.105,0.0,102.142,29.68,112.533,31.149,67.557,0.0,31.149,24.036,26.348,72.268,0.0,0.0,26.348,29.68,67.557,0.0,72.268,29.68,112.533,24.036,26.348,24.036,72.268,0.0,55.105,67.557,152.108,29.68,102.142
INST0278_N25_S08_D022,61.135,13.307,61.135,126.125,80.067,0.0,57.803,13.307,0.0,53.679,13.307,13.307,126.125,87.998,61.869,80.067,61.869,55.105,53.679,53.679,0.0,55.105,87.998,61.135,57.803,53.679,13.307,55.105,53.679,61.869,80.067,126.125,55.105,55.105,80.067,61.135,13.307,55.105,126.125,61.135,57.803,61.869,80.067,61.869,126.125,55.105,0.0,13.307,98.41,61.135,87.998
INST0278_N25_S08_P023,74.382,0.0,74.382,139.086,92.948,13.307,44.98,0.0,13.307,66.815,0.0,0.0,139.086,94.398,75.176,92.948,75.176,67.557,66.815,66.815,13.307,67.557,94.398,74.382,44.98,66.815,0.0,67.557,66.815,75.176,92.948,139.086,67.557,67.557,92.948,74.382,0.0,67.557,139.086,74.382,44.98,75.176,92.948,75.176,139.086,67.557,13.307,0.0,85.211,74.382,94.398
INST0278_N25_S08_D023,158.604,85.211,158.604,224.124,177.944,98.41,41.594,85.211,98.41,150.553,85.211,85.211,224.124,151.155,160.028,177.944,160.028,152.108,150.553,150.553,98.41,152.108,151.155,158.604,41.594,150.553,85.211,152.108,150.553,160.028,177.944,224.124,152.108,152.108,177.944,158.604,85.211,152.108,224.124,158.604,41.594,160.028,177.944,160.028,224.124,152.108,98.41,85.211,0.0,158.604,151.155
INST0278_N25_S08_P024,0.0,74.382,0.0,71.658,32.455,61.135,117.194,74.382,61.135,8.581,74.382,74.382,71.658,77.018,6.707,32.455,6.707,29.68,8.581,8.581,61.135,29.68,77.018,0.0,117.194,8.581,74.382,29.68,8.581,6.707,32.455,71.658,29.68,29.68,32.455,0.0,74.382,29.68,71.658,0.0,117.194,6.707,32.455,6.707,71.658,29.68,61.135,74.382,158.604,0.0,77.018
INST0278_N25_S08_D024,77.018,94.398,77.018,138.993,108.949,87.998,114.428,94.398,87.998,71.877,94.398,94.398,138.993,0.0,83.656,108.949,83.656,102.142,71.877,71.877,87.998,102.142,0.0,77.018,114.428,71.877,94.398,102.142,71.877,83.656,108.949,138.993,102.142,102.142,108.949,77.018,94.398,102.142,138.993,77.018,114.428,83.656,108.949,83.656,138.993,102.142,87.998,94.398,151.155,77.018,0.0
