,depot,INST0164_N15_S14_P000,INST0164_N15_S14_D000,INST0164_N15_S14_P001,INST0164_N15_S14_D001,INST0164_N15_S14_P002,INST0164_N15_S14_D002,INST0164_N15_S14_P003,INST0164_N15_S14_D003,INST0164_N15_S14_P004,INST0164_N15_S14_D004,INST0164_N15_S14_P005,INST0164_N15_S14_D005,INST0164_N15_S14_P006,INST0164_N15_S14_D006,INST0164_N15_S14_P007,INST0164_N15_S14_D007,INST0164_N15_S14_P008,INST0164_N15_S14_D008,INST0164_N15_S14_P009,INST0164_N15_S14_D009,INST0164_N15_S14_P010,INST0164_N15_S14_D010,INST0164_N15_S14_P011,INST0164_N15_S14_D011,INST0164_N15_S14_P012,INST0164_N15_S14_D012,INST0164_N15_S14_P013,INST0164_N15_S14_D013,INST0164_N15_S14_P014,INST0164_N15_S14_D014
INST0164_N15_S14_D005,13.324,75.176,118.85,61.869,75.176,44.645,26.3,75.176,24.036,44.645,83.656,67.566,0.0,83.656,44.645,13.324,26.3,13.324,67.566,26.3,24.036,75.176,67.566,24.036,75.176,67.566,61.869,6.707,83.656,6.707,118.85
INST0164_N15_S14_P006,71.877,94.398,114.428,87.998,94.398,125.848,108.949,94.398,102.142,125.848,0.0,138.993,83.656,0.0,125.848,71.877,108.949,71.877,138.993,108.949,102.142,94.398,138.993,102.142,94.398,138.993,87.998,77.018,0.0,77.018,114.428
INST0164_N15_S14_D006,54.293,83.129,127.137,72.248,83.129,0.0,30.556,83.129,23.863,0.0,125.848,67.228,44.645,125.848,0.0,54.293,30.556,54.293,67.228,30.556,23.863,83.129,67.228,23.863,83.129,67.228,72.248,51.136,125.848,51.136,127.137
INST0164_N15_S14_P007,0.0,66.815,109.068,53.679,66.815,54.293,39.549,66.815,31.149,54.293,71.877,80.145,13.324,71.877,54.293,0.0,39.549,0.0,80.145,39.549,31.149,66.815,80.145,31.149,66.815,80.145,53.679,8.581,71.877,8.581,109.068
INST0164_N15_S14_D007,39.549,92.948,137.848,80.067,92.948,30.556,0.0,92.948,26.348,30.556,108.949,46.181,26.3,108.949,30.556,39.549,0.0,39.549,46.181,0.0,26.348,92.948,46.181,26.348,92.948,46.181,80.067,32.455,108.949,32.455,137.848
INST0164_N15_S14_P008,0.0,66.815,109.068,53.679,66.815,54.293,39.549,66.815,31.149,54.293,71.877,80.145,13.324,71.877,54.293,0.0,39.549,0.0,80.145,39.549,31.149,66.815,80.145,31.149,66.815,80.145,53.679,8.581,71.877,8.581,109.068
INST0164_N15_S14_D008,80.145,139.086,183.928,126.125,139.086,67.228,46.181,139.086,72.268,67.228,138.993,0.0,67.566,138.993,67.228,80.145,46.181,80.145,0.0,46.181,72.268,139.086,0.0,72.268,139.086,0.0,126.125,71.658,138.993,71.658,183.928
INST0164_N15_S14_P009,39.549,92.948,137.848,80.067,92.948,30.556,0.0,92.948,26.348,30.556,108.949,46.181,26.3,108.949,30.556,39.549,0.0,39.549,46.181,0.0,26.348,92.948,46.181,26.348,92.948,46.181,80.067,32.455,108.949,32.455,137.848
INST0164_N15_S14_D009,31.149,67.557,112.533,55.105,67.557,23.863,26.348,67.557,0.0,23.863,102.142,72.268,24.036,102.142,23.863,31.149,26.348,31.149,72.268,26.348,0.0,67.557,72.268,0.0,67.557,72.268,55.105,29.68,102.142,29.68,112.533
INST0164_N15_S14_P010,66.815,0.0,44.98,13.307,0.0,83.129,92.948,0.0,67.557,83.129,94.398,139.086,75.176,94.398,83.129,66.815,92.948,66.815,139.086,92.948,67.557,0.0,139.086,67.557,0.0,139.086,13.307,74.382,94.398,74.382,44.98
INST0164_N15_S14_D010,80.145,139.086,183.928,126.125,139.086,67.228,46.181,139.086,72.268,67.228,138.993,0.0,67.566,138.993,67.228,80.145,46.181,80.145,0.0,46.181,72.268,139.086,0.0,72.268,139.086,0.0,126.125,71.658,138.993,71.658,183.928
INST0164_N15_S14_P011,31.149,67.557,112.533,55.105,67.557,23.863,26.348,67.557,0.0,23.863,102.142,72.268,24.036,102.142,23.863,31.149,26.348,31.149,72.268,26.348,0.0,67.557,72.268,0.0,67.557,72.268,55.105,29.68,102.142,29.68,112.533
INST0164_N15_S14_D011,66.815,0.0,44.98,13.307,0.0,83.129,92.948,0.0,67.557,83.129,94.398,139.086,75.176,94.398,83.129,66.815,92.948,66.815,139.086,92.948,67.557,0.0,139.086,67.557,0.0,139.086,13.307,74.382,94.398,74.382,44.98
INST0164_N15_S14_P012,80.145,139.086,183.928,126.125,139.086,67.228,46.181,139.086,72.268,67.228,138.993,0.0,67.566,138.993,67.228,80.145,46.181,80.145,0.0,46.181,72.268,139.086,0.0,72.268,139.086,0.0,126.125,71.658,138.993,71.658,183.928
INST0164_N15_S14_D012,53.679,13.307,57.803,0.0,13.307,72.248,80.067,13.307,55.105,72.248,87.998,126.125,61.869,87.998,72.248,53.679,80.067,53.679,126.125,80.067,55.105,13.307,126.125,55.105,13.307,126.125,0.0,61.135,87.998,61.135,57.803
INST0164_N15_S14_P013,8.581,74.382,117.194,61.135,74.382,51.136,32.455,74.382,29.68,51.136,77.018,71.658,6.707,77.018,51.136,8.581,32.455,8.581,71.658,32.455,29.68,74.382,71.658,29.68,74.382,71.658,61.135,0.0,77.018,0.0,117.194
INST0164_N15_S14_D013,71.877,94.398,114.428,87.998,94.398,125.848,108.949,94.398,102.142,125.848,0.0,138.993,83.656,0.0,125.848,71.877,108.949,71.877,138.993,108.949,102.142,94.398,138.993,102.142,94.398,138.993,87.998,77.018,0.0,77.018,114.428
INST0164_N15_S14_P014,8.581,74.382,117.194,61.135,74.382,51.136,32.455,74.382,29.68,51.136,77.018,71.658,6.707,77.018,51.136,8.581,32.455,8.581,71.658,32.455,29.68,74.382,71.658,29.68,74.382,71.658,61.135,0.0,77.018,0.0,117.194
INST0164_N15_S14_D014,109.068,44.98,0.0,57.803,44.98,127.137,137.848,44.98,112.533,127.137,114.428,183.928,118.85,114.428,127.137,109.068,137.848,109.068,183.928,137.848,112.533,44.98,183.928,112.533,44.98,183.928,57.803,117.194,114.428,117.194,0.0
