,depot,INST0276_N25_N06_P000,INST0276_N25_N06_D000,INST0276_N25_N06_P001,INST0276_N25_N06_D001,INST0276_N25_N06_P002,INST0276_N25_N06_D002,INST0276_N25_N06_P003,INST0276_N25_N06_D003,INST0276_N25_N06_P004,INST0276_N25_N06_D004,INST0276_N25_N06_P005,INST0276_N25_N06_D005,INST0276_N25_N06_P006,INST0276_N25_N06_D006,INST0276_N25_N06_P007,INST0276_N25_N06_D007,INST0276_N25_N06_P008,INST0276_N25_N06_D008,INST0276_N25_N06_P009,INST0276_N25_N06_D009,INST0276_N25_N06_P010,INST0276_N25_N06_D010,INST0276_N25_N06_P011,INST0276_N25_N06_D011,INST0276_N25_N06_P012,INST0276_N25_N06_D012,INST0276_N25_N06_P013,INST0276_N25_N06_D013,INST0276_N25_N06_P014,INST0276_N25_N06_D014,INST0276_N25_N06_P015,INST0276_N25_N06_D015,INST0276_N25_N06_P016,INST0276_N25_N06_D016,INST0276_N25_N06_P017,INST0276_N25_N06_D017,INST0276_N25_N06_P018,INST0276_N25_N06_D018,INST0276_N25_N06_P019,INST0276_N25_N06_D019,INST0276_N25_N06_P020,INST0276_N25_N06_D020,INST0276_N25_N06_P021,INST0276_N25_N06_D021,INST0276_N25_N06_P022,INST0276_N25_N06_D022,INST0276_N25_N06_P023,INST0276_N25_N06_D023,INST0276_N25_N06_P024,INST0276_N25_N06_D024
INST0276_N25_N06_D004,35.041,33.197,122.582,56.4,149.69,56.4,33.197,35.041,41.993,33.197,0.0,43.657,33.197,0.0,122.582,41.993,54.669,58.839,134.941,56.4,35.041,54.669,99.467,43.657,35.041,41.993,114.332,0.0,33.197,114.332,35.041,41.993,54.669,43.657,187.802,56.4,149.69,33.197,0.0,114.332,35.041,114.332,54.669,0.0,41.993,56.4,149.69,114.332,99.467,43.657,149.69
INST0276_N25_N06_P005,43.511,22.387,160.581,37.312,114.14,37.312,22.387,43.511,23.01,22.387,43.657,0.0,22.387,43.657,160.581,23.01,33.929,49.306,175.714,37.312,43.511,33.929,57.966,0.0,43.511,23.01,101.428,43.657,22.387,101.428,43.511,23.01,33.929,0.0,149.729,37.312,114.14,22.387,43.657,101.428,43.511,101.428,33.929,43.657,23.01,37.312,114.14,101.428,57.966,0.0,114.14
INST0276_N25_N06_D005,21.127,0.0,155.714,24.705,116.493,24.705,0.0,21.127,8.817,0.0,33.197,22.387,0.0,33.197,155.714,8.817,22.322,31.992,156.702,24.705,21.127,22.322,78.919,22.387,21.127,8.817,87.893,33.197,0.0,87.893,21.127,8.817,22.322,22.387,154.717,24.705,116.493,0.0,33.197,87.893,21.127,87.893,22.322,33.197,8.817,24.705,116.493,87.893,78.919,22.387,116.493
INST0276_N25_N06_P006,35.041,33.197,122.582,56.4,149.69,56.4,33.197,35.041,41.993,33.197,0.0,43.657,33.197,0.0,122.582,41.993,54.669,58.839,134.941,56.4,35.041,54.669,99.467,43.657,35.041,41.993,114.332,0.0,33.197,114.332,35.041,41.993,54.669,43.657,187.802,56.4,149.69,33.197,0.0,114.332,35.041,114.332,54.669,0.0,41.993,56.4,149.69,114.332,99.467,43.657,149.69
INST0276_N25_N06_D006,153.452,155.714,0.0,178.677,272.117,178.677,155.714,153.452,164.529,155.714,122.582,160.581,155.714,122.582,0.0,164.529,177.15,178.773,125.74,178.677,153.452,177.15,203.198,160.581,153.452,164.529,229.986,122.582,155.714,229.986,153.452,164.529,177.15,160.581,309.6,178.677,272.117,155.714,122.582,229.986,153.452,229.986,177.15,122.582,164.529,178.677,272.117,229.986,203.198,160.581,272.117
INST0276_N25_N06_P007,24.088,8.817,164.529,16.848,107.703,16.848,8.817,24.088,0.0,8.817,41.993,23.01,8.817,41.993,164.529,0.0,14.053,26.694,162.641,16.848,24.088,14.053,75.654,23.01,24.088,0.0,81.208,41.993,8.817,81.208,24.088,0.0,14.053,23.01,146.035,16.848,107.703,8.817,41.993,81.208,24.088,81.208,14.053,41.993,0.0,16.848,107.703,81.208,75.654,23.01,107.703
INST0276_N25_N06_D007,28.727,22.322,177.15,3.413,95.867,3.413,22.322,28.727,14.053,22.322,54.669,33.929,22.322,54.669,177.15,14.053,0.0,17.072,167.44,3.413,28.727,0.0,78.656,33.929,28.727,14.053,67.88,54.669,22.322,67.88,28.727,14.053,0.0,33.929,134.948,3.413,95.867,22.322,54.669,67.88,28.727,67.88,0.0,54.669,14.053,3.413,95.867,67.88,78.656,33.929,95.867
INST0276_N25_N06_P008,25.326,31.992,178.773,14.003,99.415,14.003,31.992,25.326,26.694,31.992,58.839,49.306,31.992,58.839,178.773,26.694,17.072,0.0,157.017,14.003,25.326,17.072,95.498,49.306,25.326,26.694,56.35,58.839,31.992,56.35,25.326,26.694,17.072,49.306,139.481,14.003,99.415,31.992,58.839,56.35,25.326,56.35,17.072,58.839,26.694,14.003,99.415,56.35,95.498,49.306,99.415
INST0276_N25_N06_D008,139.347,156.702,125.74,166.496,253.32,166.496,156.702,139.347,162.641,156.702,134.941,175.714,156.702,134.941,125.74,162.641,167.44,157.017,0.0,166.496,139.347,167.44,233.468,175.714,139.347,162.641,182.822,134.941,156.702,182.822,139.347,162.641,167.44,175.714,293.481,166.496,253.32,156.702,134.941,182.822,139.347,182.822,167.44,134.941,162.641,166.496,253.32,182.822,233.468,175.714,253.32
INST0276_N25_N06_P009,28.595,24.705,178.677,0.0,94.965,0.0,24.705,28.595,16.848,24.705,56.4,37.312,24.705,56.4,178.677,16.848,3.413,14.003,166.496,0.0,28.595,3.413,81.517,37.312,28.595,16.848,64.653,56.4,24.705,64.653,28.595,16.848,3.413,37.312,134.313,0.0,94.965,24.705,56.4,64.653,28.595,64.653,3.413,56.4,16.848,0.0,94.965,64.653,81.517,37.312,94.965
INST0276_N25_N06_D009,0.0,21.127,153.452,28.595,122.983,28.595,21.127,0.0,24.088,21.127,35.041,43.511,21.127,35.041,153.452,24.088,28.727,25.326,139.347,28.595,0.0,28.727,99.392,43.511,0.0,24.088,79.42,35.041,21.127,79.42,0.0,24.088,28.727,43.511,162.63,28.595,122.983,21.127,35.041,79.42,0.0,79.42,28.727,35.041,24.088,28.595,122.983,79.42,99.392,43.511,122.983
INST0276_N25_N06_P010,28.727,22.322,177.15,3.413,95.867,3.413,22.322,28.727,14.053,22.322,54.669,33.929,22.322,54.669,177.15,14.053,0.0,17.072,167.44,3.413,28.727,0.0,78.656,33.929,28.727,14.053,67.88,54.669,22.322,67.88,28.727,14.053,0.0,33.929,134.948,3.413,95.867,22.322,54.669,67.88,28.727,67.88,0.0,54.669,14.053,3.413,95.867,67.88,78.656,33.929,95.867
INST0276_N25_N06_D010,99.392,78.919,203.198,81.517,104.211,81.517,78.919,99.392,75.654,78.919,99.467,57.966,78.919,99.467,203.198,75.654,78.656,95.498,233.468,81.517,99.392,78.656,0.0,57.966,99.392,75.654,131.605,99.467,78.919,131.605,99.392,75.654,78.656,57.966,127.812,81.517,104.211,78.919,99.467,131.605,99.392,131.605,78.656,99.467,75.654,81.517,104.211,131.605,0.0,57.966,104.211
INST0276_N25_N06_P011,43.511,22.387,160.581,37.312,114.14,37.312,22.387,43.511,23.01,22.387,43.657,0.0,22.387,43.657,160.581,23.01,33.929,49.306,175.714,37.312,43.511,33.929,57.966,0.0,43.511,23.01,101.428,43.657,22.387,101.428,43.511,23.01,33.929,0.0,149.729,37.312,114.14,22.387,43.657,101.428,43.511,101.428,33.929,43.657,23.01,37.312,114.14,101.428,57.966,0.0,114.14
INST0276_N25_N06_D011,0.0,21.127,153.452,28.595,122.983,28.595,21.127,0.0,24.088,21.127,35.041,43.511,21.127,35.041,153.452,24.088,28.727,25.326,139.347,28.595,0.0,28.727,99.392,43.511,0.0,24.088,79.42,35.041,21.127,79.42,0.0,24.088,28.727,43.511,162.63,28.595,122.983,21.127,35.041,79.42,0.0,79.42,28.727,35.041,24.088,28.595,122.983,79.42,99.392,43.511,122.983
INST0276_N25_N06_P012,24.088,8.817,164.529,16.848,107.703,16.848,8.817,24.088,0.0,8.817,41.993,23.01,8.817,41.993,164.529,0.0,14.053,26.694,162.641,16.848,24.088,14.053,75.654,23.01,24.088,0.0,81.208,41.993,8.817,81.208,24.088,0.0,14.053,23.01,146.035,16.848,107.703,8.817,41.993,81.208,24.088,81.208,14.053,41.993,0.0,16.848,107.703,81.208,75.654,23.01,107.703
INST0276_N25_N06_D012,79.42,87.893,229.986,64.653,79.694,64.653,87.893,79.42,81.208,87.893,114.332,101.428,87.893,114.332,229.986,81.208,67.88,56.35,182.822,64.653,79.42,67.88,131.605,101.428,79.42,81.208,0.0,114.332,87.893,0.0,79.42,81.208,67.88,101.428,116.851,64.653,79.694,87.893,114.332,0.0,79.42,0.0,67.88,114.332,81.208,64.653,79.694,0.0,131.605,101.428,79.694
INST0276_N25_N06_P013,35.041,33.197,122.582,56.4,149.69,56.4,33.197,35.041,41.993,33.197,0.0,43.657,33.197,0.0,122.582,41.993,54.669,58.839,134.941,56.4,35.041,54.669,99.467,43.657,35.041,41.993,114.332,0.0,33.197,114.332,35.041,41.993,54.669,43.657,187.802,56.4,149.69,33.197,0.0,114.332,35.041,114.332,54.669,0.0,41.993,56.4,149.69,114.332,99.467,43.657,149.69
INST0276_N25_N06_D013,21.127,0.0,155.714,24.705,116.493,24.705,0.0,21.127,8.817,0.0,33.197,22.387,0.0,33.197,155.714,8.817,22.322,31.992,156.702,24.705,21.127,22.322,78.919,22.387,21.127,8.817,87.893,33.197,0.0,87.893,21.127,8.817,22.322,22.387,154.717,24.705,116.493,0.0,33.197,87.893,21.127,87.893,22.322,33.197,8.817,24.705,116.493,87.893,78.919,22.387,116.493
INST0276_N25_N06_P014,79.42,87.893,229.986,64.653,79.694,64.653,87.893,79.42,81.208,87.893,114.332,101.428,87.893,114.332,229.986,81.208,67.88,56.35,182.822,64.653,79.42,67.88,131.605,101.428,79.42,81.208,0.0,114.332,87.893,0.0,79.42,81.208,67.88,101.428,116.851,64.653,79.694,87.893,114.332,0.0,79.42,0.0,67.88,114.332,81.208,64.653,79.694,0.0,131.605,101.428,79.694
INST0276_N25_N06_D014,0.0,21.127,153.452,28.595,122.983,28.595,21.127,0.0,24.088,21.127,35.041,43.511,21.127,35.041,153.452,24.088,28.727,25.326,139.347,28.595,0.0,28.727,99.392,43.511,0.0,24.088,79.42,35.041,21.127,79.42,0.0,24.088,28.727,43.511,162.63,28.595,122.983,21.127,35.041,79.42,0.0,79.42,28.727,35.041,24.088,28.595,122.983,79.42,99.392,43.511,122.983
INST0276_N25_N06_P015,24.088,8.817,164.529,16.848,107.703,16.848,8.817,24.088,0.0,8.817,41.993,23.01,8.817,41.993,164.529,0.0,14.053,26.694,162.641,16.848,24.088,14.053,75.654,23.01,24.088,0.0,81.208,41.993,8.817,81.208,24.088,0.0,14.053,23.01,146.035,16.848,107.703,8.817,41.993,81.208,24.088,81.208,14.053,41.993,0.0,16.848,107.703,81.208,75.654,23.01,107.703
INST0276_N25_N06_D015,28.727,22.322,177.15,3.413,95.867,3.413,22.322,28.727,14.053,22.322,54.669,33.929,22.322,54.669,177.15,14.053,0.0,17.072,167.44,3.413,28.727,0.0,78.656,33.929,28.727,14.053,67.88,54.669,22.322,67.88,28.727,14.053,0.0,33.929,134.948,3.413,95.867,22.322,54.669,67.88,28.727,67.88,0.0,54.669,14.053,3.413,95.867,67.88,78.656,33.929,95.867
INST0276_N25_N06_P016,43.511,22.387,160.581,37.312,114.14,37.312,22.387,43.511,23.01,22.387,43.657,0.0,22.387,43.657,160.581,23.01,33.929,49.306,175.714,37.312,43.511,33.929,57.966,0.0,43.511,23.01,101.428,43.657,22.387,101.428,43.511,23.01,33.929,0.0,149.729,37.312,114.14,22.387,43.657,101.428,43.511,101.428,33.929,43.657,23.01,37.312,114.14,101.428,57.966,0.0,114.14
INST0276_N25_N06_D016,162.63,154.717,309.6,134.313,40.266,134.313,154.717,162.63,146.035,154.717,187.802,149.729,154.717,187.802,309.6,146.035,134.948,139.481,293.481,134.313,162.63,134.948,127.812,149.729,162.63,146.035,116.851,187.802,154.717,116.851,162.63,146.035,134.948,149.729,0.0,134.313,40.266,154.717,187.802,116.851,162.63,116.851,134.948,187.802,146.035,134.313,40.266,116.851,127.812,149.729,40.266
INST0276_N25_N06_P017,28.595,24.705,178.677,0.0,94.965,0.0,24.705,28.595,16.848,24.705,56.4,37.312,24.705,56.4,178.677,16.848,3.413,14.003,166.496,0.0,28.595,3.413,81.517,37.312,28.595,16.848,64.653,56.4,24.705,64.653,28.595,16.848,3.413,37.312,134.313,0.0,94.965,24.705,56.4,64.653,28.595,64.653,3.413,56.4,16.848,0.0,94.965,64.653,81.517,37.312,94.965
INST0276_N25_N06_D017,122.983,116.493,272.117,94.965,0.0,94.965,116.493,122.983,107.703,116.493,149.69,114.14,116.493,149.69,272.117,107.703,95.867,99.415,253.32,94.965,122.983,95.867,104.211,114.14,122.983,107.703,79.694,149.69,116.493,79.694,122.983,107.703,95.867,114.14,40.266,94.965,0.0,116.493,149.69,79.694,122.983,79.694,95.867,149.69,107.703,94.965,0.0,79.694,104.211,114.14,0.0
INST0276_N25_N06_P018,21.127,0.0,155.714,24.705,116.493,24.705,0.0,21.127,8.817,0.0,33.197,22.387,0.0,33.197,155.714,8.817,22.322,31.992,156.702,24.705,21.127,22.322,78.919,22.387,21.127,8.817,87.893,33.197,0.0,87.893,21.127,8.817,22.322,22.387,154.717,24.705,116.493,0.0,33.197,87.893,21.127,87.893,22.322,33.197,8.817,24.705,116.493,87.893,78.919,22.387,116.493
INST0276_N25_N06_D018,35.041,33.197,122.582,56.4,149.69,56.4,33.197,35.041,41.993,33.197,0.0,43.657,33.197,0.0,122.582,41.993,54.669,58.839,134.941,56.4,35.041,54.669,99.467,43.657,35.041,41.993,114.332,0.0,33.197,114.332,35.041,41.993,54.669,43.657,187.802,56.4,149.69,33.197,0.0,114.332,35.041,114.332,54.669,0.0,41.993,56.4,149.69,114.332,99.467,43.657,149.69
INST0276_N25_N06_P019,79.42,87.893,229.986,64.653,79.694,64.653,87.893,79.42,81.208,87.893,114.332,101.428,87.893,114.332,229.986,81.208,67.88,56.35,182.822,64.653,79.42,67.88,131.605,101.428,79.42,81.208,0.0,114.332,87.893,0.0,79.42,81.208,67.88,101.428,116.851,64.653,79.694,87.893,114.332,0.0,79.42,0.0,67.88,114.332,81.208,64.653,79.694,0.0,131.605,101.428,79.694
INST0276_N25_N06_D019,0.0,21.127,153.452,28.595,122.983,28.595,21.127,0.0,24.088,21.127,35.041,43.511,21.127,35.041,153.452,24.088,28.727,25.326,139.347,28.595,0.0,28.727,99.392,43.511,0.0,24.088,79.42,35.041,21.127,79.42,0.0,24.088,28.727,43.511,162.63,28.595,122.983,21.127,35.041,79.42,0.0,79.42,28.727,35.041,24.088,28.595,122.983,79.42,99.392,43.511,122.983
INST0276_N25_N06_P020,79.42,87.893,229.986,64.653,79.694,64.653,87.893,79.42,81.208,87.893,114.332,101.428,87.893,114.332,229.986,81.208,67.88,56.35,182.822,64.653,79.42,67.88,131.605,101.428,79.42,81.208,0.0,114.332,87.893,0.0,79.42,81.208,67.88,101.428,116.851,64.653,79.694,87.893,114.332,0.0,79.42,0.0,67.88,114.332,81.208,64.653,79.694,0.0,131.605,101.428,79.694
INST0276_N25_N06_D020,28.727,22.322,177.15,3.413,95.867,3.413,22.322,28.727,14.053,22.322,54.669,33.929,22.322,54.669,177.15,14.053,0.0,17.072,167.44,3.413,28.727,0.0,78.656,33.929,28.727,14.053,67.88,54.669,22.322,67.88,28.727,14.053,0.0,33.929,134.948,3.413,95.867,22.322,54.669,67.88,28.727,67.88,0.0,54.669,14.053,3.413,95.867,67.88,78.656,33.929,95.867
INST0276_N25_N06_P021,35.041,33.197,122.582,56.4,149.69,56.4,33.197,35.041,41.993,33.197,0.0,43.657,33.197,0.0,122.582,41.993,54.669,58.839,134.941,56.4,35.041,54.669,99.467,43.657,35.041,41.993,114.332,0.0,33.197,114.332,35.041,41.993,54.669,43.657,187.802,56.4,149.69,33.197,0.0,114.332,35.041,114.332,54.669,0.0,41.993,56.4,149.69,114.332,99.467,43.657,149.69
INST0276_N25_N06_D021,24.088,8.817,164.529,16.848,107.703,16.848,8.817,24.088,0.0,8.817,41.993,23.01,8.817,41.993,164.529,0.0,14.053,26.694,162.641,16.848,24.088,14.053,75.654,23.01,24.088,0.0,81.208,41.993,8.817,81.208,24.088,0.0,14.053,23.01,146.035,16.848,107.703,8.817,41.993,81.208,24.088,81.208,14.053,41.993,0.0,16.848,107.703,81.208,75.654,23.01,107.703
INST0276_N25_N06_P022,28.595,24.705,178.677,0.0,94.965,0.0,24.705,28.595,16.848,24.705,56.4,37.312,24.705,56.4,178.677,16.848,3.413,14.003,166.496,0.0,28.595,3.413,81.517,37.312,28.595,16.848,64.653,56.4,24.705,64.653,28.595,16.848,3.413,37.312,134.313,0.0,94.965,24.705,56.4,64.653,28.595,64.653,3.413,56.4,16.848,0.0,94.965,64.653,81.517,37.312,94.965
INST0276_N25_N06_D022,122.983,116.493,272.117,94.965,0.0,94.965,116.493,122.983,107.703,116.493,149.69,114.14,116.493,149.69,272.117,107.703,95.867,99.415,253.32,94.965,122.983,95.867,104.211,114.14,122.983,107.703,79.694,149.69,116.493,79.694,122.983,107.703,95.867,114.14,40.266,94.965,0.0,116.493,149.69,79.694,122.983,79.694,95.867,149.69,107.703,94.965,0.0,79.694,104.211,114.14,0.0
INST0276_N25_N06_P023,79.42,87.893,229.986,64.653,79.694,64.653,87.893,79.42,81.208,87.893,114.332,101.428,87.893,114.332,229.986,81.208,67.88,56.35,182.822,64.653,79.42,67.88,131.605,101.428,79.42,81.208,0.0,114.332,87.893,0.0,79.42,81.208,67.88,101.428,116.851,64.653,79.694,87.893,114.332,0.0,79.42,0.0,67.88,114.332,81.208,64.653,79.694,0.0,131.605,101.428,79.694
INST0276_N25_N06_D023,99.392,78.919,203.198,81.517,104.211,81.517,78.919,99.392,75.654,78.919,99.467,57.966,78.919,99.467,203.198,75.654,78.656,95.498,233.468,81.517,99.392,78.656,0.0,57.966,99.392,75.654,131.605,99.467,78.919,131.605,99.392,75.654,78.656,57.966,127.812,81.517,104.211,78.919,99.467,131.605,99.392,131.605,78.656,99.467,75.654,81.517,104.211,131.605,0.0,57.966,104.211
INST0276_N25_N06_P024,43.511,22.387,160.581,37.312,114.14,37.312,22.387,43.511,23.01,22.387,43.657,0.0,22.387,43.657,160.581,23.01,33.929,49.306,175.714,37.312,43.511,33.929,57.966,0.0,43.511,23.01,101.428,43.657,22.387,101.428,43.511,23.01,33.929,0.0,149.729,37.312,114.14,22.387,43.657,101.428,43.511,101.428,33.929,43.657,23.01,37.312,114.14,101.428,57.966,0.0,114.14
INST0276_N25_N06_D024,122.983,116.493,272.117,94.965,0.0,94.965,116.493,122.983,107.703,116.493,149.69,114.14,116.493,149.69,272.117,107.703,95.867,99.415,253.32,94.965,122.983,95.867,104.211,114.14,122.983,107.703,79.694,149.69,116.493,79.694,122.983,107.703,95.867,114.14,40.266,94.965,0.0,116.493,149.69,79.694,122.983,79.694,95.867,149.69,107.703,94.965,0.0,79.694,104.211,114.14,0.0
