,depot,INST0272_N25_S02_P000,INST0272_N25_S02_D000,INST0272_N25_S02_P001,INST0272_N25_S02_D001,INST0272_N25_S02_P002,INST0272_N25_S02_D002,INST0272_N25_S02_P003,INST0272_N25_S02_D003,INST0272_N25_S02_P004,INST0272_N25_S02_D004,INST0272_N25_S02_P005,INST0272_N25_S02_D005,INST0272_N25_S02_P006,INST0272_N25_S02_D006,INST0272_N25_S02_P007,INST0272_N25_S02_D007,INST0272_N25_S02_P008,INST0272_N25_S02_D008,INST0272_N25_S02_P009,INST0272_N25_S02_D009,INST0272_N25_S02_P010,INST0272_N25_S02_D010,INST0272_N25_S02_P011,INST0272_N25_S02_D011,INST0272_N25_S02_P012,INST0272_N25_S02_D012,INST0272_N25_S02_P013,INST0272_N25_S02_D013,INST0272_N25_S02_P014,INST0272_N25_S02_D014,INST0272_N25_S02_P015,INST0272_N25_S02_D015,INST0272_N25_S02_P016,INST0272_N25_S02_D016,INST0272_N25_S02_P017,INST0272_N25_S02_D017,INST0272_N25_S02_P018,INST0272_N25_S02_D018,INST0272_N25_S02_P019,INST0272_N25_S02_D019,INST0272_N25_S02_P020,INST0272_N25_S02_D020,INST0272_N25_S02_P021,INST0272_N25_S02_D021,INST0272_N25_S02_P022,INST0272_N25_S02_D022,INST0272_N25_S02_P023,INST0272_N25_S02_D023,INST0272_N25_S02_P024,INST0272_N25_S02_D024
INST0272_N25_S02_D004,19.629,36.46,55.179,55.179,5.477,50.526,0.0,0.0,50.526,50.526,0.0,61.394,5.477,55.179,61.394,19.629,61.394,55.179,5.477,0.0,10.881,10.881,19.629,0.0,68.319,0.0,61.394,61.394,10.881,10.881,50.526,36.46,97.061,21.478,0.0,36.46,50.526,10.881,68.319,21.478,10.881,10.881,50.526,21.478,10.881,19.629,0.0,0.0,21.478,61.394,130.689
INST0272_N25_S02_P005,55.171,67.889,113.587,113.587,60.745,10.867,61.394,61.394,10.867,10.867,61.394,0.0,60.745,113.587,0.0,55.171,0.0,113.587,60.745,61.394,54.565,54.565,55.171,61.394,77.092,61.394,0.0,0.0,54.565,54.565,10.867,67.889,36.733,75.908,61.394,67.889,10.867,54.565,77.092,75.908,54.565,54.565,10.867,75.908,54.565,55.171,61.394,61.394,75.908,0.0,69.589
INST0272_N25_S02_D005,24.239,41.761,58.521,58.521,0.0,49.927,5.477,5.477,49.927,49.927,5.477,60.745,0.0,58.521,60.745,24.239,60.745,58.521,0.0,5.477,7.008,7.008,24.239,5.477,62.898,5.477,60.745,60.745,7.008,7.008,49.927,41.761,95.708,26.505,5.477,41.761,49.927,7.008,62.898,26.505,7.008,7.008,49.927,26.505,7.008,24.239,5.477,5.477,26.505,60.745,129.526
INST0272_N25_S02_P006,59.019,54.903,0.0,0.0,58.521,103.002,55.179,55.179,103.002,103.002,55.179,113.587,58.521,0.0,113.587,59.019,113.587,0.0,58.521,55.179,65.452,65.452,59.019,55.179,113.511,55.179,113.587,113.587,65.452,65.452,103.002,54.903,150.208,37.715,55.179,54.903,103.002,65.452,113.511,37.715,65.452,65.452,103.002,37.715,65.452,59.019,55.179,55.179,37.715,113.587,183.035
INST0272_N25_S02_D006,55.171,67.889,113.587,113.587,60.745,10.867,61.394,61.394,10.867,10.867,61.394,0.0,60.745,113.587,0.0,55.171,0.0,113.587,60.745,61.394,54.565,54.565,55.171,61.394,77.092,61.394,0.0,0.0,54.565,54.565,10.867,67.889,36.733,75.908,61.394,67.889,10.867,54.565,77.092,75.908,54.565,54.565,10.867,75.908,54.565,55.171,61.394,61.394,75.908,0.0,69.589
INST0272_N25_S02_P007,0.0,19.488,59.019,59.019,24.239,45.002,19.629,19.629,45.002,45.002,19.629,55.171,24.239,59.019,55.171,0.0,55.171,59.019,24.239,19.629,25.439,25.439,0.0,19.629,83.416,19.629,55.171,55.171,25.439,25.439,45.002,19.488,91.902,21.517,19.629,19.488,45.002,25.439,83.416,21.517,25.439,25.439,45.002,21.517,25.439,0.0,19.629,19.629,21.517,55.171,124.222
INST0272_N25_S02_D007,55.171,67.889,113.587,113.587,60.745,10.867,61.394,61.394,10.867,10.867,61.394,0.0,60.745,113.587,0.0,55.171,0.0,113.587,60.745,61.394,54.565,54.565,55.171,61.394,77.092,61.394,0.0,0.0,54.565,54.565,10.867,67.889,36.733,75.908,61.394,67.889,10.867,54.565,77.092,75.908,54.565,54.565,10.867,75.908,54.565,55.171,61.394,61.394,75.908,0.0,69.589
INST0272_N25_S02_P008,59.019,54.903,0.0,0.0,58.521,103.002,55.179,55.179,103.002,103.002,55.179,113.587,58.521,0.0,113.587,59.019,113.587,0.0,58.521,55.179,65.452,65.452,59.019,55.179,113.511,55.179,113.587,113.587,65.452,65.452,103.002,54.903,150.208,37.715,55.179,54.903,103.002,65.452,113.511,37.715,65.452,65.452,103.002,37.715,65.452,59.019,55.179,55.179,37.715,113.587,183.035
INST0272_N25_S02_D008,24.239,41.761,58.521,58.521,0.0,49.927,5.477,5.477,49.927,49.927,5.477,60.745,0.0,58.521,60.745,24.239,60.745,58.521,0.0,5.477,7.008,7.008,24.239,5.477,62.898,5.477,60.745,60.745,7.008,7.008,49.927,41.761,95.708,26.505,5.477,41.761,49.927,7.008,62.898,26.505,7.008,7.008,49.927,26.505,7.008,24.239,5.477,5.477,26.505,60.745,129.526
INST0272_N25_S02_P009,19.629,36.46,55.179,55.179,5.477,50.526,0.0,0.0,50.526,50.526,0.0,61.394,5.477,55.179,61.394,19.629,61.394,55.179,5.477,0.0,10.881,10.881,19.629,0.0,68.319,0.0,61.394,61.394,10.881,10.881,50.526,36.46,97.061,21.478,0.0,36.46,50.526,10.881,68.319,21.478,10.881,10.881,50.526,21.478,10.881,19.629,0.0,0.0,21.478,61.394,130.689
INST0272_N25_S02_D009,25.439,44.339,65.452,65.452,7.008,43.838,10.881,10.881,43.838,43.838,10.881,54.565,7.008,65.452,54.565,25.439,54.565,65.452,7.008,10.881,0.0,0.0,25.439,10.881,58.699,10.881,54.565,54.565,0.0,0.0,43.838,44.339,89.072,32.298,10.881,44.339,43.838,0.0,58.699,32.298,0.0,0.0,43.838,32.298,0.0,25.439,10.881,10.881,32.298,54.565,122.952
INST0272_N25_S02_P010,25.439,44.339,65.452,65.452,7.008,43.838,10.881,10.881,43.838,43.838,10.881,54.565,7.008,65.452,54.565,25.439,54.565,65.452,7.008,10.881,0.0,0.0,25.439,10.881,58.699,10.881,54.565,54.565,0.0,0.0,43.838,44.339,89.072,32.298,10.881,44.339,43.838,0.0,58.699,32.298,0.0,0.0,43.838,32.298,0.0,25.439,10.881,10.881,32.298,54.565,122.952
INST0272_N25_S02_D010,0.0,19.488,59.019,59.019,24.239,45.002,19.629,19.629,45.002,45.002,19.629,55.171,24.239,59.019,55.171,0.0,55.171,59.019,24.239,19.629,25.439,25.439,0.0,19.629,83.416,19.629,55.171,55.171,25.439,25.439,45.002,19.488,91.902,21.517,19.629,19.488,45.002,25.439,83.416,21.517,25.439,25.439,45.002,21.517,25.439,0.0,19.629,19.629,21.517,55.171,124.222
INST0272_N25_S02_P011,19.629,36.46,55.179,55.179,5.477,50.526,0.0,0.0,50.526,50.526,0.0,61.394,5.477,55.179,61.394,19.629,61.394,55.179,5.477,0.0,10.881,10.881,19.629,0.0,68.319,0.0,61.394,61.394,10.881,10.881,50.526,36.46,97.061,21.478,0.0,36.46,50.526,10.881,68.319,21.478,10.881,10.881,50.526,21.478,10.881,19.629,0.0,0.0,21.478,61.394,130.689
INST0272_N25_S02_D011,83.416,102.776,113.511,113.511,62.898,71.865,68.319,68.319,71.865,71.865,68.319,77.092,62.898,113.511,77.092,83.416,77.092,113.511,62.898,68.319,58.699,58.699,83.416,68.319,0.0,68.319,77.092,77.092,58.699,58.699,71.865,102.776,93.449,88.975,68.319,102.776,71.865,58.699,0.0,88.975,58.699,58.699,71.865,88.975,58.699,83.416,68.319,68.319,88.975,77.092,123.443
INST0272_N25_S02_P012,19.629,36.46,55.179,55.179,5.477,50.526,0.0,0.0,50.526,50.526,0.0,61.394,5.477,55.179,61.394,19.629,61.394,55.179,5.477,0.0,10.881,10.881,19.629,0.0,68.319,0.0,61.394,61.394,10.881,10.881,50.526,36.46,97.061,21.478,0.0,36.46,50.526,10.881,68.319,21.478,10.881,10.881,50.526,21.478,10.881,19.629,0.0,0.0,21.478,61.394,130.689
INST0272_N25_S02_D012,55.171,67.889,113.587,113.587,60.745,10.867,61.394,61.394,10.867,10.867,61.394,0.0,60.745,113.587,0.0,55.171,0.0,113.587,60.745,61.394,54.565,54.565,55.171,61.394,77.092,61.394,0.0,0.0,54.565,54.565,10.867,67.889,36.733,75.908,61.394,67.889,10.867,54.565,77.092,75.908,54.565,54.565,10.867,75.908,54.565,55.171,61.394,61.394,75.908,0.0,69.589
INST0272_N25_S02_P013,55.171,67.889,113.587,113.587,60.745,10.867,61.394,61.394,10.867,10.867,61.394,0.0,60.745,113.587,0.0,55.171,0.0,113.587,60.745,61.394,54.565,54.565,55.171,61.394,77.092,61.394,0.0,0.0,54.565,54.565,10.867,67.889,36.733,75.908,61.394,67.889,10.867,54.565,77.092,75.908,54.565,54.565,10.867,75.908,54.565,55.171,61.394,61.394,75.908,0.0,69.589
INST0272_N25_S02_D013,25.439,44.339,65.452,65.452,7.008,43.838,10.881,10.881,43.838,43.838,10.881,54.565,7.008,65.452,54.565,25.439,54.565,65.452,7.008,10.881,0.0,0.0,25.439,10.881,58.699,10.881,54.565,54.565,0.0,0.0,43.838,44.339,89.072,32.298,10.881,44.339,43.838,0.0,58.699,32.298,0.0,0.0,43.838,32.298,0.0,25.439,10.881,10.881,32.298,54.565,122.952
INST0272_N25_S02_P014,25.439,44.339,65.452,65.452,7.008,43.838,10.881,10.881,43.838,43.838,10.881,54.565,7.008,65.452,54.565,25.439,54.565,65.452,7.008,10.881,0.0,0.0,25.439,10.881,58.699,10.881,54.565,54.565,0.0,0.0,43.838,44.339,89.072,32.298,10.881,44.339,43.838,0.0,58.699,32.298,0.0,0.0,43.838,32.298,0.0,25.439,10.881,10.881,32.298,54.565,122.952
INST0272_N25_S02_D014,45.002,59.003,103.002,103.002,49.927,0.0,50.526,50.526,0.0,0.0,50.526,10.867,49.927,103.002,10.867,45.002,10.867,103.002,49.927,50.526,43.838,43.838,45.002,50.526,71.865,50.526,10.867,10.867,43.838,43.838,0.0,59.003,47.206,65.388,50.526,59.003,0.0,43.838,71.865,65.388,43.838,43.838,0.0,65.388,43.838,45.002,50.526,50.526,65.388,10.867,80.368
INST0272_N25_S02_P015,19.488,0.0,54.903,54.903,41.761,59.003,36.46,36.46,59.003,59.003,36.46,67.889,41.761,54.903,67.889,19.488,67.889,54.903,41.761,36.46,44.339,44.339,19.488,36.46,102.776,36.46,67.889,67.889,44.339,44.339,59.003,0.0,103.829,24.954,36.46,0.0,59.003,44.339,102.776,24.954,44.339,44.339,59.003,24.954,44.339,19.488,36.46,36.46,24.954,67.889,134.327
INST0272_N25_S02_D015,91.902,103.829,150.208,150.208,95.708,47.206,97.061,97.061,47.206,47.206,97.061,36.733,95.708,150.208,36.733,91.902,36.733,150.208,95.708,97.061,89.072,89.072,91.902,97.061,93.449,97.061,36.733,36.733,89.072,89.072,47.206,103.829,0.0,112.576,97.061,103.829,47.206,89.072,93.449,112.576,89.072,89.072,47.206,112.576,89.072,91.902,97.061,97.061,112.576,36.733,33.969
INST0272_N25_S02_P016,21.517,24.954,37.715,37.715,26.505,65.388,21.478,21.478,65.388,65.388,21.478,75.908,26.505,37.715,75.908,21.517,75.908,37.715,26.505,21.478,32.298,32.298,21.517,21.478,88.975,21.478,75.908,75.908,32.298,32.298,65.388,24.954,112.576,0.0,21.478,24.954,65.388,32.298,88.975,0.0,32.298,32.298,65.388,0.0,32.298,21.517,21.478,21.478,0.0,75.908,145.321
INST0272_N25_S02_D016,19.629,36.46,55.179,55.179,5.477,50.526,0.0,0.0,50.526,50.526,0.0,61.394,5.477,55.179,61.394,19.629,61.394,55.179,5.477,0.0,10.881,10.881,19.629,0.0,68.319,0.0,61.394,61.394,10.881,10.881,50.526,36.46,97.061,21.478,0.0,36.46,50.526,10.881,68.319,21.478,10.881,10.881,50.526,21.478,10.881,19.629,0.0,0.0,21.478,61.394,130.689
INST0272_N25_S02_P017,19.488,0.0,54.903,54.903,41.761,59.003,36.46,36.46,59.003,59.003,36.46,67.889,41.761,54.903,67.889,19.488,67.889,54.903,41.761,36.46,44.339,44.339,19.488,36.46,102.776,36.46,67.889,67.889,44.339,44.339,59.003,0.0,103.829,24.954,36.46,0.0,59.003,44.339,102.776,24.954,44.339,44.339,59.003,24.954,44.339,19.488,36.46,36.46,24.954,67.889,134.327
INST0272_N25_S02_D017,45.002,59.003,103.002,103.002,49.927,0.0,50.526,50.526,0.0,0.0,50.526,10.867,49.927,103.002,10.867,45.002,10.867,103.002,49.927,50.526,43.838,43.838,45.002,50.526,71.865,50.526,10.867,10.867,43.838,43.838,0.0,59.003,47.206,65.388,50.526,59.003,0.0,43.838,71.865,65.388,43.838,43.838,0.0,65.388,43.838,45.002,50.526,50.526,65.388,10.867,80.368
INST0272_N25_S02_P018,25.439,44.339,65.452,65.452,7.008,43.838,10.881,10.881,43.838,43.838,10.881,54.565,7.008,65.452,54.565,25.439,54.565,65.452,7.008,10.881,0.0,0.0,25.439,10.881,58.699,10.881,54.565,54.565,0.0,0.0,43.838,44.339,89.072,32.298,10.881,44.339,43.838,0.0,58.699,32.298,0.0,0.0,43.838,32.298,0.0,25.439,10.881,10.881,32.298,54.565,122.952
INST0272_N25_S02_D018,83.416,102.776,113.511,113.511,62.898,71.865,68.319,68.319,71.865,71.865,68.319,77.092,62.898,113.511,77.092,83.416,77.092,113.511,62.898,68.319,58.699,58.699,83.416,68.319,0.0,68.319,77.092,77.092,58.699,58.699,71.865,102.776,93.449,88.975,68.319,102.776,71.865,58.699,0.0,88.975,58.699,58.699,71.865,88.975,58.699,83.416,68.319,68.319,88.975,77.092,123.443
INST0272_N25_S02_P019,21.517,24.954,37.715,37.715,26.505,65.388,21.478,21.478,65.388,65.388,21.478,75.908,26.505,37.715,75.908,21.517,75.908,37.715,26.505,21.478,32.298,32.298,21.517,21.478,88.975,21.478,75.908,75.908,32.298,32.298,65.388,24.954,112.576,0.0,21.478,24.954,65.388,32.298,88.975,0.0,32.298,32.298,65.388,0.0,32.298,21.517,21.478,21.478,0.0,75.908,145.321
INST0272_N25_S02_D019,25.439,44.339,65.452,65.452,7.008,43.838,10.881,10.881,43.838,43.838,10.881,54.565,7.008,65.452,54.565,25.439,54.565,65.452,7.008,10.881,0.0,0.0,25.439,10.881,58.699,10.881,54.565,54.565,0.0,0.0,43.838,44.339,89.072,32.298,10.881,44.339,43.838,0.0,58.699,32.298,0.0,0.0,43.838,32.298,0.0,25.439,10.881,10.881,32.298,54.565,122.952
INST0272_N25_S02_P020,25.439,44.339,65.452,65.452,7.008,43.838,10.881,10.881,43.838,43.838,10.881,54.565,7.008,65.452,54.565,25.439,54.565,65.452,7.008,10.881,0.0,0.0,25.439,10.881,58.699,10.881,54.565,54.565,0.0,0.0,43.838,44.339,89.072,32.298,10.881,44.339,43.838,0.0,58.699,32.298,0.0,0.0,43.838,32.298,0.0,25.439,10.881,10.881,32.298,54.565,122.952
INST0272_N25_S02_D020,45.002,59.003,103.002,103.002,49.927,0.0,50.526,50.526,0.0,0.0,50.526,10.867,49.927,103.002,10.867,45.002,10.867,103.002,49.927,50.526,43.838,43.838,45.002,50.526,71.865,50.526,10.867,10.867,43.838,43.838,0.0,59.003,47.206,65.388,50.526,59.003,0.0,43.838,71.865,65.388,43.838,43.838,0.0,65.388,43.838,45.002,50.526,50.526,65.388,10.867,80.368
INST0272_N25_S02_P021,21.517,24.954,37.715,37.715,26.505,65.388,21.478,21.478,65.388,65.388,21.478,75.908,26.505,37.715,75.908,21.517,75.908,37.715,26.505,21.478,32.298,32.298,21.517,21.478,88.975,21.478,75.908,75.908,32.298,32.298,65.388,24.954,112.576,0.0,21.478,24.954,65.388,32.298,88.975,0.0,32.298,32.298,65.388,0.0,32.298,21.517,21.478,21.478,0.0,75.908,145.321
INST0272_N25_S02_D021,25.439,44.339,65.452,65.452,7.008,43.838,10.881,10.881,43.838,43.838,10.881,54.565,7.008,65.452,54.565,25.439,54.565,65.452,7.008,10.881,0.0,0.0,25.439,10.881,58.699,10.881,54.565,54.565,0.0,0.0,43.838,44.339,89.072,32.298,10.881,44.339,43.838,0.0,58.699,32.298,0.0,0.0,43.838,32.298,0.0,25.439,10.881,10.881,32.298,54.565,122.952
INST0272_N25_S02_P022,0.0,19.488,59.019,59.019,24.239,45.002,19.629,19.629,45.002,45.002,19.629,55.171,24.239,59.019,55.171,0.0,55.171,59.019,24.239,19.629,25.439,25.439,0.0,19.629,83.416,19.629,55.171,55.171,25.439,25.439,45.002,19.488,91.902,21.517,19.629,19.488,45.002,25.439,83.416,21.517,25.439,25.439,45.002,21.517,25.439,0.0,19.629,19.629,21.517,55.171,124.222
INST0272_N25_S02_D022,19.629,36.46,55.179,55.179,5.477,50.526,0.0,0.0,50.526,50.526,0.0,61.394,5.477,55.179,61.394,19.629,61.394,55.179,5.477,0.0,10.881,10.881,19.629,0.0,68.319,0.0,61.394,61.394,10.881,10.881,50.526,36.46,97.061,21.478,0.0,36.46,50.526,10.881,68.319,21.478,10.881,10.881,50.526,21.478,10.881,19.629,0.0,0.0,21.478,61.394,130.689
INST0272_N25_S02_P023,19.629,36.46,55.179,55.179,5.477,50.526,0.0,0.0,50.526,50.526,0.0,61.394,5.477,55.179,61.394,19.629,61.394,55.179,5.477,0.0,10.881,10.881,19.629,0.0,68.319,0.0,61.394,61.394,10.881,10.881,50.526,36.46,97.061,21.478,0.0,36.46,50.526,10.881,68.319,21.478,10.881,10.881,50.526,21.478,10.881,19.629,0.0,0.0,21.478,61.394,130.689
INST0272_N25_S02_D023,21.517,24.954,37.715,37.715,26.505,65.388,21.478,21.478,65.388,65.388,21.478,75.908,26.505,37.715,75.908,21.517,75.908,37.715,26.505,21.478,32.298,32.298,21.517,21.478,88.975,21.478,75.908,75.908,32.298,32.298,65.388,24.954,112.576,0.0,21.478,24.954,65.388,32.298,88.975,0.0,32.298,32.298,65.388,0.0,32.298,21.517,21.478,21.478,0.0,75.908,145.321
INST0272_N25_S02_P024,55.171,67.889,113.587,113.587,60.745,10.867,61.394,61.394,10.867,10.867,61.394,0.0,60.745,113.587,0.0,55.171,0.0,113.587,60.745,61.394,54.565,54.565,55.171,61.394,77.092,61.394,0.0,0.0,54.565,54.565,10.867,67.889,36.733,75.908,61.394,67.889,10.867,54.565,77.092,75.908,54.565,54.565,10.867,75.908,54.565,55.171,61.394,61.394,75.908,0.0,69.589
INST0272_N25_S02_D024,124.222,134.327,183.035,183.035,129.526,80.368,130.689,130.689,80.368,80.368,130.689,69.589,129.526,183.035,69.589,124.222,69.589,183.035,129.526,130.689,122.952,122.952,124.222,130.689,123.443,130.689,69.589,69.589,122.952,122.952,80.368,134.327,33.969,145.321,130.689,134.327,80.368,122.952,123.443,145.321,122.952,122.952,80.368,145.321,122.952,124.222,130.689,130.689,145.321,69.589,0.0
