,depot,INST0200_N18_S20_P000,INST0200_N18_S20_D000,INST0200_N18_S20_P001,INST0200_N18_S20_D001,INST0200_N18_S20_P002,INST0200_N18_S20_D002,INST0200_N18_S20_P003,INST0200_N18_S20_D003,INST0200_N18_S20_P004,INST0200_N18_S20_D004,INST0200_N18_S20_P005,INST0200_N18_S20_D005,INST0200_N18_S20_P006,INST0200_N18_S20_D006,INST0200_N18_S20_P007,INST0200_N18_S20_D007,INST0200_N18_S20_P008,INST0200_N18_S20_D008,INST0200_N18_S20_P009,INST0200_N18_S20_D009,INST0200_N18_S20_P010,INST0200_N18_S20_D010,INST0200_N18_S20_P011,INST0200_N18_S20_D011,INST0200_N18_S20_P012,INST0200_N18_S20_D012,INST0200_N18_S20_P013,INST0200_N18_S20_D013,INST0200_N18_S20_P014,INST0200_N18_S20_D014,INST0200_N18_S20_P015,INST0200_N18_S20_D015,INST0200_N18_S20_P016,INST0200_N18_S20_D016,INST0200_N18_S20_P017,INST0200_N18_S20_D017
INST0200_N18_S20_D007,83.656,77.018,94.398,71.877,87.998,77.018,138.993,125.848,108.949,83.656,108.949,0.0,71.877,0.0,125.848,102.142,0.0,83.656,94.398,87.998,77.018,0.0,138.993,108.949,114.428,77.018,125.848,87.998,0.0,0.0,108.949,138.993,125.848,125.848,71.877,125.848,87.998
INST0200_N18_S20_P008,0.0,6.707,75.176,13.324,61.869,6.707,67.566,44.645,26.3,0.0,26.3,83.656,13.324,83.656,44.645,24.036,83.656,0.0,75.176,61.869,6.707,83.656,67.566,26.3,118.85,6.707,44.645,61.869,83.656,83.656,26.3,67.566,44.645,44.645,13.324,44.645,61.869
INST0200_N18_S20_D008,75.176,74.382,0.0,66.815,13.307,74.382,139.086,83.129,92.948,75.176,92.948,94.398,66.815,94.398,83.129,67.557,94.398,75.176,0.0,13.307,74.382,94.398,139.086,92.948,44.98,74.382,83.129,13.307,94.398,94.398,92.948,139.086,83.129,83.129,66.815,83.129,13.307
INST0200_N18_S20_P009,61.869,61.135,13.307,53.679,0.0,61.135,126.125,72.248,80.067,61.869,80.067,87.998,53.679,87.998,72.248,55.105,87.998,61.869,13.307,0.0,61.135,87.998,126.125,80.067,57.803,61.135,72.248,0.0,87.998,87.998,80.067,126.125,72.248,72.248,53.679,72.248,0.0
INST0200_N18_S20_D009,6.707,0.0,74.382,8.581,61.135,0.0,71.658,51.136,32.455,6.707,32.455,77.018,8.581,77.018,51.136,29.68,77.018,6.707,74.382,61.135,0.0,77.018,71.658,32.455,117.194,0.0,51.136,61.135,77.018,77.018,32.455,71.658,51.136,51.136,8.581,51.136,61.135
INST0200_N18_S20_P010,83.656,77.018,94.398,71.877,87.998,77.018,138.993,125.848,108.949,83.656,108.949,0.0,71.877,0.0,125.848,102.142,0.0,83.656,94.398,87.998,77.018,0.0,138.993,108.949,114.428,77.018,125.848,87.998,0.0,0.0,108.949,138.993,125.848,125.848,71.877,125.848,87.998
INST0200_N18_S20_D010,67.566,71.658,139.086,80.145,126.125,71.658,0.0,67.228,46.181,67.566,46.181,138.993,80.145,138.993,67.228,72.268,138.993,67.566,139.086,126.125,71.658,138.993,0.0,46.181,183.928,71.658,67.228,126.125,138.993,138.993,46.181,0.0,67.228,67.228,80.145,67.228,126.125
INST0200_N18_S20_P011,26.3,32.455,92.948,39.549,80.067,32.455,46.181,30.556,0.0,26.3,0.0,108.949,39.549,108.949,30.556,26.348,108.949,26.3,92.948,80.067,32.455,108.949,46.181,0.0,137.848,32.455,30.556,80.067,108.949,108.949,0.0,46.181,30.556,30.556,39.549,30.556,80.067
INST0200_N18_S20_D011,118.85,117.194,44.98,109.068,57.803,117.194,183.928,127.137,137.848,118.85,137.848,114.428,109.068,114.428,127.137,112.533,114.428,118.85,44.98,57.803,117.194,114.428,183.928,137.848,0.0,117.194,127.137,57.803,114.428,114.428,137.848,183.928,127.137,127.137,109.068,127.137,57.803
INST0200_N18_S20_P012,6.707,0.0,74.382,8.581,61.135,0.0,71.658,51.136,32.455,6.707,32.455,77.018,8.581,77.018,51.136,29.68,77.018,6.707,74.382,61.135,0.0,77.018,71.658,32.455,117.194,0.0,51.136,61.135,77.018,77.018,32.455,71.658,51.136,51.136,8.581,51.136,61.135
INST0200_N18_S20_D012,44.645,51.136,83.129,54.293,72.248,51.136,67.228,0.0,30.556,44.645,30.556,125.848,54.293,125.848,0.0,23.863,125.848,44.645,83.129,72.248,51.136,125.848,67.228,30.556,127.137,51.136,0.0,72.248,125.848,125.848,30.556,67.228,0.0,0.0,54.293,0.0,72.248
INST0200_N18_S20_P013,61.869,61.135,13.307,53.679,0.0,61.135,126.125,72.248,80.067,61.869,80.067,87.998,53.679,87.998,72.248,55.105,87.998,61.869,13.307,0.0,61.135,87.998,126.125,80.067,57.803,61.135,72.248,0.0,87.998,87.998,80.067,126.125,72.248,72.248,53.679,72.248,0.0
INST0200_N18_S20_D013,83.656,77.018,94.398,71.877,87.998,77.018,138.993,125.848,108.949,83.656,108.949,0.0,71.877,0.0,125.848,102.142,0.0,83.656,94.398,87.998,77.018,0.0,138.993,108.949,114.428,77.018,125.848,87.998,0.0,0.0,108.949,138.993,125.848,125.848,71.877,125.848,87.998
INST0200_N18_S20_P014,83.656,77.018,94.398,71.877,87.998,77.018,138.993,125.848,108.949,83.656,108.949,0.0,71.877,0.0,125.848,102.142,0.0,83.656,94.398,87.998,77.018,0.0,138.993,108.949,114.428,77.018,125.848,87.998,0.0,0.0,108.949,138.993,125.848,125.848,71.877,125.848,87.998
INST0200_N18_S20_D014,26.3,32.455,92.948,39.549,80.067,32.455,46.181,30.556,0.0,26.3,0.0,108.949,39.549,108.949,30.556,26.348,108.949,26.3,92.948,80.067,32.455,108.949,46.181,0.0,137.848,32.455,30.556,80.067,108.949,108.949,0.0,46.181,30.556,30.556,39.549,30.556,80.067
INST0200_N18_S20_P015,67.566,71.658,139.086,80.145,126.125,71.658,0.0,67.228,46.181,67.566,46.181,138.993,80.145,138.993,67.228,72.268,138.993,67.566,139.086,126.125,71.658,138.993,0.0,46.181,183.928,71.658,67.228,126.125,138.993,138.993,46.181,0.0,67.228,67.228,80.145,67.228,126.125
INST0200_N18_S20_D015,44.645,51.136,83.129,54.293,72.248,51.136,67.228,0.0,30.556,44.645,30.556,125.848,54.293,125.848,0.0,23.863,125.848,44.645,83.129,72.248,51.136,125.848,67.228,30.556,127.137,51.136,0.0,72.248,125.848,125.848,30.556,67.228,0.0,0.0,54.293,0.0,72.248
INST0200_N18_S20_P016,44.645,51.136,83.129,54.293,72.248,51.136,67.228,0.0,30.556,44.645,30.556,125.848,54.293,125.848,0.0,23.863,125.848,44.645,83.129,72.248,51.136,125.848,67.228,30.556,127.137,51.136,0.0,72.248,125.848,125.848,30.556,67.228,0.0,0.0,54.293,0.0,72.248
INST0200_N18_S20_D016,13.324,8.581,66.815,0.0,53.679,8.581,80.145,54.293,39.549,13.324,39.549,71.877,0.0,71.877,54.293,31.149,71.877,13.324,66.815,53.679,8.581,71.877,80.145,39.549,109.068,8.581,54.293,53.679,71.877,71.877,39.549,80.145,54.293,54.293,0.0,54.293,53.679
INST0200_N18_S20_P017,44.645,51.136,83.129,54.293,72.248,51.136,67.228,0.0,30.556,44.645,30.556,125.848,54.293,125.848,0.0,23.863,125.848,44.645,83.129,72.248,51.136,125.848,67.228,30.556,127.137,51.136,0.0,72.248,125.848,125.848,30.556,67.228,0.0,0.0,54.293,0.0,72.248
INST0200_N18_S20_D017,61.869,61.135,13.307,53.679,0.0,61.135,126.125,72.248,80.067,61.869,80.067,87.998,53.679,87.998,72.248,55.105,87.998,61.869,13.307,0.0,61.135,87.998,126.125,80.067,57.803,61.135,72.248,0.0,87.998,87.998,80.067,126.125,72.248,72.248,53.679,72.248,0.0
