,depot,INST0233_N20_S23_P000,INST0233_N20_S23_D000,INST0233_N20_S23_P001,INST0233_N20_S23_D001,INST0233_N20_S23_P002,INST0233_N20_S23_D002,INST0233_N20_S23_P003,INST0233_N20_S23_D003,INST0233_N20_S23_P004,INST0233_N20_S23_D004,INST0233_N20_S23_P005,INST0233_N20_S23_D005,INST0233_N20_S23_P006,INST0233_N20_S23_D006,INST0233_N20_S23_P007,INST0233_N20_S23_D007,INST0233_N20_S23_P008,INST0233_N20_S23_D008,INST0233_N20_S23_P009,INST0233_N20_S23_D009,INST0233_N20_S23_P010,INST0233_N20_S23_D010,INST0233_N20_S23_P011,INST0233_N20_S23_D011,INST0233_N20_S23_P012,INST0233_N20_S23_D012,INST0233_N20_S23_P013,INST0233_N20_S23_D013,INST0233_N20_S23_P014,INST0233_N20_S23_D014,INST0233_N20_S23_P015,INST0233_N20_S23_D015,INST0233_N20_S23_P016,INST0233_N20_S23_D016,INST0233_N20_S23_P017,INST0233_N20_S23_D017,INST0233_N20_S23_P018,INST0233_N20_S23_D018,INST0233_N20_S23_P019,INST0233_N20_S23_D019
INST0233_N20_S23_D014,49.927,49.927,10.867,10.867,49.927,50.526,47.206,10.867,43.838,0.0,49.927,0.0,50.526,65.388,49.927,49.927,45.002,49.927,65.388,49.927,59.003,59.003,50.526,45.002,71.865,45.002,71.865,50.526,45.002,59.003,0.0,103.002,59.003,59.003,71.865,103.002,49.927,10.867,45.002,50.526,47.206
INST0233_N20_S23_P015,58.521,58.521,113.587,113.587,58.521,55.179,150.208,113.587,65.452,103.002,58.521,103.002,55.179,37.715,58.521,58.521,59.019,58.521,37.715,58.521,54.903,54.903,55.179,59.019,113.511,59.019,113.511,55.179,59.019,54.903,103.002,0.0,54.903,54.903,113.511,0.0,58.521,113.587,59.019,55.179,150.208
INST0233_N20_S23_D015,41.761,41.761,67.889,67.889,41.761,36.46,103.829,67.889,44.339,59.003,41.761,59.003,36.46,24.954,41.761,41.761,19.488,41.761,24.954,41.761,0.0,0.0,36.46,19.488,102.776,19.488,102.776,36.46,19.488,0.0,59.003,54.903,0.0,0.0,102.776,54.903,41.761,67.889,19.488,36.46,103.829
INST0233_N20_S23_P016,41.761,41.761,67.889,67.889,41.761,36.46,103.829,67.889,44.339,59.003,41.761,59.003,36.46,24.954,41.761,41.761,19.488,41.761,24.954,41.761,0.0,0.0,36.46,19.488,102.776,19.488,102.776,36.46,19.488,0.0,59.003,54.903,0.0,0.0,102.776,54.903,41.761,67.889,19.488,36.46,103.829
INST0233_N20_S23_D016,62.898,62.898,77.092,77.092,62.898,68.319,93.449,77.092,58.699,71.865,62.898,71.865,68.319,88.975,62.898,62.898,83.416,62.898,88.975,62.898,102.776,102.776,68.319,83.416,0.0,83.416,0.0,68.319,83.416,102.776,71.865,113.511,102.776,102.776,0.0,113.511,62.898,77.092,83.416,68.319,93.449
INST0233_N20_S23_P017,58.521,58.521,113.587,113.587,58.521,55.179,150.208,113.587,65.452,103.002,58.521,103.002,55.179,37.715,58.521,58.521,59.019,58.521,37.715,58.521,54.903,54.903,55.179,59.019,113.511,59.019,113.511,55.179,59.019,54.903,103.002,0.0,54.903,54.903,113.511,0.0,58.521,113.587,59.019,55.179,150.208
INST0233_N20_S23_D017,0.0,0.0,60.745,60.745,0.0,5.477,95.708,60.745,7.008,49.927,0.0,49.927,5.477,26.505,0.0,0.0,24.239,0.0,26.505,0.0,41.761,41.761,5.477,24.239,62.898,24.239,62.898,5.477,24.239,41.761,49.927,58.521,41.761,41.761,62.898,58.521,0.0,60.745,24.239,5.477,95.708
INST0233_N20_S23_P018,60.745,60.745,0.0,0.0,60.745,61.394,36.733,0.0,54.565,10.867,60.745,10.867,61.394,75.908,60.745,60.745,55.171,60.745,75.908,60.745,67.889,67.889,61.394,55.171,77.092,55.171,77.092,61.394,55.171,67.889,10.867,113.587,67.889,67.889,77.092,113.587,60.745,0.0,55.171,61.394,36.733
INST0233_N20_S23_D018,24.239,24.239,55.171,55.171,24.239,19.629,91.902,55.171,25.439,45.002,24.239,45.002,19.629,21.517,24.239,24.239,0.0,24.239,21.517,24.239,19.488,19.488,19.629,0.0,83.416,0.0,83.416,19.629,0.0,19.488,45.002,59.019,19.488,19.488,83.416,59.019,24.239,55.171,0.0,19.629,91.902
INST0233_N20_S23_P019,5.477,5.477,61.394,61.394,5.477,0.0,97.061,61.394,10.881,50.526,5.477,50.526,0.0,21.478,5.477,5.477,19.629,5.477,21.478,5.477,36.46,36.46,0.0,19.629,68.319,19.629,68.319,0.0,19.629,36.46,50.526,55.179,36.46,36.46,68.319,55.179,5.477,61.394,19.629,0.0,97.061
INST0233_N20_S23_D019,95.708,95.708,36.733,36.733,95.708,97.061,0.0,36.733,89.072,47.206,95.708,47.206,97.061,112.576,95.708,95.708,91.902,95.708,112.576,95.708,103.829,103.829,97.061,91.902,93.449,91.902,93.449,97.061,91.902,103.829,47.206,150.208,103.829,103.829,93.449,150.208,95.708,36.733,91.902,97.061,0.0
