,depot,INST0199_N18_W19_P000,INST0199_N18_W19_D000,INST0199_N18_W19_P001,INST0199_N18_W19_D001,INST0199_N18_W19_P002,INST0199_N18_W19_D002,INST0199_N18_W19_P003,INST0199_N18_W19_D003,INST0199_N18_W19_P004,INST0199_N18_W19_D004,INST0199_N18_W19_P005,INST0199_N18_W19_D005,INST0199_N18_W19_P006,INST0199_N18_W19_D006,INST0199_N18_W19_P007,INST0199_N18_W19_D007,INST0199_N18_W19_P008,INST0199_N18_W19_D008,INST0199_N18_W19_P009,INST0199_N18_W19_D009,INST0199_N18_W19_P010,INST0199_N18_W19_D010,INST0199_N18_W19_P011,INST0199_N18_W19_D011,INST0199_N18_W19_P012,INST0199_N18_W19_D012,INST0199_N18_W19_P013,INST0199_N18_W19_D013,INST0199_N18_W19_P014,INST0199_N18_W19_D014,INST0199_N18_W19_P015,INST0199_N18_W19_D015,INST0199_N18_W19_P016,INST0199_N18_W19_D016,INST0199_N18_W19_P017,INST0199_N18_W19_D017
INST0199_N18_W19_P006,0.0,0.0,104.634,54.132,120.757,71.944,115.807,14.722,104.634,0.0,93.687,71.944,104.634,0.0,109.245,71.944,123.055,0.0,54.132,14.722,115.807,54.132,93.687,71.944,104.634,71.944,0.0,54.132,109.245,54.132,109.245,14.722,71.944,71.944,14.722,54.132,14.722
INST0199_N18_W19_D006,109.245,109.245,35.155,55.217,41.092,41.349,26.872,96.036,35.155,109.245,20.581,41.349,35.155,109.245,0.0,41.349,18.744,109.245,55.217,96.036,26.872,55.217,20.581,41.349,35.155,41.349,109.245,55.217,0.0,55.217,0.0,96.036,41.349,41.349,96.036,55.217,96.036
INST0199_N18_W19_P007,71.944,71.944,55.918,20.342,50.611,0.0,43.952,57.687,55.918,71.944,22.455,0.0,55.918,71.944,41.349,0.0,51.842,71.944,20.342,57.687,43.952,20.342,22.455,0.0,55.918,0.0,71.944,20.342,41.349,20.342,41.349,57.687,0.0,0.0,57.687,20.342,57.687
INST0199_N18_W19_D007,123.055,123.055,52.507,69.129,28.769,51.842,16.35,109.164,52.507,123.055,29.48,51.842,52.507,123.055,18.744,51.842,0.0,123.055,69.129,109.164,16.35,69.129,29.48,51.842,52.507,51.842,123.055,69.129,18.744,69.129,18.744,109.164,51.842,51.842,109.164,69.129,109.164
INST0199_N18_W19_P008,0.0,0.0,104.634,54.132,120.757,71.944,115.807,14.722,104.634,0.0,93.687,71.944,104.634,0.0,109.245,71.944,123.055,0.0,54.132,14.722,115.807,54.132,93.687,71.944,104.634,71.944,0.0,54.132,109.245,54.132,109.245,14.722,71.944,71.944,14.722,54.132,14.722
INST0199_N18_W19_D008,54.132,54.132,57.646,0.0,70.903,20.342,63.444,40.846,57.646,54.132,40.063,20.342,57.646,54.132,55.217,20.342,69.129,54.132,0.0,40.846,63.444,0.0,40.063,20.342,57.646,20.342,54.132,0.0,55.217,0.0,55.217,40.846,20.342,20.342,40.846,0.0,40.846
INST0199_N18_W19_P009,14.722,14.722,94.442,40.846,106.091,57.687,101.402,0.0,94.442,14.722,79.708,57.687,94.442,14.722,96.036,57.687,109.164,14.722,40.846,0.0,101.402,40.846,79.708,57.687,94.442,57.687,14.722,40.846,96.036,40.846,96.036,0.0,57.687,57.687,0.0,40.846,0.0
INST0199_N18_W19_D009,115.807,115.807,61.821,63.444,14.239,43.952,0.0,101.402,61.821,115.807,24.4,43.952,61.821,115.807,26.872,43.952,16.35,115.807,63.444,101.402,0.0,63.444,24.4,43.952,61.821,43.952,115.807,63.444,26.872,63.444,26.872,101.402,43.952,43.952,101.402,63.444,101.402
INST0199_N18_W19_P010,54.132,54.132,57.646,0.0,70.903,20.342,63.444,40.846,57.646,54.132,40.063,20.342,57.646,54.132,55.217,20.342,69.129,54.132,0.0,40.846,63.444,0.0,40.063,20.342,57.646,20.342,54.132,0.0,55.217,0.0,55.217,40.846,20.342,20.342,40.846,0.0,40.846
INST0199_N18_W19_D010,93.687,93.687,46.518,40.063,35.196,22.455,24.4,79.708,46.518,93.687,0.0,22.455,46.518,93.687,20.581,22.455,29.48,93.687,40.063,79.708,24.4,40.063,0.0,22.455,46.518,22.455,93.687,40.063,20.581,40.063,20.581,79.708,22.455,22.455,79.708,40.063,79.708
INST0199_N18_W19_P011,71.944,71.944,55.918,20.342,50.611,0.0,43.952,57.687,55.918,71.944,22.455,0.0,55.918,71.944,41.349,0.0,51.842,71.944,20.342,57.687,43.952,20.342,22.455,0.0,55.918,0.0,71.944,20.342,41.349,20.342,41.349,57.687,0.0,0.0,57.687,20.342,57.687
INST0199_N18_W19_D011,104.634,104.634,0.0,57.646,75.918,55.918,61.821,94.442,0.0,104.634,46.518,55.918,0.0,104.634,35.155,55.918,52.507,104.634,57.646,94.442,61.821,57.646,46.518,55.918,0.0,55.918,104.634,57.646,35.155,57.646,35.155,94.442,55.918,55.918,94.442,57.646,94.442
INST0199_N18_W19_P012,71.944,71.944,55.918,20.342,50.611,0.0,43.952,57.687,55.918,71.944,22.455,0.0,55.918,71.944,41.349,0.0,51.842,71.944,20.342,57.687,43.952,20.342,22.455,0.0,55.918,0.0,71.944,20.342,41.349,20.342,41.349,57.687,0.0,0.0,57.687,20.342,57.687
INST0199_N18_W19_D012,0.0,0.0,104.634,54.132,120.757,71.944,115.807,14.722,104.634,0.0,93.687,71.944,104.634,0.0,109.245,71.944,123.055,0.0,54.132,14.722,115.807,54.132,93.687,71.944,104.634,71.944,0.0,54.132,109.245,54.132,109.245,14.722,71.944,71.944,14.722,54.132,14.722
INST0199_N18_W19_P013,54.132,54.132,57.646,0.0,70.903,20.342,63.444,40.846,57.646,54.132,40.063,20.342,57.646,54.132,55.217,20.342,69.129,54.132,0.0,40.846,63.444,0.0,40.063,20.342,57.646,20.342,54.132,0.0,55.217,0.0,55.217,40.846,20.342,20.342,40.846,0.0,40.846
INST0199_N18_W19_D013,109.245,109.245,35.155,55.217,41.092,41.349,26.872,96.036,35.155,109.245,20.581,41.349,35.155,109.245,0.0,41.349,18.744,109.245,55.217,96.036,26.872,55.217,20.581,41.349,35.155,41.349,109.245,55.217,0.0,55.217,0.0,96.036,41.349,41.349,96.036,55.217,96.036
INST0199_N18_W19_P014,54.132,54.132,57.646,0.0,70.903,20.342,63.444,40.846,57.646,54.132,40.063,20.342,57.646,54.132,55.217,20.342,69.129,54.132,0.0,40.846,63.444,0.0,40.063,20.342,57.646,20.342,54.132,0.0,55.217,0.0,55.217,40.846,20.342,20.342,40.846,0.0,40.846
INST0199_N18_W19_D014,109.245,109.245,35.155,55.217,41.092,41.349,26.872,96.036,35.155,109.245,20.581,41.349,35.155,109.245,0.0,41.349,18.744,109.245,55.217,96.036,26.872,55.217,20.581,41.349,35.155,41.349,109.245,55.217,0.0,55.217,0.0,96.036,41.349,41.349,96.036,55.217,96.036
INST0199_N18_W19_P015,14.722,14.722,94.442,40.846,106.091,57.687,101.402,0.0,94.442,14.722,79.708,57.687,94.442,14.722,96.036,57.687,109.164,14.722,40.846,0.0,101.402,40.846,79.708,57.687,94.442,57.687,14.722,40.846,96.036,40.846,96.036,0.0,57.687,57.687,0.0,40.846,0.0
INST0199_N18_W19_D015,71.944,71.944,55.918,20.342,50.611,0.0,43.952,57.687,55.918,71.944,22.455,0.0,55.918,71.944,41.349,0.0,51.842,71.944,20.342,57.687,43.952,20.342,22.455,0.0,55.918,0.0,71.944,20.342,41.349,20.342,41.349,57.687,0.0,0.0,57.687,20.342,57.687
INST0199_N18_W19_P016,71.944,71.944,55.918,20.342,50.611,0.0,43.952,57.687,55.918,71.944,22.455,0.0,55.918,71.944,41.349,0.0,51.842,71.944,20.342,57.687,43.952,20.342,22.455,0.0,55.918,0.0,71.944,20.342,41.349,20.342,41.349,57.687,0.0,0.0,57.687,20.342,57.687
INST0199_N18_W19_D016,14.722,14.722,94.442,40.846,106.091,57.687,101.402,0.0,94.442,14.722,79.708,57.687,94.442,14.722,96.036,57.687,109.164,14.722,40.846,0.0,101.402,40.846,79.708,57.687,94.442,57.687,14.722,40.846,96.036,40.846,96.036,0.0,57.687,57.687,0.0,40.846,0.0
INST0199_N18_W19_P017,54.132,54.132,57.646,0.0,70.903,20.342,63.444,40.846,57.646,54.132,40.063,20.342,57.646,54.132,55.217,20.342,69.129,54.132,0.0,40.846,63.444,0.0,40.063,20.342,57.646,20.342,54.132,0.0,55.217,0.0,55.217,40.846,20.342,20.342,40.846,0.0,40.846
INST0199_N18_W19_D017,14.722,14.722,94.442,40.846,106.091,57.687,101.402,0.0,94.442,14.722,79.708,57.687,94.442,14.722,96.036,57.687,109.164,14.722,40.846,0.0,101.402,40.846,79.708,57.687,94.442,57.687,14.722,40.846,96.036,40.846,96.036,0.0,57.687,57.687,0.0,40.846,0.0
