,depot,INST0184_N18_W04_P000,INST0184_N18_W04_D000,INST0184_N18_W04_P001,INST0184_N18_W04_D001,INST0184_N18_W04_P002,INST0184_N18_W04_D002,INST0184_N18_W04_P003,INST0184_N18_W04_D003,INST0184_N18_W04_P004,INST0184_N18_W04_D004,INST0184_N18_W04_P005,INST0184_N18_W04_D005,INST0184_N18_W04_P006,INST0184_N18_W04_D006,INST0184_N18_W04_P007,INST0184_N18_W04_D007,INST0184_N18_W04_P008,INST0184_N18_W04_D008,INST0184_N18_W04_P009,INST0184_N18_W04_D009,INST0184_N18_W04_P010,INST0184_N18_W04_D010,INST0184_N18_W04_P011,INST0184_N18_W04_D011,INST0184_N18_W04_P012,INST0184_N18_W04_D012,INST0184_N18_W04_P013,INST0184_N18_W04_D013,INST0184_N18_W04_P014,INST0184_N18_W04_D014,INST0184_N18_W04_P015,INST0184_N18_W04_D015,INST0184_N18_W04_P016,INST0184_N18_W04_D016,INST0184_N18_W04_P017,INST0184_N18_W04_D017
INST0184_N18_W04_D004,123.055,123.055,18.744,123.055,18.744,51.842,19.054,51.842,123.055,109.164,0.0,123.055,52.507,123.055,52.507,51.842,19.054,51.842,11.735,123.055,19.054,109.164,123.055,69.129,16.35,123.055,51.842,51.842,0.0,123.055,18.744,51.842,29.48,109.164,0.0,123.055,29.48
INST0184_N18_W04_P005,0.0,0.0,109.245,0.0,109.245,71.944,104.062,71.944,0.0,14.722,123.055,0.0,104.634,0.0,104.634,71.944,104.062,71.944,130.825,0.0,104.062,14.722,0.0,54.132,115.807,0.0,71.944,71.944,123.055,0.0,109.245,71.944,93.687,14.722,123.055,0.0,93.687
INST0184_N18_W04_D005,104.634,104.634,35.155,104.634,35.155,55.918,46.592,55.918,104.634,94.442,52.507,104.634,0.0,104.634,0.0,55.918,46.592,55.918,64.172,104.634,46.592,94.442,104.634,57.646,61.821,104.634,55.918,55.918,52.507,104.634,35.155,55.918,46.518,94.442,52.507,104.634,46.518
INST0184_N18_W04_P006,0.0,0.0,109.245,0.0,109.245,71.944,104.062,71.944,0.0,14.722,123.055,0.0,104.634,0.0,104.634,71.944,104.062,71.944,130.825,0.0,104.062,14.722,0.0,54.132,115.807,0.0,71.944,71.944,123.055,0.0,109.245,71.944,93.687,14.722,123.055,0.0,93.687
INST0184_N18_W04_D006,104.634,104.634,35.155,104.634,35.155,55.918,46.592,55.918,104.634,94.442,52.507,104.634,0.0,104.634,0.0,55.918,46.592,55.918,64.172,104.634,46.592,94.442,104.634,57.646,61.821,104.634,55.918,55.918,52.507,104.634,35.155,55.918,46.518,94.442,52.507,104.634,46.518
INST0184_N18_W04_P007,71.944,71.944,41.349,71.944,41.349,0.0,32.833,0.0,71.944,57.687,51.842,71.944,55.918,71.944,55.918,0.0,32.833,0.0,58.923,71.944,32.833,57.687,71.944,20.342,43.952,71.944,0.0,0.0,51.842,71.944,41.349,0.0,22.455,57.687,51.842,71.944,22.455
INST0184_N18_W04_D007,104.062,104.062,14.077,104.062,14.077,32.833,0.0,32.833,104.062,90.122,19.054,104.062,46.592,104.062,46.592,32.833,0.0,32.833,27.544,104.062,0.0,90.122,104.062,50.28,16.791,104.062,32.833,32.833,19.054,104.062,14.077,32.833,10.426,90.122,19.054,104.062,10.426
INST0184_N18_W04_P008,71.944,71.944,41.349,71.944,41.349,0.0,32.833,0.0,71.944,57.687,51.842,71.944,55.918,71.944,55.918,0.0,32.833,0.0,58.923,71.944,32.833,57.687,71.944,20.342,43.952,71.944,0.0,0.0,51.842,71.944,41.349,0.0,22.455,57.687,51.842,71.944,22.455
INST0184_N18_W04_D008,130.825,130.825,30.344,130.825,30.344,58.923,27.544,58.923,130.825,116.61,11.735,130.825,64.172,130.825,64.172,58.923,27.544,58.923,0.0,130.825,27.544,116.61,130.825,77.525,16.399,130.825,58.923,58.923,11.735,130.825,30.344,58.923,37.477,116.61,11.735,130.825,37.477
INST0184_N18_W04_P009,0.0,0.0,109.245,0.0,109.245,71.944,104.062,71.944,0.0,14.722,123.055,0.0,104.634,0.0,104.634,71.944,104.062,71.944,130.825,0.0,104.062,14.722,0.0,54.132,115.807,0.0,71.944,71.944,123.055,0.0,109.245,71.944,93.687,14.722,123.055,0.0,93.687
INST0184_N18_W04_D009,104.062,104.062,14.077,104.062,14.077,32.833,0.0,32.833,104.062,90.122,19.054,104.062,46.592,104.062,46.592,32.833,0.0,32.833,27.544,104.062,0.0,90.122,104.062,50.28,16.791,104.062,32.833,32.833,19.054,104.062,14.077,32.833,10.426,90.122,19.054,104.062,10.426
INST0184_N18_W04_P010,14.722,14.722,96.036,14.722,96.036,57.687,90.122,57.687,14.722,0.0,109.164,14.722,94.442,14.722,94.442,57.687,90.122,57.687,116.61,14.722,90.122,0.0,14.722,40.846,101.402,14.722,57.687,57.687,109.164,14.722,96.036,57.687,79.708,0.0,109.164,14.722,79.708
INST0184_N18_W04_D010,0.0,0.0,109.245,0.0,109.245,71.944,104.062,71.944,0.0,14.722,123.055,0.0,104.634,0.0,104.634,71.944,104.062,71.944,130.825,0.0,104.062,14.722,0.0,54.132,115.807,0.0,71.944,71.944,123.055,0.0,109.245,71.944,93.687,14.722,123.055,0.0,93.687
INST0184_N18_W04_P011,54.132,54.132,55.217,54.132,55.217,20.342,50.28,20.342,54.132,40.846,69.129,54.132,57.646,54.132,57.646,20.342,50.28,20.342,77.525,54.132,50.28,40.846,54.132,0.0,63.444,54.132,20.342,20.342,69.129,54.132,55.217,20.342,40.063,40.846,69.129,54.132,40.063
INST0184_N18_W04_D011,115.807,115.807,26.872,115.807,26.872,43.952,16.791,43.952,115.807,101.402,16.35,115.807,61.821,115.807,61.821,43.952,16.791,43.952,16.399,115.807,16.791,101.402,115.807,63.444,0.0,115.807,43.952,43.952,16.35,115.807,26.872,43.952,24.4,101.402,16.35,115.807,24.4
INST0184_N18_W04_P012,0.0,0.0,109.245,0.0,109.245,71.944,104.062,71.944,0.0,14.722,123.055,0.0,104.634,0.0,104.634,71.944,104.062,71.944,130.825,0.0,104.062,14.722,0.0,54.132,115.807,0.0,71.944,71.944,123.055,0.0,109.245,71.944,93.687,14.722,123.055,0.0,93.687
INST0184_N18_W04_D012,71.944,71.944,41.349,71.944,41.349,0.0,32.833,0.0,71.944,57.687,51.842,71.944,55.918,71.944,55.918,0.0,32.833,0.0,58.923,71.944,32.833,57.687,71.944,20.342,43.952,71.944,0.0,0.0,51.842,71.944,41.349,0.0,22.455,57.687,51.842,71.944,22.455
INST0184_N18_W04_P013,71.944,71.944,41.349,71.944,41.349,0.0,32.833,0.0,71.944,57.687,51.842,71.944,55.918,71.944,55.918,0.0,32.833,0.0,58.923,71.944,32.833,57.687,71.944,20.342,43.952,71.944,0.0,0.0,51.842,71.944,41.349,0.0,22.455,57.687,51.842,71.944,22.455
INST0184_N18_W04_D013,123.055,123.055,18.744,123.055,18.744,51.842,19.054,51.842,123.055,109.164,0.0,123.055,52.507,123.055,52.507,51.842,19.054,51.842,11.735,123.055,19.054,109.164,123.055,69.129,16.35,123.055,51.842,51.842,0.0,123.055,18.744,51.842,29.48,109.164,0.0,123.055,29.48
INST0184_N18_W04_P014,0.0,0.0,109.245,0.0,109.245,71.944,104.062,71.944,0.0,14.722,123.055,0.0,104.634,0.0,104.634,71.944,104.062,71.944,130.825,0.0,104.062,14.722,0.0,54.132,115.807,0.0,71.944,71.944,123.055,0.0,109.245,71.944,93.687,14.722,123.055,0.0,93.687
INST0184_N18_W04_D014,109.245,109.245,0.0,109.245,0.0,41.349,14.077,41.349,109.245,96.036,18.744,109.245,35.155,109.245,35.155,41.349,14.077,41.349,30.344,109.245,14.077,96.036,109.245,55.217,26.872,109.245,41.349,41.349,18.744,109.245,0.0,41.349,20.581,96.036,18.744,109.245,20.581
INST0184_N18_W04_P015,71.944,71.944,41.349,71.944,41.349,0.0,32.833,0.0,71.944,57.687,51.842,71.944,55.918,71.944,55.918,0.0,32.833,0.0,58.923,71.944,32.833,57.687,71.944,20.342,43.952,71.944,0.0,0.0,51.842,71.944,41.349,0.0,22.455,57.687,51.842,71.944,22.455
INST0184_N18_W04_D015,93.687,93.687,20.581,93.687,20.581,22.455,10.426,22.455,93.687,79.708,29.48,93.687,46.518,93.687,46.518,22.455,10.426,22.455,37.477,93.687,10.426,79.708,93.687,40.063,24.4,93.687,22.455,22.455,29.48,93.687,20.581,22.455,0.0,79.708,29.48,93.687,0.0
INST0184_N18_W04_P016,14.722,14.722,96.036,14.722,96.036,57.687,90.122,57.687,14.722,0.0,109.164,14.722,94.442,14.722,94.442,57.687,90.122,57.687,116.61,14.722,90.122,0.0,14.722,40.846,101.402,14.722,57.687,57.687,109.164,14.722,96.036,57.687,79.708,0.0,109.164,14.722,79.708
INST0184_N18_W04_D016,123.055,123.055,18.744,123.055,18.744,51.842,19.054,51.842,123.055,109.164,0.0,123.055,52.507,123.055,52.507,51.842,19.054,51.842,11.735,123.055,19.054,109.164,123.055,69.129,16.35,123.055,51.842,51.842,0.0,123.055,18.744,51.842,29.48,109.164,0.0,123.055,29.48
INST0184_N18_W04_P017,0.0,0.0,109.245,0.0,109.245,71.944,104.062,71.944,0.0,14.722,123.055,0.0,104.634,0.0,104.634,71.944,104.062,71.944,130.825,0.0,104.062,14.722,0.0,54.132,115.807,0.0,71.944,71.944,123.055,0.0,109.245,71.944,93.687,14.722,123.055,0.0,93.687
INST0184_N18_W04_D017,93.687,93.687,20.581,93.687,20.581,22.455,10.426,22.455,93.687,79.708,29.48,93.687,46.518,93.687,46.518,22.455,10.426,22.455,37.477,93.687,10.426,79.708,93.687,40.063,24.4,93.687,22.455,22.455,29.48,93.687,20.581,22.455,0.0,79.708,29.48,93.687,0.0
