,depot,INST0293_N25_S23_P000,INST0293_N25_S23_D000,INST0293_N25_S23_P001,INST0293_N25_S23_D001,INST0293_N25_S23_P002,INST0293_N25_S23_D002,INST0293_N25_S23_P003,INST0293_N25_S23_D003,INST0293_N25_S23_P004,INST0293_N25_S23_D004,INST0293_N25_S23_P005,INST0293_N25_S23_D005,INST0293_N25_S23_P006,INST0293_N25_S23_D006,INST0293_N25_S23_P007,INST0293_N25_S23_D007,INST0293_N25_S23_P008,INST0293_N25_S23_D008,INST0293_N25_S23_P009,INST0293_N25_S23_D009,INST0293_N25_S23_P010,INST0293_N25_S23_D010,INST0293_N25_S23_P011,INST0293_N25_S23_D011,INST0293_N25_S23_P012,INST0293_N25_S23_D012,INST0293_N25_S23_P013,INST0293_N25_S23_D013,INST0293_N25_S23_P014,INST0293_N25_S23_D014,INST0293_N25_S23_P015,INST0293_N25_S23_D015,INST0293_N25_S23_P016,INST0293_N25_S23_D016,INST0293_N25_S23_P017,INST0293_N25_S23_D017,INST0293_N25_S23_P018,INST0293_N25_S23_D018,INST0293_N25_S23_P019,INST0293_N25_S23_D019,INST0293_N25_S23_P020,INST0293_N25_S23_D020,INST0293_N25_S23_P021,INST0293_N25_S23_D021,INST0293_N25_S23_P022,INST0293_N25_S23_D022,INST0293_N25_S23_P023,INST0293_N25_S23_D023,INST0293_N25_S23_P024,INST0293_N25_S23_D024
INST0293_N25_S23_D004,71.658,71.658,126.125,72.268,67.566,139.086,80.145,80.145,46.181,71.658,0.0,139.086,67.566,67.566,46.181,139.086,67.566,138.993,67.566,67.566,183.928,72.268,139.086,72.268,67.228,67.566,0.0,80.145,126.125,72.268,0.0,72.268,138.993,67.566,46.181,138.993,224.124,67.566,67.228,138.993,126.125,72.268,80.145,46.181,183.928,71.658,183.928,71.658,126.125,46.181,183.928
INST0293_N25_S23_P005,74.382,74.382,13.307,67.557,75.176,0.0,66.815,66.815,92.948,74.382,139.086,0.0,75.176,75.176,92.948,0.0,75.176,94.398,75.176,75.176,44.98,67.557,0.0,67.557,83.129,75.176,139.086,66.815,13.307,67.557,139.086,67.557,94.398,75.176,92.948,94.398,85.211,75.176,83.129,94.398,13.307,67.557,66.815,92.948,44.98,74.382,44.98,74.382,13.307,92.948,44.98
INST0293_N25_S23_D005,6.707,6.707,61.869,24.036,0.0,75.176,13.324,13.324,26.3,6.707,67.566,75.176,0.0,0.0,26.3,75.176,0.0,83.656,0.0,0.0,118.85,24.036,75.176,24.036,44.645,0.0,67.566,13.324,61.869,24.036,67.566,24.036,83.656,0.0,26.3,83.656,160.028,0.0,44.645,83.656,61.869,24.036,13.324,26.3,118.85,6.707,118.85,6.707,61.869,26.3,118.85
INST0293_N25_S23_P006,6.707,6.707,61.869,24.036,0.0,75.176,13.324,13.324,26.3,6.707,67.566,75.176,0.0,0.0,26.3,75.176,0.0,83.656,0.0,0.0,118.85,24.036,75.176,24.036,44.645,0.0,67.566,13.324,61.869,24.036,67.566,24.036,83.656,0.0,26.3,83.656,160.028,0.0,44.645,83.656,61.869,24.036,13.324,26.3,118.85,6.707,118.85,6.707,61.869,26.3,118.85
INST0293_N25_S23_D006,32.455,32.455,80.067,26.348,26.3,92.948,39.549,39.549,0.0,32.455,46.181,92.948,26.3,26.3,0.0,92.948,26.3,108.949,26.3,26.3,137.848,26.348,92.948,26.348,30.556,26.3,46.181,39.549,80.067,26.348,46.181,26.348,108.949,26.3,0.0,108.949,177.944,26.3,30.556,108.949,80.067,26.348,39.549,0.0,137.848,32.455,137.848,32.455,80.067,0.0,137.848
INST0293_N25_S23_P007,74.382,74.382,13.307,67.557,75.176,0.0,66.815,66.815,92.948,74.382,139.086,0.0,75.176,75.176,92.948,0.0,75.176,94.398,75.176,75.176,44.98,67.557,0.0,67.557,83.129,75.176,139.086,66.815,13.307,67.557,139.086,67.557,94.398,75.176,92.948,94.398,85.211,75.176,83.129,94.398,13.307,67.557,66.815,92.948,44.98,74.382,44.98,74.382,13.307,92.948,44.98
INST0293_N25_S23_D007,6.707,6.707,61.869,24.036,0.0,75.176,13.324,13.324,26.3,6.707,67.566,75.176,0.0,0.0,26.3,75.176,0.0,83.656,0.0,0.0,118.85,24.036,75.176,24.036,44.645,0.0,67.566,13.324,61.869,24.036,67.566,24.036,83.656,0.0,26.3,83.656,160.028,0.0,44.645,83.656,61.869,24.036,13.324,26.3,118.85,6.707,118.85,6.707,61.869,26.3,118.85
INST0293_N25_S23_P008,77.018,77.018,87.998,102.142,83.656,94.398,71.877,71.877,108.949,77.018,138.993,94.398,83.656,83.656,108.949,94.398,83.656,0.0,83.656,83.656,114.428,102.142,94.398,102.142,125.848,83.656,138.993,71.877,87.998,102.142,138.993,102.142,0.0,83.656,108.949,0.0,151.155,83.656,125.848,0.0,87.998,102.142,71.877,108.949,114.428,77.018,114.428,77.018,87.998,108.949,114.428
INST0293_N25_S23_D008,6.707,6.707,61.869,24.036,0.0,75.176,13.324,13.324,26.3,6.707,67.566,75.176,0.0,0.0,26.3,75.176,0.0,83.656,0.0,0.0,118.85,24.036,75.176,24.036,44.645,0.0,67.566,13.324,61.869,24.036,67.566,24.036,83.656,0.0,26.3,83.656,160.028,0.0,44.645,83.656,61.869,24.036,13.324,26.3,118.85,6.707,118.85,6.707,61.869,26.3,118.85
INST0293_N25_S23_P009,6.707,6.707,61.869,24.036,0.0,75.176,13.324,13.324,26.3,6.707,67.566,75.176,0.0,0.0,26.3,75.176,0.0,83.656,0.0,0.0,118.85,24.036,75.176,24.036,44.645,0.0,67.566,13.324,61.869,24.036,67.566,24.036,83.656,0.0,26.3,83.656,160.028,0.0,44.645,83.656,61.869,24.036,13.324,26.3,118.85,6.707,118.85,6.707,61.869,26.3,118.85
INST0293_N25_S23_D009,117.194,117.194,57.803,112.533,118.85,44.98,109.068,109.068,137.848,117.194,183.928,44.98,118.85,118.85,137.848,44.98,118.85,114.428,118.85,118.85,0.0,112.533,44.98,112.533,127.137,118.85,183.928,109.068,57.803,112.533,183.928,112.533,114.428,118.85,137.848,114.428,41.594,118.85,127.137,114.428,57.803,112.533,109.068,137.848,0.0,117.194,0.0,117.194,57.803,137.848,0.0
INST0293_N25_S23_P010,29.68,29.68,55.105,0.0,24.036,67.557,31.149,31.149,26.348,29.68,72.268,67.557,24.036,24.036,26.348,67.557,24.036,102.142,24.036,24.036,112.533,0.0,67.557,0.0,23.863,24.036,72.268,31.149,55.105,0.0,72.268,0.0,102.142,24.036,26.348,102.142,152.108,24.036,23.863,102.142,55.105,0.0,31.149,26.348,112.533,29.68,112.533,29.68,55.105,26.348,112.533
INST0293_N25_S23_D010,74.382,74.382,13.307,67.557,75.176,0.0,66.815,66.815,92.948,74.382,139.086,0.0,75.176,75.176,92.948,0.0,75.176,94.398,75.176,75.176,44.98,67.557,0.0,67.557,83.129,75.176,139.086,66.815,13.307,67.557,139.086,67.557,94.398,75.176,92.948,94.398,85.211,75.176,83.129,94.398,13.307,67.557,66.815,92.948,44.98,74.382,44.98,74.382,13.307,92.948,44.98
INST0293_N25_S23_P011,29.68,29.68,55.105,0.0,24.036,67.557,31.149,31.149,26.348,29.68,72.268,67.557,24.036,24.036,26.348,67.557,24.036,102.142,24.036,24.036,112.533,0.0,67.557,0.0,23.863,24.036,72.268,31.149,55.105,0.0,72.268,0.0,102.142,24.036,26.348,102.142,152.108,24.036,23.863,102.142,55.105,0.0,31.149,26.348,112.533,29.68,112.533,29.68,55.105,26.348,112.533
INST0293_N25_S23_D011,51.136,51.136,72.248,23.863,44.645,83.129,54.293,54.293,30.556,51.136,67.228,83.129,44.645,44.645,30.556,83.129,44.645,125.848,44.645,44.645,127.137,23.863,83.129,23.863,0.0,44.645,67.228,54.293,72.248,23.863,67.228,23.863,125.848,44.645,30.556,125.848,164.482,44.645,0.0,125.848,72.248,23.863,54.293,30.556,127.137,51.136,127.137,51.136,72.248,30.556,127.137
INST0293_N25_S23_P012,6.707,6.707,61.869,24.036,0.0,75.176,13.324,13.324,26.3,6.707,67.566,75.176,0.0,0.0,26.3,75.176,0.0,83.656,0.0,0.0,118.85,24.036,75.176,24.036,44.645,0.0,67.566,13.324,61.869,24.036,67.566,24.036,83.656,0.0,26.3,83.656,160.028,0.0,44.645,83.656,61.869,24.036,13.324,26.3,118.85,6.707,118.85,6.707,61.869,26.3,118.85
INST0293_N25_S23_D012,71.658,71.658,126.125,72.268,67.566,139.086,80.145,80.145,46.181,71.658,0.0,139.086,67.566,67.566,46.181,139.086,67.566,138.993,67.566,67.566,183.928,72.268,139.086,72.268,67.228,67.566,0.0,80.145,126.125,72.268,0.0,72.268,138.993,67.566,46.181,138.993,224.124,67.566,67.228,138.993,126.125,72.268,80.145,46.181,183.928,71.658,183.928,71.658,126.125,46.181,183.928
INST0293_N25_S23_P013,8.581,8.581,53.679,31.149,13.324,66.815,0.0,0.0,39.549,8.581,80.145,66.815,13.324,13.324,39.549,66.815,13.324,71.877,13.324,13.324,109.068,31.149,66.815,31.149,54.293,13.324,80.145,0.0,53.679,31.149,80.145,31.149,71.877,13.324,39.549,71.877,150.553,13.324,54.293,71.877,53.679,31.149,0.0,39.549,109.068,8.581,109.068,8.581,53.679,39.549,109.068
INST0293_N25_S23_D013,61.135,61.135,0.0,55.105,61.869,13.307,53.679,53.679,80.067,61.135,126.125,13.307,61.869,61.869,80.067,13.307,61.869,87.998,61.869,61.869,57.803,55.105,13.307,55.105,72.248,61.869,126.125,53.679,0.0,55.105,126.125,55.105,87.998,61.869,80.067,87.998,98.41,61.869,72.248,87.998,0.0,55.105,53.679,80.067,57.803,61.135,57.803,61.135,0.0,80.067,57.803
INST0293_N25_S23_P014,29.68,29.68,55.105,0.0,24.036,67.557,31.149,31.149,26.348,29.68,72.268,67.557,24.036,24.036,26.348,67.557,24.036,102.142,24.036,24.036,112.533,0.0,67.557,0.0,23.863,24.036,72.268,31.149,55.105,0.0,72.268,0.0,102.142,24.036,26.348,102.142,152.108,24.036,23.863,102.142,55.105,0.0,31.149,26.348,112.533,29.68,112.533,29.68,55.105,26.348,112.533
INST0293_N25_S23_D014,71.658,71.658,126.125,72.268,67.566,139.086,80.145,80.145,46.181,71.658,0.0,139.086,67.566,67.566,46.181,139.086,67.566,138.993,67.566,67.566,183.928,72.268,139.086,72.268,67.228,67.566,0.0,80.145,126.125,72.268,0.0,72.268,138.993,67.566,46.181,138.993,224.124,67.566,67.228,138.993,126.125,72.268,80.145,46.181,183.928,71.658,183.928,71.658,126.125,46.181,183.928
INST0293_N25_S23_P015,29.68,29.68,55.105,0.0,24.036,67.557,31.149,31.149,26.348,29.68,72.268,67.557,24.036,24.036,26.348,67.557,24.036,102.142,24.036,24.036,112.533,0.0,67.557,0.0,23.863,24.036,72.268,31.149,55.105,0.0,72.268,0.0,102.142,24.036,26.348,102.142,152.108,24.036,23.863,102.142,55.105,0.0,31.149,26.348,112.533,29.68,112.533,29.68,55.105,26.348,112.533
INST0293_N25_S23_D015,77.018,77.018,87.998,102.142,83.656,94.398,71.877,71.877,108.949,77.018,138.993,94.398,83.656,83.656,108.949,94.398,83.656,0.0,83.656,83.656,114.428,102.142,94.398,102.142,125.848,83.656,138.993,71.877,87.998,102.142,138.993,102.142,0.0,83.656,108.949,0.0,151.155,83.656,125.848,0.0,87.998,102.142,71.877,108.949,114.428,77.018,114.428,77.018,87.998,108.949,114.428
INST0293_N25_S23_P016,6.707,6.707,61.869,24.036,0.0,75.176,13.324,13.324,26.3,6.707,67.566,75.176,0.0,0.0,26.3,75.176,0.0,83.656,0.0,0.0,118.85,24.036,75.176,24.036,44.645,0.0,67.566,13.324,61.869,24.036,67.566,24.036,83.656,0.0,26.3,83.656,160.028,0.0,44.645,83.656,61.869,24.036,13.324,26.3,118.85,6.707,118.85,6.707,61.869,26.3,118.85
INST0293_N25_S23_D016,32.455,32.455,80.067,26.348,26.3,92.948,39.549,39.549,0.0,32.455,46.181,92.948,26.3,26.3,0.0,92.948,26.3,108.949,26.3,26.3,137.848,26.348,92.948,26.348,30.556,26.3,46.181,39.549,80.067,26.348,46.181,26.348,108.949,26.3,0.0,108.949,177.944,26.3,30.556,108.949,80.067,26.348,39.549,0.0,137.848,32.455,137.848,32.455,80.067,0.0,137.848
INST0293_N25_S23_P017,77.018,77.018,87.998,102.142,83.656,94.398,71.877,71.877,108.949,77.018,138.993,94.398,83.656,83.656,108.949,94.398,83.656,0.0,83.656,83.656,114.428,102.142,94.398,102.142,125.848,83.656,138.993,71.877,87.998,102.142,138.993,102.142,0.0,83.656,108.949,0.0,151.155,83.656,125.848,0.0,87.998,102.142,71.877,108.949,114.428,77.018,114.428,77.018,87.998,108.949,114.428
INST0293_N25_S23_D017,158.604,158.604,98.41,152.108,160.028,85.211,150.553,150.553,177.944,158.604,224.124,85.211,160.028,160.028,177.944,85.211,160.028,151.155,160.028,160.028,41.594,152.108,85.211,152.108,164.482,160.028,224.124,150.553,98.41,152.108,224.124,152.108,151.155,160.028,177.944,151.155,0.0,160.028,164.482,151.155,98.41,152.108,150.553,177.944,41.594,158.604,41.594,158.604,98.41,177.944,41.594
INST0293_N25_S23_P018,6.707,6.707,61.869,24.036,0.0,75.176,13.324,13.324,26.3,6.707,67.566,75.176,0.0,0.0,26.3,75.176,0.0,83.656,0.0,0.0,118.85,24.036,75.176,24.036,44.645,0.0,67.566,13.324,61.869,24.036,67.566,24.036,83.656,0.0,26.3,83.656,160.028,0.0,44.645,83.656,61.869,24.036,13.324,26.3,118.85,6.707,118.85,6.707,61.869,26.3,118.85
INST0293_N25_S23_D018,51.136,51.136,72.248,23.863,44.645,83.129,54.293,54.293,30.556,51.136,67.228,83.129,44.645,44.645,30.556,83.129,44.645,125.848,44.645,44.645,127.137,23.863,83.129,23.863,0.0,44.645,67.228,54.293,72.248,23.863,67.228,23.863,125.848,44.645,30.556,125.848,164.482,44.645,0.0,125.848,72.248,23.863,54.293,30.556,127.137,51.136,127.137,51.136,72.248,30.556,127.137
INST0293_N25_S23_P019,77.018,77.018,87.998,102.142,83.656,94.398,71.877,71.877,108.949,77.018,138.993,94.398,83.656,83.656,108.949,94.398,83.656,0.0,83.656,83.656,114.428,102.142,94.398,102.142,125.848,83.656,138.993,71.877,87.998,102.142,138.993,102.142,0.0,83.656,108.949,0.0,151.155,83.656,125.848,0.0,87.998,102.142,71.877,108.949,114.428,77.018,114.428,77.018,87.998,108.949,114.428
INST0293_N25_S23_D019,61.135,61.135,0.0,55.105,61.869,13.307,53.679,53.679,80.067,61.135,126.125,13.307,61.869,61.869,80.067,13.307,61.869,87.998,61.869,61.869,57.803,55.105,13.307,55.105,72.248,61.869,126.125,53.679,0.0,55.105,126.125,55.105,87.998,61.869,80.067,87.998,98.41,61.869,72.248,87.998,0.0,55.105,53.679,80.067,57.803,61.135,57.803,61.135,0.0,80.067,57.803
INST0293_N25_S23_P020,29.68,29.68,55.105,0.0,24.036,67.557,31.149,31.149,26.348,29.68,72.268,67.557,24.036,24.036,26.348,67.557,24.036,102.142,24.036,24.036,112.533,0.0,67.557,0.0,23.863,24.036,72.268,31.149,55.105,0.0,72.268,0.0,102.142,24.036,26.348,102.142,152.108,24.036,23.863,102.142,55.105,0.0,31.149,26.348,112.533,29.68,112.533,29.68,55.105,26.348,112.533
INST0293_N25_S23_D020,8.581,8.581,53.679,31.149,13.324,66.815,0.0,0.0,39.549,8.581,80.145,66.815,13.324,13.324,39.549,66.815,13.324,71.877,13.324,13.324,109.068,31.149,66.815,31.149,54.293,13.324,80.145,0.0,53.679,31.149,80.145,31.149,71.877,13.324,39.549,71.877,150.553,13.324,54.293,71.877,53.679,31.149,0.0,39.549,109.068,8.581,109.068,8.581,53.679,39.549,109.068
INST0293_N25_S23_P021,32.455,32.455,80.067,26.348,26.3,92.948,39.549,39.549,0.0,32.455,46.181,92.948,26.3,26.3,0.0,92.948,26.3,108.949,26.3,26.3,137.848,26.348,92.948,26.348,30.556,26.3,46.181,39.549,80.067,26.348,46.181,26.348,108.949,26.3,0.0,108.949,177.944,26.3,30.556,108.949,80.067,26.348,39.549,0.0,137.848,32.455,137.848,32.455,80.067,0.0,137.848
INST0293_N25_S23_D021,117.194,117.194,57.803,112.533,118.85,44.98,109.068,109.068,137.848,117.194,183.928,44.98,118.85,118.85,137.848,44.98,118.85,114.428,118.85,118.85,0.0,112.533,44.98,112.533,127.137,118.85,183.928,109.068,57.803,112.533,183.928,112.533,114.428,118.85,137.848,114.428,41.594,118.85,127.137,114.428,57.803,112.533,109.068,137.848,0.0,117.194,0.0,117.194,57.803,137.848,0.0
INST0293_N25_S23_P022,0.0,0.0,61.135,29.68,6.707,74.382,8.581,8.581,32.455,0.0,71.658,74.382,6.707,6.707,32.455,74.382,6.707,77.018,6.707,6.707,117.194,29.68,74.382,29.68,51.136,6.707,71.658,8.581,61.135,29.68,71.658,29.68,77.018,6.707,32.455,77.018,158.604,6.707,51.136,77.018,61.135,29.68,8.581,32.455,117.194,0.0,117.194,0.0,61.135,32.455,117.194
INST0293_N25_S23_D022,117.194,117.194,57.803,112.533,118.85,44.98,109.068,109.068,137.848,117.194,183.928,44.98,118.85,118.85,137.848,44.98,118.85,114.428,118.85,118.85,0.0,112.533,44.98,112.533,127.137,118.85,183.928,109.068,57.803,112.533,183.928,112.533,114.428,118.85,137.848,114.428,41.594,118.85,127.137,114.428,57.803,112.533,109.068,137.848,0.0,117.194,0.0,117.194,57.803,137.848,0.0
INST0293_N25_S23_P023,0.0,0.0,61.135,29.68,6.707,74.382,8.581,8.581,32.455,0.0,71.658,74.382,6.707,6.707,32.455,74.382,6.707,77.018,6.707,6.707,117.194,29.68,74.382,29.68,51.136,6.707,71.658,8.581,61.135,29.68,71.658,29.68,77.018,6.707,32.455,77.018,158.604,6.707,51.136,77.018,61.135,29.68,8.581,32.455,117.194,0.0,117.194,0.0,61.135,32.455,117.194
INST0293_N25_S23_D023,61.135,61.135,0.0,55.105,61.869,13.307,53.679,53.679,80.067,61.135,126.125,13.307,61.869,61.869,80.067,13.307,61.869,87.998,61.869,61.869,57.803,55.105,13.307,55.105,72.248,61.869,126.125,53.679,0.0,55.105,126.125,55.105,87.998,61.869,80.067,87.998,98.41,61.869,72.248,87.998,0.0,55.105,53.679,80.067,57.803,61.135,57.803,61.135,0.0,80.067,57.803
INST0293_N25_S23_P024,32.455,32.455,80.067,26.348,26.3,92.948,39.549,39.549,0.0,32.455,46.181,92.948,26.3,26.3,0.0,92.948,26.3,108.949,26.3,26.3,137.848,26.348,92.948,26.348,30.556,26.3,46.181,39.549,80.067,26.348,46.181,26.348,108.949,26.3,0.0,108.949,177.944,26.3,30.556,108.949,80.067,26.348,39.549,0.0,137.848,32.455,137.848,32.455,80.067,0.0,137.848
INST0293_N25_S23_D024,117.194,117.194,57.803,112.533,118.85,44.98,109.068,109.068,137.848,117.194,183.928,44.98,118.85,118.85,137.848,44.98,118.85,114.428,118.85,118.85,0.0,112.533,44.98,112.533,127.137,118.85,183.928,109.068,57.803,112.533,183.928,112.533,114.428,118.85,137.848,114.428,41.594,118.85,127.137,114.428,57.803,112.533,109.068,137.848,0.0,117.194,0.0,117.194,57.803,137.848,0.0
