,depot,INST0194_N18_S14_P000,INST0194_N18_S14_D000,INST0194_N18_S14_P001,INST0194_N18_S14_D001,INST0194_N18_S14_P002,INST0194_N18_S14_D002,INST0194_N18_S14_P003,INST0194_N18_S14_D003,INST0194_N18_S14_P004,INST0194_N18_S14_D004,INST0194_N18_S14_P005,INST0194_N18_S14_D005,INST0194_N18_S14_P006,INST0194_N18_S14_D006,INST0194_N18_S14_P007,INST0194_N18_S14_D007,INST0194_N18_S14_P008,INST0194_N18_S14_D008,INST0194_N18_S14_P009,INST0194_N18_S14_D009,INST0194_N18_S14_P010,INST0194_N18_S14_D010,INST0194_N18_S14_P011,INST0194_N18_S14_D011,INST0194_N18_S14_P012,INST0194_N18_S14_D012,INST0194_N18_S14_P013,INST0194_N18_S14_D013,INST0194_N18_S14_P014,INST0194_N18_S14_D014,INST0194_N18_S14_P015,INST0194_N18_S14_D015,INST0194_N18_S14_P016,INST0194_N18_S14_D016,INST0194_N18_S14_P017,INST0194_N18_S14_D017
INST0194_N18_S14_D004,80.145,72.268,67.228,71.658,224.124,139.086,80.145,0.0,139.086,67.228,0.0,126.125,67.228,139.086,224.124,72.268,46.181,126.125,138.993,67.566,0.0,72.268,80.145,80.145,183.928,67.228,183.928,139.086,46.181,139.086,183.928,72.268,67.228,80.145,67.566,46.181,80.145
INST0194_N18_S14_P005,53.679,55.105,72.248,61.135,98.41,13.307,53.679,126.125,13.307,72.248,126.125,0.0,72.248,13.307,98.41,55.105,80.067,0.0,87.998,61.869,126.125,55.105,53.679,53.679,57.803,72.248,57.803,13.307,80.067,13.307,57.803,55.105,72.248,53.679,61.869,80.067,53.679
INST0194_N18_S14_D005,54.293,23.863,0.0,51.136,164.482,83.129,54.293,67.228,83.129,0.0,67.228,72.248,0.0,83.129,164.482,23.863,30.556,72.248,125.848,44.645,67.228,23.863,54.293,54.293,127.137,0.0,127.137,83.129,30.556,83.129,127.137,23.863,0.0,54.293,44.645,30.556,54.293
INST0194_N18_S14_P006,66.815,67.557,83.129,74.382,85.211,0.0,66.815,139.086,0.0,83.129,139.086,13.307,83.129,0.0,85.211,67.557,92.948,13.307,94.398,75.176,139.086,67.557,66.815,66.815,44.98,83.129,44.98,0.0,92.948,0.0,44.98,67.557,83.129,66.815,75.176,92.948,66.815
INST0194_N18_S14_D006,150.553,152.108,164.482,158.604,0.0,85.211,150.553,224.124,85.211,164.482,224.124,98.41,164.482,85.211,0.0,152.108,177.944,98.41,151.155,160.028,224.124,152.108,150.553,150.553,41.594,164.482,41.594,85.211,177.944,85.211,41.594,152.108,164.482,150.553,160.028,177.944,150.553
INST0194_N18_S14_P007,31.149,0.0,23.863,29.68,152.108,67.557,31.149,72.268,67.557,23.863,72.268,55.105,23.863,67.557,152.108,0.0,26.348,55.105,102.142,24.036,72.268,0.0,31.149,31.149,112.533,23.863,112.533,67.557,26.348,67.557,112.533,0.0,23.863,31.149,24.036,26.348,31.149
INST0194_N18_S14_D007,39.549,26.348,30.556,32.455,177.944,92.948,39.549,46.181,92.948,30.556,46.181,80.067,30.556,92.948,177.944,26.348,0.0,80.067,108.949,26.3,46.181,26.348,39.549,39.549,137.848,30.556,137.848,92.948,0.0,92.948,137.848,26.348,30.556,39.549,26.3,0.0,39.549
INST0194_N18_S14_P008,53.679,55.105,72.248,61.135,98.41,13.307,53.679,126.125,13.307,72.248,126.125,0.0,72.248,13.307,98.41,55.105,80.067,0.0,87.998,61.869,126.125,55.105,53.679,53.679,57.803,72.248,57.803,13.307,80.067,13.307,57.803,55.105,72.248,53.679,61.869,80.067,53.679
INST0194_N18_S14_D008,71.877,102.142,125.848,77.018,151.155,94.398,71.877,138.993,94.398,125.848,138.993,87.998,125.848,94.398,151.155,102.142,108.949,87.998,0.0,83.656,138.993,102.142,71.877,71.877,114.428,125.848,114.428,94.398,108.949,94.398,114.428,102.142,125.848,71.877,83.656,108.949,71.877
INST0194_N18_S14_P009,13.324,24.036,44.645,6.707,160.028,75.176,13.324,67.566,75.176,44.645,67.566,61.869,44.645,75.176,160.028,24.036,26.3,61.869,83.656,0.0,67.566,24.036,13.324,13.324,118.85,44.645,118.85,75.176,26.3,75.176,118.85,24.036,44.645,13.324,0.0,26.3,13.324
INST0194_N18_S14_D009,80.145,72.268,67.228,71.658,224.124,139.086,80.145,0.0,139.086,67.228,0.0,126.125,67.228,139.086,224.124,72.268,46.181,126.125,138.993,67.566,0.0,72.268,80.145,80.145,183.928,67.228,183.928,139.086,46.181,139.086,183.928,72.268,67.228,80.145,67.566,46.181,80.145
INST0194_N18_S14_P010,31.149,0.0,23.863,29.68,152.108,67.557,31.149,72.268,67.557,23.863,72.268,55.105,23.863,67.557,152.108,0.0,26.348,55.105,102.142,24.036,72.268,0.0,31.149,31.149,112.533,23.863,112.533,67.557,26.348,67.557,112.533,0.0,23.863,31.149,24.036,26.348,31.149
INST0194_N18_S14_D010,0.0,31.149,54.293,8.581,150.553,66.815,0.0,80.145,66.815,54.293,80.145,53.679,54.293,66.815,150.553,31.149,39.549,53.679,71.877,13.324,80.145,31.149,0.0,0.0,109.068,54.293,109.068,66.815,39.549,66.815,109.068,31.149,54.293,0.0,13.324,39.549,0.0
INST0194_N18_S14_P011,0.0,31.149,54.293,8.581,150.553,66.815,0.0,80.145,66.815,54.293,80.145,53.679,54.293,66.815,150.553,31.149,39.549,53.679,71.877,13.324,80.145,31.149,0.0,0.0,109.068,54.293,109.068,66.815,39.549,66.815,109.068,31.149,54.293,0.0,13.324,39.549,0.0
INST0194_N18_S14_D011,109.068,112.533,127.137,117.194,41.594,44.98,109.068,183.928,44.98,127.137,183.928,57.803,127.137,44.98,41.594,112.533,137.848,57.803,114.428,118.85,183.928,112.533,109.068,109.068,0.0,127.137,0.0,44.98,137.848,44.98,0.0,112.533,127.137,109.068,118.85,137.848,109.068
INST0194_N18_S14_P012,54.293,23.863,0.0,51.136,164.482,83.129,54.293,67.228,83.129,0.0,67.228,72.248,0.0,83.129,164.482,23.863,30.556,72.248,125.848,44.645,67.228,23.863,54.293,54.293,127.137,0.0,127.137,83.129,30.556,83.129,127.137,23.863,0.0,54.293,44.645,30.556,54.293
INST0194_N18_S14_D012,109.068,112.533,127.137,117.194,41.594,44.98,109.068,183.928,44.98,127.137,183.928,57.803,127.137,44.98,41.594,112.533,137.848,57.803,114.428,118.85,183.928,112.533,109.068,109.068,0.0,127.137,0.0,44.98,137.848,44.98,0.0,112.533,127.137,109.068,118.85,137.848,109.068
INST0194_N18_S14_P013,66.815,67.557,83.129,74.382,85.211,0.0,66.815,139.086,0.0,83.129,139.086,13.307,83.129,0.0,85.211,67.557,92.948,13.307,94.398,75.176,139.086,67.557,66.815,66.815,44.98,83.129,44.98,0.0,92.948,0.0,44.98,67.557,83.129,66.815,75.176,92.948,66.815
INST0194_N18_S14_D013,39.549,26.348,30.556,32.455,177.944,92.948,39.549,46.181,92.948,30.556,46.181,80.067,30.556,92.948,177.944,26.348,0.0,80.067,108.949,26.3,46.181,26.348,39.549,39.549,137.848,30.556,137.848,92.948,0.0,92.948,137.848,26.348,30.556,39.549,26.3,0.0,39.549
INST0194_N18_S14_P014,66.815,67.557,83.129,74.382,85.211,0.0,66.815,139.086,0.0,83.129,139.086,13.307,83.129,0.0,85.211,67.557,92.948,13.307,94.398,75.176,139.086,67.557,66.815,66.815,44.98,83.129,44.98,0.0,92.948,0.0,44.98,67.557,83.129,66.815,75.176,92.948,66.815
INST0194_N18_S14_D014,109.068,112.533,127.137,117.194,41.594,44.98,109.068,183.928,44.98,127.137,183.928,57.803,127.137,44.98,41.594,112.533,137.848,57.803,114.428,118.85,183.928,112.533,109.068,109.068,0.0,127.137,0.0,44.98,137.848,44.98,0.0,112.533,127.137,109.068,118.85,137.848,109.068
INST0194_N18_S14_P015,31.149,0.0,23.863,29.68,152.108,67.557,31.149,72.268,67.557,23.863,72.268,55.105,23.863,67.557,152.108,0.0,26.348,55.105,102.142,24.036,72.268,0.0,31.149,31.149,112.533,23.863,112.533,67.557,26.348,67.557,112.533,0.0,23.863,31.149,24.036,26.348,31.149
INST0194_N18_S14_D015,54.293,23.863,0.0,51.136,164.482,83.129,54.293,67.228,83.129,0.0,67.228,72.248,0.0,83.129,164.482,23.863,30.556,72.248,125.848,44.645,67.228,23.863,54.293,54.293,127.137,0.0,127.137,83.129,30.556,83.129,127.137,23.863,0.0,54.293,44.645,30.556,54.293
INST0194_N18_S14_P016,0.0,31.149,54.293,8.581,150.553,66.815,0.0,80.145,66.815,54.293,80.145,53.679,54.293,66.815,150.553,31.149,39.549,53.679,71.877,13.324,80.145,31.149,0.0,0.0,109.068,54.293,109.068,66.815,39.549,66.815,109.068,31.149,54.293,0.0,13.324,39.549,0.0
INST0194_N18_S14_D016,13.324,24.036,44.645,6.707,160.028,75.176,13.324,67.566,75.176,44.645,67.566,61.869,44.645,75.176,160.028,24.036,26.3,61.869,83.656,0.0,67.566,24.036,13.324,13.324,118.85,44.645,118.85,75.176,26.3,75.176,118.85,24.036,44.645,13.324,0.0,26.3,13.324
INST0194_N18_S14_P017,39.549,26.348,30.556,32.455,177.944,92.948,39.549,46.181,92.948,30.556,46.181,80.067,30.556,92.948,177.944,26.348,0.0,80.067,108.949,26.3,46.181,26.348,39.549,39.549,137.848,30.556,137.848,92.948,0.0,92.948,137.848,26.348,30.556,39.549,26.3,0.0,39.549
INST0194_N18_S14_D017,0.0,31.149,54.293,8.581,150.553,66.815,0.0,80.145,66.815,54.293,80.145,53.679,54.293,66.815,150.553,31.149,39.549,53.679,71.877,13.324,80.145,31.149,0.0,0.0,109.068,54.293,109.068,66.815,39.549,66.815,109.068,31.149,54.293,0.0,13.324,39.549,0.0
