,depot,INST0238_N20_W28_P000,INST0238_N20_W28_D000,INST0238_N20_W28_P001,INST0238_N20_W28_D001,INST0238_N20_W28_P002,INST0238_N20_W28_D002,INST0238_N20_W28_P003,INST0238_N20_W28_D003,INST0238_N20_W28_P004,INST0238_N20_W28_D004,INST0238_N20_W28_P005,INST0238_N20_W28_D005,INST0238_N20_W28_P006,INST0238_N20_W28_D006,INST0238_N20_W28_P007,INST0238_N20_W28_D007,INST0238_N20_W28_P008,INST0238_N20_W28_D008,INST0238_N20_W28_P009,INST0238_N20_W28_D009,INST0238_N20_W28_P010,INST0238_N20_W28_D010,INST0238_N20_W28_P011,INST0238_N20_W28_D011,INST0238_N20_W28_P012,INST0238_N20_W28_D012,INST0238_N20_W28_P013,INST0238_N20_W28_D013,INST0238_N20_W28_P014,INST0238_N20_W28_D014,INST0238_N20_W28_P015,INST0238_N20_W28_D015,INST0238_N20_W28_P016,INST0238_N20_W28_D016,INST0238_N20_W28_P017,INST0238_N20_W28_D017,INST0238_N20_W28_P018,INST0238_N20_W28_D018,INST0238_N20_W28_P019,INST0238_N20_W28_D019
INST0238_N20_W28_D004,97.602,27.496,36.098,49.056,36.098,97.602,25.201,27.496,36.098,97.602,0.0,0.0,27.496,49.056,0.0,0.0,12.767,27.496,114.719,114.719,12.767,0.0,49.056,49.056,36.098,97.602,25.201,27.496,45.89,0.0,114.719,49.056,12.767,97.602,29.878,49.056,36.098,97.602,27.496,114.719,29.878
INST0238_N20_W28_P005,97.602,27.496,36.098,49.056,36.098,97.602,25.201,27.496,36.098,97.602,0.0,0.0,27.496,49.056,0.0,0.0,12.767,27.496,114.719,114.719,12.767,0.0,49.056,49.056,36.098,97.602,25.201,27.496,45.89,0.0,114.719,49.056,12.767,97.602,29.878,49.056,36.098,97.602,27.496,114.719,29.878
INST0238_N20_W28_D005,70.637,0.0,63.48,24.909,63.48,70.637,50.631,0.0,63.48,70.637,27.496,27.496,0.0,24.909,27.496,27.496,40.204,0.0,88.095,88.095,40.204,27.496,24.909,24.909,63.48,70.637,50.631,0.0,72.151,27.496,88.095,24.909,40.204,70.637,53.818,24.909,63.48,70.637,0.0,88.095,53.818
INST0238_N20_W28_P006,50.015,24.909,84.648,0.0,84.648,50.015,67.612,24.909,84.648,50.015,49.056,49.056,24.909,0.0,49.056,49.056,61.567,24.909,66.284,66.284,61.567,49.056,0.0,0.0,84.648,50.015,67.612,24.909,94.929,49.056,66.284,0.0,61.567,50.015,77.687,0.0,84.648,50.015,24.909,66.284,77.687
INST0238_N20_W28_D006,97.602,27.496,36.098,49.056,36.098,97.602,25.201,27.496,36.098,97.602,0.0,0.0,27.496,49.056,0.0,0.0,12.767,27.496,114.719,114.719,12.767,0.0,49.056,49.056,36.098,97.602,25.201,27.496,45.89,0.0,114.719,49.056,12.767,97.602,29.878,49.056,36.098,97.602,27.496,114.719,29.878
INST0238_N20_W28_P007,97.602,27.496,36.098,49.056,36.098,97.602,25.201,27.496,36.098,97.602,0.0,0.0,27.496,49.056,0.0,0.0,12.767,27.496,114.719,114.719,12.767,0.0,49.056,49.056,36.098,97.602,25.201,27.496,45.89,0.0,114.719,49.056,12.767,97.602,29.878,49.056,36.098,97.602,27.496,114.719,29.878
INST0238_N20_W28_D007,110.354,40.204,23.331,61.567,23.331,110.354,17.238,40.204,23.331,110.354,12.767,12.767,40.204,61.567,12.767,12.767,0.0,40.204,127.423,127.423,0.0,12.767,61.567,61.567,23.331,110.354,17.238,40.204,33.728,12.767,127.423,61.567,0.0,110.354,20.56,61.567,23.331,110.354,40.204,127.423,20.56
INST0238_N20_W28_P008,70.637,0.0,63.48,24.909,63.48,70.637,50.631,0.0,63.48,70.637,27.496,27.496,0.0,24.909,27.496,27.496,40.204,0.0,88.095,88.095,40.204,27.496,24.909,24.909,63.48,70.637,50.631,0.0,72.151,27.496,88.095,24.909,40.204,70.637,53.818,24.909,63.48,70.637,0.0,88.095,53.818
INST0238_N20_W28_D008,18.026,88.095,150.679,66.284,150.679,18.026,133.769,88.095,150.679,18.026,114.719,114.719,88.095,66.284,114.719,114.719,127.423,88.095,0.0,0.0,127.423,114.719,66.284,66.284,150.679,18.026,133.769,88.095,160.194,114.719,0.0,66.284,127.423,18.026,141.804,66.284,150.679,18.026,88.095,0.0,141.804
INST0238_N20_W28_P009,18.026,88.095,150.679,66.284,150.679,18.026,133.769,88.095,150.679,18.026,114.719,114.719,88.095,66.284,114.719,114.719,127.423,88.095,0.0,0.0,127.423,114.719,66.284,66.284,150.679,18.026,133.769,88.095,160.194,114.719,0.0,66.284,127.423,18.026,141.804,66.284,150.679,18.026,88.095,0.0,141.804
INST0238_N20_W28_D009,110.354,40.204,23.331,61.567,23.331,110.354,17.238,40.204,23.331,110.354,12.767,12.767,40.204,61.567,12.767,12.767,0.0,40.204,127.423,127.423,0.0,12.767,61.567,61.567,23.331,110.354,17.238,40.204,33.728,12.767,127.423,61.567,0.0,110.354,20.56,61.567,23.331,110.354,40.204,127.423,20.56
INST0238_N20_W28_P010,97.602,27.496,36.098,49.056,36.098,97.602,25.201,27.496,36.098,97.602,0.0,0.0,27.496,49.056,0.0,0.0,12.767,27.496,114.719,114.719,12.767,0.0,49.056,49.056,36.098,97.602,25.201,27.496,45.89,0.0,114.719,49.056,12.767,97.602,29.878,49.056,36.098,97.602,27.496,114.719,29.878
INST0238_N20_W28_D010,50.015,24.909,84.648,0.0,84.648,50.015,67.612,24.909,84.648,50.015,49.056,49.056,24.909,0.0,49.056,49.056,61.567,24.909,66.284,66.284,61.567,49.056,0.0,0.0,84.648,50.015,67.612,24.909,94.929,49.056,66.284,0.0,61.567,50.015,77.687,0.0,84.648,50.015,24.909,66.284,77.687
INST0238_N20_W28_P011,50.015,24.909,84.648,0.0,84.648,50.015,67.612,24.909,84.648,50.015,49.056,49.056,24.909,0.0,49.056,49.056,61.567,24.909,66.284,66.284,61.567,49.056,0.0,0.0,84.648,50.015,67.612,24.909,94.929,49.056,66.284,0.0,61.567,50.015,77.687,0.0,84.648,50.015,24.909,66.284,77.687
INST0238_N20_W28_D011,133.671,63.48,0.0,84.648,0.0,133.671,22.951,63.48,0.0,133.671,36.098,36.098,63.48,84.648,36.098,36.098,23.331,63.48,150.679,150.679,23.331,36.098,84.648,84.648,0.0,133.671,22.951,63.48,14.369,36.098,150.679,84.648,23.331,133.671,20.02,84.648,0.0,133.671,63.48,150.679,20.02
INST0238_N20_W28_P012,0.0,70.637,133.671,50.015,133.671,0.0,117.595,70.637,133.671,0.0,97.602,97.602,70.637,50.015,97.602,97.602,110.354,70.637,18.026,18.026,110.354,97.602,50.015,50.015,133.671,0.0,117.595,70.637,142.787,97.602,18.026,50.015,110.354,0.0,124.166,50.015,133.671,0.0,70.637,18.026,124.166
INST0238_N20_W28_D012,117.595,50.631,22.951,67.612,22.951,117.595,0.0,50.631,22.951,117.595,25.201,25.201,50.631,67.612,25.201,25.201,17.238,50.631,133.769,133.769,17.238,25.201,67.612,67.612,22.951,117.595,0.0,50.631,37.156,25.201,133.769,67.612,17.238,117.595,32.905,67.612,22.951,117.595,50.631,133.769,32.905
INST0238_N20_W28_P013,70.637,0.0,63.48,24.909,63.48,70.637,50.631,0.0,63.48,70.637,27.496,27.496,0.0,24.909,27.496,27.496,40.204,0.0,88.095,88.095,40.204,27.496,24.909,24.909,63.48,70.637,50.631,0.0,72.151,27.496,88.095,24.909,40.204,70.637,53.818,24.909,63.48,70.637,0.0,88.095,53.818
INST0238_N20_W28_D013,142.787,72.151,14.369,94.929,14.369,142.787,37.156,72.151,14.369,142.787,45.89,45.89,72.151,94.929,45.89,45.89,33.728,72.151,160.194,160.194,33.728,45.89,94.929,94.929,14.369,142.787,37.156,72.151,0.0,45.89,160.194,94.929,33.728,142.787,20.081,94.929,14.369,142.787,72.151,160.194,20.081
INST0238_N20_W28_P014,97.602,27.496,36.098,49.056,36.098,97.602,25.201,27.496,36.098,97.602,0.0,0.0,27.496,49.056,0.0,0.0,12.767,27.496,114.719,114.719,12.767,0.0,49.056,49.056,36.098,97.602,25.201,27.496,45.89,0.0,114.719,49.056,12.767,97.602,29.878,49.056,36.098,97.602,27.496,114.719,29.878
INST0238_N20_W28_D014,18.026,88.095,150.679,66.284,150.679,18.026,133.769,88.095,150.679,18.026,114.719,114.719,88.095,66.284,114.719,114.719,127.423,88.095,0.0,0.0,127.423,114.719,66.284,66.284,150.679,18.026,133.769,88.095,160.194,114.719,0.0,66.284,127.423,18.026,141.804,66.284,150.679,18.026,88.095,0.0,141.804
INST0238_N20_W28_P015,50.015,24.909,84.648,0.0,84.648,50.015,67.612,24.909,84.648,50.015,49.056,49.056,24.909,0.0,49.056,49.056,61.567,24.909,66.284,66.284,61.567,49.056,0.0,0.0,84.648,50.015,67.612,24.909,94.929,49.056,66.284,0.0,61.567,50.015,77.687,0.0,84.648,50.015,24.909,66.284,77.687
INST0238_N20_W28_D015,110.354,40.204,23.331,61.567,23.331,110.354,17.238,40.204,23.331,110.354,12.767,12.767,40.204,61.567,12.767,12.767,0.0,40.204,127.423,127.423,0.0,12.767,61.567,61.567,23.331,110.354,17.238,40.204,33.728,12.767,127.423,61.567,0.0,110.354,20.56,61.567,23.331,110.354,40.204,127.423,20.56
INST0238_N20_W28_P016,0.0,70.637,133.671,50.015,133.671,0.0,117.595,70.637,133.671,0.0,97.602,97.602,70.637,50.015,97.602,97.602,110.354,70.637,18.026,18.026,110.354,97.602,50.015,50.015,133.671,0.0,117.595,70.637,142.787,97.602,18.026,50.015,110.354,0.0,124.166,50.015,133.671,0.0,70.637,18.026,124.166
INST0238_N20_W28_D016,124.166,53.818,20.02,77.687,20.02,124.166,32.905,53.818,20.02,124.166,29.878,29.878,53.818,77.687,29.878,29.878,20.56,53.818,141.804,141.804,20.56,29.878,77.687,77.687,20.02,124.166,32.905,53.818,20.081,29.878,141.804,77.687,20.56,124.166,0.0,77.687,20.02,124.166,53.818,141.804,0.0
INST0238_N20_W28_P017,50.015,24.909,84.648,0.0,84.648,50.015,67.612,24.909,84.648,50.015,49.056,49.056,24.909,0.0,49.056,49.056,61.567,24.909,66.284,66.284,61.567,49.056,0.0,0.0,84.648,50.015,67.612,24.909,94.929,49.056,66.284,0.0,61.567,50.015,77.687,0.0,84.648,50.015,24.909,66.284,77.687
INST0238_N20_W28_D017,133.671,63.48,0.0,84.648,0.0,133.671,22.951,63.48,0.0,133.671,36.098,36.098,63.48,84.648,36.098,36.098,23.331,63.48,150.679,150.679,23.331,36.098,84.648,84.648,0.0,133.671,22.951,63.48,14.369,36.098,150.679,84.648,23.331,133.671,20.02,84.648,0.0,133.671,63.48,150.679,20.02
INST0238_N20_W28_P018,0.0,70.637,133.671,50.015,133.671,0.0,117.595,70.637,133.671,0.0,97.602,97.602,70.637,50.015,97.602,97.602,110.354,70.637,18.026,18.026,110.354,97.602,50.015,50.015,133.671,0.0,117.595,70.637,142.787,97.602,18.026,50.015,110.354,0.0,124.166,50.015,133.671,0.0,70.637,18.026,124.166
INST0238_N20_W28_D018,70.637,0.0,63.48,24.909,63.48,70.637,50.631,0.0,63.48,70.637,27.496,27.496,0.0,24.909,27.496,27.496,40.204,0.0,88.095,88.095,40.204,27.496,24.909,24.909,63.48,70.637,50.631,0.0,72.151,27.496,88.095,24.909,40.204,70.637,53.818,24.909,63.48,70.637,0.0,88.095,53.818
INST0238_N20_W28_P019,18.026,88.095,150.679,66.284,150.679,18.026,133.769,88.095,150.679,18.026,114.719,114.719,88.095,66.284,114.719,114.719,127.423,88.095,0.0,0.0,127.423,114.719,66.284,66.284,150.679,18.026,133.769,88.095,160.194,114.719,0.0,66.284,127.423,18.026,141.804,66.284,150.679,18.026,88.095,0.0,141.804
INST0238_N20_W28_D019,124.166,53.818,20.02,77.687,20.02,124.166,32.905,53.818,20.02,124.166,29.878,29.878,53.818,77.687,29.878,29.878,20.56,53.818,141.804,141.804,20.56,29.878,77.687,77.687,20.02,124.166,32.905,53.818,20.081,29.878,141.804,77.687,20.56,124.166,0.0,77.687,20.02,124.166,53.818,141.804,0.0
