,depot,INST0261_N22_N21_P000,INST0261_N22_N21_D000,INST0261_N22_N21_P001,INST0261_N22_N21_D001,INST0261_N22_N21_P002,INST0261_N22_N21_D002,INST0261_N22_N21_P003,INST0261_N22_N21_D003,INST0261_N22_N21_P004,INST0261_N22_N21_D004,INST0261_N22_N21_P005,INST0261_N22_N21_D005,INST0261_N22_N21_P006,INST0261_N22_N21_D006,INST0261_N22_N21_P007,INST0261_N22_N21_D007,INST0261_N22_N21_P008,INST0261_N22_N21_D008,INST0261_N22_N21_P009,INST0261_N22_N21_D009,INST0261_N22_N21_P010,INST0261_N22_N21_D010,INST0261_N22_N21_P011,INST0261_N22_N21_D011,INST0261_N22_N21_P012,INST0261_N22_N21_D012,INST0261_N22_N21_P013,INST0261_N22_N21_D013,INST0261_N22_N21_P014,INST0261_N22_N21_D014,INST0261_N22_N21_P015,INST0261_N22_N21_D015,INST0261_N22_N21_P016,INST0261_N22_N21_D016,INST0261_N22_N21_P017,INST0261_N22_N21_D017,INST0261_N22_N21_P018,INST0261_N22_N21_D018,INST0261_N22_N21_P019,INST0261_N22_N21_D019,INST0261_N22_N21_P020,INST0261_N22_N21_D020,INST0261_N22_N21_P021,INST0261_N22_N21_D021
INST0261_N22_N21_D007,81.17,64.236,81.17,107.477,64.236,107.477,64.45,61.784,85.106,61.784,85.106,107.477,81.17,47.339,107.477,64.45,0.0,64.45,0.0,64.236,47.339,47.339,64.45,77.99,66.572,81.232,77.99,66.572,77.99,81.17,190.666,81.232,64.236,81.232,81.17,107.477,0.0,81.232,47.339,81.232,165.945,66.572,81.17,64.236,81.17
INST0261_N22_N21_P008,17.254,18.229,17.254,71.779,18.229,71.779,0.0,7.201,95.136,7.201,95.136,71.779,17.254,18.283,71.779,0.0,64.45,0.0,64.45,18.229,18.283,18.283,0.0,26.126,20.176,27.111,26.126,20.176,26.126,17.254,127.973,27.111,18.229,27.111,17.254,71.779,64.45,27.111,18.283,27.111,127.166,20.176,17.254,18.229,17.254
INST0261_N22_N21_D008,81.17,64.236,81.17,107.477,64.236,107.477,64.45,61.784,85.106,61.784,85.106,107.477,81.17,47.339,107.477,64.45,0.0,64.45,0.0,64.236,47.339,47.339,64.45,77.99,66.572,81.232,77.99,66.572,77.99,81.17,190.666,81.232,64.236,81.232,81.17,107.477,0.0,81.232,47.339,81.232,165.945,66.572,81.17,64.236,81.17
INST0261_N22_N21_P009,23.461,0.0,23.461,55.435,0.0,55.435,18.229,11.477,78.292,11.477,78.292,55.435,23.461,27.709,55.435,18.229,64.236,18.229,64.236,0.0,27.709,27.709,18.229,13.942,2.788,44.646,13.942,2.788,13.942,23.461,136.742,44.646,0.0,44.646,23.461,55.435,64.236,44.646,27.709,44.646,144.673,2.788,23.461,0.0,23.461
INST0261_N22_N21_D009,35.534,27.709,35.534,82.833,27.709,82.833,18.283,18.791,93.214,18.791,93.214,82.833,35.534,0.0,82.833,18.283,47.339,18.283,47.339,27.709,0.0,0.0,18.283,40.266,30.471,35.653,40.266,30.471,40.266,35.534,143.5,35.653,27.709,35.653,35.534,82.833,47.339,35.653,0.0,35.653,131.141,30.471,35.534,27.709,35.534
INST0261_N22_N21_P010,35.534,27.709,35.534,82.833,27.709,82.833,18.283,18.791,93.214,18.791,93.214,82.833,35.534,0.0,82.833,18.283,47.339,18.283,47.339,27.709,0.0,0.0,18.283,40.266,30.471,35.653,40.266,30.471,40.266,35.534,143.5,35.653,27.709,35.653,35.534,82.833,47.339,35.653,0.0,35.653,131.141,30.471,35.534,27.709,35.534
INST0261_N22_N21_D010,17.254,18.229,17.254,71.779,18.229,71.779,0.0,7.201,95.136,7.201,95.136,71.779,17.254,18.283,71.779,0.0,64.45,0.0,64.45,18.229,18.283,18.283,0.0,26.126,20.176,27.111,26.126,20.176,26.126,17.254,127.973,27.111,18.229,27.111,17.254,71.779,64.45,27.111,18.283,27.111,127.166,20.176,17.254,18.229,17.254
INST0261_N22_N21_P011,20.683,13.942,20.683,46.019,13.942,46.019,26.126,21.8,81.189,21.8,81.189,46.019,20.683,40.266,46.019,26.126,77.99,26.126,77.99,13.942,40.266,40.266,26.126,0.0,11.436,48.052,0.0,11.436,0.0,20.683,128.231,48.052,13.942,48.052,20.683,46.019,77.99,48.052,40.266,48.052,145.998,11.436,20.683,13.942,20.683
INST0261_N22_N21_D011,23.353,2.788,23.353,52.8,2.788,52.8,20.176,13.759,77.555,13.759,77.555,52.8,23.353,30.471,52.8,20.176,66.572,20.176,66.572,2.788,30.471,30.471,20.176,11.436,0.0,46.06,11.436,0.0,11.436,23.353,135.971,46.06,2.788,46.06,23.353,52.8,66.572,46.06,30.471,46.06,145.919,0.0,23.353,2.788,23.353
INST0261_N22_N21_P012,28.616,44.646,28.616,93.371,44.646,93.371,27.111,34.294,122.247,34.294,122.247,93.371,28.616,35.653,93.371,27.111,81.232,27.111,81.232,44.646,35.653,35.653,27.111,48.052,46.06,0.0,48.052,46.06,48.052,28.616,110.202,0.0,44.646,0.0,28.616,93.371,81.232,0.0,35.653,0.0,100.108,46.06,28.616,44.646,28.616
INST0261_N22_N21_D012,20.683,13.942,20.683,46.019,13.942,46.019,26.126,21.8,81.189,21.8,81.189,46.019,20.683,40.266,46.019,26.126,77.99,26.126,77.99,13.942,40.266,40.266,26.126,0.0,11.436,48.052,0.0,11.436,0.0,20.683,128.231,48.052,13.942,48.052,20.683,46.019,77.99,48.052,40.266,48.052,145.998,11.436,20.683,13.942,20.683
INST0261_N22_N21_P013,23.353,2.788,23.353,52.8,2.788,52.8,20.176,13.759,77.555,13.759,77.555,52.8,23.353,30.471,52.8,20.176,66.572,20.176,66.572,2.788,30.471,30.471,20.176,11.436,0.0,46.06,11.436,0.0,11.436,23.353,135.971,46.06,2.788,46.06,23.353,52.8,66.572,46.06,30.471,46.06,145.919,0.0,23.353,2.788,23.353
INST0261_N22_N21_D013,20.683,13.942,20.683,46.019,13.942,46.019,26.126,21.8,81.189,21.8,81.189,46.019,20.683,40.266,46.019,26.126,77.99,26.126,77.99,13.942,40.266,40.266,26.126,0.0,11.436,48.052,0.0,11.436,0.0,20.683,128.231,48.052,13.942,48.052,20.683,46.019,77.99,48.052,40.266,48.052,145.998,11.436,20.683,13.942,20.683
INST0261_N22_N21_P014,0.0,23.461,0.0,64.86,23.461,64.86,17.254,19.671,100.436,19.671,100.436,64.86,0.0,35.534,64.86,17.254,81.17,17.254,81.17,23.461,35.534,35.534,17.254,20.683,23.353,28.616,20.683,23.353,20.683,0.0,113.8,28.616,23.461,28.616,0.0,64.86,81.17,28.616,35.534,28.616,125.319,23.353,0.0,23.461,0.0
INST0261_N22_N21_D014,113.8,136.742,113.8,149.304,136.742,149.304,127.973,132.823,206.878,132.823,206.878,149.304,113.8,143.5,149.304,127.973,190.666,127.973,190.666,136.742,143.5,143.5,127.973,128.231,135.971,110.202,128.231,135.971,128.231,113.8,0.0,110.202,136.742,110.202,113.8,149.304,190.666,110.202,143.5,110.202,102.687,135.971,113.8,136.742,113.8
INST0261_N22_N21_P015,28.616,44.646,28.616,93.371,44.646,93.371,27.111,34.294,122.247,34.294,122.247,93.371,28.616,35.653,93.371,27.111,81.232,27.111,81.232,44.646,35.653,35.653,27.111,48.052,46.06,0.0,48.052,46.06,48.052,28.616,110.202,0.0,44.646,0.0,28.616,93.371,81.232,0.0,35.653,0.0,100.108,46.06,28.616,44.646,28.616
INST0261_N22_N21_D015,23.461,0.0,23.461,55.435,0.0,55.435,18.229,11.477,78.292,11.477,78.292,55.435,23.461,27.709,55.435,18.229,64.236,18.229,64.236,0.0,27.709,27.709,18.229,13.942,2.788,44.646,13.942,2.788,13.942,23.461,136.742,44.646,0.0,44.646,23.461,55.435,64.236,44.646,27.709,44.646,144.673,2.788,23.461,0.0,23.461
INST0261_N22_N21_P016,28.616,44.646,28.616,93.371,44.646,93.371,27.111,34.294,122.247,34.294,122.247,93.371,28.616,35.653,93.371,27.111,81.232,27.111,81.232,44.646,35.653,35.653,27.111,48.052,46.06,0.0,48.052,46.06,48.052,28.616,110.202,0.0,44.646,0.0,28.616,93.371,81.232,0.0,35.653,0.0,100.108,46.06,28.616,44.646,28.616
INST0261_N22_N21_D016,0.0,23.461,0.0,64.86,23.461,64.86,17.254,19.671,100.436,19.671,100.436,64.86,0.0,35.534,64.86,17.254,81.17,17.254,81.17,23.461,35.534,35.534,17.254,20.683,23.353,28.616,20.683,23.353,20.683,0.0,113.8,28.616,23.461,28.616,0.0,64.86,81.17,28.616,35.534,28.616,125.319,23.353,0.0,23.461,0.0
INST0261_N22_N21_P017,64.86,55.435,64.86,0.0,55.435,0.0,71.779,66.32,65.084,66.32,65.084,0.0,64.86,82.833,0.0,71.779,107.477,71.779,107.477,55.435,82.833,82.833,71.779,46.019,52.8,93.371,46.019,52.8,46.019,64.86,149.304,93.371,55.435,93.371,64.86,0.0,107.477,93.371,82.833,93.371,187.822,52.8,64.86,55.435,64.86
INST0261_N22_N21_D017,81.17,64.236,81.17,107.477,64.236,107.477,64.45,61.784,85.106,61.784,85.106,107.477,81.17,47.339,107.477,64.45,0.0,64.45,0.0,64.236,47.339,47.339,64.45,77.99,66.572,81.232,77.99,66.572,77.99,81.17,190.666,81.232,64.236,81.232,81.17,107.477,0.0,81.232,47.339,81.232,165.945,66.572,81.17,64.236,81.17
INST0261_N22_N21_P018,28.616,44.646,28.616,93.371,44.646,93.371,27.111,34.294,122.247,34.294,122.247,93.371,28.616,35.653,93.371,27.111,81.232,27.111,81.232,44.646,35.653,35.653,27.111,48.052,46.06,0.0,48.052,46.06,48.052,28.616,110.202,0.0,44.646,0.0,28.616,93.371,81.232,0.0,35.653,0.0,100.108,46.06,28.616,44.646,28.616
INST0261_N22_N21_D018,35.534,27.709,35.534,82.833,27.709,82.833,18.283,18.791,93.214,18.791,93.214,82.833,35.534,0.0,82.833,18.283,47.339,18.283,47.339,27.709,0.0,0.0,18.283,40.266,30.471,35.653,40.266,30.471,40.266,35.534,143.5,35.653,27.709,35.653,35.534,82.833,47.339,35.653,0.0,35.653,131.141,30.471,35.534,27.709,35.534
INST0261_N22_N21_P019,28.616,44.646,28.616,93.371,44.646,93.371,27.111,34.294,122.247,34.294,122.247,93.371,28.616,35.653,93.371,27.111,81.232,27.111,81.232,44.646,35.653,35.653,27.111,48.052,46.06,0.0,48.052,46.06,48.052,28.616,110.202,0.0,44.646,0.0,28.616,93.371,81.232,0.0,35.653,0.0,100.108,46.06,28.616,44.646,28.616
INST0261_N22_N21_D019,125.319,144.673,125.319,187.822,144.673,187.822,127.166,134.365,222.229,134.365,222.229,187.822,125.319,131.141,187.822,127.166,165.945,127.166,165.945,144.673,131.141,131.141,127.166,145.998,145.919,100.108,145.998,145.919,145.998,125.319,102.687,100.108,144.673,100.108,125.319,187.822,165.945,100.108,131.141,100.108,0.0,145.919,125.319,144.673,125.319
INST0261_N22_N21_P020,23.353,2.788,23.353,52.8,2.788,52.8,20.176,13.759,77.555,13.759,77.555,52.8,23.353,30.471,52.8,20.176,66.572,20.176,66.572,2.788,30.471,30.471,20.176,11.436,0.0,46.06,11.436,0.0,11.436,23.353,135.971,46.06,2.788,46.06,23.353,52.8,66.572,46.06,30.471,46.06,145.919,0.0,23.353,2.788,23.353
INST0261_N22_N21_D020,0.0,23.461,0.0,64.86,23.461,64.86,17.254,19.671,100.436,19.671,100.436,64.86,0.0,35.534,64.86,17.254,81.17,17.254,81.17,23.461,35.534,35.534,17.254,20.683,23.353,28.616,20.683,23.353,20.683,0.0,113.8,28.616,23.461,28.616,0.0,64.86,81.17,28.616,35.534,28.616,125.319,23.353,0.0,23.461,0.0
INST0261_N22_N21_P021,23.461,0.0,23.461,55.435,0.0,55.435,18.229,11.477,78.292,11.477,78.292,55.435,23.461,27.709,55.435,18.229,64.236,18.229,64.236,0.0,27.709,27.709,18.229,13.942,2.788,44.646,13.942,2.788,13.942,23.461,136.742,44.646,0.0,44.646,23.461,55.435,64.236,44.646,27.709,44.646,144.673,2.788,23.461,0.0,23.461
INST0261_N22_N21_D021,0.0,23.461,0.0,64.86,23.461,64.86,17.254,19.671,100.436,19.671,100.436,64.86,0.0,35.534,64.86,17.254,81.17,17.254,81.17,23.461,35.534,35.534,17.254,20.683,23.353,28.616,20.683,23.353,20.683,0.0,113.8,28.616,23.461,28.616,0.0,64.86,81.17,28.616,35.534,28.616,125.319,23.353,0.0,23.461,0.0
