,depot,INST0182_N18_S02_P000,INST0182_N18_S02_D000,INST0182_N18_S02_P001,INST0182_N18_S02_D001,INST0182_N18_S02_P002,INST0182_N18_S02_D002,INST0182_N18_S02_P003,INST0182_N18_S02_D003,INST0182_N18_S02_P004,INST0182_N18_S02_D004,INST0182_N18_S02_P005,INST0182_N18_S02_D005,INST0182_N18_S02_P006,INST0182_N18_S02_D006,INST0182_N18_S02_P007,INST0182_N18_S02_D007,INST0182_N18_S02_P008,INST0182_N18_S02_D008,INST0182_N18_S02_P009,INST0182_N18_S02_D009,INST0182_N18_S02_P010,INST0182_N18_S02_D010,INST0182_N18_S02_P011,INST0182_N18_S02_D011,INST0182_N18_S02_P012,INST0182_N18_S02_D012,INST0182_N18_S02_P013,INST0182_N18_S02_D013,INST0182_N18_S02_P014,INST0182_N18_S02_D014,INST0182_N18_S02_P015,INST0182_N18_S02_D015,INST0182_N18_S02_P016,INST0182_N18_S02_D016,INST0182_N18_S02_P017,INST0182_N18_S02_D017
INST0182_N18_S02_D004,59.019,58.521,59.019,113.587,65.452,55.179,37.715,54.903,150.208,65.452,0.0,0.0,55.179,58.521,37.715,55.179,0.0,58.521,103.002,54.903,58.521,0.0,59.019,103.002,183.035,59.019,54.903,113.587,37.715,103.002,37.715,54.903,65.452,55.179,113.511,0.0,113.511
INST0182_N18_S02_P005,59.019,58.521,59.019,113.587,65.452,55.179,37.715,54.903,150.208,65.452,0.0,0.0,55.179,58.521,37.715,55.179,0.0,58.521,103.002,54.903,58.521,0.0,59.019,103.002,183.035,59.019,54.903,113.587,37.715,103.002,37.715,54.903,65.452,55.179,113.511,0.0,113.511
INST0182_N18_S02_D005,19.629,5.477,19.629,61.394,10.881,0.0,21.478,36.46,97.061,10.881,55.179,55.179,0.0,5.477,21.478,0.0,55.179,5.477,50.526,36.46,5.477,55.179,19.629,50.526,130.689,19.629,36.46,61.394,21.478,50.526,21.478,36.46,10.881,0.0,68.319,55.179,68.319
INST0182_N18_S02_P006,24.239,0.0,24.239,60.745,7.008,5.477,26.505,41.761,95.708,7.008,58.521,58.521,5.477,0.0,26.505,5.477,58.521,0.0,49.927,41.761,0.0,58.521,24.239,49.927,129.526,24.239,41.761,60.745,26.505,49.927,26.505,41.761,7.008,5.477,62.898,58.521,62.898
INST0182_N18_S02_D006,21.517,26.505,21.517,75.908,32.298,21.478,0.0,24.954,112.576,32.298,37.715,37.715,21.478,26.505,0.0,21.478,37.715,26.505,65.388,24.954,26.505,37.715,21.517,65.388,145.321,21.517,24.954,75.908,0.0,65.388,0.0,24.954,32.298,21.478,88.975,37.715,88.975
INST0182_N18_S02_P007,19.629,5.477,19.629,61.394,10.881,0.0,21.478,36.46,97.061,10.881,55.179,55.179,0.0,5.477,21.478,0.0,55.179,5.477,50.526,36.46,5.477,55.179,19.629,50.526,130.689,19.629,36.46,61.394,21.478,50.526,21.478,36.46,10.881,0.0,68.319,55.179,68.319
INST0182_N18_S02_D007,59.019,58.521,59.019,113.587,65.452,55.179,37.715,54.903,150.208,65.452,0.0,0.0,55.179,58.521,37.715,55.179,0.0,58.521,103.002,54.903,58.521,0.0,59.019,103.002,183.035,59.019,54.903,113.587,37.715,103.002,37.715,54.903,65.452,55.179,113.511,0.0,113.511
INST0182_N18_S02_P008,24.239,0.0,24.239,60.745,7.008,5.477,26.505,41.761,95.708,7.008,58.521,58.521,5.477,0.0,26.505,5.477,58.521,0.0,49.927,41.761,0.0,58.521,24.239,49.927,129.526,24.239,41.761,60.745,26.505,49.927,26.505,41.761,7.008,5.477,62.898,58.521,62.898
INST0182_N18_S02_D008,45.002,49.927,45.002,10.867,43.838,50.526,65.388,59.003,47.206,43.838,103.002,103.002,50.526,49.927,65.388,50.526,103.002,49.927,0.0,59.003,49.927,103.002,45.002,0.0,80.368,45.002,59.003,10.867,65.388,0.0,65.388,59.003,43.838,50.526,71.865,103.002,71.865
INST0182_N18_S02_P009,19.488,41.761,19.488,67.889,44.339,36.46,24.954,0.0,103.829,44.339,54.903,54.903,36.46,41.761,24.954,36.46,54.903,41.761,59.003,0.0,41.761,54.903,19.488,59.003,134.327,19.488,0.0,67.889,24.954,59.003,24.954,0.0,44.339,36.46,102.776,54.903,102.776
INST0182_N18_S02_D009,24.239,0.0,24.239,60.745,7.008,5.477,26.505,41.761,95.708,7.008,58.521,58.521,5.477,0.0,26.505,5.477,58.521,0.0,49.927,41.761,0.0,58.521,24.239,49.927,129.526,24.239,41.761,60.745,26.505,49.927,26.505,41.761,7.008,5.477,62.898,58.521,62.898
INST0182_N18_S02_P010,59.019,58.521,59.019,113.587,65.452,55.179,37.715,54.903,150.208,65.452,0.0,0.0,55.179,58.521,37.715,55.179,0.0,58.521,103.002,54.903,58.521,0.0,59.019,103.002,183.035,59.019,54.903,113.587,37.715,103.002,37.715,54.903,65.452,55.179,113.511,0.0,113.511
INST0182_N18_S02_D010,0.0,24.239,0.0,55.171,25.439,19.629,21.517,19.488,91.902,25.439,59.019,59.019,19.629,24.239,21.517,19.629,59.019,24.239,45.002,19.488,24.239,59.019,0.0,45.002,124.222,0.0,19.488,55.171,21.517,45.002,21.517,19.488,25.439,19.629,83.416,59.019,83.416
INST0182_N18_S02_P011,45.002,49.927,45.002,10.867,43.838,50.526,65.388,59.003,47.206,43.838,103.002,103.002,50.526,49.927,65.388,50.526,103.002,49.927,0.0,59.003,49.927,103.002,45.002,0.0,80.368,45.002,59.003,10.867,65.388,0.0,65.388,59.003,43.838,50.526,71.865,103.002,71.865
INST0182_N18_S02_D011,124.222,129.526,124.222,69.589,122.952,130.689,145.321,134.327,33.969,122.952,183.035,183.035,130.689,129.526,145.321,130.689,183.035,129.526,80.368,134.327,129.526,183.035,124.222,80.368,0.0,124.222,134.327,69.589,145.321,80.368,145.321,134.327,122.952,130.689,123.443,183.035,123.443
INST0182_N18_S02_P012,0.0,24.239,0.0,55.171,25.439,19.629,21.517,19.488,91.902,25.439,59.019,59.019,19.629,24.239,21.517,19.629,59.019,24.239,45.002,19.488,24.239,59.019,0.0,45.002,124.222,0.0,19.488,55.171,21.517,45.002,21.517,19.488,25.439,19.629,83.416,59.019,83.416
INST0182_N18_S02_D012,19.488,41.761,19.488,67.889,44.339,36.46,24.954,0.0,103.829,44.339,54.903,54.903,36.46,41.761,24.954,36.46,54.903,41.761,59.003,0.0,41.761,54.903,19.488,59.003,134.327,19.488,0.0,67.889,24.954,59.003,24.954,0.0,44.339,36.46,102.776,54.903,102.776
INST0182_N18_S02_P013,55.171,60.745,55.171,0.0,54.565,61.394,75.908,67.889,36.733,54.565,113.587,113.587,61.394,60.745,75.908,61.394,113.587,60.745,10.867,67.889,60.745,113.587,55.171,10.867,69.589,55.171,67.889,0.0,75.908,10.867,75.908,67.889,54.565,61.394,77.092,113.587,77.092
INST0182_N18_S02_D013,21.517,26.505,21.517,75.908,32.298,21.478,0.0,24.954,112.576,32.298,37.715,37.715,21.478,26.505,0.0,21.478,37.715,26.505,65.388,24.954,26.505,37.715,21.517,65.388,145.321,21.517,24.954,75.908,0.0,65.388,0.0,24.954,32.298,21.478,88.975,37.715,88.975
INST0182_N18_S02_P014,45.002,49.927,45.002,10.867,43.838,50.526,65.388,59.003,47.206,43.838,103.002,103.002,50.526,49.927,65.388,50.526,103.002,49.927,0.0,59.003,49.927,103.002,45.002,0.0,80.368,45.002,59.003,10.867,65.388,0.0,65.388,59.003,43.838,50.526,71.865,103.002,71.865
INST0182_N18_S02_D014,21.517,26.505,21.517,75.908,32.298,21.478,0.0,24.954,112.576,32.298,37.715,37.715,21.478,26.505,0.0,21.478,37.715,26.505,65.388,24.954,26.505,37.715,21.517,65.388,145.321,21.517,24.954,75.908,0.0,65.388,0.0,24.954,32.298,21.478,88.975,37.715,88.975
INST0182_N18_S02_P015,19.488,41.761,19.488,67.889,44.339,36.46,24.954,0.0,103.829,44.339,54.903,54.903,36.46,41.761,24.954,36.46,54.903,41.761,59.003,0.0,41.761,54.903,19.488,59.003,134.327,19.488,0.0,67.889,24.954,59.003,24.954,0.0,44.339,36.46,102.776,54.903,102.776
INST0182_N18_S02_D015,25.439,7.008,25.439,54.565,0.0,10.881,32.298,44.339,89.072,0.0,65.452,65.452,10.881,7.008,32.298,10.881,65.452,7.008,43.838,44.339,7.008,65.452,25.439,43.838,122.952,25.439,44.339,54.565,32.298,43.838,32.298,44.339,0.0,10.881,58.699,65.452,58.699
INST0182_N18_S02_P016,19.629,5.477,19.629,61.394,10.881,0.0,21.478,36.46,97.061,10.881,55.179,55.179,0.0,5.477,21.478,0.0,55.179,5.477,50.526,36.46,5.477,55.179,19.629,50.526,130.689,19.629,36.46,61.394,21.478,50.526,21.478,36.46,10.881,0.0,68.319,55.179,68.319
INST0182_N18_S02_D016,83.416,62.898,83.416,77.092,58.699,68.319,88.975,102.776,93.449,58.699,113.511,113.511,68.319,62.898,88.975,68.319,113.511,62.898,71.865,102.776,62.898,113.511,83.416,71.865,123.443,83.416,102.776,77.092,88.975,71.865,88.975,102.776,58.699,68.319,0.0,113.511,0.0
INST0182_N18_S02_P017,59.019,58.521,59.019,113.587,65.452,55.179,37.715,54.903,150.208,65.452,0.0,0.0,55.179,58.521,37.715,55.179,0.0,58.521,103.002,54.903,58.521,0.0,59.019,103.002,183.035,59.019,54.903,113.587,37.715,103.002,37.715,54.903,65.452,55.179,113.511,0.0,113.511
INST0182_N18_S02_D017,83.416,62.898,83.416,77.092,58.699,68.319,88.975,102.776,93.449,58.699,113.511,113.511,68.319,62.898,88.975,68.319,113.511,62.898,71.865,102.776,62.898,113.511,83.416,71.865,123.443,83.416,102.776,77.092,88.975,71.865,88.975,102.776,58.699,68.319,0.0,113.511,0.0
