,depot,INST0279_N25_N09_P000,INST0279_N25_N09_D000,INST0279_N25_N09_P001,INST0279_N25_N09_D001,INST0279_N25_N09_P002,INST0279_N25_N09_D002,INST0279_N25_N09_P003,INST0279_N25_N09_D003,INST0279_N25_N09_P004,INST0279_N25_N09_D004,INST0279_N25_N09_P005,INST0279_N25_N09_D005,INST0279_N25_N09_P006,INST0279_N25_N09_D006,INST0279_N25_N09_P007,INST0279_N25_N09_D007,INST0279_N25_N09_P008,INST0279_N25_N09_D008,INST0279_N25_N09_P009,INST0279_N25_N09_D009,INST0279_N25_N09_P010,INST0279_N25_N09_D010,INST0279_N25_N09_P011,INST0279_N25_N09_D011,INST0279_N25_N09_P012,INST0279_N25_N09_D012,INST0279_N25_N09_P013,INST0279_N25_N09_D013,INST0279_N25_N09_P014,INST0279_N25_N09_D014,INST0279_N25_N09_P015,INST0279_N25_N09_D015,INST0279_N25_N09_P016,INST0279_N25_N09_D016,INST0279_N25_N09_P017,INST0279_N25_N09_D017,INST0279_N25_N09_P018,INST0279_N25_N09_D018,INST0279_N25_N09_P019,INST0279_N25_N09_D019,INST0279_N25_N09_P020,INST0279_N25_N09_D020,INST0279_N25_N09_P021,INST0279_N25_N09_D021,INST0279_N25_N09_P022,INST0279_N25_N09_D022,INST0279_N25_N09_P023,INST0279_N25_N09_D023,INST0279_N25_N09_P024,INST0279_N25_N09_D024
INST0279_N25_N09_D004,93.371,46.019,82.833,93.371,55.435,46.019,149.304,93.371,46.019,93.371,0.0,55.435,0.0,71.779,52.8,66.32,46.019,64.86,82.833,93.371,0.0,82.833,66.32,82.833,65.084,55.435,82.833,71.779,149.304,71.779,82.833,52.8,65.084,82.833,107.477,71.779,149.304,64.86,107.477,82.833,66.32,82.833,46.019,64.86,46.019,66.32,65.084,46.019,52.8,52.8,93.371
INST0279_N25_N09_P005,44.646,13.942,27.709,44.646,0.0,13.942,136.742,44.646,13.942,44.646,55.435,0.0,55.435,18.229,2.788,11.477,13.942,23.461,27.709,44.646,55.435,27.709,11.477,27.709,78.292,0.0,27.709,18.229,136.742,18.229,27.709,2.788,78.292,27.709,64.236,18.229,136.742,23.461,64.236,27.709,11.477,27.709,13.942,23.461,13.942,11.477,78.292,13.942,2.788,2.788,44.646
INST0279_N25_N09_D005,93.371,46.019,82.833,93.371,55.435,46.019,149.304,93.371,46.019,93.371,0.0,55.435,0.0,71.779,52.8,66.32,46.019,64.86,82.833,93.371,0.0,82.833,66.32,82.833,65.084,55.435,82.833,71.779,149.304,71.779,82.833,52.8,65.084,82.833,107.477,71.779,149.304,64.86,107.477,82.833,66.32,82.833,46.019,64.86,46.019,66.32,65.084,46.019,52.8,52.8,93.371
INST0279_N25_N09_P006,27.111,26.126,18.283,27.111,18.229,26.126,127.973,27.111,26.126,27.111,71.779,18.229,71.779,0.0,20.176,7.201,26.126,17.254,18.283,27.111,71.779,18.283,7.201,18.283,95.136,18.229,18.283,0.0,127.973,0.0,18.283,20.176,95.136,18.283,64.45,0.0,127.973,17.254,64.45,18.283,7.201,18.283,26.126,17.254,26.126,7.201,95.136,26.126,20.176,20.176,27.111
INST0279_N25_N09_D006,46.06,11.436,30.471,46.06,2.788,11.436,135.971,46.06,11.436,46.06,52.8,2.788,52.8,20.176,0.0,13.759,11.436,23.353,30.471,46.06,52.8,30.471,13.759,30.471,77.555,2.788,30.471,20.176,135.971,20.176,30.471,0.0,77.555,30.471,66.572,20.176,135.971,23.353,66.572,30.471,13.759,30.471,11.436,23.353,11.436,13.759,77.555,11.436,0.0,0.0,46.06
INST0279_N25_N09_P007,34.294,21.8,18.791,34.294,11.477,21.8,132.823,34.294,21.8,34.294,66.32,11.477,66.32,7.201,13.759,0.0,21.8,19.671,18.791,34.294,66.32,18.791,0.0,18.791,87.958,11.477,18.791,7.201,132.823,7.201,18.791,13.759,87.958,18.791,61.784,7.201,132.823,19.671,61.784,18.791,0.0,18.791,21.8,19.671,21.8,0.0,87.958,21.8,13.759,13.759,34.294
INST0279_N25_N09_D007,48.052,0.0,40.266,48.052,13.942,0.0,128.231,48.052,0.0,48.052,46.019,13.942,46.019,26.126,11.436,21.8,0.0,20.683,40.266,48.052,46.019,40.266,21.8,40.266,81.189,13.942,40.266,26.126,128.231,26.126,40.266,11.436,81.189,40.266,77.99,26.126,128.231,20.683,77.99,40.266,21.8,40.266,0.0,20.683,0.0,21.8,81.189,0.0,11.436,11.436,48.052
INST0279_N25_N09_P008,28.616,20.683,35.534,28.616,23.461,20.683,113.8,28.616,20.683,28.616,64.86,23.461,64.86,17.254,23.353,19.671,20.683,0.0,35.534,28.616,64.86,35.534,19.671,35.534,100.436,23.461,35.534,17.254,113.8,17.254,35.534,23.353,100.436,35.534,81.17,17.254,113.8,0.0,81.17,35.534,19.671,35.534,20.683,0.0,20.683,19.671,100.436,20.683,23.353,23.353,28.616
INST0279_N25_N09_D008,35.653,40.266,0.0,35.653,27.709,40.266,143.5,35.653,40.266,35.653,82.833,27.709,82.833,18.283,30.471,18.791,40.266,35.534,0.0,35.653,82.833,0.0,18.791,0.0,93.214,27.709,0.0,18.283,143.5,18.283,0.0,30.471,93.214,0.0,47.339,18.283,143.5,35.534,47.339,0.0,18.791,0.0,40.266,35.534,40.266,18.791,93.214,40.266,30.471,30.471,35.653
INST0279_N25_N09_P009,0.0,48.052,35.653,0.0,44.646,48.052,110.202,0.0,48.052,0.0,93.371,44.646,93.371,27.111,46.06,34.294,48.052,28.616,35.653,0.0,93.371,35.653,34.294,35.653,122.247,44.646,35.653,27.111,110.202,27.111,35.653,46.06,122.247,35.653,81.232,27.111,110.202,28.616,81.232,35.653,34.294,35.653,48.052,28.616,48.052,34.294,122.247,48.052,46.06,46.06,0.0
INST0279_N25_N09_D009,93.371,46.019,82.833,93.371,55.435,46.019,149.304,93.371,46.019,93.371,0.0,55.435,0.0,71.779,52.8,66.32,46.019,64.86,82.833,93.371,0.0,82.833,66.32,82.833,65.084,55.435,82.833,71.779,149.304,71.779,82.833,52.8,65.084,82.833,107.477,71.779,149.304,64.86,107.477,82.833,66.32,82.833,46.019,64.86,46.019,66.32,65.084,46.019,52.8,52.8,93.371
INST0279_N25_N09_P010,35.653,40.266,0.0,35.653,27.709,40.266,143.5,35.653,40.266,35.653,82.833,27.709,82.833,18.283,30.471,18.791,40.266,35.534,0.0,35.653,82.833,0.0,18.791,0.0,93.214,27.709,0.0,18.283,143.5,18.283,0.0,30.471,93.214,0.0,47.339,18.283,143.5,35.534,47.339,0.0,18.791,0.0,40.266,35.534,40.266,18.791,93.214,40.266,30.471,30.471,35.653
INST0279_N25_N09_D010,34.294,21.8,18.791,34.294,11.477,21.8,132.823,34.294,21.8,34.294,66.32,11.477,66.32,7.201,13.759,0.0,21.8,19.671,18.791,34.294,66.32,18.791,0.0,18.791,87.958,11.477,18.791,7.201,132.823,7.201,18.791,13.759,87.958,18.791,61.784,7.201,132.823,19.671,61.784,18.791,0.0,18.791,21.8,19.671,21.8,0.0,87.958,21.8,13.759,13.759,34.294
INST0279_N25_N09_P011,35.653,40.266,0.0,35.653,27.709,40.266,143.5,35.653,40.266,35.653,82.833,27.709,82.833,18.283,30.471,18.791,40.266,35.534,0.0,35.653,82.833,0.0,18.791,0.0,93.214,27.709,0.0,18.283,143.5,18.283,0.0,30.471,93.214,0.0,47.339,18.283,143.5,35.534,47.339,0.0,18.791,0.0,40.266,35.534,40.266,18.791,93.214,40.266,30.471,30.471,35.653
INST0279_N25_N09_D011,122.247,81.189,93.214,122.247,78.292,81.189,206.878,122.247,81.189,122.247,65.084,78.292,65.084,95.136,77.555,87.958,81.189,100.436,93.214,122.247,65.084,93.214,87.958,93.214,0.0,78.292,93.214,95.136,206.878,95.136,93.214,77.555,0.0,93.214,85.106,95.136,206.878,100.436,85.106,93.214,87.958,93.214,81.189,100.436,81.189,87.958,0.0,81.189,77.555,77.555,122.247
INST0279_N25_N09_P012,44.646,13.942,27.709,44.646,0.0,13.942,136.742,44.646,13.942,44.646,55.435,0.0,55.435,18.229,2.788,11.477,13.942,23.461,27.709,44.646,55.435,27.709,11.477,27.709,78.292,0.0,27.709,18.229,136.742,18.229,27.709,2.788,78.292,27.709,64.236,18.229,136.742,23.461,64.236,27.709,11.477,27.709,13.942,23.461,13.942,11.477,78.292,13.942,2.788,2.788,44.646
INST0279_N25_N09_D012,35.653,40.266,0.0,35.653,27.709,40.266,143.5,35.653,40.266,35.653,82.833,27.709,82.833,18.283,30.471,18.791,40.266,35.534,0.0,35.653,82.833,0.0,18.791,0.0,93.214,27.709,0.0,18.283,143.5,18.283,0.0,30.471,93.214,0.0,47.339,18.283,143.5,35.534,47.339,0.0,18.791,0.0,40.266,35.534,40.266,18.791,93.214,40.266,30.471,30.471,35.653
INST0279_N25_N09_P013,27.111,26.126,18.283,27.111,18.229,26.126,127.973,27.111,26.126,27.111,71.779,18.229,71.779,0.0,20.176,7.201,26.126,17.254,18.283,27.111,71.779,18.283,7.201,18.283,95.136,18.229,18.283,0.0,127.973,0.0,18.283,20.176,95.136,18.283,64.45,0.0,127.973,17.254,64.45,18.283,7.201,18.283,26.126,17.254,26.126,7.201,95.136,26.126,20.176,20.176,27.111
INST0279_N25_N09_D013,110.202,128.231,143.5,110.202,136.742,128.231,0.0,110.202,128.231,110.202,149.304,136.742,149.304,127.973,135.971,132.823,128.231,113.8,143.5,110.202,149.304,143.5,132.823,143.5,206.878,136.742,143.5,127.973,0.0,127.973,143.5,135.971,206.878,143.5,190.666,127.973,0.0,113.8,190.666,143.5,132.823,143.5,128.231,113.8,128.231,132.823,206.878,128.231,135.971,135.971,110.202
INST0279_N25_N09_P014,27.111,26.126,18.283,27.111,18.229,26.126,127.973,27.111,26.126,27.111,71.779,18.229,71.779,0.0,20.176,7.201,26.126,17.254,18.283,27.111,71.779,18.283,7.201,18.283,95.136,18.229,18.283,0.0,127.973,0.0,18.283,20.176,95.136,18.283,64.45,0.0,127.973,17.254,64.45,18.283,7.201,18.283,26.126,17.254,26.126,7.201,95.136,26.126,20.176,20.176,27.111
INST0279_N25_N09_D014,35.653,40.266,0.0,35.653,27.709,40.266,143.5,35.653,40.266,35.653,82.833,27.709,82.833,18.283,30.471,18.791,40.266,35.534,0.0,35.653,82.833,0.0,18.791,0.0,93.214,27.709,0.0,18.283,143.5,18.283,0.0,30.471,93.214,0.0,47.339,18.283,143.5,35.534,47.339,0.0,18.791,0.0,40.266,35.534,40.266,18.791,93.214,40.266,30.471,30.471,35.653
INST0279_N25_N09_P015,46.06,11.436,30.471,46.06,2.788,11.436,135.971,46.06,11.436,46.06,52.8,2.788,52.8,20.176,0.0,13.759,11.436,23.353,30.471,46.06,52.8,30.471,13.759,30.471,77.555,2.788,30.471,20.176,135.971,20.176,30.471,0.0,77.555,30.471,66.572,20.176,135.971,23.353,66.572,30.471,13.759,30.471,11.436,23.353,11.436,13.759,77.555,11.436,0.0,0.0,46.06
INST0279_N25_N09_D015,122.247,81.189,93.214,122.247,78.292,81.189,206.878,122.247,81.189,122.247,65.084,78.292,65.084,95.136,77.555,87.958,81.189,100.436,93.214,122.247,65.084,93.214,87.958,93.214,0.0,78.292,93.214,95.136,206.878,95.136,93.214,77.555,0.0,93.214,85.106,95.136,206.878,100.436,85.106,93.214,87.958,93.214,81.189,100.436,81.189,87.958,0.0,81.189,77.555,77.555,122.247
INST0279_N25_N09_P016,35.653,40.266,0.0,35.653,27.709,40.266,143.5,35.653,40.266,35.653,82.833,27.709,82.833,18.283,30.471,18.791,40.266,35.534,0.0,35.653,82.833,0.0,18.791,0.0,93.214,27.709,0.0,18.283,143.5,18.283,0.0,30.471,93.214,0.0,47.339,18.283,143.5,35.534,47.339,0.0,18.791,0.0,40.266,35.534,40.266,18.791,93.214,40.266,30.471,30.471,35.653
INST0279_N25_N09_D016,81.232,77.99,47.339,81.232,64.236,77.99,190.666,81.232,77.99,81.232,107.477,64.236,107.477,64.45,66.572,61.784,77.99,81.17,47.339,81.232,107.477,47.339,61.784,47.339,85.106,64.236,47.339,64.45,190.666,64.45,47.339,66.572,85.106,47.339,0.0,64.45,190.666,81.17,0.0,47.339,61.784,47.339,77.99,81.17,77.99,61.784,85.106,77.99,66.572,66.572,81.232
INST0279_N25_N09_P017,27.111,26.126,18.283,27.111,18.229,26.126,127.973,27.111,26.126,27.111,71.779,18.229,71.779,0.0,20.176,7.201,26.126,17.254,18.283,27.111,71.779,18.283,7.201,18.283,95.136,18.229,18.283,0.0,127.973,0.0,18.283,20.176,95.136,18.283,64.45,0.0,127.973,17.254,64.45,18.283,7.201,18.283,26.126,17.254,26.126,7.201,95.136,26.126,20.176,20.176,27.111
INST0279_N25_N09_D017,110.202,128.231,143.5,110.202,136.742,128.231,0.0,110.202,128.231,110.202,149.304,136.742,149.304,127.973,135.971,132.823,128.231,113.8,143.5,110.202,149.304,143.5,132.823,143.5,206.878,136.742,143.5,127.973,0.0,127.973,143.5,135.971,206.878,143.5,190.666,127.973,0.0,113.8,190.666,143.5,132.823,143.5,128.231,113.8,128.231,132.823,206.878,128.231,135.971,135.971,110.202
INST0279_N25_N09_P018,28.616,20.683,35.534,28.616,23.461,20.683,113.8,28.616,20.683,28.616,64.86,23.461,64.86,17.254,23.353,19.671,20.683,0.0,35.534,28.616,64.86,35.534,19.671,35.534,100.436,23.461,35.534,17.254,113.8,17.254,35.534,23.353,100.436,35.534,81.17,17.254,113.8,0.0,81.17,35.534,19.671,35.534,20.683,0.0,20.683,19.671,100.436,20.683,23.353,23.353,28.616
INST0279_N25_N09_D018,81.232,77.99,47.339,81.232,64.236,77.99,190.666,81.232,77.99,81.232,107.477,64.236,107.477,64.45,66.572,61.784,77.99,81.17,47.339,81.232,107.477,47.339,61.784,47.339,85.106,64.236,47.339,64.45,190.666,64.45,47.339,66.572,85.106,47.339,0.0,64.45,190.666,81.17,0.0,47.339,61.784,47.339,77.99,81.17,77.99,61.784,85.106,77.99,66.572,66.572,81.232
INST0279_N25_N09_P019,35.653,40.266,0.0,35.653,27.709,40.266,143.5,35.653,40.266,35.653,82.833,27.709,82.833,18.283,30.471,18.791,40.266,35.534,0.0,35.653,82.833,0.0,18.791,0.0,93.214,27.709,0.0,18.283,143.5,18.283,0.0,30.471,93.214,0.0,47.339,18.283,143.5,35.534,47.339,0.0,18.791,0.0,40.266,35.534,40.266,18.791,93.214,40.266,30.471,30.471,35.653
INST0279_N25_N09_D019,34.294,21.8,18.791,34.294,11.477,21.8,132.823,34.294,21.8,34.294,66.32,11.477,66.32,7.201,13.759,0.0,21.8,19.671,18.791,34.294,66.32,18.791,0.0,18.791,87.958,11.477,18.791,7.201,132.823,7.201,18.791,13.759,87.958,18.791,61.784,7.201,132.823,19.671,61.784,18.791,0.0,18.791,21.8,19.671,21.8,0.0,87.958,21.8,13.759,13.759,34.294
INST0279_N25_N09_P020,35.653,40.266,0.0,35.653,27.709,40.266,143.5,35.653,40.266,35.653,82.833,27.709,82.833,18.283,30.471,18.791,40.266,35.534,0.0,35.653,82.833,0.0,18.791,0.0,93.214,27.709,0.0,18.283,143.5,18.283,0.0,30.471,93.214,0.0,47.339,18.283,143.5,35.534,47.339,0.0,18.791,0.0,40.266,35.534,40.266,18.791,93.214,40.266,30.471,30.471,35.653
INST0279_N25_N09_D020,48.052,0.0,40.266,48.052,13.942,0.0,128.231,48.052,0.0,48.052,46.019,13.942,46.019,26.126,11.436,21.8,0.0,20.683,40.266,48.052,46.019,40.266,21.8,40.266,81.189,13.942,40.266,26.126,128.231,26.126,40.266,11.436,81.189,40.266,77.99,26.126,128.231,20.683,77.99,40.266,21.8,40.266,0.0,20.683,0.0,21.8,81.189,0.0,11.436,11.436,48.052
INST0279_N25_N09_P021,28.616,20.683,35.534,28.616,23.461,20.683,113.8,28.616,20.683,28.616,64.86,23.461,64.86,17.254,23.353,19.671,20.683,0.0,35.534,28.616,64.86,35.534,19.671,35.534,100.436,23.461,35.534,17.254,113.8,17.254,35.534,23.353,100.436,35.534,81.17,17.254,113.8,0.0,81.17,35.534,19.671,35.534,20.683,0.0,20.683,19.671,100.436,20.683,23.353,23.353,28.616
INST0279_N25_N09_D021,48.052,0.0,40.266,48.052,13.942,0.0,128.231,48.052,0.0,48.052,46.019,13.942,46.019,26.126,11.436,21.8,0.0,20.683,40.266,48.052,46.019,40.266,21.8,40.266,81.189,13.942,40.266,26.126,128.231,26.126,40.266,11.436,81.189,40.266,77.99,26.126,128.231,20.683,77.99,40.266,21.8,40.266,0.0,20.683,0.0,21.8,81.189,0.0,11.436,11.436,48.052
INST0279_N25_N09_P022,34.294,21.8,18.791,34.294,11.477,21.8,132.823,34.294,21.8,34.294,66.32,11.477,66.32,7.201,13.759,0.0,21.8,19.671,18.791,34.294,66.32,18.791,0.0,18.791,87.958,11.477,18.791,7.201,132.823,7.201,18.791,13.759,87.958,18.791,61.784,7.201,132.823,19.671,61.784,18.791,0.0,18.791,21.8,19.671,21.8,0.0,87.958,21.8,13.759,13.759,34.294
INST0279_N25_N09_D022,122.247,81.189,93.214,122.247,78.292,81.189,206.878,122.247,81.189,122.247,65.084,78.292,65.084,95.136,77.555,87.958,81.189,100.436,93.214,122.247,65.084,93.214,87.958,93.214,0.0,78.292,93.214,95.136,206.878,95.136,93.214,77.555,0.0,93.214,85.106,95.136,206.878,100.436,85.106,93.214,87.958,93.214,81.189,100.436,81.189,87.958,0.0,81.189,77.555,77.555,122.247
INST0279_N25_N09_P023,48.052,0.0,40.266,48.052,13.942,0.0,128.231,48.052,0.0,48.052,46.019,13.942,46.019,26.126,11.436,21.8,0.0,20.683,40.266,48.052,46.019,40.266,21.8,40.266,81.189,13.942,40.266,26.126,128.231,26.126,40.266,11.436,81.189,40.266,77.99,26.126,128.231,20.683,77.99,40.266,21.8,40.266,0.0,20.683,0.0,21.8,81.189,0.0,11.436,11.436,48.052
INST0279_N25_N09_D023,46.06,11.436,30.471,46.06,2.788,11.436,135.971,46.06,11.436,46.06,52.8,2.788,52.8,20.176,0.0,13.759,11.436,23.353,30.471,46.06,52.8,30.471,13.759,30.471,77.555,2.788,30.471,20.176,135.971,20.176,30.471,0.0,77.555,30.471,66.572,20.176,135.971,23.353,66.572,30.471,13.759,30.471,11.436,23.353,11.436,13.759,77.555,11.436,0.0,0.0,46.06
INST0279_N25_N09_P024,46.06,11.436,30.471,46.06,2.788,11.436,135.971,46.06,11.436,46.06,52.8,2.788,52.8,20.176,0.0,13.759,11.436,23.353,30.471,46.06,52.8,30.471,13.759,30.471,77.555,2.788,30.471,20.176,135.971,20.176,30.471,0.0,77.555,30.471,66.572,20.176,135.971,23.353,66.572,30.471,13.759,30.471,11.436,23.353,11.436,13.759,77.555,11.436,0.0,0.0,46.06
INST0279_N25_N09_D024,0.0,48.052,35.653,0.0,44.646,48.052,110.202,0.0,48.052,0.0,93.371,44.646,93.371,27.111,46.06,34.294,48.052,28.616,35.653,0.0,93.371,35.653,34.294,35.653,122.247,44.646,35.653,27.111,110.202,27.111,35.653,46.06,122.247,35.653,81.232,27.111,110.202,28.616,81.232,35.653,34.294,35.653,48.052,28.616,48.052,34.294,122.247,48.052,46.06,46.06,0.0
