,depot,INST0124_N12_W04_P000,INST0124_N12_W04_D000,INST0124_N12_W04_P001,INST0124_N12_W04_D001,INST0124_N12_W04_P002,INST0124_N12_W04_D002,INST0124_N12_W04_P003,INST0124_N12_W04_D003,INST0124_N12_W04_P004,INST0124_N12_W04_D004,INST0124_N12_W04_P005,INST0124_N12_W04_D005,INST0124_N12_W04_P006,INST0124_N12_W04_D006,INST0124_N12_W04_P007,INST0124_N12_W04_D007,INST0124_N12_W04_P008,INST0124_N12_W04_D008,INST0124_N12_W04_P009,INST0124_N12_W04_D009,INST0124_N12_W04_P010,INST0124_N12_W04_D010,INST0124_N12_W04_P011,INST0124_N12_W04_D011
INST0124_N12_W04_P005,54.132,0.0,40.063,20.342,40.846,20.342,54.132,40.846,54.132,0.0,40.846,0.0,50.28,54.132,50.28,20.342,77.525,54.132,40.846,54.132,50.28,20.342,0.0,20.342,50.28
INST0124_N12_W04_D005,104.062,50.28,10.426,32.833,90.122,32.833,104.062,90.122,104.062,50.28,90.122,50.28,0.0,104.062,0.0,32.833,27.544,104.062,90.122,104.062,0.0,32.833,50.28,32.833,0.0
INST0124_N12_W04_P006,0.0,54.132,93.687,71.944,14.722,71.944,0.0,14.722,0.0,54.132,14.722,54.132,104.062,0.0,104.062,71.944,130.825,0.0,14.722,0.0,104.062,71.944,54.132,71.944,104.062
INST0124_N12_W04_D006,104.062,50.28,10.426,32.833,90.122,32.833,104.062,90.122,104.062,50.28,90.122,50.28,0.0,104.062,0.0,32.833,27.544,104.062,90.122,104.062,0.0,32.833,50.28,32.833,0.0
INST0124_N12_W04_P007,71.944,20.342,22.455,0.0,57.687,0.0,71.944,57.687,71.944,20.342,57.687,20.342,32.833,71.944,32.833,0.0,58.923,71.944,57.687,71.944,32.833,0.0,20.342,0.0,32.833
INST0124_N12_W04_D007,130.825,77.525,37.477,58.923,116.61,58.923,130.825,116.61,130.825,77.525,116.61,77.525,27.544,130.825,27.544,58.923,0.0,130.825,116.61,130.825,27.544,58.923,77.525,58.923,27.544
INST0124_N12_W04_P008,0.0,54.132,93.687,71.944,14.722,71.944,0.0,14.722,0.0,54.132,14.722,54.132,104.062,0.0,104.062,71.944,130.825,0.0,14.722,0.0,104.062,71.944,54.132,71.944,104.062
INST0124_N12_W04_D008,14.722,40.846,79.708,57.687,0.0,57.687,14.722,0.0,14.722,40.846,0.0,40.846,90.122,14.722,90.122,57.687,116.61,14.722,0.0,14.722,90.122,57.687,40.846,57.687,90.122
INST0124_N12_W04_P009,0.0,54.132,93.687,71.944,14.722,71.944,0.0,14.722,0.0,54.132,14.722,54.132,104.062,0.0,104.062,71.944,130.825,0.0,14.722,0.0,104.062,71.944,54.132,71.944,104.062
INST0124_N12_W04_D009,104.062,50.28,10.426,32.833,90.122,32.833,104.062,90.122,104.062,50.28,90.122,50.28,0.0,104.062,0.0,32.833,27.544,104.062,90.122,104.062,0.0,32.833,50.28,32.833,0.0
INST0124_N12_W04_P010,71.944,20.342,22.455,0.0,57.687,0.0,71.944,57.687,71.944,20.342,57.687,20.342,32.833,71.944,32.833,0.0,58.923,71.944,57.687,71.944,32.833,0.0,20.342,0.0,32.833
INST0124_N12_W04_D010,54.132,0.0,40.063,20.342,40.846,20.342,54.132,40.846,54.132,0.0,40.846,0.0,50.28,54.132,50.28,20.342,77.525,54.132,40.846,54.132,50.28,20.342,0.0,20.342,50.28
INST0124_N12_W04_P011,71.944,20.342,22.455,0.0,57.687,0.0,71.944,57.687,71.944,20.342,57.687,20.342,32.833,71.944,32.833,0.0,58.923,71.944,57.687,71.944,32.833,0.0,20.342,0.0,32.833
INST0124_N12_W04_D011,104.062,50.28,10.426,32.833,90.122,32.833,104.062,90.122,104.062,50.28,90.122,50.28,0.0,104.062,0.0,32.833,27.544,104.062,90.122,104.062,0.0,32.833,50.28,32.833,0.0
