,depot,INST0169_N15_W19_P000,INST0169_N15_W19_D000,INST0169_N15_W19_P001,INST0169_N15_W19_D001,INST0169_N15_W19_P002,INST0169_N15_W19_D002,INST0169_N15_W19_P003,INST0169_N15_W19_D003,INST0169_N15_W19_P004,INST0169_N15_W19_D004,INST0169_N15_W19_P005,INST0169_N15_W19_D005,INST0169_N15_W19_P006,INST0169_N15_W19_D006,INST0169_N15_W19_P007,INST0169_N15_W19_D007,INST0169_N15_W19_P008,INST0169_N15_W19_D008,INST0169_N15_W19_P009,INST0169_N15_W19_D009,INST0169_N15_W19_P010,INST0169_N15_W19_D010,INST0169_N15_W19_P011,INST0169_N15_W19_D011,INST0169_N15_W19_P012,INST0169_N15_W19_D012,INST0169_N15_W19_P013,INST0169_N15_W19_D013,INST0169_N15_W19_P014,INST0169_N15_W19_D014
INST0169_N15_W19_D004,104.062,32.833,90.122,104.062,10.426,32.833,46.592,32.833,104.062,90.122,0.0,32.833,10.426,90.122,27.544,50.28,27.544,104.062,32.833,50.28,27.544,104.062,0.0,50.28,16.791,32.833,29.954,90.122,16.791,90.122,46.592
INST0169_N15_W19_P005,71.944,0.0,57.687,71.944,22.455,0.0,55.918,0.0,71.944,57.687,32.833,0.0,22.455,57.687,58.923,20.342,58.923,71.944,0.0,20.342,58.923,71.944,32.833,20.342,43.952,0.0,50.611,57.687,43.952,57.687,55.918
INST0169_N15_W19_D005,93.687,22.455,79.708,93.687,0.0,22.455,46.518,22.455,93.687,79.708,10.426,22.455,0.0,79.708,37.477,40.063,37.477,93.687,22.455,40.063,37.477,93.687,10.426,40.063,24.4,22.455,35.196,79.708,24.4,79.708,46.518
INST0169_N15_W19_P006,14.722,57.687,0.0,14.722,79.708,57.687,94.442,57.687,14.722,0.0,90.122,57.687,79.708,0.0,116.61,40.846,116.61,14.722,57.687,40.846,116.61,14.722,90.122,40.846,101.402,57.687,106.091,0.0,101.402,0.0,94.442
INST0169_N15_W19_D006,130.825,58.923,116.61,130.825,37.477,58.923,64.172,58.923,130.825,116.61,27.544,58.923,37.477,116.61,0.0,77.525,0.0,130.825,58.923,77.525,0.0,130.825,27.544,77.525,16.399,58.923,23.199,116.61,16.399,116.61,64.172
INST0169_N15_W19_P007,54.132,20.342,40.846,54.132,40.063,20.342,57.646,20.342,54.132,40.846,50.28,20.342,40.063,40.846,77.525,0.0,77.525,54.132,20.342,0.0,77.525,54.132,50.28,0.0,63.444,20.342,70.903,40.846,63.444,40.846,57.646
INST0169_N15_W19_D007,130.825,58.923,116.61,130.825,37.477,58.923,64.172,58.923,130.825,116.61,27.544,58.923,37.477,116.61,0.0,77.525,0.0,130.825,58.923,77.525,0.0,130.825,27.544,77.525,16.399,58.923,23.199,116.61,16.399,116.61,64.172
INST0169_N15_W19_P008,0.0,71.944,14.722,0.0,93.687,71.944,104.634,71.944,0.0,14.722,104.062,71.944,93.687,14.722,130.825,54.132,130.825,0.0,71.944,54.132,130.825,0.0,104.062,54.132,115.807,71.944,120.757,14.722,115.807,14.722,104.634
INST0169_N15_W19_D008,71.944,0.0,57.687,71.944,22.455,0.0,55.918,0.0,71.944,57.687,32.833,0.0,22.455,57.687,58.923,20.342,58.923,71.944,0.0,20.342,58.923,71.944,32.833,20.342,43.952,0.0,50.611,57.687,43.952,57.687,55.918
INST0169_N15_W19_P009,54.132,20.342,40.846,54.132,40.063,20.342,57.646,20.342,54.132,40.846,50.28,20.342,40.063,40.846,77.525,0.0,77.525,54.132,20.342,0.0,77.525,54.132,50.28,0.0,63.444,20.342,70.903,40.846,63.444,40.846,57.646
INST0169_N15_W19_D009,130.825,58.923,116.61,130.825,37.477,58.923,64.172,58.923,130.825,116.61,27.544,58.923,37.477,116.61,0.0,77.525,0.0,130.825,58.923,77.525,0.0,130.825,27.544,77.525,16.399,58.923,23.199,116.61,16.399,116.61,64.172
INST0169_N15_W19_P010,0.0,71.944,14.722,0.0,93.687,71.944,104.634,71.944,0.0,14.722,104.062,71.944,93.687,14.722,130.825,54.132,130.825,0.0,71.944,54.132,130.825,0.0,104.062,54.132,115.807,71.944,120.757,14.722,115.807,14.722,104.634
INST0169_N15_W19_D010,104.062,32.833,90.122,104.062,10.426,32.833,46.592,32.833,104.062,90.122,0.0,32.833,10.426,90.122,27.544,50.28,27.544,104.062,32.833,50.28,27.544,104.062,0.0,50.28,16.791,32.833,29.954,90.122,16.791,90.122,46.592
INST0169_N15_W19_P011,54.132,20.342,40.846,54.132,40.063,20.342,57.646,20.342,54.132,40.846,50.28,20.342,40.063,40.846,77.525,0.0,77.525,54.132,20.342,0.0,77.525,54.132,50.28,0.0,63.444,20.342,70.903,40.846,63.444,40.846,57.646
INST0169_N15_W19_D011,115.807,43.952,101.402,115.807,24.4,43.952,61.821,43.952,115.807,101.402,16.791,43.952,24.4,101.402,16.399,63.444,16.399,115.807,43.952,63.444,16.399,115.807,16.791,63.444,0.0,43.952,14.239,101.402,0.0,101.402,61.821
INST0169_N15_W19_P012,71.944,0.0,57.687,71.944,22.455,0.0,55.918,0.0,71.944,57.687,32.833,0.0,22.455,57.687,58.923,20.342,58.923,71.944,0.0,20.342,58.923,71.944,32.833,20.342,43.952,0.0,50.611,57.687,43.952,57.687,55.918
INST0169_N15_W19_D012,120.757,50.611,106.091,120.757,35.196,50.611,75.918,50.611,120.757,106.091,29.954,50.611,35.196,106.091,23.199,70.903,23.199,120.757,50.611,70.903,23.199,120.757,29.954,70.903,14.239,50.611,0.0,106.091,14.239,106.091,75.918
INST0169_N15_W19_P013,14.722,57.687,0.0,14.722,79.708,57.687,94.442,57.687,14.722,0.0,90.122,57.687,79.708,0.0,116.61,40.846,116.61,14.722,57.687,40.846,116.61,14.722,90.122,40.846,101.402,57.687,106.091,0.0,101.402,0.0,94.442
INST0169_N15_W19_D013,115.807,43.952,101.402,115.807,24.4,43.952,61.821,43.952,115.807,101.402,16.791,43.952,24.4,101.402,16.399,63.444,16.399,115.807,43.952,63.444,16.399,115.807,16.791,63.444,0.0,43.952,14.239,101.402,0.0,101.402,61.821
INST0169_N15_W19_P014,14.722,57.687,0.0,14.722,79.708,57.687,94.442,57.687,14.722,0.0,90.122,57.687,79.708,0.0,116.61,40.846,116.61,14.722,57.687,40.846,116.61,14.722,90.122,40.846,101.402,57.687,106.091,0.0,101.402,0.0,94.442
INST0169_N15_W19_D014,104.634,55.918,94.442,104.634,46.518,55.918,0.0,55.918,104.634,94.442,46.592,55.918,46.518,94.442,64.172,57.646,64.172,104.634,55.918,57.646,64.172,104.634,46.592,57.646,61.821,55.918,75.918,94.442,61.821,94.442,0.0
