,depot,INST0290_N25_S20_P000,INST0290_N25_S20_D000,INST0290_N25_S20_P001,INST0290_N25_S20_D001,INST0290_N25_S20_P002,INST0290_N25_S20_D002,INST0290_N25_S20_P003,INST0290_N25_S20_D003,INST0290_N25_S20_P004,INST0290_N25_S20_D004,INST0290_N25_S20_P005,INST0290_N25_S20_D005,INST0290_N25_S20_P006,INST0290_N25_S20_D006,INST0290_N25_S20_P007,INST0290_N25_S20_D007,INST0290_N25_S20_P008,INST0290_N25_S20_D008,INST0290_N25_S20_P009,INST0290_N25_S20_D009,INST0290_N25_S20_P010,INST0290_N25_S20_D010,INST0290_N25_S20_P011,INST0290_N25_S20_D011,INST0290_N25_S20_P012,INST0290_N25_S20_D012,INST0290_N25_S20_P013,INST0290_N25_S20_D013,INST0290_N25_S20_P014,INST0290_N25_S20_D014,INST0290_N25_S20_P015,INST0290_N25_S20_D015,INST0290_N25_S20_P016,INST0290_N25_S20_D016,INST0290_N25_S20_P017,INST0290_N25_S20_D017,INST0290_N25_S20_P018,INST0290_N25_S20_D018,INST0290_N25_S20_P019,INST0290_N25_S20_D019,INST0290_N25_S20_P020,INST0290_N25_S20_D020,INST0290_N25_S20_P021,INST0290_N25_S20_D021,INST0290_N25_S20_P022,INST0290_N25_S20_D022,INST0290_N25_S20_P023,INST0290_N25_S20_D023,INST0290_N25_S20_P024,INST0290_N25_S20_D024
INST0290_N25_S20_D004,36.46,0.0,67.889,36.46,59.003,36.46,24.954,59.003,67.889,44.339,0.0,59.003,67.889,36.46,59.003,59.003,102.776,102.776,24.954,36.46,59.003,41.761,24.954,102.776,44.339,41.761,102.776,41.761,67.889,41.761,0.0,0.0,103.829,36.46,102.776,41.761,103.829,59.003,41.761,54.903,102.776,59.003,54.903,0.0,54.903,41.761,24.954,44.339,59.003,44.339,134.327
INST0290_N25_S20_P005,50.526,59.003,10.867,50.526,0.0,50.526,65.388,0.0,10.867,43.838,59.003,0.0,10.867,50.526,0.0,0.0,71.865,71.865,65.388,50.526,0.0,49.927,65.388,71.865,43.838,49.927,71.865,49.927,10.867,49.927,59.003,59.003,47.206,50.526,71.865,49.927,47.206,0.0,49.927,103.002,71.865,0.0,103.002,59.003,103.002,49.927,65.388,43.838,0.0,43.838,80.368
INST0290_N25_S20_D005,61.394,67.889,0.0,61.394,10.867,61.394,75.908,10.867,0.0,54.565,67.889,10.867,0.0,61.394,10.867,10.867,77.092,77.092,75.908,61.394,10.867,60.745,75.908,77.092,54.565,60.745,77.092,60.745,0.0,60.745,67.889,67.889,36.733,61.394,77.092,60.745,36.733,10.867,60.745,113.587,77.092,10.867,113.587,67.889,113.587,60.745,75.908,54.565,10.867,54.565,69.589
INST0290_N25_S20_P006,0.0,36.46,61.394,0.0,50.526,0.0,21.478,50.526,61.394,10.881,36.46,50.526,61.394,0.0,50.526,50.526,68.319,68.319,21.478,0.0,50.526,5.477,21.478,68.319,10.881,5.477,68.319,5.477,61.394,5.477,36.46,36.46,97.061,0.0,68.319,5.477,97.061,50.526,5.477,55.179,68.319,50.526,55.179,36.46,55.179,5.477,21.478,10.881,50.526,10.881,130.689
INST0290_N25_S20_D006,50.526,59.003,10.867,50.526,0.0,50.526,65.388,0.0,10.867,43.838,59.003,0.0,10.867,50.526,0.0,0.0,71.865,71.865,65.388,50.526,0.0,49.927,65.388,71.865,43.838,49.927,71.865,49.927,10.867,49.927,59.003,59.003,47.206,50.526,71.865,49.927,47.206,0.0,49.927,103.002,71.865,0.0,103.002,59.003,103.002,49.927,65.388,43.838,0.0,43.838,80.368
INST0290_N25_S20_P007,50.526,59.003,10.867,50.526,0.0,50.526,65.388,0.0,10.867,43.838,59.003,0.0,10.867,50.526,0.0,0.0,71.865,71.865,65.388,50.526,0.0,49.927,65.388,71.865,43.838,49.927,71.865,49.927,10.867,49.927,59.003,59.003,47.206,50.526,71.865,49.927,47.206,0.0,49.927,103.002,71.865,0.0,103.002,59.003,103.002,49.927,65.388,43.838,0.0,43.838,80.368
INST0290_N25_S20_D007,68.319,102.776,77.092,68.319,71.865,68.319,88.975,71.865,77.092,58.699,102.776,71.865,77.092,68.319,71.865,71.865,0.0,0.0,88.975,68.319,71.865,62.898,88.975,0.0,58.699,62.898,0.0,62.898,77.092,62.898,102.776,102.776,93.449,68.319,0.0,62.898,93.449,71.865,62.898,113.511,0.0,71.865,113.511,102.776,113.511,62.898,88.975,58.699,71.865,58.699,123.443
INST0290_N25_S20_P008,68.319,102.776,77.092,68.319,71.865,68.319,88.975,71.865,77.092,58.699,102.776,71.865,77.092,68.319,71.865,71.865,0.0,0.0,88.975,68.319,71.865,62.898,88.975,0.0,58.699,62.898,0.0,62.898,77.092,62.898,102.776,102.776,93.449,68.319,0.0,62.898,93.449,71.865,62.898,113.511,0.0,71.865,113.511,102.776,113.511,62.898,88.975,58.699,71.865,58.699,123.443
INST0290_N25_S20_D008,21.478,24.954,75.908,21.478,65.388,21.478,0.0,65.388,75.908,32.298,24.954,65.388,75.908,21.478,65.388,65.388,88.975,88.975,0.0,21.478,65.388,26.505,0.0,88.975,32.298,26.505,88.975,26.505,75.908,26.505,24.954,24.954,112.576,21.478,88.975,26.505,112.576,65.388,26.505,37.715,88.975,65.388,37.715,24.954,37.715,26.505,0.0,32.298,65.388,32.298,145.321
INST0290_N25_S20_P009,0.0,36.46,61.394,0.0,50.526,0.0,21.478,50.526,61.394,10.881,36.46,50.526,61.394,0.0,50.526,50.526,68.319,68.319,21.478,0.0,50.526,5.477,21.478,68.319,10.881,5.477,68.319,5.477,61.394,5.477,36.46,36.46,97.061,0.0,68.319,5.477,97.061,50.526,5.477,55.179,68.319,50.526,55.179,36.46,55.179,5.477,21.478,10.881,50.526,10.881,130.689
INST0290_N25_S20_D009,50.526,59.003,10.867,50.526,0.0,50.526,65.388,0.0,10.867,43.838,59.003,0.0,10.867,50.526,0.0,0.0,71.865,71.865,65.388,50.526,0.0,49.927,65.388,71.865,43.838,49.927,71.865,49.927,10.867,49.927,59.003,59.003,47.206,50.526,71.865,49.927,47.206,0.0,49.927,103.002,71.865,0.0,103.002,59.003,103.002,49.927,65.388,43.838,0.0,43.838,80.368
INST0290_N25_S20_P010,5.477,41.761,60.745,5.477,49.927,5.477,26.505,49.927,60.745,7.008,41.761,49.927,60.745,5.477,49.927,49.927,62.898,62.898,26.505,5.477,49.927,0.0,26.505,62.898,7.008,0.0,62.898,0.0,60.745,0.0,41.761,41.761,95.708,5.477,62.898,0.0,95.708,49.927,0.0,58.521,62.898,49.927,58.521,41.761,58.521,0.0,26.505,7.008,49.927,7.008,129.526
INST0290_N25_S20_D010,21.478,24.954,75.908,21.478,65.388,21.478,0.0,65.388,75.908,32.298,24.954,65.388,75.908,21.478,65.388,65.388,88.975,88.975,0.0,21.478,65.388,26.505,0.0,88.975,32.298,26.505,88.975,26.505,75.908,26.505,24.954,24.954,112.576,21.478,88.975,26.505,112.576,65.388,26.505,37.715,88.975,65.388,37.715,24.954,37.715,26.505,0.0,32.298,65.388,32.298,145.321
INST0290_N25_S20_P011,68.319,102.776,77.092,68.319,71.865,68.319,88.975,71.865,77.092,58.699,102.776,71.865,77.092,68.319,71.865,71.865,0.0,0.0,88.975,68.319,71.865,62.898,88.975,0.0,58.699,62.898,0.0,62.898,77.092,62.898,102.776,102.776,93.449,68.319,0.0,62.898,93.449,71.865,62.898,113.511,0.0,71.865,113.511,102.776,113.511,62.898,88.975,58.699,71.865,58.699,123.443
INST0290_N25_S20_D011,10.881,44.339,54.565,10.881,43.838,10.881,32.298,43.838,54.565,0.0,44.339,43.838,54.565,10.881,43.838,43.838,58.699,58.699,32.298,10.881,43.838,7.008,32.298,58.699,0.0,7.008,58.699,7.008,54.565,7.008,44.339,44.339,89.072,10.881,58.699,7.008,89.072,43.838,7.008,65.452,58.699,43.838,65.452,44.339,65.452,7.008,32.298,0.0,43.838,0.0,122.952
INST0290_N25_S20_P012,5.477,41.761,60.745,5.477,49.927,5.477,26.505,49.927,60.745,7.008,41.761,49.927,60.745,5.477,49.927,49.927,62.898,62.898,26.505,5.477,49.927,0.0,26.505,62.898,7.008,0.0,62.898,0.0,60.745,0.0,41.761,41.761,95.708,5.477,62.898,0.0,95.708,49.927,0.0,58.521,62.898,49.927,58.521,41.761,58.521,0.0,26.505,7.008,49.927,7.008,129.526
INST0290_N25_S20_D012,68.319,102.776,77.092,68.319,71.865,68.319,88.975,71.865,77.092,58.699,102.776,71.865,77.092,68.319,71.865,71.865,0.0,0.0,88.975,68.319,71.865,62.898,88.975,0.0,58.699,62.898,0.0,62.898,77.092,62.898,102.776,102.776,93.449,68.319,0.0,62.898,93.449,71.865,62.898,113.511,0.0,71.865,113.511,102.776,113.511,62.898,88.975,58.699,71.865,58.699,123.443
INST0290_N25_S20_P013,5.477,41.761,60.745,5.477,49.927,5.477,26.505,49.927,60.745,7.008,41.761,49.927,60.745,5.477,49.927,49.927,62.898,62.898,26.505,5.477,49.927,0.0,26.505,62.898,7.008,0.0,62.898,0.0,60.745,0.0,41.761,41.761,95.708,5.477,62.898,0.0,95.708,49.927,0.0,58.521,62.898,49.927,58.521,41.761,58.521,0.0,26.505,7.008,49.927,7.008,129.526
INST0290_N25_S20_D013,61.394,67.889,0.0,61.394,10.867,61.394,75.908,10.867,0.0,54.565,67.889,10.867,0.0,61.394,10.867,10.867,77.092,77.092,75.908,61.394,10.867,60.745,75.908,77.092,54.565,60.745,77.092,60.745,0.0,60.745,67.889,67.889,36.733,61.394,77.092,60.745,36.733,10.867,60.745,113.587,77.092,10.867,113.587,67.889,113.587,60.745,75.908,54.565,10.867,54.565,69.589
INST0290_N25_S20_P014,5.477,41.761,60.745,5.477,49.927,5.477,26.505,49.927,60.745,7.008,41.761,49.927,60.745,5.477,49.927,49.927,62.898,62.898,26.505,5.477,49.927,0.0,26.505,62.898,7.008,0.0,62.898,0.0,60.745,0.0,41.761,41.761,95.708,5.477,62.898,0.0,95.708,49.927,0.0,58.521,62.898,49.927,58.521,41.761,58.521,0.0,26.505,7.008,49.927,7.008,129.526
INST0290_N25_S20_D014,36.46,0.0,67.889,36.46,59.003,36.46,24.954,59.003,67.889,44.339,0.0,59.003,67.889,36.46,59.003,59.003,102.776,102.776,24.954,36.46,59.003,41.761,24.954,102.776,44.339,41.761,102.776,41.761,67.889,41.761,0.0,0.0,103.829,36.46,102.776,41.761,103.829,59.003,41.761,54.903,102.776,59.003,54.903,0.0,54.903,41.761,24.954,44.339,59.003,44.339,134.327
INST0290_N25_S20_P015,36.46,0.0,67.889,36.46,59.003,36.46,24.954,59.003,67.889,44.339,0.0,59.003,67.889,36.46,59.003,59.003,102.776,102.776,24.954,36.46,59.003,41.761,24.954,102.776,44.339,41.761,102.776,41.761,67.889,41.761,0.0,0.0,103.829,36.46,102.776,41.761,103.829,59.003,41.761,54.903,102.776,59.003,54.903,0.0,54.903,41.761,24.954,44.339,59.003,44.339,134.327
INST0290_N25_S20_D015,97.061,103.829,36.733,97.061,47.206,97.061,112.576,47.206,36.733,89.072,103.829,47.206,36.733,97.061,47.206,47.206,93.449,93.449,112.576,97.061,47.206,95.708,112.576,93.449,89.072,95.708,93.449,95.708,36.733,95.708,103.829,103.829,0.0,97.061,93.449,95.708,0.0,47.206,95.708,150.208,93.449,47.206,150.208,103.829,150.208,95.708,112.576,89.072,47.206,89.072,33.969
INST0290_N25_S20_P016,0.0,36.46,61.394,0.0,50.526,0.0,21.478,50.526,61.394,10.881,36.46,50.526,61.394,0.0,50.526,50.526,68.319,68.319,21.478,0.0,50.526,5.477,21.478,68.319,10.881,5.477,68.319,5.477,61.394,5.477,36.46,36.46,97.061,0.0,68.319,5.477,97.061,50.526,5.477,55.179,68.319,50.526,55.179,36.46,55.179,5.477,21.478,10.881,50.526,10.881,130.689
INST0290_N25_S20_D016,68.319,102.776,77.092,68.319,71.865,68.319,88.975,71.865,77.092,58.699,102.776,71.865,77.092,68.319,71.865,71.865,0.0,0.0,88.975,68.319,71.865,62.898,88.975,0.0,58.699,62.898,0.0,62.898,77.092,62.898,102.776,102.776,93.449,68.319,0.0,62.898,93.449,71.865,62.898,113.511,0.0,71.865,113.511,102.776,113.511,62.898,88.975,58.699,71.865,58.699,123.443
INST0290_N25_S20_P017,5.477,41.761,60.745,5.477,49.927,5.477,26.505,49.927,60.745,7.008,41.761,49.927,60.745,5.477,49.927,49.927,62.898,62.898,26.505,5.477,49.927,0.0,26.505,62.898,7.008,0.0,62.898,0.0,60.745,0.0,41.761,41.761,95.708,5.477,62.898,0.0,95.708,49.927,0.0,58.521,62.898,49.927,58.521,41.761,58.521,0.0,26.505,7.008,49.927,7.008,129.526
INST0290_N25_S20_D017,97.061,103.829,36.733,97.061,47.206,97.061,112.576,47.206,36.733,89.072,103.829,47.206,36.733,97.061,47.206,47.206,93.449,93.449,112.576,97.061,47.206,95.708,112.576,93.449,89.072,95.708,93.449,95.708,36.733,95.708,103.829,103.829,0.0,97.061,93.449,95.708,0.0,47.206,95.708,150.208,93.449,47.206,150.208,103.829,150.208,95.708,112.576,89.072,47.206,89.072,33.969
INST0290_N25_S20_P018,50.526,59.003,10.867,50.526,0.0,50.526,65.388,0.0,10.867,43.838,59.003,0.0,10.867,50.526,0.0,0.0,71.865,71.865,65.388,50.526,0.0,49.927,65.388,71.865,43.838,49.927,71.865,49.927,10.867,49.927,59.003,59.003,47.206,50.526,71.865,49.927,47.206,0.0,49.927,103.002,71.865,0.0,103.002,59.003,103.002,49.927,65.388,43.838,0.0,43.838,80.368
INST0290_N25_S20_D018,5.477,41.761,60.745,5.477,49.927,5.477,26.505,49.927,60.745,7.008,41.761,49.927,60.745,5.477,49.927,49.927,62.898,62.898,26.505,5.477,49.927,0.0,26.505,62.898,7.008,0.0,62.898,0.0,60.745,0.0,41.761,41.761,95.708,5.477,62.898,0.0,95.708,49.927,0.0,58.521,62.898,49.927,58.521,41.761,58.521,0.0,26.505,7.008,49.927,7.008,129.526
INST0290_N25_S20_P019,55.179,54.903,113.587,55.179,103.002,55.179,37.715,103.002,113.587,65.452,54.903,103.002,113.587,55.179,103.002,103.002,113.511,113.511,37.715,55.179,103.002,58.521,37.715,113.511,65.452,58.521,113.511,58.521,113.587,58.521,54.903,54.903,150.208,55.179,113.511,58.521,150.208,103.002,58.521,0.0,113.511,103.002,0.0,54.903,0.0,58.521,37.715,65.452,103.002,65.452,183.035
INST0290_N25_S20_D019,68.319,102.776,77.092,68.319,71.865,68.319,88.975,71.865,77.092,58.699,102.776,71.865,77.092,68.319,71.865,71.865,0.0,0.0,88.975,68.319,71.865,62.898,88.975,0.0,58.699,62.898,0.0,62.898,77.092,62.898,102.776,102.776,93.449,68.319,0.0,62.898,93.449,71.865,62.898,113.511,0.0,71.865,113.511,102.776,113.511,62.898,88.975,58.699,71.865,58.699,123.443
INST0290_N25_S20_P020,50.526,59.003,10.867,50.526,0.0,50.526,65.388,0.0,10.867,43.838,59.003,0.0,10.867,50.526,0.0,0.0,71.865,71.865,65.388,50.526,0.0,49.927,65.388,71.865,43.838,49.927,71.865,49.927,10.867,49.927,59.003,59.003,47.206,50.526,71.865,49.927,47.206,0.0,49.927,103.002,71.865,0.0,103.002,59.003,103.002,49.927,65.388,43.838,0.0,43.838,80.368
INST0290_N25_S20_D020,55.179,54.903,113.587,55.179,103.002,55.179,37.715,103.002,113.587,65.452,54.903,103.002,113.587,55.179,103.002,103.002,113.511,113.511,37.715,55.179,103.002,58.521,37.715,113.511,65.452,58.521,113.511,58.521,113.587,58.521,54.903,54.903,150.208,55.179,113.511,58.521,150.208,103.002,58.521,0.0,113.511,103.002,0.0,54.903,0.0,58.521,37.715,65.452,103.002,65.452,183.035
INST0290_N25_S20_P021,36.46,0.0,67.889,36.46,59.003,36.46,24.954,59.003,67.889,44.339,0.0,59.003,67.889,36.46,59.003,59.003,102.776,102.776,24.954,36.46,59.003,41.761,24.954,102.776,44.339,41.761,102.776,41.761,67.889,41.761,0.0,0.0,103.829,36.46,102.776,41.761,103.829,59.003,41.761,54.903,102.776,59.003,54.903,0.0,54.903,41.761,24.954,44.339,59.003,44.339,134.327
INST0290_N25_S20_D021,55.179,54.903,113.587,55.179,103.002,55.179,37.715,103.002,113.587,65.452,54.903,103.002,113.587,55.179,103.002,103.002,113.511,113.511,37.715,55.179,103.002,58.521,37.715,113.511,65.452,58.521,113.511,58.521,113.587,58.521,54.903,54.903,150.208,55.179,113.511,58.521,150.208,103.002,58.521,0.0,113.511,103.002,0.0,54.903,0.0,58.521,37.715,65.452,103.002,65.452,183.035
INST0290_N25_S20_P022,5.477,41.761,60.745,5.477,49.927,5.477,26.505,49.927,60.745,7.008,41.761,49.927,60.745,5.477,49.927,49.927,62.898,62.898,26.505,5.477,49.927,0.0,26.505,62.898,7.008,0.0,62.898,0.0,60.745,0.0,41.761,41.761,95.708,5.477,62.898,0.0,95.708,49.927,0.0,58.521,62.898,49.927,58.521,41.761,58.521,0.0,26.505,7.008,49.927,7.008,129.526
INST0290_N25_S20_D022,21.478,24.954,75.908,21.478,65.388,21.478,0.0,65.388,75.908,32.298,24.954,65.388,75.908,21.478,65.388,65.388,88.975,88.975,0.0,21.478,65.388,26.505,0.0,88.975,32.298,26.505,88.975,26.505,75.908,26.505,24.954,24.954,112.576,21.478,88.975,26.505,112.576,65.388,26.505,37.715,88.975,65.388,37.715,24.954,37.715,26.505,0.0,32.298,65.388,32.298,145.321
INST0290_N25_S20_P023,10.881,44.339,54.565,10.881,43.838,10.881,32.298,43.838,54.565,0.0,44.339,43.838,54.565,10.881,43.838,43.838,58.699,58.699,32.298,10.881,43.838,7.008,32.298,58.699,0.0,7.008,58.699,7.008,54.565,7.008,44.339,44.339,89.072,10.881,58.699,7.008,89.072,43.838,7.008,65.452,58.699,43.838,65.452,44.339,65.452,7.008,32.298,0.0,43.838,0.0,122.952
INST0290_N25_S20_D023,50.526,59.003,10.867,50.526,0.0,50.526,65.388,0.0,10.867,43.838,59.003,0.0,10.867,50.526,0.0,0.0,71.865,71.865,65.388,50.526,0.0,49.927,65.388,71.865,43.838,49.927,71.865,49.927,10.867,49.927,59.003,59.003,47.206,50.526,71.865,49.927,47.206,0.0,49.927,103.002,71.865,0.0,103.002,59.003,103.002,49.927,65.388,43.838,0.0,43.838,80.368
INST0290_N25_S20_P024,10.881,44.339,54.565,10.881,43.838,10.881,32.298,43.838,54.565,0.0,44.339,43.838,54.565,10.881,43.838,43.838,58.699,58.699,32.298,10.881,43.838,7.008,32.298,58.699,0.0,7.008,58.699,7.008,54.565,7.008,44.339,44.339,89.072,10.881,58.699,7.008,89.072,43.838,7.008,65.452,58.699,43.838,65.452,44.339,65.452,7.008,32.298,0.0,43.838,0.0,122.952
INST0290_N25_S20_D024,130.689,134.327,69.589,130.689,80.368,130.689,145.321,80.368,69.589,122.952,134.327,80.368,69.589,130.689,80.368,80.368,123.443,123.443,145.321,130.689,80.368,129.526,145.321,123.443,122.952,129.526,123.443,129.526,69.589,129.526,134.327,134.327,33.969,130.689,123.443,129.526,33.969,80.368,129.526,183.035,123.443,80.368,183.035,134.327,183.035,129.526,145.321,122.952,80.368,122.952,0.0
