,depot,INST0284_N25_S14_P000,INST0284_N25_S14_D000,INST0284_N25_S14_P001,INST0284_N25_S14_D001,INST0284_N25_S14_P002,INST0284_N25_S14_D002,INST0284_N25_S14_P003,INST0284_N25_S14_D003,INST0284_N25_S14_P004,INST0284_N25_S14_D004,INST0284_N25_S14_P005,INST0284_N25_S14_D005,INST0284_N25_S14_P006,INST0284_N25_S14_D006,INST0284_N25_S14_P007,INST0284_N25_S14_D007,INST0284_N25_S14_P008,INST0284_N25_S14_D008,INST0284_N25_S14_P009,INST0284_N25_S14_D009,INST0284_N25_S14_P010,INST0284_N25_S14_D010,INST0284_N25_S14_P011,INST0284_N25_S14_D011,INST0284_N25_S14_P012,INST0284_N25_S14_D012,INST0284_N25_S14_P013,INST0284_N25_S14_D013,INST0284_N25_S14_P014,INST0284_N25_S14_D014,INST0284_N25_S14_P015,INST0284_N25_S14_D015,INST0284_N25_S14_P016,INST0284_N25_S14_D016,INST0284_N25_S14_P017,INST0284_N25_S14_D017,INST0284_N25_S14_P018,INST0284_N25_S14_D018,INST0284_N25_S14_P019,INST0284_N25_S14_D019,INST0284_N25_S14_P020,INST0284_N25_S14_D020,INST0284_N25_S14_P021,INST0284_N25_S14_D021,INST0284_N25_S14_P022,INST0284_N25_S14_D022,INST0284_N25_S14_P023,INST0284_N25_S14_D023,INST0284_N25_S14_P024,INST0284_N25_S14_D024
INST0284_N25_S14_D004,31.149,0.0,24.036,67.557,72.268,26.348,31.149,24.036,112.533,29.68,0.0,23.863,0.0,23.863,67.557,0.0,26.348,26.348,29.68,26.348,29.68,0.0,23.863,24.036,31.149,55.105,24.036,26.348,0.0,67.557,29.68,67.557,0.0,31.149,102.142,67.557,55.105,24.036,31.149,0.0,67.557,102.142,31.149,0.0,26.348,31.149,67.557,31.149,72.268,72.268,24.036
INST0284_N25_S14_P005,54.293,23.863,44.645,83.129,67.228,30.556,54.293,44.645,127.137,51.136,23.863,0.0,23.863,0.0,83.129,23.863,30.556,30.556,51.136,30.556,51.136,23.863,0.0,44.645,54.293,72.248,44.645,30.556,23.863,83.129,51.136,83.129,23.863,54.293,125.848,83.129,72.248,44.645,54.293,23.863,83.129,125.848,54.293,23.863,30.556,54.293,83.129,54.293,67.228,67.228,44.645
INST0284_N25_S14_D005,31.149,0.0,24.036,67.557,72.268,26.348,31.149,24.036,112.533,29.68,0.0,23.863,0.0,23.863,67.557,0.0,26.348,26.348,29.68,26.348,29.68,0.0,23.863,24.036,31.149,55.105,24.036,26.348,0.0,67.557,29.68,67.557,0.0,31.149,102.142,67.557,55.105,24.036,31.149,0.0,67.557,102.142,31.149,0.0,26.348,31.149,67.557,31.149,72.268,72.268,24.036
INST0284_N25_S14_P006,54.293,23.863,44.645,83.129,67.228,30.556,54.293,44.645,127.137,51.136,23.863,0.0,23.863,0.0,83.129,23.863,30.556,30.556,51.136,30.556,51.136,23.863,0.0,44.645,54.293,72.248,44.645,30.556,23.863,83.129,51.136,83.129,23.863,54.293,125.848,83.129,72.248,44.645,54.293,23.863,83.129,125.848,54.293,23.863,30.556,54.293,83.129,54.293,67.228,67.228,44.645
INST0284_N25_S14_D006,66.815,67.557,75.176,0.0,139.086,92.948,66.815,75.176,44.98,74.382,67.557,83.129,67.557,83.129,0.0,67.557,92.948,92.948,74.382,92.948,74.382,67.557,83.129,75.176,66.815,13.307,75.176,92.948,67.557,0.0,74.382,0.0,67.557,66.815,94.398,0.0,13.307,75.176,66.815,67.557,0.0,94.398,66.815,67.557,92.948,66.815,0.0,66.815,139.086,139.086,75.176
INST0284_N25_S14_P007,31.149,0.0,24.036,67.557,72.268,26.348,31.149,24.036,112.533,29.68,0.0,23.863,0.0,23.863,67.557,0.0,26.348,26.348,29.68,26.348,29.68,0.0,23.863,24.036,31.149,55.105,24.036,26.348,0.0,67.557,29.68,67.557,0.0,31.149,102.142,67.557,55.105,24.036,31.149,0.0,67.557,102.142,31.149,0.0,26.348,31.149,67.557,31.149,72.268,72.268,24.036
INST0284_N25_S14_D007,39.549,26.348,26.3,92.948,46.181,0.0,39.549,26.3,137.848,32.455,26.348,30.556,26.348,30.556,92.948,26.348,0.0,0.0,32.455,0.0,32.455,26.348,30.556,26.3,39.549,80.067,26.3,0.0,26.348,92.948,32.455,92.948,26.348,39.549,108.949,92.948,80.067,26.3,39.549,26.348,92.948,108.949,39.549,26.348,0.0,39.549,92.948,39.549,46.181,46.181,26.3
INST0284_N25_S14_P008,39.549,26.348,26.3,92.948,46.181,0.0,39.549,26.3,137.848,32.455,26.348,30.556,26.348,30.556,92.948,26.348,0.0,0.0,32.455,0.0,32.455,26.348,30.556,26.3,39.549,80.067,26.3,0.0,26.348,92.948,32.455,92.948,26.348,39.549,108.949,92.948,80.067,26.3,39.549,26.348,92.948,108.949,39.549,26.348,0.0,39.549,92.948,39.549,46.181,46.181,26.3
INST0284_N25_S14_D008,8.581,29.68,6.707,74.382,71.658,32.455,8.581,6.707,117.194,0.0,29.68,51.136,29.68,51.136,74.382,29.68,32.455,32.455,0.0,32.455,0.0,29.68,51.136,6.707,8.581,61.135,6.707,32.455,29.68,74.382,0.0,74.382,29.68,8.581,77.018,74.382,61.135,6.707,8.581,29.68,74.382,77.018,8.581,29.68,32.455,8.581,74.382,8.581,71.658,71.658,6.707
INST0284_N25_S14_P009,39.549,26.348,26.3,92.948,46.181,0.0,39.549,26.3,137.848,32.455,26.348,30.556,26.348,30.556,92.948,26.348,0.0,0.0,32.455,0.0,32.455,26.348,30.556,26.3,39.549,80.067,26.3,0.0,26.348,92.948,32.455,92.948,26.348,39.549,108.949,92.948,80.067,26.3,39.549,26.348,92.948,108.949,39.549,26.348,0.0,39.549,92.948,39.549,46.181,46.181,26.3
INST0284_N25_S14_D009,8.581,29.68,6.707,74.382,71.658,32.455,8.581,6.707,117.194,0.0,29.68,51.136,29.68,51.136,74.382,29.68,32.455,32.455,0.0,32.455,0.0,29.68,51.136,6.707,8.581,61.135,6.707,32.455,29.68,74.382,0.0,74.382,29.68,8.581,77.018,74.382,61.135,6.707,8.581,29.68,74.382,77.018,8.581,29.68,32.455,8.581,74.382,8.581,71.658,71.658,6.707
INST0284_N25_S14_P010,31.149,0.0,24.036,67.557,72.268,26.348,31.149,24.036,112.533,29.68,0.0,23.863,0.0,23.863,67.557,0.0,26.348,26.348,29.68,26.348,29.68,0.0,23.863,24.036,31.149,55.105,24.036,26.348,0.0,67.557,29.68,67.557,0.0,31.149,102.142,67.557,55.105,24.036,31.149,0.0,67.557,102.142,31.149,0.0,26.348,31.149,67.557,31.149,72.268,72.268,24.036
INST0284_N25_S14_D010,54.293,23.863,44.645,83.129,67.228,30.556,54.293,44.645,127.137,51.136,23.863,0.0,23.863,0.0,83.129,23.863,30.556,30.556,51.136,30.556,51.136,23.863,0.0,44.645,54.293,72.248,44.645,30.556,23.863,83.129,51.136,83.129,23.863,54.293,125.848,83.129,72.248,44.645,54.293,23.863,83.129,125.848,54.293,23.863,30.556,54.293,83.129,54.293,67.228,67.228,44.645
INST0284_N25_S14_P011,13.324,24.036,0.0,75.176,67.566,26.3,13.324,0.0,118.85,6.707,24.036,44.645,24.036,44.645,75.176,24.036,26.3,26.3,6.707,26.3,6.707,24.036,44.645,0.0,13.324,61.869,0.0,26.3,24.036,75.176,6.707,75.176,24.036,13.324,83.656,75.176,61.869,0.0,13.324,24.036,75.176,83.656,13.324,24.036,26.3,13.324,75.176,13.324,67.566,67.566,0.0
INST0284_N25_S14_D011,0.0,31.149,13.324,66.815,80.145,39.549,0.0,13.324,109.068,8.581,31.149,54.293,31.149,54.293,66.815,31.149,39.549,39.549,8.581,39.549,8.581,31.149,54.293,13.324,0.0,53.679,13.324,39.549,31.149,66.815,8.581,66.815,31.149,0.0,71.877,66.815,53.679,13.324,0.0,31.149,66.815,71.877,0.0,31.149,39.549,0.0,66.815,0.0,80.145,80.145,13.324
INST0284_N25_S14_P012,53.679,55.105,61.869,13.307,126.125,80.067,53.679,61.869,57.803,61.135,55.105,72.248,55.105,72.248,13.307,55.105,80.067,80.067,61.135,80.067,61.135,55.105,72.248,61.869,53.679,0.0,61.869,80.067,55.105,13.307,61.135,13.307,55.105,53.679,87.998,13.307,0.0,61.869,53.679,55.105,13.307,87.998,53.679,55.105,80.067,53.679,13.307,53.679,126.125,126.125,61.869
INST0284_N25_S14_D012,13.324,24.036,0.0,75.176,67.566,26.3,13.324,0.0,118.85,6.707,24.036,44.645,24.036,44.645,75.176,24.036,26.3,26.3,6.707,26.3,6.707,24.036,44.645,0.0,13.324,61.869,0.0,26.3,24.036,75.176,6.707,75.176,24.036,13.324,83.656,75.176,61.869,0.0,13.324,24.036,75.176,83.656,13.324,24.036,26.3,13.324,75.176,13.324,67.566,67.566,0.0
INST0284_N25_S14_P013,39.549,26.348,26.3,92.948,46.181,0.0,39.549,26.3,137.848,32.455,26.348,30.556,26.348,30.556,92.948,26.348,0.0,0.0,32.455,0.0,32.455,26.348,30.556,26.3,39.549,80.067,26.3,0.0,26.348,92.948,32.455,92.948,26.348,39.549,108.949,92.948,80.067,26.3,39.549,26.348,92.948,108.949,39.549,26.348,0.0,39.549,92.948,39.549,46.181,46.181,26.3
INST0284_N25_S14_D013,31.149,0.0,24.036,67.557,72.268,26.348,31.149,24.036,112.533,29.68,0.0,23.863,0.0,23.863,67.557,0.0,26.348,26.348,29.68,26.348,29.68,0.0,23.863,24.036,31.149,55.105,24.036,26.348,0.0,67.557,29.68,67.557,0.0,31.149,102.142,67.557,55.105,24.036,31.149,0.0,67.557,102.142,31.149,0.0,26.348,31.149,67.557,31.149,72.268,72.268,24.036
INST0284_N25_S14_P014,66.815,67.557,75.176,0.0,139.086,92.948,66.815,75.176,44.98,74.382,67.557,83.129,67.557,83.129,0.0,67.557,92.948,92.948,74.382,92.948,74.382,67.557,83.129,75.176,66.815,13.307,75.176,92.948,67.557,0.0,74.382,0.0,67.557,66.815,94.398,0.0,13.307,75.176,66.815,67.557,0.0,94.398,66.815,67.557,92.948,66.815,0.0,66.815,139.086,139.086,75.176
INST0284_N25_S14_D014,8.581,29.68,6.707,74.382,71.658,32.455,8.581,6.707,117.194,0.0,29.68,51.136,29.68,51.136,74.382,29.68,32.455,32.455,0.0,32.455,0.0,29.68,51.136,6.707,8.581,61.135,6.707,32.455,29.68,74.382,0.0,74.382,29.68,8.581,77.018,74.382,61.135,6.707,8.581,29.68,74.382,77.018,8.581,29.68,32.455,8.581,74.382,8.581,71.658,71.658,6.707
INST0284_N25_S14_P015,66.815,67.557,75.176,0.0,139.086,92.948,66.815,75.176,44.98,74.382,67.557,83.129,67.557,83.129,0.0,67.557,92.948,92.948,74.382,92.948,74.382,67.557,83.129,75.176,66.815,13.307,75.176,92.948,67.557,0.0,74.382,0.0,67.557,66.815,94.398,0.0,13.307,75.176,66.815,67.557,0.0,94.398,66.815,67.557,92.948,66.815,0.0,66.815,139.086,139.086,75.176
INST0284_N25_S14_D015,31.149,0.0,24.036,67.557,72.268,26.348,31.149,24.036,112.533,29.68,0.0,23.863,0.0,23.863,67.557,0.0,26.348,26.348,29.68,26.348,29.68,0.0,23.863,24.036,31.149,55.105,24.036,26.348,0.0,67.557,29.68,67.557,0.0,31.149,102.142,67.557,55.105,24.036,31.149,0.0,67.557,102.142,31.149,0.0,26.348,31.149,67.557,31.149,72.268,72.268,24.036
INST0284_N25_S14_P016,0.0,31.149,13.324,66.815,80.145,39.549,0.0,13.324,109.068,8.581,31.149,54.293,31.149,54.293,66.815,31.149,39.549,39.549,8.581,39.549,8.581,31.149,54.293,13.324,0.0,53.679,13.324,39.549,31.149,66.815,8.581,66.815,31.149,0.0,71.877,66.815,53.679,13.324,0.0,31.149,66.815,71.877,0.0,31.149,39.549,0.0,66.815,0.0,80.145,80.145,13.324
INST0284_N25_S14_D016,71.877,102.142,83.656,94.398,138.993,108.949,71.877,83.656,114.428,77.018,102.142,125.848,102.142,125.848,94.398,102.142,108.949,108.949,77.018,108.949,77.018,102.142,125.848,83.656,71.877,87.998,83.656,108.949,102.142,94.398,77.018,94.398,102.142,71.877,0.0,94.398,87.998,83.656,71.877,102.142,94.398,0.0,71.877,102.142,108.949,71.877,94.398,71.877,138.993,138.993,83.656
INST0284_N25_S14_P017,66.815,67.557,75.176,0.0,139.086,92.948,66.815,75.176,44.98,74.382,67.557,83.129,67.557,83.129,0.0,67.557,92.948,92.948,74.382,92.948,74.382,67.557,83.129,75.176,66.815,13.307,75.176,92.948,67.557,0.0,74.382,0.0,67.557,66.815,94.398,0.0,13.307,75.176,66.815,67.557,0.0,94.398,66.815,67.557,92.948,66.815,0.0,66.815,139.086,139.086,75.176
INST0284_N25_S14_D017,53.679,55.105,61.869,13.307,126.125,80.067,53.679,61.869,57.803,61.135,55.105,72.248,55.105,72.248,13.307,55.105,80.067,80.067,61.135,80.067,61.135,55.105,72.248,61.869,53.679,0.0,61.869,80.067,55.105,13.307,61.135,13.307,55.105,53.679,87.998,13.307,0.0,61.869,53.679,55.105,13.307,87.998,53.679,55.105,80.067,53.679,13.307,53.679,126.125,126.125,61.869
INST0284_N25_S14_P018,13.324,24.036,0.0,75.176,67.566,26.3,13.324,0.0,118.85,6.707,24.036,44.645,24.036,44.645,75.176,24.036,26.3,26.3,6.707,26.3,6.707,24.036,44.645,0.0,13.324,61.869,0.0,26.3,24.036,75.176,6.707,75.176,24.036,13.324,83.656,75.176,61.869,0.0,13.324,24.036,75.176,83.656,13.324,24.036,26.3,13.324,75.176,13.324,67.566,67.566,0.0
INST0284_N25_S14_D018,0.0,31.149,13.324,66.815,80.145,39.549,0.0,13.324,109.068,8.581,31.149,54.293,31.149,54.293,66.815,31.149,39.549,39.549,8.581,39.549,8.581,31.149,54.293,13.324,0.0,53.679,13.324,39.549,31.149,66.815,8.581,66.815,31.149,0.0,71.877,66.815,53.679,13.324,0.0,31.149,66.815,71.877,0.0,31.149,39.549,0.0,66.815,0.0,80.145,80.145,13.324
INST0284_N25_S14_P019,31.149,0.0,24.036,67.557,72.268,26.348,31.149,24.036,112.533,29.68,0.0,23.863,0.0,23.863,67.557,0.0,26.348,26.348,29.68,26.348,29.68,0.0,23.863,24.036,31.149,55.105,24.036,26.348,0.0,67.557,29.68,67.557,0.0,31.149,102.142,67.557,55.105,24.036,31.149,0.0,67.557,102.142,31.149,0.0,26.348,31.149,67.557,31.149,72.268,72.268,24.036
INST0284_N25_S14_D019,66.815,67.557,75.176,0.0,139.086,92.948,66.815,75.176,44.98,74.382,67.557,83.129,67.557,83.129,0.0,67.557,92.948,92.948,74.382,92.948,74.382,67.557,83.129,75.176,66.815,13.307,75.176,92.948,67.557,0.0,74.382,0.0,67.557,66.815,94.398,0.0,13.307,75.176,66.815,67.557,0.0,94.398,66.815,67.557,92.948,66.815,0.0,66.815,139.086,139.086,75.176
INST0284_N25_S14_P020,71.877,102.142,83.656,94.398,138.993,108.949,71.877,83.656,114.428,77.018,102.142,125.848,102.142,125.848,94.398,102.142,108.949,108.949,77.018,108.949,77.018,102.142,125.848,83.656,71.877,87.998,83.656,108.949,102.142,94.398,77.018,94.398,102.142,71.877,0.0,94.398,87.998,83.656,71.877,102.142,94.398,0.0,71.877,102.142,108.949,71.877,94.398,71.877,138.993,138.993,83.656
INST0284_N25_S14_D020,0.0,31.149,13.324,66.815,80.145,39.549,0.0,13.324,109.068,8.581,31.149,54.293,31.149,54.293,66.815,31.149,39.549,39.549,8.581,39.549,8.581,31.149,54.293,13.324,0.0,53.679,13.324,39.549,31.149,66.815,8.581,66.815,31.149,0.0,71.877,66.815,53.679,13.324,0.0,31.149,66.815,71.877,0.0,31.149,39.549,0.0,66.815,0.0,80.145,80.145,13.324
INST0284_N25_S14_P021,31.149,0.0,24.036,67.557,72.268,26.348,31.149,24.036,112.533,29.68,0.0,23.863,0.0,23.863,67.557,0.0,26.348,26.348,29.68,26.348,29.68,0.0,23.863,24.036,31.149,55.105,24.036,26.348,0.0,67.557,29.68,67.557,0.0,31.149,102.142,67.557,55.105,24.036,31.149,0.0,67.557,102.142,31.149,0.0,26.348,31.149,67.557,31.149,72.268,72.268,24.036
INST0284_N25_S14_D021,39.549,26.348,26.3,92.948,46.181,0.0,39.549,26.3,137.848,32.455,26.348,30.556,26.348,30.556,92.948,26.348,0.0,0.0,32.455,0.0,32.455,26.348,30.556,26.3,39.549,80.067,26.3,0.0,26.348,92.948,32.455,92.948,26.348,39.549,108.949,92.948,80.067,26.3,39.549,26.348,92.948,108.949,39.549,26.348,0.0,39.549,92.948,39.549,46.181,46.181,26.3
INST0284_N25_S14_P022,0.0,31.149,13.324,66.815,80.145,39.549,0.0,13.324,109.068,8.581,31.149,54.293,31.149,54.293,66.815,31.149,39.549,39.549,8.581,39.549,8.581,31.149,54.293,13.324,0.0,53.679,13.324,39.549,31.149,66.815,8.581,66.815,31.149,0.0,71.877,66.815,53.679,13.324,0.0,31.149,66.815,71.877,0.0,31.149,39.549,0.0,66.815,0.0,80.145,80.145,13.324
INST0284_N25_S14_D022,66.815,67.557,75.176,0.0,139.086,92.948,66.815,75.176,44.98,74.382,67.557,83.129,67.557,83.129,0.0,67.557,92.948,92.948,74.382,92.948,74.382,67.557,83.129,75.176,66.815,13.307,75.176,92.948,67.557,0.0,74.382,0.0,67.557,66.815,94.398,0.0,13.307,75.176,66.815,67.557,0.0,94.398,66.815,67.557,92.948,66.815,0.0,66.815,139.086,139.086,75.176
INST0284_N25_S14_P023,0.0,31.149,13.324,66.815,80.145,39.549,0.0,13.324,109.068,8.581,31.149,54.293,31.149,54.293,66.815,31.149,39.549,39.549,8.581,39.549,8.581,31.149,54.293,13.324,0.0,53.679,13.324,39.549,31.149,66.815,8.581,66.815,31.149,0.0,71.877,66.815,53.679,13.324,0.0,31.149,66.815,71.877,0.0,31.149,39.549,0.0,66.815,0.0,80.145,80.145,13.324
INST0284_N25_S14_D023,80.145,72.268,67.566,139.086,0.0,46.181,80.145,67.566,183.928,71.658,72.268,67.228,72.268,67.228,139.086,72.268,46.181,46.181,71.658,46.181,71.658,72.268,67.228,67.566,80.145,126.125,67.566,46.181,72.268,139.086,71.658,139.086,72.268,80.145,138.993,139.086,126.125,67.566,80.145,72.268,139.086,138.993,80.145,72.268,46.181,80.145,139.086,80.145,0.0,0.0,67.566
INST0284_N25_S14_P024,80.145,72.268,67.566,139.086,0.0,46.181,80.145,67.566,183.928,71.658,72.268,67.228,72.268,67.228,139.086,72.268,46.181,46.181,71.658,46.181,71.658,72.268,67.228,67.566,80.145,126.125,67.566,46.181,72.268,139.086,71.658,139.086,72.268,80.145,138.993,139.086,126.125,67.566,80.145,72.268,139.086,138.993,80.145,72.268,46.181,80.145,139.086,80.145,0.0,0.0,67.566
INST0284_N25_S14_D024,13.324,24.036,0.0,75.176,67.566,26.3,13.324,0.0,118.85,6.707,24.036,44.645,24.036,44.645,75.176,24.036,26.3,26.3,6.707,26.3,6.707,24.036,44.645,0.0,13.324,61.869,0.0,26.3,24.036,75.176,6.707,75.176,24.036,13.324,83.656,75.176,61.869,0.0,13.324,24.036,75.176,83.656,13.324,24.036,26.3,13.324,75.176,13.324,67.566,67.566,0.0
