,depot,INST0268_N22_W28_P000,INST0268_N22_W28_D000,INST0268_N22_W28_P001,INST0268_N22_W28_D001,INST0268_N22_W28_P002,INST0268_N22_W28_D002,INST0268_N22_W28_P003,INST0268_N22_W28_D003,INST0268_N22_W28_P004,INST0268_N22_W28_D004,INST0268_N22_W28_P005,INST0268_N22_W28_D005,INST0268_N22_W28_P006,INST0268_N22_W28_D006,INST0268_N22_W28_P007,INST0268_N22_W28_D007,INST0268_N22_W28_P008,INST0268_N22_W28_D008,INST0268_N22_W28_P009,INST0268_N22_W28_D009,INST0268_N22_W28_P010,INST0268_N22_W28_D010,INST0268_N22_W28_P011,INST0268_N22_W28_D011,INST0268_N22_W28_P012,INST0268_N22_W28_D012,INST0268_N22_W28_P013,INST0268_N22_W28_D013,INST0268_N22_W28_P014,INST0268_N22_W28_D014,INST0268_N22_W28_P015,INST0268_N22_W28_D015,INST0268_N22_W28_P016,INST0268_N22_W28_D016,INST0268_N22_W28_P017,INST0268_N22_W28_D017,INST0268_N22_W28_P018,INST0268_N22_W28_D018,INST0268_N22_W28_P019,INST0268_N22_W28_D019,INST0268_N22_W28_P020,INST0268_N22_W28_D020,INST0268_N22_W28_P021,INST0268_N22_W28_D021
INST0268_N22_W28_D004,96.036,109.245,41.092,109.245,18.744,96.036,14.077,55.217,30.344,109.245,0.0,41.349,30.344,55.217,109.245,96.036,109.245,20.581,55.217,41.349,18.744,55.217,0.0,41.349,18.744,96.036,35.155,41.349,26.872,96.036,55.217,96.036,18.744,109.245,41.092,96.036,41.349,96.036,41.349,20.581,41.349,55.217,41.092,55.217,20.581
INST0268_N22_W28_P005,57.687,71.944,50.611,71.944,51.842,57.687,32.833,20.342,58.923,71.944,41.349,0.0,58.923,20.342,71.944,57.687,71.944,22.455,20.342,0.0,51.842,20.342,41.349,0.0,51.842,57.687,55.918,0.0,43.952,57.687,20.342,57.687,51.842,71.944,50.611,57.687,0.0,57.687,0.0,22.455,0.0,20.342,50.611,20.342,22.455
INST0268_N22_W28_D005,116.61,130.825,23.199,130.825,11.735,116.61,27.544,77.525,0.0,130.825,30.344,58.923,0.0,77.525,130.825,116.61,130.825,37.477,77.525,58.923,11.735,77.525,30.344,58.923,11.735,116.61,64.172,58.923,16.399,116.61,77.525,116.61,11.735,130.825,23.199,116.61,58.923,116.61,58.923,37.477,58.923,77.525,23.199,77.525,37.477
INST0268_N22_W28_P006,40.846,54.132,70.903,54.132,69.129,40.846,50.28,0.0,77.525,54.132,55.217,20.342,77.525,0.0,54.132,40.846,54.132,40.063,0.0,20.342,69.129,0.0,55.217,20.342,69.129,40.846,57.646,20.342,63.444,40.846,0.0,40.846,69.129,54.132,70.903,40.846,20.342,40.846,20.342,40.063,20.342,0.0,70.903,0.0,40.063
INST0268_N22_W28_D006,14.722,0.0,120.757,0.0,123.055,14.722,104.062,54.132,130.825,0.0,109.245,71.944,130.825,54.132,0.0,14.722,0.0,93.687,54.132,71.944,123.055,54.132,109.245,71.944,123.055,14.722,104.634,71.944,115.807,14.722,54.132,14.722,123.055,0.0,120.757,14.722,71.944,14.722,71.944,93.687,71.944,54.132,120.757,54.132,93.687
INST0268_N22_W28_P007,0.0,14.722,106.091,14.722,109.164,0.0,90.122,40.846,116.61,14.722,96.036,57.687,116.61,40.846,14.722,0.0,14.722,79.708,40.846,57.687,109.164,40.846,96.036,57.687,109.164,0.0,94.442,57.687,101.402,0.0,40.846,0.0,109.164,14.722,106.091,0.0,57.687,0.0,57.687,79.708,57.687,40.846,106.091,40.846,79.708
INST0268_N22_W28_D007,14.722,0.0,120.757,0.0,123.055,14.722,104.062,54.132,130.825,0.0,109.245,71.944,130.825,54.132,0.0,14.722,0.0,93.687,54.132,71.944,123.055,54.132,109.245,71.944,123.055,14.722,104.634,71.944,115.807,14.722,54.132,14.722,123.055,0.0,120.757,14.722,71.944,14.722,71.944,93.687,71.944,54.132,120.757,54.132,93.687
INST0268_N22_W28_P008,79.708,93.687,35.196,93.687,29.48,79.708,10.426,40.063,37.477,93.687,20.581,22.455,37.477,40.063,93.687,79.708,93.687,0.0,40.063,22.455,29.48,40.063,20.581,22.455,29.48,79.708,46.518,22.455,24.4,79.708,40.063,79.708,29.48,93.687,35.196,79.708,22.455,79.708,22.455,0.0,22.455,40.063,35.196,40.063,0.0
INST0268_N22_W28_D008,40.846,54.132,70.903,54.132,69.129,40.846,50.28,0.0,77.525,54.132,55.217,20.342,77.525,0.0,54.132,40.846,54.132,40.063,0.0,20.342,69.129,0.0,55.217,20.342,69.129,40.846,57.646,20.342,63.444,40.846,0.0,40.846,69.129,54.132,70.903,40.846,20.342,40.846,20.342,40.063,20.342,0.0,70.903,0.0,40.063
INST0268_N22_W28_P009,57.687,71.944,50.611,71.944,51.842,57.687,32.833,20.342,58.923,71.944,41.349,0.0,58.923,20.342,71.944,57.687,71.944,22.455,20.342,0.0,51.842,20.342,41.349,0.0,51.842,57.687,55.918,0.0,43.952,57.687,20.342,57.687,51.842,71.944,50.611,57.687,0.0,57.687,0.0,22.455,0.0,20.342,50.611,20.342,22.455
INST0268_N22_W28_D009,109.164,123.055,28.769,123.055,0.0,109.164,19.054,69.129,11.735,123.055,18.744,51.842,11.735,69.129,123.055,109.164,123.055,29.48,69.129,51.842,0.0,69.129,18.744,51.842,0.0,109.164,52.507,51.842,16.35,109.164,69.129,109.164,0.0,123.055,28.769,109.164,51.842,109.164,51.842,29.48,51.842,69.129,28.769,69.129,29.48
INST0268_N22_W28_P010,40.846,54.132,70.903,54.132,69.129,40.846,50.28,0.0,77.525,54.132,55.217,20.342,77.525,0.0,54.132,40.846,54.132,40.063,0.0,20.342,69.129,0.0,55.217,20.342,69.129,40.846,57.646,20.342,63.444,40.846,0.0,40.846,69.129,54.132,70.903,40.846,20.342,40.846,20.342,40.063,20.342,0.0,70.903,0.0,40.063
INST0268_N22_W28_D010,96.036,109.245,41.092,109.245,18.744,96.036,14.077,55.217,30.344,109.245,0.0,41.349,30.344,55.217,109.245,96.036,109.245,20.581,55.217,41.349,18.744,55.217,0.0,41.349,18.744,96.036,35.155,41.349,26.872,96.036,55.217,96.036,18.744,109.245,41.092,96.036,41.349,96.036,41.349,20.581,41.349,55.217,41.092,55.217,20.581
INST0268_N22_W28_P011,57.687,71.944,50.611,71.944,51.842,57.687,32.833,20.342,58.923,71.944,41.349,0.0,58.923,20.342,71.944,57.687,71.944,22.455,20.342,0.0,51.842,20.342,41.349,0.0,51.842,57.687,55.918,0.0,43.952,57.687,20.342,57.687,51.842,71.944,50.611,57.687,0.0,57.687,0.0,22.455,0.0,20.342,50.611,20.342,22.455
INST0268_N22_W28_D011,109.164,123.055,28.769,123.055,0.0,109.164,19.054,69.129,11.735,123.055,18.744,51.842,11.735,69.129,123.055,109.164,123.055,29.48,69.129,51.842,0.0,69.129,18.744,51.842,0.0,109.164,52.507,51.842,16.35,109.164,69.129,109.164,0.0,123.055,28.769,109.164,51.842,109.164,51.842,29.48,51.842,69.129,28.769,69.129,29.48
INST0268_N22_W28_P012,0.0,14.722,106.091,14.722,109.164,0.0,90.122,40.846,116.61,14.722,96.036,57.687,116.61,40.846,14.722,0.0,14.722,79.708,40.846,57.687,109.164,40.846,96.036,57.687,109.164,0.0,94.442,57.687,101.402,0.0,40.846,0.0,109.164,14.722,106.091,0.0,57.687,0.0,57.687,79.708,57.687,40.846,106.091,40.846,79.708
INST0268_N22_W28_D012,94.442,104.634,75.918,104.634,52.507,94.442,46.592,57.646,64.172,104.634,35.155,55.918,64.172,57.646,104.634,94.442,104.634,46.518,57.646,55.918,52.507,57.646,35.155,55.918,52.507,94.442,0.0,55.918,61.821,94.442,57.646,94.442,52.507,104.634,75.918,94.442,55.918,94.442,55.918,46.518,55.918,57.646,75.918,57.646,46.518
INST0268_N22_W28_P013,57.687,71.944,50.611,71.944,51.842,57.687,32.833,20.342,58.923,71.944,41.349,0.0,58.923,20.342,71.944,57.687,71.944,22.455,20.342,0.0,51.842,20.342,41.349,0.0,51.842,57.687,55.918,0.0,43.952,57.687,20.342,57.687,51.842,71.944,50.611,57.687,0.0,57.687,0.0,22.455,0.0,20.342,50.611,20.342,22.455
INST0268_N22_W28_D013,101.402,115.807,14.239,115.807,16.35,101.402,16.791,63.444,16.399,115.807,26.872,43.952,16.399,63.444,115.807,101.402,115.807,24.4,63.444,43.952,16.35,63.444,26.872,43.952,16.35,101.402,61.821,43.952,0.0,101.402,63.444,101.402,16.35,115.807,14.239,101.402,43.952,101.402,43.952,24.4,43.952,63.444,14.239,63.444,24.4
INST0268_N22_W28_P014,0.0,14.722,106.091,14.722,109.164,0.0,90.122,40.846,116.61,14.722,96.036,57.687,116.61,40.846,14.722,0.0,14.722,79.708,40.846,57.687,109.164,40.846,96.036,57.687,109.164,0.0,94.442,57.687,101.402,0.0,40.846,0.0,109.164,14.722,106.091,0.0,57.687,0.0,57.687,79.708,57.687,40.846,106.091,40.846,79.708
INST0268_N22_W28_D014,40.846,54.132,70.903,54.132,69.129,40.846,50.28,0.0,77.525,54.132,55.217,20.342,77.525,0.0,54.132,40.846,54.132,40.063,0.0,20.342,69.129,0.0,55.217,20.342,69.129,40.846,57.646,20.342,63.444,40.846,0.0,40.846,69.129,54.132,70.903,40.846,20.342,40.846,20.342,40.063,20.342,0.0,70.903,0.0,40.063
INST0268_N22_W28_P015,0.0,14.722,106.091,14.722,109.164,0.0,90.122,40.846,116.61,14.722,96.036,57.687,116.61,40.846,14.722,0.0,14.722,79.708,40.846,57.687,109.164,40.846,96.036,57.687,109.164,0.0,94.442,57.687,101.402,0.0,40.846,0.0,109.164,14.722,106.091,0.0,57.687,0.0,57.687,79.708,57.687,40.846,106.091,40.846,79.708
INST0268_N22_W28_D015,109.164,123.055,28.769,123.055,0.0,109.164,19.054,69.129,11.735,123.055,18.744,51.842,11.735,69.129,123.055,109.164,123.055,29.48,69.129,51.842,0.0,69.129,18.744,51.842,0.0,109.164,52.507,51.842,16.35,109.164,69.129,109.164,0.0,123.055,28.769,109.164,51.842,109.164,51.842,29.48,51.842,69.129,28.769,69.129,29.48
INST0268_N22_W28_P016,14.722,0.0,120.757,0.0,123.055,14.722,104.062,54.132,130.825,0.0,109.245,71.944,130.825,54.132,0.0,14.722,0.0,93.687,54.132,71.944,123.055,54.132,109.245,71.944,123.055,14.722,104.634,71.944,115.807,14.722,54.132,14.722,123.055,0.0,120.757,14.722,71.944,14.722,71.944,93.687,71.944,54.132,120.757,54.132,93.687
INST0268_N22_W28_D016,106.091,120.757,0.0,120.757,28.769,106.091,29.954,70.903,23.199,120.757,41.092,50.611,23.199,70.903,120.757,106.091,120.757,35.196,70.903,50.611,28.769,70.903,41.092,50.611,28.769,106.091,75.918,50.611,14.239,106.091,70.903,106.091,28.769,120.757,0.0,106.091,50.611,106.091,50.611,35.196,50.611,70.903,0.0,70.903,35.196
INST0268_N22_W28_P017,0.0,14.722,106.091,14.722,109.164,0.0,90.122,40.846,116.61,14.722,96.036,57.687,116.61,40.846,14.722,0.0,14.722,79.708,40.846,57.687,109.164,40.846,96.036,57.687,109.164,0.0,94.442,57.687,101.402,0.0,40.846,0.0,109.164,14.722,106.091,0.0,57.687,0.0,57.687,79.708,57.687,40.846,106.091,40.846,79.708
INST0268_N22_W28_D017,57.687,71.944,50.611,71.944,51.842,57.687,32.833,20.342,58.923,71.944,41.349,0.0,58.923,20.342,71.944,57.687,71.944,22.455,20.342,0.0,51.842,20.342,41.349,0.0,51.842,57.687,55.918,0.0,43.952,57.687,20.342,57.687,51.842,71.944,50.611,57.687,0.0,57.687,0.0,22.455,0.0,20.342,50.611,20.342,22.455
INST0268_N22_W28_P018,0.0,14.722,106.091,14.722,109.164,0.0,90.122,40.846,116.61,14.722,96.036,57.687,116.61,40.846,14.722,0.0,14.722,79.708,40.846,57.687,109.164,40.846,96.036,57.687,109.164,0.0,94.442,57.687,101.402,0.0,40.846,0.0,109.164,14.722,106.091,0.0,57.687,0.0,57.687,79.708,57.687,40.846,106.091,40.846,79.708
INST0268_N22_W28_D018,57.687,71.944,50.611,71.944,51.842,57.687,32.833,20.342,58.923,71.944,41.349,0.0,58.923,20.342,71.944,57.687,71.944,22.455,20.342,0.0,51.842,20.342,41.349,0.0,51.842,57.687,55.918,0.0,43.952,57.687,20.342,57.687,51.842,71.944,50.611,57.687,0.0,57.687,0.0,22.455,0.0,20.342,50.611,20.342,22.455
INST0268_N22_W28_P019,79.708,93.687,35.196,93.687,29.48,79.708,10.426,40.063,37.477,93.687,20.581,22.455,37.477,40.063,93.687,79.708,93.687,0.0,40.063,22.455,29.48,40.063,20.581,22.455,29.48,79.708,46.518,22.455,24.4,79.708,40.063,79.708,29.48,93.687,35.196,79.708,22.455,79.708,22.455,0.0,22.455,40.063,35.196,40.063,0.0
INST0268_N22_W28_D019,57.687,71.944,50.611,71.944,51.842,57.687,32.833,20.342,58.923,71.944,41.349,0.0,58.923,20.342,71.944,57.687,71.944,22.455,20.342,0.0,51.842,20.342,41.349,0.0,51.842,57.687,55.918,0.0,43.952,57.687,20.342,57.687,51.842,71.944,50.611,57.687,0.0,57.687,0.0,22.455,0.0,20.342,50.611,20.342,22.455
INST0268_N22_W28_P020,40.846,54.132,70.903,54.132,69.129,40.846,50.28,0.0,77.525,54.132,55.217,20.342,77.525,0.0,54.132,40.846,54.132,40.063,0.0,20.342,69.129,0.0,55.217,20.342,69.129,40.846,57.646,20.342,63.444,40.846,0.0,40.846,69.129,54.132,70.903,40.846,20.342,40.846,20.342,40.063,20.342,0.0,70.903,0.0,40.063
INST0268_N22_W28_D020,106.091,120.757,0.0,120.757,28.769,106.091,29.954,70.903,23.199,120.757,41.092,50.611,23.199,70.903,120.757,106.091,120.757,35.196,70.903,50.611,28.769,70.903,41.092,50.611,28.769,106.091,75.918,50.611,14.239,106.091,70.903,106.091,28.769,120.757,0.0,106.091,50.611,106.091,50.611,35.196,50.611,70.903,0.0,70.903,35.196
INST0268_N22_W28_P021,40.846,54.132,70.903,54.132,69.129,40.846,50.28,0.0,77.525,54.132,55.217,20.342,77.525,0.0,54.132,40.846,54.132,40.063,0.0,20.342,69.129,0.0,55.217,20.342,69.129,40.846,57.646,20.342,63.444,40.846,0.0,40.846,69.129,54.132,70.903,40.846,20.342,40.846,20.342,40.063,20.342,0.0,70.903,0.0,40.063
INST0268_N22_W28_D021,79.708,93.687,35.196,93.687,29.48,79.708,10.426,40.063,37.477,93.687,20.581,22.455,37.477,40.063,93.687,79.708,93.687,0.0,40.063,22.455,29.48,40.063,20.581,22.455,29.48,79.708,46.518,22.455,24.4,79.708,40.063,79.708,29.48,93.687,35.196,79.708,22.455,79.708,22.455,0.0,22.455,40.063,35.196,40.063,0.0
