,depot,INST0258_N22_N18_P000,INST0258_N22_N18_D000,INST0258_N22_N18_P001,INST0258_N22_N18_D001,INST0258_N22_N18_P002,INST0258_N22_N18_D002,INST0258_N22_N18_P003,INST0258_N22_N18_D003,INST0258_N22_N18_P004,INST0258_N22_N18_D004,INST0258_N22_N18_P005,INST0258_N22_N18_D005,INST0258_N22_N18_P006,INST0258_N22_N18_D006,INST0258_N22_N18_P007,INST0258_N22_N18_D007,INST0258_N22_N18_P008,INST0258_N22_N18_D008,INST0258_N22_N18_P009,INST0258_N22_N18_D009,INST0258_N22_N18_P010,INST0258_N22_N18_D010,INST0258_N22_N18_P011,INST0258_N22_N18_D011,INST0258_N22_N18_P012,INST0258_N22_N18_D012,INST0258_N22_N18_P013,INST0258_N22_N18_D013,INST0258_N22_N18_P014,INST0258_N22_N18_D014,INST0258_N22_N18_P015,INST0258_N22_N18_D015,INST0258_N22_N18_P016,INST0258_N22_N18_D016,INST0258_N22_N18_P017,INST0258_N22_N18_D017,INST0258_N22_N18_P018,INST0258_N22_N18_D018,INST0258_N22_N18_P019,INST0258_N22_N18_D019,INST0258_N22_N18_P020,INST0258_N22_N18_D020,INST0258_N22_N18_P021,INST0258_N22_N18_D021
INST0258_N22_N18_D004,28.595,25.326,28.595,43.511,21.127,28.727,122.983,35.041,139.347,35.041,0.0,0.0,24.088,21.127,99.392,24.088,79.42,122.983,25.326,24.088,28.727,25.326,24.088,122.983,35.041,35.041,122.983,28.727,21.127,122.983,0.0,0.0,28.727,0.0,99.392,35.041,153.452,122.983,0.0,0.0,79.42,43.511,28.595,25.326,0.0
INST0258_N22_N18_P005,28.595,25.326,28.595,43.511,21.127,28.727,122.983,35.041,139.347,35.041,0.0,0.0,24.088,21.127,99.392,24.088,79.42,122.983,25.326,24.088,28.727,25.326,24.088,122.983,35.041,35.041,122.983,28.727,21.127,122.983,0.0,0.0,28.727,0.0,99.392,35.041,153.452,122.983,0.0,0.0,79.42,43.511,28.595,25.326,0.0
INST0258_N22_N18_D005,16.848,26.694,16.848,23.01,8.817,14.053,107.703,41.993,162.641,41.993,24.088,24.088,0.0,8.817,75.654,0.0,81.208,107.703,26.694,0.0,14.053,26.694,0.0,107.703,41.993,41.993,107.703,14.053,8.817,107.703,24.088,24.088,14.053,24.088,75.654,41.993,164.529,107.703,24.088,24.088,81.208,23.01,16.848,26.694,24.088
INST0258_N22_N18_P006,24.705,31.992,24.705,22.387,0.0,22.322,116.493,33.197,156.702,33.197,21.127,21.127,8.817,0.0,78.919,8.817,87.893,116.493,31.992,8.817,22.322,31.992,8.817,116.493,33.197,33.197,116.493,22.322,0.0,116.493,21.127,21.127,22.322,21.127,78.919,33.197,155.714,116.493,21.127,21.127,87.893,22.387,24.705,31.992,21.127
INST0258_N22_N18_D006,81.517,95.498,81.517,57.966,78.919,78.656,104.211,99.467,233.468,99.467,99.392,99.392,75.654,78.919,0.0,75.654,131.605,104.211,95.498,75.654,78.656,95.498,75.654,104.211,99.467,99.467,104.211,78.656,78.919,104.211,99.392,99.392,78.656,99.392,0.0,99.467,203.198,104.211,99.392,99.392,131.605,57.966,81.517,95.498,99.392
INST0258_N22_N18_P007,16.848,26.694,16.848,23.01,8.817,14.053,107.703,41.993,162.641,41.993,24.088,24.088,0.0,8.817,75.654,0.0,81.208,107.703,26.694,0.0,14.053,26.694,0.0,107.703,41.993,41.993,107.703,14.053,8.817,107.703,24.088,24.088,14.053,24.088,75.654,41.993,164.529,107.703,24.088,24.088,81.208,23.01,16.848,26.694,24.088
INST0258_N22_N18_D007,64.653,56.35,64.653,101.428,87.893,67.88,79.694,114.332,182.822,114.332,79.42,79.42,81.208,87.893,131.605,81.208,0.0,79.694,56.35,81.208,67.88,56.35,81.208,79.694,114.332,114.332,79.694,67.88,87.893,79.694,79.42,79.42,67.88,79.42,131.605,114.332,229.986,79.694,79.42,79.42,0.0,101.428,64.653,56.35,79.42
INST0258_N22_N18_P008,94.965,99.415,94.965,114.14,116.493,95.867,0.0,149.69,253.32,149.69,122.983,122.983,107.703,116.493,104.211,107.703,79.694,0.0,99.415,107.703,95.867,99.415,107.703,0.0,149.69,149.69,0.0,95.867,116.493,0.0,122.983,122.983,95.867,122.983,104.211,149.69,272.117,0.0,122.983,122.983,79.694,114.14,94.965,99.415,122.983
INST0258_N22_N18_D008,14.003,0.0,14.003,49.306,31.992,17.072,99.415,58.839,157.017,58.839,25.326,25.326,26.694,31.992,95.498,26.694,56.35,99.415,0.0,26.694,17.072,0.0,26.694,99.415,58.839,58.839,99.415,17.072,31.992,99.415,25.326,25.326,17.072,25.326,95.498,58.839,178.773,99.415,25.326,25.326,56.35,49.306,14.003,0.0,25.326
INST0258_N22_N18_P009,16.848,26.694,16.848,23.01,8.817,14.053,107.703,41.993,162.641,41.993,24.088,24.088,0.0,8.817,75.654,0.0,81.208,107.703,26.694,0.0,14.053,26.694,0.0,107.703,41.993,41.993,107.703,14.053,8.817,107.703,24.088,24.088,14.053,24.088,75.654,41.993,164.529,107.703,24.088,24.088,81.208,23.01,16.848,26.694,24.088
INST0258_N22_N18_D009,3.413,17.072,3.413,33.929,22.322,0.0,95.867,54.669,167.44,54.669,28.727,28.727,14.053,22.322,78.656,14.053,67.88,95.867,17.072,14.053,0.0,17.072,14.053,95.867,54.669,54.669,95.867,0.0,22.322,95.867,28.727,28.727,0.0,28.727,78.656,54.669,177.15,95.867,28.727,28.727,67.88,33.929,3.413,17.072,28.727
INST0258_N22_N18_P010,14.003,0.0,14.003,49.306,31.992,17.072,99.415,58.839,157.017,58.839,25.326,25.326,26.694,31.992,95.498,26.694,56.35,99.415,0.0,26.694,17.072,0.0,26.694,99.415,58.839,58.839,99.415,17.072,31.992,99.415,25.326,25.326,17.072,25.326,95.498,58.839,178.773,99.415,25.326,25.326,56.35,49.306,14.003,0.0,25.326
INST0258_N22_N18_D010,16.848,26.694,16.848,23.01,8.817,14.053,107.703,41.993,162.641,41.993,24.088,24.088,0.0,8.817,75.654,0.0,81.208,107.703,26.694,0.0,14.053,26.694,0.0,107.703,41.993,41.993,107.703,14.053,8.817,107.703,24.088,24.088,14.053,24.088,75.654,41.993,164.529,107.703,24.088,24.088,81.208,23.01,16.848,26.694,24.088
INST0258_N22_N18_P011,94.965,99.415,94.965,114.14,116.493,95.867,0.0,149.69,253.32,149.69,122.983,122.983,107.703,116.493,104.211,107.703,79.694,0.0,99.415,107.703,95.867,99.415,107.703,0.0,149.69,149.69,0.0,95.867,116.493,0.0,122.983,122.983,95.867,122.983,104.211,149.69,272.117,0.0,122.983,122.983,79.694,114.14,94.965,99.415,122.983
INST0258_N22_N18_D011,56.4,58.839,56.4,43.657,33.197,54.669,149.69,0.0,134.941,0.0,35.041,35.041,41.993,33.197,99.467,41.993,114.332,149.69,58.839,41.993,54.669,58.839,41.993,149.69,0.0,0.0,149.69,54.669,33.197,149.69,35.041,35.041,54.669,35.041,99.467,0.0,122.582,149.69,35.041,35.041,114.332,43.657,56.4,58.839,35.041
INST0258_N22_N18_P012,56.4,58.839,56.4,43.657,33.197,54.669,149.69,0.0,134.941,0.0,35.041,35.041,41.993,33.197,99.467,41.993,114.332,149.69,58.839,41.993,54.669,58.839,41.993,149.69,0.0,0.0,149.69,54.669,33.197,149.69,35.041,35.041,54.669,35.041,99.467,0.0,122.582,149.69,35.041,35.041,114.332,43.657,56.4,58.839,35.041
INST0258_N22_N18_D012,94.965,99.415,94.965,114.14,116.493,95.867,0.0,149.69,253.32,149.69,122.983,122.983,107.703,116.493,104.211,107.703,79.694,0.0,99.415,107.703,95.867,99.415,107.703,0.0,149.69,149.69,0.0,95.867,116.493,0.0,122.983,122.983,95.867,122.983,104.211,149.69,272.117,0.0,122.983,122.983,79.694,114.14,94.965,99.415,122.983
INST0258_N22_N18_P013,3.413,17.072,3.413,33.929,22.322,0.0,95.867,54.669,167.44,54.669,28.727,28.727,14.053,22.322,78.656,14.053,67.88,95.867,17.072,14.053,0.0,17.072,14.053,95.867,54.669,54.669,95.867,0.0,22.322,95.867,28.727,28.727,0.0,28.727,78.656,54.669,177.15,95.867,28.727,28.727,67.88,33.929,3.413,17.072,28.727
INST0258_N22_N18_D013,24.705,31.992,24.705,22.387,0.0,22.322,116.493,33.197,156.702,33.197,21.127,21.127,8.817,0.0,78.919,8.817,87.893,116.493,31.992,8.817,22.322,31.992,8.817,116.493,33.197,33.197,116.493,22.322,0.0,116.493,21.127,21.127,22.322,21.127,78.919,33.197,155.714,116.493,21.127,21.127,87.893,22.387,24.705,31.992,21.127
INST0258_N22_N18_P014,94.965,99.415,94.965,114.14,116.493,95.867,0.0,149.69,253.32,149.69,122.983,122.983,107.703,116.493,104.211,107.703,79.694,0.0,99.415,107.703,95.867,99.415,107.703,0.0,149.69,149.69,0.0,95.867,116.493,0.0,122.983,122.983,95.867,122.983,104.211,149.69,272.117,0.0,122.983,122.983,79.694,114.14,94.965,99.415,122.983
INST0258_N22_N18_D014,28.595,25.326,28.595,43.511,21.127,28.727,122.983,35.041,139.347,35.041,0.0,0.0,24.088,21.127,99.392,24.088,79.42,122.983,25.326,24.088,28.727,25.326,24.088,122.983,35.041,35.041,122.983,28.727,21.127,122.983,0.0,0.0,28.727,0.0,99.392,35.041,153.452,122.983,0.0,0.0,79.42,43.511,28.595,25.326,0.0
INST0258_N22_N18_P015,28.595,25.326,28.595,43.511,21.127,28.727,122.983,35.041,139.347,35.041,0.0,0.0,24.088,21.127,99.392,24.088,79.42,122.983,25.326,24.088,28.727,25.326,24.088,122.983,35.041,35.041,122.983,28.727,21.127,122.983,0.0,0.0,28.727,0.0,99.392,35.041,153.452,122.983,0.0,0.0,79.42,43.511,28.595,25.326,0.0
INST0258_N22_N18_D015,3.413,17.072,3.413,33.929,22.322,0.0,95.867,54.669,167.44,54.669,28.727,28.727,14.053,22.322,78.656,14.053,67.88,95.867,17.072,14.053,0.0,17.072,14.053,95.867,54.669,54.669,95.867,0.0,22.322,95.867,28.727,28.727,0.0,28.727,78.656,54.669,177.15,95.867,28.727,28.727,67.88,33.929,3.413,17.072,28.727
INST0258_N22_N18_P016,28.595,25.326,28.595,43.511,21.127,28.727,122.983,35.041,139.347,35.041,0.0,0.0,24.088,21.127,99.392,24.088,79.42,122.983,25.326,24.088,28.727,25.326,24.088,122.983,35.041,35.041,122.983,28.727,21.127,122.983,0.0,0.0,28.727,0.0,99.392,35.041,153.452,122.983,0.0,0.0,79.42,43.511,28.595,25.326,0.0
INST0258_N22_N18_D016,81.517,95.498,81.517,57.966,78.919,78.656,104.211,99.467,233.468,99.467,99.392,99.392,75.654,78.919,0.0,75.654,131.605,104.211,95.498,75.654,78.656,95.498,75.654,104.211,99.467,99.467,104.211,78.656,78.919,104.211,99.392,99.392,78.656,99.392,0.0,99.467,203.198,104.211,99.392,99.392,131.605,57.966,81.517,95.498,99.392
INST0258_N22_N18_P017,56.4,58.839,56.4,43.657,33.197,54.669,149.69,0.0,134.941,0.0,35.041,35.041,41.993,33.197,99.467,41.993,114.332,149.69,58.839,41.993,54.669,58.839,41.993,149.69,0.0,0.0,149.69,54.669,33.197,149.69,35.041,35.041,54.669,35.041,99.467,0.0,122.582,149.69,35.041,35.041,114.332,43.657,56.4,58.839,35.041
INST0258_N22_N18_D017,178.677,178.773,178.677,160.581,155.714,177.15,272.117,122.582,125.74,122.582,153.452,153.452,164.529,155.714,203.198,164.529,229.986,272.117,178.773,164.529,177.15,178.773,164.529,272.117,122.582,122.582,272.117,177.15,155.714,272.117,153.452,153.452,177.15,153.452,203.198,122.582,0.0,272.117,153.452,153.452,229.986,160.581,178.677,178.773,153.452
INST0258_N22_N18_P018,94.965,99.415,94.965,114.14,116.493,95.867,0.0,149.69,253.32,149.69,122.983,122.983,107.703,116.493,104.211,107.703,79.694,0.0,99.415,107.703,95.867,99.415,107.703,0.0,149.69,149.69,0.0,95.867,116.493,0.0,122.983,122.983,95.867,122.983,104.211,149.69,272.117,0.0,122.983,122.983,79.694,114.14,94.965,99.415,122.983
INST0258_N22_N18_D018,28.595,25.326,28.595,43.511,21.127,28.727,122.983,35.041,139.347,35.041,0.0,0.0,24.088,21.127,99.392,24.088,79.42,122.983,25.326,24.088,28.727,25.326,24.088,122.983,35.041,35.041,122.983,28.727,21.127,122.983,0.0,0.0,28.727,0.0,99.392,35.041,153.452,122.983,0.0,0.0,79.42,43.511,28.595,25.326,0.0
INST0258_N22_N18_P019,28.595,25.326,28.595,43.511,21.127,28.727,122.983,35.041,139.347,35.041,0.0,0.0,24.088,21.127,99.392,24.088,79.42,122.983,25.326,24.088,28.727,25.326,24.088,122.983,35.041,35.041,122.983,28.727,21.127,122.983,0.0,0.0,28.727,0.0,99.392,35.041,153.452,122.983,0.0,0.0,79.42,43.511,28.595,25.326,0.0
INST0258_N22_N18_D019,64.653,56.35,64.653,101.428,87.893,67.88,79.694,114.332,182.822,114.332,79.42,79.42,81.208,87.893,131.605,81.208,0.0,79.694,56.35,81.208,67.88,56.35,81.208,79.694,114.332,114.332,79.694,67.88,87.893,79.694,79.42,79.42,67.88,79.42,131.605,114.332,229.986,79.694,79.42,79.42,0.0,101.428,64.653,56.35,79.42
INST0258_N22_N18_P020,37.312,49.306,37.312,0.0,22.387,33.929,114.14,43.657,175.714,43.657,43.511,43.511,23.01,22.387,57.966,23.01,101.428,114.14,49.306,23.01,33.929,49.306,23.01,114.14,43.657,43.657,114.14,33.929,22.387,114.14,43.511,43.511,33.929,43.511,57.966,43.657,160.581,114.14,43.511,43.511,101.428,0.0,37.312,49.306,43.511
INST0258_N22_N18_D020,0.0,14.003,0.0,37.312,24.705,3.413,94.965,56.4,166.496,56.4,28.595,28.595,16.848,24.705,81.517,16.848,64.653,94.965,14.003,16.848,3.413,14.003,16.848,94.965,56.4,56.4,94.965,3.413,24.705,94.965,28.595,28.595,3.413,28.595,81.517,56.4,178.677,94.965,28.595,28.595,64.653,37.312,0.0,14.003,28.595
INST0258_N22_N18_P021,14.003,0.0,14.003,49.306,31.992,17.072,99.415,58.839,157.017,58.839,25.326,25.326,26.694,31.992,95.498,26.694,56.35,99.415,0.0,26.694,17.072,0.0,26.694,99.415,58.839,58.839,99.415,17.072,31.992,99.415,25.326,25.326,17.072,25.326,95.498,58.839,178.773,99.415,25.326,25.326,56.35,49.306,14.003,0.0,25.326
INST0258_N22_N18_D021,28.595,25.326,28.595,43.511,21.127,28.727,122.983,35.041,139.347,35.041,0.0,0.0,24.088,21.127,99.392,24.088,79.42,122.983,25.326,24.088,28.727,25.326,24.088,122.983,35.041,35.041,122.983,28.727,21.127,122.983,0.0,0.0,28.727,0.0,99.392,35.041,153.452,122.983,0.0,0.0,79.42,43.511,28.595,25.326,0.0
